date_obj,Enchanted%20hat price
2016-04-09,15892
2016-04-10,15624
2016-04-11,15624
2016-04-12,15408
2016-04-13,15365
2016-04-14,15134
2016-04-15,14906
2016-04-16,15096
2016-04-17,15521
2016-04-18,15379
2016-04-19,15428
2016-04-20,15305
2016-04-21,15114
2016-04-22,15114
2016-04-23,14825
2016-04-24,14594
2016-04-25,13995
2016-04-26,13924
2016-04-27,13805
2016-04-28,13693
2016-04-29,13637
2016-04-30,13577
2016-05-01,13596
2016-05-02,13666
2016-05-03,13370
2016-05-04,13301
2016-05-05,13145
2016-05-06,13145
2016-05-07,13305
2016-05-08,13083
2016-05-09,13295
2016-05-10,13614
2016-05-11,14159
2016-05-12,14867
2016-05-13,15601
2016-05-14,16107
2016-05-15,16716
2016-05-16,17538
2016-05-17,18307
2016-05-18,19179
2016-05-19,19522
2016-05-22,17727
2016-05-23,17344
2016-05-24,17098
2016-05-25,16682
2016-05-26,16363
2016-05-27,16638
2016-05-28,16638
2016-05-29,16213
2016-05-30,16213
2016-05-31,15586
2016-06-01,15168
2016-06-02,15062
2016-06-03,14730
2016-06-04,14252
2016-06-05,13611
2016-06-06,13522
2016-06-07,13522
2016-06-08,13078
2016-06-09,12716
2016-06-10,12392
2016-06-11,12109
2016-06-12,12130
2016-06-13,12425
2016-06-14,12345
2016-06-15,12011
2016-06-16,11658
2016-06-17,11284
2016-06-18,10932
2016-06-19,10948
2016-06-20,10779
2016-06-21,11172
2016-06-22,11537
2016-06-23,11871
2016-06-24,12219
2016-06-25,12272
2016-06-26,12321
2016-06-27,12006
2016-06-28,12026
2016-06-29,12078
2016-06-30,12274
2016-07-01,12054
2016-07-02,12363
2016-07-03,12606
2016-07-04,13116
2016-07-05,13554
2016-07-06,14092
2016-07-07,14311
2016-07-08,14516
2016-07-09,14267
2016-07-10,13813
2016-07-11,13713
2016-07-12,13662
2016-07-13,14170
2016-07-14,14729
2016-07-15,15326
2016-07-16,15533
2016-07-17,15638
2016-07-18,15640
2016-07-23,14401
2016-07-24,14587
2016-07-25,14974
2016-07-26,15649
2016-07-27,16229
2016-07-28,16864
2016-07-29,16888
2016-07-30,16477
2016-07-31,16465
2016-08-01,16313
2016-08-02,15851
2016-08-03,15433
2016-08-04,14922
2016-08-05,14922
2016-08-06,14533
2016-08-07,14579
2016-08-08,14579
2016-08-09,15055
2016-08-10,15785
2016-08-11,15785
2016-08-12,15975
2016-08-13,15816
2016-08-14,15434
2016-08-15,14974
2016-08-16,15308
2016-08-17,15348
2016-08-18,15348
2016-08-19,15419
2016-08-20,15730
2016-08-21,15745
2016-08-22,15592
2016-08-23,15883
2016-08-24,16259
2016-08-25,16794
2016-08-26,16794
2016-08-28,17633
2016-08-31,17140
2016-09-01,16875
2016-09-02,16875
2016-09-03,16803
2016-09-04,16737
2016-09-05,17162
2016-09-06,16888
2016-09-07,16369
2016-09-08,16369
2016-09-09,16652
2016-09-10,16618
2016-09-11,16618
2016-09-12,16585
2016-09-13,16878
2016-09-14,16878
2016-09-15,16849
2016-09-16,16849
2016-09-17,16571
2016-09-18,16692
2016-09-19,16878
2016-09-20,16878
2016-09-21,16933
2016-09-22,16917
2016-09-23,16308
2016-09-24,16308
2016-09-25,16149
2016-09-26,16149
2016-09-27,16107
2016-09-28,16155
2016-09-29,16155
2016-09-30,16147
2016-10-01,15931
2016-10-02,15931
2016-10-03,15649
2016-10-04,15243
2016-10-05,14917
2016-10-06,14763
2016-10-07,14763
2016-10-08,14074
2016-10-09,14074
2016-10-10,13470
2016-10-11,12842
2016-10-12,12253
2016-10-13,11794
2016-10-14,11476
2016-10-15,10944
2016-10-16,10681
2016-10-17,10911
2016-10-18,11037
2016-10-19,11188
2016-10-20,11384
2016-10-21,11087
2016-10-22,11087
2016-10-23,11432
2016-10-24,11668
2016-10-25,11668
2016-10-26,11590
2016-10-27,11590
2016-10-28,11620
2016-10-29,11572
2016-10-30,11149
2016-10-31,10876
2016-11-01,10876
2016-11-02,10814
2016-11-03,10814
2016-11-04,10753
2016-11-05,10753
2016-11-06,10609
2016-11-07,10867
2016-11-08,11071
2016-11-09,11277
2016-11-10,11649
2016-11-11,12018
2016-11-12,12546
2016-11-13,12771
2016-11-14,12951
2016-11-15,13254
2016-12-07,16536
2016-12-08,15975
2016-12-09,15542
2016-12-10,15366
2016-12-11,15116
2016-12-12,14570
2016-12-13,14185
2016-12-14,13531
2016-12-15,13531
2016-12-16,13198
2016-12-17,12811
2016-12-18,12811
2016-12-19,12641
2016-12-20,12614
2016-12-21,12295
2016-12-22,12241
2016-12-23,11978
2016-12-24,11978
2016-12-25,11675
2016-12-26,11541
2016-12-27,11547
2016-12-28,11325
2016-12-29,11485
2016-12-30,11648
2016-12-31,11820
2017-01-01,12217
2017-01-02,12111
2017-01-03,12243
2017-01-04,12163
2017-01-05,12163
2017-01-06,11964
2017-01-07,11904
2017-01-08,11660
2017-01-09,11761
2017-01-10,11733
2017-01-11,11709
2017-01-12,11591
2017-01-13,11913
2017-01-14,12065
2017-01-15,11817
2017-01-16,11677
2017-01-17,11311
2017-01-18,11447
2017-01-19,11274
2017-01-20,11212
2017-01-21,10976
2017-01-22,10966
2017-01-23,10886
2017-01-27,10836
2017-01-28,10717
2017-01-29,10776
2017-01-30,10556
2017-01-31,10528
2017-02-01,10731
2017-02-02,10928
2017-02-03,10699
2017-02-04,10389
2017-02-05,10299
2017-02-06,10046
2017-02-07,9966
2017-02-08,9843
2017-02-09,9843
2017-02-10,9821
2017-02-11,9988
2017-02-12,9831
2017-02-13,9968
2017-02-14,10129
2017-02-15,10142
2017-02-16,10336
2017-02-18,10315
2017-02-19,10294
2017-02-20,10285
2017-02-21,10275
2017-02-22,10443
2017-02-23,10641
2017-02-24,10641
2017-02-25,10794
2017-02-26,11113
2017-02-27,10916
2017-02-28,10686
2017-03-01,10733
2017-03-02,10994
2017-03-03,11155
2017-03-04,11421
2017-03-05,11038
2017-03-06,10887
2017-03-07,10697
2017-03-08,10655
2017-03-09,10702
2017-03-10,10558
2017-03-11,10531
2017-03-12,10723
2017-03-13,10629
2017-03-14,10478
2017-03-15,10537
2017-03-16,10513
2017-03-17,10426
2017-03-18,10242
2017-03-19,10229
2017-03-20,10215
2017-03-21,10162
2017-03-22,10149
2017-03-23,10178
2017-03-24,10382
2017-03-25,10382
2017-03-26,10266
2017-03-27,10042
2017-03-28,9755
2017-03-29,9819
2017-03-30,9758
2017-03-31,9993
2017-04-01,9953
2017-04-02,9942
2017-04-03,9878
2017-04-04,9712
2017-04-12,9917
2017-04-13,10135
2017-04-14,10520
2017-04-15,10714
2017-04-16,10908
2017-04-17,11239
2017-04-18,11456
2017-04-19,11454
2017-04-20,11646
2017-04-21,11580
2017-04-22,11595
2017-04-23,11717
2017-04-24,12036
2017-04-25,12061
2017-04-26,12061
2017-04-27,11989
2017-04-28,12010
2017-04-29,12100
2017-04-30,12090
2017-05-01,12113
2017-05-02,12131
2017-05-03,11903
2017-05-04,11666
2017-05-05,11355
2017-05-06,11348
2017-05-07,11351
2017-05-08,11018
2017-05-09,10793
2017-05-10,10668
2017-05-11,10591
2017-05-12,10537
2017-05-13,10288
2017-05-14,10403
2017-05-15,10774
2017-05-16,10884
2017-05-17,10992
2017-05-18,11181
2017-05-19,11350
2017-05-20,11522
2017-05-21,11522
2017-05-22,11371
2017-05-23,11167
2017-05-24,11074
2017-05-25,10854
2017-05-26,10808
2017-05-27,10766
2017-05-28,10576
2017-05-29,10500
2017-05-30,10331
2017-05-31,10233
2017-06-01,10112
2017-06-02,9995
2017-06-03,9995
2017-06-04,9925
2017-06-05,9887
2017-06-06,9919
2017-06-07,9621
2017-06-08,9715
2017-06-09,9757
2017-06-10,9575
2017-06-11,9451
2017-06-12,9511
2017-06-13,9289
2017-06-14,9413
2017-06-15,9292
2017-06-16,9297
2017-06-17,9408
2017-06-18,9225
2017-06-19,9225
2017-06-20,9142
2017-06-21,9100
2017-06-22,9335
2017-06-23,9335
2017-06-24,9421
2017-06-25,9452
2017-06-26,9489
2017-06-27,9664
2017-06-28,9758
2017-06-29,9828
2017-06-30,10071
2017-07-01,10071
2017-07-02,10291
2017-07-03,10477
2017-07-04,10627
2017-07-05,10627
2017-07-06,10991
2017-07-07,10991
2017-07-08,11235
2017-07-13,11862
2017-07-14,12141
2017-07-15,12141
2017-07-16,12477
2017-07-17,12716
2017-07-18,12841
2017-07-19,12979
2017-07-20,13261
2017-07-21,13024
2017-07-22,13066
2017-07-23,13178
2017-07-24,13178
2017-07-25,13244
2017-07-26,13211
2017-07-27,13194
2017-07-28,13198
2017-07-29,12980
2017-07-30,12871
2017-07-31,12871
2017-08-01,12789
2017-08-02,12762
2017-08-03,12495
2017-08-04,12495
2017-08-05,12278
2017-08-06,11963
2017-08-09,11954
2017-08-10,11773
2017-08-11,11519
2017-08-12,11081
2017-08-13,10862
2017-08-14,10733
2017-08-15,10583
2017-08-16,10367
2017-08-17,9978
2017-08-18,9978
2017-08-19,9865
2017-08-20,9855
2017-08-21,9660
2017-08-22,9485
2017-08-23,9434
2017-08-24,9434
2017-08-25,9356
2017-08-26,9471
2017-08-27,9779
2017-08-28,9746
2017-08-29,9746
2017-08-30,9896
2017-08-31,9676
2017-09-01,9676
2017-09-03,9516
2017-09-04,9594
2017-09-05,9670
2017-09-06,9759
2017-09-07,9816
2017-09-08,9816
2017-09-09,9983
2017-09-10,10148
2017-09-11,10311
2017-09-12,10311
2017-09-13,10567
2017-09-14,10673
2017-09-15,10673
2017-09-16,10565
2017-09-17,10715
2017-09-18,10516
2017-09-19,10519
2017-09-20,10445
2017-09-21,10559
2017-09-22,10622
2017-09-23,10622
2017-09-24,10688
2017-09-25,10680
2017-09-26,10440
2017-09-27,10440
2017-09-28,10129
2017-09-29,10057
2017-09-30,10047
2017-10-01,10029
2017-10-02,10244
2017-10-03,10244
2017-10-04,10553
2017-10-05,11035
2017-10-06,10815
2017-10-07,10650
2017-10-08,10650
2017-10-09,10845
2017-10-10,10932
2017-10-11,10932
2017-10-12,10787
2017-10-13,10831
2017-10-14,10728
2017-10-15,10728
2017-10-16,10734
2017-10-17,10734
2017-10-18,10806
2017-10-19,10957
2017-10-20,10991
2017-10-21,11031
2017-10-22,10985
2017-10-23,10838
2017-10-24,10751
2017-10-25,10654
2017-10-26,10654
2017-10-27,10414
2017-10-28,10414
2017-10-29,10342
2017-10-30,10128
2017-10-31,9858
2017-11-01,9858
2017-11-02,9636
2017-11-03,9278
2017-11-04,9126
2017-11-05,8940
2017-11-06,8770
2017-11-07,8827
2017-11-08,8832
2017-11-09,9016
2017-11-10,9016
2017-11-11,9079
2017-11-12,8991
2017-11-13,8901
2017-11-14,8818
2017-11-15,8803
2017-11-16,8865
2017-11-17,8742
2017-11-18,8742
2017-11-19,8774
2017-11-20,8786
2017-11-21,8871
2017-11-22,8871
2017-11-23,8995
2017-11-24,9187
2017-11-25,9274
2017-11-26,9151
2017-11-27,9151
2017-11-28,9269
2017-11-29,9440
2017-11-30,9819
2017-12-01,10142
2017-12-02,9809
2017-12-03,9688
2017-12-04,9621
2017-12-05,9585
2017-12-06,9502
2017-12-07,9154
2017-12-08,8944
2017-12-09,9020
2017-12-10,9102
2017-12-11,8994
2017-12-12,9122
2017-12-13,8958
2017-12-14,8810
2017-12-15,8922
2017-12-16,8928
2017-12-17,8942
2017-12-18,9002
2017-12-19,8859
2017-12-20,8825
2017-12-21,8912
2017-12-22,9004
2017-12-23,9027
2017-12-24,9027
2017-12-25,9099
2017-12-26,8896
2017-12-27,8828
2017-12-28,8818
2017-12-29,8755
2017-12-30,8765
2017-12-31,8765
2018-01-01,8882
2018-01-02,8912
2018-01-03,8743
2018-01-04,8758
2018-01-05,8712
2018-01-06,8619
2018-01-07,8727
2018-01-08,9009
2018-01-09,9176
2018-01-10,9176
2018-01-11,9123
2018-01-12,9012
2018-01-13,9204
2018-01-14,9340
2018-01-15,9081
2018-01-16,9091
2018-01-17,9112
2018-01-18,9128
2018-01-19,9128
2018-01-20,9335
2018-01-21,9488
2018-01-22,9409
2018-01-23,9488
2018-01-25,9589
2018-01-26,9471
2018-01-27,9739
2018-01-28,9787
2018-01-29,9847
2018-01-30,10008
2018-01-31,10004
2018-02-01,10004
2018-02-02,10056
2018-02-03,9946
2018-02-04,9920
2018-02-05,9865
2018-02-06,9683
2018-02-07,9575
2018-02-08,9575
2018-02-09,9321
2018-02-10,8961
2018-02-11,8946
2018-02-12,8999
2018-02-13,9056
2018-02-14,9131
2018-02-15,9143
2018-02-16,9234
2018-02-17,9292
2018-02-18,9483
2018-02-19,9582
2018-02-20,9699
2018-02-21,9833
2018-02-22,10070
2018-02-23,10314
2018-02-24,10314
2018-02-25,10087
2018-02-26,9876
2018-02-27,9780
2018-02-28,9780
2018-03-01,9715
2018-03-02,9968
2018-03-03,10059
2018-03-04,10059
2018-03-05,10289
2018-03-06,10387
2018-03-07,10491
2018-03-09,11420
2018-03-10,11871
2018-03-11,12040
2018-03-12,12315
2018-03-13,12222
2018-03-14,12227
2018-03-15,12077
2018-03-16,12043
2018-03-17,12048
2018-03-18,11946
2018-03-20,11571
2018-03-21,11576
2018-03-23,10687
2018-03-24,10538
2018-03-25,10409
2018-03-26,10460
2018-03-27,10858
2018-03-28,10858
2018-03-29,11154
2018-03-30,11435
2018-03-31,11642
2018-04-01,11309
2018-04-02,11157
2018-04-03,11358
2018-04-04,11572
2018-04-05,11572
2018-04-06,11956
2018-04-07,11956
2018-04-08,11782
2018-04-09,11924
2018-04-10,11924
2018-04-11,12009
2018-04-12,12124
2018-04-13,12124
2018-04-14,11848
2018-04-15,11800
2018-04-16,11800
2018-04-17,11519
2018-04-18,11519
2018-04-19,11407
2018-04-20,11476
2018-04-21,11442
2018-04-22,11442
2018-04-23,11417
2018-04-24,11369
2018-04-25,11902
2018-04-26,11902
2018-04-27,12070
2018-04-28,12057
2018-04-29,12132
2018-04-30,12344
2018-05-01,12250
2018-05-03,11993
2018-05-04,11993
2018-05-05,11903
2018-05-07,11765
2018-05-08,11765
2018-05-09,11583
2018-05-10,11410
2018-05-11,11182
2018-05-12,11275
2018-05-13,11275
2018-05-14,11309
2018-05-15,11402
2018-05-16,11613
2018-05-17,11592
2018-05-18,11533
2018-05-19,11535
2018-05-20,11150
2018-05-21,10975
2018-05-22,10975
2018-05-23,11220
2018-05-24,11243
2018-05-25,11752
2018-05-26,11652
2018-05-27,11652
2018-05-28,11338
2018-05-29,11241
2018-05-30,11185
2018-05-31,11172
2018-06-01,11128
2018-06-02,10775
2018-06-03,10869
2018-06-04,10747
2018-06-05,10998
2018-06-06,11213
2018-06-07,11213
2018-06-08,11200
2018-06-09,11200
2018-06-10,11516
2018-06-11,11848
2018-06-12,12072
2018-06-13,12543
2018-06-14,12958
2018-06-15,13480
2018-06-16,13704
2018-06-17,13826
2018-06-18,13596
2018-06-19,13360
2018-06-20,13360
2018-06-22,13112
2018-06-23,13112
2018-06-24,12564
2018-06-25,12283
2018-06-26,11945
2018-06-27,11935
2018-06-28,12003
2018-06-29,11920
2018-06-30,11907
2018-07-01,11987
2018-07-02,11987
2018-07-03,12129
2018-07-04,12209
2018-07-05,11863
2018-07-06,11355
2018-07-07,11318
2018-07-08,11263
2018-07-09,11113
2018-07-10,11118
2018-07-11,11359
2018-07-12,11378
2018-07-13,11355
2018-07-14,11454
2018-07-15,11454
2018-07-16,11475
2018-07-17,11108
2018-07-18,11045
2018-07-19,10832
2018-07-20,10815
2018-07-21,11021
2018-07-22,11131
2018-07-23,11288
2018-07-24,11719
2018-07-25,11825
2018-07-26,12040
2018-07-27,11873
2018-07-28,11567
2018-07-29,11356
2018-07-30,11533
2018-07-31,11562
2018-08-01,11884
2018-08-02,12055
2018-08-03,11949
2018-08-04,11926
2018-08-05,11968
2018-08-06,12187
2018-08-07,12308
2018-08-08,12182
2018-08-09,12182
2018-08-10,11935
2018-08-11,12134
2018-08-12,12034
2018-08-14,11348
2018-08-16,11153
2018-08-17,11084
2018-08-18,10762
2018-08-19,10783
2018-08-20,11112
2018-08-21,11148
2018-08-22,11508
2018-08-23,11665
2018-08-24,11742
2018-08-25,11985
2018-08-26,12127
2018-08-27,12734
2018-08-28,13269
2018-08-29,13366
2018-08-30,13369
2018-08-31,13407
2018-09-01,13197
2018-09-02,13287
2018-09-03,13542
2018-09-04,13685
2018-09-05,13633
2018-09-06,13633
2018-09-07,13528
2018-09-08,13281
2018-09-09,13491
2018-09-10,13478
2018-09-11,13478
2018-09-12,14061
2018-09-13,14425
2018-09-14,14974
2018-09-15,15413
2018-09-16,15413
2018-09-17,15426
2018-09-18,15834
2018-09-19,16552
2018-09-20,17063
2018-09-21,17191
2018-09-22,17725
2018-09-23,17671
2018-09-24,17293
2018-09-25,17222
2018-09-26,17154
2018-09-27,17154
2018-09-28,16910
2018-09-29,16940
2018-09-30,16872
2018-10-01,16893
2018-10-02,16879
2018-10-03,17020
2018-10-04,17020
2018-10-05,17160
2018-10-06,17664
2018-10-07,18532
2018-10-08,19343
2018-10-09,20201
2018-10-10,20045
2018-10-11,19432
2018-10-12,18460
2018-10-13,17882
2018-10-14,17272
2018-10-15,16473
2018-10-16,15894
2018-10-17,15248
2018-10-18,14863
2018-10-19,14451
2018-10-20,14920
2018-10-21,14921
2018-10-22,14622
2018-10-23,14346
2018-10-24,14982
2018-10-25,15438
2018-10-26,15488
2018-10-27,15385
2018-10-28,14789
2018-10-29,14452
2018-10-30,14330
2018-10-31,14321
2018-11-01,14200
2018-11-03,13895
2018-11-04,13903
2018-11-05,13787
2018-11-06,13818
2018-11-07,13934
2018-11-08,14631
2018-11-09,15111
2018-11-10,15768
2018-11-11,16495
2018-11-12,16062
2018-11-13,16772
2018-11-14,16693
2018-11-15,17236
2018-11-16,17961
2018-11-17,18139
2018-11-18,18263
2018-11-19,18280
2018-11-20,18467
2018-11-21,18813
2018-11-22,19506
2018-11-23,19844
2018-11-24,20218
2018-11-25,20512
2018-11-26,20977
2018-11-27,20785
2018-11-28,20557
2018-11-29,20717
2018-12-01,20896
2018-12-02,21082
2018-12-03,21208
2018-12-04,21459
2018-12-05,21658
2018-12-07,21823
2018-12-09,21888
2018-12-10,21979
2018-12-11,21832
2018-12-12,21899
2018-12-13,21853
2018-12-14,21690
2018-12-15,21549
2018-12-16,21326
2018-12-17,20821
2018-12-18,20475
2018-12-19,20409
2018-12-20,20281
2018-12-21,20149
2018-12-22,19690
2018-12-23,18781
2018-12-24,18091
2018-12-25,17780
2018-12-26,17472
2018-12-27,17421
2018-12-28,17149
2018-12-29,17349
2018-12-30,17149
2018-12-31,16706
2019-01-01,16488
2019-01-02,16134
2019-01-03,16149
2019-01-04,16186
2019-01-05,15983
2019-01-06,15808
2019-01-08,15196
2019-01-10,14681
2019-01-11,14472
2019-01-12,14206
2019-01-13,13850
2019-01-14,13605
2019-01-15,13374
2019-01-16,13121
2019-01-17,12994
2019-01-18,12588
2019-01-19,12339
2019-01-20,12094
2019-01-21,12008
2019-01-22,11722
2019-01-23,11491
2019-01-24,11185
2019-01-25,10965
2019-01-26,10935
2019-01-27,10746
2019-01-28,10483
2019-01-29,10464
2019-01-30,10280
2019-01-31,10040
2019-02-01,10050
2019-02-02,9944
2019-02-03,9931
2019-02-04,9947
2019-02-05,9940
2019-02-06,9972
2019-02-07,10025
2019-02-08,10200
2019-02-09,10339
2019-02-10,10393
2019-02-11,10507
2019-02-12,10676
2019-02-13,10923
2019-02-14,11064
2019-02-15,11220
2019-02-16,11273
2019-02-17,11314
2019-02-18,11258
2019-02-19,11113
2019-02-20,11082
2019-02-21,11181
2019-02-22,11149
2019-02-23,11271
2019-02-24,11311
2019-02-25,11401
2019-02-26,11577
2019-02-27,11580
2019-02-28,11461
2019-03-01,11587
2019-03-02,11563
2019-03-03,11584
2019-03-04,11434
2019-03-05,11531
2019-03-06,11472
2019-03-07,11333
2019-03-08,11333
2019-03-09,11514
2019-03-10,11722
2019-03-11,11818
2019-03-12,11482
2019-03-13,11058
2019-03-14,10561
2019-03-15,10587
2019-03-16,10555
2019-03-17,10771
2019-03-18,10863
2019-03-19,11029
2019-03-20,11220
2019-03-21,11401
2019-03-22,11481
2019-03-23,11684
2019-03-24,12058
2019-03-25,11991
2019-03-26,12059
2019-03-27,12059
2019-03-28,12263
2019-03-29,12175
2019-03-30,12175
