date_obj,Grey%20robe%20bottoms price
2016-04-26,1443
2016-04-27,1443
2016-04-28,1443
2016-04-29,1443
2016-04-30,1443
2016-05-01,1443
2016-05-02,1443
2016-05-03,1443
2016-05-04,1443
2016-05-05,1443
2016-05-06,1443
2016-05-07,1443
2016-05-08,1443
2016-05-09,1443
2016-05-10,1443
2016-05-11,1443
2016-05-12,1384
2016-05-13,1384
2016-05-14,1384
2016-05-15,1384
2016-05-16,1384
2016-05-17,1384
2016-05-18,1384
2016-05-19,1384
2016-05-22,1384
2016-05-23,1384
2016-05-24,1384
2016-05-25,1384
2016-05-26,1384
2016-05-27,1384
2016-05-28,1384
2016-05-29,1384
2016-05-30,1384
2016-05-31,1384
2016-06-01,1371
2016-06-02,1371
2016-06-03,1371
2016-06-04,1371
2016-06-05,1371
2016-06-06,1371
2016-06-07,1371
2016-06-08,1371
2016-06-09,1371
2016-06-10,1371
2016-06-11,1371
2016-06-12,1371
2016-06-13,1371
2016-06-14,1371
2016-06-15,1371
2016-06-16,1371
2016-06-17,1371
2016-06-18,1371
2016-06-19,1371
2016-06-20,1371
2016-06-21,1346
2016-06-22,1346
2016-06-23,1346
2016-06-24,1346
2016-06-25,1346
2016-06-26,1346
2016-06-27,1346
2016-06-28,1346
2016-06-29,1346
2016-06-30,1346
2016-07-01,1346
2016-07-02,1346
2016-07-03,1346
2016-07-04,1346
2016-07-05,1346
2016-07-06,1346
2016-07-07,1346
2016-07-08,1346
2016-07-09,1346
2016-07-10,1317
2016-07-11,1317
2016-07-12,1317
2016-07-13,1317
2016-07-14,1317
2016-07-15,1317
2016-07-16,1317
2016-07-17,1317
2016-07-18,1317
2016-07-23,1317
2016-07-24,1317
2016-07-25,1317
2016-07-26,1317
2016-07-27,1317
2016-07-28,1317
2016-07-29,1317
2016-07-30,1317
2016-07-31,1317
2016-08-01,1269
2016-08-02,1269
2016-08-03,1269
2016-08-04,1269
2016-08-05,1269
2016-08-06,1269
2016-08-07,1269
2016-08-08,1269
2016-08-09,1269
2016-08-10,1269
2016-08-11,1269
2016-08-12,1269
2016-08-13,1269
2016-08-14,1269
2016-08-15,1269
2016-08-16,1269
2016-08-17,1269
2016-08-18,1269
2016-08-19,1269
2016-08-20,1269
2016-08-21,1269
2016-08-22,1269
2016-08-23,1269
2016-08-24,1269
2016-08-25,1269
2016-08-26,1269
2016-08-28,1276
2016-08-31,1276
2016-09-01,1276
2016-09-02,1276
2016-09-03,1276
2016-09-04,1276
2016-09-05,1276
2016-09-06,1276
2016-09-07,1276
2016-09-08,1276
2016-09-09,1276
2016-09-10,1276
2016-09-11,1276
2016-09-12,1276
2016-09-13,1276
2016-09-14,1276
2016-09-15,1276
2016-09-16,1276
2016-09-17,1276
2016-09-18,1276
2016-09-19,1276
2016-09-20,1276
2016-09-21,1276
2016-09-22,1276
2016-09-23,1292
2016-09-24,1292
2016-09-25,1292
2016-09-26,1292
2016-09-27,1292
2016-09-28,1292
2016-09-29,1292
2016-09-30,1292
2016-10-01,1292
2016-10-02,1292
2016-10-03,1292
2016-10-04,1292
2016-10-05,1292
2016-10-06,1292
2016-10-07,1292
2016-10-08,1292
2016-10-09,1292
2016-10-10,1292
2016-10-11,1292
2016-10-12,1292
2016-10-13,1292
2016-10-14,1292
2016-10-15,1292
2016-10-16,1292
2016-10-17,1292
2016-10-18,1292
2016-10-19,1292
2016-10-20,1292
2016-10-21,1285
2016-10-22,1285
2016-10-23,1285
2016-10-24,1285
2016-10-25,1285
2016-10-26,1285
2016-10-27,1285
2016-10-28,1285
2016-10-29,1285
2016-10-30,1285
2016-10-31,1285
2016-11-01,1285
2016-11-02,1285
2016-11-03,1285
2016-11-04,1285
2016-11-05,1285
2016-11-06,1285
2016-11-07,1285
2016-11-08,1285
2016-11-09,1285
2016-11-10,1285
2016-11-11,1285
2016-11-12,1285
2016-11-13,1285
2016-11-14,1285
2016-11-15,1285
2016-12-07,1270
2016-12-08,1270
2016-12-09,1270
2016-12-10,1245
2016-12-11,1245
2016-12-12,1245
2016-12-13,1245
2016-12-14,1245
2016-12-15,1245
2016-12-16,1245
2016-12-17,1245
2016-12-18,1245
2016-12-19,1245
2016-12-20,1245
2016-12-21,1245
2016-12-22,1245
2016-12-23,1245
2016-12-24,1245
2016-12-25,1245
2016-12-26,1245
2016-12-27,1245
2016-12-28,1245
2016-12-29,1245
2016-12-30,1245
2016-12-31,1245
2017-01-01,1245
2017-01-02,1245
2017-01-03,1245
2017-01-04,1245
2017-01-05,1247
2017-01-06,1247
2017-01-07,1247
2017-01-08,1247
2017-01-09,1247
2017-01-10,1247
2017-01-11,1247
2017-01-12,1247
2017-01-13,1247
2017-01-14,1247
2017-01-15,1247
2017-01-16,1247
2017-01-17,1247
2017-01-18,1247
2017-01-19,1247
2017-01-20,1247
2017-01-21,1247
2017-01-22,1247
2017-01-23,1247
2017-01-27,1229
2017-01-28,1229
2017-01-29,1229
2017-01-30,1229
2017-01-31,1229
2017-02-01,1229
2017-02-02,1229
2017-02-03,1229
2017-02-04,1229
2017-02-05,1229
2017-02-06,1229
2017-02-07,1229
2017-02-08,1229
2017-02-09,1229
2017-02-10,1229
2017-02-11,1229
2017-02-12,1229
2017-02-13,1229
2017-02-14,1208
2017-02-15,1208
2017-02-16,1208
2017-02-18,1208
2017-02-19,1208
2017-02-20,1208
2017-02-21,1208
2017-02-22,1208
2017-02-23,1208
2017-02-24,1208
2017-02-25,1208
2017-02-26,1208
2017-02-27,1208
2017-02-28,1208
2017-03-01,1208
2017-03-02,1208
2017-03-03,1208
2017-03-04,1208
2017-03-05,1208
2017-03-06,1208
2017-03-07,1208
2017-03-08,1208
2017-03-09,1208
2017-03-10,1203
2017-03-11,1203
2017-03-12,1203
2017-03-13,1203
2017-03-14,1203
2017-03-15,1203
2017-03-16,1203
2017-03-17,1203
2017-03-18,1203
2017-03-19,1203
2017-03-20,1203
2017-03-21,1203
2017-03-22,1203
2017-03-23,1203
2017-03-24,1203
2017-03-25,1203
2017-03-26,1203
2017-03-27,1203
2017-03-28,1203
2017-03-29,1203
2017-03-30,1203
2017-03-31,1173
2017-04-01,1173
2017-04-02,1173
2017-04-03,1173
2017-04-04,1173
2017-04-12,1173
2017-04-13,1173
2017-04-14,1173
2017-04-15,1173
2017-04-16,1173
2017-04-17,1173
2017-04-18,1173
2017-04-19,1173
2017-04-20,1173
2017-04-21,1173
2017-04-22,1180
2017-04-23,1180
2017-04-24,1180
2017-04-25,1180
2017-04-26,1180
2017-04-27,1180
2017-04-28,1180
2017-04-29,1180
2017-04-30,1180
2017-05-01,1180
2017-05-02,1180
2017-05-03,1180
2017-05-04,1180
2017-05-05,1180
2017-05-06,1180
2017-05-07,1180
2017-05-08,1180
2017-05-09,1180
2017-05-10,1180
2017-05-11,1180
2017-05-12,1180
2017-05-13,1144
2017-05-14,1144
2017-05-15,1144
2017-05-16,1144
2017-05-17,1144
2017-05-18,1144
2017-05-19,1144
2017-05-20,1144
2017-05-21,1144
2017-05-22,1144
2017-05-23,1144
2017-05-24,1144
2017-05-25,1144
2017-05-26,1144
2017-05-27,1144
2017-05-28,1144
2017-05-29,1144
2017-05-30,1144
2017-05-31,1144
2017-06-01,1144
2017-06-02,1144
2017-06-03,1144
2017-06-04,1144
2017-06-05,1144
2017-06-06,1123
2017-06-07,1123
2017-06-08,1123
2017-06-09,1123
2017-06-10,1123
2017-06-11,1123
2017-06-12,1123
2017-06-13,1123
2017-06-14,1123
2017-06-15,1123
2017-06-16,1123
2017-06-17,1123
2017-06-18,1123
2017-06-19,1123
2017-06-20,1123
2017-06-21,1123
2017-06-22,1123
2017-06-23,1123
2017-06-24,1123
2017-06-25,1123
2017-06-26,1123
2017-06-27,1123
2017-06-28,1123
2017-06-29,1123
2017-06-30,1123
2017-07-01,1123
2017-07-02,1109
2017-07-03,1109
2017-07-04,1109
2017-07-05,1109
2017-07-06,1109
2017-07-07,1109
2017-07-08,1109
2017-07-13,1109
2017-07-14,1109
2017-07-15,1109
2017-07-16,1109
2017-07-17,1109
2017-07-18,1109
2017-07-19,1109
2017-07-20,1109
2017-07-21,1109
2017-07-22,1109
2017-07-23,1109
2017-07-24,1109
2017-07-25,1109
2017-07-26,1109
2017-07-27,1109
2017-07-28,1109
2017-07-29,1092
2017-07-30,1092
2017-07-31,1092
2017-08-01,1092
2017-08-02,1092
2017-08-03,1092
2017-08-04,1092
2017-08-05,1092
2017-08-06,1092
2017-08-09,1092
2017-08-10,1092
2017-08-11,1092
2017-08-12,1092
2017-08-13,1092
2017-08-14,1092
2017-08-15,1092
2017-08-16,1092
2017-08-17,1092
2017-08-18,1092
2017-08-19,1092
2017-08-20,1092
2017-08-21,1088
2017-08-22,1088
2017-08-23,1088
2017-08-24,1088
2017-08-25,1088
2017-08-26,1088
2017-08-27,1088
2017-08-28,1088
2017-08-29,1088
2017-08-30,1088
2017-08-31,1088
2017-09-01,1088
2017-09-02,1088
2017-09-03,1088
2017-09-04,1088
2017-09-05,1088
2017-09-06,1088
2017-09-07,1088
2017-09-08,1088
2017-09-09,1088
2017-09-10,1088
2017-09-11,1088
2017-09-12,1088
2017-09-13,1088
2017-09-14,1088
2017-09-15,1040
2017-09-16,1040
2017-09-17,1040
2017-09-18,1040
2017-09-19,1040
2017-09-20,1040
2017-09-21,1040
2017-09-22,1040
2017-09-23,1040
2017-09-24,1040
2017-09-25,1040
2017-09-26,1040
2017-09-27,1040
2017-09-28,1040
2017-09-29,1040
2017-09-30,1040
2017-10-01,1040
2017-10-02,1040
2017-10-03,1040
2017-10-04,1040
2017-10-05,1040
2017-10-06,1040
2017-10-07,1040
2017-10-08,1040
2017-10-09,1040
2017-10-10,1027
2017-10-11,1027
2017-10-12,1027
2017-10-13,1027
2017-10-14,1027
2017-10-15,1027
2017-10-16,1027
2017-10-17,1027
2017-10-18,1027
2017-10-19,1027
2017-10-20,1027
2017-10-21,1027
2017-10-22,1027
2017-10-23,1027
2017-10-24,1027
2017-10-25,1027
2017-10-26,1027
2017-10-27,1027
2017-10-28,1027
2017-10-29,1027
2017-10-30,1027
2017-10-31,1027
2017-11-01,1027
2017-11-02,1027
2017-11-03,1027
2017-11-04,1027
2017-11-05,1035
2017-11-06,1035
2017-11-07,1035
2017-11-08,1035
2017-11-09,1035
2017-11-10,1035
2017-11-11,1035
2017-11-12,1035
2017-11-13,1035
2017-11-14,1035
2017-11-15,1035
2017-11-16,1035
2017-11-17,1035
2017-11-18,1035
2017-11-19,1035
2017-11-20,1035
2017-11-21,1035
2017-11-22,1035
2017-11-23,1035
2017-11-24,1035
2017-11-25,1035
2017-11-26,1035
2017-11-27,1035
2017-11-28,1035
2017-11-29,1035
2017-11-30,1021
2017-12-01,1021
2017-12-02,1021
2017-12-03,1021
2017-12-04,1021
2017-12-05,1021
2017-12-06,1021
2017-12-07,1021
2017-12-08,1021
2017-12-09,1021
2017-12-10,1021
2017-12-11,1021
2017-12-12,1021
2017-12-13,1021
2017-12-14,1021
2017-12-15,1021
2017-12-16,1021
2017-12-17,1021
2017-12-18,1021
2017-12-19,1021
2017-12-20,1021
2017-12-21,1023
2017-12-22,1023
2017-12-23,1023
2017-12-24,1023
2017-12-25,1023
2017-12-26,1023
2017-12-27,1023
2017-12-28,1023
2017-12-29,1023
2017-12-30,1023
2017-12-31,1023
2018-01-01,1023
2018-01-02,1023
2018-01-03,1023
2018-01-04,1023
2018-01-05,1023
2018-01-06,1023
2018-01-07,1023
2018-01-08,1011
2018-01-09,1011
2018-01-10,1011
2018-01-11,1011
2018-01-12,1011
2018-01-13,1011
2018-01-14,1011
2018-01-15,1011
2018-01-16,1011
2018-01-17,1011
2018-01-18,1011
2018-01-19,1011
2018-01-20,1011
2018-01-21,1011
2018-01-22,1011
2018-01-23,1011
2018-01-25,1009
2018-01-26,1009
2018-01-27,1009
2018-01-28,1009
2018-01-29,1009
2018-01-30,1009
2018-01-31,1009
2018-02-01,1009
2018-02-02,1009
2018-02-03,1009
2018-02-04,991
2018-02-05,991
2018-02-06,991
2018-02-07,991
2018-02-08,991
2018-02-09,991
2018-02-10,991
2018-02-11,991
2018-02-12,991
2018-02-13,977
2018-02-14,977
2018-02-15,977
2018-02-16,977
2018-02-17,977
2018-02-18,977
2018-02-19,977
2018-02-20,977
2018-02-21,977
2018-02-22,977
2018-02-23,977
2018-02-24,993
2018-02-25,993
2018-02-26,993
2018-02-27,993
2018-02-28,993
2018-03-01,993
2018-03-02,993
2018-03-03,993
2018-03-04,993
2018-03-05,993
2018-03-06,993
2018-03-07,1004
2018-03-08,1004
2018-03-09,1004
2018-03-10,1004
2018-03-11,1004
2018-03-12,1004
2018-03-13,1004
2018-03-14,1004
2018-03-15,1004
2018-03-16,1004
2018-03-17,1004
2018-03-18,1004
2018-03-19,1004
2018-03-20,1004
2018-03-21,1004
2018-03-23,1008
2018-03-24,1008
2018-03-25,1008
2018-03-26,1008
2018-03-27,1008
2018-03-28,1008
2018-03-29,1008
2018-03-30,1008
2018-03-31,1008
2018-04-01,1008
2018-04-02,1008
2018-04-03,1008
2018-04-04,1008
2018-04-05,1008
2018-04-06,1008
2018-04-07,1025
2018-04-08,1025
2018-04-09,1025
2018-04-10,1025
2018-04-11,1025
2018-04-12,1025
2018-04-13,1025
2018-04-14,1025
2018-04-15,1025
2018-04-16,1025
2018-04-17,1025
2018-04-18,1025
2018-04-19,1025
2018-04-20,1025
2018-04-21,1025
2018-04-22,1033
2018-04-23,1033
2018-04-24,1033
2018-04-25,1033
2018-04-26,1033
2018-04-27,1033
2018-04-28,1033
2018-04-29,1033
2018-04-30,1033
2018-05-01,1033
2018-05-03,1033
2018-05-04,1033
2018-05-05,1033
2018-05-06,1033
2018-05-07,1042
2018-05-08,1042
2018-05-09,1042
2018-05-10,1042
2018-05-11,1042
2018-05-12,1042
2018-05-13,1042
2018-05-14,1042
2018-05-15,1042
2018-05-16,1042
2018-05-17,1042
2018-05-18,1042
2018-05-19,1042
2018-05-20,1042
2018-05-21,1056
2018-05-22,1056
2018-05-23,1056
2018-05-24,1056
2018-05-25,1056
2018-05-26,1056
2018-05-27,1056
2018-05-28,1056
2018-05-29,1056
2018-05-30,1056
2018-05-31,1056
2018-06-01,1056
2018-06-02,1056
2018-06-03,1039
2018-06-04,1039
2018-06-05,1039
2018-06-06,1039
2018-06-07,1039
2018-06-08,1039
2018-06-09,1039
2018-06-10,1039
2018-06-11,1039
2018-06-12,1039
2018-06-13,1039
2018-06-14,1039
2018-06-15,1039
2018-06-16,1051
2018-06-17,1051
2018-06-18,1051
2018-06-19,1051
2018-06-20,1051
2018-06-21,1051
2018-06-22,1051
2018-06-23,1051
2018-06-24,1051
2018-06-25,1051
2018-06-26,1051
2018-06-27,1051
2018-06-28,1051
2018-06-29,1051
2018-06-30,1026
2018-07-01,1026
2018-07-02,1026
2018-07-03,1026
2018-07-04,1026
2018-07-05,1026
2018-07-06,1026
2018-07-07,1026
2018-07-08,1026
2018-07-09,1026
2018-07-10,1026
2018-07-11,1026
2018-07-12,1026
2018-07-13,1026
2018-07-14,1026
2018-07-15,1026
2018-07-16,1026
2018-07-17,1026
2018-07-18,1026
2018-07-19,1026
2018-07-20,1041
2018-07-21,1041
2018-07-22,1041
2018-07-23,1041
2018-07-24,1041
2018-07-25,1041
2018-07-26,1041
2018-07-27,1041
2018-07-28,1041
2018-07-29,1075
2018-07-30,1075
2018-07-31,1075
2018-08-01,1075
2018-08-02,1075
2018-08-03,1075
2018-08-04,1075
2018-08-05,1075
2018-08-06,1075
2018-08-07,1075
2018-08-08,1052
2018-08-09,1052
2018-08-10,1052
2018-08-11,1052
2018-08-12,1052
2018-08-14,1052
2018-08-16,1052
2018-08-17,1053
2018-08-18,1053
2018-08-19,1053
2018-08-20,1053
2018-08-21,1053
2018-08-22,1053
2018-08-23,1053
2018-08-24,1053
2018-08-25,1062
2018-08-26,1062
2018-08-27,1062
2018-08-28,1062
2018-08-29,1062
2018-08-30,1062
2018-08-31,1062
2018-09-01,1062
2018-09-02,1046
2018-09-03,1046
2018-09-04,1046
2018-09-05,1046
2018-09-06,1046
2018-09-07,1046
2018-09-08,1080
2018-09-09,1080
2018-09-10,1080
2018-09-11,1080
2018-09-12,1080
2018-09-13,1080
2018-09-14,1080
2018-09-15,1075
2018-09-16,1075
2018-09-17,1075
2018-09-18,1075
2018-09-19,1075
2018-09-20,1075
2018-09-21,1075
2018-09-22,1075
2018-09-23,1060
2018-09-24,1060
2018-09-25,1060
2018-09-26,1060
2018-09-27,1060
2018-09-28,1060
2018-09-29,1060
2018-09-30,1060
2018-10-01,1060
2018-10-02,1060
2018-10-03,1072
2018-10-04,1072
2018-10-05,1072
2018-10-06,1072
2018-10-07,1072
2018-10-08,1072
2018-10-09,1072
2018-10-10,1072
2018-10-11,1072
2018-10-12,1072
2018-10-13,1092
2018-10-14,1092
2018-10-15,1092
2018-10-16,1092
2018-10-17,1092
2018-10-18,1092
2018-10-19,1092
2018-10-20,1092
2018-10-21,1092
2018-10-22,1098
2018-10-23,1098
2018-10-24,1098
2018-10-25,1098
2018-10-26,1098
2018-10-27,1098
2018-10-28,1098
2018-10-29,1098
2018-10-30,1098
2018-10-31,1061
2018-11-01,1061
2018-11-03,1061
2018-11-04,1061
2018-11-05,1040
2018-11-06,1040
2018-11-07,1040
2018-11-08,1040
2018-11-09,1040
2018-11-10,1055
2018-11-11,1055
2018-11-12,1055
2018-11-13,1055
2018-11-14,1055
2018-11-15,1031
2018-11-16,1031
2018-11-17,1031
2018-11-18,1031
2018-11-19,1031
2018-11-20,995
2018-11-21,995
2018-11-22,995
2018-11-23,995
2018-11-24,975
2018-11-25,975
2018-11-26,975
2018-11-27,975
2018-11-28,936
2018-11-29,936
2018-12-01,936
2018-12-02,970
2018-12-03,970
2018-12-04,970
2018-12-05,970
2018-12-07,970
2018-12-09,973
2018-12-10,973
2018-12-11,973
2018-12-12,973
2018-12-13,973
2018-12-14,984
2018-12-15,984
2018-12-16,984
2018-12-17,984
2018-12-18,984
2018-12-19,984
2018-12-20,968
2018-12-21,968
2018-12-22,968
2018-12-23,968
2018-12-24,968
2018-12-25,968
2018-12-26,957
2018-12-27,957
2018-12-28,957
2018-12-29,957
2018-12-30,957
2018-12-31,958
2019-01-01,958
2019-01-02,958
2019-01-03,958
2019-01-04,958
2019-01-05,936
2019-01-06,936
2019-01-08,936
2019-01-10,926
2019-01-11,926
2019-01-12,926
2019-01-13,926
2019-01-14,926
2019-01-15,889
2019-01-16,889
2019-01-17,889
2019-01-18,889
2019-01-19,889
2019-01-20,870
2019-01-21,870
2019-01-22,870
2019-01-23,870
2019-01-24,870
2019-01-25,833
2019-01-26,833
2019-01-27,833
2019-01-28,833
2019-01-29,833
2019-01-30,833
2019-01-31,836
2019-02-01,836
2019-02-02,836
2019-02-03,836
2019-02-04,836
2019-02-05,836
2019-02-06,814
2019-02-07,814
2019-02-08,814
2019-02-09,814
2019-02-10,814
2019-02-11,814
2019-02-12,814
2019-02-13,808
2019-02-14,808
2019-02-15,808
2019-02-16,808
2019-02-17,808
2019-02-18,808
2019-02-19,811
2019-02-20,811
2019-02-21,811
2019-02-22,811
2019-02-23,811
2019-02-24,811
2019-02-25,782
2019-02-26,782
2019-02-27,782
2019-02-28,782
2019-03-01,782
2019-03-02,782
2019-03-03,782
2019-03-04,782
2019-03-05,780
2019-03-06,780
2019-03-07,780
2019-03-08,780
2019-03-09,780
2019-03-10,780
2019-03-11,780
2019-03-12,803
2019-03-13,803
2019-03-14,803
2019-03-15,803
2019-03-16,803
2019-03-17,803
2019-03-18,803
2019-03-19,803
2019-03-20,827
2019-03-21,827
2019-03-22,827
2019-03-23,827
2019-03-24,827
2019-03-25,827
2019-03-26,827
2019-03-27,827
2019-03-28,827
2019-03-29,860
2019-03-30,860
2019-03-31,860
2019-04-01,860
2019-04-02,860
2019-04-03,860
