date_obj,Dark%20cavalier price
2015-08-27,10122
2015-08-28,10122
2015-08-29,10122
2015-08-30,10122
2015-08-31,10122
2015-09-01,9633
2015-09-02,9633
2015-09-03,9633
2015-09-04,9633
2015-09-05,9633
2015-09-06,9424
2015-09-07,9424
2015-09-08,9424
2015-09-09,9424
2015-09-10,9424
2015-09-11,9376
2015-09-12,9376
2015-09-13,9376
2015-09-14,9376
2015-09-15,9565
2015-09-16,9565
2015-09-17,9565
2015-09-18,9565
2015-09-19,9565
2015-09-20,9834
2015-09-21,9834
2015-09-22,9834
2015-09-23,9834
2015-09-24,9834
2015-09-25,9834
2015-09-27,10067
2015-09-28,10067
2015-09-29,10067
2015-09-30,10067
2015-10-05,10141
2015-10-06,10141
2015-10-07,10094
2015-10-08,10094
2015-10-09,10094
2015-10-10,10094
2015-10-11,10094
2015-10-12,9749
2015-10-13,9749
2015-10-14,9749
2015-10-15,9749
2015-10-16,9749
2015-10-17,9749
2015-10-18,9621
2015-10-19,9621
2015-10-20,9621
2015-10-22,9621
2015-10-23,9935
2015-10-24,9935
2015-10-25,9935
2015-10-26,9935
2015-10-27,9935
2015-10-29,9576
2015-10-30,9576
2015-10-31,9576
2015-11-01,9576
2015-11-02,9576
2015-11-03,9576
2015-11-04,9356
2015-11-05,9356
2015-11-06,9356
2015-11-07,9356
2015-11-08,9356
2015-11-09,9356
2015-11-10,9356
2015-11-11,9610
2015-11-12,9610
2015-11-13,9610
2015-11-14,9610
2015-11-15,9610
2015-11-16,9610
2015-11-17,9610
2015-11-18,9556
2015-11-19,9556
2015-11-20,9556
2015-11-21,9556
2015-11-22,9556
2015-11-23,9526
2015-11-24,9526
2015-11-25,9526
2015-11-26,9526
2015-11-27,9526
2015-11-28,9451
2015-11-29,9451
2015-11-30,9451
2015-12-01,9451
2015-12-02,9451
2015-12-03,9194
2015-12-04,9194
2015-12-05,9194
2015-12-06,9194
2015-12-07,9194
2015-12-08,9194
2015-12-09,8899
2015-12-10,8899
2015-12-11,8899
2015-12-12,8899
2015-12-13,8899
2015-12-14,8899
2015-12-15,9042
2015-12-16,9042
2015-12-17,9042
2015-12-18,9042
2015-12-19,9042
2015-12-20,9075
2015-12-21,9075
2015-12-22,9075
2015-12-23,9075
2015-12-24,9075
2015-12-25,9075
2015-12-26,8744
2015-12-27,8744
2015-12-28,8744
2015-12-29,8744
2015-12-30,8461
2015-12-31,8461
2016-01-01,8461
2016-01-02,8461
2016-01-03,8461
2016-01-04,8112
2016-01-05,8112
2016-01-06,8112
2016-01-07,8112
2016-01-08,8112
2016-01-09,7763
2016-01-10,7763
2016-01-11,7763
2016-01-12,7763
2016-01-13,7567
2016-01-14,7567
2016-01-15,7567
2016-01-16,7567
2016-01-17,7567
2016-01-18,7226
2016-01-19,7226
2016-01-20,7226
2016-01-21,7226
2016-01-22,6943
2016-01-23,6943
2016-01-24,6943
2016-01-25,6943
2016-01-26,6943
2016-01-27,6736
2016-01-28,6736
2016-01-29,6736
2016-01-30,6736
2016-01-31,6736
2016-02-01,6429
2016-02-02,6429
2016-02-03,6429
2016-02-04,6429
2016-02-05,6429
2016-02-06,6128
2016-02-07,6128
2016-02-08,6128
2016-02-09,6128
2016-02-10,5837
2016-02-11,5837
2016-02-12,5837
2016-02-13,5561
2016-02-14,5561
2016-02-15,5561
2016-02-16,5561
2016-02-17,5298
2016-02-18,5298
2016-02-19,5298
2016-02-20,5298
2016-02-21,5121
2016-02-22,5121
2016-02-23,5121
2016-02-24,5121
2016-02-25,4912
2016-02-26,4912
2016-02-27,4912
2016-02-28,4912
2016-03-01,4869
2016-03-02,4869
2016-03-03,4869
2016-03-04,4875
2016-03-05,4875
2016-03-06,4875
2016-03-07,4875
2016-03-08,4795
2016-03-09,4795
2016-03-10,4795
2016-03-11,4795
2016-03-12,4723
2016-03-13,4723
2016-03-14,4723
2016-03-15,4723
2016-03-16,4753
2016-03-17,4753
2016-03-18,4753
2016-03-19,4753
2016-03-20,4607
2016-03-21,4607
2016-03-22,4607
2016-03-23,4607
2016-03-24,4588
2016-03-25,4588
2016-03-26,4588
2016-03-27,4588
2016-03-28,4467
2016-03-29,4467
2016-03-30,4467
2016-03-31,4467
2016-04-01,4467
2016-04-02,4405
2016-04-03,4405
2016-04-04,4405
2016-04-05,4405
2016-04-06,4404
2016-04-07,4404
2016-04-08,4404
2016-04-09,4404
2016-04-10,4354
2016-04-11,4354
2016-04-12,4354
2016-04-13,4354
2016-04-14,4354
2016-04-15,4272
2016-04-16,4272
2016-04-17,4272
2016-04-18,4272
2016-04-19,4412
2016-04-20,4412
2016-04-21,4412
2016-04-22,4412
2016-04-23,4431
2016-04-24,4431
2016-04-25,4431
2016-04-26,4431
2016-04-27,4489
2016-04-28,4489
2016-04-29,4489
2016-04-30,4489
2016-05-01,4358
2016-05-02,4358
2016-05-03,4358
2016-05-04,4358
2016-05-05,4334
2016-05-06,4334
2016-05-07,4334
2016-05-08,4334
2016-05-09,4334
2016-05-10,4282
2016-05-11,4282
2016-05-12,4282
2016-05-13,4282
2016-05-14,4242
2016-05-15,4242
2016-05-16,4242
2016-05-17,4242
2016-05-18,4207
2016-05-19,4207
2016-05-22,4207
2016-05-23,4243
2016-05-24,4243
2016-05-25,4243
2016-05-26,4243
2016-05-27,4306
2016-05-28,4306
2016-05-29,4306
2016-05-30,4306
2016-05-31,4333
2016-06-01,4333
2016-06-02,4333
2016-06-03,4333
2016-06-04,4264
2016-06-05,4264
2016-06-06,4264
2016-06-07,4264
2016-06-08,4298
2016-06-09,4298
2016-06-10,4298
2016-06-11,4359
2016-06-12,4359
2016-06-13,4359
2016-06-14,4359
2016-06-15,4319
2016-06-16,4319
2016-06-17,4319
2016-06-18,4329
2016-06-19,4329
2016-06-20,4329
2016-06-21,4260
2016-06-22,4260
2016-06-23,4260
2016-06-24,4327
2016-06-25,4327
2016-06-26,4327
2016-06-27,4327
2016-06-28,4410
2016-06-29,4410
2016-06-30,4410
2016-07-01,4405
2016-07-02,4405
2016-07-03,4405
2016-07-04,4405
2016-07-05,4411
2016-07-06,4411
2016-07-07,4411
2016-07-08,4411
2016-07-09,4261
2016-07-10,4261
2016-07-11,4261
2016-07-12,4261
2016-07-13,4231
2016-07-14,4231
2016-07-15,4231
2016-07-16,4231
2016-07-17,4130
2016-07-18,4130
2016-07-23,3972
2016-07-24,3972
2016-07-25,3957
2016-07-26,3957
2016-07-27,3957
2016-07-28,3957
2016-07-29,3957
2016-07-30,3902
2016-07-31,3902
2016-08-01,3902
2016-08-02,3902
2016-08-03,3902
2016-08-04,3871
2016-08-05,3871
2016-08-06,3871
2016-08-07,3871
2016-08-08,3871
2016-08-09,3906
2016-08-10,3906
2016-08-11,3906
2016-08-12,3906
2016-08-13,3906
2016-08-14,3918
2016-08-15,3918
2016-08-16,3918
2016-08-17,3918
2016-08-18,3918
2016-08-19,3867
2016-08-20,3867
2016-08-21,3867
2016-08-22,3867
2016-08-23,3867
2016-08-24,3801
2016-08-25,3801
2016-08-26,3801
2016-08-28,3801
2016-08-31,3768
2016-09-01,3768
2016-09-02,3768
2016-09-03,3768
2016-09-04,3650
2016-09-05,3650
2016-09-06,3650
2016-09-07,3650
2016-09-08,3650
2016-09-09,3650
2016-09-10,3663
2016-09-11,3663
2016-09-12,3663
2016-09-13,3663
2016-09-14,3663
2016-09-15,3568
2016-09-16,3568
2016-09-17,3568
2016-09-18,3568
2016-09-19,3441
2016-09-20,3441
2016-09-21,3441
2016-09-22,3441
2016-09-23,3441
2016-09-24,3363
2016-09-25,3363
2016-09-26,3363
2016-09-27,3363
2016-09-28,3358
2016-09-29,3358
2016-09-30,3358
2016-10-01,3358
2016-10-02,3220
2016-10-03,3220
2016-10-04,3220
2016-10-05,3220
2016-10-06,3220
2016-10-07,3220
2016-10-08,3122
2016-10-09,3122
2016-10-10,3122
2016-10-11,3122
2016-10-12,3122
2016-10-13,3131
2016-10-14,3131
2016-10-15,3131
2016-10-16,3131
2016-10-17,3133
2016-10-18,3133
2016-10-19,3133
2016-10-20,3133
2016-10-21,3133
2016-10-22,3133
2016-10-23,3099
2016-10-24,3099
2016-10-25,3099
2016-10-26,3099
2016-10-27,3099
2016-10-28,3094
2016-10-29,3094
2016-10-30,3094
2016-10-31,3094
2016-11-01,3094
2016-11-02,3145
2016-11-03,3145
2016-11-04,3145
2016-11-05,3145
2016-11-06,3093
2016-11-07,3093
2016-11-08,3093
2016-11-09,3093
2016-11-10,3093
2016-11-11,3103
2016-11-12,3103
2016-11-13,3103
2016-11-14,3103
2016-11-15,3103
2016-12-07,3100
2016-12-08,3100
2016-12-09,3100
2016-12-10,3100
2016-12-11,3100
2016-12-12,3080
2016-12-13,3080
2016-12-14,3080
2016-12-15,3080
2016-12-16,3080
2016-12-17,3110
2016-12-18,3110
2016-12-19,3110
2016-12-20,3110
2016-12-21,3110
2016-12-22,3110
2016-12-23,3149
2016-12-24,3149
2016-12-25,3149
2016-12-26,3149
2016-12-27,3149
2016-12-28,3146
2016-12-29,3146
2016-12-30,3146
2016-12-31,3146
2017-01-01,3146
2017-01-02,3054
2017-01-03,3054
2017-01-04,3054
2017-01-05,3054
2017-01-06,3039
2017-01-07,3039
2017-01-08,3039
2017-01-09,3039
2017-01-10,3065
2017-01-11,3065
2017-01-12,3065
2017-01-13,3065
2017-01-14,3053
2017-01-15,3053
2017-01-16,3053
2017-01-17,3188
2017-01-18,3188
2017-01-19,3188
2017-01-20,3188
2017-01-21,3320
2017-01-22,3320
2017-01-23,3320
2017-01-27,3448
2017-01-28,3448
2017-01-29,3578
2017-01-30,3578
2017-01-31,3578
2017-02-01,3578
2017-02-02,3638
2017-02-03,3638
2017-02-04,3638
2017-02-05,3638
2017-02-06,3774
2017-02-07,3774
2017-02-08,3774
2017-02-09,3774
2017-02-10,3960
2017-02-11,3960
2017-02-12,3960
2017-02-13,3960
2017-02-14,4015
2017-02-15,4015
2017-02-16,4015
2017-02-18,4015
2017-02-19,4123
2017-02-20,4123
2017-02-21,4123
2017-02-22,4123
2017-02-23,4123
2017-02-24,4309
2017-02-25,4309
2017-02-26,4309
2017-02-27,4309
2017-02-28,4350
2017-03-01,4350
2017-03-02,4350
2017-03-03,4350
2017-03-04,4350
2017-03-05,4484
2017-03-06,4484
2017-03-07,4484
2017-03-08,4484
2017-03-09,4484
2017-03-10,4548
2017-03-11,4548
2017-03-12,4548
2017-03-13,4548
2017-03-14,4590
2017-03-15,4590
2017-03-16,4590
2017-03-17,4590
2017-03-18,4536
2017-03-19,4536
2017-03-20,4536
2017-03-21,4536
2017-03-22,4477
2017-03-23,4477
2017-03-24,4477
2017-03-25,4477
2017-03-26,4477
2017-03-27,4557
2017-03-28,4557
2017-03-29,4557
2017-03-30,4557
2017-03-31,4621
2017-04-01,4621
2017-04-02,4621
2017-04-03,4621
2017-04-04,4621
2017-04-12,4426
2017-04-13,4426
2017-04-14,4346
2017-04-15,4346
2017-04-16,4346
2017-04-17,4346
2017-04-18,4167
2017-04-19,4167
2017-04-20,4167
2017-04-21,4167
2017-04-22,4113
2017-04-23,4113
2017-04-24,4113
2017-04-25,4113
2017-04-26,4178
2017-04-27,4178
2017-04-28,4178
2017-04-29,4147
2017-04-30,4147
2017-05-01,4147
2017-05-02,4147
2017-05-03,4046
2017-05-04,4046
2017-05-05,4046
2017-05-06,3857
2017-05-07,3857
2017-05-08,3857
2017-05-09,3729
2017-05-10,3729
2017-05-11,3729
2017-05-12,3729
2017-05-13,3615
2017-05-14,3615
2017-05-15,3615
2017-05-16,3615
2017-05-17,3615
2017-05-18,3514
2017-05-19,3514
2017-05-20,3514
2017-05-21,3514
2017-05-22,3514
2017-05-23,3439
2017-05-24,3439
2017-05-25,3439
2017-05-26,3439
2017-05-27,3439
2017-05-28,3394
2017-05-29,3394
2017-05-30,3394
2017-05-31,3394
2017-06-01,3394
2017-06-02,3266
2017-06-03,3266
2017-06-04,3266
2017-06-05,3266
2017-06-06,3316
2017-06-07,3316
2017-06-08,3316
2017-06-09,3316
2017-06-10,3231
2017-06-11,3231
2017-06-12,3231
2017-06-13,3231
2017-06-14,3189
2017-06-15,3189
2017-06-16,3189
2017-06-17,3189
2017-06-18,3189
2017-06-19,3115
2017-06-20,3115
2017-06-21,3115
2017-06-22,3115
2017-06-23,3115
2017-06-24,3033
2017-06-25,3033
2017-06-26,3033
2017-06-27,3033
2017-06-28,3003
2017-06-29,3003
2017-06-30,3003
2017-07-01,3003
2017-07-02,3003
2017-07-03,2980
2017-07-04,2980
2017-07-05,2980
2017-07-06,2980
2017-07-07,2980
2017-07-08,2985
2017-07-13,2983
2017-07-14,2983
2017-07-15,2983
2017-07-16,2983
2017-07-17,3016
2017-07-18,3016
2017-07-19,3016
2017-07-20,3016
2017-07-21,3016
2017-07-22,3052
2017-07-23,3052
2017-07-24,3052
2017-07-25,3052
2017-07-26,3052
2017-07-27,3091
2017-07-28,3091
2017-07-29,3091
2017-07-30,3091
2017-07-31,3091
2017-08-01,3047
2017-08-02,3047
2017-08-03,3047
2017-08-04,3047
2017-08-05,2957
2017-08-06,2957
2017-08-09,2957
2017-08-10,2871
2017-08-11,2871
2017-08-12,2871
2017-08-13,2871
2017-08-14,2871
2017-08-15,2865
2017-08-16,2865
2017-08-17,2865
2017-08-18,2865
2017-08-19,2865
2017-08-20,2886
2017-08-21,2886
2017-08-22,2886
2017-08-23,2886
2017-08-24,2886
2017-08-25,2906
2017-08-26,2906
2017-08-27,2906
2017-08-28,2906
2017-08-29,2906
2017-08-30,2897
2017-08-31,2897
2017-09-01,2897
2017-09-03,2897
2017-09-04,3014
2017-09-05,3014
2017-09-06,3014
2017-09-07,3014
2017-09-08,3113
2017-09-09,3113
2017-09-10,3113
2017-09-11,3113
2017-09-12,3110
2017-09-13,3110
2017-09-14,3110
2017-09-15,3110
2017-09-16,3110
2017-09-17,3184
2017-09-18,3184
2017-09-19,3184
2017-09-20,3184
2017-09-21,3184
2017-09-22,3144
2017-09-23,3144
2017-09-24,3144
2017-09-25,3144
2017-09-26,3144
2017-09-27,3082
2017-09-28,3082
2017-09-29,3082
2017-09-30,3082
2017-10-01,3082
2017-10-02,3017
2017-10-03,3017
2017-10-04,3017
2017-10-05,3017
2017-10-06,3017
2017-10-07,3017
2017-10-08,2871
2017-10-09,2871
2017-10-10,2871
2017-10-11,2871
2017-10-12,2871
2017-10-13,2758
2017-10-14,2758
2017-10-15,2758
2017-10-16,2758
2017-10-17,2758
2017-10-18,2758
2017-10-19,2657
2017-10-20,2657
2017-10-21,2657
2017-10-22,2657
2017-10-23,2657
2017-10-24,2735
2017-10-25,2735
2017-10-26,2735
2017-10-27,2735
2017-10-28,2735
2017-10-29,2693
2017-10-30,2693
2017-10-31,2693
2017-11-01,2693
2017-11-02,2693
2017-11-03,2659
2017-11-04,2659
2017-11-05,2659
2017-11-06,2659
2017-11-07,2659
2017-11-08,2604
2017-11-09,2604
2017-11-10,2604
2017-11-11,2604
2017-11-12,2604
2017-11-13,2641
2017-11-14,2641
2017-11-15,2641
2017-11-16,2641
2017-11-17,2641
2017-11-18,2629
2017-11-19,2629
2017-11-20,2629
2017-11-21,2629
2017-11-22,2533
2017-11-23,2533
2017-11-24,2533
2017-11-25,2533
2017-11-26,2533
2017-11-27,2533
2017-11-28,2433
2017-11-29,2433
2017-11-30,2433
2017-12-01,2433
2017-12-02,2433
2017-12-03,2380
2017-12-04,2380
2017-12-05,2380
2017-12-06,2380
2017-12-07,2380
2017-12-08,2367
2017-12-09,2367
2017-12-10,2367
2017-12-11,2367
2017-12-12,2367
2017-12-13,2411
2017-12-14,2411
2017-12-15,2411
2017-12-16,2411
2017-12-17,2411
2017-12-18,2456
2017-12-19,2456
2017-12-20,2456
2017-12-21,2456
2017-12-22,2456
2017-12-23,2456
2017-12-24,2393
2017-12-25,2393
2017-12-26,2393
2017-12-27,2393
2017-12-28,2393
2017-12-29,2393
2017-12-30,2439
2017-12-31,2439
2018-01-01,2439
2018-01-02,2439
2018-01-03,2439
2018-01-04,2482
2018-01-05,2482
2018-01-06,2482
2018-01-07,2482
2018-01-08,2377
2018-01-09,2377
2018-01-10,2267
2018-01-11,2267
2018-01-12,2267
2018-01-13,2157
2018-01-14,2157
2018-01-15,2157
2018-01-16,2056
2018-01-17,2056
2018-01-18,2056
2018-01-19,2056
2018-01-20,1960
2018-01-21,1960
2018-01-22,1960
2018-01-23,1870
2018-01-24,1788
2018-01-25,1788
2018-01-26,1788
2018-01-27,1720
2018-01-28,1720
2018-01-29,1720
2018-01-30,1675
2018-01-31,1675
2018-02-01,1675
2018-02-02,1633
2018-02-03,1619
2018-02-04,1619
2018-02-05,1619
2018-02-06,1686
2018-02-07,1686
2018-02-08,1745
2018-02-09,1745
2018-02-10,1795
2018-02-11,1795
2018-02-12,1845
2018-02-13,1845
2018-02-14,1845
2018-02-15,1883
2018-02-16,1883
2018-02-17,1864
2018-02-18,1864
2018-02-19,1881
2018-02-20,1881
2018-02-21,1881
2018-02-22,1935
2018-02-23,1935
2018-02-24,1971
2018-02-25,1971
2018-02-26,1948
2018-02-27,1948
2018-02-28,1948
2018-03-01,1951
2018-03-02,1951
2018-03-03,1942
2018-03-04,1942
2018-03-05,1942
2018-03-06,1986
2018-03-07,1986
2018-03-08,1965
2018-03-09,1965
2018-03-10,1965
2018-03-11,1953
2018-03-12,1953
2018-03-13,1953
2018-03-14,1973
2018-03-15,1973
2018-03-16,1973
2018-03-17,1943
2018-03-18,1943
2018-03-19,1943
2018-03-20,2012
2018-03-21,2012
2018-03-23,2012
2018-03-24,2061
2018-03-25,2061
2018-03-26,2061
2018-03-27,2125
2018-03-28,2125
2018-03-29,2125
2018-03-30,2151
2018-03-31,2151
2018-04-01,2151
2018-04-02,2097
2018-04-03,2097
2018-04-04,2097
2018-04-05,2093
2018-04-06,2093
2018-04-07,2093
2018-04-08,2023
2018-04-09,2023
2018-04-10,2023
2018-04-11,1981
2018-04-12,1981
2018-04-13,1981
2018-04-14,1946
2018-04-15,1946
2018-04-16,1946
2018-04-17,1926
2018-04-18,1926
2018-04-19,1926
2018-04-20,1844
2018-04-21,1844
2018-04-22,1844
2018-04-23,1809
2018-04-24,1809
2018-04-25,1809
2018-04-26,1809
2018-04-27,1733
2018-04-28,1733
2018-04-29,1733
2018-04-30,1672
2018-05-01,1672
2018-05-03,1638
2018-05-04,1560
2018-05-05,1489
2018-05-07,1489
2018-05-08,1416
2018-05-09,1416
2018-05-10,1370
2018-05-11,1370
2018-05-12,1340
2018-05-13,1340
2018-05-14,1340
2018-05-15,1379
2018-05-16,1379
2018-05-17,1379
2018-05-18,1350
2018-05-19,1350
2018-05-20,1350
2018-05-21,1391
2018-05-22,1391
2018-05-23,1391
2018-05-24,1455
2018-05-25,1455
2018-05-26,1455
2018-05-27,1525
2018-05-28,1525
2018-05-29,1578
2018-05-30,1578
2018-05-31,1578
2018-06-01,1560
2018-06-02,1560
2018-06-03,1572
2018-06-04,1572
2018-06-05,1649
2018-06-06,1649
2018-06-07,1649
2018-06-08,1661
2018-06-09,1661
2018-06-10,1634
2018-06-11,1634
2018-06-12,1634
2018-06-13,1649
2018-06-14,1649
2018-06-15,1649
2018-06-16,1643
2018-06-17,1643
2018-06-18,1660
2018-06-19,1660
2018-06-20,1660
2018-06-21,1707
2018-06-22,1707
2018-06-23,1707
2018-06-24,1731
2018-06-25,1731
2018-06-26,1731
2018-06-27,1754
2018-06-28,1754
2018-06-29,1779
2018-06-30,1779
2018-07-01,1779
2018-07-02,1832
2018-07-03,1832
2018-07-04,1832
2018-07-05,1849
2018-07-06,1849
2018-07-07,1849
2018-07-08,1819
2018-07-09,1819
2018-07-10,1819
2018-07-11,1830
2018-07-12,1830
2018-07-13,1830
2018-07-14,1805
2018-07-15,1805
2018-07-16,1805
2018-07-17,1714
2018-07-18,1714
2018-07-19,1714
2018-07-20,1657
2018-07-21,1657
2018-07-22,1607
2018-07-23,1607
2018-07-24,1600
2018-07-25,1600
2018-07-26,1621
2018-07-27,1621
2018-07-28,1685
2018-07-29,1685
2018-07-30,1685
2018-07-31,1706
2018-08-01,1706
2018-08-02,1706
2018-08-03,1727
2018-08-04,1727
2018-08-05,1727
2018-08-06,1751
2018-08-07,1751
2018-08-08,1733
2018-08-09,1733
2018-08-10,1733
2018-08-11,1699
2018-08-12,1699
2018-08-14,1695
2018-08-16,1646
2018-08-17,1646
2018-08-18,1625
2018-08-19,1625
2018-08-20,1600
2018-08-21,1600
2018-08-22,1600
2018-08-23,1654
2018-08-24,1654
2018-08-25,1613
2018-08-26,1613
2018-08-27,1613
2018-08-28,1593
2018-08-29,1593
2018-08-30,1593
2018-08-31,1620
2018-09-01,1620
2018-09-02,1650
2018-09-03,1650
2018-09-04,1717
2018-09-05,1717
2018-09-06,1717
2018-09-07,1797
2018-09-08,1797
2018-09-09,1797
2018-09-10,1885
2018-09-11,1885
2018-09-12,1885
2018-09-13,1973
2018-09-14,1973
2018-09-15,2022
2018-09-16,2022
2018-09-17,1995
2018-09-18,1995
2018-09-19,2094
2018-09-20,2094
2018-09-21,2094
2018-09-22,2098
2018-09-23,2098
2018-09-24,2179
2018-09-25,2179
2018-09-26,2252
2018-09-27,2252
2018-09-28,2252
2018-09-29,2285
2018-09-30,2285
2018-10-01,2349
2018-10-02,2349
2018-10-03,2416
2018-10-04,2416
2018-10-05,2416
2018-10-06,2484
2018-10-07,2484
2018-10-08,2484
2018-10-09,2515
2018-10-10,2515
2018-10-11,2431
2018-10-12,2431
2018-10-13,2381
2018-10-14,2381
2018-10-15,2381
2018-10-16,2430
2018-10-17,2430
2018-10-18,2433
2018-10-19,2433
2018-10-20,2433
2018-10-21,2418
2018-10-22,2418
2018-10-23,2533
2018-10-24,2533
2018-10-25,2533
2018-10-26,2631
2018-10-27,2631
2018-10-28,2630
2018-10-29,2630
2018-10-30,2630
2018-10-31,2632
2018-11-01,2632
2018-11-03,2577
2018-11-04,2567
2018-11-05,2517
2018-11-06,2503
2018-11-07,2503
2018-11-08,2473
2018-11-09,2473
2018-11-10,2487
2018-11-11,2487
2018-11-12,2521
2018-11-13,2521
2018-11-14,2503
2018-11-15,2562
2018-11-16,2554
2018-11-17,2554
2018-11-18,2555
2018-11-19,2555
2018-11-20,2554
2018-11-21,2554
2018-11-22,2442
2018-11-23,2442
2018-11-24,2382
2018-11-25,2373
2018-11-26,2373
2018-11-27,2409
2018-11-28,2409
2018-11-29,2363
2018-12-01,2340
2018-12-02,2352
2018-12-03,2352
2018-12-04,2412
2018-12-05,2307
2018-12-07,2229
2018-12-09,2239
2018-12-10,2298
2018-12-11,2298
2018-12-12,2409
2018-12-13,2409
2018-12-14,2425
2018-12-15,2425
2018-12-16,2450
2018-12-17,2450
2018-12-18,2505
2018-12-19,2505
2018-12-20,2514
2018-12-21,2514
2018-12-22,2563
2018-12-23,2470
2018-12-24,2470
2018-12-25,2355
2018-12-26,2355
2018-12-27,2256
2018-12-28,2256
2018-12-29,2165
2018-12-30,2165
2018-12-31,2143
2019-01-01,2143
2019-01-02,2149
2019-01-03,2149
2019-01-04,2127
2019-01-05,2136
2019-01-06,2139
2019-01-08,2219
2019-01-10,2319
2019-01-11,2319
2019-01-12,2365
2019-01-13,2365
2019-01-14,2392
2019-01-15,2392
2019-01-16,2465
2019-01-17,2465
2019-01-18,2539
2019-01-19,2539
2019-01-20,2480
2019-01-21,2480
2019-01-22,2545
2019-01-23,2545
2019-01-24,2612
2019-01-25,2612
2019-01-26,2731
2019-01-27,2731
2019-01-28,2833
2019-01-29,2833
2019-01-30,2796
2019-01-31,2796
2019-02-01,2744
2019-02-02,2744
2019-02-03,2815
2019-02-04,2815
2019-02-05,2940
2019-02-06,2940
2019-02-07,2999
2019-02-08,2999
2019-02-09,3027
2019-02-10,3027
2019-02-11,2999
2019-02-12,2999
2019-02-13,2922
2019-02-14,2922
2019-02-15,2808
2019-02-16,2808
2019-02-17,2730
2019-02-18,2730
2019-02-19,2723
2019-02-20,2723
2019-02-21,2661
2019-02-22,2661
2019-02-23,2761
2019-02-24,2761
2019-02-25,2777
2019-02-26,2777
2019-02-27,2810
2019-02-28,2810
2019-03-01,2848
2019-03-02,2848
2019-03-03,2839
2019-03-04,2839
2019-03-05,2841
2019-03-06,2841
2019-03-07,2879
2019-03-08,2879
2019-03-09,2879
2019-03-10,2845
2019-03-11,2845
2019-03-12,2869
2019-03-13,2869
2019-03-14,2951
2019-03-15,2951
2019-03-16,3001
2019-03-17,3019
2019-03-18,3019
2019-03-19,3019
2019-03-20,3052
2019-03-21,3052
2019-03-22,3031
2019-03-23,2997
2019-03-24,2997
2019-03-25,3012
2019-03-26,3012
2019-03-27,3012
