date_obj,Zamorak%20armour%20set%20(sk) price
2015-03-26,750000
2015-03-27,750000
2015-03-28,750000
2015-03-29,750000
2015-03-30,750000
2015-03-31,750000
2015-04-01,750000
2015-04-02,750000
2015-04-03,750000
2015-04-04,750000
2015-04-05,750000
2015-04-06,750000
2015-04-07,750000
2015-04-08,750000
2015-04-09,750000
2015-04-10,750000
2015-04-11,750000
2015-04-12,750000
2015-04-13,750000
2015-04-14,750000
2015-04-15,750000
2015-04-16,750000
2015-04-17,750000
2015-04-18,750000
2015-04-19,750000
2015-04-20,750000
2015-04-21,750000
2015-04-22,750000
2015-04-23,716881
2015-04-24,716881
2015-04-25,716881
2015-04-26,716881
2015-04-27,716881
2015-04-28,716881
2015-04-29,716881
2015-04-30,716881
2015-05-01,716881
2015-05-02,716881
2015-05-03,716881
2015-05-04,716881
2015-05-05,716881
2015-05-06,716881
2015-05-07,716881
2015-05-08,716881
2015-05-09,716881
2015-05-10,716881
2015-05-11,716881
2015-05-12,716881
2015-05-13,716881
2015-05-14,716881
2015-05-15,716881
2015-05-16,716881
2015-05-17,716881
2015-05-18,716881
2015-05-19,716881
2015-05-20,716881
2015-05-21,716881
2015-05-22,716881
2015-05-23,716881
2015-05-24,716881
2015-05-25,716881
2015-05-26,716881
2015-05-27,716881
2015-05-28,716881
2015-05-29,716881
2015-05-30,716881
2015-05-31,716881
2015-06-01,682221
2015-06-02,682221
2015-06-03,682221
2015-06-04,682221
2015-06-05,682221
2015-06-06,682221
2015-06-07,682221
2015-06-08,682221
2015-06-09,682221
2015-06-10,682221
2015-06-11,682221
2015-06-12,682221
2015-06-13,682221
2015-06-14,682221
2015-06-15,682221
2015-06-16,682221
2015-06-17,682221
2015-06-18,682221
2015-06-19,682221
2015-06-20,682221
2015-06-21,682221
2015-06-22,682221
2015-06-23,682221
2015-06-24,682221
2015-06-25,682221
2015-06-26,682221
2015-06-27,682221
2015-06-28,682221
2015-06-29,682221
2015-06-30,682221
2015-07-01,682221
2015-07-02,682221
2015-07-03,649363
2015-07-04,649363
2015-07-05,649363
2015-07-06,649363
2015-07-07,649363
2015-07-08,649363
2015-07-09,649363
2015-07-10,649363
2015-07-11,649363
2015-07-12,649363
2015-07-13,649363
2015-07-14,649363
2015-07-15,649363
2015-07-16,649363
2015-07-17,649363
2015-07-18,649363
2015-07-19,649363
2015-07-20,649363
2015-07-21,649363
2015-07-22,649363
2015-07-23,649363
2015-07-24,649363
2015-07-25,649363
2015-07-26,649363
2015-07-27,649363
2015-07-28,649363
2015-07-29,649363
2015-07-30,649363
2015-07-31,617622
2015-08-01,617622
2015-08-02,617622
2015-08-03,617622
2015-08-04,617622
2015-08-05,617622
2015-08-06,617622
2015-08-07,617622
2015-08-08,617622
2015-08-09,617622
2015-08-10,617622
2015-08-11,617622
2015-08-12,617622
2015-08-13,617622
2015-08-14,617622
2015-08-15,617622
2015-08-16,617622
2015-08-17,617622
2015-08-18,617622
2015-08-19,617622
2015-08-20,617622
2015-08-21,617622
2015-08-22,617622
2015-08-23,617622
2015-08-24,589979
2015-08-25,589979
2015-08-26,589979
2015-08-27,589979
2015-08-28,589979
2015-08-29,589979
2015-08-30,589979
2015-08-31,589979
2015-09-01,589979
2015-09-02,589979
2015-09-03,589979
2015-09-04,589979
2015-09-05,589979
2015-09-06,589979
2015-09-07,589979
2015-09-08,589979
2015-09-09,589979
2015-09-10,589979
2015-09-11,589979
2015-09-12,589979
2015-09-13,589979
2015-09-14,589979
2015-09-15,589979
2015-09-16,589979
2015-09-17,589979
2015-09-18,589979
2015-09-19,562031
2015-09-20,562031
2015-09-21,562031
2015-09-22,562031
2015-09-23,562031
2015-09-24,562031
2015-09-25,562031
2015-09-27,562031
2015-09-28,562031
2015-09-29,562031
2015-09-30,562031
2015-10-05,562031
2015-10-06,562031
2015-10-07,562031
2015-10-08,562031
2015-10-09,562031
2015-10-10,562031
2015-10-11,562031
2015-10-12,535660
2015-10-13,535660
2015-10-14,535660
2015-10-15,535660
2015-10-16,535660
2015-10-17,535660
2015-10-18,535660
2015-10-19,535660
2015-10-20,535660
2015-10-22,535660
2015-10-23,535660
2015-10-24,535660
2015-10-25,535660
2015-10-26,535660
2015-10-27,535660
2015-10-29,535660
2015-10-30,535660
2015-10-31,535660
2015-11-01,535660
2015-11-02,535660
2015-11-03,535660
2015-11-05,509350
2015-11-06,509350
2015-11-07,509350
2015-11-08,509350
2015-11-09,509350
2015-11-10,509350
2015-11-11,509350
2015-11-12,509350
2015-11-13,509350
2015-11-14,509350
2015-11-15,509350
2015-11-16,509350
2015-11-17,509350
2015-11-18,509350
2015-11-19,509350
2015-11-20,509350
2015-11-21,509350
2015-11-22,509350
2015-11-23,509350
2015-11-24,509350
2015-11-25,509350
2015-11-26,484606
2015-11-27,484606
2015-11-28,484606
2015-11-29,484606
2015-11-30,484606
2015-12-01,484606
2015-12-02,484606
2015-12-03,484606
2015-12-04,484606
2015-12-05,484606
2015-12-06,484606
2015-12-07,484606
2015-12-08,484606
2015-12-09,484606
2015-12-10,484606
2015-12-11,484606
2015-12-13,466614
2015-12-14,466614
2015-12-15,466614
2015-12-16,466614
2015-12-17,466614
2015-12-18,466614
2015-12-19,466614
2015-12-20,466614
2015-12-21,466614
2015-12-22,466614
2015-12-23,466614
2015-12-24,466614
2015-12-25,466614
2015-12-26,466614
2015-12-27,466614
2015-12-28,466614
2015-12-29,466614
2015-12-30,466614
2015-12-31,466614
2016-01-01,466614
2016-01-02,447058
2016-01-03,447058
2016-01-04,447058
2016-01-05,447058
2016-01-06,447058
2016-01-07,447058
2016-01-08,447058
2016-01-09,447058
2016-01-10,447058
2016-01-11,447058
2016-01-12,447058
2016-01-13,447058
2016-01-14,447058
2016-01-15,447058
2016-01-16,447058
2016-01-17,447058
2016-01-18,447058
2016-01-19,436770
2016-01-20,436770
2016-01-21,436770
2016-01-22,436770
2016-01-23,436770
2016-01-24,436770
2016-01-25,436770
2016-01-26,436770
2016-01-27,436770
2016-01-28,436770
2016-01-29,436770
2016-01-30,436770
2016-01-31,436770
2016-02-01,436770
2016-02-02,436770
2016-02-03,436770
2016-02-04,422800
2016-02-05,422800
2016-02-06,422800
2016-02-07,422800
2016-02-08,422800
2016-02-09,422800
2016-02-10,422800
2016-02-11,422800
2016-02-12,422800
2016-02-13,422800
2016-02-14,422800
2016-02-15,422800
2016-02-16,422800
2016-02-17,422800
2016-02-18,422800
2016-02-19,422800
2016-02-20,422800
2016-02-21,404377
2016-02-22,404377
2016-02-23,404377
2016-02-24,404377
2016-02-25,404377
2016-02-26,404377
2016-02-27,404377
2016-02-28,404377
2016-02-29,404377
2016-03-01,404377
2016-03-02,404377
2016-03-03,404377
2016-03-04,404377
2016-03-05,404377
2016-03-06,404377
2016-03-07,404377
2016-03-08,410065
2016-03-09,410065
2016-03-10,410065
2016-03-11,410065
2016-03-12,410065
2016-03-13,410065
2016-03-14,410065
2016-03-15,410065
2016-03-16,410065
2016-03-17,410065
2016-03-18,410065
2016-03-19,410065
2016-03-20,410065
2016-03-21,410065
2016-03-22,410065
2016-03-23,422464
2016-03-24,422464
2016-03-25,422464
2016-03-26,422464
2016-03-27,422464
2016-03-28,422464
2016-03-29,422464
2016-03-30,422464
2016-03-31,422464
2016-04-01,422464
2016-04-02,422464
2016-04-03,422464
2016-04-04,422464
2016-04-05,422464
2016-04-06,422464
2016-04-07,422464
2016-04-08,422464
2016-04-09,422464
2016-04-10,428022
2016-04-11,428022
2016-04-12,428022
2016-04-13,428022
2016-04-14,428022
2016-04-15,428022
2016-04-16,428022
2016-04-17,428022
2016-04-18,428022
2016-04-19,428022
2016-04-20,428022
2016-04-21,428022
2016-04-22,428022
2016-04-23,428022
2016-04-24,428022
2016-04-25,428022
2016-04-26,428022
2016-04-27,428022
2016-04-28,413073
2016-04-29,413073
2016-04-30,413073
2016-05-01,413073
2016-05-02,413073
2016-05-03,413073
2016-05-04,413073
2016-05-05,413073
2016-05-06,413073
2016-05-07,413073
2016-05-08,413073
2016-05-09,413073
2016-05-10,413073
2016-05-11,413073
2016-05-12,413073
2016-05-13,413073
2016-05-14,413073
2016-05-15,396740
2016-05-16,396740
2016-05-17,396740
2016-05-18,396740
2016-05-19,396740
2016-05-22,396740
2016-05-23,396740
2016-05-24,396740
2016-05-25,396740
2016-05-26,396740
2016-05-27,396740
2016-05-28,396740
2016-05-29,396740
2016-05-30,396740
2016-05-31,379410
2016-06-01,379410
2016-06-02,379410
2016-06-03,379410
2016-06-04,379410
2016-06-05,379410
2016-06-06,379410
2016-06-07,379410
2016-06-08,379410
2016-06-09,379410
2016-06-10,379410
2016-06-11,379410
2016-06-12,379410
2016-06-13,379410
2016-06-14,379410
2016-06-15,379410
2016-06-16,379410
2016-06-17,361936
2016-06-18,361936
2016-06-19,361936
2016-06-20,361936
2016-06-21,361936
2016-06-22,361936
2016-06-23,361936
2016-06-24,361936
2016-06-25,361936
2016-06-26,361936
2016-06-27,361936
2016-06-28,361936
