date_obj,Adamant%20dart price
2015-09-02,153
2015-09-03,153
2015-09-04,149
2015-09-05,143
2015-09-06,136
2015-09-07,134
2015-09-08,133
2015-09-09,136
2015-09-10,135
2015-09-11,132
2015-09-12,132
2015-09-13,134
2015-09-14,138
2015-09-15,139
2015-09-16,142
2015-09-17,139
2015-09-18,141
2015-09-19,143
2015-09-20,144
2015-09-21,143
2015-09-22,142
2015-09-23,141
2015-09-24,142
2015-09-25,145
2015-09-27,149
2015-09-28,152
2015-09-29,155
2015-09-30,158
2015-10-05,152
2015-10-06,156
2015-10-07,154
2015-10-08,156
2015-10-09,154
2015-10-10,153
2015-10-11,152
2015-10-12,151
2015-10-13,151
2015-10-14,152
2015-10-15,151
2015-10-16,153
2015-10-17,153
2015-10-18,151
2015-10-19,151
2015-10-20,152
2015-10-22,151
2015-10-23,149
2015-10-24,147
2015-10-25,147
2015-10-26,147
2015-10-27,148
2015-10-28,148
2015-10-29,151
2015-10-30,156
2015-10-31,158
2015-11-01,155
2015-11-02,152
2015-11-03,146
2015-11-04,145
2015-11-05,141
2015-11-06,139
2015-11-07,137
2015-11-08,136
2015-11-09,138
2015-11-10,138
2015-11-11,138
2015-11-12,137
2015-11-13,136
2015-11-14,134
2015-11-15,131
2015-11-16,132
2015-11-17,134
2015-11-18,137
2015-11-19,139
2015-11-20,138
2015-11-21,136
2015-11-22,133
2015-11-23,133
2015-11-24,134
2015-11-25,138
2015-11-26,141
2015-11-27,139
2015-11-28,139
2015-11-29,139
2015-11-30,139
2015-12-01,140
2015-12-02,143
2015-12-03,148
2015-12-04,151
2015-12-05,158
2015-12-06,165
2015-12-07,173
2015-12-08,177
2015-12-09,172
2015-12-10,168
2015-12-11,173
2015-12-12,178
2015-12-13,176
2015-12-14,170
2015-12-15,165
2015-12-16,160
2015-12-17,159
2015-12-18,156
2015-12-19,154
2015-12-20,150
2015-12-21,151
2015-12-22,154
2015-12-23,159
2015-12-24,161
2015-12-25,161
2015-12-26,164
2015-12-27,165
2015-12-28,168
2015-12-29,168
2015-12-30,166
2015-12-31,163
2016-01-01,158
2016-01-02,155
2016-01-03,152
2016-01-04,154
2016-01-05,155
2016-01-06,155
2016-01-07,155
2016-01-08,157
2016-01-09,157
2016-01-10,156
2016-01-11,156
2016-01-12,158
2016-01-13,161
2016-01-14,159
2016-01-15,157
2016-01-16,157
2016-01-17,158
2016-01-18,156
2016-01-19,154
2016-01-20,155
2016-01-21,153
2016-01-22,153
2016-01-23,153
2016-01-24,155
2016-01-25,153
2016-01-26,153
2016-01-27,153
2016-01-28,152
2016-01-29,152
2016-01-30,152
2016-01-31,151
2016-02-01,148
2016-02-02,145
2016-02-03,142
2016-02-04,143
2016-02-05,145
2016-02-06,147
2016-02-07,147
2016-02-08,145
2016-02-09,146
2016-02-10,147
2016-02-11,149
2016-02-12,149
2016-02-13,150
2016-02-14,148
2016-02-15,145
2016-02-16,141
2016-02-17,143
2016-02-18,144
2016-02-19,146
2016-02-20,147
2016-02-21,147
2016-02-22,146
2016-02-23,147
2016-02-24,149
2016-02-25,153
2016-02-26,158
2016-02-27,165
2016-02-28,171
2016-02-29,172
2016-03-01,168
2016-03-02,169
2016-03-03,167
2016-03-04,164
2016-03-05,165
2016-03-06,162
2016-03-07,160
2016-03-08,162
2016-03-09,162
2016-03-10,164
2016-03-11,164
2016-03-12,163
2016-03-13,164
2016-03-14,165
2016-03-15,164
2016-03-16,164
2016-03-17,163
2016-03-18,161
2016-03-19,161
2016-03-20,159
2016-03-21,158
2016-03-22,158
2016-03-23,157
2016-03-24,156
2016-03-25,158
2016-03-26,157
2016-03-27,157
2016-03-28,156
2016-03-29,155
2016-03-30,154
2016-03-31,156
2016-04-01,158
2016-04-02,161
2016-04-03,163
2016-04-04,161
2016-04-05,160
2016-04-06,159
2016-04-07,158
2016-04-08,158
2016-04-09,156
2016-04-10,157
2016-04-11,159
2016-04-12,164
2016-04-13,167
2016-04-14,167
2016-04-15,163
2016-04-16,165
2016-04-17,166
2016-04-18,164
2016-04-19,164
2016-04-20,166
2016-04-21,170
2016-04-22,166
2016-04-23,164
2016-04-24,161
2016-04-25,160
2016-04-26,161
2016-04-27,163
2016-04-28,163
2016-04-29,171
2016-04-30,178
2016-05-01,175
2016-05-02,176
2016-05-03,176
2016-05-04,176
2016-05-05,178
2016-05-06,182
2016-05-07,187
2016-05-08,191
2016-05-09,200
2016-05-10,206
2016-05-11,199
2016-05-12,190
2016-05-13,181
2016-05-14,177
2016-05-15,172
2016-05-16,168
2016-05-17,166
2016-05-18,166
2016-05-19,169
2016-05-21,170
2016-05-22,175
2016-05-23,171
2016-05-24,166
2016-05-25,161
2016-05-26,160
2016-05-27,162
2016-05-28,165
2016-05-29,165
2016-05-30,163
2016-05-31,162
2016-06-01,162
2016-06-02,161
2016-06-03,160
2016-06-04,159
2016-06-05,156
2016-06-06,156
2016-06-07,157
2016-06-08,158
2016-06-09,164
2016-06-10,173
2016-06-11,182
2016-06-12,190
2016-06-13,196
2016-06-14,193
2016-06-15,185
2016-06-16,179
2016-06-17,176
2016-06-18,182
2016-06-19,186
2016-06-20,191
2016-06-21,194
2016-06-22,194
2016-06-23,191
2016-06-24,189
2016-06-25,185
2016-06-26,182
2016-06-27,177
2016-06-28,171
2016-06-29,167
2016-06-30,163
2016-07-01,165
2016-07-02,171
2016-07-03,173
2016-07-04,177
2016-07-05,179
2016-07-06,178
2016-07-07,177
2016-07-08,171
2016-07-09,167
2016-07-10,165
2016-07-11,164
2016-07-12,166
2016-07-13,167
2016-07-14,163
2016-07-15,163
2016-07-16,161
2016-07-17,162
2016-07-18,159
2016-07-23,163
2016-07-24,163
2016-07-25,164
2016-07-26,164
2016-07-27,164
2016-07-28,163
2016-07-29,167
2016-07-30,168
2016-07-31,170
2016-08-01,165
2016-08-02,163
2016-08-03,159
2016-08-04,159
2016-08-05,156
2016-08-06,156
2016-08-07,156
2016-08-08,159
2016-08-09,155
2016-08-10,157
2016-08-11,156
2016-08-12,155
2016-08-13,157
2016-08-14,156
2016-08-15,157
2016-08-16,156
2016-08-17,155
2016-08-18,148
2016-08-19,141
2016-08-20,140
2016-08-21,139
2016-08-22,141
2016-08-23,141
2016-08-24,144
2016-08-25,147
2016-08-26,146
2016-08-28,146
2016-08-31,147
2016-09-01,146
2016-09-02,147
2016-09-03,145
2016-09-04,143
2016-09-05,142
2016-09-06,144
2016-09-07,145
2016-09-08,144
2016-09-09,141
2016-09-10,138
2016-09-11,138
2016-09-12,136
2016-09-13,133
2016-09-14,131
2016-09-15,131
2016-09-16,136
2016-09-17,138
2016-09-18,135
2016-09-19,134
2016-09-20,137
2016-09-21,136
2016-09-22,137
2016-09-23,141
2016-09-24,144
2016-09-25,146
2016-09-26,144
2016-09-27,143
2016-09-28,142
2016-09-29,139
2016-09-30,134
2016-10-01,132
2016-10-02,128
2016-10-03,125
2016-10-04,126
2016-10-05,130
2016-10-06,133
2016-10-07,138
2016-10-08,139
2016-10-09,139
2016-10-10,138
2016-10-11,134
2016-10-12,132
2016-10-13,132
2016-10-14,134
2016-10-15,134
2016-10-16,138
2016-10-17,144
2016-10-18,150
2016-10-19,155
2016-10-20,154
2016-10-21,149
2016-10-22,145
2016-10-23,144
2016-10-24,141
2016-10-25,138
2016-10-26,136
2016-10-27,135
2016-10-28,139
2016-10-29,143
2016-10-30,147
2016-10-31,149
2016-11-01,147
2016-11-02,146
2016-11-03,145
2016-11-04,147
2016-11-05,147
2016-11-06,147
2016-11-07,147
2016-11-08,146
2016-11-09,147
2016-11-10,147
2016-11-11,148
2016-11-12,150
2016-11-13,149
2016-11-14,149
2016-11-15,154
2016-12-07,148
2016-12-08,152
2016-12-09,155
2016-12-10,155
2016-12-11,155
2016-12-12,158
2016-12-13,156
2016-12-14,157
2016-12-15,158
2016-12-16,157
2016-12-17,156
2016-12-18,154
2016-12-19,153
2016-12-20,153
2016-12-21,154
2016-12-22,155
2016-12-23,155
2016-12-24,155
2016-12-25,155
2016-12-26,155
2016-12-27,156
2016-12-28,154
2016-12-29,153
2016-12-30,152
2016-12-31,148
2017-01-01,145
2017-01-02,142
2017-01-03,142
2017-01-04,144
2017-01-05,143
2017-01-06,146
2017-01-07,147
2017-01-08,146
2017-01-09,142
2017-01-10,137
2017-01-11,137
2017-01-12,139
2017-01-13,144
2017-01-14,151
2017-01-15,157
2017-01-16,158
2017-01-17,161
2017-01-18,166
2017-01-19,170
2017-01-20,173
2017-01-21,174
2017-01-22,177
2017-01-23,176
2017-01-27,186
2017-01-28,185
2017-01-29,185
2017-01-30,182
2017-01-31,180
2017-02-01,173
2017-02-02,166
2017-02-03,162
2017-02-04,157
2017-02-05,157
2017-02-06,157
2017-02-07,155
2017-02-08,154
2017-02-09,155
2017-02-10,159
2017-02-11,166
2017-02-12,174
2017-02-13,180
2017-02-14,185
2017-02-15,191
2017-02-16,189
2017-02-17,186
2017-02-18,184
2017-02-19,180
2017-02-20,177
2017-02-21,172
2017-02-22,165
2017-02-23,160
2017-02-24,161
2017-02-25,160
2017-02-26,159
2017-02-27,161
2017-02-28,166
2017-03-01,168
2017-03-02,172
2017-03-03,177
2017-03-04,180
2017-03-05,177
2017-03-06,176
2017-03-07,174
2017-03-08,175
2017-03-09,175
2017-03-10,176
2017-03-11,176
2017-03-12,175
2017-03-13,175
2017-03-14,179
2017-03-15,176
2017-03-16,175
2017-03-17,176
2017-03-18,177
2017-03-19,175
2017-03-20,173
2017-03-21,167
2017-03-22,163
2017-03-23,160
2017-03-24,158
2017-03-25,156
2017-03-26,156
2017-03-27,159
2017-03-28,159
2017-03-29,160
2017-03-30,160
2017-03-31,159
2017-04-01,159
2017-04-02,161
2017-04-03,161
2017-04-04,162
2017-04-05,163
2017-04-12,170
2017-04-13,171
2017-04-14,172
2017-04-15,173
2017-04-16,170
2017-04-17,168
2017-04-18,167
2017-04-19,165
2017-04-20,163
2017-04-21,162
2017-04-22,159
2017-04-23,157
2017-04-24,155
2017-04-25,153
2017-04-26,156
2017-04-27,154
2017-04-28,155
2017-04-29,157
2017-04-30,157
2017-05-01,159
2017-05-02,159
2017-05-03,159
2017-05-04,160
2017-05-05,163
2017-05-06,165
2017-05-07,163
2017-05-08,163
2017-05-09,167
2017-05-10,168
2017-05-11,168
2017-05-12,165
2017-05-13,163
2017-05-14,159
2017-05-15,156
2017-05-16,158
2017-05-17,159
2017-05-18,163
2017-05-19,165
2017-05-20,163
2017-05-21,163
2017-05-22,163
2017-05-23,159
2017-05-24,156
2017-05-25,150
2017-05-26,142
2017-05-27,135
2017-05-28,132
2017-05-29,131
2017-05-30,133
2017-05-31,135
2017-06-01,139
2017-06-02,139
2017-06-03,142
2017-06-04,145
2017-06-05,150
2017-06-06,158
2017-06-07,160
2017-06-08,157
2017-06-09,154
2017-06-10,150
2017-06-11,145
2017-06-12,139
2017-06-13,134
2017-06-14,129
2017-06-15,130
2017-06-16,136
2017-06-17,141
2017-06-18,144
2017-06-19,143
2017-06-20,140
2017-06-21,135
2017-06-22,131
2017-06-23,128
2017-06-24,129
2017-06-25,132
2017-06-26,133
2017-06-27,134
2017-06-28,133
2017-06-29,135
2017-06-30,140
2017-07-01,141
2017-07-02,135
2017-07-03,131
2017-07-04,128
2017-07-05,127
2017-07-06,127
2017-07-07,125
2017-07-08,123
2017-07-09,117
2017-07-13,109
2017-07-14,114
2017-07-15,118
2017-07-16,121
2017-07-17,124
2017-07-18,126
2017-07-19,128
2017-07-20,132
2017-07-21,135
2017-07-22,132
2017-07-23,128
2017-07-24,129
2017-07-25,129
2017-07-26,129
2017-07-27,125
2017-07-28,121
2017-07-29,118
2017-07-30,119
2017-07-31,123
2017-08-01,127
2017-08-02,129
2017-08-03,130
2017-08-04,131
2017-08-05,132
2017-08-06,128
2017-08-07,127
2017-08-08,126
2017-08-09,126
2017-08-10,130
2017-08-11,133
2017-08-12,138
2017-08-13,143
2017-08-14,146
2017-08-15,146
2017-08-16,143
2017-08-17,139
2017-08-18,132
2017-08-19,127
2017-08-20,122
2017-08-21,121
2017-08-22,124
2017-08-23,125
2017-08-24,128
2017-08-25,128
2017-08-26,128
2017-08-27,129
2017-08-28,125
2017-08-29,122
2017-08-30,120
2017-08-31,121
2017-09-01,124
2017-09-02,123
2017-09-03,124
2017-09-04,127
2017-09-05,131
2017-09-06,133
2017-09-07,136
2017-09-08,134
2017-09-09,133
2017-09-10,132
2017-09-11,131
2017-09-12,128
2017-09-13,126
2017-09-14,127
2017-09-15,128
2017-09-16,130
2017-09-17,133
2017-09-18,135
2017-09-19,136
2017-09-20,134
2017-09-21,131
2017-09-22,130
2017-09-23,129
2017-09-24,130
2017-09-25,127
2017-09-26,123
2017-09-27,120
2017-09-28,117
2017-09-29,119
2017-09-30,122
2017-10-01,126
2017-10-02,129
2017-10-03,132
2017-10-04,132
2017-10-05,131
2017-10-06,130
2017-10-07,127
2017-10-08,123
2017-10-09,120
2017-10-10,120
2017-10-11,120
2017-10-12,119
2017-10-13,116
2017-10-14,114
2017-10-15,112
2017-10-16,114
2017-10-17,117
2017-10-18,121
2017-10-19,125
2017-10-20,127
2017-10-21,125
2017-10-22,123
2017-10-23,120
2017-10-24,118
2017-10-25,120
2017-10-26,125
2017-10-27,131
2017-10-28,135
2017-10-29,134
2017-10-30,129
2017-10-31,131
2017-11-01,129
2017-11-02,131
2017-11-03,135
2017-11-04,137
2017-11-05,135
2017-11-06,133
2017-11-07,133
2017-11-08,132
2017-11-09,130
2017-11-10,130
2017-11-11,127
2017-11-12,126
2017-11-13,127
2017-11-14,127
2017-11-15,129
2017-11-16,130
2017-11-17,130
2017-11-18,131
2017-11-19,131
2017-11-20,130
2017-11-21,130
2017-11-22,129
2017-11-23,133
2017-11-24,137
2017-11-25,143
2017-11-26,149
2017-11-27,155
2017-11-28,161
2017-11-29,165
2017-11-30,165
2017-12-01,162
2017-12-02,158
2017-12-03,153
2017-12-04,145
2017-12-05,139
2017-12-06,135
2017-12-07,132
2017-12-08,131
2017-12-09,130
2017-12-10,127
2017-12-11,128
2017-12-12,129
2017-12-13,128
2017-12-14,128
2017-12-15,131
2017-12-16,135
2017-12-17,137
2017-12-18,136
2017-12-19,134
2017-12-20,134
2017-12-21,134
2017-12-22,134
2017-12-23,134
2017-12-24,135
2017-12-25,136
2017-12-26,136
2017-12-27,136
2017-12-28,135
2017-12-29,134
2017-12-30,132
2017-12-31,130
2018-01-01,129
2018-01-02,129
2018-01-03,131
2018-01-04,133
2018-01-05,136
2018-01-06,141
2018-01-07,143
2018-01-08,150
2018-01-09,151
2018-01-10,150
2018-01-11,151
2018-01-12,151
2018-01-13,152
2018-01-14,147
2018-01-15,142
2018-01-16,137
2018-01-17,132
2018-01-18,130
2018-01-19,133
2018-01-20,136
2018-01-21,134
2018-01-22,134
2018-01-23,138
2018-01-24,140
2018-01-25,140
2018-01-26,139
2018-01-27,139
2018-01-28,140
2018-01-29,140
2018-01-30,140
2018-01-31,140
2018-02-01,139
2018-02-02,139
2018-02-03,136
2018-02-04,133
2018-02-05,128
2018-02-06,125
2018-02-07,126
2018-02-08,128
2018-02-09,131
2018-02-10,131
2018-02-11,132
2018-02-12,132
2018-02-13,131
2018-02-14,132
2018-02-15,132
2018-02-16,130
2018-02-17,129
2018-02-18,129
2018-02-19,130
2018-02-20,130
2018-02-21,131
2018-02-22,131
2018-02-23,131
2018-02-24,129
2018-02-25,128
2018-02-26,129
2018-02-27,129
2018-02-28,128
2018-03-01,129
2018-03-02,130
2018-03-03,129
2018-03-04,129
2018-03-05,129
2018-03-06,130
2018-03-07,130
2018-03-08,130
2018-03-09,132
2018-03-10,135
2018-03-11,135
2018-03-12,137
2018-03-13,141
2018-03-14,144
2018-03-15,145
2018-03-16,148
2018-03-17,148
2018-03-18,146
2018-03-19,146
2018-03-20,147
2018-03-21,146
2018-03-22,145
2018-03-23,143
2018-03-24,142
2018-03-25,140
2018-03-26,137
2018-03-27,135
2018-03-28,135
2018-03-29,134
2018-03-30,136
2018-03-31,136
2018-04-01,136
2018-04-02,135
2018-04-03,135
2018-04-04,135
2018-04-05,135
2018-04-06,135
2018-04-07,135
2018-04-08,134
2018-04-09,134
2018-04-10,132
2018-04-11,131
2018-04-12,129
2018-04-13,129
2018-04-14,127
2018-04-15,128
2018-04-16,128
2018-04-17,130
2018-04-18,129
2018-04-19,129
2018-04-20,129
2018-04-21,129
2018-04-22,130
2018-04-23,131
2018-04-24,134
2018-04-25,135
2018-04-26,135
2018-04-27,138
2018-04-28,142
2018-04-29,144
2018-04-30,141
2018-05-01,139
2018-05-02,136
2018-05-03,132
2018-05-04,129
2018-05-05,126
2018-05-06,123
2018-05-07,121
2018-05-08,122
2018-05-09,125
2018-05-10,127
2018-05-11,128
2018-05-12,127
2018-05-13,128
2018-05-14,128
2018-05-15,128
2018-05-16,129
2018-05-17,130
2018-05-18,132
2018-05-19,133
2018-05-20,133
2018-05-21,133
2018-05-22,133
2018-05-23,134
2018-05-24,136
2018-05-25,136
2018-05-26,140
2018-05-27,142
2018-05-28,144
2018-05-29,142
2018-05-30,137
2018-05-31,135
2018-06-01,134
2018-06-02,130
2018-06-03,126
2018-06-04,123
2018-06-05,125
2018-06-06,128
2018-06-07,128
2018-06-08,130
2018-06-09,131
2018-06-10,129
2018-06-11,130
2018-06-12,132
2018-06-13,134
2018-06-14,137
2018-06-15,142
2018-06-16,145
2018-06-17,138
2018-06-18,135
2018-06-19,136
2018-06-20,138
2018-06-21,139
2018-06-22,137
2018-06-23,134
2018-06-24,133
2018-06-25,133
2018-06-26,134
2018-06-27,134
2018-06-28,136
2018-06-29,141
2018-06-30,147
2018-07-01,151
2018-07-02,156
2018-07-03,158
2018-07-04,158
2018-07-05,156
2018-07-06,151
2018-07-07,144
2018-07-08,139
2018-07-09,137
2018-07-10,138
2018-07-11,141
2018-07-12,139
2018-07-13,142
2018-07-14,142
2018-07-15,142
2018-07-16,143
2018-07-17,145
2018-07-18,145
2018-07-19,144
2018-07-20,144
2018-07-21,144
2018-07-22,141
2018-07-23,140
2018-07-24,138
2018-07-25,139
2018-07-26,139
2018-07-27,138
2018-07-28,137
2018-07-29,133
2018-07-30,128
2018-07-31,125
2018-08-01,125
2018-08-02,126
2018-08-03,127
2018-08-04,127
2018-08-05,127
2018-08-06,127
2018-08-07,127
2018-08-08,126
2018-08-09,126
2018-08-10,127
2018-08-11,125
2018-08-12,124
2018-08-14,124
2018-08-16,125
2018-08-17,125
2018-08-18,124
2018-08-19,125
2018-08-20,124
2018-08-21,124
2018-08-22,125
2018-08-23,125
2018-08-24,125
2018-08-25,127
2018-08-26,126
2018-08-27,126
2018-08-28,127
2018-08-29,127
2018-08-30,127
2018-08-31,128
2018-09-01,129
2018-09-02,129
2018-09-03,129
2018-09-04,128
2018-09-05,128
2018-09-06,129
2018-09-07,129
2018-09-08,128
2018-09-09,126
2018-09-10,126
2018-09-11,127
2018-09-12,127
2018-09-13,127
2018-09-14,128
2018-09-15,128
2018-09-16,126
2018-09-17,126
2018-09-18,127
2018-09-19,127
2018-09-20,127
2018-09-21,127
2018-09-22,128
2018-09-23,127
2018-09-24,128
2018-09-25,128
2018-09-26,128
2018-09-27,128
2018-09-28,128
2018-09-29,128
2018-09-30,128
2018-10-01,129
2018-10-02,128
2018-10-03,128
2018-10-04,128
2018-10-05,129
2018-10-06,128
2018-10-07,126
2018-10-08,127
2018-10-09,126
2018-10-10,126
2018-10-11,126
2018-10-12,126
2018-10-13,127
2018-10-14,128
2018-10-15,129
2018-10-16,128
2018-10-17,128
2018-10-18,127
2018-10-19,127
2018-10-20,128
2018-10-21,128
2018-10-22,128
2018-10-23,129
2018-10-24,129
2018-10-25,129
2018-10-26,129
2018-10-27,132
2018-10-28,133
2018-10-29,135
2018-10-30,134
2018-10-31,132
2018-11-01,131
2018-11-03,129
2018-11-04,127
2018-11-05,126
2018-11-06,127
2018-11-07,126
2018-11-08,126
2018-11-09,126
2018-11-10,125
2018-11-11,125
2018-11-12,125
2018-11-13,126
2018-11-14,125
2018-11-15,125
2018-11-16,125
2018-11-17,124
2018-11-18,125
2018-11-19,125
2018-11-20,125
2018-11-21,125
2018-11-22,125
2018-11-23,125
2018-11-24,124
2018-11-25,123
2018-11-26,124
2018-11-27,124
2018-11-28,124
2018-11-29,124
2018-12-01,126
2018-12-02,129
2018-12-03,133
2018-12-04,138
2018-12-05,145
2018-12-07,152
2018-12-09,152
2018-12-10,150
2018-12-11,147
2018-12-12,144
2018-12-13,142
2018-12-14,142
2018-12-15,144
2018-12-16,143
2018-12-17,144
2018-12-18,145
2018-12-19,146
2018-12-20,148
2018-12-21,150
2018-12-22,152
2018-12-23,151
2018-12-24,151
2018-12-25,150
2018-12-26,148
2018-12-27,147
2018-12-28,146
2018-12-29,146
2018-12-30,146
2018-12-31,144
2019-01-01,138
2019-01-02,134
2019-01-03,131
2019-01-04,128
2019-01-05,125
2019-01-06,122
2019-01-08,120
2019-01-10,128
2019-01-11,134
2019-01-12,141
2019-01-13,149
2019-01-14,157
2019-01-15,164
2019-01-16,171
2019-01-17,170
2019-01-18,164
2019-01-19,158
2019-01-20,152
2019-01-21,147
2019-01-22,141
2019-01-23,138
2019-01-24,137
2019-01-25,139
2019-01-26,141
2019-01-27,141
2019-01-28,140
2019-01-29,141
2019-01-30,142
2019-01-31,144
2019-02-01,146
2019-02-02,144
2019-02-03,139
2019-02-04,136
2019-02-05,134
2019-02-06,131
2019-02-07,130
2019-02-08,130
2019-02-09,132
2019-02-10,136
2019-02-11,138
2019-02-12,142
2019-02-13,147
2019-02-14,151
2019-02-15,149
2019-02-16,149
2019-02-17,146
2019-02-18,143
2019-02-19,139
2019-02-20,136
2019-02-21,133
2019-02-22,130
2019-02-23,129
2019-02-24,131
2019-02-25,133
2019-02-26,134
2019-02-27,137
2019-02-28,139
2019-03-01,144
2019-03-02,149
2019-03-03,146
2019-03-04,142
2019-03-05,140
2019-03-06,139
2019-03-07,137
2019-03-08,135
2019-03-09,135
2019-03-10,134
2019-03-11,134
2019-03-12,135
2019-03-13,137
2019-03-14,140
2019-03-15,140
2019-03-16,141
2019-03-17,140
2019-03-18,140
2019-03-19,140
2019-03-20,140
2019-03-21,139
2019-03-22,140
2019-03-23,141
2019-03-24,142
2019-03-25,141
2019-03-26,141
2019-03-27,141
2019-03-28,141
2019-03-29,142
2019-03-30,141
2019-03-31,140
2019-04-01,136
2019-04-02,132
2019-04-03,132
2019-04-04,134
2019-04-05,135
2019-04-06,135
2019-04-07,134
2019-04-08,134
2019-04-09,133
2019-04-10,134
2019-04-11,134
2019-04-12,131
2019-04-13,130
2019-04-14,129
2019-04-15,128
2019-04-16,127
2019-04-17,127
2019-04-18,128
2019-04-19,127
2019-04-20,127
2019-04-21,126
2019-04-22,126
2019-04-23,126
2019-04-24,126
2019-04-25,126
2019-04-26,126
2019-04-27,126
2019-04-28,125
2019-04-29,126
2019-04-30,125
2019-05-01,124
2019-05-02,125
2019-05-03,125
2019-05-04,124
2019-05-05,123
2019-05-06,123
2019-05-07,123
2019-05-08,123
2019-05-09,122
2019-05-10,122
2019-05-11,122
2019-05-12,122
2019-05-13,123
2019-05-14,123
2019-05-15,123
2019-05-16,123
2019-05-17,122
2019-05-18,122
2019-05-19,122
2019-05-20,122
2019-05-21,121
2019-05-22,122
2019-05-23,122
2019-05-24,122
2019-05-25,124
2019-05-26,126
2019-05-27,125
2019-05-28,124
2019-05-29,124
2019-05-30,124
2019-05-31,124
2019-06-01,123
2019-06-02,123
2019-06-03,122
2019-06-04,122
2019-06-05,123
2019-06-06,123
2019-06-07,123
2019-06-08,123
2019-06-09,123
2019-06-10,123
2019-06-11,123
2019-06-12,123
2019-06-13,125
2019-06-14,123
2019-06-15,123
2019-06-16,123
2019-06-17,123
2019-06-18,124
2019-06-19,125
2019-06-20,126
2019-06-21,128
2019-06-22,130
2019-06-23,129
2019-06-24,126
2019-06-25,125
2019-06-26,125
2019-06-27,125
2019-06-28,126
2019-06-29,126
2019-06-30,127
2019-07-01,126
2019-07-02,126
2019-07-03,127
2019-07-04,127
2019-07-05,128
2019-07-06,129
2019-07-07,131
2019-07-08,130
2019-07-09,128
2019-07-10,128
2019-07-11,128
2019-07-12,128
2019-07-13,124
2019-07-14,121
2019-07-15,121
2019-07-16,121
2019-07-17,122
2019-07-18,120
2019-07-19,121
2019-07-20,120
2019-07-21,119
2019-07-22,119
2019-07-23,120
2019-07-24,120
2019-07-25,120
2019-07-26,119
2019-07-27,119
2019-07-28,119
2019-07-29,117
2019-07-30,115
2019-07-31,113
2019-08-01,111
2019-08-02,108
2019-08-03,107
2019-08-04,106
2019-08-05,106
2019-08-06,107
2019-08-07,106
2019-08-08,107
2019-08-09,107
2019-08-10,106
2019-08-11,104
2019-08-12,104
2019-08-13,103
2019-08-14,103
2019-08-15,102
2019-08-16,102
2019-08-17,100
2019-08-18,99
