date_obj,Red%20elegant%20blouse price
2019-03-27,8965
2019-03-28,9126
2019-03-29,9126
2019-03-30,9126
2019-03-31,9126
2019-04-01,8891
2019-04-02,8891
2019-04-03,8891
2019-04-04,8891
2019-04-05,8775
2019-04-06,8775
2019-04-07,8775
2019-04-08,8775
2019-04-09,8775
2019-04-10,8554
2019-04-11,8554
2019-04-12,8554
2019-04-13,8554
2019-04-14,8368
2019-04-15,8368
2019-04-16,8368
2019-04-17,8368
2019-04-18,8063
2019-04-19,8063
2019-04-20,8063
2019-04-21,8063
2019-04-22,8063
2019-04-23,7708
2019-04-24,7708
2019-04-25,7708
2019-04-26,7528
2019-04-27,7528
2019-04-28,7528
2019-04-29,7528
2019-04-30,7528
2019-05-01,7204
2019-05-02,7204
2019-05-03,7204
2019-05-04,6969
2019-05-05,6969
2019-05-06,6969
2019-05-07,6969
2019-05-08,6838
2019-05-09,6838
2019-05-10,6838
2019-05-11,6838
2019-05-12,6977
2019-05-13,6977
2019-05-14,6977
2019-05-15,6977
2019-05-16,7266
2019-05-17,7266
2019-05-18,7266
2019-05-19,7266
2019-05-20,7425
2019-05-21,7425
2019-05-22,7425
2019-05-23,7425
2019-05-24,7425
2019-05-25,7233
2019-05-26,7233
2019-05-27,7233
2019-05-28,7233
2019-05-29,6903
2019-05-30,6903
2019-05-31,6903
2019-06-01,6903
2019-06-02,6749
2019-06-03,6749
2019-06-04,6749
2019-06-05,6749
2019-06-06,6674
2019-06-07,6674
2019-06-08,6674
2019-06-09,6674
2019-06-10,6674
2019-06-11,6471
2019-06-12,6471
2019-06-13,6471
2019-06-14,6471
2019-06-15,6471
2019-06-16,6486
2019-06-17,6486
2019-06-18,6486
2019-06-19,6486
2019-06-20,6591
2019-06-21,6591
2019-06-22,6591
2019-06-23,6591
2019-06-24,6591
2019-06-25,6591
2019-06-26,6675
2019-06-27,6675
2019-06-28,6675
2019-06-29,6675
2019-06-30,6675
2019-07-01,6610
2019-07-02,6610
2019-07-03,6610
2019-07-04,6610
2019-07-05,6610
2019-07-06,6464
2019-07-07,6464
2019-07-08,6464
2019-07-09,6464
2019-07-10,6464
2019-07-11,6392
2019-07-12,6392
2019-07-13,6392
2019-07-14,6392
2019-07-15,6392
2019-07-16,6420
2019-07-17,6420
2019-07-18,6420
2019-07-19,6420
2019-07-20,6698
2019-07-21,6698
2019-07-22,6698
2019-07-23,6698
2019-07-24,6698
2019-07-25,6698
2019-07-26,6992
2019-07-27,6992
2019-07-28,6992
2019-07-29,6992
2019-07-30,6992
2019-07-31,6696
2019-08-01,6696
2019-08-02,6696
2019-08-03,6696
2019-08-04,6377
2019-08-05,6377
2019-08-06,6377
2019-08-07,6377
2019-08-08,6377
2019-08-09,6133
2019-08-10,6133
2019-08-11,6133
2019-08-12,6133
2019-08-13,6133
2019-08-14,5941
2019-08-15,5941
2019-08-16,5941
2019-08-17,6098
2019-08-18,6098
2019-08-19,6098
2019-08-20,6098
2019-08-21,5969
2019-08-22,5969
2019-08-23,5969
2019-08-24,5969
2019-08-24,5969
2019-08-25,5969
2019-08-25,5969
2019-08-26,5969
2019-08-26,5969
2019-08-27,5969
2019-08-27,5969
2019-08-28,5969
2019-08-29,5969
2019-08-30,5969
2019-08-31,5969
2019-09-01,5821
2019-09-02,5821
2019-09-03,5821
2019-09-04,5821
2019-09-05,5847
2019-09-06,5847
2019-09-07,5847
2019-09-08,5847
2019-09-09,5847
2019-09-10,5666
2019-09-11,5666
2019-09-12,5666
2019-09-13,5666
2019-09-14,5736
2019-09-15,5736
2019-09-16,5736
2019-09-17,5736
2019-09-18,5736
2019-09-19,5736
2019-09-20,5815
2019-09-21,5815
2019-09-22,5815
2019-09-23,5815
2019-09-24,5815
2019-09-25,5796
2019-09-26,5796
2019-09-27,5796
2019-09-28,5796
2019-09-29,5796
2019-09-30,5796
2019-10-01,5534
2019-10-02,5534
2019-10-03,5534
2019-10-04,5534
2019-10-05,5534
2019-10-06,5273
2019-10-07,5273
2019-10-08,5273
2019-10-09,5273
2019-10-10,5052
2019-10-11,5052
2019-10-12,5052
2019-10-13,5052
2019-10-14,4971
2019-10-15,4971
2019-10-16,4971
2019-10-17,4971
2019-10-18,4971
2019-10-19,4971
2019-10-20,4940
2019-10-21,4940
2019-10-22,4940
2019-10-23,4940
2019-10-24,4940
2019-10-25,4940
2019-10-26,4795
2019-10-27,4795
2019-10-28,4795
2019-10-29,4795
2019-10-30,4795
2019-10-31,4795
2019-11-01,4561
2019-11-02,4561
2019-11-03,4561
2019-11-04,4561
2019-11-05,4561
2019-11-06,4350
2019-11-07,4350
2019-11-08,4350
2019-11-09,4350
2019-11-10,4157
2019-11-11,4157
2019-11-12,4157
2019-11-13,4157
2019-11-14,4105
2019-11-15,4105
2019-11-16,4105
2019-11-17,4105
2019-11-18,4105
2019-11-19,4059
2019-11-20,4059
2019-11-21,4059
2019-11-22,4059
2019-11-23,4059
2019-11-24,4143
2019-11-25,4143
2019-11-26,4143
2019-11-27,4143
2019-11-28,4109
2019-11-29,4109
2019-11-30,4109
2019-12-01,4109
2019-12-02,4109
2019-12-03,4281
2019-12-04,4281
2019-12-05,4281
2019-12-06,4281
2019-12-07,4281
2019-12-08,4281
2019-12-09,4281
2019-12-10,4153
2019-12-11,4153
2019-12-12,4153
2019-12-13,4153
2019-12-14,4153
2019-12-15,4153
2019-12-16,3990
2019-12-17,3990
2019-12-18,3990
2019-12-19,3990
2019-12-20,3990
2019-12-21,3800
2019-12-22,3800
2019-12-23,3800
2019-12-24,3800
2019-12-25,3800
2019-12-26,3626
2019-12-27,3626
2019-12-28,3626
2019-12-29,3626
2019-12-30,3452
2019-12-31,3452
2020-01-01,3452
2020-01-02,3452
2020-01-03,3462
2020-01-04,3462
2020-01-05,3462
2020-01-06,3462
2020-01-07,3462
2020-01-08,3462
2020-01-09,3497
2020-01-10,3497
2020-01-11,3497
2020-01-12,3497
2020-01-13,3497
2020-01-14,3439
2020-01-15,3439
2020-01-16,3439
2020-01-17,3439
2020-01-18,3281
2020-01-19,3281
2020-01-20,3281
2020-01-21,3281
2020-01-22,3281
2020-01-23,3263
2020-01-24,3263
2020-01-25,3263
2020-01-26,3263
2020-01-27,3263
2020-01-28,3263
2020-01-29,3247
2020-01-30,3247
2020-01-31,3247
2020-02-01,3247
2020-02-02,3247
2020-02-03,3220
2020-02-04,3220
2020-02-05,3220
2020-02-06,3220
2020-02-07,3193
2020-02-08,3193
2020-02-09,3193
2020-02-10,3193
2020-02-11,3109
2020-02-12,3109
2020-02-13,3109
2020-02-14,3109
2020-02-15,2999
2020-02-16,2999
2020-02-17,2999
2020-02-18,2999
2020-02-19,2999
2020-02-20,3033
2020-02-21,3033
2020-02-22,3033
2020-02-23,3033
2020-02-24,3033
2020-02-25,3098
2020-02-26,3098
2020-02-27,3098
2020-02-28,3098
2020-02-29,3076
2020-03-01,3076
2020-03-02,3076
2020-03-03,3076
2020-03-04,3076
2020-03-05,2956
2020-03-06,2956
2020-03-07,2956
2020-03-08,2956
2020-03-09,2956
2020-03-10,2962
2020-03-11,2962
2020-03-12,2962
2020-03-13,2962
2020-03-14,2962
2020-03-15,2925
2020-03-16,2925
2020-03-17,2925
2020-03-18,2925
2020-03-19,2885
2020-03-20,2885
2020-03-21,2885
2020-03-22,2885
2020-03-23,2885
2020-03-24,2748
2020-03-25,2748
2020-03-26,2748
2020-03-27,2629
2020-03-28,2629
2020-03-29,2629
2020-03-30,2497
2020-03-31,2497
2020-04-01,2497
2020-04-02,2414
2020-04-03,2414
2020-04-04,2414
2020-04-05,2327
2020-04-06,2327
2020-04-07,2327
2020-04-08,2314
2020-04-09,2314
2020-04-10,2314
2020-04-11,2240
2020-04-12,2240
2020-04-13,2240
2020-04-14,2250
2020-04-15,2250
2020-04-16,2250
2020-04-17,2250
2020-04-18,2192
2020-04-19,2192
2020-04-20,2192
2020-04-21,2192
2020-04-22,2150
2020-04-23,2150
2020-04-24,2150
2020-04-25,2150
2020-04-26,2167
2020-04-27,2167
2020-04-28,2167
2020-04-29,2173
2020-04-30,2173
2020-05-01,2173
2020-05-02,2173
2020-05-03,2086
2020-05-04,2086
2020-05-05,2086
2020-05-06,2086
2020-05-07,2049
2020-05-08,2049
2020-05-09,2049
2020-05-10,2049
2020-05-11,2044
2020-05-12,2044
2020-05-13,2044
