date_obj,Dragon%20pickaxe%20upgrade%20kit price
2015-08-06,92905
2015-08-07,88947
2015-08-08,88947
2015-08-09,88947
2015-08-10,88947
2015-08-11,85028
2015-08-12,85028
2015-08-13,85028
2015-08-14,85028
2015-08-15,86758
2015-08-16,86758
2015-08-17,86758
2015-08-18,86758
2015-08-19,88319
2015-08-20,88319
2015-08-21,88319
2015-08-22,88319
2015-08-23,89579
2015-08-24,89579
2015-08-25,89579
2015-08-26,89579
2015-08-27,90983
2015-08-28,90983
2015-08-29,90983
2015-08-30,90983
2015-08-31,90983
2015-09-01,91989
2015-09-02,91989
2015-09-03,91989
2015-09-04,91989
2015-09-05,91989
2015-09-06,91262
2015-09-07,91262
2015-09-08,91262
2015-09-09,91262
2015-09-10,92083
2015-09-11,92083
2015-09-12,92083
2015-09-13,92083
2015-09-14,91808
2015-09-15,91808
2015-09-16,91808
2015-09-17,91808
2015-09-18,91808
2015-09-19,90899
2015-09-20,90899
2015-09-21,90899
2015-09-22,90899
2015-09-23,92149
2015-09-24,92149
2015-09-25,92149
2015-09-27,95889
2015-09-28,95889
2015-09-29,95889
2015-09-30,95889
2015-10-05,94627
2015-10-06,95834
2015-10-07,95834
2015-10-08,95834
2015-10-09,95834
2015-10-10,95834
2015-10-11,94267
2015-10-12,94267
2015-10-13,94267
2015-10-14,94267
2015-10-15,94267
2015-10-16,89553
2015-10-17,89553
2015-10-18,89553
2015-10-19,89553
2015-10-20,89553
2015-10-22,85075
2015-10-23,85075
2015-10-24,85075
2015-10-25,82036
2015-10-26,82036
2015-10-27,82036
2015-10-29,82036
2015-10-30,81522
2015-10-31,81522
2015-11-01,81522
2015-11-02,81522
2015-11-03,81522
2015-11-04,79250
2015-11-05,79250
2015-11-06,79250
2015-11-07,79688
2015-11-08,79688
2015-11-09,79688
2015-11-10,79688
2015-11-11,79688
2015-11-12,81424
2015-11-13,81424
2015-11-14,81424
2015-11-15,81424
2015-11-16,81424
2015-11-17,81424
2015-11-18,85150
2015-11-19,85150
2015-11-20,85150
2015-11-21,85150
2015-11-22,85150
2015-11-23,85150
2015-11-24,87282
2015-11-25,87282
2015-11-26,87282
2015-11-27,87282
2015-11-28,87282
2015-11-29,90180
2015-11-30,90180
2015-12-01,90180
2015-12-02,90180
2015-12-03,90180
2015-12-04,93830
2015-12-05,93830
2015-12-06,93830
2015-12-07,93830
2015-12-08,93830
2015-12-09,95846
2015-12-10,95846
2015-12-11,95846
2015-12-12,95846
2015-12-13,95846
2015-12-14,95846
2015-12-15,97369
2015-12-16,97369
2015-12-17,97369
2015-12-18,97369
2015-12-19,97369
2015-12-20,97684
2015-12-21,97684
2015-12-22,97684
2015-12-23,97684
2015-12-24,97684
2015-12-25,97684
2015-12-26,100871
2015-12-27,100871
2015-12-28,100871
2015-12-29,100871
2015-12-30,102523
2015-12-31,102523
2016-01-01,102523
2016-01-02,102523
2016-01-03,102523
2016-01-04,104686
2016-01-05,104686
2016-01-06,104686
2016-01-07,104686
2016-01-08,99872
2016-01-09,99872
2016-01-10,99872
2016-01-11,99872
2016-01-12,99872
2016-01-13,96129
2016-01-14,96129
2016-01-15,96129
2016-01-16,96129
2016-01-17,93717
2016-01-18,93717
2016-01-19,93717
2016-01-20,93717
2016-01-21,93717
2016-01-22,97190
2016-01-23,97190
2016-01-24,97190
2016-01-25,97190
2016-01-26,100791
2016-01-27,100791
2016-01-28,100791
2016-01-29,100791
2016-01-30,100791
2016-01-31,96836
2016-02-01,96836
2016-02-02,96836
2016-02-03,96836
2016-02-04,93037
2016-02-05,93037
2016-02-06,93037
2016-02-07,93037
2016-02-08,93037
2016-02-09,88727
2016-02-10,88727
2016-02-11,88727
2016-02-12,88727
2016-02-13,87988
2016-02-14,87988
2016-02-15,87988
2016-02-16,87988
2016-02-17,87988
2016-02-18,91400
2016-02-19,91400
2016-02-20,91400
2016-02-21,93718
2016-02-22,93718
2016-02-23,93718
2016-02-24,93718
2016-02-25,91295
2016-02-26,91295
2016-02-27,91295
2016-02-28,91295
2016-02-29,91295
2016-03-01,94544
2016-03-02,94544
2016-03-03,94544
2016-03-04,94544
2016-03-05,92317
2016-03-06,92317
2016-03-07,92317
2016-03-08,92317
2016-03-09,90180
2016-03-10,90180
2016-03-11,90180
2016-03-12,90180
2016-03-13,90180
2016-03-14,90176
2016-03-15,90176
2016-03-16,90176
2016-03-17,90176
2016-03-18,88770
2016-03-19,88770
2016-03-20,88770
2016-03-21,88770
2016-03-22,88770
2016-03-23,86874
2016-03-24,86874
2016-03-25,86874
2016-03-26,86874
2016-03-27,86874
2016-03-28,84380
2016-03-29,84380
2016-03-30,84380
2016-03-31,84380
2016-04-01,84380
2016-04-02,80161
2016-04-03,80161
2016-04-04,80161
2016-04-05,80161
2016-04-06,81491
2016-04-07,81491
2016-04-08,81491
2016-04-09,81491
2016-04-10,84686
2016-04-11,84686
2016-04-12,84686
2016-04-13,84686
2016-04-14,84686
2016-04-15,84686
2016-04-16,87285
2016-04-17,87285
2016-04-18,87285
2016-04-19,87285
2016-04-20,85490
2016-04-21,85490
2016-04-22,85490
2016-04-23,85490
2016-04-24,81441
2016-04-25,81441
2016-04-26,81441
2016-04-27,81441
2016-04-28,84235
2016-04-29,84235
2016-04-30,84235
2016-05-01,84235
2016-05-02,84235
2016-05-03,88028
2016-05-04,88028
2016-05-05,88028
2016-05-06,88028
2016-05-07,88028
2016-05-08,90832
2016-05-09,90832
2016-05-10,90832
2016-05-11,90832
2016-05-12,90832
2016-05-13,94328
2016-05-14,94328
2016-05-15,94328
2016-05-16,94328
2016-05-17,97428
2016-05-18,97428
2016-05-19,97428
2016-05-22,92861
2016-05-23,92861
2016-05-24,92861
2016-05-25,93552
2016-05-26,93552
2016-05-27,93552
2016-05-28,93552
2016-05-29,91404
2016-05-30,91404
2016-05-31,91404
2016-06-01,91404
2016-06-02,90243
2016-06-03,90243
2016-06-04,90243
2016-06-05,90243
2016-06-06,91895
2016-06-07,91895
2016-06-08,91895
2016-06-09,91895
2016-06-10,87751
2016-06-11,87751
2016-06-12,87751
2016-06-13,87751
2016-06-14,89001
2016-06-15,89001
2016-06-16,89001
2016-06-17,89001
2016-06-18,89001
2016-06-19,89869
2016-06-20,89869
2016-06-21,89869
2016-06-22,89869
2016-06-23,90648
2016-06-24,90648
2016-06-25,90648
2016-06-26,90648
2016-06-27,90648
2016-06-28,92363
2016-06-29,92363
2016-06-30,92363
2016-07-01,92363
2016-07-02,88035
2016-07-03,88035
2016-07-04,88035
2016-07-05,88035
2016-07-06,84337
2016-07-07,84337
2016-07-08,84337
2016-07-09,84337
2016-07-10,80175
2016-07-11,80175
2016-07-12,80175
2016-07-13,80175
2016-07-14,77462
2016-07-15,77462
2016-07-16,77462
2016-07-17,77462
2016-07-18,77533
2016-07-23,77479
2016-07-24,77479
2016-07-25,77479
2016-07-26,77479
2016-07-27,77479
2016-07-28,78668
2016-07-29,78668
2016-07-30,78668
2016-07-31,78668
2016-08-01,78668
2016-08-02,82084
2016-08-03,82084
2016-08-04,82084
2016-08-05,82084
2016-08-06,82084
2016-08-07,84274
2016-08-08,84274
2016-08-09,84274
2016-08-10,84274
2016-08-11,84274
2016-08-12,83177
2016-08-13,83177
2016-08-14,83177
2016-08-15,83177
2016-08-16,83177
2016-08-17,84655
2016-08-18,84655
2016-08-19,84655
2016-08-20,84655
2016-08-21,84655
2016-08-22,83790
2016-08-23,83790
2016-08-24,83790
2016-08-25,83790
2016-08-26,83790
2016-08-28,87040
2016-08-31,87040
2016-09-01,90705
2016-09-02,90705
2016-09-03,90705
2016-09-04,90705
2016-09-05,90705
2016-09-06,91025
2016-09-07,91025
2016-09-08,91025
2016-09-09,91025
2016-09-10,91025
2016-09-11,91025
2016-09-12,94386
2016-09-13,94386
2016-09-14,94386
2016-09-15,94386
2016-09-16,94386
2016-09-17,90438
2016-09-18,90438
2016-09-19,90438
2016-09-20,90438
2016-09-21,90438
2016-09-22,93874
2016-09-23,93874
2016-09-24,93874
2016-09-25,93874
2016-09-26,93874
2016-09-27,93874
2016-09-28,93874
2016-09-29,91525
2016-09-30,91525
2016-10-01,91525
2016-10-02,91525
2016-10-03,91525
2016-10-04,91525
2016-10-05,88372
2016-10-06,88372
2016-10-07,88372
2016-10-08,88372
2016-10-09,88372
2016-10-10,86390
2016-10-11,86390
2016-10-12,86390
2016-10-13,86390
2016-10-14,86390
2016-10-15,86390
2016-10-16,86376
2016-10-17,86376
2016-10-18,86376
2016-10-19,86376
2016-10-20,86376
2016-10-21,82925
2016-10-22,82925
2016-10-23,82925
2016-10-24,82925
2016-10-25,82925
2016-10-26,82925
2016-10-27,80813
2016-10-28,80813
2016-10-29,80813
2016-10-30,80813
2016-10-31,80813
2016-11-01,80813
2016-11-02,81684
2016-11-03,81684
2016-11-04,81684
2016-11-05,81684
2016-11-06,81684
2016-11-07,81684
2016-11-08,83823
2016-11-09,83823
2016-11-10,83823
2016-11-11,83823
2016-11-12,83823
2016-11-13,86345
2016-11-14,86345
2016-11-15,86345
2016-12-07,92220
2016-12-08,92220
2016-12-09,92220
2016-12-10,92220
2016-12-11,89419
2016-12-12,89419
2016-12-13,89419
2016-12-14,89419
2016-12-15,89419
2016-12-16,88713
2016-12-17,88713
2016-12-18,88713
2016-12-19,88713
2016-12-20,88713
2016-12-21,91747
2016-12-22,91747
2016-12-23,91747
2016-12-24,91747
2016-12-25,91747
2016-12-26,88990
2016-12-27,88990
2016-12-28,88990
2016-12-29,88990
2016-12-30,88990
2016-12-31,85620
2017-01-01,85620
2017-01-02,85620
2017-01-03,85620
2017-01-04,89032
2017-01-05,89032
2017-01-06,89032
2017-01-07,89032
2017-01-08,90919
2017-01-09,90919
2017-01-10,90919
2017-01-11,90919
2017-01-12,86373
2017-01-13,86373
2017-01-14,86373
2017-01-15,86373
2017-01-16,82054
2017-01-17,82054
2017-01-18,82054
2017-01-19,82054
2017-01-20,77951
2017-01-21,77951
2017-01-22,77951
2017-01-23,77951
2017-01-27,79624
2017-01-28,79097
2017-01-29,79097
2017-01-30,79097
2017-01-31,79097
2017-02-01,82993
2017-02-02,82993
2017-02-03,82993
2017-02-04,82993
2017-02-05,86900
2017-02-06,86900
2017-02-07,86900
2017-02-08,86900
2017-02-09,90149
2017-02-10,90149
2017-02-11,90149
2017-02-12,89999
2017-02-13,89999
2017-02-14,89999
2017-02-15,87878
2017-02-16,87878
2017-02-18,87878
2017-02-19,88446
2017-02-20,88446
2017-02-21,88446
2017-02-22,88446
2017-02-23,87174
2017-02-24,87174
2017-02-25,87174
2017-02-26,87174
2017-02-27,84600
2017-02-28,84600
2017-03-01,84600
2017-03-02,82735
2017-03-03,82735
2017-03-04,82735
2017-03-05,82735
2017-03-06,81966
2017-03-07,81966
2017-03-08,81966
2017-03-09,81966
2017-03-10,85616
2017-03-11,85616
2017-03-12,85616
2017-03-13,85616
2017-03-14,86520
2017-03-15,86520
2017-03-16,86520
2017-03-17,86520
2017-03-18,84388
2017-03-19,84388
2017-03-20,84388
2017-03-21,86732
2017-03-22,86732
2017-03-23,86732
2017-03-24,86732
2017-03-25,88795
2017-03-26,88795
2017-03-27,88795
2017-03-28,88795
2017-03-29,92653
2017-03-30,92653
2017-03-31,92653
2017-04-01,92653
2017-04-02,96663
2017-04-03,96663
2017-04-04,96663
2017-04-12,89922
2017-04-13,89922
2017-04-14,92357
2017-04-15,92357
2017-04-16,92357
2017-04-17,96167
2017-04-18,96167
2017-04-19,96167
2017-04-20,96167
2017-04-21,93345
2017-04-22,93345
2017-04-23,93345
2017-04-24,93345
2017-04-25,94498
2017-04-26,94498
2017-04-27,94498
2017-04-28,94498
2017-04-29,93800
2017-04-30,93800
2017-05-01,93800
2017-05-02,93800
2017-05-03,97075
2017-05-04,97075
2017-05-05,97075
2017-05-06,97075
2017-05-07,100178
2017-05-08,100178
2017-05-09,100178
2017-05-10,100178
2017-05-11,102277
2017-05-12,102277
2017-05-13,102277
2017-05-14,102277
2017-05-15,101467
2017-05-16,101467
2017-05-17,101467
2017-05-18,101467
2017-05-19,96452
2017-05-20,96452
2017-05-21,96452
2017-05-22,96452
2017-05-23,97609
2017-05-24,97609
2017-05-25,97609
2017-05-26,97609
2017-05-27,101066
2017-05-28,101066
2017-05-29,101066
2017-05-30,101066
2017-05-31,103931
2017-06-01,103931
2017-06-02,103931
2017-06-03,103931
2017-06-04,102445
2017-06-05,102445
2017-06-06,102445
2017-06-07,102445
2017-06-08,98392
2017-06-09,98392
2017-06-10,98392
2017-06-11,102006
2017-06-12,102006
2017-06-13,102006
2017-06-14,102006
2017-06-15,104108
2017-06-16,104108
2017-06-17,104108
2017-06-18,104108
2017-06-19,103063
2017-06-20,103063
2017-06-21,103063
2017-06-22,104731
2017-06-23,104731
2017-06-24,104731
2017-06-25,107260
2017-06-26,107260
2017-06-27,107260
2017-06-28,110053
2017-06-29,110053
2017-06-30,110053
2017-07-01,110053
2017-07-02,108787
2017-07-03,108787
2017-07-04,108787
2017-07-05,106908
2017-07-06,106908
2017-07-07,106908
2017-07-08,106908
2017-07-13,99852
2017-07-14,99852
2017-07-15,99852
2017-07-16,99852
2017-07-17,96072
2017-07-18,96072
2017-07-19,96072
2017-07-20,96072
2017-07-21,95333
2017-07-22,95333
2017-07-23,95333
2017-07-24,95333
2017-07-25,99132
2017-07-26,99132
2017-07-27,99132
2017-07-28,99132
2017-07-29,97980
2017-07-30,97980
2017-07-31,97980
2017-08-01,97980
2017-08-02,98356
2017-08-03,98356
2017-08-04,98356
2017-08-05,98856
2017-08-06,98856
2017-08-09,96568
2017-08-10,96568
2017-08-11,96568
2017-08-12,93760
2017-08-13,93760
2017-08-14,93760
2017-08-15,93760
2017-08-16,89665
2017-08-17,89665
2017-08-18,89665
2017-08-19,89665
2017-08-20,89761
2017-08-21,89761
2017-08-22,89761
2017-08-23,92792
2017-08-24,92792
2017-08-25,92792
2017-08-26,92792
2017-08-27,93327
2017-08-28,93327
2017-08-29,93327
2017-08-30,93327
2017-08-31,91663
2017-09-01,91663
2017-09-03,91663
2017-09-04,92604
2017-09-05,92604
2017-09-06,92604
2017-09-07,94169
2017-09-08,94169
2017-09-09,94169
2017-09-10,89516
2017-09-11,89516
2017-09-12,89516
2017-09-13,89516
2017-09-14,86508
2017-09-15,86508
2017-09-16,86508
2017-09-17,82588
2017-09-18,82588
2017-09-19,82588
2017-09-20,79396
2017-09-21,79396
2017-09-22,79396
2017-09-23,79396
2017-09-24,78104
2017-09-25,78104
2017-09-26,78104
2017-09-27,78104
2017-09-28,77486
2017-09-29,77486
2017-09-30,77486
2017-10-01,76667
2017-10-02,76667
2017-10-03,76667
2017-10-04,76667
2017-10-05,74660
2017-10-06,74660
2017-10-07,74660
2017-10-08,74172
2017-10-09,74172
2017-10-10,74172
2017-10-11,74172
2017-10-12,72751
2017-10-13,72751
2017-10-14,72751
2017-10-15,72829
2017-10-16,72829
2017-10-17,72829
2017-10-18,73122
2017-10-19,73122
2017-10-20,73122
2017-10-21,73122
2017-10-22,73583
2017-10-23,73583
2017-10-24,73583
2017-10-25,74339
2017-10-26,74339
2017-10-27,74339
2017-10-28,74339
2017-10-29,74284
2017-10-30,74284
2017-10-31,74284
2017-11-01,74284
2017-11-02,71831
2017-11-03,71831
2017-11-04,71831
2017-11-05,70671
2017-11-06,70671
2017-11-07,70671
2017-11-08,70671
2017-11-09,67743
2017-11-10,67743
2017-11-11,67743
2017-11-12,69418
2017-11-13,69418
2017-11-14,69418
2017-11-15,69418
2017-11-16,72018
2017-11-17,72018
2017-11-18,72018
2017-11-19,74248
2017-11-20,74248
2017-11-21,74248
2017-11-22,74248
2017-11-23,75774
2017-11-24,75774
2017-11-25,75774
2017-11-26,75774
2017-11-27,74345
2017-11-28,74345
2017-11-29,74345
2017-11-30,74345
2017-12-01,75216
2017-12-02,75216
2017-12-03,75216
2017-12-04,75216
2017-12-05,71489
2017-12-06,71489
2017-12-07,71489
2017-12-08,71489
2017-12-09,71851
2017-12-10,71851
2017-12-11,71851
2017-12-12,73510
2017-12-13,73510
2017-12-14,73510
2017-12-15,73510
2017-12-16,74838
2017-12-17,74838
2017-12-18,74838
2017-12-19,76537
2017-12-20,76537
2017-12-21,76537
2017-12-22,76991
2017-12-23,76991
2017-12-24,76991
2017-12-25,78670
2017-12-26,78670
2017-12-27,78670
2017-12-28,78869
2017-12-29,78869
2017-12-30,78869
2017-12-31,79728
2018-01-01,79728
2018-01-02,79728
2018-01-03,77246
2018-01-04,77246
2018-01-05,78473
2018-01-06,78473
2018-01-07,78473
2018-01-08,77773
2018-01-09,77773
2018-01-10,77773
2018-01-11,78480
2018-01-12,78480
2018-01-13,78480
2018-01-14,74556
2018-01-15,74556
2018-01-16,74556
2018-01-17,73476
2018-01-18,73476
2018-01-19,73476
2018-01-20,74528
2018-01-21,74528
2018-01-22,74528
2018-01-23,74615
2018-01-25,71248
2018-01-26,71248
2018-01-27,71752
2018-01-28,71752
2018-01-29,73986
2018-01-30,73986
2018-01-31,71350
2018-02-01,71350
2018-02-02,71350
2018-02-03,71932
2018-02-04,71932
2018-02-05,71331
2018-02-06,71331
2018-02-07,73154
2018-02-08,73154
2018-02-09,74261
2018-02-10,74261
2018-02-11,77870
2018-02-12,77870
2018-02-13,79530
2018-02-14,79530
2018-02-15,81726
2018-02-16,81726
2018-02-17,81474
2018-02-18,81474
2018-02-19,79364
2018-02-20,79364
2018-02-21,78033
2018-02-22,78033
2018-02-23,78436
2018-02-24,78436
2018-02-25,80629
2018-02-26,80629
2018-02-27,79937
2018-02-28,79937
2018-03-01,77836
2018-03-02,77836
2018-03-03,75588
2018-03-04,75588
2018-03-05,73291
2018-03-06,73291
2018-03-07,72538
2018-03-08,72538
2018-03-09,70335
2018-03-10,70335
2018-03-11,70929
2018-03-12,70929
2018-03-13,71657
2018-03-14,71657
2018-03-15,74692
2018-03-16,74692
2018-03-17,77992
2018-03-18,77992
2018-03-20,81689
2018-03-21,85756
2018-03-23,85756
2018-03-24,83818
2018-03-25,83818
2018-03-26,79649
2018-03-27,79649
2018-03-28,75666
2018-03-29,75666
2018-03-30,73600
2018-03-31,73600
2018-04-01,74609
2018-04-02,74609
2018-04-03,73644
2018-04-04,73644
2018-04-05,73644
2018-04-06,74307
2018-04-07,74307
2018-04-08,75905
2018-04-09,75905
2018-04-10,73541
2018-04-11,73541
2018-04-12,74780
2018-04-13,74780
2018-04-14,74780
2018-04-15,73135
2018-04-16,73135
2018-04-17,74806
2018-04-18,74806
2018-04-19,74806
2018-04-20,76806
2018-04-21,76806
2018-04-22,78235
2018-04-23,78235
2018-04-24,79007
2018-04-25,79007
2018-04-26,79007
2018-04-27,79609
2018-04-28,79609
2018-04-29,82975
2018-04-30,82975
2018-05-01,87078
2018-05-03,87078
2018-05-04,90717
2018-05-05,89070
2018-05-07,89070
2018-05-08,92189
2018-05-09,92189
2018-05-10,96724
2018-05-11,96724
2018-05-12,91910
2018-05-13,91910
2018-05-14,87314
2018-05-15,87314
2018-05-16,84641
2018-05-17,84641
2018-05-18,82217
2018-05-19,82217
2018-05-20,83254
2018-05-21,83254
2018-05-22,84436
2018-05-23,84436
2018-05-24,82224
2018-05-25,82224
2018-05-26,82052
2018-05-27,82052
2018-05-28,81664
2018-05-29,81664
2018-05-30,85072
2018-05-31,85072
2018-06-01,87612
2018-06-02,86154
2018-06-03,86154
2018-06-04,86154
2018-06-05,86950
2018-06-06,86950
2018-06-07,86950
2018-06-08,87971
2018-06-09,87971
2018-06-10,86708
2018-06-11,86708
2018-06-12,83298
2018-06-13,83298
2018-06-14,80485
2018-06-15,80485
2018-06-16,79086
2018-06-17,79086
2018-06-18,81658
2018-06-19,81658
2018-06-20,80836
2018-06-21,80836
2018-06-22,76861
2018-06-23,76861
2018-06-24,78227
2018-06-25,78227
2018-06-26,74751
2018-06-27,74751
2018-06-28,75051
2018-06-29,75051
2018-06-30,73676
2018-07-01,73676
2018-07-02,72859
2018-07-03,72859
2018-07-04,71450
2018-07-05,71450
2018-07-06,68573
2018-07-07,68573
2018-07-08,70718
2018-07-09,70718
2018-07-10,73517
2018-07-11,73517
2018-07-12,73517
2018-07-13,75429
2018-07-14,75429
2018-07-15,73768
2018-07-16,73768
2018-07-17,74494
2018-07-18,74494
2018-07-19,74034
2018-07-20,74034
2018-07-21,72730
2018-07-22,72730
2018-07-23,72676
2018-07-24,72676
2018-07-25,75320
2018-07-26,75320
2018-07-27,77429
2018-07-28,77429
2018-07-29,79957
2018-07-30,79957
2018-07-31,83292
2018-08-01,83292
2018-08-02,86283
2018-08-03,86283
2018-08-04,88123
2018-08-05,88123
2018-08-06,90279
2018-08-07,90279
2018-08-08,91595
2018-08-09,91595
2018-08-10,89489
2018-08-11,89489
2018-08-12,86315
2018-08-14,88531
2018-08-16,89666
2018-08-17,89666
2018-08-18,86535
2018-08-19,86535
2018-08-20,87722
2018-08-21,87722
2018-08-22,91163
2018-08-23,91163
2018-08-24,93883
2018-08-25,93883
2018-08-26,97177
2018-08-27,97177
2018-08-28,92503
2018-08-29,92503
2018-08-30,90921
2018-08-31,90921
2018-09-01,89198
2018-09-02,89198
2018-09-03,85762
2018-09-04,85762
2018-09-05,85212
2018-09-06,85212
2018-09-07,81697
2018-09-08,81442
2018-09-09,81442
2018-09-10,82591
2018-09-11,82591
2018-09-12,85658
2018-09-13,85658
2018-09-14,87325
2018-09-15,87325
2018-09-16,85280
2018-09-17,85280
2018-09-18,84626
2018-09-19,84626
2018-09-20,84186
2018-09-21,84186
2018-09-22,82936
2018-09-23,82936
2018-09-24,86000
2018-09-25,86000
2018-09-26,86108
2018-09-27,86108
2018-09-28,82989
2018-09-29,82989
2018-09-30,82304
2018-10-01,82304
2018-10-02,81686
2018-10-03,79822
2018-10-04,79822
2018-10-05,79822
2018-10-06,78433
2018-10-07,78433
2018-10-08,77138
2018-10-09,77138
2018-10-10,73953
2018-10-11,73953
2018-10-12,74505
2018-10-13,74505
2018-10-14,76413
2018-10-15,76413
2018-10-16,76911
2018-10-17,76911
2018-10-18,77751
2018-10-19,77751
2018-10-20,74035
2018-10-21,74035
2018-10-22,73394
2018-10-23,73394
2018-10-24,71999
2018-10-25,71999
2018-10-26,72379
2018-10-27,72379
2018-10-28,75213
2018-10-29,75213
2018-10-30,78603
2018-10-31,81727
2018-11-01,81727
2018-11-03,77607
2018-11-04,77607
2018-11-05,74244
2018-11-06,71198
2018-11-07,71198
2018-11-08,71550
2018-11-09,71550
2018-11-10,69539
2018-11-11,69539
2018-11-12,72831
2018-11-13,74060
2018-11-14,74060
2018-11-15,72262
2018-11-16,70632
2018-11-17,70632
2018-11-18,67128
2018-11-19,67128
2018-11-20,67861
2018-11-21,67861
2018-11-22,70129
2018-11-23,70129
2018-11-24,67726
2018-11-25,65396
2018-11-26,65396
2018-11-27,65186
2018-11-28,66694
2018-11-29,64714
2018-12-01,66017
2018-12-02,65924
2018-12-03,65924
2018-12-04,65957
2018-12-05,68057
2018-12-07,70721
2018-12-09,73651
2018-12-10,72470
2018-12-11,72470
2018-12-12,71108
2018-12-13,67552
2018-12-14,67552
2018-12-15,64962
2018-12-16,66436
2018-12-17,66436
2018-12-18,68519
2018-12-19,68519
2018-12-20,70528
2018-12-21,70935
2018-12-22,70935
2018-12-23,73694
2018-12-24,70605
2018-12-25,70605
2018-12-26,70441
2018-12-27,69074
2018-12-28,69074
2018-12-29,72360
2018-12-30,72360
2018-12-31,72713
2019-01-01,72713
2019-01-02,72687
2019-01-03,69776
2019-01-04,69776
2019-01-05,70453
2019-01-06,73146
2019-01-08,70738
2019-01-10,69179
2019-01-11,69179
2019-01-12,67724
2019-01-13,68318
2019-01-14,68464
2019-01-15,66468
2019-01-16,66468
2019-01-17,66609
2019-01-18,66609
2019-01-19,65282
2019-01-20,65097
2019-01-21,65097
2019-01-22,67823
2019-01-23,66069
2019-01-24,66069
2019-01-25,65955
2019-01-26,68916
2019-01-27,70457
2019-01-28,72048
2019-01-29,69671
2019-01-30,71392
2019-01-31,71392
2019-02-01,70151
2019-02-02,70151
2019-02-03,71680
2019-02-04,71680
2019-02-05,75124
2019-02-06,75124
2019-02-07,77368
2019-02-08,73499
2019-02-09,71693
2019-02-10,71926
2019-02-11,69832
2019-02-12,69832
2019-02-13,66589
2019-02-14,66589
2019-02-15,67461
2019-02-16,69083
2019-02-17,72423
2019-02-18,75898
2019-02-19,75898
2019-02-20,76398
2019-02-21,74109
2019-02-22,74109
2019-02-23,72912
2019-02-24,72842
2019-02-25,71304
2019-02-26,71304
2019-02-27,69694
2019-02-28,69694
2019-03-01,69212
2019-03-02,71145
2019-03-03,72163
2019-03-04,69709
2019-03-05,71580
2019-03-06,71784
2019-03-07,71784
2019-03-08,71866
2019-03-09,71866
2019-03-10,72516
2019-03-11,72516
2019-03-12,72037
2019-03-13,72037
2019-03-14,70256
2019-03-15,70256
2019-03-16,73530
2019-03-17,76174
2019-03-18,76174
2019-03-19,76739
2019-03-20,77760
2019-03-21,81259
2019-03-22,81259
2019-03-23,83901
2019-03-24,84572
2019-03-25,84572
2019-03-26,81084
