date_obj,Arcane%20prayer%20scroll price
2017-10-22,11616798
2017-10-23,11677476
2017-10-24,11583574
2017-10-25,11489689
2017-10-26,11783039
2017-10-27,12299058
2017-10-28,12737997
2017-10-29,12308291
2017-10-30,12044293
2017-10-31,11970928
2017-11-01,11644639
2017-11-02,11579411
2017-11-03,11592478
2017-11-04,11459942
2017-11-05,11423806
2017-11-06,11436128
2017-11-07,11214183
2017-11-08,11079421
2017-11-09,10912437
2017-11-10,10895487
2017-11-11,10956973
2017-11-12,11031247
2017-11-13,10966670
2017-11-14,10701929
2017-11-15,10523335
2017-11-16,10301106
2017-11-17,10566076
2017-11-18,10556547
2017-11-19,10447062
2017-11-20,10689520
2017-11-21,10829192
2017-11-22,10969162
2017-11-23,11109038
2017-11-24,11544810
2017-11-25,12122051
2017-11-26,12728154
2017-11-27,13364562
2017-11-28,13588983
2017-11-29,14122978
2017-11-30,14829127
2017-12-01,15457897
2017-12-02,15303095
2017-12-03,14780552
2017-12-04,14358754
2017-12-05,13660465
2017-12-06,12978580
2017-12-07,12914994
2017-12-08,13110030
2017-12-09,13519439
2017-12-10,14169943
2017-12-11,14067149
2017-12-12,13484218
2017-12-13,13027157
2017-12-14,13256283
2017-12-15,12675793
2017-12-16,12126200
2017-12-17,11865336
2017-12-18,11928373
2017-12-19,12250477
2017-12-20,12100762
2017-12-21,12089734
2017-12-22,12127963
2017-12-23,12367622
2017-12-24,12576754
2017-12-25,12847065
2017-12-26,13318796
2017-12-27,13820304
2017-12-28,13561656
2017-12-29,13436017
2017-12-30,13151480
2017-12-31,13102520
2018-01-01,12742634
2018-01-02,12178936
2018-01-03,12230862
2018-01-04,12757097
2018-01-05,13134391
2018-01-06,13016539
2018-01-07,12712243
2018-01-08,12419428
2018-01-09,12536118
2018-01-10,12875824
2018-01-11,12784192
2018-01-12,12533029
2018-01-13,12322802
2018-01-14,12121144
2018-01-15,12151476
2018-01-16,12028301
2018-01-17,11937004
2018-01-18,11692005
2018-01-19,11519083
2018-01-20,11334939
2018-01-21,11071762
2018-01-22,11092611
2018-01-23,11316332
2018-01-24,11374004
2018-01-25,11268272
2018-01-26,11160000
2018-01-27,11051861
2018-01-29,10613165
2018-01-30,10969880
2018-01-31,10897222
2018-02-01,10823864
2018-02-02,10701048
2018-02-03,10522871
2018-02-04,10510602
2018-02-05,10361986
2018-02-06,10567516
2018-02-07,10587285
2018-02-08,10554834
2018-02-09,10501270
2018-02-10,10512625
2018-02-11,10496943
2018-02-12,10504011
2018-02-13,11018914
2018-02-14,11285555
2018-02-15,10777045
2018-02-16,10617728
2018-02-17,10562525
2018-02-18,10775949
2018-02-19,10874864
2018-02-20,11013148
2018-02-21,11198373
2018-02-22,11055270
2018-02-23,11093465
2018-02-24,11176942
2018-02-25,11027664
2018-02-26,10928432
2018-02-27,10897178
2018-02-28,10896293
2018-03-01,10979690
2018-03-02,10951269
2018-03-03,11112696
2018-03-04,11095815
2018-03-05,11055814
2018-03-06,11027404
2018-03-07,11491187
2018-03-08,12065747
2018-03-09,11858527
2018-03-10,11432764
2018-03-11,11238977
2018-03-12,11022277
2018-03-13,10741987
2018-03-14,10566568
2018-03-15,10582782
2018-03-16,10610577
2018-03-17,10628921
2018-03-18,10676167
2018-03-20,10669736
2018-03-22,10461836
2018-03-23,10422292
2018-03-24,10332891
2018-03-25,10255071
2018-03-26,10135243
2018-03-27,10015936
2018-03-28,9998636
2018-03-29,9946993
2018-03-30,9800881
2018-03-31,9681435
2018-04-01,9561079
2018-04-02,9276952
2018-04-03,8949990
2018-04-04,8683802
2018-04-05,8621664
2018-04-06,8664165
2018-04-07,8732308
2018-04-08,9123872
2018-04-09,8982945
2018-04-10,8774841
2018-04-11,8565167
2018-04-12,8465090
2018-04-13,8348815
2018-04-14,8448330
2018-04-15,8346840
2018-04-16,8276396
2018-04-17,8187917
2018-04-18,8261282
2018-04-19,8317978
2018-04-20,8275499
2018-04-21,8240280
2018-04-22,8241661
2018-04-23,8206158
2018-04-24,8014354
2018-04-25,7794399
2018-04-26,7485181
2018-04-27,7386083
2018-04-28,7316330
2018-04-29,7557024
2018-04-30,7632243
2018-05-01,7643567
2018-05-02,7575873
2018-05-03,7513168
2018-05-04,7430974
2018-05-05,7194430
2018-05-06,7132246
2018-05-07,7041204
2018-05-08,6958472
2018-05-09,6731342
2018-05-10,6605810
2018-05-11,6870442
2018-05-12,7169422
2018-05-13,7239506
2018-05-14,7510710
2018-05-15,7808717
2018-05-16,7965632
2018-05-17,8239404
2018-05-18,8141899
2018-05-19,8178793
2018-05-20,8213345
2018-05-21,8080089
2018-05-22,8142287
2018-05-23,8193743
2018-05-24,8187996
2018-05-25,8250141
2018-05-26,8254745
2018-05-27,8249995
2018-05-28,8385605
2018-05-29,8312559
2018-05-30,8299005
2018-05-31,8145133
2018-06-01,8108393
2018-06-02,8216612
2018-06-03,8209532
2018-06-04,8211717
2018-06-05,8165081
2018-06-06,7980093
2018-06-07,7581088
2018-06-08,7202033
2018-06-09,6841931
2018-06-10,6517083
2018-06-11,6293451
2018-06-12,6320801
2018-06-13,6371011
2018-06-14,6350280
2018-06-15,6389657
2018-06-16,6414770
2018-06-17,6397581
2018-06-18,6246087
2018-06-19,6174085
2018-06-20,6183342
2018-06-21,6225365
2018-06-22,6281428
2018-06-23,6373841
2018-06-24,6579980
2018-06-25,6674386
2018-06-26,6667346
2018-06-27,6668392
2018-06-28,6636283
2018-06-29,6598633
2018-06-30,6423286
2018-07-01,6375532
2018-07-02,6602789
2018-07-03,6931145
2018-07-04,7107442
2018-07-05,7459861
2018-07-06,7832517
2018-07-07,8179764
2018-07-08,8478050
2018-07-09,8486235
2018-07-10,8339458
2018-07-11,8352428
2018-07-12,8316804
2018-07-13,8287323
2018-07-14,8154203
2018-07-15,8132991
2018-07-16,8171361
2018-07-17,8327619
2018-07-18,8430378
2018-07-19,8383332
2018-07-20,8392644
2018-07-21,8430423
2018-07-22,8797094
2018-07-23,8937943
2018-07-24,8831644
2018-07-25,8752788
2018-07-26,8618073
2018-07-27,8571842
2018-07-28,8649872
2018-07-29,8526253
2018-07-30,8474234
2018-07-31,8415308
2018-08-01,8404552
2018-08-02,8361884
2018-08-03,8425707
2018-08-04,8739213
2018-08-05,8796880
2018-08-06,8708136
2018-08-07,9048790
2018-08-08,9282336
2018-08-09,9154340
2018-08-10,9184688
2018-08-11,9074704
2018-08-12,8952098
2018-08-14,8937334
2018-08-16,8764804
2018-08-17,8922437
2018-08-18,8992725
2018-08-19,8923288
2018-08-20,8993299
2018-08-21,9009211
2018-08-22,9338892
2018-08-23,9746103
2018-08-24,10071842
2018-08-25,10040389
2018-08-26,9736309
2018-08-27,9568929
2018-08-28,9438096
2018-08-29,9373328
2018-08-30,9500903
2018-08-31,9412142
2018-09-01,9320499
2018-09-02,9182831
2018-09-03,9110197
2018-09-04,9096059
2018-09-05,9015275
2018-09-06,8969516
2018-09-07,9005894
2018-09-08,9091010
2018-09-09,9159374
2018-09-10,9172847
2018-09-11,9161442
2018-09-12,9123936
2018-09-13,9161321
2018-09-14,9178302
2018-09-15,9327622
2018-09-16,9490322
2018-09-17,9315277
2018-09-18,9183348
2018-09-19,9131594
2018-09-20,9085333
2018-09-21,9043187
2018-09-22,8917304
2018-09-23,8864675
2018-09-24,8678261
2018-09-25,8382351
2018-09-26,8152955
2018-09-27,7932969
2018-09-28,7807032
2018-09-29,7701022
2018-09-30,7544568
2018-10-02,7604925
2018-10-03,7897764
2018-10-04,8082826
2018-10-05,8159160
2018-10-06,8118675
2018-10-07,8073221
2018-10-08,8051477
2018-10-09,7957106
2018-10-10,7878522
2018-10-11,7774410
2018-10-12,7477234
2018-10-13,7314879
2018-10-14,7258445
2018-10-15,7163179
2018-10-16,7088426
2018-10-17,7054554
2018-10-18,6956074
2018-10-19,6955256
2018-10-20,6983272
2018-10-21,7008006
2018-10-22,7058076
2018-10-23,7165772
2018-10-24,7136076
2018-10-25,7008398
2018-10-26,6990757
2018-10-27,7008235
2018-10-28,7116085
2018-10-29,7083981
2018-10-30,7042745
2018-10-31,7131918
2018-11-01,7106811
2018-11-03,7302573
2018-11-04,7168327
2018-11-05,6994720
2018-11-06,7028114
2018-11-07,7065520
2018-11-08,7083500
2018-11-09,7096133
2018-11-10,7115270
2018-11-11,7057358
2018-11-12,6937088
2018-11-13,6851195
2018-11-14,6738696
2018-11-15,6637028
2018-11-16,6614591
2018-11-17,6500054
2018-11-18,6418963
2018-11-19,6296203
2018-11-20,6074126
2018-11-21,5808947
2018-11-22,5580203
2018-11-23,5524137
2018-11-24,5570127
2018-11-25,5829272
2018-11-26,6116100
2018-11-27,6254000
2018-11-28,6257849
2018-11-29,6343158
2018-12-01,6291318
2018-12-02,6170234
2018-12-03,6151101
2018-12-04,6088924
2018-12-05,6155607
2018-12-07,6327899
2018-12-09,6414307
2018-12-10,6469309
2018-12-11,6392370
2018-12-12,6377443
2018-12-13,6361241
2018-12-14,6451505
2018-12-15,6490398
2018-12-16,6467616
2018-12-17,6439904
2018-12-18,6394369
2018-12-19,6391368
2018-12-20,6421982
2018-12-21,6416515
2018-12-22,6535492
2018-12-23,6523703
2018-12-24,6547531
2018-12-25,6670127
2018-12-26,6749921
2018-12-27,6719612
2018-12-28,6618185
2018-12-29,6491407
2018-12-30,6399606
2018-12-31,6361007
2019-01-01,6417316
2019-01-02,6367599
2019-01-03,6394842
2019-01-04,6403072
2019-01-05,6378008
2019-01-06,6448647
2019-01-08,6600763
2019-01-10,6635337
2019-01-11,6822285
2019-01-12,6881276
2019-01-13,7138945
2019-01-14,7000534
2019-01-15,6899320
2019-01-16,6893067
2019-01-17,6938250
2019-01-18,6897357
2019-01-19,6739002
2019-01-20,6664365
2019-01-21,6628798
2019-01-22,6636494
2019-01-23,6673865
2019-01-24,6706587
2019-01-25,6767727
2019-01-26,6770427
2019-01-27,6649591
2019-01-28,6600290
2019-01-29,6556825
2019-01-30,6511803
2019-01-31,6444816
2019-02-01,6385661
2019-02-02,6324395
2019-02-03,6214738
2019-02-04,6133239
2019-02-05,6105328
2019-02-06,6062274
2019-02-07,6057235
2019-02-08,6033888
2019-02-09,5982001
2019-02-10,5875123
2019-02-11,5765811
2019-02-12,5663790
2019-02-13,5546908
2019-02-14,5363707
2019-02-15,5435083
2019-02-16,5471049
2019-02-17,5639450
2019-02-18,5638108
2019-02-19,5671108
2019-02-20,5621296
2019-02-21,5587976
2019-02-22,5535104
2019-02-23,5368726
2019-02-24,5327929
2019-02-25,5185417
2019-02-26,5112281
2019-02-27,5114834
2019-02-28,5104784
2019-03-01,5160751
2019-03-02,5194033
2019-03-03,5169776
2019-03-04,5218087
2019-03-05,5184921
2019-03-06,5168088
2019-03-07,5166089
2019-03-08,5135246
2019-03-09,5104309
2019-03-10,5030397
2019-03-11,4904963
2019-03-12,4850971
2019-03-13,4813875
2019-03-14,4680070
2019-03-15,4599916
2019-03-16,4406640
2019-03-17,4252336
2019-03-18,4115217
2019-03-19,4174575
2019-03-20,4229072
2019-03-21,4221597
2019-03-22,4269617
2019-03-23,4321043
2019-03-24,4209261
2019-03-25,4151686
2019-03-26,4098211
2019-03-27,4035754
2019-03-28,3968252
2019-03-29,3907798
2019-03-30,4006090
2019-03-31,4091891
2019-04-01,4169387
2019-04-02,4292318
2019-04-03,4303832
2019-04-04,4333176
2019-04-05,4349820
2019-04-06,4482373
2019-04-07,4687926
2019-04-08,4822970
2019-04-09,4842079
2019-04-10,4921299
2019-04-11,4926562
2019-04-12,4882933
2019-04-13,4807555
2019-04-14,4634579
2019-04-15,4488218
2019-04-16,4397240
2019-04-17,4364611
2019-04-18,4298872
2019-04-19,4276117
2019-04-20,4325091
2019-04-21,4422270
2019-04-22,4489443
2019-04-23,4549323
2019-04-24,4525568
2019-04-25,4464653
2019-04-26,4401176
2019-04-27,4434504
2019-04-28,4552850
2019-04-29,4576732
2019-04-30,4507821
2019-05-01,4633845
2019-05-02,4650250
2019-05-03,4652050
2019-05-04,4650890
2019-05-05,4597632
2019-05-06,4535658
2019-05-07,4487812
2019-05-08,4521175
2019-05-09,4571145
2019-05-10,4533081
2019-05-11,4465237
2019-05-12,4443523
2019-05-13,4431407
2019-05-14,4395448
2019-05-15,4354925
2019-05-16,4324093
2019-05-17,4370329
2019-05-18,4412048
2019-05-19,4366430
2019-05-20,4283917
2019-05-21,4270297
2019-05-22,4329903
2019-05-23,4536998
2019-05-24,4689674
2019-05-25,4895962
2019-05-26,5074010
2019-05-27,5212959
2019-05-28,5292570
2019-05-29,5220409
2019-05-30,5116541
2019-05-31,5038483
2019-06-01,4955572
2019-06-02,4910684
2019-06-03,4788911
2019-06-04,4792287
2019-06-05,4724162
2019-06-06,4653730
2019-06-07,4512566
2019-06-08,4502056
2019-06-09,4694017
2019-06-10,4584714
2019-06-11,4475112
2019-06-12,4374616
2019-06-13,4329674
2019-06-14,4284636
2019-06-15,4288758
2019-06-16,4192423
2019-06-17,4259480
2019-06-18,4270714
2019-06-19,4191125
2019-06-20,4096939
2019-06-21,4064811
2019-06-22,4051295
2019-06-23,4129644
2019-06-24,4251917
2019-06-25,4457091
2019-06-26,4650845
2019-06-27,4717655
2019-06-28,4788183
2019-06-29,4815139
2019-06-30,4926166
2019-07-01,4932332
2019-07-02,4891206
2019-07-03,4747428
2019-07-04,4586086
2019-07-05,4640748
2019-07-06,4655269
2019-07-07,4670156
2019-07-08,4554266
2019-07-09,4528884
2019-07-10,4520692
2019-07-11,4513958
2019-07-12,4478290
2019-07-13,4510648
2019-07-14,4548354
2019-07-15,4622254
2019-07-16,4629989
2019-07-17,4576997
2019-07-18,4568767
2019-07-19,4523812
2019-07-20,4495113
2019-07-21,4423486
2019-07-22,4396968
2019-07-23,4370764
2019-07-24,4322593
2019-07-25,4345823
2019-07-26,4540397
2019-07-27,4767417
2019-07-28,5005788
2019-07-29,5256078
2019-07-30,5518882
2019-07-31,5788273
2019-08-01,5824209
2019-08-02,5782539
2019-08-03,5826729
2019-08-04,6103880
2019-08-05,6173626
2019-08-06,6064932
2019-08-07,5845320
2019-08-08,5553226
2019-08-09,5319497
2019-08-10,5205868
2019-08-11,5150512
2019-08-12,5051175
2019-08-13,4901835
2019-08-14,4823900
2019-08-15,4701783
2019-08-16,4544667
2019-08-17,4505420
2019-08-18,4453986
2019-08-19,4369036
2019-08-20,4300595
2019-08-21,4253550
2019-08-22,4300912
2019-08-23,4292288
2019-08-24,4364178
2019-08-24,4364178
2019-08-25,4551840
2019-08-25,4551840
2019-08-26,4572996
2019-08-27,4666371
2019-08-27,4666371
2019-08-28,4668853
2019-08-29,4671205
2019-08-30,4666456
2019-08-31,4822732
2019-09-01,4767720
2019-09-02,4572565
2019-09-03,4711783
2019-09-04,4698314
2019-09-05,4663807
2019-09-06,4590641
2019-09-07,4415841
2019-09-08,4353776
2019-09-09,4353462
2019-09-10,4385174
2019-09-11,4417953
2019-09-12,4393426
2019-09-13,4381599
2019-09-14,4365090
2019-09-15,4325473
2019-09-16,4278087
2019-09-17,4241208
2019-09-18,4177323
2019-09-19,4196546
2019-09-20,4129064
2019-09-21,4179246
2019-09-22,4165320
2019-09-23,4207582
2019-09-24,4285397
2019-09-25,4279121
2019-09-26,4305358
2019-09-27,4382526
2019-09-28,4341975
2019-09-29,4406802
2019-09-30,4395092
2019-10-01,4415598
2019-10-02,4527655
2019-10-03,4663047
2019-10-04,4640067
2019-10-05,4552846
2019-10-06,4436700
2019-10-07,4423730
2019-10-08,4381932
2019-10-09,4385063
2019-10-10,4361359
2019-10-11,4341246
2019-10-12,4249282
2019-10-13,4193487
2019-10-14,4289348
2019-10-15,4465007
2019-10-16,4560933
2019-10-17,4705702
2019-10-18,4808211
2019-10-19,4770213
2019-10-20,4682670
2019-10-21,4663446
2019-10-22,4643952
2019-10-23,4570951
2019-10-24,4528579
2019-10-25,4485932
2019-10-26,4357281
2019-10-27,4256996
2019-10-28,4254443
2019-10-29,4201864
2019-10-30,4228249
2019-10-31,4207667
2019-11-01,4077691
2019-11-02,3907581
2019-11-03,3912703
2019-11-04,3953516
2019-11-05,3958318
2019-11-06,4064631
2019-11-07,4049983
2019-11-08,4028307
2019-11-09,3984910
2019-11-10,3921423
2019-11-11,3891973
2019-11-12,3893488
2019-11-13,3863185
2019-11-14,3879115
2019-11-15,3867844
2019-11-16,3857915
2019-11-17,3851391
2019-11-18,3860281
2019-11-19,3854892
2019-11-20,3861289
2019-11-21,3848753
2019-11-22,3820156
2019-11-23,3741632
2019-11-24,3713589
2019-11-25,3626106
2019-11-26,3547782
2019-11-27,3526743
2019-11-28,3545392
2019-11-29,3548109
2019-11-30,3529074
2019-12-01,3529191
2019-12-02,3533660
2019-12-03,3539304
2019-12-04,3574695
2019-12-05,3549526
2019-12-06,3437035
2019-12-07,3270047
2019-12-08,3188763
2019-12-09,3184961
2019-12-10,3093230
2019-12-11,3102131
2019-12-12,3073015
2019-12-13,3019657
2019-12-14,2877224
2019-12-15,2786125
2019-12-16,2807632
2019-12-17,2864066
2019-12-18,2836094
2019-12-19,2805951
2019-12-20,2730735
2019-12-21,2739493
2019-12-22,2763184
2019-12-23,2900398
2019-12-24,2916144
2019-12-25,2917823
2019-12-26,2926927
2019-12-27,2883747
2019-12-28,2890078
2019-12-29,2888361
2019-12-30,2909754
2019-12-31,2968572
2020-01-01,3010327
2020-01-02,2946496
2020-01-03,2908746
2020-01-04,2927287
2020-01-05,2901815
2020-01-06,2912649
2020-01-07,2895749
2020-01-08,2912791
2020-01-09,2962424
2020-01-10,2957042
2020-01-11,3021182
2020-01-12,3054128
2020-01-13,3060440
2020-01-14,3032242
2020-01-15,3040626
2020-01-16,3038293
2020-01-17,3038565
2020-01-18,3016048
2020-01-19,3022231
2020-01-20,3019646
2020-01-21,3029189
2020-01-22,3007722
2020-01-23,2945540
2020-01-24,2886569
2020-01-25,2854432
2020-01-26,2861772
2020-01-27,2842742
2020-01-28,2886014
2020-01-29,2856234
2020-01-30,2873859
2020-01-31,2875319
2020-02-01,2890189
2020-02-02,2898340
2020-02-03,2916907
2020-02-04,2899709
2020-02-05,2916609
2020-02-06,2887285
2020-02-07,2893533
2020-02-08,2913997
2020-02-09,2902949
2020-02-10,2868088
2020-02-11,2805250
2020-02-12,2792812
2020-02-13,2733282
2020-02-14,2788893
2020-02-15,2792493
2020-02-16,2819248
2020-02-17,2833532
2020-02-18,2864480
2020-02-19,2843415
2020-02-20,2869239
2020-02-21,2867537
2020-02-22,2869080
2020-02-23,2849075
2020-02-24,2836682
2020-02-25,2839947
2020-02-26,2811825
2020-02-27,2800150
2020-02-28,2815645
2020-02-29,2775001
2020-03-01,2763548
2020-03-02,2774256
2020-03-03,2770252
2020-03-04,2756056
2020-03-05,2730957
2020-03-06,2680489
2020-03-07,2645031
2020-03-08,2578480
2020-03-09,2552561
2020-03-10,2529354
2020-03-11,2493086
2020-03-12,2377247
2020-03-13,2305084
2020-03-14,2277570
2020-03-15,2336572
2020-03-16,2354105
2020-03-17,2345658
2020-03-18,2436580
2020-03-19,2514839
2020-03-20,2604048
2020-03-21,2650912
2020-03-22,2671931
2020-03-23,2690380
2020-03-24,2746964
2020-03-25,2789712
2020-03-26,2821715
2020-03-27,2832911
2020-03-28,2872453
2020-03-29,2909835
2020-03-30,2969987
2020-03-31,3015907
2020-04-01,3018955
2020-04-02,3021057
2020-04-03,3046861
2020-04-04,3069771
2020-04-05,3038665
2020-04-06,3066051
2020-04-07,3031911
2020-04-08,3073923
2020-04-09,3071897
2020-04-10,3161014
2020-04-11,3212640
2020-04-12,3158924
2020-04-13,3171544
2020-04-14,3186081
2020-04-15,3248959
2020-04-16,3283844
2020-04-17,3270743
2020-04-18,3287717
2020-04-19,3299176
2020-04-20,3323384
2020-04-21,3292044
2020-04-22,3330067
2020-04-23,3331804
2020-04-24,3311676
2020-04-25,3265038
2020-04-26,3245370
2020-04-27,3181226
2020-04-28,3119432
2020-04-29,3057750
2020-04-30,3021240
2020-05-01,2987329
2020-05-02,2928488
2020-05-03,2885603
2020-05-04,2879216
2020-05-05,2926275
2020-05-06,3040285
2020-05-07,3164556
2020-05-08,3229383
2020-05-09,3250229
2020-05-10,3276858
2020-05-11,3288116
2020-05-12,3310315
2020-05-13,3305040
