date_obj,Magpie%20impling%20jar price
2015-07-29,13636
2015-07-30,13636
2015-07-31,13636
2015-08-01,13636
2015-08-02,13923
2015-08-03,13923
2015-08-04,13923
2015-08-05,13923
2015-08-06,13923
2015-08-07,13923
2015-08-08,13923
2015-08-09,13923
2015-08-10,13923
2015-08-11,13923
2015-08-12,13923
2015-08-13,13923
2015-08-14,14374
2015-08-15,14374
2015-08-16,14374
2015-08-17,14374
2015-08-18,14374
2015-08-19,14374
2015-08-20,14374
2015-08-21,14374
2015-08-22,14374
2015-08-23,14374
2015-08-24,14374
2015-08-25,14374
2015-08-26,14881
2015-08-27,14881
2015-08-28,14881
2015-08-29,14881
2015-08-30,14881
2015-08-31,14881
2015-09-01,14881
2015-09-02,14881
2015-09-03,14881
2015-09-04,14881
2015-09-05,14881
2015-09-06,14596
2015-09-07,14596
2015-09-08,14596
2015-09-09,14596
2015-09-10,14596
2015-09-11,14596
2015-09-12,14596
2015-09-13,14596
2015-09-14,14596
2015-09-15,14596
2015-09-16,14596
2015-09-17,14597
2015-09-18,14597
2015-09-19,14597
2015-09-20,14597
2015-09-21,14597
2015-09-22,14597
2015-09-23,14597
2015-09-24,14597
2015-09-25,14597
2015-09-27,14597
2015-09-28,14597
2015-09-29,14597
2015-09-30,14652
2015-10-05,14652
2015-10-06,14652
2015-10-07,14652
2015-10-08,14652
2015-10-09,14652
2015-10-10,14652
2015-10-11,14652
2015-10-12,14652
2015-10-13,14736
2015-10-14,14736
2015-10-15,14736
2015-10-16,14736
2015-10-17,14736
2015-10-18,14736
2015-10-19,14736
2015-10-20,14736
2015-10-22,14736
2015-10-23,14736
2015-10-24,14736
2015-10-25,14821
2015-10-26,14821
2015-10-27,14821
2015-10-29,14821
2015-10-30,14821
2015-10-31,14821
2015-11-01,14821
2015-11-02,14821
2015-11-03,14821
2015-11-04,14821
2015-11-05,14821
2015-11-06,14821
2015-11-07,15269
2015-11-08,15269
2015-11-09,15269
2015-11-10,15269
2015-11-11,15269
2015-11-12,15269
2015-11-13,15269
2015-11-14,15269
2015-11-15,15269
2015-11-16,15269
2015-11-17,15269
2015-11-18,15269
2015-11-19,15269
2015-11-20,15601
2015-11-21,15601
2015-11-22,15601
2015-11-23,15601
2015-11-24,15601
2015-11-25,15601
2015-11-26,15601
2015-11-27,15601
2015-11-28,15601
2015-11-29,15601
2015-11-30,15601
2015-12-01,15601
2015-12-02,15855
2015-12-03,15855
2015-12-04,15855
2015-12-05,15855
2015-12-06,15855
2015-12-07,15855
2015-12-08,15855
2015-12-09,15855
2015-12-10,15855
2015-12-11,15855
2015-12-12,15855
2015-12-13,15855
2015-12-14,16172
2015-12-15,16172
2015-12-16,16172
2015-12-17,16172
2015-12-18,16172
2015-12-19,16172
2015-12-20,16172
2015-12-21,16172
2015-12-22,16172
2015-12-23,16172
2015-12-24,16172
2015-12-25,16568
2015-12-26,16568
2015-12-27,16568
2015-12-28,16568
2015-12-29,16568
2015-12-30,16568
2015-12-31,16568
2016-01-01,16568
2016-01-02,16568
2016-01-03,16568
2016-01-04,16922
2016-01-05,16922
2016-01-06,16922
2016-01-07,16922
2016-01-08,16922
2016-01-09,16922
2016-01-10,16922
2016-01-11,16922
2016-01-12,16922
2016-01-13,16922
2016-01-14,16922
2016-01-15,17062
2016-01-16,17062
2016-01-17,17062
2016-01-18,17062
2016-01-19,17062
2016-01-20,17062
2016-01-21,17062
2016-01-22,17062
2016-01-23,17062
2016-01-24,17062
2016-01-25,17062
2016-01-26,17137
2016-01-27,17137
2016-01-28,17137
2016-01-29,17137
2016-01-30,17137
2016-01-31,17137
2016-02-01,17137
2016-02-02,17137
2016-02-03,17137
2016-02-04,17137
2016-02-05,17137
2016-02-06,16908
2016-02-07,16908
2016-02-08,16908
2016-02-09,16908
2016-02-10,16908
2016-02-11,16908
2016-02-12,16908
2016-02-13,16908
2016-02-14,16908
2016-02-15,16908
2016-02-16,16908
2016-02-17,16939
2016-02-18,16939
2016-02-19,16939
2016-02-20,16939
2016-02-21,16939
2016-02-22,16939
2016-02-23,16939
2016-02-24,16939
2016-02-25,16939
2016-02-26,16939
2016-02-27,16939
2016-02-28,17011
2016-02-29,17011
2016-03-01,17011
2016-03-02,17011
2016-03-03,17011
2016-03-04,17011
2016-03-05,17011
2016-03-06,17011
2016-03-07,17011
2016-03-08,17011
2016-03-09,17011
2016-03-10,17013
2016-03-11,17013
2016-03-12,17013
2016-03-13,17013
2016-03-14,17013
2016-03-15,17013
2016-03-16,17013
2016-03-17,17013
2016-03-18,17013
2016-03-19,16959
2016-03-20,16959
2016-03-21,16959
2016-03-22,16959
2016-03-23,16959
2016-03-24,16959
2016-03-25,16959
2016-03-26,16959
2016-03-27,16959
2016-03-28,17286
2016-03-29,17286
2016-03-30,17286
2016-03-31,17286
2016-04-01,17286
2016-04-02,17286
2016-04-03,17286
2016-04-04,17286
2016-04-05,17286
2016-04-06,17856
2016-04-07,17856
2016-04-08,17856
2016-04-09,17856
2016-04-10,17856
2016-04-11,17856
2016-04-12,17856
2016-04-13,17856
2016-04-14,18053
2016-04-15,18053
2016-04-16,18053
2016-04-17,18053
2016-04-18,18053
2016-04-19,18053
2016-04-20,18236
2016-04-21,19093
2016-04-22,19093
2016-04-23,19842
2016-04-24,19842
2016-04-25,20767
2016-04-26,20767
2016-04-27,21714
2016-04-28,21714
2016-04-29,21714
2016-04-30,22398
2016-05-01,22398
2016-05-02,22398
2016-05-03,22687
2016-05-04,22687
2016-05-05,22687
2016-05-06,22687
2016-05-07,22099
2016-05-08,22099
2016-05-09,22099
2016-05-10,22099
2016-05-11,22099
2016-05-12,21193
2016-05-13,21193
2016-05-14,21193
2016-05-15,21193
2016-05-16,20286
2016-05-17,20286
2016-05-18,20286
2016-05-19,20286
2016-05-22,20109
2016-05-23,20109
2016-05-24,20109
2016-05-25,20401
2016-05-26,20401
2016-05-27,20401
2016-05-28,20401
2016-05-29,20401
2016-05-30,20401
2016-05-31,19516
2016-06-01,19516
2016-06-02,19516
2016-06-03,19516
2016-06-04,19516
2016-06-05,19623
2016-06-06,19623
2016-06-07,19623
2016-06-08,19623
2016-06-09,19623
2016-06-10,19567
2016-06-11,19567
2016-06-12,19567
2016-06-13,19567
2016-06-14,19567
2016-06-15,19290
2016-06-16,19290
2016-06-17,19290
2016-06-18,18923
2016-06-19,18923
2016-06-20,18923
2016-06-21,19086
2016-06-22,19086
2016-06-23,19086
2016-06-24,19086
2016-06-25,19165
2016-06-26,19165
2016-06-27,19165
2016-06-28,19165
2016-06-29,19165
2016-06-30,19794
2016-07-01,19794
2016-07-02,19794
2016-07-03,19794
2016-07-04,19981
2016-07-05,19981
2016-07-06,20817
2016-07-07,21767
2016-07-08,22855
2016-07-09,23998
2016-07-10,25198
2016-07-11,26458
2016-07-12,27781
2016-07-13,29171
2016-07-14,28966
2016-07-15,28145
2016-07-16,27397
2016-07-17,27397
2016-07-18,26632
2016-07-23,24348
2016-07-24,23288
2016-07-25,23288
2016-07-26,22334
2016-07-27,22334
2016-07-28,21400
2016-07-29,21400
2016-07-30,21993
2016-07-31,21993
2016-08-01,21993
2016-08-02,22812
2016-08-03,22812
2016-08-04,22812
2016-08-05,23580
2016-08-06,23580
2016-08-07,24267
2016-08-08,24267
2016-08-09,24267
2016-08-10,24147
2016-08-11,24147
2016-08-12,24147
2016-08-13,24147
2016-08-14,23532
2016-08-15,23532
2016-08-16,23532
2016-08-17,22566
2016-08-18,22566
2016-08-19,22566
2016-08-20,21529
2016-08-21,21529
2016-08-22,21529
2016-08-23,21529
2016-08-24,20644
2016-08-25,20644
2016-08-26,20644
2016-08-28,20644
2016-08-31,20446
2016-09-01,20446
2016-09-02,20446
2016-09-03,21073
2016-09-04,21073
2016-09-05,21073
2016-09-06,21073
2016-09-07,20932
2016-09-08,20932
2016-09-09,20932
2016-09-10,20932
2016-09-11,20932
2016-09-12,20932
2016-09-13,19885
2016-09-14,19885
2016-09-15,19885
2016-09-16,19885
2016-09-17,19885
2016-09-18,19885
2016-09-19,18960
2016-09-20,18960
2016-09-21,18960
2016-09-22,18960
2016-09-23,18960
2016-09-24,18960
2016-09-25,18025
2016-09-26,18025
2016-09-27,18025
2016-09-28,18025
2016-09-29,18025
2016-09-30,18025
2016-10-01,17169
2016-10-02,17169
2016-10-03,17169
2016-10-04,17169
2016-10-05,17169
2016-10-06,17169
2016-10-07,17169
2016-10-08,17290
2016-10-09,17290
2016-10-10,17290
2016-10-11,17290
2016-10-12,17290
2016-10-13,17290
2016-10-14,16742
2016-10-15,16742
2016-10-16,16742
2016-10-17,16742
2016-10-18,16742
2016-10-19,16742
2016-10-20,17102
2016-10-21,17102
2016-10-22,17102
2016-10-23,17102
2016-10-24,17102
2016-10-25,17102
2016-10-26,17624
2016-10-27,17624
2016-10-28,17624
2016-10-29,17624
2016-10-30,17624
2016-10-31,17624
2016-11-01,17819
2016-11-02,17819
2016-11-03,17819
2016-11-04,17819
2016-11-05,17819
2016-11-06,17499
2016-11-07,17499
2016-11-08,17499
2016-11-09,17499
2016-11-10,17499
2016-11-11,17905
2016-11-12,17905
2016-11-13,17905
2016-11-14,17905
2016-12-07,23053
2016-12-08,23053
2016-12-09,22702
2016-12-10,22702
2016-12-11,22702
2016-12-12,22612
2016-12-13,22612
2016-12-14,22612
2016-12-15,22911
2016-12-16,22911
2016-12-17,22911
2016-12-18,22671
2016-12-19,22671
2016-12-20,22671
2016-12-21,22757
2016-12-22,22757
2016-12-23,22757
2016-12-24,22757
2016-12-25,21810
2016-12-26,21810
2016-12-27,21810
2016-12-28,21810
2016-12-29,20859
2016-12-30,20859
2016-12-31,20859
2017-01-01,20859
2017-01-02,19816
2017-01-03,19816
2017-01-04,19816
2017-01-05,19816
2017-01-06,18920
2017-01-07,18920
2017-01-08,18920
2017-01-09,18533
2017-01-10,18533
2017-01-11,18533
2017-01-12,18357
2017-01-13,18357
2017-01-14,18357
2017-01-15,18357
2017-01-16,17614
2017-01-17,17614
2017-01-18,17614
2017-01-19,17439
2017-01-20,17439
2017-01-21,17439
2017-01-22,17195
2017-01-27,17228
2017-01-28,17102
2017-01-29,17102
2017-01-30,17102
2017-01-31,17102
2017-02-01,17647
2017-02-02,17647
2017-02-03,17647
2017-02-04,17840
2017-02-05,17840
2017-02-06,17840
2017-02-07,17840
2017-02-08,17866
2017-02-09,17866
2017-02-10,17866
2017-02-11,18171
2017-02-12,18171
2017-02-13,18171
2017-02-14,17927
2017-02-15,17927
2017-02-16,17927
2017-02-18,17434
2017-02-19,17434
2017-02-20,17434
2017-02-21,17675
2017-02-22,17675
2017-02-23,17675
2017-02-24,17675
2017-02-25,17597
2017-02-26,17597
2017-02-27,17597
2017-02-28,17213
2017-03-01,17213
2017-03-02,17213
2017-03-03,16852
2017-03-04,16852
2017-03-05,16852
2017-03-06,16749
2017-03-07,16749
2017-03-08,16749
2017-03-09,16749
2017-03-10,16437
2017-03-11,16437
2017-03-12,16437
2017-03-13,16460
2017-03-14,16460
2017-03-15,16460
2017-03-16,16300
2017-03-17,16300
2017-03-18,16300
2017-03-19,15968
2017-03-20,15968
2017-03-21,16021
2017-03-22,16021
2017-03-23,16021
2017-03-24,16197
2017-03-25,16197
2017-03-26,16197
2017-03-27,16417
2017-03-28,16417
2017-03-29,16258
2017-03-30,16258
2017-03-31,16133
2017-04-01,16133
2017-04-02,16133
2017-04-03,16323
2017-04-04,16323
2017-04-12,16480
2017-04-13,16290
2017-04-14,16290
2017-04-15,16290
2017-04-16,16262
2017-04-17,16262
2017-04-18,16508
2017-04-19,16508
2017-04-20,16704
2017-04-21,16704
2017-04-22,16618
2017-04-23,16618
2017-04-24,16436
2017-04-25,16436
2017-04-26,16436
2017-04-27,16128
2017-04-28,16128
2017-04-29,16050
2017-04-30,16050
2017-05-01,16050
2017-05-02,16224
2017-05-03,16224
2017-05-04,16251
2017-05-05,16251
2017-05-06,16251
2017-05-07,16509
2017-05-08,16509
2017-05-09,16414
2017-05-10,16414
2017-05-11,16414
2017-05-12,16327
2017-05-13,16327
2017-05-14,16257
2017-05-15,16257
2017-05-16,15876
2017-05-17,15876
2017-05-18,15654
2017-05-19,15654
2017-05-20,15522
2017-05-21,15522
2017-05-22,15522
2017-05-23,15529
2017-05-24,15529
2017-05-25,15897
2017-05-26,15897
2017-05-27,15798
2017-05-28,15798
2017-05-29,15798
2017-05-30,15319
2017-05-31,15319
2017-06-01,15153
2017-06-02,15153
2017-06-03,15153
2017-06-06,15424
2017-06-07,15424
2017-06-08,15876
2017-06-09,15876
2017-06-10,15484
2017-06-11,15484
2017-06-12,15451
2017-06-13,15451
2017-06-14,15463
2017-06-15,15463
2017-06-16,15242
2017-06-17,15242
2017-06-18,14967
2017-06-19,14967
2017-06-20,14735
2017-06-21,14735
2017-06-22,14735
2017-06-23,14787
2017-06-24,14787
2017-06-25,14787
2017-06-26,15134
2017-06-27,15134
2017-06-28,14880
2017-06-29,14880
2017-06-30,15284
2017-07-01,15284
2017-07-02,15284
2017-07-03,14679
2017-07-04,14679
2017-07-05,14679
2017-07-06,14153
2017-07-07,14153
2017-07-08,14153
2017-07-13,14958
2017-07-14,14958
2017-07-15,14958
2017-07-16,15501
2017-07-17,15501
2017-07-18,15501
2017-07-19,15501
2017-07-20,16194
2017-07-21,16194
2017-07-22,16194
2017-07-23,16992
2017-07-24,16992
2017-07-25,16992
2017-07-26,16992
2017-07-27,17167
2017-07-28,17167
2017-07-29,17167
2017-07-30,16583
2017-07-31,16583
2017-08-01,16583
2017-08-02,16445
2017-08-03,16445
2017-08-04,16445
2017-08-05,16631
2017-08-06,16631
2017-08-09,17038
2017-08-10,16767
2017-08-11,16767
2017-08-12,16767
2017-08-13,16861
2017-08-14,16861
2017-08-15,16861
2017-08-16,16955
2017-08-17,16955
2017-08-18,16740
2017-08-19,16740
2017-08-20,16649
2017-08-21,16649
2017-08-22,16928
2017-08-23,16928
2017-08-24,16928
2017-08-25,17532
2017-08-26,17532
2017-08-27,17579
2017-08-28,17579
2017-08-29,17579
2017-08-30,18050
2017-08-31,18050
2017-09-01,18050
2017-09-02,17769
2017-09-03,17769
2017-09-04,17769
2017-09-05,18529
2017-09-06,18529
2017-09-07,18265
2017-09-08,18265
2017-09-09,17581
2017-09-10,17581
2017-09-11,17461
2017-09-12,17461
2017-09-13,17461
2017-09-14,17295
2017-09-15,17295
2017-09-16,17295
2017-09-17,18029
2017-09-19,18029
2017-09-20,18293
2017-09-21,18293
2017-09-22,18127
2017-09-23,18127
2017-09-24,18127
2017-09-25,17910
2017-09-26,17910
2017-09-27,17910
2017-09-28,17542
2017-09-29,17542
2017-09-30,17250
2017-10-01,17250
2017-10-02,16932
2017-10-03,16932
2017-10-04,16932
2017-10-05,16465
2017-10-06,16465
2017-10-07,15693
2017-10-08,15693
2017-10-09,15681
2017-10-10,15681
2017-10-11,15472
2017-10-12,15472
2017-10-13,15692
2017-10-14,15692
2017-10-15,15692
2017-10-16,15900
2017-10-17,15900
2017-10-18,15900
2017-10-19,16145
2017-10-20,16145
2017-10-21,16367
2017-10-22,16367
2017-10-23,16291
2017-10-24,16291
2017-10-25,16080
2017-10-26,16080
2017-10-27,15587
2017-10-28,15587
2017-10-29,15273
2017-10-30,15273
2017-10-31,15170
2017-11-01,15170
2017-11-02,15170
2017-11-03,15047
2017-11-04,15047
2017-11-05,14959
2017-11-06,14959
2017-11-07,14959
2017-11-08,14888
2017-11-09,14888
2017-11-10,15275
2017-11-11,15275
2017-11-12,15943
2017-11-13,15943
2017-11-14,15943
2017-11-15,16081
2017-11-16,16081
2017-11-17,15850
2017-11-18,15850
2017-11-19,15850
2017-11-20,15907
2017-11-21,15907
2017-11-22,15517
2017-11-23,15517
2017-11-24,15055
2017-11-25,15055
2017-11-26,14915
2017-11-27,14915
2017-11-28,15441
2017-11-29,15441
2017-11-30,15119
2017-12-01,15356
2017-12-02,15356
2017-12-03,15391
2017-12-04,15391
2017-12-05,15690
2017-12-06,15690
2017-12-07,15659
2017-12-08,15659
2017-12-09,15747
2017-12-10,15747
2017-12-11,16065
2017-12-12,16065
2017-12-14,16274
2017-12-15,16366
2017-12-17,16762
2017-12-18,16196
2017-12-19,16196
2017-12-20,16382
2017-12-21,16394
2017-12-22,16394
2017-12-23,15970
2017-12-24,15970
2017-12-25,15795
2017-12-26,15795
2017-12-27,16005
2017-12-28,16005
2017-12-29,15907
2017-12-30,15907
2017-12-31,15760
2018-01-01,15760
2018-01-02,15997
2018-01-03,15997
2018-01-04,16139
2018-01-05,16049
2018-01-06,16049
2018-01-07,16167
2018-01-08,16167
2018-01-09,16408
2018-01-10,16408
2018-01-11,16913
2018-01-12,16913
2018-01-13,16855
2018-01-14,16855
2018-01-15,16617
2018-01-16,16617
2018-01-17,16587
2018-01-18,16587
2018-01-19,17099
2018-01-20,17239
2018-01-21,17239
2018-01-22,18026
2018-01-23,17771
2018-01-25,16932
2018-01-26,16592
2018-01-27,16604
2018-01-28,16615
2018-01-29,16748
2018-01-31,18172
2018-02-01,18012
2018-02-02,18183
2018-02-03,17894
2018-02-04,18201
2018-02-05,18042
2018-02-06,18180
2018-02-07,18539
2018-02-08,18539
2018-02-09,18233
2018-02-10,17771
2018-02-11,17924
2018-02-12,17749
2018-02-13,18070
2018-02-14,18391
2018-02-15,18055
2018-02-16,17698
2018-02-17,17228
2018-02-18,16969
2018-02-19,16868
2018-02-20,17095
2018-02-21,17100
2018-02-22,17756
2018-02-23,17699
2018-02-24,17177
2018-02-25,16709
2018-02-26,16645
2018-02-27,16572
2018-02-28,16374
2018-03-01,16581
2018-03-02,16551
2018-03-03,16319
2018-03-04,16319
2018-03-05,16380
2018-03-06,16752
2018-03-07,17098
2018-03-08,16734
2018-03-09,16327
2018-03-10,16228
2018-03-11,15866
2018-03-12,15790
2018-03-13,15722
2018-03-14,16348
2018-03-15,16878
2018-03-16,16905
2018-03-17,16970
2018-03-18,16734
2018-03-19,16470
2018-03-20,16369
2018-03-21,16124
2018-03-23,16133
2018-03-24,16283
2018-03-26,15968
2018-03-27,16018
2018-03-28,15485
2018-03-29,15755
2018-03-30,15818
2018-03-31,15848
2018-04-01,15773
2018-04-02,15719
2018-04-03,15620
2018-04-04,15314
2018-04-05,15347
2018-04-06,15096
2018-04-07,15126
2018-04-08,15250
2018-04-09,15234
2018-04-10,15165
2018-04-11,15323
2018-04-12,15670
2018-04-13,15732
2018-04-14,16006
2018-04-15,15918
2018-04-16,15850
2018-04-17,16386
2018-04-18,16973
2018-04-19,17325
2018-04-20,17330
2018-04-21,17883
2018-04-22,17781
2018-04-23,18265
2018-04-24,17930
2018-04-25,17060
2018-04-26,16207
2018-04-27,15552
2018-04-28,15583
2018-04-29,15004
2018-04-30,14907
2018-05-01,15244
2018-05-04,15289
2018-05-05,15305
2018-05-06,15305
2018-05-07,15165
2018-05-08,15232
2018-05-09,15037
2018-05-10,14872
2018-05-11,15238
2018-05-12,15593
2018-05-13,15593
2018-05-14,15635
2018-05-15,15635
2018-05-16,15600
2018-05-17,15305
2018-05-18,15078
2018-05-19,15174
2018-05-20,15174
2018-05-21,15480
2018-05-22,15480
2018-05-23,15586
2018-05-24,15586
2018-05-25,15597
2018-05-26,15538
2018-05-27,15538
2018-05-28,15568
2018-05-29,15778
2018-05-30,16032
2018-05-31,16815
2018-06-01,17656
2018-06-02,18128
2018-06-03,18046
2018-06-04,18239
2018-06-05,18545
2018-06-06,18339
2018-06-07,17559
2018-06-08,17064
2018-06-09,16941
2018-06-10,16324
2018-06-11,15629
2018-06-12,15289
2018-06-13,15201
2018-06-14,15114
2018-06-15,14764
2018-06-16,14498
2018-06-17,14275
2018-06-18,14454
2018-06-19,14824
2018-06-20,14824
2018-06-21,14886
2018-06-22,15273
2018-06-23,15897
2018-06-24,16272
2018-06-25,15817
2018-06-26,16182
2018-06-27,16209
2018-06-28,16312
2018-06-29,16502
2018-06-30,16320
2018-07-01,16107
2018-07-02,15855
2018-07-03,15872
2018-07-04,16026
2018-07-05,16271
2018-07-06,15912
2018-07-07,15559
2018-07-08,15718
2018-07-09,16179
2018-07-10,16201
2018-07-11,16383
2018-07-12,16010
2018-07-13,15505
2018-07-14,15501
2018-07-15,15711
2018-07-16,15586
2018-07-17,15535
2018-07-18,15507
2018-07-19,15516
2018-07-20,15935
2018-07-21,16376
2018-07-22,16254
2018-07-23,16089
2018-07-24,16089
2018-07-26,15810
2018-07-27,15878
2018-07-28,15946
2018-07-29,16150
2018-07-30,16438
2018-07-31,16328
2018-08-01,16328
2018-08-02,16095
2018-08-03,16303
2018-08-04,16289
2018-08-05,16250
2018-08-06,15942
2018-08-07,16097
2018-08-08,16172
2018-08-09,16172
2018-08-10,16285
2018-08-11,16601
2018-08-12,16836
2018-08-14,17165
2018-08-16,17152
2018-08-17,17164
2018-08-18,17607
2018-08-19,17961
2018-08-20,17361
2018-08-21,17298
2018-08-22,17658
2018-08-23,17250
2018-08-24,16658
2018-08-25,16534
2018-08-26,16352
2018-08-27,16442
2018-08-28,16382
2018-08-29,16252
2018-08-30,16649
2018-08-31,17028
2018-09-01,17454
2018-09-02,18226
2018-09-03,17699
2018-09-04,17874
2018-09-05,18398
2018-09-06,18398
2018-09-07,19118
2018-09-08,20025
2018-09-09,20467
2018-09-10,21182
2018-09-11,21928
2018-09-12,22013
2018-09-13,21698
2018-09-14,21265
2018-09-15,20243
2018-09-16,19526
2018-09-17,19240
2018-09-18,18692
2018-09-19,18093
2018-09-20,18557
2018-09-21,18556
2018-09-22,18196
2018-09-23,17551
2018-09-24,17529
2018-09-25,17632
2018-09-26,17608
2018-09-27,17929
2018-09-28,18227
2018-09-29,18882
2018-09-30,19017
2018-10-02,19043
2018-10-03,18951
2018-10-04,18896
2018-10-05,18860
2018-10-06,19325
2018-10-07,19677
2018-10-08,20280
2018-10-09,19736
2018-10-10,19754
2018-10-11,19935
2018-10-12,19642
2018-10-13,19739
2018-10-14,19398
2018-10-15,19037
2018-10-16,19146
2018-10-17,18994
2018-10-18,18616
2018-10-19,18831
2018-10-20,18443
2018-10-21,18869
2018-10-22,18733
2018-10-23,18447
2018-10-24,18204
2018-10-25,17845
2018-10-26,17912
2018-10-27,17508
2018-10-28,17366
2018-10-29,17276
2018-10-30,17394
2018-10-31,17281
2018-11-01,17635
2018-11-03,17202
2018-11-04,17010
2018-11-05,17474
2018-11-06,17261
2018-11-07,16914
2018-11-08,16570
2018-11-09,16484
2018-11-10,16555
2018-11-11,16978
2018-11-12,17116
2018-11-13,17127
2018-11-14,16929
2018-11-15,16686
2018-11-16,17126
2018-11-17,17307
2018-11-18,17582
2018-11-19,17385
2018-11-20,17168
2018-11-21,17182
2018-11-22,16960
2018-11-23,16724
2018-11-24,16587
2018-11-25,16454
2018-11-26,16250
2018-11-27,16463
2018-11-28,16668
2018-11-29,16981
2018-12-01,16582
2018-12-02,16678
2018-12-03,16612
2018-12-04,16692
2018-12-05,16735
2018-12-07,16583
2018-12-09,16649
2018-12-10,16599
2018-12-11,16852
2018-12-12,17002
2018-12-13,16918
2018-12-14,16784
2018-12-15,16507
2018-12-16,16395
2018-12-17,16468
2018-12-18,16626
2018-12-19,16622
2018-12-20,16716
2018-12-21,16658
2018-12-22,16544
2018-12-23,16527
2018-12-24,16642
2018-12-25,16643
2018-12-26,16528
2018-12-27,16355
2018-12-28,16480
2018-12-29,16342
2018-12-30,16349
2018-12-31,16545
2019-01-01,16555
2019-01-02,17120
2019-01-03,17252
2019-01-04,17538
2019-01-05,17612
2019-01-06,17356
2019-01-08,16897
2019-01-10,16072
2019-01-11,15607
2019-01-12,15985
2019-01-13,16055
2019-01-14,16143
2019-01-15,16021
2019-01-16,16143
2019-01-17,16305
2019-01-18,16227
2019-01-19,16329
2019-01-20,16046
2019-01-21,15978
2019-01-22,16010
2019-01-23,15962
2019-01-24,15994
2019-01-25,15977
2019-01-26,15952
2019-01-27,15806
2019-01-28,15946
2019-01-29,16078
2019-01-30,16318
2019-01-31,16680
2019-02-01,16500
2019-02-02,16613
2019-02-03,16454
2019-02-04,16912
2019-02-05,16807
2019-02-06,16599
2019-02-07,16517
2019-02-08,16220
2019-02-09,16328
2019-02-10,16473
2019-02-11,16527
2019-02-12,16558
2019-02-13,16570
2019-02-14,16536
2019-02-15,16397
2019-02-16,16531
2019-02-17,16187
2019-02-18,15906
2019-02-19,15803
2019-02-20,15637
2019-02-21,15798
2019-02-22,16189
2019-02-23,16329
2019-02-24,16404
2019-02-25,16620
2019-02-26,16570
2019-02-27,16348
2019-02-28,16136
2019-03-01,16197
2019-03-02,16362
2019-03-03,16132
2019-03-04,15962
2019-03-05,16155
2019-03-06,16536
2019-03-07,17259
2019-03-08,17259
2019-03-09,18073
2019-03-10,18499
2019-03-11,18122
2019-03-12,17932
2019-03-13,17202
2019-03-14,17003
2019-03-15,17017
2019-03-16,17132
2019-03-17,16963
2019-03-18,17349
2019-03-19,17579
2019-03-20,17424
2019-03-21,17451
2019-03-22,17742
2019-03-23,17695
2019-03-24,17059
2019-03-25,17250
2019-03-26,17807
2019-03-27,18427
2019-03-28,17576
2019-03-29,17585
2019-03-30,17585
2019-03-31,18452
2019-04-01,19230
2019-04-02,19036
2019-04-03,18407
2019-04-04,18375
2019-04-05,18552
2019-04-06,18782
