date_obj,Iron%20kiteshield%20(g) price
2019-04-02,259068
2019-04-03,259056
2019-04-04,256786
2019-04-05,257610
2019-04-06,260068
2019-04-07,260819
2019-04-08,260485
2019-04-09,258645
2019-04-10,260707
2019-04-11,255614
2019-04-12,252229
2019-04-13,245460
2019-04-14,237071
2019-04-15,227483
2019-04-16,218259
2019-04-17,207713
2019-04-18,198192
2019-04-19,188919
2019-04-20,184707
2019-04-21,184073
2019-04-22,179008
2019-04-23,173271
2019-04-24,167977
2019-04-25,168364
2019-04-26,165805
2019-04-27,165608
2019-04-28,165920
2019-04-29,166652
2019-04-30,169174
2019-05-01,168320
2019-05-02,167549
2019-05-03,169982
2019-05-04,171373
2019-05-05,174268
2019-05-06,174347
2019-05-07,176654
2019-05-08,180250
2019-05-09,184792
2019-05-10,191346
2019-05-11,197676
2019-05-12,201393
2019-05-13,206181
2019-05-14,207294
2019-05-15,207294
2019-05-16,206078
2019-05-17,206078
2019-05-18,206742
2019-05-19,207959
2019-05-20,208069
2019-05-21,208361
2019-05-22,209157
2019-05-23,210478
2019-05-24,210219
2019-05-25,206970
2019-05-26,207374
2019-05-27,208450
2019-05-28,210583
2019-05-29,210652
2019-05-30,208606
2019-05-31,205765
2019-06-01,207024
2019-06-02,210171
2019-06-03,214462
2019-06-04,214067
2019-06-05,213291
2019-06-06,212475
2019-06-07,211563
2019-06-08,213290
2019-06-09,212482
2019-06-10,212482
2019-06-11,213347
2019-06-12,215036
2019-06-13,217151
2019-06-14,221587
2019-06-15,230918
2019-06-16,241708
2019-06-17,250311
2019-06-18,250311
2019-06-19,254026
2019-06-20,258582
2019-06-21,257634
2019-06-22,256313
2019-06-23,254656
2019-06-24,255753
2019-06-25,255493
2019-06-26,252455
2019-06-27,259370
2019-06-28,259370
2019-06-29,263441
2019-06-30,266521
2019-07-01,270516
2019-07-02,271164
2019-07-03,267557
2019-07-04,267271
2019-07-05,267939
2019-07-06,265922
2019-07-07,265899
2019-07-08,264979
2019-07-09,265943
2019-07-10,264865
2019-07-11,260735
2019-07-12,261151
2019-07-13,261151
2019-07-14,262907
2019-07-15,262907
2019-07-16,267319
2019-07-17,269095
2019-07-18,269095
2019-07-19,269078
2019-07-20,269078
2019-07-21,268037
2019-07-22,270083
2019-07-23,272042
2019-07-24,272042
2019-07-25,272657
2019-07-26,268797
2019-07-27,270556
2019-07-28,271258
2019-07-29,273131
2019-07-30,268963
2019-07-31,263449
2019-08-01,263449
2019-08-02,259615
2019-08-03,258964
2019-08-04,264992
2019-08-05,271861
2019-08-06,275909
2019-08-07,281069
2019-08-08,281069
2019-08-09,284305
2019-08-10,285434
2019-08-11,285434
2019-08-12,282707
2019-08-13,285968
2019-08-14,285968
2019-08-15,283395
2019-08-16,275209
2019-08-17,275209
2019-08-18,267033
2019-08-19,268164
2019-08-20,272349
2019-08-21,271360
2019-08-22,270724
2019-08-23,273735
2019-08-24,271779
2019-08-24,271779
2019-08-25,271779
2019-08-25,271779
2019-08-26,271098
2019-08-26,271098
2019-08-27,268790
2019-08-27,268790
2019-08-28,261385
2019-08-29,254730
2019-08-30,251320
2019-08-31,251320
2019-09-01,251381
2019-09-02,251381
2019-09-03,253479
2019-09-04,256272
2019-09-05,258751
2019-09-06,258751
2019-09-07,252912
2019-09-08,248046
2019-09-09,248046
2019-09-10,251838
2019-09-11,251177
2019-09-12,251177
2019-09-13,249569
2019-09-14,251053
2019-09-15,249242
2019-09-16,249668
2019-09-17,254489
2019-09-18,259321
2019-09-19,259321
2019-09-20,264740
2019-09-21,267639
2019-09-22,268734
2019-09-23,266912
2019-09-24,266912
2019-09-25,266159
2019-09-26,268972
2019-09-27,268972
2019-09-28,269772
2019-09-29,266106
2019-09-30,263105
2019-10-01,261024
2019-10-02,261024
2019-10-03,260637
2019-10-04,261822
2019-10-05,262107
2019-10-06,260650
2019-10-07,260650
2019-10-08,260424
2019-10-09,260424
2019-10-10,259657
2019-10-11,259657
2019-10-12,258086
2019-10-13,252071
2019-10-14,251963
2019-10-15,251963
2019-10-16,252507
2019-10-17,252507
2019-10-18,253443
2019-10-19,251071
2019-10-20,250701
2019-10-21,249014
2019-10-22,249751
2019-10-23,252319
2019-10-24,252319
2019-10-25,251564
2019-10-26,253390
2019-10-27,253399
2019-10-28,256283
2019-10-29,256283
2019-10-30,256815
2019-10-31,259439
2019-11-01,252222
2019-11-02,252792
2019-11-03,254857
2019-11-04,257400
2019-11-05,257400
2019-11-06,252945
2019-11-07,251738
2019-11-08,255520
2019-11-09,254811
2019-11-10,251872
2019-11-11,248851
2019-11-12,248851
2019-11-13,248217
2019-11-14,246834
2019-11-15,242270
2019-11-16,233568
2019-11-17,233568
2019-11-18,230486
2019-11-19,225388
2019-11-20,225055
2019-11-21,225055
2019-11-22,228462
2019-11-23,231245
2019-11-24,233048
2019-11-25,234356
2019-11-26,232979
2019-11-27,232979
2019-11-28,235499
2019-11-29,235499
2019-11-30,239303
2019-12-01,241646
2019-12-02,246267
2019-12-03,244221
2019-12-04,246946
2019-12-05,246946
2019-12-06,244534
2019-12-07,248283
2019-12-08,248283
2019-12-09,245581
2019-12-10,247218
2019-12-11,247218
2019-12-12,249894
2019-12-13,248827
2019-12-14,251023
2019-12-15,251446
2019-12-16,251446
2019-12-17,256449
2019-12-18,256449
2019-12-19,252858
2019-12-20,256962
2019-12-21,256519
2019-12-22,257627
2019-12-23,259969
2019-12-24,262338
2019-12-25,265127
2019-12-26,269713
2019-12-27,273409
2019-12-28,277040
2019-12-29,277040
2019-12-30,286831
2019-12-31,293375
2020-01-01,290062
2020-01-02,282126
2020-01-03,284338
2020-01-04,285798
2020-01-05,290995
2020-01-06,298183
2020-01-07,300821
2020-01-08,300821
2020-01-09,302827
2020-01-10,307469
2020-01-11,312590
2020-01-12,317917
2020-01-13,317917
2020-01-14,318162
2020-01-15,314573
2020-01-16,305686
2020-01-17,296350
2020-01-18,296350
2020-01-19,300818
2020-01-20,298694
2020-01-21,298694
2020-01-22,297512
2020-01-23,300627
2020-01-24,299647
2020-01-25,302349
2020-01-26,298749
2020-01-27,300001
2020-01-28,300001
2020-01-29,294537
2020-01-30,286515
2020-01-31,275394
2020-02-01,274536
2020-02-02,275651
2020-02-03,275651
2020-02-04,276094
2020-02-05,276094
2020-02-06,272743
2020-02-07,272743
2020-02-08,272039
2020-02-09,270192
2020-02-10,265185
2020-02-11,265185
2020-02-12,267185
2020-02-13,267185
2020-02-14,270197
2020-02-15,270197
2020-02-16,272846
2020-02-17,277756
2020-02-18,278377
2020-02-19,278377
2020-02-20,282681
2020-02-21,282681
2020-02-22,285328
2020-02-23,280136
2020-02-24,279172
2020-02-25,274647
2020-02-26,275707
2020-02-27,275305
2020-02-28,275691
2020-02-29,275691
2020-03-01,269775
2020-03-02,266780
2020-03-03,265161
2020-03-04,265161
2020-03-05,263188
2020-03-06,262954
2020-03-07,263355
2020-03-08,261648
2020-03-09,261196
2020-03-10,261947
2020-03-11,261947
2020-03-12,262424
2020-03-13,264448
2020-03-14,260613
2020-03-15,262306
2020-03-16,266276
2020-03-17,264869
2020-03-18,266895
2020-03-19,258440
2020-03-20,256834
2020-03-21,253474
2020-03-22,246498
2020-03-23,241008
2020-03-24,240163
2020-03-25,238928
2020-03-26,240842
2020-03-27,244716
2020-03-28,248644
2020-03-29,247135
2020-03-30,246618
2020-03-31,245132
2020-04-01,239898
2020-04-02,241089
2020-04-03,241089
2020-04-04,242321
2020-04-05,244246
2020-04-06,246646
2020-04-07,248395
2020-04-08,248695
2020-04-09,248812
2020-04-10,242030
2020-04-11,241730
2020-04-12,243844
2020-04-13,240004
2020-04-14,238343
2020-04-15,240277
2020-04-16,242027
2020-04-17,240900
2020-04-18,238644
2020-04-19,237795
2020-04-20,238715
2020-04-21,236374
2020-04-22,238988
2020-04-23,235462
2020-04-24,235672
2020-04-25,231919
2020-04-26,230883
2020-04-27,233251
2020-04-28,228911
2020-04-29,230244
2020-04-30,234030
2020-05-01,232747
2020-05-02,224388
2020-05-03,218314
2020-05-04,212473
2020-05-05,212017
2020-05-06,212044
2020-05-07,213324
2020-05-08,215839
2020-05-09,216218
2020-05-10,217118
2020-05-11,219565
2020-05-12,217392
2020-05-13,218141
