date_obj,Iron%20plateskirt%20(g) price
2019-03-31,5258
2019-04-01,5019
2019-04-02,5019
2019-04-03,4935
2019-04-04,4935
2019-04-05,4930
2019-04-06,4930
2019-04-07,5067
2019-04-08,5067
2019-04-09,5023
2019-04-10,5023
2019-04-11,4955
2019-04-12,4878
2019-04-13,4878
2019-04-14,4798
2019-04-15,4798
2019-04-16,4698
2019-04-17,4698
2019-04-18,4463
2019-04-19,4266
2019-04-20,4241
2019-04-21,4241
2019-04-22,4089
2019-04-23,4089
2019-04-24,4211
2019-04-25,4211
2019-04-26,4213
2019-04-27,4213
2019-04-28,4292
2019-04-29,4292
2019-04-30,4434
2019-05-01,4434
2019-05-02,4532
2019-05-03,4532
2019-05-04,4512
2019-05-05,4512
2019-05-06,4579
2019-05-07,4579
2019-05-08,4643
2019-05-09,4643
2019-05-10,4836
2019-05-11,4836
2019-05-12,4886
2019-05-13,4886
2019-05-14,4917
2019-05-15,4917
2019-05-16,4917
2019-05-17,4925
2019-05-18,5128
2019-05-19,5128
2019-05-20,5263
2019-05-21,5263
2019-05-22,5448
2019-05-23,5448
2019-05-24,5705
2019-05-25,5705
2019-05-26,5698
2019-05-27,5698
2019-05-28,5608
2019-05-29,5608
2019-05-30,5505
2019-05-31,5505
2019-06-01,5457
2019-06-02,5457
2019-06-03,5563
2019-06-04,5563
2019-06-05,5733
2019-06-06,5733
2019-06-07,5733
2019-06-08,6020
2019-06-09,6020
2019-06-10,6020
2019-06-11,6099
2019-06-12,6099
2019-06-13,6183
2019-06-14,6183
2019-06-15,6183
2019-06-16,5937
2019-06-17,5709
2019-06-18,5709
2019-06-19,5950
2019-06-20,5950
2019-06-21,6090
2019-06-22,6090
2019-06-23,5993
2019-06-24,5993
2019-06-25,5993
2019-06-26,5836
2019-06-27,5836
2019-06-28,5562
2019-06-29,5562
2019-06-30,5308
2019-07-01,5308
2019-07-02,5102
2019-07-03,5102
2019-07-04,4973
2019-07-05,4973
2019-07-06,5094
2019-07-07,5094
2019-07-08,5089
2019-07-09,5089
2019-07-10,4998
2019-07-11,4998
2019-07-12,4970
2019-07-13,4970
2019-07-14,5030
2019-07-15,5030
2019-07-16,5030
2019-07-17,4955
2019-07-18,4955
2019-07-19,4955
2019-07-20,4788
2019-07-21,4788
2019-07-22,4784
2019-07-23,4784
2019-07-24,4784
2019-07-25,4899
2019-07-26,4899
2019-07-27,4899
2019-07-28,4864
2019-07-29,4864
2019-07-30,4864
2019-07-31,4806
2019-08-01,4806
2019-08-02,4806
2019-08-03,4871
2019-08-04,4871
2019-08-05,4871
2019-08-06,4959
2019-08-07,4959
2019-08-08,4959
2019-08-09,4959
2019-08-10,5085
2019-08-11,5085
2019-08-12,5085
2019-08-13,5116
2019-08-14,5116
2019-08-15,5116
2019-08-16,4947
2019-08-17,4947
2019-08-18,4947
2019-08-19,4838
2019-08-20,4838
2019-08-21,4838
2019-08-22,4884
2019-08-23,4884
2019-08-24,4884
2019-08-24,4884
2019-08-25,4837
2019-08-25,4837
2019-08-26,4837
2019-08-26,4837
2019-08-27,4837
2019-08-27,4837
2019-08-28,4724
2019-08-29,4724
2019-08-30,4701
2019-08-31,4701
2019-09-01,4839
2019-09-02,4839
2019-09-03,4952
2019-09-04,4952
2019-09-05,4952
2019-09-06,4943
2019-09-07,4943
2019-09-08,4816
2019-09-09,4816
2019-09-10,4816
2019-09-11,4898
2019-09-12,4898
2019-09-13,4898
2019-09-14,4947
2019-09-15,4947
2019-09-16,4947
2019-09-17,4854
2019-09-18,4854
2019-09-19,4829
2019-09-20,4829
2019-09-21,4829
2019-09-22,4946
2019-09-23,4946
2019-09-24,4946
2019-09-25,4944
2019-09-26,4944
2019-09-27,4944
2019-09-28,4835
2019-09-29,4835
2019-09-30,4835
2019-10-01,4943
2019-10-02,4943
2019-10-03,4943
2019-10-04,4943
2019-10-05,4825
2019-10-06,4825
2019-10-07,4825
2019-10-08,4697
2019-10-09,4697
2019-10-10,4697
2019-10-11,4644
2019-10-12,4644
2019-10-13,4644
2019-10-14,4729
2019-10-15,4729
2019-10-16,4729
2019-10-17,4827
2019-10-18,4827
2019-10-19,4750
2019-10-20,4750
2019-10-21,4750
2019-10-22,4778
2019-10-23,4778
2019-10-24,4778
2019-10-25,4956
2019-10-26,4956
2019-10-27,5053
2019-10-28,5053
2019-10-29,5076
2019-10-30,5076
2019-10-31,5076
2019-11-01,5114
2019-11-02,5114
2019-11-03,5179
2019-11-04,5179
2019-11-05,5179
2019-11-06,5179
2019-11-07,5271
2019-11-08,5271
2019-11-09,5318
2019-11-10,5318
2019-11-11,5318
2019-11-12,5437
2019-11-13,5437
2019-11-14,5437
2019-11-15,5289
2019-11-16,5289
2019-11-17,5289
2019-11-18,5063
2019-11-19,5063
2019-11-20,5063
2019-11-21,5110
2019-11-22,5110
2019-11-23,5167
2019-11-24,5167
2019-11-25,5142
2019-11-26,5142
2019-11-27,5142
2019-11-28,4964
2019-11-29,4964
2019-11-30,4964
2019-12-01,5113
2019-12-02,5113
2019-12-03,5113
2019-12-04,5210
2019-12-05,5210
2019-12-06,5210
2019-12-07,5225
2019-12-08,5225
2019-12-09,5225
2019-12-10,5343
2019-12-11,5343
2019-12-12,5343
2019-12-13,5447
2019-12-14,5447
2019-12-15,5598
2019-12-16,5598
2019-12-17,5598
2019-12-18,5659
2019-12-19,5659
2019-12-20,5659
2019-12-21,5580
2019-12-22,5580
2019-12-23,5580
2019-12-24,5598
2019-12-25,5598
2019-12-26,5598
2019-12-27,5588
2019-12-28,5588
2019-12-29,5588
2019-12-30,5378
2019-12-31,5378
2020-01-01,5378
2020-01-02,5269
2020-01-03,5269
2020-01-04,5269
2020-01-05,5106
2020-01-06,5106
2020-01-07,5065
2020-01-08,5065
2020-01-09,5065
2020-01-10,5003
2020-01-11,5003
2020-01-12,4955
2020-01-13,4955
2020-01-14,4955
2020-01-15,5002
2020-01-16,5002
2020-01-17,4986
2020-01-18,4986
2020-01-19,4902
2020-01-20,4902
2020-01-21,4902
2020-01-22,4704
2020-01-23,4704
2020-01-24,4704
2020-01-25,4524
2020-01-26,4524
2020-01-27,4480
2020-01-28,4480
2020-01-29,4480
2020-01-30,4445
2020-01-31,4445
2020-02-01,4445
2020-02-02,4278
2020-02-03,4278
2020-02-04,4167
2020-02-05,4167
2020-02-06,4071
2020-02-07,4071
2020-02-08,4041
2020-02-09,4041
2020-02-10,4115
2020-02-11,4115
2020-02-12,4298
2020-02-13,4298
2020-02-14,4298
2020-02-15,4427
2020-02-16,4427
2020-02-17,4319
2020-02-18,4319
2020-02-19,4272
2020-02-20,4272
2020-02-21,4422
2020-02-22,4422
2020-02-23,4637
2020-02-24,4637
2020-02-25,4869
2020-02-26,4869
2020-02-27,4956
2020-02-28,4956
2020-02-29,4942
2020-03-01,4942
2020-03-02,4780
2020-03-03,4780
2020-03-04,4551
2020-03-05,4551
2020-03-06,4592
2020-03-07,4592
2020-03-08,4450
2020-03-09,4450
2020-03-10,4515
2020-03-11,4515
2020-03-12,4515
2020-03-13,4638
2020-03-14,4638
2020-03-15,4720
2020-03-16,4720
2020-03-17,4662
2020-03-18,4662
2020-03-19,4638
2020-03-20,4638
2020-03-21,4701
2020-03-22,4701
2020-03-23,4714
2020-03-24,4714
2020-03-25,4724
2020-03-26,4518
2020-03-27,4518
2020-03-28,4473
2020-03-29,4453
2020-03-30,4453
2020-03-31,4408
2020-04-01,4408
2020-04-02,4398
2020-04-03,4398
2020-04-04,4230
2020-04-05,4230
2020-04-06,4319
2020-04-07,4319
2020-04-08,4366
2020-04-09,4366
2020-04-10,4366
2020-04-11,4286
2020-04-12,4286
2020-04-13,4237
2020-04-14,4237
2020-04-15,4298
2020-04-16,4298
2020-04-17,4336
2020-04-18,4336
2020-04-19,4425
2020-04-20,4425
2020-04-21,4499
2020-04-22,4499
2020-04-23,4482
2020-04-24,4482
2020-04-25,4630
2020-04-26,4630
2020-04-27,4691
2020-04-28,4691
2020-04-29,4585
2020-04-30,4585
2020-05-01,4697
2020-05-02,4697
2020-05-03,4634
2020-05-04,4634
2020-05-05,4742
2020-05-06,4734
2020-05-07,4734
2020-05-08,4734
2020-05-09,4684
2020-05-10,4684
2020-05-11,4684
2020-05-12,4518
2020-05-13,4518
