date_obj,Stripy%20pirate%20shirt%20(beige) price
2016-01-01,20514
2016-01-02,20514
2016-01-03,20514
2016-01-04,20514
2016-01-05,20514
2016-01-06,20514
2016-01-07,20514
2016-01-08,20514
2016-01-09,20514
2016-01-10,20514
2016-01-11,20514
2016-01-12,20514
2016-01-13,20514
2016-01-14,20514
2016-01-15,20514
2016-01-16,20514
2016-01-17,20514
2016-01-18,19519
2016-01-19,19519
2016-01-20,19519
2016-01-21,19519
2016-01-22,19519
2016-01-23,19519
2016-01-24,19519
2016-01-25,19519
2016-01-26,19519
2016-01-27,19519
2016-01-28,19519
2016-01-29,19519
2016-01-30,19519
2016-01-31,19519
2016-02-01,19519
2016-02-02,19519
2016-02-03,19519
2016-02-04,19519
2016-02-05,19519
2016-02-06,19519
2016-02-07,19519
2016-02-08,19519
2016-02-09,19519
2016-02-10,19519
2016-02-11,19519
2016-02-12,19519
2016-02-13,19519
2016-02-14,18640
2016-02-15,18640
2016-02-16,18640
2016-02-17,18640
2016-02-18,18640
2016-02-19,18640
2016-02-20,18640
2016-02-21,18640
2016-02-22,18640
2016-02-23,18640
2016-02-24,18640
2016-02-25,18640
2016-02-26,18640
2016-02-27,18640
2016-02-28,18640
2016-02-29,18640
2016-03-01,18640
2016-03-02,18640
2016-03-03,18640
2016-03-04,18640
2016-03-05,18640
2016-03-06,17751
2016-03-07,17751
2016-03-08,17751
2016-03-09,17751
2016-03-10,17751
2016-03-11,17751
2016-03-12,17751
2016-03-13,17751
2016-03-14,17751
2016-03-15,17751
2016-03-16,17751
2016-03-17,17751
2016-03-18,17751
2016-03-19,17751
2016-03-20,17751
2016-03-21,17751
2016-03-22,17751
2016-03-23,17751
2016-03-24,17751
2016-03-25,17751
2016-03-26,16882
2016-03-27,16882
2016-03-28,16882
2016-03-29,16882
2016-03-30,16882
2016-03-31,16882
2016-04-01,16882
2016-04-02,16882
2016-04-03,16882
2016-04-04,16882
2016-04-05,16882
2016-04-06,16882
2016-04-07,16882
2016-04-08,16882
2016-04-09,16882
2016-04-10,16882
2016-04-11,16882
2016-04-12,16882
2016-04-13,16882
2016-04-14,16882
2016-04-15,16882
2016-04-16,16882
2016-04-17,16882
2016-04-18,16882
2016-04-19,16062
2016-04-20,16062
2016-04-21,16062
2016-04-22,16062
2016-04-23,16062
2016-04-24,16062
2016-04-25,16062
2016-04-26,16062
2016-04-27,16062
2016-04-28,16062
2016-04-29,16062
2016-04-30,16062
2016-05-01,16062
2016-05-02,16062
2016-05-03,16062
2016-05-04,16062
2016-05-05,16062
2016-05-06,16062
2016-05-07,16062
2016-05-08,16062
2016-05-09,16062
2016-05-10,16062
2016-05-11,16062
2016-05-12,16062
2016-05-13,15268
2016-05-14,15268
2016-05-15,15268
2016-05-16,15268
2016-05-17,15268
2016-05-18,15268
2016-05-19,15268
2016-05-22,15268
2016-05-23,15268
2016-05-24,15268
2016-05-25,15268
2016-05-26,15268
2016-05-27,15268
2016-05-28,15268
2016-05-29,15268
2016-05-30,15268
2016-05-31,15268
2016-06-01,15268
2016-06-02,15268
2016-06-03,15268
2016-06-04,15268
2016-06-05,15268
2016-06-06,14514
2016-06-07,14514
2016-06-08,14514
2016-06-09,14514
2016-06-10,14514
2016-06-11,14514
2016-06-12,14514
2016-06-13,14514
2016-06-14,14514
2016-06-15,14514
2016-06-16,14514
2016-06-17,14514
2016-06-18,14514
2016-06-19,14514
2016-06-20,14514
2016-06-21,14514
2016-06-22,14514
2016-06-23,14514
2016-06-24,14514
2016-06-25,13834
2016-06-26,13834
2016-06-27,13834
2016-06-28,13834
2016-06-29,13834
2016-06-30,13834
2016-07-01,13834
2016-07-02,13834
2016-07-03,13834
2016-07-04,13834
2016-07-05,13834
2016-07-06,13834
2016-07-07,13834
2016-07-08,13834
2016-07-09,13834
2016-07-10,13834
2016-07-11,13834
2016-07-12,13834
2016-07-13,13834
2016-07-14,13834
2016-07-15,13834
2016-07-16,13834
2016-07-17,13834
2016-07-18,13834
2016-07-24,13155
2016-07-25,13155
2016-07-26,13155
2016-07-27,13155
2016-07-28,13155
2016-07-29,13155
2016-07-30,13155
2016-07-31,13155
2016-08-01,13155
2016-08-02,13155
2016-08-03,13155
2016-08-04,13155
2016-08-05,13155
2016-08-06,13155
2016-08-07,13155
2016-08-08,13155
2016-08-09,13155
2016-08-10,13155
2016-08-11,13155
2016-08-12,13155
2016-08-13,13155
2016-08-14,13155
2016-08-15,13155
2016-08-16,13155
2016-08-17,13155
2016-08-18,13155
2016-08-19,13155
2016-08-20,13155
2016-08-21,13155
2016-08-22,13155
2016-08-23,13155
2016-08-24,12565
2016-08-25,12565
2016-08-26,12565
2016-08-28,12565
2016-08-31,12565
2016-09-01,12565
2016-09-02,12565
2016-09-03,12565
2016-09-04,12565
2016-09-05,12565
2016-09-06,12565
2016-09-07,12565
2016-09-08,12565
2016-09-09,12565
2016-09-10,12565
2016-09-11,12565
2016-09-12,12565
2016-09-13,12565
2016-09-14,12565
2016-09-15,12565
2016-09-16,12565
2016-09-17,12565
2016-09-18,12565
2016-09-19,12565
2016-09-20,12565
2016-09-21,12565
2016-09-22,12565
2016-09-23,12565
2016-09-24,12565
2016-09-25,12565
2016-09-26,12565
2016-09-27,12565
2016-09-28,11938
2016-09-29,11938
2016-09-30,11938
2016-10-01,11938
2016-10-02,11938
2016-10-03,11938
2016-10-04,11938
2016-10-05,11938
2016-10-06,11938
2016-10-07,11938
2016-10-08,11938
2016-10-09,11938
2016-10-10,11938
2016-10-11,11938
2016-10-12,11938
2016-10-13,11938
2016-10-14,11938
2016-10-15,11938
2016-10-16,11938
2016-10-17,11938
2016-10-18,11938
2016-10-19,11938
2016-10-20,11938
2016-10-21,11938
2016-10-22,11938
2016-10-23,11938
2016-10-24,11938
2016-10-25,11938
2016-10-26,11938
2016-10-27,11938
2016-10-28,11938
2016-10-29,11938
2016-10-30,11355
2016-10-31,11355
2016-11-01,11355
2016-11-02,11355
2016-11-03,11355
2016-11-04,11355
2016-11-05,11355
2016-11-06,11355
2016-11-07,11355
2016-11-08,11355
2016-11-09,11355
2016-11-10,11355
2016-11-11,11355
2016-11-12,11355
2016-11-13,11355
2016-11-14,11355
2016-12-08,10792
2016-12-09,10792
2016-12-10,10792
2016-12-11,10792
2016-12-12,10792
2016-12-13,10792
2016-12-14,10792
2016-12-15,10792
2016-12-16,10792
2016-12-17,10792
2016-12-18,10792
2016-12-19,10792
2016-12-20,10792
2016-12-21,10792
2016-12-22,10792
2016-12-23,10792
2016-12-24,10792
2016-12-25,10792
2016-12-26,10792
2016-12-27,10792
2016-12-28,10792
2016-12-29,10792
2016-12-30,10792
2016-12-31,10792
2017-01-01,10792
2017-01-02,10792
2017-01-03,10792
2017-01-04,10792
2017-01-05,10792
2017-01-06,10792
2017-01-07,10267
2017-01-08,10267
2017-01-09,10267
2017-01-10,10267
2017-01-11,10267
2017-01-12,10267
2017-01-13,10267
2017-01-14,10267
2017-01-15,10267
2017-01-16,10267
2017-01-17,10267
2017-01-18,10267
2017-01-19,10267
2017-01-20,10267
2017-01-21,10267
2017-01-22,10267
2017-01-27,10267
2017-01-28,9761
2017-01-29,9761
2017-01-30,9761
2017-01-31,9761
2017-02-01,9761
2017-02-02,9761
2017-02-03,9761
2017-02-04,9761
2017-02-05,9761
2017-02-06,9761
2017-02-07,9761
2017-02-08,9761
2017-02-09,9761
2017-02-10,9761
2017-02-11,9761
2017-02-12,9761
2017-02-13,9761
2017-02-14,9761
2017-02-15,9761
2017-02-16,9761
2017-02-18,9761
2017-02-19,9299
2017-02-20,9299
2017-02-21,9299
2017-02-22,9299
2017-02-23,9299
2017-02-24,9299
2017-02-25,9299
2017-02-26,9299
2017-02-27,9299
2017-02-28,9299
2017-03-01,9299
2017-03-02,8856
2017-03-03,8856
2017-03-04,8856
2017-03-05,8856
2017-03-06,8856
2017-03-07,8856
2017-03-08,8856
2017-03-09,8856
2017-03-10,8856
2017-03-11,8856
2017-03-12,8856
2017-03-13,8856
2017-03-14,8856
2017-03-15,8856
2017-03-16,8856
2017-03-17,8856
2017-03-18,8856
2017-03-19,8856
2017-03-20,8434
2017-03-21,8434
2017-03-22,8434
2017-03-23,8434
2017-03-24,8434
2017-03-25,8434
2017-03-26,8434
2017-03-27,8434
2017-03-28,8434
2017-03-29,8434
2017-03-30,8434
2017-03-31,8434
2017-04-01,8434
2017-04-02,8434
2017-04-03,8434
2017-04-04,8434
2017-04-12,8434
2017-04-13,8434
2017-04-14,8434
2017-04-15,8434
2017-04-16,8048
2017-04-17,8048
2017-04-18,8048
2017-04-19,8048
2017-04-20,8048
2017-04-21,8048
2017-04-22,8048
2017-04-23,8048
2017-04-24,8048
2017-04-25,8048
2017-04-26,8048
2017-04-27,8048
2017-04-28,8048
2017-04-29,8048
2017-04-30,8048
2017-05-01,8048
2017-05-02,8048
2017-05-03,8048
2017-05-04,8048
2017-05-05,8048
2017-05-06,8048
2017-05-07,7658
2017-05-08,7658
2017-05-09,7658
2017-05-10,7658
2017-05-11,7658
2017-05-12,7658
2017-05-13,7658
2017-05-14,7658
2017-05-15,7658
2017-05-16,7658
2017-05-17,7658
2017-05-18,7658
2017-05-19,7658
2017-05-20,7658
2017-05-21,7658
2017-05-22,7658
2017-05-23,7658
2017-05-24,7658
2017-05-25,7658
2017-05-26,7658
2017-05-27,7658
2017-05-28,7658
2017-05-29,7658
2017-05-30,7658
2017-05-31,7658
2017-06-01,7341
2017-06-02,7341
2017-06-03,7341
2017-06-06,7341
2017-06-07,7341
2017-06-08,7341
2017-06-09,7341
2017-06-10,7341
2017-06-11,7341
2017-06-12,7341
2017-06-13,7341
2017-06-14,7341
2017-06-15,7341
2017-06-16,7341
2017-06-17,7341
2017-06-18,7341
2017-06-19,7341
2017-06-20,7341
2017-06-21,6989
2017-06-22,6989
2017-06-23,6989
2017-06-24,6989
2017-06-25,6989
2017-06-26,6989
2017-06-27,6989
2017-06-28,6989
2017-06-29,6989
2017-06-30,6989
2017-07-01,6989
2017-07-02,6989
2017-07-03,6989
2017-07-04,6989
2017-07-05,6989
2017-07-06,6989
2017-07-07,6989
2017-07-08,6989
2017-07-13,6989
2017-07-14,6650
2017-07-15,6650
2017-07-16,6650
2017-07-17,6650
2017-07-18,6650
2017-07-19,6650
2017-07-20,6650
2017-07-21,6650
2017-07-22,6650
2017-07-23,6650
2017-07-24,6650
2017-07-25,6650
2017-07-26,6650
2017-07-27,6650
2017-07-28,6650
2017-07-29,6650
2017-07-30,6650
2017-07-31,6650
2017-08-01,6650
2017-08-02,6650
2017-08-03,6650
2017-08-04,6650
2017-08-05,6650
2017-08-06,6650
2017-08-09,6320
2017-08-10,6320
2017-08-11,6320
2017-08-12,6320
2017-08-13,6320
2017-08-14,6320
2017-08-15,6320
2017-08-17,6320
2017-08-18,6320
2017-08-19,6320
2017-08-20,6320
2017-08-21,6320
2017-08-22,6320
2017-08-23,6320
2017-08-24,6320
2017-08-25,6320
2017-08-26,6320
2017-08-27,6320
2017-08-28,6320
2017-08-29,6320
2017-08-30,6006
2017-08-31,6006
2017-09-01,6006
2017-09-02,6006
2017-09-03,6006
2017-09-04,6006
2017-09-05,6006
2017-09-06,6006
2017-09-07,6006
2017-09-08,6006
2017-09-09,6006
2017-09-10,6006
2017-09-11,6006
2017-09-12,6006
2017-09-13,6006
2017-09-14,6006
2017-09-15,6006
2017-09-16,6006
2017-09-17,6006
2017-09-19,5748
2017-09-20,5748
2017-09-21,5748
2017-09-22,5748
2017-09-23,5748
2017-09-24,5748
2017-09-25,5748
2017-09-26,5748
2017-09-27,5748
2017-09-28,5748
2017-09-29,5748
2017-09-30,5748
2017-10-01,5748
2017-10-02,5748
2017-10-03,5748
2017-10-04,5748
2017-10-05,5748
2017-10-06,5748
2017-10-07,5748
2017-10-08,5748
2017-10-09,5467
2017-10-10,5467
2017-10-11,5467
2017-10-12,5467
2017-10-13,5467
2017-10-14,5467
2017-10-15,5467
2017-10-16,5467
2017-10-17,5467
2017-10-18,5467
2017-10-19,5467
2017-10-20,5467
2017-10-21,5467
2017-10-22,5467
2017-10-23,5467
2017-10-24,5467
2017-10-25,5467
2017-10-26,5467
2017-10-27,5467
2017-10-28,5467
2017-10-29,5467
2017-10-30,5215
2017-10-31,5215
2017-11-01,5215
2017-11-02,5215
2017-11-03,5215
2017-11-04,5215
2017-11-05,5215
2017-11-06,5215
2017-11-07,5215
2017-11-08,5215
2017-11-09,5215
2017-11-10,5215
2017-11-11,5215
2017-11-12,5215
2017-11-13,5215
2017-11-14,5215
2017-11-15,5215
2017-11-16,5215
2017-11-17,5215
2017-11-18,5215
2017-11-19,5215
2017-11-20,5003
2017-11-21,5003
2017-11-22,5003
2017-11-23,5003
2017-11-24,5003
2017-11-25,5003
2017-11-26,5003
2017-11-27,5003
2017-11-28,5003
2017-11-29,5003
2017-11-30,5003
2017-12-01,5003
2017-12-02,5003
2017-12-03,5003
2017-12-04,5003
2017-12-05,5003
2017-12-06,5003
2017-12-07,5003
2017-12-08,5003
2017-12-09,5003
2017-12-10,5003
2017-12-11,5003
2017-12-12,5003
2017-12-13,5003
2017-12-14,5003
2017-12-15,4763
2017-12-16,4763
2017-12-17,4763
2017-12-18,4763
2017-12-19,4763
2017-12-20,4763
2017-12-21,4763
2017-12-22,4763
2017-12-23,4763
2017-12-24,4763
2017-12-25,4763
2017-12-26,4763
2017-12-27,4763
2017-12-28,4763
2017-12-29,4763
2017-12-30,4763
2017-12-31,4763
2018-01-01,4763
2018-01-02,4763
2018-01-03,4763
2018-01-04,4763
2018-01-05,4763
2018-01-06,4526
2018-01-07,4526
2018-01-08,4526
2018-01-09,4526
2018-01-10,4526
2018-01-11,4526
2018-01-12,4526
2018-01-13,4526
2018-01-14,4526
2018-01-15,4526
2018-01-16,4526
2018-01-17,4526
2018-01-18,4526
2018-01-19,4526
2018-01-20,4526
2018-01-21,4526
2018-01-22,4526
2018-01-23,4526
2018-01-24,4315
2018-01-25,4315
2018-01-26,4315
2018-01-27,4315
2018-01-28,4315
2018-01-29,4315
2018-01-30,4315
2018-02-01,4315
2018-02-02,4315
2018-02-03,4315
2018-02-04,4315
2018-02-05,4315
2018-02-06,4315
2018-02-07,4108
2018-02-08,4108
2018-02-09,4108
2018-02-10,4108
2018-02-11,4108
2018-02-12,4108
2018-02-13,4108
2018-02-14,4108
2018-02-15,4108
2018-02-16,3916
2018-02-17,3916
2018-02-18,3916
2018-02-19,3916
2018-02-20,3916
2018-02-21,3916
2018-02-22,3916
2018-02-23,3916
2018-02-24,3916
2018-02-25,3916
2018-02-26,3724
2018-02-27,3724
2018-02-28,3724
2018-03-01,3724
2018-03-02,3724
2018-03-03,3724
2018-03-04,3724
2018-03-05,3724
2018-03-06,3724
2018-03-07,3724
2018-03-08,3546
2018-03-09,3546
2018-03-10,3546
2018-03-11,3546
2018-03-12,3546
2018-03-13,3546
2018-03-14,3546
2018-03-15,3546
2018-03-16,3546
2018-03-17,3546
2018-03-18,3546
2018-03-19,3546
2018-03-20,3382
2018-03-21,3382
2018-03-23,3382
2018-03-24,3382
2018-03-26,3382
2018-03-27,3382
2018-03-28,3382
2018-03-29,3382
2018-03-30,3382
2018-03-31,3382
2018-04-01,3382
2018-04-02,3219
2018-04-03,3219
2018-04-04,3219
2018-04-05,3219
2018-04-06,3219
2018-04-08,3219
2018-04-09,3219
2018-04-10,3219
2018-04-11,3219
2018-04-12,3219
2018-04-13,3061
2018-04-14,3061
2018-04-16,3061
2018-04-17,3061
2018-04-18,3061
2018-04-19,3061
2018-04-20,3061
2018-04-21,3061
2018-04-22,2962
2018-04-23,2962
2018-04-24,2962
2018-04-25,2962
2018-04-26,2962
2018-04-27,2962
2018-04-28,2962
2018-04-29,2962
2018-04-30,2962
2018-05-01,2962
2018-05-02,2962
2018-05-03,2962
2018-05-04,2815
2018-05-05,2815
2018-05-06,2815
2018-05-08,2815
2018-05-09,2815
2018-05-10,2815
2018-05-11,2815
2018-05-12,2815
2018-05-13,2815
2018-05-14,2815
2018-05-15,2679
2018-05-16,2679
2018-05-17,2679
2018-05-18,2679
2018-05-19,2679
2018-05-20,2679
2018-05-21,2679
2018-05-22,2679
2018-05-23,2679
2018-05-24,2568
2018-05-25,2568
2018-05-26,2568
2018-05-27,2568
2018-05-28,2568
2018-05-29,2568
2018-05-30,2568
2018-05-31,2568
2018-06-01,2568
2018-06-02,2441
2018-06-03,2441
2018-06-04,2441
2018-06-05,2441
2018-06-06,2441
2018-06-07,2441
2018-06-08,2441
2018-06-09,2441
2018-06-10,2441
2018-06-11,2320
2018-06-12,2320
2018-06-13,2320
2018-06-14,2320
2018-06-15,2320
2018-06-16,2320
2018-06-17,2229
2018-06-18,2229
2018-06-19,2229
2018-06-20,2229
2018-06-21,2229
2018-06-22,2229
2018-06-23,2229
2018-06-24,2229
2018-06-25,2229
2018-06-26,2254
2018-06-27,2254
2018-06-28,2254
2018-06-29,2254
2018-06-30,2254
2018-07-01,2254
2018-07-02,2254
2018-07-03,2254
2018-07-04,2254
2018-07-05,2254
2018-07-06,2254
2018-07-07,2149
2018-07-08,2149
2018-07-09,2149
2018-07-10,2149
2018-07-11,2149
2018-07-12,2149
2018-07-13,2149
2018-07-14,2149
2018-07-15,2149
2018-07-16,2149
2018-07-17,2149
2018-07-18,2149
2018-07-19,2091
2018-07-20,2091
2018-07-21,2091
2018-07-22,2091
2018-07-23,2091
2018-07-24,2091
2018-07-25,2091
2018-07-26,2091
2018-07-27,2003
2018-07-28,2003
2018-07-29,2003
2018-07-30,2003
2018-07-31,2003
2018-08-01,2003
2018-08-02,2003
2018-08-03,2003
2018-08-04,2003
2018-08-05,1907
2018-08-06,1907
2018-08-07,1907
2018-08-08,1907
2018-08-09,1907
2018-08-10,1907
2018-08-11,1907
2018-08-12,1907
2018-08-14,1814
2018-08-16,1814
2018-08-17,1814
2018-08-18,1814
2018-08-19,1814
2018-08-20,1743
2018-08-21,1743
2018-08-22,1743
2018-08-23,1743
2018-08-24,1743
2018-08-25,1743
2018-08-26,1743
2018-08-27,1743
2018-08-28,1658
2018-08-29,1658
2018-08-30,1658
2018-08-31,1658
2018-09-01,1658
2018-09-02,1658
2018-09-03,1658
2018-09-04,1658
2018-09-05,1658
2018-09-06,1578
2018-09-07,1578
2018-09-08,1578
2018-09-09,1578
2018-09-10,1578
2018-09-11,1578
2018-09-12,1578
2018-09-13,1578
2018-09-14,1512
2018-09-15,1512
2018-09-16,1512
2018-09-17,1512
2018-09-18,1512
2018-09-19,1512
2018-09-20,1512
2018-09-21,1512
2018-09-22,1512
2018-09-23,1439
2018-09-24,1439
2018-09-25,1439
2018-09-26,1439
2018-09-27,1439
2018-09-28,1439
2018-09-29,1439
2018-09-30,1439
2018-10-02,1439
2018-10-03,1376
2018-10-04,1376
2018-10-05,1376
2018-10-06,1376
2018-10-07,1376
2018-10-08,1376
2018-10-09,1376
2018-10-10,1376
2018-10-11,1376
2018-10-12,1376
2018-10-13,1316
2018-10-14,1316
2018-10-15,1316
2018-10-16,1316
2018-10-17,1316
2018-10-18,1316
2018-10-19,1316
2018-10-20,1316
2018-10-21,1253
2018-10-22,1253
2018-10-23,1253
2018-10-24,1253
2018-10-25,1253
2018-10-26,1253
2018-10-27,1253
2018-10-28,1193
2018-10-29,1193
2018-10-30,1193
2018-10-31,1193
2018-11-01,1193
2018-11-03,1193
2018-11-04,1193
2018-11-05,1134
2018-11-06,1134
2018-11-07,1134
2018-11-08,1134
2018-11-09,1134
2018-11-10,1134
2018-11-11,1134
2018-11-12,1079
2018-11-13,1079
2018-11-14,1079
2018-11-15,1079
2018-11-16,1079
2018-11-17,1028
2018-11-18,1028
2018-11-19,1028
2018-11-20,1028
2018-11-21,1028
2018-11-22,1028
2018-11-23,1028
2018-11-24,1003
2018-11-25,1003
2018-11-26,1003
2018-11-27,1003
2018-11-28,1003
2018-11-29,1003
2018-12-01,971
2018-12-02,971
2018-12-03,971
2018-12-04,971
2018-12-05,971
2018-12-07,971
2018-12-09,924
2018-12-10,924
2018-12-11,924
2018-12-12,924
2018-12-13,924
2018-12-14,924
2018-12-15,878
2018-12-16,878
2018-12-17,878
2018-12-18,878
2018-12-19,878
2018-12-20,837
2018-12-21,837
2018-12-22,837
2018-12-23,837
2018-12-24,837
2018-12-25,837
2018-12-26,837
2018-12-27,805
2018-12-28,805
2018-12-29,805
2018-12-30,805
2018-12-31,805
2019-01-01,805
2019-01-02,805
2019-01-03,805
2019-01-04,805
2019-01-05,791
2019-01-06,791
2019-01-08,791
2019-01-10,791
2019-01-11,791
2019-01-12,791
2019-01-13,754
2019-01-14,754
2019-01-15,754
2019-01-16,754
2019-01-17,754
2019-01-18,754
2019-01-19,754
2019-01-20,754
2019-01-21,718
2019-01-22,718
2019-01-23,718
2019-01-24,718
2019-01-25,718
2019-01-26,718
2019-01-27,718
2019-01-28,718
2019-01-29,687
2019-01-30,687
2019-01-31,687
2019-02-01,687
2019-02-02,687
2019-02-03,687
2019-02-04,687
2019-02-05,687
2019-02-06,687
2019-02-07,658
2019-02-08,658
2019-02-09,658
2019-02-10,658
2019-02-11,658
2019-02-12,658
2019-02-13,637
2019-02-14,637
2019-02-15,637
2019-02-16,637
2019-02-17,637
2019-02-18,637
2019-02-19,637
2019-02-20,637
2019-02-21,637
2019-02-22,656
2019-02-23,656
2019-02-24,656
2019-02-25,656
2019-02-26,656
2019-02-27,656
2019-02-28,656
2019-03-01,656
2019-03-02,656
2019-03-03,656
2019-03-04,656
2019-03-05,656
2019-03-06,656
2019-03-07,625
2019-03-08,625
2019-03-09,625
2019-03-10,625
2019-03-11,625
2019-03-12,625
2019-03-13,625
2019-03-14,625
2019-03-15,625
2019-03-16,611
2019-03-17,611
2019-03-18,611
2019-03-19,611
2019-03-20,611
2019-03-21,611
2019-03-22,611
2019-03-23,611
2019-03-24,611
2019-03-25,611
2019-03-26,611
2019-03-27,611
2019-03-28,592
2019-03-29,592
2019-03-30,592
2019-03-31,592
2019-04-01,592
2019-04-02,592
2019-04-03,592
2019-04-04,592
2019-04-05,592
2019-04-06,592
2019-04-07,592
2019-04-08,592
2019-04-09,598
2019-04-10,598
2019-04-11,598
2019-04-12,598
2019-04-13,598
2019-04-14,598
2019-04-15,598
2019-04-16,598
2019-04-17,598
2019-04-18,598
2019-04-19,612
