date_obj,Yew%20seed price
2016-03-31,89098
2016-04-01,89842
2016-04-02,90190
2016-04-03,90699
2016-04-04,90022
2016-04-05,89527
2016-04-06,89228
2016-04-07,90005
2016-04-08,91923
2016-04-09,88967
2016-04-10,89799
2016-04-11,89799
2016-04-12,87483
2016-04-13,87965
2016-04-14,86650
2016-04-15,88102
2016-04-16,88666
2016-04-17,88982
2016-04-18,90852
2016-04-19,90254
2016-04-20,88576
2016-04-21,89770
2016-04-22,89925
2016-04-23,88781
2016-04-24,88672
2016-04-25,88414
2016-04-26,88662
2016-04-27,87698
2016-04-28,87361
2016-04-29,86453
2016-04-30,86039
2016-05-01,85661
2016-05-02,85935
2016-05-03,84380
2016-05-04,84395
2016-05-05,83240
2016-05-06,80035
2016-05-07,78855
2016-05-08,74948
2016-05-09,71393
2016-05-10,68874
2016-05-11,66930
2016-05-12,65235
2016-05-13,68035
2016-05-14,70886
2016-05-15,69533
2016-05-16,68073
2016-05-17,68328
2016-05-18,69478
2016-05-19,68950
2016-05-22,69240
2016-05-23,69776
2016-05-24,69177
2016-05-25,69028
2016-05-26,68632
2016-05-27,68890
2016-05-28,68998
2016-05-29,68772
2016-05-30,66722
2016-05-31,68490
2016-06-01,68206
2016-06-02,67639
2016-06-03,67936
2016-06-04,67975
2016-06-05,68469
2016-06-06,69132
2016-06-07,69128
2016-06-08,72465
2016-06-09,73322
2016-06-10,74492
2016-06-11,75370
2016-06-12,77759
2016-06-13,79769
2016-06-14,83370
2016-06-15,86710
2016-06-16,87634
2016-06-17,87370
2016-06-18,85536
2016-06-19,81359
2016-06-20,80708
2016-06-21,78776
2016-06-22,78643
2016-06-23,80357
2016-06-24,83368
2016-06-25,85010
2016-06-26,86908
2016-06-27,89513
2016-06-28,89340
2016-06-29,86806
2016-06-30,84201
2016-07-01,83746
2016-07-02,84669
2016-07-03,84358
2016-07-04,85619
2016-07-05,89331
2016-07-06,90901
2016-07-07,90683
2016-07-08,92725
2016-07-09,96772
2016-07-10,98751
2016-07-11,99110
2016-07-12,97105
2016-07-13,94337
2016-07-14,96521
2016-07-15,96464
2016-07-16,98839
2016-07-17,101048
2016-07-18,100835
2016-07-24,92772
2016-07-25,88162
2016-07-26,85924
2016-07-27,82836
2016-07-28,85039
2016-07-29,87033
2016-07-30,87163
2016-07-31,88062
2016-08-01,88236
2016-08-02,89393
2016-08-03,91927
2016-08-04,92263
2016-08-05,91737
2016-08-06,91104
2016-08-07,92761
2016-08-08,95184
2016-08-09,97431
2016-08-10,95896
2016-08-11,96726
2016-08-12,96343
2016-08-13,96101
2016-08-14,96176
2016-08-15,96597
2016-08-16,95240
2016-08-17,92312
2016-08-18,90877
2016-08-19,90538
2016-08-20,90603
2016-08-21,89413
2016-08-22,89084
2016-08-23,88508
2016-08-24,87118
2016-08-25,85784
2016-08-26,83284
2016-08-28,79617
2016-08-31,82467
2016-09-01,86148
2016-09-02,86148
2016-09-03,90073
2016-09-04,88189
2016-09-05,88924
2016-09-06,91676
2016-09-07,89807
2016-09-08,85316
2016-09-09,81050
2016-09-10,76997
2016-09-11,73147
2016-09-12,69489
2016-09-13,66014
2016-09-14,62713
2016-09-15,59577
2016-09-16,56598
2016-09-17,53768
2016-09-18,51079
2016-09-19,48525
2016-09-20,46098
2016-09-21,43793
2016-09-22,41603
2016-09-23,39522
2016-09-24,37545
2016-09-25,35784
2016-09-26,35980
2016-09-27,37439
2016-09-28,39302
2016-09-29,41181
2016-09-30,40296
2016-10-01,38296
2016-10-02,36949
2016-10-03,35989
2016-10-04,37427
2016-10-05,39299
2016-10-06,41264
2016-10-07,43328
2016-10-08,44274
2016-10-09,43207
2016-10-10,41422
2016-10-11,39727
2016-10-12,38535
2016-10-13,38259
2016-10-14,39333
2016-10-15,41250
2016-10-16,43220
2016-10-17,44575
2016-10-18,46766
2016-10-19,49060
2016-10-20,51511
2016-10-21,54009
2016-10-22,55397
2016-10-23,54273
2016-10-24,52332
2016-10-25,52599
2016-10-26,52453
2016-10-27,51125
2016-10-28,49923
2016-10-29,48725
2016-10-30,47208
2016-10-31,47915
2016-11-01,49606
2016-11-02,51665
2016-11-03,50962
2016-11-04,52349
2016-11-05,51823
2016-11-06,52072
2016-11-07,51892
2016-11-08,52117
2016-11-09,52856
2016-11-10,52680
2016-11-11,52002
2016-11-12,51346
2016-11-13,49665
2016-11-14,49961
2016-12-08,66950
2016-12-09,68367
2016-12-10,68046
2016-12-11,67532
2016-12-12,67742
2016-12-13,67949
2016-12-14,66664
2016-12-15,65362
2016-12-16,66676
2016-12-17,67067
2016-12-18,65269
2016-12-19,63443
2016-12-20,63882
2016-12-21,64353
2016-12-22,63476
2016-12-23,65116
2016-12-24,67375
2016-12-25,67107
2016-12-26,65855
2016-12-27,66886
2016-12-28,67206
2016-12-29,67588
2016-12-30,67743
2016-12-31,67170
2017-01-01,67616
2017-01-02,67792
2017-01-03,67562
2017-01-04,65237
2017-01-05,61975
2017-01-06,58921
2017-01-07,57838
2017-01-08,57539
2017-01-09,56754
2017-01-10,58948
2017-01-11,59996
2017-01-12,61674
2017-01-13,64758
2017-01-14,65635
2017-01-15,65185
2017-01-16,64853
2017-01-17,64349
2017-01-18,63442
2017-01-19,62301
2017-01-20,60252
2017-01-21,60495
2017-01-22,59835
2017-01-27,58757
2017-01-28,57012
2017-01-29,54550
2017-01-30,54101
2017-01-31,54468
2017-02-01,55156
2017-02-02,53772
2017-02-03,54454
2017-02-04,54827
2017-02-05,54062
2017-02-06,53402
2017-02-07,54424
2017-02-08,54746
2017-02-09,54706
2017-02-10,54650
2017-02-11,54495
2017-02-12,53821
2017-02-13,54827
2017-02-14,57240
2017-02-15,58986
2017-02-16,61299
2017-02-18,62564
2017-02-19,61977
2017-02-20,61404
2017-02-21,62615
2017-02-22,63212
2017-02-23,64492
2017-02-24,64450
2017-02-25,63643
2017-02-26,63207
2017-02-27,64017
2017-02-28,65063
2017-03-01,65117
2017-03-02,65992
2017-03-03,65843
2017-03-04,67281
2017-03-05,68793
2017-03-06,68949
2017-03-07,70763
2017-03-08,72417
2017-03-09,73799
2017-03-10,73332
2017-03-11,74347
2017-03-12,72654
2017-03-13,72645
2017-03-14,73290
2017-03-15,72154
2017-03-16,72525
2017-03-17,73268
2017-03-18,72748
2017-03-19,71132
2017-03-20,71178
2017-03-21,72297
2017-03-22,75038
2017-03-23,77261
2017-03-24,76775
2017-03-25,76545
2017-03-26,76774
2017-03-27,77376
2017-03-28,77341
2017-03-29,77985
2017-03-30,77090
2017-03-31,78007
2017-04-01,78272
2017-04-02,77942
2017-04-03,77867
2017-04-04,78575
2017-04-12,71527
2017-04-13,73009
2017-04-14,71033
2017-04-15,70029
2017-04-16,67801
2017-04-17,68118
2017-04-18,68530
2017-04-19,69477
2017-04-20,69208
2017-04-21,67694
2017-04-22,68178
2017-04-23,67416
2017-04-24,67614
2017-04-25,67390
2017-04-26,65631
2017-04-27,66225
2017-04-28,67438
2017-04-29,68500
2017-04-30,67868
2017-05-01,67368
2017-05-02,67145
2017-05-03,67474
2017-05-04,66953
2017-05-05,66925
2017-05-06,66554
2017-05-07,66728
2017-05-08,66181
2017-05-09,67074
2017-05-10,67280
2017-05-11,68085
2017-05-12,69047
2017-05-13,70494
2017-05-14,73164
2017-05-15,75014
2017-05-16,74218
2017-05-17,74331
2017-05-18,73544
2017-05-19,71588
2017-05-20,70332
2017-05-21,70932
2017-05-22,70406
2017-05-23,69540
2017-05-24,70397
2017-05-25,70954
2017-05-26,73201
2017-05-27,73063
2017-05-28,74331
2017-05-29,75071
2017-05-30,78300
2017-05-31,77340
2017-06-01,75108
2017-06-02,74390
2017-06-03,74760
2017-06-06,69164
2017-06-07,68694
2017-06-08,68381
2017-06-09,68064
2017-06-10,68385
2017-06-11,69427
2017-06-12,69837
2017-06-13,72403
2017-06-14,73157
2017-06-15,74248
2017-06-16,74746
2017-06-17,75934
2017-06-18,78652
2017-06-19,76450
2017-06-20,77950
2017-06-21,78706
2017-06-22,80271
2017-06-23,83609
2017-06-24,87097
2017-06-25,85930
2017-06-26,85626
2017-06-27,85595
2017-06-28,85306
2017-06-29,87282
2017-06-30,88515
2017-07-01,88595
2017-07-02,87100
2017-07-03,85566
2017-07-04,84194
2017-07-05,81531
2017-07-06,79662
2017-07-07,76927
2017-07-08,75876
2017-07-13,77994
2017-07-14,80048
2017-07-15,79130
2017-07-16,78629
2017-07-17,80136
2017-07-18,80454
2017-07-19,81206
2017-07-20,79815
2017-07-21,80352
2017-07-22,81084
2017-07-23,79971
2017-07-24,79684
2017-07-25,80832
2017-07-26,79793
2017-07-27,80321
2017-07-28,80587
2017-07-29,80863
2017-07-30,81525
2017-07-31,83005
2017-08-01,81614
2017-08-02,81091
2017-08-03,82365
2017-08-04,84275
2017-08-05,84193
2017-08-06,86675
2017-08-09,85074
2017-08-10,84078
2017-08-11,84124
2017-08-12,83568
2017-08-13,82904
2017-08-14,82526
2017-08-15,82243
2017-08-16,81335
2017-08-17,81184
2017-08-18,81570
2017-08-19,81632
2017-08-20,81505
2017-08-21,80634
2017-08-22,80852
2017-08-23,80948
2017-08-24,81153
2017-08-25,82868
2017-08-26,80626
2017-08-27,80525
2017-08-28,81659
2017-08-29,81031
2017-08-30,80234
2017-08-31,79032
2017-09-01,81462
2017-09-02,81195
2017-09-03,80820
2017-09-04,82588
2017-09-05,84156
2017-09-06,83779
2017-09-07,82044
2017-09-08,79315
2017-09-09,77816
2017-09-10,75376
2017-09-11,73390
2017-09-12,73669
2017-09-13,73767
2017-09-14,74886
2017-09-15,78489
2017-09-16,77887
2017-09-17,77811
2017-09-18,77644
2017-09-19,76132
2017-09-20,76240
2017-09-21,75859
2017-09-22,76683
2017-09-23,76809
2017-09-24,77244
2017-09-25,78063
2017-09-26,81663
2017-09-27,84464
2017-09-28,87427
2017-09-29,89578
2017-09-30,87379
2017-10-01,89157
2017-10-02,88428
2017-10-03,87914
2017-10-04,86572
2017-10-05,85437
2017-10-06,86196
2017-10-07,86710
2017-10-08,85419
2017-10-09,86852
2017-10-10,90580
2017-10-11,91367
2017-10-12,93694
2017-10-13,95223
2017-10-14,94530
2017-10-15,92199
2017-10-16,88210
2017-10-17,84031
2017-10-18,81505
2017-10-19,78696
2017-10-20,78608
2017-10-21,79036
2017-10-22,81413
2017-10-23,84023
2017-10-24,84569
2017-10-25,83586
2017-10-26,81725
2017-10-27,80498
2017-10-28,81718
2017-10-29,81723
2017-10-30,80747
2017-10-31,80625
2017-11-01,80816
2017-11-02,80204
2017-11-03,78188
2017-11-04,78456
2017-11-05,79907
2017-11-06,77678
2017-11-07,79232
2017-11-08,81096
2017-11-09,84935
2017-11-10,85592
2017-11-11,83830
2017-11-12,83952
2017-11-13,82826
2017-11-14,81976
2017-11-15,80622
2017-11-16,79431
2017-11-17,76799
2017-11-18,75774
2017-11-19,76250
2017-11-20,75250
2017-11-21,78657
2017-11-22,77577
2017-11-23,78222
2017-11-24,77101
2017-11-25,77877
2017-11-26,78023
2017-11-27,78241
2017-11-28,77795
2017-11-29,77923
2017-11-30,79018
2017-12-01,78869
2017-12-02,78913
2017-12-03,79274
2017-12-04,79045
2017-12-05,78031
2017-12-06,78579
2017-12-07,78930
2017-12-08,78458
2017-12-09,77554
2017-12-10,78026
2017-12-11,78195
2017-12-12,77251
2017-12-13,77244
2017-12-14,76992
2017-12-15,79417
2017-12-16,77803
2017-12-17,75139
2017-12-18,76561
2017-12-19,76466
2017-12-20,76740
2017-12-21,75169
2017-12-22,75351
2017-12-23,74794
2017-12-24,73608
2017-12-25,73624
2017-12-26,73784
2017-12-27,73516
2017-12-28,72126
2017-12-29,72089
2017-12-30,71721
2017-12-31,69946
2018-01-01,69718
2018-01-02,70894
2018-01-03,72285
2018-01-04,72577
2018-01-05,70438
2018-01-06,67144
2018-01-07,67837
2018-01-08,65669
2018-01-09,62400
2018-01-10,60151
2018-01-11,62627
2018-01-12,63915
2018-01-13,64789
2018-01-14,67232
2018-01-15,70458
2018-01-16,73957
2018-01-17,76779
2018-01-18,79282
2018-01-19,81565
2018-01-20,81358
2018-01-21,80496
2018-01-22,80650
2018-01-23,83072
2018-01-24,84929
2018-01-25,87460
2018-01-26,90406
2018-01-27,90673
2018-01-28,90103
2018-01-29,87170
2018-01-30,85142
2018-02-01,81447
2018-02-02,80520
2018-02-03,82373
2018-02-04,84776
2018-02-05,87460
2018-02-06,88382
2018-02-07,87450
2018-02-08,88034
2018-02-09,88560
2018-02-10,86906
2018-02-11,85883
2018-02-12,83905
2018-02-13,82549
2018-02-14,82899
2018-02-15,82917
2018-02-16,81813
2018-02-17,81067
2018-02-18,79782
2018-02-19,79866
2018-02-20,79215
2018-02-21,78734
2018-02-22,78972
2018-02-23,79113
2018-02-24,79313
2018-02-25,80226
2018-02-26,80339
2018-02-27,80653
2018-02-28,83163
2018-03-01,85252
2018-03-02,85198
2018-03-03,84582
2018-03-04,84157
2018-03-05,84142
2018-03-06,84760
2018-03-07,85405
2018-03-08,85043
2018-03-09,85233
2018-03-10,85348
2018-03-11,84704
2018-03-12,84833
2018-03-13,84716
2018-03-14,85157
2018-03-15,86034
2018-03-16,89048
2018-03-17,91354
2018-03-18,90597
2018-03-20,90281
2018-03-21,91597
2018-03-23,92080
2018-03-24,90052
2018-03-26,90111
2018-03-27,88622
2018-03-28,89240
2018-03-29,89399
2018-03-30,87713
2018-03-31,86326
2018-04-01,86226
2018-04-02,86766
2018-04-03,87043
2018-04-04,87015
2018-04-05,86179
2018-04-06,85392
2018-04-08,83190
2018-04-09,83568
2018-04-10,82462
2018-04-11,82987
2018-04-12,83004
2018-04-13,82529
2018-04-14,80186
2018-04-16,80057
2018-04-17,80599
2018-04-18,81135
2018-04-19,81640
2018-04-20,81986
2018-04-21,81908
2018-04-22,82096
2018-04-23,83047
2018-04-24,84262
2018-04-25,85521
2018-04-26,84726
2018-04-27,84378
2018-04-28,83933
2018-04-29,84504
2018-04-30,86198
2018-05-02,91510
2018-05-03,94851
2018-05-04,94909
2018-05-05,93617
2018-05-06,92035
2018-05-07,92152
2018-05-08,91132
2018-05-09,90101
2018-05-10,87648
2018-05-11,86062
2018-05-12,84218
2018-05-13,83294
2018-05-14,83108
2018-05-15,82687
2018-05-16,82031
2018-05-17,81088
2018-05-18,79381
2018-05-19,79223
2018-05-20,80217
2018-05-21,80345
2018-05-22,80184
2018-05-23,80094
2018-05-24,79624
2018-05-25,79363
2018-05-26,79951
2018-05-27,79992
2018-05-28,78519
2018-05-29,78859
2018-05-30,77031
2018-05-31,77863
2018-06-01,79948
2018-06-02,80786
2018-06-03,80346
2018-06-04,79928
2018-06-05,79978
2018-06-06,78901
2018-06-07,77381
2018-06-08,75419
2018-06-09,73089
2018-06-10,73690
2018-06-11,73354
2018-06-12,72151
2018-06-13,72081
2018-06-14,71962
2018-06-15,71898
2018-06-16,70665
2018-06-17,71130
2018-06-18,72061
2018-06-19,71796
2018-06-20,72004
2018-06-21,72484
2018-06-22,71006
2018-06-23,70567
2018-06-24,70982
2018-06-25,70957
2018-06-26,71098
2018-06-27,71252
2018-06-28,70990
2018-06-29,71489
2018-06-30,70168
2018-07-01,70770
2018-07-02,70962
2018-07-03,70038
2018-07-04,69342
2018-07-05,69484
2018-07-06,69859
2018-07-07,69909
2018-07-08,69146
2018-07-09,68157
2018-07-10,68455
2018-07-11,68716
2018-07-12,68829
2018-07-13,69358
2018-07-14,71195
2018-07-15,71530
2018-07-16,70433
2018-07-17,70018
2018-07-18,68866
2018-07-19,69144
2018-07-20,68762
2018-07-21,68642
2018-07-22,69145
2018-07-23,70001
2018-07-24,69825
2018-07-25,71423
2018-07-26,73599
2018-07-27,72068
2018-07-28,70887
2018-07-29,71834
2018-07-30,74955
2018-07-31,78414
2018-08-01,78434
2018-08-02,78799
2018-08-03,79614
2018-08-04,81020
2018-08-05,80454
2018-08-06,80024
2018-08-07,78415
2018-08-08,78164
2018-08-09,77680
2018-08-10,76866
2018-08-11,73771
2018-08-12,73431
2018-08-14,71311
2018-08-16,73586
2018-08-17,72617
2018-08-18,71766
2018-08-19,70023
2018-08-20,70987
2018-08-21,72772
2018-08-22,72693
2018-08-23,72974
2018-08-24,74521
2018-08-25,75859
2018-08-26,75947
2018-08-27,76679
2018-08-28,77037
2018-08-29,76611
2018-08-30,76433
2018-08-31,77331
2018-09-01,78656
2018-09-02,80900
2018-09-03,81765
2018-09-04,82582
2018-09-05,82813
2018-09-06,82499
2018-09-07,80149
2018-09-08,76991
2018-09-09,76461
2018-09-10,76718
2018-09-11,78170
2018-09-12,78074
2018-09-13,79202
2018-09-14,78822
2018-09-15,77780
2018-09-16,76300
2018-09-17,76609
2018-09-18,77665
2018-09-19,78023
2018-09-20,79531
2018-09-21,80599
2018-09-22,79928
2018-09-23,78875
2018-09-24,79304
2018-09-25,79740
2018-09-26,79262
2018-09-27,81822
2018-09-28,82110
2018-09-29,81274
2018-09-30,80952
2018-10-02,80938
2018-10-03,80854
2018-10-04,80879
2018-10-05,80737
2018-10-06,81648
2018-10-07,82279
2018-10-08,84124
2018-10-09,86488
2018-10-10,88630
2018-10-11,89709
2018-10-12,88981
2018-10-13,88520
2018-10-14,87742
2018-10-15,87782
2018-10-16,86634
2018-10-17,84982
2018-10-18,84079
2018-10-19,83442
2018-10-20,82821
2018-10-21,82923
2018-10-22,82784
2018-10-23,82026
2018-10-24,81099
2018-10-25,80712
2018-10-26,80134
2018-10-27,79371
2018-10-28,78309
2018-10-29,77496
2018-10-30,76659
2018-10-31,76809
2018-11-01,77065
2018-11-03,76324
2018-11-04,75012
2018-11-05,75506
2018-11-06,77560
2018-11-07,78589
2018-11-08,78091
2018-11-09,78307
2018-11-10,78228
2018-11-11,77160
2018-11-12,77005
2018-11-13,76701
2018-11-14,78572
2018-11-15,79675
2018-11-16,79732
2018-11-17,79262
2018-11-18,78398
2018-11-19,78158
2018-11-20,77720
2018-11-21,78237
2018-11-22,78045
2018-11-23,76464
2018-11-24,74364
2018-11-25,73709
2018-11-26,75186
2018-11-27,77487
2018-11-28,78072
2018-11-29,79619
2018-12-01,80609
2018-12-02,81065
2018-12-03,81360
2018-12-04,81642
2018-12-05,81735
2018-12-09,79736
2018-12-10,81480
2018-12-11,83340
2018-12-12,83816
2018-12-13,83010
2018-12-14,82022
2018-12-15,81302
2018-12-16,79833
2018-12-17,78374
2018-12-18,77866
2018-12-19,77898
2018-12-20,77168
2018-12-21,74911
2018-12-22,74423
2018-12-23,73020
2018-12-24,71893
2018-12-25,71645
2018-12-26,71407
2018-12-27,71420
2018-12-28,72922
2018-12-29,75164
2018-12-30,75801
2018-12-31,77101
2019-01-01,79516
2019-01-02,82927
2019-01-03,87074
2019-01-04,91424
2019-01-05,91924
2019-01-06,91290
2019-01-08,89303
2019-01-10,83379
2019-01-11,79212
2019-01-12,77184
2019-01-13,79853
2019-01-14,83788
2019-01-15,87978
2019-01-16,92375
2019-01-17,96984
2019-01-18,101834
2019-01-19,103240
2019-01-20,100374
2019-01-21,101807
2019-01-22,103414
2019-01-23,107327
2019-01-24,107387
2019-01-25,108122
2019-01-26,107693
2019-01-27,106029
2019-01-28,103626
2019-01-29,103358
2019-01-30,103225
2019-01-31,105359
2019-02-01,105604
2019-02-02,105852
2019-02-03,104831
2019-02-04,104228
2019-02-05,102149
2019-02-06,98573
2019-02-07,95468
2019-02-08,94925
2019-02-09,94186
2019-02-10,90331
2019-02-11,90180
2019-02-12,90331
2019-02-13,93992
2019-02-14,96924
2019-02-15,97722
2019-02-16,96856
2019-02-17,95166
2019-02-18,94112
2019-02-19,93896
2019-02-20,93276
2019-02-21,93552
2019-02-22,93891
2019-02-23,94504
2019-02-24,94357
2019-02-25,94145
2019-02-26,94165
2019-02-27,94412
2019-02-28,94521
2019-03-01,94497
2019-03-02,95027
2019-03-03,94726
2019-03-04,90917
2019-03-05,90226
2019-03-06,90576
2019-03-07,91498
2019-03-08,91728
2019-03-09,91747
2019-03-10,90612
2019-03-11,90830
2019-03-12,89695
2019-03-13,89313
2019-03-14,88038
2019-03-15,87396
2019-03-16,86321
2019-03-17,85677
2019-03-18,85686
2019-03-19,85432
2019-03-20,84612
2019-03-21,83831
2019-03-22,83085
2019-03-23,82089
2019-03-24,82060
2019-03-25,81648
2019-03-26,81762
2019-03-27,81870
2019-03-28,81565
2019-03-29,81944
2019-03-30,81690
2019-03-31,80755
2019-04-01,80982
2019-04-02,81746
2019-04-03,83886
2019-04-04,83410
