date_obj,Cemetery%20teleport%20(tablet) price
2020-04-21,2222
2020-04-22,2152
2020-04-23,2152
2020-04-24,2118
2020-04-25,2118
2020-04-26,2128
2020-04-27,2232
2020-04-28,2144
2020-04-29,2144
2020-04-30,2043
2020-05-01,2043
2020-05-02,2033
2020-05-03,2104
2020-05-04,2104
2020-05-05,2194
2020-05-06,2248
2020-05-07,2248
2020-05-08,2304
2020-05-09,2245
2020-05-10,2177
2020-05-11,2177
2020-05-12,2098
2020-05-13,1995
