date_obj,Zamorak%20robe%20legs price
2015-12-27,190284
2015-12-28,185400
2015-12-29,180680
2015-12-30,175662
2015-12-31,171698
2016-01-01,164503
2016-01-02,160133
2016-01-03,158385
2016-01-04,159763
2016-01-05,163153
2016-01-06,165415
2016-01-07,165746
2016-01-08,165642
2016-01-09,165743
2016-01-10,165669
2016-01-11,168099
2016-01-12,169684
2016-01-13,169356
2016-01-14,169886
2016-01-15,171650
2016-01-16,172211
2016-01-17,172305
2016-01-18,170544
2016-01-19,167934
2016-01-20,167273
2016-01-21,165192
2016-01-22,164675
2016-01-23,165985
2016-01-24,164634
2016-01-25,161889
2016-01-26,160522
2016-01-27,157370
2016-01-28,157370
2016-01-29,153490
2016-01-30,153490
2016-01-31,154028
2016-02-01,158270
2016-02-02,164895
2016-02-03,172650
2016-02-04,180465
2016-02-05,182057
2016-02-06,180683
2016-02-07,177191
2016-02-08,172232
2016-02-09,169234
2016-02-10,161992
2016-02-11,159179
2016-02-12,157553
2016-02-13,153401
2016-02-14,153401
2016-02-15,152338
2016-02-16,154152
2016-02-17,154203
2016-02-18,155736
2016-02-19,153031
2016-02-20,147689
2016-02-21,142518
2016-02-22,142518
2016-02-23,138297
2016-02-24,138258
2016-02-25,135009
2016-02-26,135009
2016-02-27,132017
2016-02-28,128986
2016-02-29,131844
2016-03-01,126649
2016-03-02,124497
2016-03-03,123458
2016-03-04,127061
2016-03-05,132814
2016-03-06,133935
2016-03-07,133935
2016-03-08,129080
2016-03-09,123006
2016-03-10,117179
2016-03-11,114674
2016-03-12,109525
2016-03-13,107309
2016-03-14,109281
2016-03-15,106779
2016-03-16,108512
2016-03-17,111199
2016-03-18,113159
2016-03-19,114320
2016-03-20,113804
2016-03-21,115138
2016-03-22,119132
2016-03-23,122018
2016-03-24,125225
2016-03-25,127938
2016-03-26,129421
2016-03-27,127564
2016-03-28,124997
2016-03-29,123031
2016-03-30,123031
2016-03-31,119797
2016-04-01,116937
2016-04-02,115809
2016-04-03,111953
2016-04-04,110731
2016-04-05,114301
2016-04-06,118859
2016-04-07,122314
2016-04-08,122124
2016-04-09,121931
2016-04-10,121553
2016-04-11,121553
2016-04-12,119471
2016-04-13,118023
2016-04-14,117914
2016-04-15,118365
2016-04-16,118607
2016-04-17,119434
2016-04-18,118234
2016-04-19,117996
2016-04-20,119130
2016-04-21,120340
2016-04-22,120340
2016-04-23,118842
2016-04-24,117945
2016-04-25,118778
2016-04-26,120649
2016-04-27,124492
2016-04-28,128732
2016-04-29,128732
2016-04-30,130716
2016-05-01,128741
2016-05-02,127780
2016-05-03,126497
2016-05-04,125324
2016-05-05,125259
2016-05-06,125259
2016-05-07,125604
2016-05-08,126667
2016-05-09,127820
2016-05-10,133925
2016-05-11,136844
2016-05-12,137693
2016-05-13,139081
2016-05-14,140185
2016-05-15,141850
2016-05-16,140978
2016-05-17,143685
2016-05-18,142800
2016-05-19,145117
2016-05-22,139587
2016-05-23,135845
2016-05-24,133085
2016-05-25,129668
2016-05-26,128762
2016-05-27,129127
2016-05-28,129127
2016-05-29,130862
2016-05-30,130862
2016-05-31,130404
2016-06-01,132991
2016-06-02,132063
2016-06-03,134522
2016-06-04,135417
2016-06-05,135424
2016-06-06,136956
2016-06-07,136956
2016-06-08,138626
2016-06-09,141507
2016-06-10,143576
2016-06-11,142915
2016-06-12,143949
2016-06-13,142773
2016-06-14,142278
2016-06-15,141161
2016-06-16,139891
2016-06-17,140561
2016-06-18,144050
2016-06-19,141203
2016-06-20,137976
2016-06-21,135260
2016-06-22,132512
2016-06-23,132345
2016-06-24,132142
2016-06-25,131482
2016-06-26,130768
2016-06-27,130150
2016-06-28,129714
2016-06-29,130854
2016-06-30,131687
2016-07-01,133429
2016-07-02,133429
2016-07-03,131564
2016-07-04,131728
2016-07-05,132517
2016-07-06,129146
2016-07-07,123054
2016-07-08,117361
2016-07-09,112474
2016-07-10,106850
2016-07-11,102955
2016-07-12,100841
2016-07-13,99303
2016-07-14,101911
2016-07-15,104172
2016-07-16,105478
2016-07-17,109344
2016-07-18,113622
2016-07-24,109207
2016-07-25,104218
2016-07-26,104218
2016-07-27,101888
2016-07-28,99246
2016-07-29,94740
2016-07-30,91994
2016-07-31,91994
2016-08-01,91239
2016-08-02,93035
2016-08-03,95339
2016-08-04,97253
2016-08-05,97253
2016-08-06,98782
2016-08-07,98838
2016-08-08,100117
2016-08-09,100735
2016-08-10,100412
2016-08-11,100412
2016-08-12,102263
2016-08-13,104691
2016-08-14,107064
2016-08-15,108820
2016-08-16,109851
2016-08-17,109851
2016-08-18,107423
2016-08-19,102255
2016-08-20,98092
2016-08-21,98092
2016-08-22,94923
2016-08-23,90797
2016-08-24,88121
2016-08-25,90961
2016-08-26,90961
2016-08-28,94679
2016-08-31,98418
2016-09-01,101695
2016-09-02,101695
2016-09-03,104547
2016-09-04,107662
2016-09-05,109266
2016-09-06,107858
2016-09-07,103575
2016-09-08,103575
2016-09-09,98562
2016-09-10,93633
2016-09-11,93633
2016-09-12,90504
2016-09-13,87827
2016-09-14,87827
2016-09-15,84948
2016-09-16,84948
2016-09-17,81993
2016-09-18,79797
2016-09-19,79482
2016-09-20,79482
2016-09-21,78687
2016-09-22,78923
2016-09-23,82725
2016-09-24,82725
2016-09-25,85495
2016-09-26,85495
2016-09-27,87250
2016-09-28,89087
2016-09-29,89087
2016-09-30,92666
2016-10-01,97300
2016-10-02,97300
2016-10-03,102165
2016-10-04,107274
2016-10-05,112391
2016-10-06,116876
2016-10-07,116876
2016-10-08,118225
2016-10-09,118225
2016-10-10,114843
2016-10-11,113068
2016-10-12,113068
2016-10-13,109978
2016-10-14,105859
2016-10-15,100757
2016-10-16,96775
2016-10-17,92845
2016-10-18,91390
2016-10-19,89190
2016-10-20,89431
2016-10-21,91651
2016-10-22,91651
2016-10-23,96234
2016-10-24,101046
2016-10-25,101046
2016-10-26,104746
2016-10-27,105413
2016-10-28,105413
2016-10-29,104827
2016-10-30,107247
2016-10-31,108541
2016-11-01,108541
2016-11-02,109881
2016-11-03,112653
2016-11-04,112584
2016-11-05,112584
2016-11-06,110646
2016-11-07,110556
2016-11-08,111013
2016-11-09,110327
2016-11-10,109896
2016-11-11,109896
2016-11-12,109339
2016-11-13,109339
2016-11-14,109974
2016-12-08,90581
2016-12-09,90454
2016-12-10,90454
2016-12-11,91065
2016-12-12,91949
2016-12-13,93007
2016-12-14,93543
2016-12-15,93543
2016-12-16,96479
2016-12-17,97147
2016-12-18,97147
2016-12-19,96588
2016-12-20,95590
2016-12-21,95571
2016-12-22,95571
2016-12-23,95329
2016-12-24,95329
2016-12-25,95844
2016-12-26,95300
2016-12-27,95691
2016-12-28,93726
2016-12-29,94761
2016-12-30,98356
2016-12-31,101590
2017-01-01,101841
2017-01-02,104961
2017-01-03,106078
2017-01-04,107054
2017-01-05,105635
2017-01-06,104081
2017-01-07,103862
2017-01-08,101931
2017-01-09,98207
2017-01-10,96249
2017-01-11,93647
2017-01-12,91777
2017-01-13,89201
2017-01-14,88055
2017-01-15,90183
2017-01-16,91865
2017-01-17,93482
2017-01-18,94263
2017-01-19,94511
2017-01-20,95122
2017-01-21,97534
2017-01-22,101249
2017-01-27,97857
2017-01-28,94949
2017-01-29,92332
2017-01-30,92332
2017-01-31,90049
2017-02-01,88624
2017-02-02,86816
2017-02-03,85998
2017-02-04,83934
2017-02-05,82735
2017-02-06,81247
2017-02-07,80911
2017-02-08,80142
2017-02-09,80142
2017-02-10,79994
2017-02-11,80188
2017-02-12,80188
2017-02-13,77693
2017-02-14,76259
2017-02-15,76131
2017-02-16,76049
2017-02-18,75689
2017-02-19,75902
2017-02-20,75654
2017-02-21,75486
2017-02-22,75486
2017-02-23,76319
2017-02-24,76319
2017-02-25,76450
2017-02-26,76266
2017-02-27,77299
2017-02-28,77793
2017-03-01,78128
2017-03-02,78458
2017-03-03,79812
2017-03-04,80250
2017-03-05,80323
2017-03-06,82390
2017-03-07,85928
2017-03-08,87918
2017-03-09,91166
2017-03-10,93515
2017-03-11,95704
2017-03-12,95422
2017-03-13,95641
2017-03-14,96733
2017-03-15,98779
2017-03-16,99000
2017-03-17,98119
2017-03-18,98381
2017-03-19,99848
2017-03-20,99386
2017-03-21,100232
2017-03-22,100412
2017-03-23,99757
2017-03-24,99675
2017-03-25,99675
2017-03-26,99238
2017-03-27,98956
2017-03-28,98734
2017-03-29,98551
2017-03-30,98129
2017-03-31,100884
2017-04-01,100914
2017-04-02,100498
2017-04-03,101021
2017-04-04,100865
2017-04-12,95051
2017-04-13,94365
2017-04-14,93202
2017-04-15,91976
2017-04-16,91188
2017-04-17,90185
2017-04-18,89046
2017-04-19,88250
2017-04-20,89283
2017-04-21,88214
2017-04-22,88282
2017-04-23,88140
2017-04-24,89042
2017-04-25,88967
2017-04-26,89869
2017-04-27,89328
2017-04-28,89283
2017-04-29,88617
2017-04-30,88729
2017-05-01,87703
2017-05-02,88778
2017-05-03,89600
2017-05-04,90140
2017-05-05,89891
2017-05-06,90747
2017-05-07,91609
2017-05-08,93667
2017-05-09,94993
2017-05-10,94969
2017-05-11,95354
2017-05-12,96574
2017-05-13,97134
2017-05-14,98429
2017-05-15,97551
2017-05-16,98928
2017-05-17,99991
2017-05-18,101844
2017-05-19,104401
2017-05-20,106663
2017-05-21,106663
2017-05-22,109617
2017-05-23,114132
2017-05-24,118736
2017-05-25,122771
2017-05-26,126054
2017-05-27,129007
2017-05-28,129540
2017-05-29,124569
2017-05-30,119183
2017-05-31,113366
2017-06-01,109210
2017-06-02,106096
2017-06-03,106096
2017-06-06,108730
2017-06-07,105476
2017-06-08,105476
2017-06-09,103815
2017-06-10,99764
2017-06-11,95364
2017-06-12,91982
2017-06-13,88422
2017-06-14,85767
2017-06-15,83622
2017-06-16,82189
2017-06-17,83150
2017-06-18,83867
2017-06-19,83867
2017-06-20,84859
2017-06-21,82374
2017-06-22,80365
2017-06-23,79155
2017-06-24,79215
2017-06-25,79497
2017-06-26,80035
2017-06-27,81601
2017-06-28,83123
2017-06-29,83566
2017-06-30,84974
2017-07-01,84974
2017-07-02,86849
2017-07-03,89218
2017-07-04,91468
2017-07-05,91468
2017-07-06,93950
2017-07-07,93950
2017-07-08,97421
2017-07-13,105921
2017-07-14,108324
2017-07-15,108324
2017-07-16,110474
2017-07-17,109820
2017-07-18,107386
2017-07-19,104627
2017-07-20,102960
2017-07-21,103595
2017-07-22,100440
2017-07-23,99259
2017-07-24,99238
2017-07-25,101765
2017-07-26,104273
2017-07-27,109060
2017-07-28,114109
2017-07-29,116767
2017-07-30,120349
2017-07-31,120349
2017-08-01,122484
2017-08-02,122884
2017-08-03,122238
2017-08-04,125374
2017-08-05,127167
2017-08-06,127584
2017-08-09,129895
2017-08-10,129689
2017-08-11,131062
2017-08-12,131384
2017-08-13,130703
2017-08-14,130950
2017-08-15,131617
2017-08-16,134595
2017-08-17,132921
2017-08-18,134121
2017-08-19,132104
2017-08-20,133147
2017-08-21,132772
2017-08-22,133740
2017-08-23,134688
2017-08-24,135307
2017-08-25,134621
2017-08-26,136067
2017-08-27,137328
2017-08-28,136233
2017-08-29,136233
2017-08-30,135633
2017-08-31,130540
2017-09-01,131775
2017-09-02,132221
2017-09-03,132476
2017-09-04,132560
2017-09-05,130358
2017-09-06,126559
2017-09-07,125310
2017-09-08,125310
2017-09-09,126053
2017-09-10,125096
2017-09-11,122591
2017-09-12,120208
2017-09-13,116011
2017-09-14,113649
2017-09-15,113649
2017-09-16,112284
2017-09-17,111054
2017-09-18,108222
2017-09-19,104598
2017-09-20,102124
2017-09-21,99189
2017-09-22,97820
2017-09-23,97576
2017-09-24,97273
2017-09-25,95211
2017-09-26,96067
2017-09-27,96364
2017-09-28,98574
2017-09-29,100867
2017-09-30,99029
2017-10-01,96746
2017-10-02,94806
2017-10-03,92976
2017-10-04,89653
2017-10-05,88392
2017-10-06,87446
2017-10-07,85100
2017-10-08,84665
2017-10-09,83842
2017-10-10,82899
2017-10-11,82899
2017-10-12,83820
2017-10-13,87951
2017-10-14,91937
2017-10-15,91937
2017-10-16,93631
2017-10-17,93631
2017-10-18,96090
2017-10-19,98432
2017-10-20,100176
2017-10-21,99571
2017-10-22,97096
2017-10-23,97801
2017-10-24,98747
2017-10-25,100093
2017-10-26,100951
2017-10-27,100639
2017-10-28,100639
2017-10-29,100592
2017-10-30,100885
2017-10-31,101378
2017-11-01,101378
2017-11-02,99835
2017-11-03,100172
2017-11-04,100603
2017-11-05,101380
2017-11-06,102392
2017-11-07,103278
2017-11-08,105485
2017-11-09,107536
2017-11-10,110031
2017-11-11,110751
2017-11-12,110191
2017-11-13,109913
2017-11-14,112378
2017-11-15,110911
2017-11-16,107376
2017-11-17,106728
2017-11-18,108573
2017-11-19,106898
2017-11-20,104447
2017-11-21,106937
2017-11-22,106899
2017-11-23,105942
2017-11-24,107340
2017-11-25,109210
2017-11-26,110888
2017-11-27,110888
2017-11-28,110883
2017-11-29,111370
2017-11-30,112256
2017-12-01,113487
2017-12-02,113487
2017-12-03,112852
2017-12-04,111637
2017-12-05,111246
2017-12-06,111155
2017-12-07,111046
2017-12-08,108507
2017-12-09,109226
2017-12-10,106773
2017-12-11,101910
2017-12-12,98748
2017-12-13,97865
2017-12-14,95057
2017-12-15,93920
2017-12-16,94926
2017-12-17,93462
2017-12-18,92631
2017-12-19,95170
2017-12-20,93815
2017-12-21,92199
2017-12-22,92653
2017-12-23,94745
2017-12-24,94814
2017-12-25,97599
2017-12-26,101053
2017-12-27,103719
2017-12-28,106971
2017-12-29,109365
2017-12-30,113451
2017-12-31,118186
2018-01-01,118187
2018-01-02,115246
2018-01-03,116391
2018-01-04,121887
2018-01-05,119966
2018-01-06,114839
2018-01-07,114574
2018-01-08,115622
2018-01-09,120490
2018-01-10,125007
2018-01-11,122008
2018-01-12,119910
2018-01-13,118298
2018-01-14,118486
2018-01-15,117975
2018-01-16,117349
2018-01-17,118764
2018-01-18,121273
2018-01-19,121273
2018-01-20,119821
2018-01-21,119579
2018-01-22,120605
2018-01-23,121585
2018-01-24,122464
2018-01-25,123601
2018-01-26,124178
2018-01-27,123379
2018-01-28,123664
2018-01-29,124526
2018-01-30,128494
2018-02-01,133235
2018-02-02,132759
2018-02-03,135374
2018-02-04,136721
2018-02-05,137143
2018-02-06,137294
2018-02-07,136342
2018-02-08,136342
2018-02-09,134092
2018-02-10,129920
2018-02-11,127185
2018-02-12,127955
2018-02-13,128247
2018-02-14,127011
2018-02-15,126242
2018-02-16,124474
2018-02-17,124358
2018-02-18,123224
2018-02-19,119800
2018-02-20,117064
2018-02-21,116686
2018-02-22,116444
2018-02-23,116219
2018-02-24,116219
2018-02-25,116946
2018-02-26,117695
2018-02-27,120204
2018-02-28,122111
2018-03-01,122270
2018-03-02,123516
2018-03-03,125296
2018-03-04,125296
2018-03-05,125682
2018-03-06,123198
2018-03-07,121131
2018-03-08,121037
2018-03-09,121949
2018-03-10,121685
2018-03-11,123002
2018-03-12,124632
2018-03-13,126624
2018-03-14,127096
2018-03-15,125104
2018-03-16,124568
2018-03-17,121262
2018-03-18,118022
2018-03-20,112096
2018-03-21,112291
2018-03-23,112471
2018-03-24,111649
2018-03-26,113218
2018-03-27,113010
2018-03-28,113291
2018-03-29,115940
2018-03-30,117480
2018-03-31,119546
2018-04-01,121530
2018-04-02,120718
2018-04-03,120559
2018-04-04,121368
2018-04-05,121368
2018-04-06,120094
2018-04-08,117982
2018-04-09,117326
2018-04-10,117037
2018-04-11,119145
2018-04-12,118899
2018-04-13,120724
2018-04-14,122146
2018-04-16,122967
2018-04-17,122847
2018-04-18,122847
2018-04-19,122003
2018-04-20,123246
2018-04-21,124112
2018-04-22,127620
2018-04-23,128280
2018-04-24,130602
2018-04-25,131048
2018-04-26,131048
2018-04-27,129257
2018-04-28,125255
2018-04-29,120852
2018-04-30,118005
2018-05-02,118519
2018-05-03,121273
2018-05-04,127337
2018-05-05,131634
2018-05-06,131634
2018-05-08,134225
2018-05-09,133032
2018-05-10,131694
2018-05-11,128449
2018-05-12,127806
2018-05-13,127806
2018-05-14,128874
2018-05-15,128874
2018-05-16,125275
2018-05-17,119797
2018-05-18,117398
2018-05-19,117048
2018-05-20,116590
2018-05-21,118031
2018-05-22,118031
2018-05-23,118096
2018-05-24,119749
2018-05-25,118688
2018-05-26,118475
2018-05-27,118475
2018-05-28,120496
2018-05-29,121812
2018-05-30,124418
2018-05-31,126314
2018-06-01,127197
2018-06-02,127433
2018-06-03,127433
2018-06-04,126003
2018-06-05,124761
2018-06-06,125700
2018-06-07,125700
2018-06-08,124593
2018-06-09,124593
2018-06-10,123349
2018-06-11,122082
2018-06-12,120529
2018-06-13,117780
2018-06-14,115876
2018-06-15,113103
2018-06-16,110971
2018-06-17,109647
2018-06-18,106888
2018-06-19,104109
2018-06-20,104109
2018-06-21,101720
2018-06-22,99467
2018-06-23,102424
2018-06-24,107039
2018-06-25,112281
2018-06-26,117628
2018-06-27,121550
2018-06-28,127017
2018-06-29,133368
2018-06-30,137538
2018-07-01,136911
2018-07-02,135850
2018-07-03,134378
2018-07-04,133309
2018-07-05,132930
2018-07-06,137709
2018-07-07,142261
2018-07-08,140507
2018-07-09,141211
2018-07-10,142294
2018-07-11,143313
2018-07-12,147394
2018-07-13,143674
2018-07-14,139555
2018-07-15,140491
2018-07-16,139667
2018-07-17,138506
2018-07-18,144245
2018-07-19,145835
2018-07-20,139945
2018-07-21,137665
2018-07-22,140583
2018-07-23,140459
2018-07-24,135996
2018-07-25,135789
2018-07-26,129752
2018-07-27,126651
2018-07-28,124292
2018-07-29,122560
2018-07-30,121699
2018-07-31,122874
2018-08-01,123194
2018-08-02,123318
2018-08-03,121993
2018-08-04,120696
2018-08-05,121621
2018-08-06,121759
2018-08-07,122915
2018-08-08,121992
2018-08-09,121992
2018-08-10,120408
2018-08-11,119821
2018-08-12,117706
2018-08-14,114378
2018-08-16,105392
2018-08-17,104295
2018-08-18,102674
2018-08-19,101792
2018-08-20,102322
2018-08-21,106869
2018-08-22,111612
2018-08-23,114575
2018-08-24,112121
2018-08-25,111244
2018-08-26,109475
2018-08-27,108683
2018-08-28,107724
2018-08-29,104471
2018-08-30,100307
2018-08-31,97002
2018-09-01,97522
2018-09-02,98917
2018-09-03,100664
2018-09-04,98143
2018-09-05,94615
2018-09-06,94615
2018-09-07,95998
2018-09-08,98185
2018-09-09,103095
2018-09-10,108250
2018-09-11,113387
2018-09-12,119057
2018-09-13,122828
2018-09-14,125669
2018-09-15,130660
2018-09-16,132021
2018-09-17,132539
2018-09-18,135414
2018-09-19,136347
2018-09-20,136583
2018-09-21,139141
2018-09-22,139514
2018-09-23,138100
2018-09-24,135419
2018-09-25,135419
2018-09-26,136399
2018-09-27,138553
2018-09-28,140860
2018-09-29,137676
2018-09-30,135064
2018-10-02,142269
2018-10-03,142520
2018-10-04,140292
2018-10-05,141500
2018-10-06,141374
2018-10-07,141995
2018-10-08,144764
2018-10-09,145016
2018-10-10,143696
2018-10-11,144509
2018-10-12,151097
2018-10-13,151198
2018-10-14,151197
2018-10-15,151966
2018-10-16,155259
2018-10-17,157729
2018-10-18,160321
2018-10-19,163394
2018-10-20,166033
2018-10-21,169692
2018-10-22,168711
2018-10-23,167848
2018-10-24,169210
2018-10-25,161877
2018-10-26,158002
2018-10-27,155836
2018-10-28,149532
2018-10-29,144438
2018-10-30,138322
2018-10-31,138005
2018-11-01,139722
2018-11-03,132637
2018-11-04,135631
2018-11-05,141968
2018-11-06,149015
2018-11-07,149141
2018-11-08,148676
2018-11-09,153068
2018-11-10,157593
2018-11-11,159446
2018-11-12,160285
2018-11-13,160141
2018-11-14,162654
2018-11-15,161659
2018-11-16,159124
2018-11-17,154515
2018-11-18,152647
2018-11-19,150355
2018-11-20,145374
2018-11-21,139252
2018-11-22,136881
2018-11-23,132598
2018-11-24,126032
2018-11-25,121452
2018-11-26,117887
2018-11-27,113515
2018-11-28,108485
2018-11-29,104648
2018-12-01,102835
2018-12-02,105446
2018-12-03,108480
2018-12-04,109786
2018-12-05,110761
2018-12-07,110109
2018-12-09,108674
2018-12-10,107496
2018-12-11,107675
2018-12-12,109327
2018-12-13,112276
2018-12-14,117148
2018-12-15,119369
2018-12-16,122319
2018-12-17,127548
2018-12-18,129992
2018-12-19,129424
2018-12-20,130688
2018-12-21,131695
2018-12-22,132916
2018-12-23,131621
2018-12-24,132008
2018-12-25,133918
2018-12-26,131623
2018-12-27,129090
2018-12-28,128863
2018-12-29,127149
2018-12-30,128689
2018-12-31,129202
2019-01-01,129487
2019-01-02,129423
2019-01-03,128992
2019-01-04,126463
2019-01-05,124937
2019-01-06,125359
2019-01-08,121557
2019-01-10,117423
2019-01-11,117472
2019-01-12,115338
2019-01-13,112271
2019-01-14,107932
2019-01-15,105414
2019-01-16,102133
2019-01-17,98387
2019-01-18,96016
2019-01-19,95245
2019-01-20,94858
2019-01-21,97061
2019-01-22,99484
2019-01-23,102228
2019-01-24,103012
2019-01-25,105296
2019-01-26,107354
2019-01-27,110369
2019-01-28,110117
2019-01-29,109835
2019-01-30,109491
2019-01-31,108792
2019-02-01,107919
2019-02-02,107974
2019-02-03,106775
2019-02-04,109996
2019-02-05,114707
2019-02-06,116479
2019-02-07,119102
2019-02-08,120972
2019-02-09,120923
2019-02-10,122752
2019-02-11,125067
2019-02-12,126305
2019-02-13,128548
2019-02-14,130614
2019-02-15,131489
2019-02-16,129550
2019-02-17,127353
2019-02-18,124128
2019-02-19,123266
2019-02-20,120050
2019-02-21,118817
2019-02-22,124683
2019-02-23,130911
2019-02-24,135124
2019-02-25,136280
2019-02-26,139471
2019-02-27,141749
2019-02-28,142416
2019-03-01,148141
2019-03-02,152623
2019-03-03,156870
2019-03-04,163662
2019-03-05,168101
2019-03-06,173003
2019-03-07,180025
2019-03-08,180025
2019-03-09,183523
2019-03-10,186691
2019-03-11,185404
2019-03-12,177116
2019-03-13,173063
2019-03-14,165103
2019-03-15,160164
2019-03-16,158218
2019-03-17,157116
2019-03-18,155103
2019-03-19,154476
2019-03-20,154737
2019-03-21,150075
2019-03-22,146601
2019-03-23,144049
2019-03-24,141150
2019-03-25,139639
2019-03-26,139281
2019-03-27,136003
2019-03-28,134077
2019-03-29,131618
2019-03-30,125784
2019-03-31,125549
2019-04-01,128260
2019-04-02,129098
2019-04-03,132658
2019-04-04,135045
2019-04-05,136054
2019-04-06,136900
2019-04-07,136913
2019-04-08,130573
