date_obj,Neitiznot%20shield price
2016-02-06,2152
2016-02-07,2152
2016-02-08,2152
2016-02-09,2074
2016-02-10,2074
2016-02-11,1988
2016-02-12,1988
2016-02-13,1937
2016-02-14,1937
2016-02-15,1937
2016-02-16,1854
2016-02-17,1854
2016-02-18,1854
2016-02-19,1877
2016-02-20,1877
2016-02-21,1905
2016-02-22,1905
2016-02-23,1905
2016-02-24,1904
2016-02-25,1904
2016-02-26,1904
2016-02-27,1921
2016-02-28,1921
2016-02-29,1921
2016-03-01,1925
2016-03-02,1925
2016-03-03,1925
2016-03-04,1931
2016-03-05,1931
2016-03-06,1969
2016-03-07,1969
2016-03-08,1969
2016-03-09,1950
2016-03-10,1950
2016-03-11,1950
2016-03-12,1924
2016-03-13,1924
2016-03-14,1924
2016-03-15,1835
2016-03-16,1835
2016-03-17,1835
2016-03-18,1743
2016-03-19,1743
2016-03-20,1656
2016-03-21,1656
2016-03-22,1656
2016-03-23,1573
2016-03-24,1573
2016-03-25,1575
2016-03-26,1575
2016-03-27,1575
2016-03-28,1560
2016-03-29,1560
2016-03-30,1560
2016-03-31,1540
2016-04-01,1540
2016-04-02,1540
2016-04-03,1540
2016-04-04,1540
2016-04-05,1540
2016-04-06,1530
2016-04-07,1530
2016-04-08,1530
2016-04-09,1572
2016-04-10,1572
2016-04-11,1572
2016-04-12,1589
2016-04-13,1589
2016-04-14,1509
2016-04-15,1509
2016-04-16,1443
2016-04-17,1443
2016-04-18,1371
2016-04-19,1371
2016-04-20,1337
2016-04-21,1337
2016-04-22,1337
2016-04-23,1270
2016-04-24,1270
2016-04-25,1245
2016-04-26,1245
2016-04-27,1225
2016-04-28,1225
2016-04-29,1225
2016-04-30,1217
2016-05-01,1217
2016-05-02,1232
2016-05-03,1232
2016-05-04,1238
2016-05-05,1238
2016-05-06,1238
2016-05-07,1193
2016-05-08,1193
2016-05-09,1201
2016-05-10,1201
2016-05-11,1219
2016-05-12,1219
2016-05-13,1230
2016-05-14,1230
2016-05-15,1257
2016-05-16,1257
2016-05-17,1276
2016-05-18,1276
2016-05-19,1294
2016-05-22,1309
2016-05-23,1333
2016-05-24,1333
2016-05-25,1365
2016-05-26,1365
2016-05-27,1433
2016-05-28,1433
2016-05-29,1471
2016-05-30,1471
2016-05-31,1471
2016-06-01,1416
2016-06-02,1416
2016-06-03,1398
2016-06-04,1398
2016-06-05,1395
2016-06-06,1395
2016-06-07,1404
2016-06-08,1404
2016-06-09,1421
2016-06-10,1421
2016-06-11,1392
2016-06-12,1392
2016-06-13,1346
2016-06-14,1346
2016-06-15,1300
2016-06-16,1300
2016-06-17,1285
2016-06-18,1285
2016-06-19,1272
2016-06-20,1272
2016-06-21,1267
2016-06-22,1267
2016-06-23,1277
2016-06-24,1277
2016-06-25,1278
2016-06-26,1278
2016-06-27,1278
2016-06-28,1250
2016-06-29,1250
2016-06-30,1187
2016-07-01,1180
2016-07-02,1180
2016-07-03,1187
2016-07-04,1187
2016-07-05,1191
2016-07-06,1191
2016-07-07,1194
2016-07-08,1194
2016-07-09,1176
2016-07-10,1176
2016-07-11,1166
2016-07-12,1166
2016-07-13,1158
2016-07-14,1158
2016-07-15,1141
2016-07-16,1141
2016-07-17,1124
2016-07-18,1124
2016-07-23,1122
2016-07-24,1121
2016-07-25,1121
2016-07-26,1121
2016-07-27,1126
2016-07-28,1126
2016-07-29,1102
2016-07-30,1102
2016-07-31,1102
2016-08-01,1054
2016-08-02,1054
2016-08-03,1025
2016-08-04,1025
2016-08-05,1025
2016-08-06,1019
2016-08-07,1019
2016-08-08,1017
2016-08-09,1017
2016-08-10,1015
2016-08-11,1015
2016-08-12,1015
2016-08-13,1012
2016-08-14,1012
2016-08-15,1016
2016-08-16,1016
2016-08-17,1016
2016-08-18,1010
2016-08-19,1010
2016-08-20,1030
2016-08-21,1030
2016-08-22,1030
2016-08-23,1071
2016-08-24,1071
2016-08-25,1071
2016-08-26,1117
2016-08-28,1157
2016-08-31,1140
2016-09-01,1140
2016-09-02,1140
2016-09-03,1083
2016-09-04,1083
2016-09-05,1054
2016-09-06,1054
2016-09-07,1054
2016-09-08,1082
2016-09-09,1082
2016-09-10,1112
2016-09-11,1112
2016-09-12,1112
2016-09-13,1156
2016-09-14,1156
2016-09-15,1156
2016-09-16,1200
2016-09-17,1200
2016-09-18,1175
2016-09-19,1175
2016-09-20,1175
2016-09-21,1195
2016-09-22,1195
2016-09-23,1220
2016-09-24,1220
2016-09-25,1220
2016-09-26,1263
2016-09-27,1263
2016-09-28,1263
2016-09-29,1308
2016-09-30,1308
2016-10-01,1333
2016-10-02,1333
2016-10-03,1333
2016-10-04,1354
2016-10-05,1354
2016-10-06,1354
2016-10-07,1378
2016-10-08,1378
2016-10-09,1401
2016-10-10,1401
2016-10-11,1401
2016-10-12,1420
2016-10-13,1420
2016-10-14,1452
2016-10-15,1452
2016-10-16,1474
2016-10-17,1474
2016-10-18,1528
2016-10-19,1528
2016-10-20,1528
2016-10-21,1541
2016-10-22,1541
2016-10-23,1552
2016-10-24,1552
2016-10-25,1552
2016-10-26,1582
2016-10-27,1582
2016-10-28,1582
2016-10-29,1617
2016-10-30,1617
2016-10-31,1590
2016-11-01,1590
2016-11-02,1590
2016-11-03,1612
2016-11-04,1612
2016-11-05,1621
2016-11-06,1621
2016-11-07,1636
2016-11-08,1636
2016-11-09,1651
2016-11-10,1651
2016-11-11,1651
2016-11-12,1660
2016-11-13,1660
2016-11-14,1660
2016-11-15,1684
2016-12-07,2038
2016-12-08,2038
2016-12-09,2048
2016-12-10,2048
2016-12-11,2077
2016-12-12,2077
2016-12-13,2137
2016-12-14,2137
2016-12-15,2089
2016-12-16,2089
2016-12-17,1984
2016-12-18,1984
2016-12-19,1978
2016-12-20,1978
2016-12-21,2056
2016-12-22,2056
2016-12-23,2057
2016-12-24,2057
2016-12-25,2151
2016-12-26,2151
2016-12-27,2232
2016-12-28,2232
2016-12-29,2319
2016-12-30,2319
2016-12-31,2372
2017-01-01,2372
2017-01-02,2454
2017-01-03,2454
2017-01-04,2528
2017-01-05,2528
2017-01-06,2565
2017-01-07,2634
2017-01-08,2634
2017-01-09,2614
2017-01-10,2614
2017-01-11,2648
2017-01-12,2644
2017-01-13,2644
2017-01-14,2633
2017-01-15,2687
2017-01-16,2687
2017-01-17,2715
2017-01-18,2715
2017-01-19,2654
2017-01-20,2654
2017-01-21,2629
2017-01-22,2629
2017-01-23,2573
2017-01-27,2406
2017-01-28,2318
2017-01-29,2318
2017-01-30,2206
2017-01-31,2206
2017-02-01,2095
2017-02-02,2095
2017-02-03,2018
2017-02-04,2062
2017-02-05,2062
2017-02-06,2116
2017-02-07,2116
2017-02-08,2195
2017-02-09,2195
2017-02-10,2251
2017-02-11,2301
2017-02-12,2301
2017-02-13,2262
2017-02-14,2262
2017-02-15,2219
2017-02-16,2220
2017-02-18,2304
2017-02-19,2373
2017-02-20,2373
2017-02-21,2427
2017-02-22,2427
2017-02-23,2442
2017-02-24,2442
2017-02-25,2351
2017-02-26,2351
2017-02-27,2233
2017-02-28,2122
2017-03-01,2122
2017-03-02,2015
2017-03-03,2015
2017-03-04,1986
2017-03-05,1986
2017-03-06,1956
2017-03-07,1956
2017-03-08,1969
2017-03-09,1969
2017-03-10,1992
2017-03-11,1992
2017-03-12,2045
2017-03-13,2045
2017-03-14,2063
2017-03-15,2063
2017-03-16,2106
2017-03-17,2106
2017-03-18,2147
2017-03-19,2182
2017-03-20,2182
2017-03-21,2164
2017-03-22,2164
2017-03-23,2191
2017-03-24,2191
2017-03-25,2184
2017-03-26,2184
2017-03-27,2210
2017-03-28,2210
2017-03-29,2176
2017-03-30,2176
2017-03-31,2191
2017-04-01,2191
2017-04-02,2176
2017-04-03,2175
2017-04-04,2175
2017-04-12,2362
2017-04-13,2368
2017-04-14,2368
2017-04-15,2383
2017-04-16,2442
2017-04-17,2483
2017-04-18,2483
2017-04-19,2460
2017-04-20,2460
2017-04-21,2439
2017-04-22,2439
2017-04-23,2382
2017-04-24,2382
2017-04-25,2278
2017-04-26,2278
2017-04-27,2164
2017-04-28,2164
2017-04-29,2102
2017-04-30,2102
2017-05-01,2038
2017-05-02,2038
2017-05-03,1965
2017-05-04,1965
2017-05-05,1967
2017-05-06,1967
2017-05-07,1887
2017-05-08,1887
2017-05-09,1829
2017-05-10,1829
2017-05-11,1755
2017-05-12,1755
2017-05-13,1777
2017-05-14,1777
2017-05-15,1767
2017-05-16,1767
2017-05-17,1784
2017-05-18,1784
2017-05-19,1777
2017-05-20,1727
2017-05-21,1727
2017-05-22,1740
2017-05-23,1740
2017-05-24,1799
2017-05-25,1799
2017-05-26,1861
2017-05-27,1861
2017-05-28,1955
2017-05-29,1955
2017-05-30,1997
2017-05-31,1997
2017-06-01,2053
2017-06-02,2053
2017-06-03,2022
2017-06-04,1997
2017-06-05,1997
2017-06-06,2033
2017-06-07,2033
2017-06-08,1951
2017-06-09,1951
2017-06-10,1962
2017-06-11,1962
2017-06-12,1870
2017-06-13,1870
2017-06-14,1913
2017-06-15,1913
2017-06-16,1953
2017-06-17,1953
2017-06-18,1946
2017-06-19,1946
2017-06-20,1976
2017-06-21,1976
2017-06-22,1952
2017-06-23,1952
2017-06-24,1945
2017-06-25,1945
2017-06-26,1928
2017-06-27,1875
2017-06-28,1875
2017-06-29,1860
2017-06-30,1860
2017-07-01,1889
2017-07-02,1889
2017-07-03,1886
2017-07-04,1879
2017-07-05,1879
2017-07-06,1842
2017-07-07,1842
2017-07-08,1822
2017-07-13,1911
2017-07-14,1881
2017-07-15,1881
2017-07-16,1883
2017-07-17,1883
2017-07-18,1893
2017-07-19,1893
2017-07-20,1940
2017-07-21,1940
2017-07-22,1959
2017-07-23,1959
2017-07-24,1924
2017-07-25,1924
2017-07-26,1965
2017-07-27,1965
2017-07-28,2064
2017-07-29,2064
2017-07-30,2156
2017-07-31,2156
2017-08-01,2254
2017-08-02,2263
2017-08-03,2263
2017-08-04,2149
2017-08-05,2052
2017-08-06,2052
2017-08-09,1872
2017-08-10,1878
2017-08-11,1878
2017-08-12,1890
2017-08-13,1890
2017-08-14,1837
2017-08-15,1837
2017-08-16,1781
2017-08-17,1811
2017-08-18,1811
2017-08-19,1755
2017-08-20,1755
2017-08-21,1726
2017-08-22,1756
2017-08-23,1756
2017-08-24,1761
2017-08-25,1761
2017-08-26,1802
2017-08-27,1802
2017-08-28,1872
2017-08-29,1872
2017-08-30,1890
2017-08-31,1890
2017-09-01,1896
2017-09-02,1939
2017-09-03,1939
2017-09-04,1977
2017-09-05,1977
2017-09-06,1998
2017-09-07,1998
2017-09-08,2005
2017-09-09,2070
2017-09-10,2070
2017-09-11,2083
2017-09-12,2083
2017-09-13,2084
2017-09-14,2084
2017-09-15,2034
2017-09-16,2034
2017-09-17,2033
2017-09-18,2033
2017-09-19,2037
2017-09-20,2081
2017-09-21,2081
2017-09-22,2079
2017-09-23,2079
2017-09-24,2107
2017-09-25,2107
2017-09-26,2143
2017-09-27,2143
2017-09-28,2161
2017-09-29,2136
2017-09-30,2136
2017-10-01,2125
2017-10-02,2125
2017-10-03,2160
2017-10-04,2160
2017-10-05,2195
2017-10-06,2195
2017-10-07,2193
2017-10-08,2193
2017-10-09,2234
2017-10-10,2234
2017-10-11,2264
2017-10-12,2264
2017-10-13,2239
2017-10-14,2239
2017-10-15,2245
2017-10-16,2276
2017-10-17,2276
2017-10-18,2284
2017-10-19,2284
2017-10-20,2321
2017-10-21,2321
2017-10-22,2307
2017-10-23,2307
2017-10-24,2329
2017-10-25,2299
2017-10-26,2299
2017-10-27,2293
2017-10-28,2293
2017-10-29,2297
2017-10-30,2297
2017-10-31,2299
2017-11-01,2299
2017-11-02,2218
2017-11-03,2218
2017-11-04,2223
2017-11-05,2223
2017-11-06,2142
2017-11-07,2142
2017-11-08,2046
2017-11-09,2046
2017-11-10,2072
2017-11-11,2072
2017-11-12,2076
2017-11-13,2076
2017-11-14,2071
2017-11-15,2071
2017-11-16,2032
2017-11-17,2032
2017-11-18,2052
2017-11-19,2052
2017-11-20,2057
2017-11-21,2057
2017-11-22,2057
2017-11-23,2057
2017-11-24,2001
2017-11-25,2001
2017-11-26,1946
2017-11-27,1946
2017-11-28,1952
2017-11-29,1952
2017-11-30,1913
2017-12-01,1839
2017-12-02,1839
2017-12-03,1757
2017-12-04,1757
2017-12-05,1669
2017-12-06,1669
2017-12-07,1585
2017-12-08,1585
2017-12-09,1547
2017-12-10,1561
2017-12-11,1561
2017-12-12,1530
2017-12-13,1530
2017-12-14,1548
2017-12-15,1602
2017-12-16,1602
2017-12-17,1650
2017-12-18,1584
2017-12-19,1584
2017-12-20,1538
2017-12-21,1500
2017-12-22,1500
2017-12-23,1535
2017-12-24,1535
2017-12-25,1562
2017-12-26,1562
2017-12-27,1573
2017-12-28,1573
2017-12-29,1586
2017-12-30,1604
2017-12-31,1604
2018-01-01,1606
2018-01-02,1606
2018-01-03,1631
2018-01-04,1631
2018-01-05,1661
2018-01-06,1687
2018-01-07,1687
2018-01-08,1736
2018-01-09,1780
2018-01-10,1780
2018-01-11,1831
2018-01-12,1831
2018-01-13,1864
2018-01-14,1919
2018-01-15,1934
2018-01-16,1953
2018-01-17,2007
2018-01-18,2052
2018-01-19,2052
2018-01-20,2119
2018-01-21,2119
2018-01-22,2182
2018-01-23,2277
2018-01-24,2192
2018-01-25,2235
2018-01-26,2232
2018-01-27,2254
2018-01-28,2273
2018-01-29,2282
2018-01-30,2303
2018-01-31,2213
2018-02-01,2224
2018-02-02,2162
2018-02-03,2145
2018-02-04,2053
2018-02-05,1973
2018-02-06,1879
2018-02-07,1792
2018-02-08,1792
2018-02-09,1702
2018-02-10,1702
2018-02-11,1687
2018-02-12,1720
2018-02-13,1734
2018-02-14,1791
2018-02-15,1743
2018-02-16,1679
2018-02-17,1667
2018-02-18,1690
2018-02-19,1715
2018-02-20,1708
2018-02-21,1716
2018-02-22,1739
2018-02-23,1759
2018-02-24,1759
2018-02-25,1751
2018-02-26,1777
2018-02-27,1752
2018-02-28,1752
2018-03-01,1740
2018-03-02,1739
2018-03-03,1806
2018-03-04,1806
2018-03-05,1814
2018-03-06,1843
2018-03-07,1852
2018-03-08,1881
2018-03-09,1905
2018-03-10,1936
2018-03-11,2026
2018-03-12,2012
2018-03-13,1945
2018-03-14,1848
2018-03-15,1790
2018-03-16,1736
2018-03-17,1704
2018-03-18,1690
2018-03-20,1665
2018-03-21,1581
2018-03-23,1474
2018-03-24,1400
2018-03-25,1355
2018-03-26,1287
2018-03-27,1222
2018-03-28,1188
2018-03-29,1199
2018-03-30,1209
2018-03-31,1235
2018-04-01,1243
2018-04-02,1258
2018-04-03,1288
2018-04-04,1352
2018-04-05,1352
2018-04-06,1419
2018-04-07,1419
2018-04-08,1439
2018-04-09,1507
2018-04-10,1558
2018-04-11,1619
2018-04-12,1669
2018-04-13,1640
2018-04-14,1628
2018-04-15,1589
2018-04-16,1589
2018-04-17,1634
2018-04-18,1634
2018-04-19,1662
2018-04-20,1691
2018-04-21,1730
2018-04-22,1730
2018-04-23,1744
2018-04-24,1697
2018-04-25,1673
2018-04-26,1673
2018-04-27,1676
2018-04-28,1729
2018-04-29,1799
2018-04-30,1881
2018-05-01,1935
2018-05-02,1935
2018-05-03,1921
2018-05-04,1974
2018-05-05,2054
2018-05-06,2054
2018-05-07,2108
2018-05-08,2139
2018-05-09,2112
2018-05-10,2049
2018-05-11,2111
2018-05-12,2139
2018-05-13,2139
2018-05-14,2192
2018-05-15,2249
2018-05-16,2219
2018-05-17,2301
2018-05-18,2338
2018-05-19,2222
2018-05-20,2162
2018-05-21,2128
2018-05-22,2128
2018-05-23,2031
2018-05-24,1929
2018-05-25,1847
2018-05-26,1818
2018-05-27,1818
2018-05-28,1767
2018-05-29,1692
2018-05-30,1709
2018-05-31,1701
2018-06-01,1722
2018-06-02,1738
2018-06-03,1761
2018-06-04,1775
2018-06-05,1731
2018-06-06,1737
2018-06-07,1737
2018-06-08,1766
2018-06-09,1794
2018-06-10,1809
2018-06-11,1828
2018-06-12,1801
2018-06-13,1825
2018-06-14,1818
2018-06-15,1779
2018-06-16,1722
2018-06-17,1680
2018-06-18,1690
2018-06-19,1664
2018-06-20,1664
2018-06-21,1630
2018-06-22,1593
2018-06-23,1593
2018-06-24,1567
2018-06-25,1574
2018-06-26,1567
2018-06-27,1589
2018-06-28,1652
2018-06-29,1611
2018-06-30,1530
2018-07-01,1456
2018-07-02,1456
2018-07-03,1416
2018-07-04,1345
2018-07-05,1287
2018-07-06,1246
2018-07-07,1270
2018-07-08,1297
2018-07-09,1348
2018-07-10,1375
2018-07-11,1423
2018-07-12,1448
2018-07-13,1390
2018-07-14,1348
2018-07-15,1352
2018-07-16,1404
2018-07-17,1437
2018-07-18,1458
2018-07-19,1476
2018-07-20,1486
2018-07-21,1489
2018-07-22,1522
2018-07-23,1584
2018-07-24,1664
2018-07-25,1748
2018-07-26,1825
2018-07-27,1850
2018-07-28,1898
2018-07-29,1904
2018-07-30,1940
2018-07-31,1990
2018-08-01,1990
2018-08-02,2053
2018-08-03,2001
2018-08-04,1986
2018-08-05,2056
2018-08-06,2108
2018-08-07,2115
2018-08-08,2047
2018-08-09,1944
2018-08-10,1861
2018-08-11,1849
2018-08-12,1759
2018-08-14,1702
2018-08-16,1741
2018-08-17,1788
2018-08-18,1877
2018-08-19,1971
2018-08-20,2066
2018-08-21,2136
2018-08-22,2095
2018-08-23,2152
2018-08-24,2193
2018-08-25,2240
2018-08-26,2279
2018-08-27,2304
2018-08-28,2262
2018-08-29,2157
2018-08-30,2049
2018-08-31,1972
2018-09-01,1914
2018-09-02,1916
2018-09-03,1929
2018-09-04,1945
2018-09-05,1931
2018-09-06,1931
2018-09-07,1838
2018-09-08,1805
2018-09-09,1842
2018-09-10,1920
2018-09-11,1920
2018-09-12,1890
2018-09-13,1937
2018-09-14,1953
2018-09-15,2006
2018-09-16,2035
2018-09-17,2120
2018-09-18,2223
2018-09-19,2281
2018-09-20,2197
2018-09-21,2129
2018-09-22,2092
2018-09-23,2013
2018-09-24,1973
2018-09-25,1942
2018-09-26,1915
2018-09-27,1902
2018-09-28,1927
2018-09-29,1923
2018-09-30,1854
2018-10-01,1781
2018-10-02,1795
2018-10-03,1803
2018-10-04,1803
2018-10-05,1845
2018-10-06,1859
2018-10-07,1892
2018-10-08,1927
2018-10-09,1946
2018-10-10,1928
2018-10-11,1913
2018-10-12,1936
2018-10-13,1916
2018-10-14,1892
2018-10-15,1850
2018-10-16,1805
2018-10-17,1829
2018-10-18,1849
2018-10-19,1907
2018-10-20,1907
2018-10-21,1928
2018-10-22,1899
2018-10-23,1858
2018-10-24,1822
2018-10-25,1834
2018-10-26,1771
2018-10-27,1786
2018-10-28,1828
2018-10-29,1846
2018-10-30,1878
2018-10-31,1908
2018-11-01,1908
2018-11-03,1840
2018-11-04,1792
2018-11-05,1840
2018-11-06,1857
2018-11-07,1879
2018-11-08,1845
2018-11-09,1877
2018-11-10,1914
2018-11-11,1904
2018-11-12,1889
2018-11-13,1855
2018-11-14,1828
2018-11-15,1769
2018-11-16,1817
2018-11-17,1825
2018-11-18,1827
2018-11-19,1835
2018-11-20,1852
2018-11-21,1869
2018-11-22,1901
2018-11-23,1935
2018-11-24,1924
2018-11-25,1879
2018-11-26,1827
2018-11-27,1772
2018-11-28,1804
2018-11-29,1836
2018-12-01,1789
2018-12-02,1814
2018-12-03,1839
2018-12-04,1785
2018-12-05,1770
2018-12-07,1743
2018-12-09,1775
2018-12-10,1779
2018-12-11,1759
2018-12-12,1739
2018-12-13,1781
2018-12-14,1732
2018-12-15,1681
2018-12-16,1648
2018-12-17,1674
2018-12-18,1690
2018-12-19,1722
2018-12-20,1665
2018-12-21,1599
2018-12-22,1569
2018-12-23,1591
2018-12-24,1544
2018-12-25,1552
2018-12-26,1555
2018-12-27,1575
2018-12-28,1567
2018-12-29,1592
2018-12-30,1591
2018-12-31,1629
2019-01-01,1680
2019-01-02,1689
2019-01-03,1622
2019-01-04,1603
2019-01-05,1577
2019-01-06,1563
2019-01-08,1654
2019-01-10,1649
2019-01-11,1622
2019-01-12,1596
2019-01-13,1574
2019-01-14,1548
2019-01-15,1553
2019-01-16,1523
2019-01-17,1468
2019-01-18,1422
2019-01-19,1399
2019-01-20,1393
2019-01-21,1360
2019-01-22,1364
2019-01-23,1303
2019-01-24,1237
2019-01-25,1187
2019-01-26,1176
2019-01-27,1140
2019-01-28,1123
2019-01-29,1123
2019-01-30,1136
2019-01-31,1166
2019-02-01,1163
2019-02-02,1176
2019-02-03,1181
2019-02-04,1196
2019-02-05,1244
2019-02-06,1290
2019-02-07,1294
2019-02-08,1235
2019-02-09,1179
2019-02-10,1204
2019-02-11,1254
2019-02-12,1277
2019-02-13,1277
2019-02-14,1286
2019-02-15,1330
2019-02-16,1388
2019-02-17,1436
2019-02-18,1501
2019-02-19,1539
2019-02-20,1490
2019-02-21,1521
2019-02-22,1445
2019-02-23,1384
2019-02-24,1354
2019-02-25,1368
2019-02-26,1375
2019-02-27,1390
2019-02-28,1437
2019-03-01,1398
2019-03-02,1391
2019-03-03,1416
2019-03-04,1401
2019-03-05,1392
2019-03-06,1379
2019-03-07,1378
2019-03-08,1387
2019-03-09,1399
2019-03-10,1369
2019-03-11,1340
2019-03-12,1309
2019-03-13,1274
2019-03-14,1274
2019-03-15,1233
2019-03-16,1244
2019-03-17,1251
