date_obj,Black%20platelegs%20(g) price
2015-03-26,113322
2015-03-27,113322
2015-03-28,108271
2015-03-29,108271
2015-03-30,108271
2015-03-31,108271
2015-04-01,108271
2015-04-02,108271
2015-04-03,103246
2015-04-04,103246
2015-04-05,103246
2015-04-06,103246
2015-04-07,103246
2015-04-08,98510
2015-04-09,98510
2015-04-10,98510
2015-04-11,98510
2015-04-12,98510
2015-04-13,93819
2015-04-14,93819
2015-04-15,93819
2015-04-16,93819
2015-04-17,93819
2015-04-18,89510
2015-04-19,89510
2015-04-20,89510
2015-04-21,89510
2015-04-22,89510
2015-04-23,85286
2015-04-24,85286
2015-04-25,85286
2015-04-26,85286
2015-04-27,85286
2015-04-28,81377
2015-04-29,81377
2015-04-30,81377
2015-05-01,81377
2015-05-02,81377
2015-05-03,81377
2015-05-04,77477
2015-05-05,77477
2015-05-06,77477
2015-05-07,77477
2015-05-08,77477
2015-05-09,73835
2015-05-10,73835
2015-05-11,73835
2015-05-12,73835
2015-05-13,73835
2015-05-14,73835
2015-05-15,70291
2015-05-16,70291
2015-05-17,70291
2015-05-18,70291
2015-05-19,70291
2015-05-20,70291
2015-05-21,67005
2015-05-22,67005
2015-05-23,67005
2015-05-24,67005
2015-05-25,67005
2015-05-26,67005
2015-05-27,63926
2015-05-28,63926
2015-05-29,63926
2015-05-30,63926
2015-05-31,61370
2015-06-01,61370
2015-06-02,61370
2015-06-03,61370
2015-06-04,61370
2015-06-05,59888
2015-06-06,59888
2015-06-07,59888
2015-06-08,59888
2015-06-09,59037
2015-06-10,59037
2015-06-11,59037
2015-06-12,59037
2015-06-13,59037
2015-06-14,58729
2015-06-15,58729
2015-06-16,58729
2015-06-17,58729
2015-06-18,59086
2015-06-19,59086
2015-06-20,59086
2015-06-21,59086
2015-06-22,59086
2015-06-23,57026
2015-06-24,57026
2015-06-25,57026
2015-06-26,57026
2015-06-27,57026
2015-06-28,58403
2015-06-29,58403
2015-06-30,58403
2015-07-01,58403
2015-07-02,58403
2015-07-03,58403
2015-07-04,57887
2015-07-05,57887
2015-07-06,57887
2015-07-07,57887
2015-07-08,57887
2015-07-09,60031
2015-07-10,60031
2015-07-11,60031
2015-07-12,60031
2015-07-13,60031
2015-07-14,59809
2015-07-15,59809
2015-07-16,59809
2015-07-17,59809
2015-07-18,59809
2015-07-19,57620
2015-07-20,57620
2015-07-21,57620
2015-07-22,57620
2015-07-23,57620
2015-07-24,55566
2015-07-25,55566
2015-07-26,55566
2015-07-27,55566
2015-07-28,55566
2015-07-29,53537
2015-07-30,53537
2015-07-31,53537
2015-08-01,53537
2015-08-02,52432
2015-08-03,52432
2015-08-04,52432
2015-08-05,52432
2015-08-06,52432
2015-08-07,51320
2015-08-08,51320
2015-08-09,51320
2015-08-10,51320
2015-08-11,50013
2015-08-12,50013
2015-08-13,50013
2015-08-14,50013
2015-08-15,50013
2015-08-16,48662
2015-08-17,48662
2015-08-18,48662
2015-08-19,48662
2015-08-20,47404
2015-08-21,47404
2015-08-22,47404
2015-08-23,47404
2015-08-24,47824
2015-08-25,47824
2015-08-26,47824
2015-08-27,47824
2015-08-28,47824
2015-08-29,47099
2015-08-30,47099
2015-08-31,47099
2015-09-01,47099
2015-09-02,47099
2015-09-03,45724
2015-09-04,45724
2015-09-05,45724
2015-09-06,45724
2015-09-07,45724
2015-09-08,45467
2015-09-09,45467
2015-09-10,45467
2015-09-11,45467
2015-09-12,45467
2015-09-13,44916
2015-09-14,44916
2015-09-15,44916
2015-09-16,44916
2015-09-17,44088
2015-09-18,44088
2015-09-19,44088
2015-09-20,44088
2015-09-21,44088
2015-09-22,42821
2015-09-23,42821
2015-09-24,42821
2015-09-25,42821
2015-09-27,41032
2015-09-28,41032
2015-09-29,41032
2015-09-30,41032
2015-10-05,40348
2015-10-06,40348
2015-10-07,41165
2015-10-08,41165
2015-10-09,41165
2015-10-10,41165
2015-10-11,41994
2015-10-12,41994
2015-10-13,41994
2015-10-14,41994
2015-10-15,41994
2015-10-16,42956
2015-10-17,42956
2015-10-18,42956
2015-10-19,42956
2015-10-20,42956
2015-10-22,44083
2015-10-23,44083
2015-10-24,44083
2015-10-25,44083
2015-10-26,45590
2015-10-27,45590
2015-10-29,45590
2015-10-30,45590
2015-10-31,47593
2015-11-01,47593
2015-11-02,47593
2015-11-03,47593
2015-11-04,47593
2015-11-05,47593
2015-11-06,49692
2015-11-07,49692
2015-11-08,49692
2015-11-09,49692
2015-11-10,49692
2015-11-11,49692
2015-11-12,51865
2015-11-13,51865
2015-11-14,51865
2015-11-15,51865
2015-11-16,51865
2015-11-17,51865
2015-11-18,53913
2015-11-19,53913
2015-11-20,53913
2015-11-21,53913
2015-11-22,55853
2015-11-23,55853
2015-11-24,55853
2015-11-25,55853
2015-11-26,55853
2015-11-27,57972
2015-11-28,57972
2015-11-29,57972
2015-11-30,57972
2015-12-01,57972
2015-12-02,60534
2015-12-03,60534
2015-12-04,60534
2015-12-05,60534
2015-12-06,60534
2015-12-07,60534
2015-12-08,62271
2015-12-09,62271
2015-12-10,62271
2015-12-11,62271
2015-12-12,62271
2015-12-13,65053
2015-12-14,65053
2015-12-15,65053
2015-12-16,65053
2015-12-17,65053
2015-12-18,65053
2015-12-19,67999
2015-12-20,67999
2015-12-21,67999
2015-12-22,67999
2015-12-23,67999
2015-12-24,67999
2015-12-25,71240
2015-12-26,71240
2015-12-27,71240
2015-12-28,71240
2015-12-29,71240
2015-12-30,72867
2015-12-31,72867
2016-01-01,72867
2016-01-02,72867
2016-01-03,72867
2016-01-04,72867
2016-01-05,76051
2016-01-06,76051
2016-01-07,76051
2016-01-08,76051
2016-01-09,76051
2016-01-10,76863
2016-01-11,76863
2016-01-12,76863
2016-01-13,76863
2016-01-14,76863
2016-01-15,78753
2016-01-16,78753
2016-01-17,78753
2016-01-18,78753
2016-01-19,78753
2016-01-20,76752
2016-01-21,76752
2016-01-22,76752
2016-01-23,76752
2016-01-24,76752
2016-01-25,75664
2016-01-26,75664
2016-01-27,75664
2016-01-28,75664
2016-01-29,75664
2016-01-30,75664
2016-01-31,73801
2016-02-01,73801
2016-02-02,73801
2016-02-03,73801
2016-02-04,71057
2016-02-05,71057
2016-02-06,71057
2016-02-07,71057
2016-02-08,67785
2016-02-09,67785
2016-02-10,67785
2016-02-11,67785
2016-02-12,67785
2016-02-13,64649
2016-02-14,64649
2016-02-15,64649
2016-02-16,64649
2016-02-17,64649
2016-02-18,61943
2016-02-19,61943
2016-02-20,61943
2016-02-21,59348
2016-02-22,59348
2016-02-23,59348
2016-02-24,59348
2016-02-25,57175
2016-02-26,57175
2016-02-27,57175
2016-02-28,57175
2016-02-29,55178
2016-03-01,55178
2016-03-02,55178
2016-03-03,55178
2016-03-04,53349
2016-03-05,53349
2016-03-06,53349
2016-03-07,53349
2016-03-08,53349
2016-03-09,52557
2016-03-10,52557
2016-03-11,52557
2016-03-12,52557
2016-03-13,51582
2016-03-14,51582
2016-03-15,51582
2016-03-16,51582
2016-03-17,50171
2016-03-18,50171
2016-03-19,50171
2016-03-20,50171
2016-03-21,49507
2016-03-22,49507
2016-03-23,49507
2016-03-24,49507
2016-03-25,49762
2016-03-26,49762
2016-03-27,49762
2016-03-28,49451
2016-03-29,49451
2016-03-30,49451
2016-03-31,49451
2016-04-01,49451
2016-04-02,49344
2016-04-03,49344
2016-04-04,49344
2016-04-05,49344
2016-04-06,49344
2016-04-07,48023
2016-04-08,48023
2016-04-09,48023
2016-04-10,48023
2016-04-11,48023
2016-04-12,47891
2016-04-13,47891
2016-04-14,47891
2016-04-15,47891
2016-04-16,47891
2016-04-17,47341
2016-04-18,47341
2016-04-19,47341
2016-04-20,47341
2016-04-21,47735
2016-04-22,47735
2016-04-23,47735
2016-04-24,47735
2016-04-25,47735
2016-04-26,48378
2016-04-27,48378
2016-04-28,48378
2016-04-29,48378
2016-04-30,48378
2016-05-01,48364
2016-05-02,48364
2016-05-03,48364
2016-05-04,48364
2016-05-05,47782
2016-05-06,47782
2016-05-07,47782
2016-05-08,47782
2016-05-09,47782
2016-05-10,47010
2016-05-11,47010
2016-05-12,47010
2016-05-13,47010
2016-05-14,47010
2016-05-15,46464
2016-05-16,46464
2016-05-17,46464
2016-05-18,46464
2016-05-19,46464
2016-05-22,46848
2016-05-23,46848
2016-05-24,48000
2016-05-25,48000
2016-05-26,48000
2016-05-27,48000
2016-05-28,48401
2016-05-29,48401
2016-05-30,48401
2016-05-31,48401
2016-06-01,47967
2016-06-02,47967
2016-06-03,47967
2016-06-04,47967
2016-06-05,47688
2016-06-06,47688
2016-06-07,47688
2016-06-08,47688
2016-06-09,47208
2016-06-10,47208
2016-06-11,47208
2016-06-12,47208
2016-06-13,47180
2016-06-14,47180
2016-06-15,47180
2016-06-16,47180
2016-06-17,47369
2016-06-18,47369
2016-06-19,47369
2016-06-20,47369
2016-06-21,47369
2016-06-22,46656
2016-06-23,46656
2016-06-24,46656
2016-06-25,46656
2016-06-26,45909
2016-06-27,45909
2016-06-28,45909
2016-06-29,45909
2016-06-30,45181
2016-07-01,45181
2016-07-02,45181
2016-07-03,45181
2016-07-04,44385
2016-07-05,44385
2016-07-06,44385
2016-07-07,44385
2016-07-08,42626
2016-07-09,42626
2016-07-10,40659
2016-07-11,40659
2016-07-12,40659
2016-07-13,38626
2016-07-14,38626
2016-07-15,38626
2016-07-16,37282
2016-07-17,37282
2016-07-18,37282
2016-07-23,33926
2016-07-24,33926
2016-07-25,32330
2016-07-26,32330
2016-07-27,32330
2016-07-28,32330
2016-07-29,30713
2016-07-30,30713
2016-07-31,30713
2016-08-01,30713
2016-08-02,29611
2016-08-03,29611
2016-08-04,29611
2016-08-05,29611
2016-08-06,29570
2016-08-07,29570
2016-08-08,29570
2016-08-09,29570
2016-08-10,28377
2016-08-11,28377
2016-08-12,28377
2016-08-13,28377
2016-08-14,28377
2016-08-15,27700
2016-08-16,27700
2016-08-17,27700
2016-08-18,27700
2016-08-19,27006
2016-08-20,27006
2016-08-21,27006
2016-08-22,27006
2016-08-23,26450
2016-08-24,26450
2016-08-25,26450
2016-08-26,26450
2016-08-28,26521
2016-08-31,26521
2016-09-01,26335
2016-09-02,26335
2016-09-03,26335
2016-09-04,26335
2016-09-05,26504
2016-09-06,26504
2016-09-07,26504
2016-09-08,26504
2016-09-09,26504
2016-09-10,26332
2016-09-11,26332
2016-09-12,26332
2016-09-13,26332
2016-09-14,26332
2016-09-15,26563
2016-09-16,26563
2016-09-17,26563
2016-09-18,26563
2016-09-19,26563
2016-09-20,27088
2016-09-21,27088
2016-09-22,27088
2016-09-23,27088
2016-09-24,27088
2016-09-25,27688
2016-09-26,27688
2016-09-27,27688
2016-09-28,27688
2016-09-29,27688
2016-09-30,28577
2016-10-01,28577
2016-10-02,28577
2016-10-03,28577
2016-10-04,28577
2016-10-05,29354
2016-10-06,29354
2016-10-07,29354
2016-10-08,29354
2016-10-09,30011
2016-10-10,30011
2016-10-11,30011
2016-10-12,30011
2016-10-13,30011
2016-10-14,30922
2016-10-15,30922
2016-10-16,30922
2016-10-17,30922
2016-10-18,30922
2016-10-19,32082
2016-10-20,32082
2016-10-21,32082
2016-10-22,32082
2016-10-23,32082
2016-10-24,33625
2016-10-25,33625
2016-10-26,33625
2016-10-27,33625
2016-10-28,33625
2016-10-29,35089
2016-10-30,35089
2016-10-31,35089
2016-11-01,35089
2016-11-02,36511
2016-11-03,36511
2016-11-04,36511
2016-11-05,36511
2016-11-06,36511
2016-11-07,38189
2016-11-08,38189
2016-11-09,38189
2016-11-10,38189
2016-11-11,38189
2016-11-12,39395
2016-11-13,39395
2016-11-14,39395
2016-11-15,39395
2016-12-07,47603
2016-12-08,49482
2016-12-09,49482
2016-12-10,49482
2016-12-11,49482
2016-12-12,51732
