date_obj,Black%20platelegs%20(g) price
2016-12-13,51732
2016-12-14,51732
2016-12-15,51732
2016-12-16,51732
2016-12-17,54188
2016-12-18,54188
2016-12-19,54188
2016-12-20,54188
2016-12-21,54188
2016-12-22,56363
2016-12-23,56363
2016-12-24,56363
2016-12-25,56363
2016-12-26,58156
2016-12-27,58156
2016-12-28,58156
2016-12-29,58156
2016-12-30,58156
2016-12-31,60743
2017-01-01,60743
2017-01-02,60743
2017-01-03,60743
2017-01-04,62793
2017-01-05,62793
2017-01-06,62793
2017-01-07,62793
2017-01-08,64671
2017-01-09,64671
2017-01-10,64671
2017-01-11,64671
2017-01-12,64410
2017-01-13,64410
2017-01-14,64410
2017-01-15,64410
2017-01-16,64410
2017-01-17,65339
2017-01-18,65339
2017-01-19,65339
2017-01-20,65339
2017-01-21,63763
2017-01-22,63763
2017-01-23,63763
2017-01-27,60727
2017-01-28,60727
2017-01-29,59034
2017-01-30,59034
2017-01-31,59034
2017-02-01,59034
2017-02-02,58753
2017-02-03,58753
2017-02-04,58753
2017-02-05,58753
2017-02-06,59786
2017-02-07,59786
2017-02-08,59786
2017-02-09,59786
2017-02-10,60388
2017-02-11,60388
2017-02-12,60388
2017-02-13,60388
2017-02-14,58419
2017-02-15,58419
2017-02-16,58419
2017-02-18,57019
2017-02-19,57019
2017-02-20,57019
2017-02-21,57019
2017-02-22,56398
2017-02-23,56398
2017-02-24,56398
2017-02-25,56398
2017-02-26,56398
2017-02-27,56314
2017-02-28,56314
2017-03-01,56314
2017-03-02,57256
2017-03-03,57256
2017-03-04,57256
2017-03-05,57256
2017-03-06,56509
2017-03-07,56509
2017-03-08,56509
2017-03-09,56509
2017-03-10,54821
2017-03-11,54821
2017-03-12,54821
2017-03-13,54821
2017-03-14,53597
2017-03-15,53597
2017-03-16,53597
2017-03-17,53597
2017-03-18,53139
2017-03-19,53139
2017-03-20,53139
2017-03-21,53139
2017-03-22,53700
2017-03-23,53700
2017-03-24,53700
2017-03-25,53700
2017-03-26,54004
2017-03-27,54004
2017-03-28,54004
2017-03-29,54004
2017-03-30,54949
2017-03-31,54949
2017-04-01,54949
2017-04-02,54949
2017-04-03,56532
2017-04-04,56532
2017-04-12,58715
2017-04-13,58715
2017-04-14,58715
2017-04-15,58715
2017-04-16,59189
2017-04-17,59189
2017-04-18,59189
2017-04-19,60790
2017-04-20,60790
2017-04-21,60790
2017-04-22,60790
2017-04-23,60742
2017-04-24,60742
2017-04-25,60742
2017-04-26,60742
2017-04-27,61206
2017-04-28,61206
2017-04-29,61206
2017-04-30,61206
2017-05-01,61206
2017-05-02,62017
2017-05-03,62017
2017-05-04,62017
2017-05-05,62017
2017-05-06,62017
2017-05-07,63759
2017-05-08,63759
2017-05-09,63759
2017-05-10,63759
2017-05-11,66035
2017-05-12,66035
2017-05-13,66035
2017-05-14,66035
2017-05-15,66035
2017-05-16,68486
2017-05-17,68486
2017-05-18,68486
2017-05-19,68486
2017-05-20,68486
2017-05-21,68658
2017-05-22,68658
2017-05-23,68658
2017-05-24,68658
2017-05-25,68658
2017-05-26,66927
2017-05-27,66927
2017-05-28,66927
2017-05-29,66927
2017-05-30,66927
2017-05-31,65921
2017-06-01,65921
2017-06-02,65921
2017-06-03,65921
2017-06-04,66498
2017-06-05,66498
2017-06-06,66498
2017-06-07,66498
2017-06-08,66498
2017-06-09,67684
2017-06-10,67684
2017-06-11,67684
2017-06-12,67684
2017-06-13,67044
2017-06-14,67044
2017-06-15,67044
2017-06-16,67044
2017-06-17,67044
2017-06-18,68756
2017-06-19,68756
2017-06-20,68756
2017-06-21,68756
2017-06-22,68756
2017-06-23,68756
2017-06-24,66951
2017-06-25,66951
2017-06-26,66951
2017-06-27,66951
2017-06-28,66951
2017-06-29,65573
2017-06-30,65573
2017-07-01,65573
2017-07-02,65573
2017-07-03,65573
2017-07-04,64570
2017-07-05,64570
2017-07-06,64570
2017-07-07,64570
2017-07-08,64570
2017-07-13,64624
2017-07-14,62688
2017-07-15,62688
2017-07-16,62688
2017-07-17,62688
2017-07-18,61512
2017-07-19,61512
2017-07-20,61512
2017-07-21,61512
2017-07-22,63807
2017-07-23,63807
2017-07-24,63807
2017-07-25,63807
2017-07-26,63807
2017-07-27,65731
2017-07-28,65731
2017-07-29,65731
2017-07-30,65731
2017-07-31,65731
2017-08-01,67630
2017-08-02,67630
2017-08-03,67630
2017-08-04,67630
2017-08-05,66628
2017-08-06,66628
2017-08-07,66628
2017-08-08,66628
2017-08-09,66628
2017-08-10,64928
2017-08-11,64928
2017-08-12,64928
2017-08-13,64928
2017-08-14,64928
2017-08-15,65971
2017-08-16,65971
2017-08-17,65971
2017-08-18,65971
2017-08-19,67836
2017-08-20,67836
2017-08-21,67836
2017-08-22,67836
2017-08-23,67514
2017-08-24,67514
2017-08-25,67514
2017-08-26,67514
2017-08-27,64663
2017-08-28,64663
2017-08-29,64663
2017-08-30,64663
2017-08-31,62715
2017-09-01,62715
2017-09-02,62715
2017-09-03,62715
2017-09-04,62715
2017-09-05,64099
2017-09-06,64099
2017-09-07,64099
2017-09-08,64099
2017-09-09,64099
2017-09-10,64452
2017-09-11,64452
2017-09-12,64452
2017-09-13,64452
2017-09-14,65751
2017-09-15,65751
2017-09-16,65751
2017-09-17,65751
2017-09-18,65751
2017-09-19,65628
2017-09-20,65628
2017-09-22,65628
2017-09-23,65628
2017-09-24,67310
2017-09-25,67310
2017-09-26,67310
2017-09-27,67310
2017-09-28,67310
2017-09-29,68561
2017-09-30,68561
2017-10-01,68561
2017-10-02,68561
2017-10-03,68561
2017-10-04,68561
2017-10-05,69371
2017-10-06,69371
2017-10-07,69371
2017-10-08,69371
2017-10-09,70045
2017-10-10,70045
2017-10-11,70045
2017-10-12,70045
2017-10-13,70434
2017-10-14,70434
2017-10-15,70434
2017-10-16,70434
2017-10-17,70434
2017-10-18,69984
2017-10-19,69984
2017-10-20,69984
2017-10-21,69984
2017-10-22,69984
2017-10-23,68697
2017-10-24,68697
2017-10-25,68697
2017-10-26,68697
2017-10-27,68697
2017-10-28,69932
2017-10-29,69932
2017-10-30,69932
2017-10-31,69932
2017-11-01,69932
2017-11-02,71193
2017-11-03,71193
2017-11-04,71193
2017-11-05,71193
2017-11-06,72155
2017-11-07,72155
2017-11-08,72155
2017-11-09,72155
2017-11-10,72155
2017-11-11,71993
2017-11-12,71993
2017-11-13,71993
2017-11-14,71993
2017-11-15,71993
2017-11-16,71088
2017-11-17,71088
2017-11-18,71088
2017-11-19,71088
2017-11-20,71088
2017-11-21,68791
2017-11-22,68791
2017-11-23,68791
2017-11-24,68791
2017-11-25,68791
2017-11-26,69144
2017-11-27,69144
2017-11-28,69144
2017-11-29,69144
2017-11-30,69144
2017-12-01,69144
2017-12-02,68839
2017-12-03,68839
2017-12-04,68839
2017-12-05,68839
2017-12-06,68841
2017-12-07,68841
2017-12-08,68841
2017-12-09,68841
2017-12-10,68841
2017-12-11,68893
2017-12-12,68893
2017-12-13,68893
2017-12-14,68893
2017-12-15,68893
2017-12-16,68893
2017-12-17,68593
2017-12-18,68593
2017-12-19,68593
2017-12-20,68593
2017-12-21,70446
2017-12-22,70446
2017-12-23,70446
2017-12-24,70446
2017-12-25,70446
2017-12-26,69611
2017-12-27,69611
2017-12-28,69611
2017-12-29,69611
2017-12-30,68577
2017-12-31,68577
2018-01-01,68577
2018-01-02,68577
2018-01-03,67012
2018-01-04,67012
2018-01-05,67012
2018-01-06,67012
2018-01-07,67620
2018-01-08,67620
2018-01-09,67620
2018-01-10,67620
2018-01-11,67620
2018-01-12,69675
2018-01-13,69675
2018-01-14,69675
2018-01-15,69675
2018-01-16,68176
2018-01-17,68176
2018-01-18,68176
2018-01-19,68176
2018-01-20,68504
2018-01-21,68504
2018-01-22,68504
2018-01-23,68504
2018-01-24,69237
2018-01-25,69237
2018-01-26,69237
2018-01-27,71450
2018-01-28,71450
2018-01-29,70812
2018-01-30,70812
2018-01-31,70812
2018-02-01,70357
2018-02-02,70357
2018-02-03,71439
2018-02-04,71439
2018-02-05,71439
2018-02-06,70438
2018-02-07,70438
2018-02-08,67503
2018-02-09,67503
2018-02-10,65870
2018-02-11,65870
2018-02-12,64538
2018-02-13,64538
2018-02-14,64538
2018-02-15,65291
2018-02-16,65291
2018-02-17,65347
2018-02-18,65347
2018-02-19,65040
2018-02-20,65040
2018-02-21,67137
2018-02-22,67137
2018-02-23,67137
2018-02-24,68076
2018-02-25,68076
2018-02-26,68593
2018-02-27,68593
2018-02-28,68593
2018-03-01,68557
2018-03-02,68557
2018-03-03,69644
2018-03-04,69644
2018-03-05,69644
2018-03-06,69356
2018-03-07,69356
2018-03-08,69356
2018-03-09,68280
2018-03-10,68280
2018-03-11,68147
2018-03-12,68147
2018-03-13,68101
2018-03-14,68101
2018-03-15,68101
2018-03-16,67365
2018-03-17,67365
2018-03-18,68382
2018-03-20,69236
2018-03-21,69236
2018-03-22,69236
2018-03-23,70912
2018-03-24,70912
2018-03-25,71781
2018-03-26,71781
2018-03-27,74046
2018-03-28,74046
2018-03-29,74046
2018-03-30,77014
2018-03-31,77014
2018-04-01,77014
2018-04-02,78265
2018-04-03,78265
2018-04-04,81533
2018-04-05,81533
2018-04-06,81533
2018-04-07,82165
2018-04-08,82165
2018-04-09,84606
2018-04-10,84606
2018-04-11,84606
2018-04-12,86358
2018-04-13,86358
2018-04-14,86358
2018-04-15,88891
2018-04-16,88891
2018-04-17,88891
2018-04-18,91912
2018-04-19,91912
2018-04-20,91912
2018-04-21,91668
2018-04-22,91668
2018-04-23,91668
2018-04-24,91668
2018-04-25,87504
2018-04-26,87504
2018-04-27,87504
2018-04-28,83810
2018-04-29,83810
2018-04-30,80604
2018-05-01,80604
2018-05-02,80604
2018-05-03,80625
2018-05-04,80625
2018-05-05,80239
2018-05-06,80239
2018-05-07,80239
2018-05-08,78327
2018-05-09,78327
2018-05-10,77038
2018-05-11,77038
2018-05-12,77038
2018-05-13,78352
2018-05-14,78352
2018-05-15,78352
2018-05-16,77117
2018-05-17,77117
2018-05-18,74996
2018-05-19,74996
2018-05-20,74670
2018-05-21,74670
2018-05-22,74670
2018-05-23,73518
2018-05-24,73518
2018-05-25,73518
2018-05-26,74217
2018-05-27,74217
2018-05-28,76197
2018-05-29,76197
2018-05-30,77827
2018-05-31,77827
2018-06-01,77827
2018-06-02,77970
2018-06-03,77970
2018-06-04,77970
2018-06-05,77878
2018-06-06,77878
2018-06-07,77878
2018-06-08,79147
2018-06-09,79147
2018-06-10,79147
2018-06-11,78860
2018-06-12,78860
2018-06-13,78860
2018-06-14,77558
2018-06-15,77558
2018-06-16,77558
2018-06-17,78945
2018-06-18,78945
2018-06-19,78945
2018-06-20,79241
2018-06-21,79241
2018-06-22,77377
2018-06-23,77377
2018-06-24,77377
2018-06-25,74662
2018-06-26,74662
2018-06-27,74662
2018-06-28,73359
2018-06-29,73359
2018-06-30,70364
2018-07-01,70364
2018-07-02,67308
2018-07-03,67308
2018-07-04,67308
2018-07-05,65759
2018-07-06,65759
2018-07-07,65487
2018-07-08,65487
2018-07-09,65584
2018-07-10,65584
2018-07-11,64668
2018-07-12,64668
2018-07-13,62943
2018-07-14,62943
2018-07-15,61955
2018-07-16,61955
2018-07-17,63515
2018-07-18,63515
2018-07-19,63515
2018-07-20,66180
2018-07-21,66180
2018-07-22,66225
2018-07-23,66225
2018-07-24,68196
2018-07-25,68196
2018-07-26,67933
2018-07-27,67933
2018-07-28,69220
2018-07-29,69220
2018-07-30,71675
2018-07-31,71675
2018-08-01,72121
2018-08-02,72121
2018-08-03,73257
2018-08-04,73257
2018-08-05,76470
2018-08-06,76470
2018-08-07,78903
2018-08-08,81217
2018-08-09,81217
2018-08-10,84407
2018-08-11,84407
2018-08-12,88493
2018-08-14,92579
2018-08-16,96044
2018-08-17,96044
2018-08-18,97110
2018-08-19,97110
2018-08-20,101327
2018-08-21,101327
2018-08-22,105773
2018-08-23,105773
2018-08-24,102677
2018-08-25,98163
2018-08-26,98163
2018-08-27,93898
2018-08-28,90617
2018-08-29,90617
2018-08-30,92509
2018-08-31,92509
2018-09-01,93016
2018-09-02,93016
2018-09-03,94551
2018-09-04,94551
2018-09-05,94668
2018-09-06,94668
2018-09-07,96834
2018-09-08,96834
2018-09-09,100015
2018-09-10,103723
2018-09-11,103723
2018-09-12,107719
2018-09-13,107719
2018-09-14,112742
2018-09-15,112742
2018-09-16,116955
2018-09-17,116955
2018-09-18,119775
2018-09-19,119775
2018-09-20,121704
2018-09-21,121704
2018-09-22,123987
2018-09-23,123987
2018-09-24,121995
2018-09-25,121995
2018-09-26,121296
2018-09-27,121296
2018-09-28,120274
2018-09-29,120274
2018-09-30,117237
2018-10-01,117237
2018-10-02,113177
2018-10-03,112712
2018-10-04,112712
2018-10-05,112712
2018-10-06,114393
2018-10-07,114393
2018-10-08,115168
2018-10-09,115168
2018-10-10,113555
2018-10-11,113555
2018-10-12,112942
2018-10-13,112942
2018-10-14,111958
2018-10-15,111958
2018-10-16,113077
2018-10-17,113077
2018-10-18,117425
2018-10-19,117425
2018-10-20,119270
2018-10-21,119270
2018-10-22,120746
2018-10-23,120746
2018-10-24,123075
2018-10-25,123075
2018-10-26,126389
2018-10-27,126389
2018-10-28,128000
2018-10-29,128000
2018-10-30,127453
2018-10-31,132907
2018-11-01,139461
2018-11-03,152525
2018-11-04,160061
2018-11-05,167930
2018-11-06,175579
2018-11-07,182942
2018-11-08,191156
2018-11-09,199489
2018-11-10,209395
2018-11-11,218833
2018-11-12,229775
2018-11-13,241264
2018-11-15,264433
2018-11-16,277655
2018-11-17,288128
2018-11-18,302501
2018-11-19,315964
2018-11-20,328238
2018-11-21,326552
2018-11-22,328855
2018-11-23,334887
2018-11-24,330624
2018-11-25,329570
2018-11-26,329570
2018-11-27,330148
2018-11-28,316796
2018-11-29,306368
2018-12-01,295345
2018-12-02,285831
2018-12-03,285831
2018-12-04,274395
2018-12-05,261446
2018-12-07,250190
2018-12-09,231477
2018-12-10,224315
2018-12-11,216532
2018-12-12,206438
2018-12-13,199092
2018-12-14,191766
2018-12-15,184288
2018-12-16,178038
2018-12-17,178038
2018-12-18,173514
2018-12-19,169766
2018-12-20,167727
2018-12-21,163880
2018-12-22,163880
2018-12-23,159866
2018-12-24,156869
2018-12-25,156869
2018-12-26,155215
2018-12-27,156096
2018-12-28,156096
2018-12-29,153026
2018-12-30,153026
2018-12-31,149755
2019-01-01,149755
2019-01-02,149890
2019-01-03,150567
2019-01-04,150567
2019-01-05,148533
2019-01-06,147125
2019-01-08,145365
2019-01-10,137808
2019-01-11,137808
2019-01-12,135463
2019-01-13,132467
2019-01-14,130403
2019-01-15,128723
2019-01-16,128627
2019-01-17,127686
2019-01-18,127686
2019-01-19,126488
2019-01-20,122406
2019-01-21,122406
2019-01-22,117423
2019-01-23,115546
2019-01-24,115546
2019-01-25,114412
2019-01-26,112366
2019-01-27,111619
2019-01-28,110499
2019-01-29,111558
2019-01-30,111007
2019-01-31,111007
2019-02-01,108674
2019-02-02,108674
2019-02-03,107218
2019-02-04,107218
2019-02-05,105210
2019-02-06,105210
2019-02-07,104771
2019-02-08,104771
2019-02-09,105893
2019-02-10,105780
2019-02-11,105780
2019-02-12,105706
2019-02-13,106708
2019-02-14,106708
2019-02-15,109596
2019-02-16,109596
2019-02-17,106941
2019-02-18,106941
2019-02-19,106487
2019-02-20,106487
2019-02-21,105980
2019-02-22,105980
2019-02-23,106450
2019-02-24,108558
2019-02-25,109801
2019-02-26,109801
2019-02-27,110100
2019-02-28,110100
2019-03-01,110257
2019-03-02,110257
2019-03-03,108851
2019-03-04,105754
2019-03-05,104998
2019-03-06,102382
2019-03-07,101811
2019-03-08,101811
2019-03-09,101375
2019-03-10,106113
2019-03-11,110173
2019-03-12,111251
2019-03-13,111251
2019-03-14,112390
2019-03-15,112390
2019-03-16,114582
2019-03-17,117090
2019-03-18,117090
2019-03-19,119421
2019-03-20,124219
2019-03-21,129037
2019-03-22,129037
2019-03-23,131054
