date_obj,Mithril%20plateskirt%20(g) price
2015-08-18,1527
2015-08-19,1520
2015-08-20,1520
2015-08-21,1528
2015-08-22,1528
2015-08-23,1528
2015-08-24,1534
2015-08-25,1534
2015-08-26,1534
2015-08-27,1571
2015-08-28,1571
2015-08-29,1571
2015-08-30,1574
2015-08-31,1574
2015-09-01,1574
2015-09-02,1590
2015-09-03,1590
2015-09-04,1590
2015-09-05,1593
2015-09-06,1593
2015-09-07,1593
2015-09-08,1606
2015-09-09,1606
2015-09-10,1606
2015-09-11,1581
2015-09-12,1581
2015-09-13,1581
2015-09-14,1594
2015-09-15,1594
2015-09-16,1594
2015-09-17,1605
2015-09-18,1605
2015-09-19,1605
2015-09-20,1626
2015-09-21,1626
2015-09-22,1626
2015-09-23,1654
2015-09-24,1654
2015-09-25,1654
2015-09-27,1711
2015-09-28,1711
2015-09-29,1711
2015-09-30,1760
2015-10-05,1795
2015-10-06,1795
2015-10-07,1810
2015-10-08,1810
2015-10-09,1810
2015-10-10,1810
2015-10-11,1837
2015-10-12,1837
2015-10-13,1837
2015-10-14,1837
2015-10-15,1889
2015-10-16,1889
2015-10-17,1889
2015-10-18,1889
2015-10-19,1880
2015-10-20,1880
2015-10-22,1880
2015-10-23,1794
2015-10-24,1794
2015-10-25,1794
2015-10-26,1747
2015-10-27,1747
2015-10-29,1708
2015-10-30,1708
2015-10-31,1708
2015-11-01,1681
2015-11-02,1681
2015-11-03,1681
2015-11-04,1666
2015-11-05,1666
2015-11-06,1666
2015-11-07,1628
2015-11-08,1628
2015-11-09,1628
2015-11-10,1628
2015-11-11,1631
2015-11-12,1631
2015-11-13,1631
2015-11-14,1641
2015-11-15,1641
2015-11-16,1641
2015-11-17,1574
2015-11-18,1574
2015-11-19,1574
2015-11-20,1511
2015-11-21,1511
2015-11-22,1511
2015-11-23,1479
2015-11-24,1479
2015-11-25,1469
2015-11-26,1469
2015-11-27,1469
2015-11-28,1449
2015-11-29,1449
2015-11-30,1449
2015-12-01,1403
2015-12-02,1403
2015-12-03,1403
2015-12-04,1443
2015-12-05,1443
2015-12-06,1443
2015-12-07,1421
2015-12-08,1421
2015-12-09,1421
2015-12-10,1374
2015-12-11,1374
2015-12-12,1374
2015-12-13,1379
2015-12-14,1379
2015-12-15,1379
2015-12-16,1382
2015-12-17,1382
2015-12-18,1382
2015-12-19,1387
2015-12-20,1387
2015-12-21,1387
2015-12-22,1375
2015-12-23,1375
2015-12-24,1375
2015-12-25,1368
2015-12-26,1368
2015-12-27,1368
2015-12-28,1341
2015-12-29,1341
2015-12-30,1341
2015-12-31,1313
2016-01-01,1313
2016-01-02,1313
2016-01-03,1315
2016-01-04,1315
2016-01-05,1303
2016-01-06,1303
2016-01-07,1303
2016-01-08,1316
2016-01-09,1316
2016-01-10,1316
2016-01-11,1309
2016-01-12,1309
2016-01-13,1296
2016-01-14,1296
2016-01-15,1336
2016-01-16,1336
2016-01-17,1349
2016-01-18,1349
2016-01-19,1329
2016-01-20,1329
2016-01-21,1292
2016-01-22,1292
2016-01-23,1306
2016-01-24,1306
2016-01-25,1306
2016-01-26,1306
2016-01-27,1298
2016-01-28,1298
2016-01-29,1298
2016-01-30,1326
2016-01-31,1326
2016-02-01,1324
2016-02-02,1324
2016-02-03,1324
2016-02-04,1309
2016-02-05,1309
2016-02-06,1305
2016-02-07,1305
2016-02-08,1305
2016-02-09,1327
2016-02-10,1327
2016-02-11,1330
2016-02-12,1330
2016-02-13,1303
2016-02-14,1303
2016-02-15,1303
2016-02-16,1303
2016-02-17,1303
2016-02-18,1303
2016-02-19,1363
2016-02-20,1363
2016-02-21,1390
2016-02-22,1390
2016-02-23,1390
2016-02-24,1389
2016-02-25,1389
2016-02-26,1389
2016-02-27,1404
2016-02-28,1404
2016-02-29,1404
2016-03-01,1412
2016-03-02,1412
2016-03-03,1412
2016-03-04,1397
2016-03-05,1397
2016-03-06,1415
2016-03-07,1415
2016-03-08,1415
2016-03-09,1370
2016-03-10,1370
2016-03-11,1370
2016-03-12,1418
2016-03-13,1418
2016-03-14,1418
2016-03-15,1395
2016-03-16,1395
2016-03-17,1395
2016-03-18,1463
2016-03-19,1463
2016-03-20,1506
2016-03-21,1506
2016-03-22,1506
2016-03-23,1542
2016-03-24,1542
2016-03-25,1542
2016-03-26,1554
2016-03-27,1554
2016-03-28,1539
2016-03-29,1539
2016-03-30,1539
2016-03-31,1552
2016-04-01,1552
2016-04-02,1552
2016-04-03,1532
2016-04-04,1532
2016-04-05,1532
2016-04-06,1533
2016-04-07,1533
2016-04-08,1533
2016-04-09,1510
2016-04-10,1510
2016-04-11,1510
2016-04-12,1449
2016-04-13,1449
2016-04-14,1449
2016-04-15,1400
2016-04-16,1400
2016-04-17,1373
2016-04-18,1373
2016-04-19,1367
2016-04-20,1367
2016-04-21,1338
2016-04-22,1338
2016-04-23,1332
2016-04-24,1332
2016-04-25,1357
2016-04-26,1357
2016-04-27,1333
2016-04-28,1333
2016-04-29,1333
2016-04-30,1305
2016-05-01,1305
2016-05-02,1267
2016-05-03,1267
2016-05-04,1282
2016-05-05,1282
2016-05-06,1282
2016-05-07,1310
2016-05-08,1310
2016-05-09,1310
2016-05-10,1347
2016-05-11,1347
2016-05-12,1347
2016-05-13,1415
2016-05-14,1415
2016-05-15,1481
2016-05-16,1481
2016-05-17,1481
2016-05-18,1553
2016-05-19,1553
2016-05-22,1595
2016-05-23,1665
2016-05-24,1665
2016-05-25,1665
2016-05-26,1749
2016-05-27,1749
2016-05-28,1749
2016-05-29,1837
2016-05-30,1837
2016-05-31,1837
2016-06-01,1925
2016-06-02,1925
2016-06-03,1925
2016-06-04,2005
2016-06-05,2005
2016-06-06,2005
2016-06-07,2090
2016-06-08,2090
2016-06-09,2106
2016-06-10,2106
2016-06-11,2113
2016-06-12,2113
2016-06-13,2213
2016-06-14,2213
2016-06-15,2281
2016-06-16,2281
2016-06-17,2300
2016-06-18,2300
2016-06-19,2400
2016-06-20,2400
2016-06-21,2513
2016-06-22,2513
2016-06-23,2634
2016-06-24,2634
2016-06-25,2634
2016-06-26,2726
2016-06-27,2726
2016-06-28,2726
2016-06-29,2806
2016-06-30,2806
2016-07-01,2947
2016-07-02,2947
2016-07-03,2947
2016-07-04,3054
2016-07-05,3054
2016-07-06,3061
2016-07-07,3061
2016-07-08,3002
2016-07-09,3002
2016-07-10,3005
2016-07-11,2948
2016-07-12,2948
2016-07-13,2842
2016-07-14,2782
2016-07-15,2782
2016-07-16,2754
2016-07-17,2754
2016-07-18,2814
2016-07-23,2898
2016-07-24,2898
2016-07-25,3020
2016-07-26,3020
2016-07-27,3020
2016-07-28,3040
2016-07-29,3040
2016-07-30,3051
2016-07-31,3051
2016-08-01,3051
2016-08-02,3053
2016-08-03,3053
2016-08-04,3053
2016-08-05,3128
2016-08-06,3128
2016-08-07,3275
2016-08-08,3275
2016-08-09,3275
2016-08-10,3241
2016-08-11,3241
2016-08-12,3241
2016-08-13,3197
2016-08-14,3197
2016-08-15,3166
2016-08-16,3166
2016-08-17,3166
2016-08-18,3039
2016-08-19,3039
2016-08-20,2900
2016-08-21,2900
2016-08-22,2783
2016-08-23,2783
2016-08-24,2655
2016-08-25,2655
2016-08-26,2655
2016-08-28,2597
2016-08-31,2568
2016-09-01,2639
2016-09-02,2639
2016-09-03,2639
2016-09-04,2548
2016-09-05,2548
2016-09-06,2548
2016-09-07,2425
2016-09-08,2425
2016-09-09,2425
2016-09-10,2307
2016-09-11,2307
2016-09-12,2307
2016-09-13,2236
2016-09-14,2236
2016-09-15,2236
2016-09-16,2204
2016-09-17,2204
2016-09-18,2204
2016-09-19,2101
2016-09-20,2101
2016-09-21,2101
2016-09-22,2044
2016-09-23,2044
2016-09-24,2044
2016-09-25,1972
2016-09-26,1972
2016-09-27,1972
2016-09-28,1972
2016-09-29,1972
2016-09-30,1904
2016-10-01,1904
2016-10-02,1904
2016-10-03,1828
2016-10-04,1828
2016-10-05,1828
2016-10-06,1809
2016-10-07,1809
2016-10-08,1809
2016-10-09,1745
2016-10-10,1745
2016-10-11,1745
2016-10-12,1745
2016-10-13,1694
2016-10-14,1694
2016-10-15,1694
2016-10-16,1654
2016-10-17,1654
2016-10-18,1654
2016-10-19,1661
2016-10-20,1661
2016-10-21,1661
2016-10-22,1717
2016-10-23,1717
2016-10-24,1717
2016-10-25,1678
2016-10-26,1678
2016-10-27,1678
2016-10-28,1668
2016-10-29,1668
2016-10-30,1668
2016-10-31,1694
2016-11-01,1694
2016-11-02,1694
2016-11-03,1694
2016-11-04,1696
2016-11-05,1696
2016-11-06,1696
2016-11-07,1696
2016-11-08,1640
2016-11-09,1640
2016-11-10,1640
2016-11-11,1608
2016-11-12,1608
2016-11-13,1608
2016-11-14,1562
2016-12-07,1417
2016-12-08,1414
2016-12-09,1414
2016-12-10,1414
2016-12-11,1425
2016-12-12,1425
2016-12-13,1425
2016-12-14,1412
2016-12-15,1412
2016-12-16,1412
2016-12-17,1354
2016-12-18,1354
2016-12-19,1354
2016-12-20,1341
2016-12-21,1341
2016-12-22,1341
2016-12-23,1323
2016-12-24,1323
2016-12-25,1323
2016-12-26,1326
2016-12-27,1326
2016-12-28,1325
2016-12-29,1325
2016-12-30,1305
2016-12-31,1305
2017-01-01,1321
2017-01-02,1321
2017-01-03,1298
2017-01-04,1298
2017-01-05,1315
2017-01-06,1315
2017-01-07,1371
2017-01-08,1371
2017-01-09,1373
2017-01-10,1373
2017-01-11,1359
2017-01-12,1359
2017-01-13,1359
2017-01-14,1372
2017-01-15,1372
2017-01-16,1363
2017-01-17,1363
2017-01-18,1409
2017-01-19,1409
2017-01-20,1409
2017-01-21,1463
2017-01-22,1463
2017-01-27,1384
2017-01-28,1384
2017-01-29,1384
2017-01-30,1343
2017-01-31,1343
2017-02-01,1363
2017-02-02,1363
2017-02-03,1363
2017-02-04,1340
2017-02-05,1340
2017-02-06,1312
2017-02-07,1312
2017-02-08,1325
2017-02-09,1325
2017-02-10,1355
2017-02-11,1355
2017-02-12,1416
2017-02-13,1416
2017-02-14,1461
2017-02-15,1461
2017-02-16,1508
2017-02-18,1508
2017-02-19,1528
2017-02-20,1528
2017-02-21,1554
2017-02-22,1554
2017-02-23,1554
2017-02-24,1607
2017-02-25,1607
2017-02-26,1673
2017-02-27,1673
2017-02-28,1728
2017-03-01,1728
2017-03-02,1726
2017-03-03,1726
2017-03-04,1767
2017-03-05,1767
2017-03-06,1687
2017-03-07,1687
2017-03-08,1623
2017-03-09,1623
2017-03-10,1643
2017-03-11,1643
2017-03-12,1696
2017-03-13,1696
2017-03-14,1698
2017-03-15,1698
2017-03-16,1685
2017-03-17,1685
2017-03-18,1658
2017-03-19,1643
2017-03-20,1580
2017-03-21,1580
2017-03-22,1526
2017-03-23,1526
2017-03-24,1527
2017-03-25,1527
2017-03-26,1570
2017-03-27,1570
2017-03-28,1632
2017-03-29,1563
2017-03-30,1563
2017-03-31,1569
2017-04-01,1569
2017-04-02,1569
2017-04-03,1609
2017-04-04,1609
2017-04-12,1485
2017-04-13,1435
2017-04-14,1435
2017-04-15,1404
2017-04-16,1404
2017-04-17,1390
2017-04-18,1390
2017-04-19,1360
2017-04-20,1360
2017-04-21,1347
2017-04-22,1347
2017-04-23,1329
2017-04-24,1329
2017-04-25,1322
2017-04-26,1322
2017-04-27,1322
2017-04-28,1354
2017-04-29,1343
2017-04-30,1343
2017-05-01,1343
2017-05-02,1352
2017-05-03,1352
2017-05-04,1308
2017-05-05,1308
2017-05-06,1307
2017-05-07,1307
2017-05-08,1289
2017-05-09,1289
2017-05-10,1315
2017-05-11,1315
2017-05-12,1330
2017-05-13,1330
2017-05-14,1331
2017-05-15,1331
2017-05-16,1311
2017-05-17,1311
2017-05-18,1302
2017-05-19,1302
2017-05-20,1256
2017-05-21,1256
2017-05-22,1259
2017-05-23,1259
2017-05-24,1268
2017-05-25,1268
2017-05-26,1268
2017-05-27,1227
2017-05-28,1227
2017-05-29,1238
2017-05-30,1238
2017-05-31,1268
2017-06-01,1268
2017-06-02,1255
2017-06-03,1255
2017-06-06,1234
2017-06-07,1234
2017-06-08,1220
2017-06-09,1220
2017-06-10,1264
2017-06-11,1264
2017-06-12,1304
2017-06-13,1304
2017-06-14,1356
2017-06-15,1356
2017-06-16,1356
2017-06-17,1424
2017-06-18,1424
2017-06-19,1424
2017-06-20,1489
2017-06-21,1489
2017-06-22,1489
2017-06-23,1535
2017-06-24,1535
2017-06-25,1556
2017-06-26,1556
2017-06-27,1532
2017-06-28,1532
2017-06-29,1491
2017-06-30,1491
2017-07-01,1491
2017-07-02,1463
2017-07-03,1463
2017-07-04,1427
2017-07-05,1427
2017-07-06,1427
2017-07-07,1391
2017-07-08,1391
2017-07-13,1497
2017-07-14,1571
2017-07-15,1571
2017-07-16,1571
2017-07-17,1650
2017-07-18,1650
2017-07-19,1723
2017-07-20,1723
2017-07-21,1809
2017-07-22,1809
2017-07-23,1837
2017-07-24,1837
2017-07-25,1837
2017-07-26,1890
2017-07-27,1890
2017-07-28,1981
2017-07-29,1981
2017-07-30,2080
2017-07-31,2080
2017-08-01,2080
2017-08-02,2154
2017-08-03,2154
2017-08-04,2154
2017-08-05,2262
2017-08-06,2262
2017-08-09,2376
2017-08-10,2495
2017-08-11,2495
2017-08-12,2495
2017-08-13,2620
2017-08-14,2620
2017-08-15,2620
2017-08-16,2751
2017-08-17,2751
2017-08-18,2887
2017-08-19,2887
2017-08-20,2989
2017-08-21,2989
2017-08-22,3034
2017-08-23,3034
2017-08-24,3034
2017-08-25,3153
2017-08-26,3204
2017-08-27,3204
2017-08-28,3329
2017-08-29,3329
2017-08-30,3329
2017-08-31,3457
2017-09-01,3457
2017-09-02,3569
2017-09-03,3569
2017-09-04,3569
2017-09-05,3702
2017-09-06,3702
2017-09-07,3859
2017-09-08,3859
2017-09-09,3859
2017-09-10,3987
2017-09-11,3987
2017-09-12,4153
2017-09-13,4153
2017-09-14,4294
2017-09-15,4294
2017-09-16,4294
2017-09-17,4439
2017-09-19,4439
2017-09-20,4538
2017-09-21,4538
2017-09-22,4692
2017-09-23,4692
2017-09-24,4692
2017-09-25,4870
2017-09-26,4870
2017-09-27,4870
2017-09-28,5054
2017-09-29,5054
2017-09-30,5054
2017-10-01,5275
2017-10-02,5275
2017-10-03,5393
2017-10-04,5393
2017-10-05,5393
2017-10-06,5590
2017-10-07,5590
2017-10-08,5710
2017-10-09,5710
2017-10-10,5774
2017-10-11,5774
2017-10-12,5987
2017-10-13,5987
2017-10-14,5910
2017-10-15,5910
2017-10-16,5910
2017-10-17,5951
2017-10-18,5951
2017-10-19,5941
2017-10-20,5941
2017-10-21,5941
2017-10-22,5870
2017-10-23,5870
2017-10-24,5870
2017-10-25,5703
2017-10-26,5703
2017-10-27,5790
2017-10-28,5790
2017-10-29,5807
2017-10-30,5807
2017-10-31,6025
2017-11-01,6025
2017-11-02,6025
2017-11-03,6080
2017-11-04,6080
2017-11-05,5829
2017-11-06,5829
2017-11-07,5713
2017-11-08,5713
2017-11-09,5463
2017-11-10,5463
2017-11-11,5463
2017-11-12,5204
2017-11-13,5204
2017-11-14,5204
2017-11-15,4980
2017-11-16,4767
2017-11-17,4767
2017-11-18,4767
2017-11-19,4553
2017-11-20,4553
2017-11-21,4338
2017-11-22,4338
2017-11-23,4144
2017-11-24,4144
2017-11-25,3951
2017-11-26,3951
2017-11-27,3781
2017-11-28,3781
2017-11-29,3628
2017-11-30,3628
2017-12-01,3446
2017-12-02,3446
2017-12-03,3317
2017-12-04,3317
2017-12-05,3215
2017-12-06,3215
2017-12-07,3062
2017-12-08,3062
2017-12-09,2929
2017-12-10,2929
2017-12-11,2782
2017-12-12,2782
2017-12-14,2659
2017-12-15,2537
2017-12-17,2422
2017-12-18,2312
2017-12-19,2312
2017-12-20,2346
2017-12-21,2346
2017-12-22,2252
2017-12-23,2252
2017-12-24,2157
2017-12-25,2157
2017-12-26,2068
2017-12-27,1988
2017-12-28,1988
2017-12-29,1929
2017-12-30,1929
2017-12-31,1871
2018-01-01,1871
2018-01-02,1845
2018-01-03,1845
2018-01-04,1835
2018-01-05,1813
2018-01-06,1813
2018-01-07,1823
2018-01-08,1823
2018-01-09,1872
2018-01-10,1872
2018-01-11,1955
2018-01-12,1955
2018-01-13,2044
2018-01-14,2044
2018-01-15,1968
2018-01-16,1968
2018-01-17,1879
2018-01-18,1799
2018-01-19,1799
2018-01-20,1732
2018-01-21,1732
2018-01-22,1669
2018-01-23,1620
2018-01-25,1567
2018-01-26,1567
2018-01-27,1517
2018-01-28,1472
2018-01-29,1472
2018-01-31,1500
2018-02-01,1520
2018-02-02,1520
2018-02-03,1522
2018-02-04,1522
2018-02-05,1479
2018-02-06,1479
2018-02-07,1459
2018-02-08,1459
2018-02-09,1481
2018-02-10,1481
2018-02-11,1502
2018-02-12,1502
2018-02-13,1477
2018-02-14,1477
2018-02-15,1471
2018-02-16,1471
2018-02-17,1483
2018-02-18,1483
2018-02-19,1464
2018-02-20,1464
2018-02-21,1454
2018-02-22,1454
2018-02-23,1425
2018-02-24,1425
2018-02-25,1470
2018-02-26,1470
2018-02-27,1529
2018-03-01,1524
2018-03-02,1509
2018-03-03,1466
2018-03-04,1466
2018-03-05,1422
2018-03-06,1422
2018-03-07,1382
2018-03-08,1382
2018-03-09,1354
2018-03-10,1354
2018-03-11,1343
2018-03-12,1343
2018-03-13,1392
2018-03-14,1392
2018-03-15,1453
2018-03-16,1453
2018-03-17,1465
2018-03-18,1465
2018-03-19,1473
2018-03-20,1497
2018-03-21,1497
2018-03-23,1557
2018-03-24,1533
2018-03-26,1502
2018-03-27,1502
2018-03-28,1502
2018-03-29,1464
2018-03-30,1464
2018-03-31,1502
2018-04-01,1502
2018-04-02,1453
2018-04-03,1453
2018-04-04,1426
2018-04-05,1426
2018-04-06,1373
2018-04-07,1373
2018-04-08,1350
2018-04-09,1318
2018-04-10,1318
2018-04-11,1303
2018-04-12,1347
2018-04-13,1347
2018-04-14,1314
2018-04-15,1326
2018-04-16,1326
2018-04-17,1299
2018-04-18,1299
2018-04-19,1283
2018-04-20,1283
2018-04-21,1310
2018-04-22,1310
2018-04-23,1358
2018-04-24,1358
2018-04-25,1388
2018-04-26,1388
2018-04-27,1458
2018-04-28,1458
2018-04-29,1513
2018-04-30,1513
2018-05-01,1518
2018-05-04,1523
2018-05-05,1538
2018-05-06,1538
2018-05-07,1582
2018-05-08,1582
2018-05-09,1558
2018-05-10,1558
2018-05-11,1557
2018-05-12,1557
2018-05-13,1604
2018-05-14,1607
2018-05-15,1607
2018-05-16,1577
2018-05-17,1577
2018-05-18,1527
2018-05-19,1527
2018-05-20,1531
2018-05-21,1600
2018-05-22,1600
2018-05-23,1648
2018-05-24,1648
2018-05-25,1690
2018-05-26,1690
2018-05-27,1737
2018-05-28,1757
2018-05-29,1757
2018-05-30,1825
2018-05-31,1825
2018-06-01,1907
2018-06-02,1940
2018-06-03,1940
2018-06-04,1952
2018-06-05,1929
2018-06-06,1840
2018-06-07,1840
2018-06-08,1826
2018-06-09,1826
2018-06-10,1821
2018-06-11,1821
2018-06-12,1770
2018-06-13,1785
2018-06-14,1785
2018-06-15,1875
2018-06-16,1875
2018-06-17,1920
2018-06-18,1920
2018-06-19,1921
2018-06-20,1921
2018-06-21,1869
2018-06-22,1869
2018-06-23,1862
2018-06-24,1862
2018-06-25,1884
2018-06-26,1884
2018-06-27,1884
2018-06-28,1928
2018-06-29,1928
2018-06-30,1919
2018-07-01,1919
2018-07-02,1855
2018-07-03,1803
2018-07-04,1803
2018-07-05,1803
2018-07-06,1798
2018-07-07,1798
2018-07-08,1826
2018-07-09,1826
2018-07-10,1770
2018-07-11,1761
2018-07-12,1761
2018-07-13,1749
2018-07-14,1766
2018-07-15,1766
2018-07-16,1724
2018-07-17,1757
2018-07-18,1757
2018-07-19,1772
2018-07-20,1772
2018-07-21,1779
2018-07-22,1794
2018-07-23,1771
2018-07-24,1771
2018-07-25,1769
2018-07-26,1769
2018-07-27,1750
2018-07-28,1750
2018-07-29,1745
2018-07-30,1745
2018-07-31,1750
2018-08-01,1750
2018-08-02,1758
2018-08-03,1758
2018-08-04,1775
2018-08-05,1775
2018-08-06,1832
2018-08-07,1832
2018-08-08,1856
2018-08-09,1856
2018-08-10,1822
2018-08-11,1822
2018-08-12,1838
2018-08-14,1874
2018-08-16,1947
2018-08-17,1998
2018-08-18,1998
2018-08-19,2032
2018-08-20,1998
2018-08-21,1998
2018-08-22,1993
2018-08-23,1993
2018-08-24,1977
2018-08-25,2009
2018-08-26,2009
2018-08-27,2066
2018-08-28,2112
2018-08-29,2112
2018-08-30,2076
2018-08-31,2148
2018-09-01,2236
2018-09-02,2236
2018-09-03,2249
2018-09-04,2153
2018-09-05,2087
2018-09-06,2087
2018-09-07,2114
2018-09-08,2164
2018-09-09,2164
2018-09-10,2185
2018-09-11,2185
2018-09-12,2141
2018-09-13,2141
2018-09-14,2123
2018-09-15,2055
2018-09-16,2055
2018-09-17,2092
2018-09-18,2164
2018-09-19,2164
2018-09-20,2196
2018-09-21,2196
2018-09-22,2167
2018-09-23,2167
2018-09-24,2242
2018-09-25,2242
2018-09-26,2186
2018-09-27,2186
2018-09-28,2194
2018-09-29,2194
2018-09-30,2209
2018-10-02,2177
2018-10-03,2102
2018-10-04,2102
2018-10-05,2005
2018-10-06,1951
2018-10-07,1951
2018-10-08,1886
2018-10-09,1894
2018-10-10,1903
2018-10-11,1918
2018-10-12,1918
2018-10-13,1935
2018-10-14,1935
2018-10-15,1968
2018-10-16,1968
2018-10-17,2002
2018-10-18,1946
2018-10-19,2007
2018-10-20,2007
2018-10-21,2007
2018-10-22,2107
2018-10-23,2107
2018-10-24,2094
2018-10-25,2094
2018-10-26,2168
2018-10-27,2263
2018-10-28,2289
2018-10-29,2289
2018-10-30,2365
2018-10-31,2391
2018-11-01,2436
2018-11-03,2433
2018-11-04,2426
2018-11-05,2401
2018-11-06,2454
2018-11-07,2544
2018-11-08,2648
2018-11-09,2649
2018-11-10,2706
2018-11-11,2680
2018-11-12,2711
2018-11-13,2773
2018-11-14,2692
2018-11-15,2814
2018-11-16,2793
2018-11-17,2803
2018-11-18,2788
2018-11-19,2801
2018-11-20,2788
2018-11-21,2794
2018-11-22,2787
2018-11-23,2804
2018-11-24,2732
2018-11-25,2734
2018-11-26,2732
2018-11-27,2718
2018-11-28,2695
2018-11-29,2693
2018-12-01,2659
2018-12-02,2526
2018-12-03,2425
2018-12-04,2310
2018-12-05,2209
2018-12-07,2013
2018-12-09,1921
2018-12-10,1902
2018-12-11,1887
2018-12-12,1872
2018-12-13,1890
2018-12-14,1938
2018-12-15,1942
2018-12-16,1998
2018-12-17,1998
2018-12-18,2057
2018-12-19,2140
2018-12-20,2247
2018-12-21,2235
2018-12-22,2222
2018-12-23,2215
2018-12-24,2239
2018-12-25,2235
2018-12-26,2241
2018-12-27,2287
2018-12-28,2287
2018-12-29,2332
2018-12-30,2343
2018-12-31,2406
2019-01-01,2353
2019-01-02,2454
2019-01-03,2547
2019-01-04,2612
2019-01-05,2688
2019-01-06,2734
2019-01-08,2715
2019-01-10,2693
2019-01-11,2720
2019-01-12,2747
2019-01-13,2730
2019-01-14,2668
2019-01-15,2720
2019-01-16,2767
2019-01-17,2764
2019-01-18,2719
2019-01-19,2684
2019-01-20,2672
2019-01-21,2666
2019-01-22,2612
2019-01-23,2628
2019-01-24,2651
2019-01-25,2694
2019-01-26,2758
2019-01-27,2708
2019-01-28,2611
2019-01-29,2622
2019-01-30,2581
2019-01-31,2547
2019-02-01,2464
2019-02-02,2373
2019-02-03,2346
2019-02-04,2346
2019-02-05,2310
2019-02-06,2310
2019-02-07,2312
2019-02-08,2354
2019-02-09,2440
2019-02-10,2426
2019-02-11,2468
2019-02-12,2468
2019-02-13,2447
2019-02-14,2447
2019-02-15,2412
2019-02-16,2369
2019-02-17,2259
2019-02-18,2220
2019-02-19,2197
2019-02-20,2229
2019-02-21,2295
2019-02-22,2295
2019-02-23,2397
2019-02-24,2498
2019-02-25,2577
2019-02-26,2657
2019-02-27,2599
2019-02-28,2501
2019-03-01,2436
2019-03-02,2370
2019-03-03,2276
2019-03-04,2184
2019-03-05,2168
2019-03-06,2176
2019-03-07,2249
2019-03-08,2249
2019-03-09,2303
2019-03-10,2278
2019-03-11,2296
2019-03-12,2346
2019-03-13,2346
2019-03-14,2372
2019-03-15,2372
2019-03-16,2267
2019-03-17,2270
2019-03-18,2187
2019-03-19,2146
2019-03-20,2141
2019-03-21,2148
2019-03-22,2148
2019-03-23,2070
2019-03-24,1967
2019-03-25,1893
2019-03-26,1799
2019-03-27,1712
2019-03-28,1654
2019-03-29,1571
2019-03-30,1571
2019-03-31,1534
2019-04-01,1512
2019-04-02,1463
2019-04-03,1444
2019-04-04,1471
2019-04-05,1471
