date_obj,Grimy%20tarromin price
2019-08-26,178
2019-08-26,178
2019-08-27,178
2019-08-27,178
2019-08-28,182
2019-08-29,181
2019-08-30,182
2019-08-31,180
2019-09-01,173
2019-09-02,168
2019-09-03,170
2019-09-04,169
2019-09-05,166
2019-09-06,164
2019-09-07,157
2019-09-08,152
2019-09-09,153
2019-09-10,157
2019-09-11,160
2019-09-12,154
2019-09-13,153
2019-09-14,156
2019-09-15,154
2019-09-16,153
2019-09-17,150
2019-09-18,149
2019-09-19,145
2019-09-20,145
2019-09-21,142
2019-09-22,142
2019-09-23,138
2019-09-24,137
2019-09-25,140
2019-09-26,143
2019-09-27,146
2019-09-28,145
2019-09-29,144
2019-09-30,144
2019-10-01,143
2019-10-02,148
2019-10-03,151
2019-10-04,153
2019-10-05,149
2019-10-06,146
2019-10-07,145
2019-10-08,144
2019-10-09,144
2019-10-10,146
2019-10-11,149
2019-10-12,150
2019-10-13,152
2019-10-14,158
2019-10-15,162
2019-10-16,160
2019-10-17,157
2019-10-18,155
2019-10-19,154
2019-10-20,153
2019-10-21,152
2019-10-22,152
2019-10-23,154
2019-10-24,152
2019-10-25,154
2019-10-26,155
2019-10-27,154
2019-10-28,152
2019-10-29,147
2019-10-30,144
2019-10-31,141
2019-11-01,140
2019-11-02,144
2019-11-03,145
2019-11-04,144
2019-11-05,151
2019-11-06,154
2019-11-07,159
2019-11-08,161
2019-11-09,158
2019-11-10,155
2019-11-11,158
2019-11-12,158
2019-11-13,157
2019-11-14,159
2019-11-15,162
2019-11-16,163
2019-11-17,163
2019-11-18,160
2019-11-19,157
2019-11-20,151
2019-11-21,146
2019-11-22,148
2019-11-23,148
2019-11-24,145
2019-11-25,149
2019-11-26,147
2019-11-27,149
2019-11-28,150
2019-11-29,151
2019-11-30,148
2019-12-01,146
2019-12-02,148
2019-12-03,144
2019-12-04,141
2019-12-05,143
2019-12-06,144
2019-12-07,143
2019-12-08,147
2019-12-09,149
2019-12-10,153
2019-12-11,153
2019-12-12,150
2019-12-13,148
2019-12-14,146
2019-12-15,145
2019-12-16,143
2019-12-17,146
2019-12-18,149
2019-12-19,148
2019-12-20,148
2019-12-21,143
2019-12-22,136
2019-12-23,130
2019-12-24,125
2019-12-25,125
2019-12-26,129
2019-12-27,130
2019-12-28,134
2019-12-29,134
2019-12-30,136
2019-12-31,137
2020-01-01,139
2020-01-02,142
2020-01-03,144
2020-01-04,145
2020-01-05,147
2020-01-06,148
2020-01-07,150
2020-01-08,144
2020-01-09,142
2020-01-10,142
2020-01-11,144
2020-01-12,147
2020-01-13,149
2020-01-14,153
2020-01-15,155
2020-01-16,150
2020-01-17,143
2020-01-18,142
2020-01-19,141
2020-01-20,142
2020-01-21,141
2020-01-22,140
2020-01-23,142
2020-01-24,144
2020-01-25,141
2020-01-26,140
2020-01-27,137
2020-01-28,133
2020-01-29,130
2020-01-30,130
2020-01-31,131
2020-02-01,127
2020-02-02,122
2020-02-03,121
2020-02-04,121
2020-02-05,117
2020-02-06,116
2020-02-07,114
2020-02-08,113
2020-02-09,114
2020-02-10,115
2020-02-11,110
2020-02-12,108
2020-02-13,107
2020-02-14,107
2020-02-15,107
2020-02-16,105
2020-02-17,101
2020-02-18,101
2020-02-19,104
2020-02-20,109
2020-02-21,114
2020-02-22,114
2020-02-23,110
2020-02-24,107
2020-02-25,106
2020-02-26,111
2020-02-27,115
2020-02-28,117
2020-02-29,117
2020-03-01,117
2020-03-02,121
2020-03-03,124
2020-03-04,127
2020-03-05,128
2020-03-06,123
2020-03-07,122
2020-03-08,122
2020-03-09,124
2020-03-10,122
2020-03-11,121
2020-03-12,121
2020-03-13,122
2020-03-14,123
2020-03-15,120
2020-03-16,120
2020-03-17,120
2020-03-18,120
2020-03-19,118
2020-03-20,117
2020-03-21,115
2020-03-22,113
2020-03-23,113
2020-03-24,115
2020-03-25,114
2020-03-26,115
2020-03-27,112
2020-03-28,112
2020-03-29,110
2020-03-30,112
2020-03-31,110
2020-04-01,111
2020-04-02,110
2020-04-03,110
2020-04-04,110
2020-04-05,111
2020-04-06,112
2020-04-07,114
2020-04-08,117
2020-04-09,120
2020-04-10,121
2020-04-11,119
2020-04-12,115
2020-04-13,115
2020-04-14,118
2020-04-15,121
2020-04-16,123
2020-04-17,122
2020-04-18,121
2020-04-19,124
2020-04-20,125
2020-04-21,128
2020-04-22,130
2020-04-23,133
2020-04-24,133
2020-04-25,130
2020-04-26,126
2020-04-27,126
2020-04-28,127
2020-04-29,130
2020-04-30,132
2020-05-01,133
2020-05-02,133
2020-05-03,130
2020-05-04,130
2020-05-05,128
2020-05-06,127
2020-05-07,129
2020-05-08,130
2020-05-09,132
2020-05-10,131
2020-05-11,130
2020-05-12,131
2020-05-13,131
