date_obj,Zamorak's%20grapes price
2016-09-28,1920
2016-09-29,1920
2016-09-30,2001
2016-10-01,2001
2016-10-02,2001
2016-10-03,2001
2016-10-04,2001
2016-10-05,2001
2016-10-06,2001
2016-10-07,2001
2016-10-08,2001
2016-10-09,2001
2016-10-10,2052
2016-10-11,2052
2016-10-12,2052
2016-10-13,2052
2016-10-14,2052
2016-10-15,2052
2016-10-16,2052
2016-10-17,2052
2016-10-18,2052
2016-10-19,2052
2016-10-20,2052
2016-10-21,2052
2016-10-22,2052
2016-10-23,2052
2016-10-24,2146
2016-10-25,2146
2016-10-26,2146
2016-10-27,2146
2016-10-28,2146
2016-10-29,2146
2016-10-30,2146
2016-10-31,2146
2016-11-01,2146
2016-11-02,2146
2016-11-03,2146
2016-11-04,2146
2016-11-05,2146
2016-11-06,2146
2016-11-07,2146
2016-11-08,2146
2016-11-09,2232
2016-11-10,2232
2016-11-11,2232
2016-11-12,2232
2016-11-13,2232
2016-11-14,2232
2016-12-08,2312
2016-12-09,2415
2016-12-10,2415
2016-12-11,2415
2016-12-12,2415
2016-12-13,2415
2016-12-14,2415
2016-12-15,2415
2016-12-16,2415
2016-12-17,2415
2016-12-18,2415
2016-12-19,2415
2016-12-20,2415
2016-12-21,2415
2016-12-22,2415
2016-12-23,2507
2016-12-24,2507
2016-12-25,2507
2016-12-26,2507
2016-12-27,2507
2016-12-28,2507
2016-12-29,2507
2016-12-30,2507
2016-12-31,2507
2017-01-01,2507
2017-01-02,2507
2017-01-03,2611
2017-01-04,2611
2017-01-05,2611
2017-01-06,2611
2017-01-07,2611
2017-01-08,2611
2017-01-09,2611
2017-01-10,2699
2017-01-11,2699
2017-01-12,2699
2017-01-13,2699
2017-01-14,2699
2017-01-15,2699
2017-01-16,2699
2017-01-17,2699
2017-01-18,2815
2017-01-19,2815
2017-01-20,2815
2017-01-21,2815
2017-01-22,2815
2017-01-27,2815
2017-01-28,2900
2017-01-29,2900
2017-01-30,2900
2017-01-31,2900
2017-02-01,2900
2017-02-02,2900
2017-02-03,2900
2017-02-04,2900
2017-02-05,2900
2017-02-06,2900
2017-02-07,2968
2017-02-08,2968
2017-02-09,2968
2017-02-10,2968
2017-02-11,2968
2017-02-12,2968
2017-02-13,2968
2017-02-14,2968
2017-02-15,2968
2017-02-16,3083
2017-02-18,3083
2017-02-19,3083
2017-02-20,3083
2017-02-21,3083
2017-02-22,3083
2017-02-23,3083
2017-02-24,3083
2017-02-25,3196
2017-02-26,3196
2017-02-27,3196
2017-02-28,3196
2017-03-01,3196
2017-03-02,3196
2017-03-03,3196
2017-03-04,3196
2017-03-05,3298
2017-03-06,3298
2017-03-07,3298
2017-03-08,3298
2017-03-09,3298
2017-03-10,3298
2017-03-11,3298
2017-03-12,3298
2017-03-13,3298
2017-03-14,3420
2017-03-15,3420
2017-03-16,3420
2017-03-17,3420
2017-03-18,3420
2017-03-19,3420
2017-03-20,3420
2017-03-21,3420
2017-03-22,3420
2017-03-23,3420
2017-03-24,3420
2017-03-25,3420
2017-03-26,3420
2017-03-27,3524
2017-03-28,3524
2017-03-29,3524
2017-03-30,3524
2017-03-31,3524
2017-04-01,3524
2017-04-02,3524
2017-04-03,3524
2017-04-04,3524
2017-04-12,3662
2017-04-13,3662
2017-04-14,3662
2017-04-15,3662
2017-04-16,3662
2017-04-17,3662
2017-04-18,3662
2017-04-19,3662
2017-04-20,3662
2017-04-21,3662
2017-04-22,3662
2017-04-23,3662
2017-04-24,3807
2017-04-25,3807
2017-04-26,3807
2017-04-27,3807
2017-04-28,3807
2017-04-29,3807
2017-04-30,3807
2017-05-01,3807
2017-05-02,3807
2017-05-03,3807
2017-05-04,3807
2017-05-05,3807
2017-05-06,3970
2017-05-07,3970
2017-05-08,3970
2017-05-09,3970
2017-05-10,3970
2017-05-11,3970
2017-05-12,3970
2017-05-13,3970
2017-05-14,3970
2017-05-15,3970
2017-05-16,3970
2017-05-17,3970
2017-05-18,3970
2017-05-19,3970
2017-05-20,4040
2017-05-21,4040
2017-05-22,4040
2017-05-23,4040
2017-05-24,4040
2017-05-25,4040
2017-05-26,4040
2017-05-27,4040
2017-05-28,4040
2017-05-29,4040
2017-05-30,4040
2017-05-31,4040
2017-06-01,4040
2017-06-02,4040
2017-06-03,4126
2017-06-06,4126
2017-06-07,4126
2017-06-08,4126
2017-06-09,4126
2017-06-10,4126
2017-06-11,4126
2017-06-12,4126
2017-06-13,4126
2017-06-14,4126
2017-06-15,4126
2017-06-16,4126
2017-06-17,4156
2017-06-18,4156
2017-06-19,4156
2017-06-20,4156
2017-06-21,4156
2017-06-22,4156
2017-06-23,4156
2017-06-24,4156
2017-06-25,4156
2017-06-26,4156
2017-06-27,4156
2017-06-28,4156
2017-06-29,4156
2017-06-30,4156
2017-07-01,4156
2017-07-02,4156
2017-07-03,4247
2017-07-04,4247
2017-07-05,4247
2017-07-06,4247
2017-07-07,4247
2017-07-08,4247
2017-07-13,4247
2017-07-14,4247
2017-07-15,4247
2017-07-16,4247
2017-07-17,4247
2017-07-18,4247
2017-07-19,4247
2017-07-20,4167
2017-07-21,4167
2017-07-22,4167
2017-07-23,4167
2017-07-24,4167
2017-07-25,4167
2017-07-26,4167
2017-07-27,4167
2017-07-28,4167
2017-07-29,4167
2017-07-30,4167
2017-07-31,4167
2017-08-01,4167
2017-08-02,4167
2017-08-03,4167
2017-08-04,4167
2017-08-05,4167
2017-08-06,4330
2017-08-09,4330
2017-08-10,4330
2017-08-11,4330
2017-08-12,4330
2017-08-13,4330
2017-08-14,4330
2017-08-15,4330
2017-08-16,4330
2017-08-17,4330
2017-08-18,4330
2017-08-19,4330
2017-08-20,4330
2017-08-21,4475
2017-08-22,4475
2017-08-23,4475
2017-08-24,4475
2017-08-25,4475
2017-08-26,4475
2017-08-27,4475
2017-08-28,4475
2017-08-29,4475
2017-08-30,4475
2017-08-31,4475
2017-09-01,4475
2017-09-02,4475
2017-09-03,4475
2017-09-04,4475
2017-09-05,4475
2017-09-06,4475
2017-09-07,4600
2017-09-08,4600
2017-09-09,4600
2017-09-10,4600
2017-09-11,4600
2017-09-12,4600
2017-09-13,4600
2017-09-14,4600
2017-09-15,4600
2017-09-16,4600
2017-09-17,4600
2017-09-18,4600
2017-09-19,4600
2017-09-20,4600
2017-09-21,4600
2017-09-22,4600
2017-09-23,4762
2017-09-24,4762
2017-09-25,4762
2017-09-26,4762
2017-09-27,4762
2017-09-28,4762
2017-09-29,4762
2017-09-30,4762
2017-10-01,4762
2017-10-02,4762
2017-10-03,4762
2017-10-04,4762
2017-10-05,4762
2017-10-06,4762
2017-10-07,4762
2017-10-08,4959
2017-10-09,4959
2017-10-10,4959
2017-10-11,4959
2017-10-12,4959
2017-10-13,4959
2017-10-14,4959
2017-10-15,4959
2017-10-16,4959
2017-10-17,4959
2017-10-18,4959
2017-10-19,4959
2017-10-20,4959
2017-10-21,4959
2017-10-22,4959
2017-10-23,4959
2017-10-24,4969
2017-10-25,4969
2017-10-26,4969
2017-10-27,4969
2017-10-28,4969
2017-10-29,4969
2017-10-30,4969
2017-10-31,4969
2017-11-01,4969
2017-11-02,4969
2017-11-03,4969
2017-11-04,4969
2017-11-05,4969
2017-11-06,4969
2017-11-07,4969
2017-11-08,4969
2017-11-09,5069
2017-11-10,5069
2017-11-11,5069
2017-11-12,5069
2017-11-13,5069
2017-11-14,5069
2017-11-15,5069
2017-11-16,5069
2017-11-17,5069
2017-11-18,5069
2017-11-19,5069
2017-11-20,5069
2017-11-21,5069
2017-11-22,5069
2017-11-23,5069
2017-11-24,5069
2017-11-25,5069
2017-11-26,5069
2017-11-27,5101
2017-11-28,5101
2017-11-29,5101
2017-11-30,5101
2017-12-01,5101
2017-12-02,5101
2017-12-03,5101
2017-12-04,5101
2017-12-05,5101
2017-12-06,5101
2017-12-07,5101
2017-12-08,5101
2017-12-09,5101
2017-12-10,5101
2017-12-11,5101
2017-12-12,5101
2017-12-13,5071
2017-12-14,5071
2017-12-15,5071
2017-12-16,5071
2017-12-17,5071
2017-12-18,5071
2017-12-19,5071
2017-12-20,5071
2017-12-21,5071
2017-12-22,5071
2017-12-23,5071
2017-12-24,5071
2017-12-25,5071
2017-12-26,5071
2017-12-27,5071
2017-12-28,5071
2017-12-29,4903
2017-12-30,4903
