date_obj,Sapphire price
2015-12-12,1769
2015-12-13,1736
2015-12-14,1736
2015-12-15,1665
2015-12-16,1594
2015-12-17,1574
2015-12-18,1495
2015-12-19,1422
2015-12-20,1360
2015-12-21,1295
2015-12-22,1250
2015-12-23,1257
2015-12-24,1300
2015-12-25,1278
2015-12-26,1293
2015-12-27,1243
2015-12-28,1197
2015-12-29,1172
2015-12-30,1129
2015-12-31,1164
2016-01-01,1205
2016-01-02,1243
2016-01-03,1258
2016-01-04,1222
2016-01-05,1215
2016-01-06,1264
2016-01-07,1292
2016-01-08,1333
2016-01-09,1357
2016-01-10,1374
2016-01-11,1308
2016-01-12,1279
2016-01-13,1267
2016-01-14,1247
2016-01-15,1270
2016-01-16,1307
2016-01-17,1285
2016-01-18,1308
2016-01-19,1335
2016-01-20,1369
2016-01-21,1352
2016-01-22,1360
2016-01-23,1382
2016-01-24,1392
2016-01-25,1364
2016-01-26,1410
2016-01-27,1451
2016-01-28,1451
2016-01-29,1515
2016-01-30,1515
2016-01-31,1586
2016-02-01,1631
2016-02-02,1680
2016-02-03,1685
2016-02-04,1730
2016-02-05,1780
2016-02-06,1824
2016-02-07,1789
2016-02-08,1840
2016-02-09,1867
2016-02-10,1848
2016-02-11,1806
2016-02-12,1826
2016-02-13,1877
2016-02-14,1947
2016-02-15,1964
2016-02-16,1982
2016-02-17,2016
2016-02-18,2072
2016-02-19,2058
2016-02-20,2054
2016-02-21,2056
2016-02-22,2056
2016-02-23,2029
2016-02-24,2028
2016-02-25,2062
2016-02-26,2062
2016-02-27,2056
2016-02-28,1964
2016-02-29,1894
2016-03-01,1818
2016-03-02,1741
2016-03-03,1724
2016-03-04,1747
2016-03-05,1695
2016-03-06,1655
2016-03-07,1611
2016-03-08,1572
2016-03-09,1613
2016-03-10,1545
2016-03-11,1563
2016-03-12,1573
2016-03-13,1580
2016-03-14,1535
2016-03-15,1520
2016-03-16,1533
2016-03-17,1460
2016-03-18,1419
2016-03-19,1406
2016-03-20,1435
2016-03-21,1408
2016-03-22,1407
2016-03-23,1467
2016-03-24,1423
2016-03-25,1413
2016-03-26,1466
2016-03-27,1500
2016-03-28,1448
2016-03-29,1444
2016-03-30,1444
2016-03-31,1413
2016-04-01,1434
2016-04-02,1385
2016-04-03,1336
2016-04-04,1284
2016-04-05,1258
2016-04-06,1279
2016-04-07,1282
2016-04-08,1289
2016-04-09,1277
2016-04-10,1249
2016-04-11,1249
2016-04-12,1265
2016-04-13,1294
2016-04-14,1311
2016-04-15,1314
2016-04-16,1285
2016-04-17,1284
2016-04-18,1271
2016-04-19,1299
2016-04-20,1340
2016-04-21,1299
2016-04-22,1299
2016-04-23,1254
2016-04-24,1195
2016-04-25,1212
2016-04-26,1224
2016-04-27,1219
2016-04-28,1225
2016-04-29,1237
2016-04-30,1247
2016-05-01,1214
2016-05-02,1218
2016-05-03,1190
2016-05-04,1178
2016-05-05,1194
2016-05-06,1194
2016-05-07,1211
2016-05-08,1223
2016-05-09,1208
2016-05-10,1227
2016-05-11,1240
2016-05-12,1234
2016-05-13,1248
2016-05-14,1236
2016-05-15,1253
2016-05-16,1245
2016-05-17,1256
2016-05-18,1233
2016-05-19,1213
2016-05-22,1228
2016-05-23,1274
2016-05-24,1255
2016-05-25,1264
2016-05-26,1281
2016-05-27,1310
2016-05-28,1323
2016-05-29,1310
2016-05-30,1291
2016-05-31,1284
2016-06-01,1284
2016-06-02,1327
2016-06-03,1316
2016-06-04,1357
2016-06-05,1403
2016-06-06,1398
2016-06-07,1350
2016-06-08,1300
2016-06-09,1265
2016-06-10,1254
2016-06-11,1245
2016-06-12,1236
2016-06-13,1236
2016-06-14,1250
2016-06-15,1266
2016-06-16,1259
2016-06-17,1250
2016-06-18,1241
2016-06-19,1252
2016-06-20,1253
2016-06-21,1258
2016-06-22,1227
2016-06-23,1237
2016-06-24,1240
2016-06-25,1263
2016-06-26,1259
2016-06-27,1260
2016-06-28,1257
2016-06-29,1261
2016-06-30,1252
2016-07-01,1253
2016-07-02,1237
2016-07-03,1252
2016-07-04,1223
2016-07-05,1217
2016-07-06,1225
2016-07-07,1231
2016-07-08,1236
2016-07-09,1217
2016-07-10,1207
2016-07-11,1209
2016-07-12,1213
2016-07-13,1213
2016-07-14,1195
2016-07-15,1189
2016-07-16,1187
2016-07-17,1195
2016-07-18,1190
2016-07-23,1160
2016-07-24,1136
2016-07-25,1139
2016-07-26,1152
2016-07-27,1167
2016-07-28,1138
2016-07-29,1129
2016-07-30,1142
2016-07-31,1142
2016-08-01,1147
2016-08-02,1125
2016-08-03,1118
2016-08-04,1093
2016-08-05,1084
2016-08-06,1085
2016-08-07,1052
2016-08-08,1067
2016-08-09,1089
2016-08-10,1139
2016-08-11,1196
2016-08-12,1256
2016-08-13,1319
2016-08-14,1385
2016-08-15,1455
2016-08-16,1528
2016-08-17,1596
2016-08-18,1658
2016-08-19,1706
2016-08-20,1698
2016-08-21,1620
2016-08-22,1549
2016-08-23,1596
2016-08-24,1660
2016-08-25,1715
2016-08-26,1715
2016-08-28,1592
2016-08-31,1423
2016-09-01,1400
2016-09-02,1400
2016-09-03,1383
2016-09-04,1371
2016-09-05,1337
2016-09-06,1277
2016-09-07,1323
2016-09-08,1372
2016-09-09,1390
2016-09-10,1372
2016-09-11,1372
2016-09-12,1331
2016-09-13,1290
2016-09-14,1239
2016-09-15,1289
2016-09-16,1289
2016-09-17,1333
2016-09-18,1334
2016-09-19,1391
2016-09-20,1391
2016-09-21,1355
2016-09-22,1320
2016-09-23,1318
2016-09-24,1318
2016-09-25,1286
2016-09-26,1286
2016-09-27,1260
2016-09-28,1244
2016-09-29,1237
2016-09-30,1278
2016-10-01,1262
2016-10-02,1262
2016-10-03,1283
2016-10-04,1310
2016-10-05,1326
2016-10-06,1310
2016-10-07,1317
2016-10-08,1324
2016-10-09,1330
2016-10-10,1282
2016-10-11,1245
2016-10-12,1238
2016-10-13,1230
2016-10-14,1221
2016-10-15,1248
2016-10-16,1243
2016-10-17,1253
2016-10-18,1245
2016-10-19,1286
2016-10-20,1275
2016-10-21,1320
2016-10-22,1320
2016-10-23,1368
2016-10-24,1330
2016-10-25,1330
2016-10-26,1361
2016-10-27,1355
2016-10-28,1378
2016-10-29,1383
2016-10-30,1385
2016-10-31,1385
2016-11-01,1385
2016-11-02,1339
2016-11-03,1278
2016-11-04,1310
2016-11-05,1310
2016-11-06,1357
2016-11-07,1354
2016-11-08,1358
2016-11-09,1370
2016-11-10,1373
2016-11-11,1364
2016-11-12,1361
2016-11-13,1368
2016-11-14,1361
2016-12-08,1359
2016-12-09,1338
2016-12-10,1318
2016-12-11,1326
2016-12-12,1322
2016-12-13,1322
2016-12-14,1311
2016-12-15,1317
2016-12-16,1315
2016-12-17,1321
2016-12-18,1345
2016-12-19,1352
2016-12-20,1356
2016-12-21,1348
2016-12-22,1360
2016-12-23,1355
2016-12-24,1379
2016-12-25,1359
2016-12-26,1339
2016-12-27,1319
2016-12-28,1318
2016-12-29,1350
2016-12-30,1381
2016-12-31,1347
2017-01-01,1325
2017-01-02,1343
2017-01-03,1392
2017-01-04,1395
2017-01-05,1395
2017-01-06,1371
2017-01-07,1358
2017-01-08,1342
2017-01-09,1360
2017-01-10,1393
2017-01-11,1370
2017-01-12,1333
2017-01-13,1335
2017-01-14,1336
2017-01-15,1335
2017-01-16,1385
2017-01-17,1369
2017-01-18,1364
2017-01-19,1355
2017-01-20,1365
2017-01-21,1359
2017-01-22,1337
2017-01-27,1375
2017-01-28,1379
2017-01-29,1400
2017-01-30,1406
2017-01-31,1388
2017-02-01,1371
2017-02-02,1336
2017-02-03,1319
2017-02-04,1276
2017-02-05,1241
2017-02-06,1269
2017-02-07,1287
2017-02-08,1264
2017-02-09,1258
2017-02-10,1253
2017-02-11,1291
2017-02-12,1313
2017-02-13,1312
2017-02-14,1300
2017-02-15,1297
2017-02-16,1290
2017-02-18,1316
2017-02-19,1334
2017-02-20,1307
2017-02-21,1308
2017-02-22,1301
2017-02-23,1277
2017-02-24,1286
2017-02-25,1290
2017-02-26,1283
2017-02-27,1323
2017-02-28,1338
2017-03-01,1348
2017-03-02,1333
2017-03-03,1343
2017-03-04,1366
2017-03-05,1387
2017-03-06,1352
2017-03-07,1334
2017-03-08,1323
2017-03-09,1327
2017-03-10,1370
2017-03-11,1394
2017-03-12,1392
2017-03-13,1406
2017-03-14,1396
2017-03-15,1388
2017-03-16,1378
2017-03-17,1389
2017-03-18,1417
2017-03-19,1376
2017-03-20,1371
2017-03-21,1339
2017-03-22,1322
2017-03-23,1312
2017-03-24,1332
2017-03-25,1320
2017-03-26,1281
2017-03-27,1293
2017-03-28,1307
2017-03-29,1285
2017-03-30,1254
2017-03-31,1270
2017-04-01,1252
2017-04-02,1256
2017-04-03,1271
2017-04-04,1265
2017-04-12,1225
2017-04-13,1205
2017-04-14,1148
2017-04-15,1135
2017-04-16,1148
2017-04-17,1166
2017-04-18,1150
2017-04-19,1146
2017-04-20,1130
2017-04-21,1129
2017-04-22,1153
2017-04-23,1163
2017-04-24,1153
2017-04-25,1142
2017-04-26,1139
2017-04-27,1119
2017-04-28,1122
2017-04-29,1125
2017-04-30,1133
2017-05-01,1149
2017-05-02,1158
2017-05-03,1160
2017-05-04,1142
2017-05-05,1129
2017-05-06,1138
2017-05-07,1126
2017-05-08,1126
2017-05-09,1121
2017-05-10,1129
2017-05-11,1136
2017-05-12,1168
2017-05-13,1208
2017-05-14,1202
2017-05-15,1190
2017-05-16,1183
2017-05-17,1187
2017-05-18,1174
2017-05-19,1178
2017-05-20,1165
2017-05-21,1160
2017-05-22,1150
2017-05-23,1147
2017-05-24,1148
2017-05-25,1142
2017-05-26,1123
2017-05-27,1083
2017-05-28,1063
2017-05-29,1086
2017-05-30,1076
2017-05-31,1047
2017-06-01,1004
2017-06-02,956
2017-06-03,923
2017-06-06,828
2017-06-07,786
2017-06-08,747
2017-06-09,709
2017-06-10,673
2017-06-11,639
2017-06-12,608
2017-06-13,602
2017-06-14,625
2017-06-15,613
2017-06-16,627
2017-06-17,625
2017-06-18,618
2017-06-19,618
2017-06-20,615
2017-06-21,613
2017-06-22,609
2017-06-23,586
2017-06-24,560
2017-06-25,538
2017-06-26,528
2017-06-27,526
2017-06-28,530
2017-06-29,531
2017-06-30,532
2017-07-01,513
2017-07-02,495
2017-07-03,492
2017-07-04,510
2017-07-05,511
2017-07-06,521
2017-07-07,511
2017-07-08,501
2017-07-13,474
2017-07-14,477
2017-07-15,477
2017-07-16,481
2017-07-17,475
2017-07-18,474
2017-07-19,474
2017-07-20,478
2017-07-21,491
2017-07-22,481
2017-07-23,477
2017-07-24,471
2017-07-25,470
2017-07-26,470
2017-07-27,461
2017-07-28,456
2017-07-29,455
2017-07-30,451
2017-07-31,453
2017-08-01,462
2017-08-02,462
2017-08-03,455
2017-08-04,458
2017-08-05,452
2017-08-06,452
2017-08-09,446
2017-08-10,439
2017-08-11,443
2017-08-12,447
2017-08-13,447
2017-08-14,447
2017-08-15,448
2017-08-17,445
2017-08-18,442
2017-08-19,443
2017-08-20,442
2017-08-21,443
2017-08-22,441
2017-08-23,431
2017-08-24,439
2017-08-25,438
2017-08-26,441
2017-08-27,438
2017-08-28,438
2017-08-29,439
2017-08-30,443
2017-08-31,446
2017-09-01,444
2017-09-02,441
2017-09-03,440
2017-09-04,444
2017-09-05,449
2017-09-06,451
2017-09-07,448
2017-09-08,449
2017-09-09,449
2017-09-10,447
2017-09-11,441
2017-09-12,441
2017-09-13,449
2017-09-14,443
2017-09-15,443
2017-09-16,457
2017-09-17,443
2017-09-19,448
2017-09-20,449
2017-09-21,445
2017-09-22,447
2017-09-23,452
2017-09-24,451
2017-09-25,448
2017-09-26,446
2017-09-27,441
2017-09-28,435
2017-09-29,428
2017-09-30,434
2017-10-01,431
2017-10-02,436
2017-10-03,437
2017-10-04,439
2017-10-05,436
2017-10-06,435
2017-10-07,433
2017-10-08,432
2017-10-09,432
2017-10-10,426
2017-10-11,428
2017-10-12,427
2017-10-13,424
2017-10-14,424
2017-10-15,424
2017-10-16,424
2017-10-17,424
2017-10-18,426
2017-10-19,427
2017-10-20,422
2017-10-21,424
2017-10-22,426
2017-10-23,427
2017-10-24,425
2017-10-25,419
2017-10-26,416
2017-10-27,419
2017-10-28,419
2017-10-29,419
2017-10-30,422
2017-10-31,421
2017-11-01,421
2017-11-02,419
2017-11-03,413
2017-11-04,413
2017-11-05,414
2017-11-06,413
2017-11-07,413
2017-11-08,420
2017-11-09,420
2017-11-10,413
2017-11-11,417
2017-11-12,421
2017-11-13,410
2017-11-14,422
2017-11-15,428
2017-11-16,423
2017-11-17,430
2017-11-18,428
2017-11-19,423
2017-11-20,426
2017-11-21,427
2017-11-22,432
2017-11-23,422
2017-11-24,410
2017-11-25,418
2017-11-26,428
2017-11-27,428
2017-11-28,439
2017-11-29,457
2017-11-30,468
2017-12-01,468
2017-12-02,482
2017-12-03,490
2017-12-04,503
2017-12-05,516
2017-12-06,509
2017-12-07,498
2017-12-08,482
2017-12-09,462
2017-12-10,462
2017-12-11,472
2017-12-12,477
2017-12-13,489
2017-12-14,501
2017-12-15,498
2017-12-16,511
2017-12-17,499
2017-12-18,494
2017-12-19,503
2017-12-20,499
2017-12-21,516
2017-12-22,505
2017-12-23,500
2017-12-24,513
2017-12-25,521
2017-12-26,534
2017-12-27,543
2017-12-28,569
2017-12-29,597
2017-12-30,590
2017-12-31,578
2018-01-01,572
2018-01-02,577
2018-01-03,584
2018-01-04,566
2018-01-05,543
2018-01-06,537
2018-01-07,548
2018-01-08,543
2018-01-09,553
2018-01-10,561
2018-01-11,554
2018-01-12,548
2018-01-13,551
2018-01-14,559
2018-01-15,560
2018-01-16,562
2018-01-17,561
2018-01-18,553
2018-01-19,554
2018-01-20,560
2018-01-21,559
2018-01-22,561
2018-01-23,568
2018-01-24,570
2018-01-25,570
2018-01-26,575
2018-01-27,585
2018-01-28,581
2018-01-29,578
2018-01-30,573
2018-02-01,581
2018-02-02,592
2018-02-03,595
2018-02-04,599
2018-02-05,603
2018-02-06,597
2018-02-07,590
2018-02-08,593
2018-02-09,591
2018-02-10,589
2018-02-11,576
2018-02-12,576
2018-02-13,580
2018-02-14,581
2018-02-15,581
2018-02-16,591
2018-02-17,599
2018-02-18,604
2018-02-19,606
2018-02-20,601
2018-02-21,592
2018-02-22,611
2018-02-23,603
2018-02-24,601
2018-02-25,593
2018-02-26,588
2018-02-27,580
2018-02-28,583
2018-03-01,576
2018-03-02,560
2018-03-03,556
2018-03-04,555
2018-03-05,554
2018-03-06,553
2018-03-07,562
2018-03-08,555
2018-03-09,574
2018-03-10,570
2018-03-11,572
2018-03-12,582
2018-03-13,585
2018-03-14,579
2018-03-15,571
2018-03-16,574
2018-03-17,563
2018-03-18,568
2018-03-19,581
2018-03-20,588
2018-03-21,587
2018-03-23,579
2018-03-24,581
2018-03-26,574
2018-03-27,572
2018-03-28,573
2018-03-29,573
2018-03-30,573
2018-03-31,574
2018-04-01,570
2018-04-02,570
2018-04-03,582
2018-04-04,582
2018-04-05,575
2018-04-06,580
2018-04-08,573
2018-04-09,576
2018-04-10,578
2018-04-11,577
2018-04-12,574
2018-04-13,579
2018-04-14,581
2018-04-15,579
2018-04-16,574
2018-04-17,575
2018-04-18,578
2018-04-19,579
2018-04-20,588
2018-04-21,596
2018-04-22,610
2018-04-23,623
2018-04-24,608
2018-04-25,611
2018-04-26,614
2018-04-27,623
2018-04-28,619
2018-04-29,608
2018-04-30,609
2018-05-01,610
2018-05-02,606
2018-05-03,605
2018-05-04,610
2018-05-05,614
2018-05-06,620
2018-05-07,619
2018-05-08,616
2018-05-09,610
2018-05-10,609
2018-05-11,605
2018-05-12,606
2018-05-13,603
2018-05-14,609
2018-05-15,612
2018-05-16,607
2018-05-17,607
2018-05-18,623
2018-05-19,646
2018-05-20,676
2018-05-21,699
2018-05-22,685
2018-05-23,704
2018-05-24,710
2018-05-25,730
2018-05-26,760
2018-05-27,755
2018-05-28,730
2018-05-29,728
2018-05-30,713
2018-05-31,711
2018-06-01,736
2018-06-02,761
2018-06-03,765
2018-06-04,771
2018-06-05,749
2018-06-06,719
2018-06-07,719
2018-06-08,716
2018-06-09,698
2018-06-10,687
2018-06-11,671
2018-06-12,664
2018-06-13,681
2018-06-14,698
2018-06-15,712
2018-06-16,696
2018-06-17,670
2018-06-18,653
2018-06-19,641
2018-06-20,637
2018-06-21,623
2018-06-22,621
2018-06-23,641
2018-06-24,630
2018-06-25,626
2018-06-26,620
2018-06-27,636
2018-06-28,631
2018-06-29,624
2018-06-30,623
2018-07-01,632
2018-07-02,650
2018-07-03,652
2018-07-04,662
2018-07-05,676
2018-07-06,671
2018-07-07,661
2018-07-08,668
2018-07-09,685
2018-07-10,693
2018-07-11,706
2018-07-12,707
2018-07-13,720
2018-07-14,710
2018-07-15,696
2018-07-16,691
2018-07-17,684
2018-07-18,683
2018-07-19,679
2018-07-20,678
2018-07-21,675
2018-07-22,683
2018-07-23,702
2018-07-24,700
2018-07-25,711
2018-07-26,712
2018-07-27,695
2018-07-28,683
2018-07-29,675
2018-07-30,674
2018-07-31,670
2018-08-01,667
2018-08-02,674
2018-08-03,681
2018-08-04,682
2018-08-05,680
2018-08-06,699
2018-08-07,705
2018-08-08,713
2018-08-09,718
2018-08-10,714
2018-08-11,711
2018-08-12,703
2018-08-14,709
2018-08-16,711
2018-08-17,703
2018-08-18,691
2018-08-19,692
2018-08-20,692
2018-08-21,686
2018-08-22,678
2018-08-23,670
2018-08-24,670
2018-08-25,683
2018-08-26,698
2018-08-27,711
2018-08-28,716
2018-08-29,743
2018-08-30,733
2018-08-31,721
2018-09-01,714
2018-09-02,717
2018-09-03,723
2018-09-04,737
2018-09-05,742
2018-09-06,738
2018-09-07,741
2018-09-08,740
2018-09-09,744
2018-09-10,734
2018-09-11,732
2018-09-12,725
2018-09-13,718
2018-09-14,706
2018-09-15,710
2018-09-16,716
2018-09-17,720
2018-09-18,708
2018-09-19,705
2018-09-20,701
2018-09-21,700
2018-09-22,703
2018-09-23,711
2018-09-24,717
2018-09-25,713
2018-09-26,719
2018-09-27,717
2018-09-28,720
2018-09-29,712
2018-09-30,709
2018-10-02,700
2018-10-03,698
2018-10-04,692
2018-10-05,691
2018-10-06,694
2018-10-07,694
2018-10-08,700
2018-10-09,704
2018-10-10,710
2018-10-11,718
2018-10-12,716
2018-10-13,704
2018-10-14,701
2018-10-15,708
2018-10-16,704
2018-10-17,709
2018-10-18,711
2018-10-19,717
2018-10-20,717
2018-10-21,722
2018-10-22,715
2018-10-23,711
2018-10-24,714
2018-10-25,717
2018-10-26,712
2018-10-27,722
2018-10-28,703
2018-10-29,691
2018-10-30,676
2018-10-31,682
2018-11-01,689
2018-11-03,698
2018-11-04,690
2018-11-05,683
2018-11-06,678
2018-11-07,676
2018-11-08,673
2018-11-09,665
2018-11-10,653
2018-11-11,655
2018-11-12,662
2018-11-13,671
2018-11-14,674
2018-11-15,679
2018-11-16,666
2018-11-17,652
2018-11-18,647
2018-11-19,652
2018-11-20,643
2018-11-21,625
2018-11-22,616
2018-11-23,603
2018-11-24,594
2018-11-25,588
2018-11-26,590
2018-11-27,595
2018-11-28,592
2018-11-29,599
2018-12-01,605
2018-12-02,590
2018-12-03,585
2018-12-04,586
2018-12-05,592
2018-12-07,585
2018-12-09,580
2018-12-10,578
2018-12-11,578
2018-12-12,580
2018-12-13,581
2018-12-14,580
2018-12-15,579
2018-12-16,582
2018-12-17,583
2018-12-18,582
2018-12-19,578
2018-12-20,576
2018-12-21,574
2018-12-22,571
2018-12-23,565
2018-12-24,562
2018-12-25,562
2018-12-26,565
2018-12-27,564
2018-12-28,559
2018-12-29,559
2018-12-30,558
2018-12-31,553
2019-01-01,548
2019-01-02,555
2019-01-03,560
2019-01-04,563
2019-01-05,552
2019-01-06,539
2019-01-08,530
2019-01-10,517
2019-01-11,499
2019-01-12,488
2019-01-13,484
2019-01-14,484
2019-01-15,481
2019-01-16,483
2019-01-17,487
2019-01-18,486
2019-01-19,485
2019-01-20,479
2019-01-21,478
2019-01-22,483
2019-01-23,495
2019-01-24,504
2019-01-25,506
2019-01-26,496
2019-01-27,496
2019-01-28,500
2019-01-29,503
2019-01-30,502
2019-01-31,503
2019-02-01,500
2019-02-02,495
2019-02-03,492
2019-02-04,493
2019-02-05,495
2019-02-06,499
2019-02-07,498
2019-02-08,490
2019-02-09,485
2019-02-10,474
2019-02-11,471
2019-02-12,476
2019-02-13,484
2019-02-14,491
2019-02-15,496
2019-02-16,484
2019-02-17,473
2019-02-18,463
2019-02-19,469
2019-02-20,470
2019-02-21,479
2019-02-22,473
2019-02-23,458
2019-02-24,454
2019-02-25,453
2019-02-26,451
2019-02-27,445
2019-02-28,451
2019-03-01,455
2019-03-02,456
2019-03-03,441
2019-03-04,445
2019-03-05,454
2019-03-06,449
2019-03-07,442
2019-03-08,440
2019-03-09,432
2019-03-10,423
2019-03-11,418
2019-03-12,422
2019-03-13,430
2019-03-14,437
2019-03-15,452
2019-03-16,461
2019-03-17,470
2019-03-18,481
2019-03-19,498
2019-03-20,497
2019-03-21,500
2019-03-22,494
2019-03-23,494
2019-03-24,500
2019-03-25,496
2019-03-26,486
2019-03-27,486
2019-03-28,487
2019-03-29,494
2019-03-30,503
2019-03-31,495
2019-04-01,492
2019-04-02,492
2019-04-03,486
2019-04-04,469
2019-04-05,467
2019-04-06,463
2019-04-07,469
2019-04-08,468
2019-04-09,470
2019-04-10,477
2019-04-11,480
2019-04-12,482
2019-04-13,476
2019-04-14,470
2019-04-15,465
2019-04-16,467
2019-04-17,467
2019-04-18,468
2019-04-19,456
2019-04-20,450
2019-04-21,441
2019-04-22,432
2019-04-23,436
2019-04-24,455
2019-04-25,474
2019-04-26,474
2019-04-27,476
2019-04-28,478
2019-04-29,486
2019-04-30,502
2019-05-01,502
2019-05-02,501
2019-05-03,492
2019-05-04,493
2019-05-05,498
2019-05-06,514
2019-05-07,524
2019-05-08,512
2019-05-09,516
2019-05-10,518
2019-05-11,518
2019-05-12,520
2019-05-13,517
2019-05-14,514
2019-05-15,513
2019-05-16,513
2019-05-17,527
2019-05-18,534
2019-05-19,526
2019-05-20,520
2019-05-21,535
2019-05-22,537
2019-05-23,528
2019-05-24,525
2019-05-25,510
2019-05-26,511
2019-05-27,514
2019-05-28,519
2019-05-29,525
2019-05-30,529
2019-05-31,530
2019-06-01,536
2019-06-02,536
2019-06-03,541
2019-06-04,539
2019-06-05,536
2019-06-06,531
2019-06-07,529
2019-06-08,527
2019-06-09,531
2019-06-10,527
2019-06-11,530
2019-06-12,527
2019-06-13,525
2019-06-14,532
2019-06-15,530
2019-06-16,525
2019-06-17,523
2019-06-18,519
2019-06-19,505
2019-06-20,510
2019-06-21,508
2019-06-22,510
2019-06-23,506
2019-06-24,505
2019-06-25,514
2019-06-26,512
2019-06-27,521
2019-06-28,520
2019-06-29,523
2019-06-30,521
2019-07-01,516
2019-07-02,511
2019-07-03,504
