date_obj,Adamant%20shield%20(h3) price
2015-03-26,6677
2015-03-27,6677
2015-03-28,6379
2015-03-29,6379
2015-03-30,6089
2015-03-31,6089
2015-04-01,6089
2015-04-02,5791
2015-04-03,5791
2015-04-04,5596
2015-04-05,5596
2015-04-06,5596
2015-04-07,5320
2015-04-08,5320
2015-04-09,5320
2015-04-10,5081
2015-04-11,5081
2015-04-12,5081
2015-04-13,4846
2015-04-14,4846
2015-04-15,4846
2015-04-16,4630
2015-04-17,4630
2015-04-18,4415
2015-04-19,4415
2015-04-20,4415
2015-04-21,4227
2015-04-22,4227
2015-04-23,4227
2015-04-24,4031
2015-04-25,4031
2015-04-26,4031
2015-04-27,3849
2015-04-28,3849
2015-04-29,3849
2015-04-30,3689
2015-05-01,3689
2015-05-02,3544
2015-05-03,3544
2015-05-04,3391
2015-05-05,3391
2015-05-06,3235
2015-05-07,3235
2015-05-08,3124
2015-05-09,3124
2015-05-10,3124
2015-05-11,2978
2015-05-12,2978
2015-05-13,2978
2015-05-14,2856
2015-05-15,2856
2015-05-16,2856
2015-05-17,2754
2015-05-18,2754
2015-05-19,2754
2015-05-20,2679
2015-05-21,2679
2015-05-22,2679
2015-05-23,2760
2015-05-24,2760
2015-05-25,2819
2015-05-26,2819
2015-05-27,2819
2015-05-28,2819
2015-05-29,2831
2015-05-30,2831
2015-05-31,2831
2015-06-01,2745
2015-06-02,2745
2015-06-03,2745
2015-06-04,2745
2015-06-05,2701
2015-06-06,2701
2015-06-07,2701
2015-06-08,2783
2015-06-09,2783
2015-06-10,2783
2015-06-11,2816
2015-06-12,2816
2015-06-13,2816
2015-06-14,2816
2015-06-15,2902
2015-06-16,2902
2015-06-17,2902
2015-06-18,2902
2015-06-19,2856
2015-06-20,2856
2015-06-21,2856
2015-06-22,2867
2015-06-23,2867
2015-06-24,2867
2015-06-25,2867
2015-06-26,2788
2015-06-27,2788
2015-06-28,2788
2015-06-29,2788
2015-06-30,2752
2015-07-01,2752
2015-07-02,2752
2015-07-03,2752
2015-07-04,2812
2015-07-05,2812
2015-07-06,2812
2015-07-07,2812
2015-07-08,2844
2015-07-09,2844
2015-07-10,2844
2015-07-11,2844
2015-07-12,2857
2015-07-13,2857
2015-07-14,2857
2015-07-15,2857
2015-07-16,2946
2015-07-17,2946
2015-07-18,2946
2015-07-19,2946
2015-07-20,3007
2015-07-21,3007
2015-07-22,3007
2015-07-23,3007
2015-07-24,3094
2015-07-25,3094
2015-07-26,3094
2015-07-27,3094
2015-07-28,3051
2015-07-29,3051
2015-07-30,3051
2015-07-31,3051
2015-08-01,3019
2015-08-02,3019
2015-08-03,3019
2015-08-04,3019
2015-08-05,3014
2015-08-06,3014
2015-08-07,3014
2015-08-08,3014
2015-08-09,2936
2015-08-10,2936
2015-08-11,2936
2015-08-12,2936
2015-08-13,2909
2015-08-14,2909
2015-08-15,2909
2015-08-16,2950
2015-08-17,2950
2015-08-18,2950
2015-08-19,2950
2015-08-20,2913
2015-08-21,2913
2015-08-22,2913
2015-08-23,2913
2015-08-24,2823
2015-08-25,2823
2015-08-26,2823
2015-08-27,2823
2015-08-28,2823
2015-08-29,2781
2015-08-30,2781
2015-08-31,2781
2015-09-01,2781
2015-09-02,2889
2015-09-03,2889
2015-09-04,2889
2015-09-05,2889
2015-09-06,2973
2015-09-07,2973
2015-09-08,2973
2015-09-09,2973
2015-09-10,2998
2015-09-11,2998
2015-09-12,2998
2015-09-13,2998
2015-09-14,2998
2015-09-15,2990
2015-09-16,2990
2015-09-17,2990
2015-09-18,2990
2015-09-19,3013
2015-09-20,3013
2015-09-21,3013
2015-09-22,3013
2015-09-23,3013
2015-09-24,2998
2015-09-25,2998
2015-09-27,2998
2015-09-28,2998
2015-09-29,3079
2015-09-30,3079
2015-10-05,3011
2015-10-06,3011
2015-10-07,3011
2015-10-08,2921
2015-10-09,2921
2015-10-10,2921
2015-10-11,2921
2015-10-12,2945
2015-10-13,2945
2015-10-14,2945
2015-10-15,2945
2015-10-16,2945
2015-10-17,2994
2015-10-18,2994
2015-10-19,2994
2015-10-20,2994
2015-10-22,3064
2015-10-23,3064
2015-10-24,3064
2015-10-25,3036
2015-10-26,3036
2015-10-27,3036
2015-10-28,3036
2015-10-29,3036
2015-10-30,3036
2015-10-31,3014
2015-11-01,3014
2015-11-02,3014
2015-11-03,3014
2015-11-04,3014
2015-11-05,3014
2015-11-06,2999
2015-11-07,2999
2015-11-08,2999
2015-11-09,2999
2015-11-10,2999
2015-11-11,2999
2015-11-12,3038
2015-11-13,3038
2015-11-14,3038
2015-11-15,3038
2015-11-16,3038
2015-11-17,3043
2015-11-18,3043
2015-11-19,3043
2015-11-20,3011
2015-11-21,3011
2015-11-22,3011
2015-11-23,3011
2015-11-24,3011
2015-11-25,3013
2015-11-26,3013
2015-11-27,3013
2015-11-28,3013
2015-11-29,3013
2015-11-30,3024
2015-12-01,3024
2015-12-02,3024
2015-12-03,3024
2015-12-04,3024
2015-12-05,3048
2015-12-06,3048
2015-12-07,3048
2015-12-08,3048
2015-12-09,3048
2015-12-10,3040
2015-12-11,3040
2015-12-12,3040
2015-12-13,3040
2015-12-14,3098
2015-12-15,3098
2015-12-16,3098
2015-12-17,3098
2015-12-18,3098
2015-12-19,3100
2015-12-20,3100
2015-12-21,3100
2015-12-22,3100
2015-12-23,3009
2015-12-24,3009
2015-12-25,3009
2015-12-26,3009
2015-12-27,3009
2015-12-28,3012
2015-12-29,3012
2015-12-30,3012
2015-12-31,3012
2016-01-01,3051
2016-01-02,3051
2016-01-03,3051
2016-01-04,3051
2016-01-05,3022
2016-01-06,3022
2016-01-07,3022
2016-01-08,3022
2016-01-09,3057
2016-01-10,3057
2016-01-11,3057
2016-01-12,3057
2016-01-13,3028
2016-01-14,3028
2016-01-15,3028
2016-01-16,3028
2016-01-17,3080
2016-01-18,3080
2016-01-19,3080
2016-01-20,3065
2016-01-21,3065
2016-01-22,3065
2016-01-23,3065
2016-01-24,3065
2016-01-25,2979
2016-01-26,2979
2016-01-27,2979
2016-01-28,2979
2016-01-29,2876
2016-01-30,2876
2016-01-31,2876
2016-02-01,2905
2016-02-02,2905
2016-02-03,2905
2016-02-04,2938
2016-02-05,2938
2016-02-06,2938
2016-02-07,2938
2016-02-08,3023
2016-02-09,3023
2016-02-10,3023
2016-02-11,3023
2016-02-12,3082
2016-02-13,3082
2016-02-14,3082
2016-02-15,3022
2016-02-16,3022
2016-02-17,3022
2016-02-18,3022
2016-02-19,2960
2016-02-20,2960
2016-02-21,2828
2016-02-22,2828
2016-02-23,2828
2016-02-24,2885
2016-02-25,2885
2016-02-26,2885
2016-02-27,2958
2016-02-28,2958
2016-02-29,2958
2016-03-01,2970
2016-03-02,2970
2016-03-03,2970
2016-03-04,2858
2016-03-05,2858
2016-03-06,2858
2016-03-07,2882
2016-03-08,2882
2016-03-09,2882
2016-03-10,2977
2016-03-11,2977
2016-03-12,2977
2016-03-13,2977
2016-03-14,2912
2016-03-15,2912
2016-03-16,2912
2016-03-17,2944
2016-03-18,2944
2016-03-19,2944
2016-03-20,2958
2016-03-21,2958
2016-03-22,2958
2016-03-23,2958
2016-03-24,2958
2016-03-25,2931
2016-03-26,2931
2016-03-27,2931
2016-03-28,2956
2016-03-29,2956
2016-03-30,2956
2016-03-31,2956
2016-04-01,2994
2016-04-02,2994
2016-04-03,2994
2016-04-04,3045
2016-04-05,3045
2016-04-06,3045
2016-04-07,3045
2016-04-08,3023
2016-04-09,3023
2016-04-10,3023
2016-04-11,3023
2016-04-12,2953
2016-04-13,2953
2016-04-14,2953
2016-04-15,3007
2016-04-16,3007
2016-04-17,3007
2016-04-18,3096
2016-04-19,3096
2016-04-20,3096
2016-04-21,3096
2016-04-22,3157
2016-04-23,3157
2016-04-24,3157
2016-04-25,3037
2016-04-26,3037
2016-04-27,3037
2016-04-28,3012
2016-04-29,3012
2016-04-30,3012
2016-05-01,2905
2016-05-02,2905
2016-05-03,2905
2016-05-04,2995
2016-05-05,2995
2016-05-06,2995
2016-05-07,3041
2016-05-08,3041
2016-05-09,3041
2016-05-10,3075
2016-05-11,3075
2016-05-12,3075
2016-05-13,3017
2016-05-14,3017
2016-05-15,3017
2016-05-16,3017
2016-05-17,2973
2016-05-18,2973
2016-05-19,2973
2016-05-21,2981
2016-05-22,2981
2016-05-23,2981
2016-05-24,2989
2016-05-25,2989
2016-05-26,2989
2016-05-27,3042
2016-05-28,3042
2016-05-29,3042
2016-05-30,3042
2016-05-31,3012
2016-06-01,3012
2016-06-02,3012
2016-06-03,3012
2016-06-04,3097
2016-06-05,3097
2016-06-06,3097
2016-06-07,3097
2016-06-08,3132
2016-06-09,3132
2016-06-10,3132
2016-06-11,3138
2016-06-12,3138
2016-06-13,3138
2016-06-14,3001
2016-06-15,3001
2016-06-16,3001
2016-06-17,3065
2016-06-18,3065
2016-06-19,3065
2016-06-20,3065
2016-06-21,3069
2016-06-22,3069
2016-06-23,3069
2016-06-24,3069
2016-06-25,3073
2016-06-26,3073
2016-06-27,3073
2016-06-28,3073
2016-06-29,3034
2016-06-30,3034
2016-07-01,3034
2016-07-02,3034
2016-07-03,3034
2016-07-04,3034
2016-07-05,2959
2016-07-06,2959
2016-07-07,2872
2016-07-08,2872
2016-07-09,2965
2016-07-10,2965
2016-07-11,2941
2016-07-12,2941
2016-07-13,2941
2016-07-14,2997
2016-07-15,2997
2016-07-16,2997
2016-07-17,3018
2016-07-18,3018
2016-07-23,2939
2016-07-24,2939
2016-07-25,2939
2016-07-26,2990
2016-07-27,2990
2016-07-28,2990
2016-07-29,2967
2016-07-30,2967
2016-07-31,2967
2016-08-01,2967
2016-08-02,3038
2016-08-03,3038
2016-08-04,3038
2016-08-05,2998
2016-08-06,2998
2016-08-07,2998
2016-08-08,3051
2016-08-09,3051
2016-08-10,3051
2016-08-11,3051
