date_obj,Armadyl%20godsword price
2015-10-30,47995678
2015-10-31,48095282
2015-11-01,48095282
2015-11-02,48095027
2015-11-03,48179465
2015-11-04,48181216
2015-11-05,47647067
2015-11-06,47405696
2015-11-07,47332017
2015-11-08,47332017
2015-11-09,47260296
2015-11-10,47194753
2015-11-11,46802348
2015-11-12,46762783
2015-11-13,47042207
2015-11-14,48177484
2015-11-15,49096780
2015-11-16,49369489
2015-11-17,49854511
2015-11-18,49891782
2015-11-19,50121552
2015-11-20,50354895
2015-11-21,50354895
2015-11-22,50456865
2015-11-23,50456865
2015-11-24,50359187
2015-11-25,50268120
2015-11-26,50268120
2015-11-27,50349314
2015-11-28,50498245
2015-11-29,50515753
2015-11-30,50407234
2015-12-01,50352110
2015-12-02,50244265
2015-12-03,50245569
2015-12-04,50248299
2015-12-05,50171360
2015-12-06,50190304
2015-12-07,50130893
2015-12-08,50414404
2015-12-09,50631893
2015-12-10,50657545
2015-12-11,51041560
2015-12-12,51417820
2015-12-13,52128895
2015-12-14,52128895
2015-12-15,52171162
2015-12-16,51420688
2015-12-17,51154242
2015-12-18,50977875
2015-12-19,50889423
2015-12-20,50776419
2015-12-21,50815815
2015-12-22,51261230
2015-12-23,51730881
2015-12-24,52152371
2015-12-25,52625041
2015-12-26,53305771
2015-12-27,53537548
2015-12-28,53661679
2015-12-29,53501472
2015-12-30,52947732
2015-12-31,52552101
2016-01-01,52507546
2016-01-02,52456486
2016-01-03,52628005
2016-01-04,52608923
2016-01-05,52368613
2016-01-06,52140561
2016-01-07,51898333
2016-01-08,51596390
2016-01-09,51796545
2016-01-10,52226425
2016-01-11,52355304
2016-01-12,52463650
2016-01-13,52405804
2016-01-14,52322436
2016-01-15,52588959
2016-01-16,52668662
2016-01-17,52750806
2016-01-18,52740862
2016-01-19,52602992
2016-01-20,51337464
2016-01-21,50225100
2016-01-22,50079979
2016-01-23,50256323
2016-01-24,50703368
2016-01-25,51002203
2016-01-26,50953365
2016-01-27,50959212
2016-01-28,50959212
2016-01-29,51027795
2016-01-30,51186634
2016-01-31,51070467
2016-02-01,50935505
2016-02-02,50673232
2016-02-03,50620683
2016-02-04,50473394
2016-02-05,50446898
2016-02-06,50374567
2016-02-07,50287847
2016-02-08,50151957
2016-02-09,50021927
2016-02-10,49732065
2016-02-11,49409813
2016-02-12,49175419
2016-02-13,49238076
2016-02-14,49272006
2016-02-15,49327106
2016-02-16,49376720
2016-02-17,49578785
2016-02-18,49283828
2016-02-19,48822003
2016-02-20,48385850
2016-02-21,47423499
2016-02-22,47115403
2016-02-23,46462061
2016-02-24,46508805
2016-02-25,48294316
2016-02-26,49038948
2016-02-27,49173993
2016-02-28,48461982
2016-02-29,47291207
2016-03-01,47472713
2016-03-02,47747455
2016-03-03,47867123
2016-03-04,48122497
2016-03-05,48434904
2016-03-06,48319486
2016-03-07,48173608
2016-03-08,47984354
2016-03-09,47954246
2016-03-10,47821707
2016-03-11,47673837
2016-03-12,47157724
2016-03-13,46622712
2016-03-14,46555236
2016-03-15,46840407
2016-03-16,46763483
2016-03-17,46525739
2016-03-18,46687871
2016-03-19,46701142
2016-03-20,46806720
2016-03-21,46955295
2016-03-22,47151889
2016-03-23,47106913
2016-03-24,47050398
2016-03-25,46952345
2016-03-26,46769705
2016-03-27,46446838
2016-03-28,46199891
2016-03-29,45548255
2016-03-30,44949036
2016-03-31,44250847
2016-04-01,43167586
2016-04-02,43887221
2016-04-03,45715472
2016-04-04,45096224
2016-04-05,45050544
2016-04-06,44903822
2016-04-07,45106322
2016-04-08,45044038
2016-04-09,44949093
2016-04-10,44757948
2016-04-11,44757948
2016-04-12,44539817
2016-04-13,44421273
2016-04-14,44335896
2016-04-15,44276233
2016-04-16,44387050
2016-04-17,44323338
2016-04-18,44406074
2016-04-19,44253233
2016-04-20,44095045
2016-04-21,43938485
2016-04-22,43982829
2016-04-23,44246999
2016-04-24,44311181
2016-04-25,44497170
2016-04-26,44319596
2016-04-27,44176373
2016-04-28,44189674
2016-04-29,44433928
2016-04-30,44553850
2016-05-01,44693586
2016-05-02,44682959
2016-05-03,44877458
2016-05-04,45119123
2016-05-05,44846309
2016-05-06,44260192
2016-05-07,43346046
2016-05-08,42653318
2016-05-09,42294206
2016-05-10,42346151
2016-05-11,42779155
2016-05-12,43521129
2016-05-13,43661169
2016-05-14,43507423
2016-05-15,43170172
2016-05-16,42688055
2016-05-17,42195760
2016-05-18,41988105
2016-05-19,41615765
2016-05-22,41414294
2016-05-23,41185279
2016-05-24,41001673
2016-05-25,40824297
2016-05-26,40334527
2016-05-27,40411115
2016-05-28,40457576
2016-05-29,40579685
2016-05-30,40526661
2016-05-31,40410531
2016-06-01,40432287
2016-06-02,40963415
2016-06-03,42044417
2016-06-04,43169248
2016-06-05,42844322
2016-06-06,41413595
2016-06-07,40949796
2016-06-08,40626611
2016-06-09,40737970
2016-06-10,40839748
2016-06-11,40868096
2016-06-12,40481912
2016-06-13,40237240
2016-06-14,40076859
2016-06-15,40114985
2016-06-16,39913101
2016-06-17,39227742
2016-06-18,38204394
2016-06-19,37890708
2016-06-20,37856519
2016-06-21,39400795
2016-06-22,39337322
2016-06-23,39159176
2016-06-24,38832693
2016-06-25,38988743
2016-06-26,39036105
2016-06-27,38907025
2016-06-28,38849732
2016-06-29,40089576
2016-06-30,41493005
2016-07-01,41849032
2016-07-02,40663130
2016-07-03,40136713
2016-07-04,39571270
2016-07-05,39194376
2016-07-06,39157944
2016-07-07,39238707
2016-07-08,39218414
2016-07-09,39278382
2016-07-10,39196625
2016-07-11,38983133
2016-07-12,38410553
2016-07-13,37646304
2016-07-14,36990827
2016-07-15,36673688
2016-07-16,36741088
2016-07-17,37435292
2016-07-18,37309167
2016-07-23,38801392
2016-07-24,37860764
2016-07-25,37519227
2016-07-26,37832033
2016-07-27,38655229
2016-07-28,40063656
2016-07-29,39202380
2016-07-30,39152638
2016-07-31,38986213
2016-08-01,38920723
2016-08-02,38866794
2016-08-03,39055414
2016-08-04,39167393
2016-08-05,39239036
2016-08-06,39247132
2016-08-07,39337341
2016-08-08,39445627
2016-08-09,39761385
2016-08-10,39586706
2016-08-11,39506249
2016-08-12,39618570
2016-08-13,39769823
2016-08-14,39571858
2016-08-15,39637957
2016-08-16,39770149
2016-08-17,39882578
2016-08-18,40042780
2016-08-19,40143789
2016-08-20,39993589
2016-08-21,39613248
2016-08-22,38797120
2016-08-23,37556879
2016-08-24,36916639
2016-08-25,36637383
2016-08-26,36744499
2016-08-28,37700443
2016-08-31,37004332
2016-09-01,37202558
2016-09-02,37202558
2016-09-03,37381430
2016-09-04,37462155
2016-09-05,37603880
2016-09-06,37644544
2016-09-07,37654132
2016-09-08,37661674
2016-09-09,37440413
2016-09-10,37505082
2016-09-11,37534269
2016-09-12,37463100
2016-09-13,37364738
2016-09-14,37120894
2016-09-15,37007957
2016-09-16,37115227
2016-09-17,36995016
2016-09-18,36847882
2016-09-19,36259277
2016-09-20,36215071
2016-09-21,36335391
2016-09-22,36485636
2016-09-23,36493185
2016-09-24,36493185
2016-09-25,36384783
2016-09-26,36268245
2016-09-27,36120658
2016-09-28,35873742
2016-09-29,35684189
2016-09-30,35587065
2016-10-01,35528213
2016-10-02,35366799
2016-10-03,35178429
2016-10-04,35057138
2016-10-05,34795927
2016-10-06,34508653
2016-10-07,34047601
2016-10-08,33652779
2016-10-09,33225459
2016-10-10,33262157
2016-10-11,33143884
2016-10-12,33001171
2016-10-13,33120992
2016-10-14,33893476
2016-10-15,34790735
2016-10-16,35359877
2016-10-17,35280521
2016-10-18,35073304
2016-10-19,34964667
2016-10-20,34676521
2016-10-21,34488950
2016-10-22,34409372
2016-10-23,34336002
2016-10-24,34107317
2016-10-25,33975483
2016-10-26,33737614
2016-10-27,33500956
2016-10-28,33601402
2016-10-29,33487507
2016-10-30,33153435
2016-10-31,32862997
2016-11-01,32611443
2016-11-02,32778003
2016-11-03,33091738
2016-11-04,33039213
2016-11-05,33497486
2016-11-06,33652487
2016-11-07,33326500
2016-11-08,32741805
2016-11-09,31883146
2016-11-10,30882771
2016-11-11,30666238
2016-11-12,31437278
2016-11-13,31245394
2016-11-14,31166116
2016-11-15,30776815
2016-12-07,33262631
2016-12-08,32484345
2016-12-09,33051138
2016-12-10,32849375
2016-12-11,32373740
2016-12-12,31949719
2016-12-13,31456313
2016-12-14,31082417
2016-12-15,31636534
2016-12-16,32100596
2016-12-17,32455765
2016-12-18,32598895
2016-12-19,32492924
2016-12-20,32159602
2016-12-21,32170164
2016-12-22,31979480
2016-12-23,32768257
2016-12-24,33107327
2016-12-25,33401239
2016-12-26,34175440
2016-12-27,35087450
2016-12-28,36789518
2016-12-29,36409197
2016-12-30,36085434
2016-12-31,36575234
2017-01-01,36085375
2017-01-02,35230197
2017-01-03,34348600
2017-01-04,33024274
2017-01-05,31398849
2017-01-06,30459145
2017-01-07,30736893
2017-01-08,31231212
2017-01-09,31455339
2017-01-10,31229036
2017-01-11,30799650
2017-01-12,30482304
2017-01-13,30527893
2017-01-14,31401382
2017-01-15,31620720
2017-01-16,31725642
2017-01-17,31685204
2017-01-18,31750186
2017-01-19,31770372
2017-01-20,31753547
2017-01-21,31680335
2017-01-22,31589659
2017-01-23,31342302
2017-01-27,28909892
2017-01-28,29364569
2017-01-29,30014968
2017-01-30,29824091
2017-01-31,29733235
2017-02-01,29777058
2017-02-02,29780470
2017-02-03,29864661
2017-02-04,30218823
2017-02-05,30107542
2017-02-06,30121255
2017-02-07,30007020
2017-02-08,29790982
2017-02-09,29646546
2017-02-10,29600664
2017-02-11,29553206
2017-02-12,29465217
2017-02-13,29147715
2017-02-14,29170908
2017-02-15,28864318
2017-02-16,28477647
2017-02-18,28419378
2017-02-19,27911766
2017-02-20,26979105
2017-02-21,25910456
2017-02-22,25243411
2017-02-23,25996260
2017-02-24,27296073
2017-02-25,28644184
2017-02-26,28650090
2017-02-27,28005610
2017-02-28,27979517
2017-03-01,27894592
2017-03-02,28217100
2017-03-03,28868427
2017-03-04,29047163
2017-03-05,29349286
2017-03-06,29302655
2017-03-07,29153508
2017-03-08,28889728
2017-03-09,28526590
2017-03-10,28078006
2017-03-11,27809288
2017-03-12,27162855
2017-03-13,26405219
2017-03-14,26154685
2017-03-15,25816661
2017-03-16,26341922
2017-03-17,27114749
2017-03-18,27225103
2017-03-19,27065573
2017-03-20,26336420
2017-03-21,26374595
2017-03-22,26543436
2017-03-23,27132329
2017-03-24,27621826
2017-03-25,27952552
2017-03-26,27769532
2017-03-27,27764531
2017-03-28,27525899
2017-03-29,27176519
2017-03-30,27248080
2017-03-31,27175717
2017-04-01,27437282
2017-04-02,27312935
2017-04-03,27140467
2017-04-04,27144471
2017-04-05,27198034
2017-04-12,27485283
2017-04-13,28338803
2017-04-14,29225762
2017-04-15,30613159
2017-04-16,30840898
2017-04-17,30544101
2017-04-18,30266037
2017-04-19,30124359
2017-04-20,29905553
2017-04-21,29837633
2017-04-22,29973313
2017-04-23,29824731
2017-04-24,29650649
2017-04-25,29510667
2017-04-26,29457305
2017-04-27,29772987
2017-04-28,29633380
2017-04-29,29887937
2017-04-30,29830816
2017-05-01,29793474
2017-05-02,29752122
2017-05-03,29798632
2017-05-04,29812717
2017-05-05,29692594
2017-05-06,29761280
2017-05-07,30097696
2017-05-08,30295446
2017-05-09,30166434
2017-05-10,29971414
2017-05-11,29719739
2017-05-12,29385983
2017-05-13,29164362
2017-05-14,28748811
2017-05-15,28407596
2017-05-16,28503319
2017-05-17,29347471
2017-05-18,29304017
2017-05-19,29247523
2017-05-20,29133926
2017-05-21,29109312
2017-05-22,28830914
2017-05-23,28563503
2017-05-24,28056631
2017-05-25,27290889
2017-05-26,27039741
2017-05-27,27483822
2017-05-28,27482807
2017-05-29,27545842
2017-05-30,27541339
2017-05-31,27498921
2017-06-01,26991934
2017-06-02,26908636
2017-06-03,27083500
2017-06-04,27157178
2017-06-05,27151794
2017-06-06,26946275
2017-06-07,26759517
2017-06-08,26815926
2017-06-09,27012484
2017-06-10,26870238
2017-06-11,26226543
2017-06-12,24915367
2017-06-13,25467621
2017-06-14,25829167
2017-06-15,26561858
2017-06-16,27320318
2017-06-17,27389762
2017-06-18,27283949
2017-06-19,26966734
2017-06-20,26773553
2017-06-21,26670577
2017-06-22,26766276
2017-06-23,26710347
2017-06-24,26683031
2017-06-25,26724310
2017-06-26,26680197
2017-06-27,26676380
2017-06-28,27245896
2017-06-29,26973040
2017-06-30,27072981
2017-07-01,26885772
2017-07-02,26754749
2017-07-03,26786923
2017-07-04,26792571
2017-07-05,26849911
2017-07-06,26821904
2017-07-07,26916378
2017-07-08,27226018
2017-07-09,27580458
2017-07-13,27073701
2017-07-14,27254307
2017-07-15,27401577
2017-07-16,27427480
2017-07-17,27377492
2017-07-18,27460515
2017-07-19,27501322
2017-07-20,27423458
2017-07-21,27231414
2017-07-22,27229702
2017-07-23,27205940
2017-07-24,27169918
2017-07-25,27167921
2017-07-26,27135455
2017-07-27,27087079
2017-07-28,27091581
2017-07-29,27002980
2017-07-30,26981936
2017-07-31,27455095
2017-08-01,27585885
2017-08-02,27350793
2017-08-03,27235730
2017-08-04,27063486
2017-08-05,26984176
2017-08-06,26887283
2017-08-07,26805202
2017-08-08,26739006
2017-08-09,26533024
2017-08-10,26356233
2017-08-11,26188449
2017-08-12,26272062
2017-08-13,26322168
2017-08-14,26371875
2017-08-15,26277350
2017-08-16,26228139
2017-08-17,26225690
2017-08-18,26333021
2017-08-19,26280340
2017-08-20,26298647
2017-08-21,26127281
2017-08-22,25967428
2017-08-23,25832248
2017-08-24,25762382
2017-08-25,25904038
2017-08-26,26145635
2017-08-27,26171126
2017-08-28,26029596
2017-08-29,26088737
2017-08-30,26025738
2017-08-31,25894029
2017-09-01,25844128
2017-09-02,25801146
2017-09-03,25753385
2017-09-04,25675537
2017-09-05,25515791
2017-09-06,25465129
2017-09-07,25345017
2017-09-08,25456583
2017-09-09,25492354
2017-09-10,25778768
2017-09-11,25598467
2017-09-12,25524243
2017-09-13,25447978
2017-09-14,25311823
2017-09-15,25289627
2017-09-16,25336445
2017-09-17,25361241
2017-09-18,25408790
2017-09-19,25391834
2017-09-20,25424924
2017-09-22,25227511
2017-09-23,25194680
2017-09-24,25227365
2017-09-25,25151227
2017-09-26,24944504
2017-09-27,24808863
2017-09-28,24547482
2017-09-29,24385782
2017-09-30,24305397
2017-10-01,24176454
2017-10-02,23833332
2017-10-03,23851745
2017-10-04,24099092
2017-10-05,23664427
2017-10-06,23442398
2017-10-07,23637659
2017-10-08,23640424
2017-10-09,23550729
2017-10-10,23463938
2017-10-11,23497813
2017-10-12,23413909
2017-10-13,23594489
2017-10-14,23872766
2017-10-15,23731616
2017-10-16,23743612
2017-10-17,23669068
2017-10-18,23553039
2017-10-19,23490799
2017-10-20,23503513
2017-10-21,23668818
2017-10-22,23919403
2017-10-23,23695862
2017-10-24,23639734
2017-10-25,23599444
2017-10-26,23620189
2017-10-27,23585935
2017-10-28,23553728
2017-10-29,23516964
2017-10-30,23485092
2017-10-31,23382776
2017-11-01,23396137
2017-11-02,23470476
2017-11-03,23620327
2017-11-04,23770014
2017-11-05,23677560
2017-11-06,23904036
2017-11-07,23736176
2017-11-08,23549994
2017-11-09,23570164
2017-11-10,23437228
2017-11-11,23349653
2017-11-12,23214095
2017-11-13,22868500
2017-11-14,22607604
2017-11-15,22517035
2017-11-16,22224902
2017-11-17,21996884
2017-11-18,22083747
2017-11-19,21960793
2017-11-20,21711839
2017-11-21,21601461
2017-11-22,21507124
2017-11-23,22359437
2017-11-24,23448512
2017-11-25,24599659
2017-11-26,24999617
2017-11-27,25587784
2017-11-28,25733623
2017-11-29,25470924
2017-11-30,25414503
2017-12-01,25146795
2017-12-02,25585404
2017-12-03,25595111
2017-12-04,25225928
2017-12-05,24762012
2017-12-06,24399574
2017-12-07,23888660
2017-12-08,23731337
2017-12-09,23794530
2017-12-10,23599847
2017-12-11,23247813
2017-12-12,22745088
2017-12-13,22308956
2017-12-14,22310740
2017-12-15,22663881
2017-12-16,22581969
2017-12-17,22546528
2017-12-18,22403978
2017-12-19,22223355
2017-12-20,22130510
2017-12-21,22189903
2017-12-22,22763628
2017-12-23,22748325
2017-12-24,22866616
2017-12-25,22839632
2017-12-26,22933444
2017-12-27,22839273
2017-12-28,22646370
2017-12-29,22743102
2017-12-30,22992374
2017-12-31,23077908
2018-01-01,22896651
2018-01-02,22610920
2018-01-03,22358970
2018-01-04,21664223
2018-01-05,21063981
2018-01-06,21158049
2018-01-07,21072979
2018-01-08,20821301
2018-01-09,20724316
2018-01-10,20766363
2018-01-11,20962285
2018-01-12,21500706
2018-01-13,21583956
2018-01-14,21223711
2018-01-15,20962792
2018-01-16,20941151
2018-01-17,21058338
2018-01-18,21009388
2018-01-19,20994618
2018-01-20,20869437
2018-01-21,21045365
2018-01-22,20915109
2018-01-23,20931122
2018-01-24,20884691
2018-01-25,20991021
2018-01-26,21068195
2018-01-27,21033032
2018-01-28,21488199
2018-01-29,21499210
2018-01-30,21655545
2018-01-31,21738486
2018-02-01,21807285
2018-02-02,21565570
2018-02-03,21382947
2018-02-04,21078710
2018-02-05,20986907
2018-02-06,20876709
2018-02-07,20956523
2018-02-08,21187682
2018-02-09,22016750
2018-02-10,23117588
2018-02-11,24265636
2018-02-12,25450167
2018-02-13,25160280
2018-02-14,24033578
2018-02-15,24401664
2018-02-16,24242163
2018-02-17,24379541
2018-02-18,25069122
2018-02-19,25600313
2018-02-20,25497313
2018-02-21,24307514
2018-02-22,23092138
2018-02-23,22460224
2018-02-24,22331969
2018-02-25,22121870
2018-02-26,21823985
2018-02-27,21533017
2018-02-28,22112664
2018-03-01,22455707
2018-03-02,22171815
2018-03-03,22214934
2018-03-04,22295226
2018-03-05,22199061
2018-03-06,21963517
2018-03-07,21732859
2018-03-08,21580462
2018-03-09,21565407
2018-03-10,21564732
2018-03-11,21536349
2018-03-12,21401284
2018-03-13,21340359
2018-03-14,21248753
2018-03-15,21196770
2018-03-16,21089274
2018-03-17,20962413
2018-03-18,20874383
2018-03-20,20674128
2018-03-22,20864262
2018-03-23,20852756
2018-03-24,20978311
2018-03-25,20986410
2018-03-26,21225348
2018-03-27,21135637
2018-03-28,21056436
2018-03-29,21157686
2018-03-30,21131393
2018-03-31,21111007
2018-04-01,20924247
2018-04-02,20913238
2018-04-03,20937017
2018-04-04,20852247
2018-04-05,20805238
2018-04-06,20756149
2018-04-07,20709619
2018-04-08,20650658
2018-04-09,20508984
2018-04-10,20473391
2018-04-11,20458867
2018-04-12,20470619
2018-04-13,20605506
2018-04-14,20888504
2018-04-15,20820400
2018-04-16,20853494
2018-04-17,20758639
2018-04-18,20779004
2018-04-19,20930298
2018-04-20,20898709
2018-04-21,20924368
2018-04-22,20980059
2018-04-23,20933784
2018-04-24,20938512
2018-04-25,20962797
2018-04-26,20919562
2018-04-27,20828030
2018-04-28,20797875
2018-04-29,20789434
2018-04-30,20846313
2018-05-01,20990783
2018-05-02,20887814
2018-05-03,20851645
2018-05-04,20758084
2018-05-05,20656087
2018-05-06,20619555
2018-05-07,20552222
2018-05-08,20675501
2018-05-09,20610001
2018-05-10,20121905
2018-05-11,19957027
2018-05-12,20061020
2018-05-13,20090444
2018-05-14,20110765
2018-05-15,20130685
2018-05-16,20168900
2018-05-17,20164442
2018-05-18,20140022
2018-05-19,20094654
2018-05-20,20047070
2018-05-21,20014598
2018-05-22,19990111
2018-05-23,19913276
2018-05-24,20031153
2018-05-25,20035181
2018-05-26,20096993
2018-05-27,20027293
2018-05-28,20055873
2018-05-29,20153392
2018-05-30,20104180
2018-05-31,20114172
2018-06-01,19987668
2018-06-02,19823021
2018-06-03,19740149
2018-06-04,19631928
2018-06-05,19163788
2018-06-06,18567358
2018-06-07,18329354
2018-06-08,18730250
2018-06-09,18539062
2018-06-10,17986602
2018-06-11,17595432
2018-06-12,17394707
2018-06-13,17285799
2018-06-14,17330218
2018-06-15,17736262
2018-06-16,18003621
2018-06-17,18005087
2018-06-18,18344073
2018-06-19,18652076
2018-06-20,18458618
2018-06-21,18262818
2018-06-22,18032931
2018-06-23,17981040
2018-06-24,17689004
2018-06-25,17827967
2018-06-26,18079418
2018-06-27,18010622
2018-06-28,17638627
2018-06-29,17647095
2018-06-30,17734219
2018-07-01,17643613
2018-07-02,17567398
2018-07-03,17468782
2018-07-04,17458884
2018-07-05,17387097
2018-07-06,17464292
2018-07-07,17579442
2018-07-08,17594255
2018-07-09,17507486
2018-07-10,17687572
2018-07-11,17660555
2018-07-12,17302911
2018-07-13,17213318
2018-07-14,17378279
2018-07-15,17306932
2018-07-16,17282244
2018-07-17,17399825
2018-07-18,17452636
2018-07-19,17486977
2018-07-20,17471015
2018-07-21,17514114
2018-07-22,17456338
2018-07-23,17488498
2018-07-24,17966553
2018-07-25,18772658
2018-07-26,19018893
2018-07-27,18420500
2018-07-28,18061152
2018-07-29,18066552
2018-07-30,17946418
2018-07-31,18049359
2018-08-01,18447760
2018-08-02,18227939
2018-08-03,17894774
2018-08-04,17958551
2018-08-05,17945330
2018-08-06,17886575
2018-08-07,17840565
2018-08-08,17720071
2018-08-09,17675571
2018-08-10,17620359
2018-08-11,17566837
2018-08-12,17589136
2018-08-14,17490562
2018-08-16,17594689
2018-08-17,17485918
2018-08-18,17503565
2018-08-19,17657452
2018-08-20,18047841
2018-08-21,17939081
2018-08-22,17999779
2018-08-23,18153676
2018-08-24,18301354
2018-08-25,18389266
2018-08-26,18188531
2018-08-27,18162756
2018-08-28,18176333
2018-08-29,18394604
2018-08-30,18328579
2018-08-31,18346244
2018-09-01,18460656
2018-09-02,18631738
2018-09-03,18751477
2018-09-04,18774402
2018-09-05,19167590
2018-09-06,19269108
2018-09-07,19347403
2018-09-08,19343253
2018-09-09,19079782
2018-09-10,18575983
2018-09-11,18466977
2018-09-12,18246970
2018-09-13,18102626
2018-09-14,18045030
2018-09-15,17992532
2018-09-16,17988971
2018-09-17,18019490
2018-09-18,18065352
2018-09-19,17974918
2018-09-20,18074479
2018-09-21,18185703
2018-09-22,18150249
2018-09-23,18176088
2018-09-24,18141913
2018-09-25,18126584
2018-09-26,18220410
2018-09-27,18223465
2018-09-28,18319435
2018-09-29,18527615
2018-09-30,18561188
2018-10-01,18405941
2018-10-02,18277951
2018-10-03,18221675
2018-10-04,18341506
2018-10-05,18385140
2018-10-06,18384669
2018-10-07,18353485
2018-10-08,18357614
2018-10-09,18410294
2018-10-10,18310871
2018-10-11,18278432
2018-10-12,18352579
2018-10-13,18355208
2018-10-14,18310347
2018-10-15,18240909
2018-10-16,18168087
2018-10-17,18100232
2018-10-18,18002473
2018-10-19,18066444
2018-10-20,18041783
2018-10-21,18062030
2018-10-22,18115930
2018-10-23,18206349
2018-10-24,18419693
2018-10-25,18371337
2018-10-26,18421215
2018-10-27,18624106
2018-10-28,18460154
2018-10-29,18310092
2018-10-30,18175271
2018-10-31,18049250
2018-11-01,18074882
2018-11-03,18412665
2018-11-04,18362519
2018-11-05,18403524
2018-11-06,18448880
2018-11-07,18514582
2018-11-08,18460639
