date_obj,Armadyl%20mitre price
2019-03-22,19651
2019-03-23,19665
2019-03-24,19750
2019-03-25,19608
2019-03-26,19932
2019-03-27,19898
2019-03-28,19670
2019-03-29,20205
2019-03-30,20222
2019-03-31,20178
2019-04-01,20134
2019-04-02,20097
2019-04-03,20067
2019-04-04,19447
2019-04-05,18538
2019-04-06,17892
2019-04-07,18115
2019-04-08,18003
2019-04-09,18220
2019-04-10,17741
2019-04-11,17667
2019-04-12,17170
2019-04-13,16644
2019-04-14,16601
2019-04-15,16821
2019-04-16,16296
2019-04-17,15618
2019-04-18,15149
2019-04-19,14600
2019-04-20,14587
2019-04-21,14374
2019-04-22,14203
2019-04-23,14078
2019-04-24,14228
2019-04-25,14038
2019-04-26,13989
2019-04-27,13753
2019-04-28,13929
2019-04-29,13830
2019-04-30,13831
2019-05-01,13880
2019-05-02,13908
2019-05-03,13983
2019-05-04,13984
2019-05-05,14111
2019-05-06,14120
2019-05-07,14213
2019-05-08,14484
2019-05-09,14560
2019-05-10,14866
2019-05-11,15375
2019-05-12,15740
2019-05-13,16174
2019-05-14,16470
2019-05-15,16502
2019-05-16,16969
2019-05-17,17123
2019-05-18,17246
2019-05-19,17497
2019-05-20,18230
2019-05-21,19003
2019-05-22,19425
2019-05-23,19856
2019-05-24,19998
2019-05-25,20455
2019-05-26,20544
2019-05-27,20921
2019-05-28,20939
2019-05-29,21476
2019-05-30,22099
2019-05-31,22962
2019-06-01,23250
2019-06-02,23864
2019-06-03,24205
2019-06-04,24253
2019-06-05,25192
2019-06-06,25877
2019-06-07,26900
2019-06-08,27166
2019-06-09,27592
2019-06-10,27784
2019-06-11,27649
2019-06-12,27900
2019-06-13,27848
2019-06-14,27236
2019-06-15,27076
2019-06-16,26603
2019-06-17,26080
2019-06-18,25681
2019-06-19,25130
2019-06-20,25025
2019-06-21,25159
2019-06-22,25067
2019-06-23,24478
2019-06-24,24022
2019-06-25,23712
2019-06-26,24113
2019-06-27,23781
2019-06-28,22760
2019-06-29,22618
2019-06-30,22668
2019-07-01,22773
2019-07-02,22224
2019-07-03,21531
2019-07-04,21404
2019-07-05,20924
2019-07-06,21083
2019-07-07,21161
2019-07-08,21016
2019-07-09,20716
2019-07-10,20701
2019-07-11,20806
2019-07-12,20687
2019-07-13,20267
2019-07-14,20431
2019-07-15,20737
2019-07-16,20914
2019-07-17,21115
2019-07-18,20711
2019-07-19,20833
2019-07-20,20869
2019-07-21,21204
2019-07-22,21862
2019-07-23,21909
2019-07-24,21613
2019-07-25,21249
2019-07-26,21344
2019-07-27,21053
2019-07-28,21064
2019-07-29,20906
2019-07-30,20444
2019-07-31,20047
2019-08-01,19808
2019-08-02,19911
2019-08-03,19640
2019-08-04,19505
2019-08-05,19385
2019-08-06,19620
2019-08-07,19648
2019-08-08,20042
2019-08-09,19882
2019-08-10,20184
2019-08-11,19753
2019-08-12,19876
2019-08-13,19678
2019-08-14,19198
2019-08-15,18940
2019-08-16,18974
2019-08-17,19050
2019-08-18,18337
2019-08-19,18389
2019-08-20,18304
2019-08-21,18422
2019-08-22,18469
2019-08-23,18474
2019-08-24,18561
2019-08-24,18561
2019-08-25,18294
2019-08-25,18294
2019-08-26,18207
2019-08-27,18560
2019-08-27,18560
2019-08-28,18860
2019-08-29,18668
2019-08-30,18866
2019-08-31,18732
2019-09-01,18792
2019-09-02,18374
2019-09-03,17935
2019-09-04,17841
2019-09-05,17728
2019-09-06,17450
2019-09-07,17319
2019-09-08,17185
2019-09-09,17170
2019-09-10,16805
2019-09-11,16835
2019-09-12,16916
2019-09-13,17172
2019-09-14,17566
2019-09-15,17407
2019-09-16,17560
2019-09-17,17300
2019-09-18,17008
2019-09-19,16788
2019-09-20,16824
2019-09-21,16513
2019-09-22,16452
2019-09-23,16144
2019-09-24,16267
2019-09-25,16248
2019-09-26,16455
2019-09-27,16377
2019-09-28,16398
2019-09-29,16023
2019-09-30,16230
2019-10-01,16272
2019-10-02,16368
2019-10-03,16274
2019-10-04,16634
2019-10-05,16799
2019-10-06,16822
2019-10-07,17026
2019-10-08,17040
2019-10-09,17216
2019-10-10,17026
2019-10-11,16668
2019-10-12,16572
2019-10-13,16811
2019-10-14,16714
2019-10-15,16814
2019-10-16,16754
2019-10-17,16648
2019-10-18,16395
2019-10-19,16352
2019-10-20,16647
2019-10-21,16481
2019-10-22,16673
2019-10-23,17255
2019-10-24,17111
2019-10-25,16453
2019-10-26,16273
2019-10-27,15970
2019-10-28,16159
2019-10-29,16154
2019-10-30,16280
2019-10-31,16233
2019-11-01,15890
2019-11-02,15405
2019-11-03,15301
2019-11-04,14914
2019-11-05,14503
2019-11-06,13777
2019-11-07,13549
2019-11-08,13676
2019-11-09,13941
2019-11-10,13868
2019-11-11,14141
2019-11-12,14403
2019-11-13,14216
2019-11-14,14092
2019-11-15,14286
2019-11-16,14246
2019-11-17,14506
2019-11-18,14636
2019-11-19,14983
2019-11-20,15108
2019-11-21,15110
2019-11-22,14853
2019-11-23,14838
2019-11-24,14675
2019-11-25,14512
2019-11-26,14495
2019-11-27,14504
2019-11-28,14225
2019-11-29,14037
2019-11-30,13993
2019-12-01,14271
2019-12-02,14343
2019-12-03,14369
2019-12-04,14618
2019-12-05,14928
2019-12-06,14754
2019-12-07,14580
2019-12-08,14650
2019-12-09,14835
2019-12-10,14578
2019-12-11,14475
2019-12-12,14795
2019-12-13,15238
2019-12-14,15373
2019-12-15,15207
2019-12-16,15261
2019-12-17,15019
2019-12-18,14806
2019-12-19,14867
2019-12-20,15077
2019-12-21,15142
2019-12-22,15057
2019-12-23,14918
2019-12-24,14926
2019-12-25,15254
2019-12-26,15188
2019-12-27,15275
2019-12-28,15484
2019-12-29,15720
2019-12-30,15721
2019-12-31,15765
2020-01-01,16308
2020-01-02,16885
2020-01-03,16878
2020-01-04,16814
2020-01-05,16974
2020-01-06,16955
2020-01-07,17261
2020-01-08,17031
2020-01-09,17365
2020-01-10,17666
2020-01-11,17596
2020-01-12,17477
2020-01-13,17540
2020-01-14,18031
2020-01-15,18077
2020-01-16,18155
2020-01-17,17951
2020-01-18,17426
2020-01-19,17177
2020-01-20,17494
2020-01-21,17546
2020-01-22,17464
2020-01-23,17676
2020-01-24,18087
2020-01-25,18332
2020-01-26,18512
2020-01-27,18132
2020-01-28,17630
2020-01-29,17401
2020-01-30,16869
2020-01-31,16580
2020-02-01,16184
2020-02-02,15838
2020-02-03,15884
2020-02-04,16048
2020-02-05,16087
2020-02-06,15771
2020-02-07,15478
2020-02-08,15049
2020-02-09,14852
2020-02-10,14714
2020-02-11,14554
2020-02-12,14154
2020-02-13,14083
2020-02-14,13884
2020-02-15,14104
2020-02-16,14286
2020-02-17,14036
2020-02-18,13933
2020-02-19,13761
2020-02-20,13346
2020-02-21,13369
2020-02-22,13191
2020-02-23,12913
2020-02-24,12989
2020-02-25,13016
2020-02-26,12875
2020-02-27,12898
2020-02-28,12943
2020-02-29,12864
2020-03-01,12995
2020-03-02,13215
2020-03-03,13333
2020-03-04,13193
2020-03-05,13368
2020-03-06,13474
2020-03-07,13612
2020-03-08,13533
2020-03-09,13969
2020-03-10,14540
2020-03-11,14836
2020-03-12,14932
2020-03-13,14884
2020-03-14,14984
2020-03-15,15087
2020-03-16,15357
2020-03-17,15462
2020-03-18,15544
2020-03-19,15370
2020-03-20,15762
2020-03-21,16105
2020-03-22,16621
2020-03-23,16939
2020-03-24,17415
2020-03-25,17721
2020-03-26,18070
2020-03-27,18198
2020-03-28,17979
2020-03-29,17896
2020-03-30,17641
2020-03-31,17778
2020-04-01,17898
2020-04-02,17563
2020-04-03,17332
2020-04-04,17272
2020-04-05,17008
2020-04-06,16518
2020-04-07,16146
2020-04-08,16298
2020-04-09,16301
2020-04-10,16430
2020-04-11,16437
2020-04-12,16102
2020-04-13,16152
2020-04-14,16161
2020-04-15,15979
2020-04-16,15700
2020-04-17,15723
2020-04-18,15990
2020-04-19,16044
2020-04-20,16151
2020-04-21,16185
2020-04-22,16038
2020-04-23,15530
2020-04-24,15314
2020-04-25,14916
2020-04-26,14930
2020-04-27,14810
2020-04-28,14605
2020-04-29,14648
2020-04-30,15247
2020-05-01,15461
2020-05-02,15616
2020-05-03,15912
2020-05-04,16423
2020-05-05,16782
2020-05-06,16797
2020-05-07,16638
2020-05-08,16448
2020-05-09,16178
2020-05-10,16092
2020-05-11,15824
2020-05-12,15901
2020-05-13,15817
