date_obj,Evil%20chicken%20head price
2017-03-30,567636
2017-03-31,567636
2017-04-01,567636
2017-04-02,567636
2017-04-03,567636
2017-04-04,567636
2017-04-12,593705
2017-04-13,593705
2017-04-14,593705
2017-04-15,593705
2017-04-16,593705
2017-04-17,593705
2017-04-18,593705
2017-04-19,593705
2017-04-20,593705
2017-04-21,593705
2017-04-22,593705
2017-04-23,593705
2017-04-24,593705
2017-04-25,593705
2017-04-26,593705
2017-04-27,593705
2017-04-28,593705
2017-04-29,593705
2017-04-30,593705
2017-05-01,593705
2017-05-02,593705
2017-05-03,620066
2017-05-04,620066
2017-05-05,620066
2017-05-06,620066
2017-05-07,620066
2017-05-08,620066
2017-05-09,620066
2017-05-10,620066
2017-05-11,620066
2017-05-12,620066
2017-05-13,620066
2017-05-14,620066
2017-05-16,620066
2017-05-17,620066
2017-05-18,620066
2017-05-19,620066
2017-05-20,620066
2017-05-21,620066
2017-05-22,620066
2017-05-23,648600
2017-05-24,648600
2017-05-25,648600
2017-05-26,648600
2017-05-27,648600
2017-05-28,648600
2017-05-29,648600
2017-05-30,648600
2017-05-31,648600
2017-06-01,648600
2017-06-02,648600
2017-06-03,648600
2017-06-04,648600
2017-06-05,648600
2017-06-06,648600
2017-06-07,648600
2017-06-08,648600
2017-06-09,648600
2017-06-10,648600
2017-06-11,648600
2017-06-12,648600
2017-06-13,648600
2017-06-14,678263
2017-06-15,678263
2017-06-16,678263
2017-06-17,678263
2017-06-18,678263
2017-06-19,678263
2017-06-20,678263
2017-06-21,678263
2017-06-22,678263
2017-06-23,678263
2017-06-24,678263
2017-06-25,678263
2017-06-26,678263
2017-06-27,678263
2017-06-28,678263
2017-06-29,678263
2017-06-30,678263
2017-07-01,678263
2017-07-02,678263
2017-07-03,678263
2017-07-04,678263
2017-07-05,678263
2017-07-06,678263
2017-07-07,678263
2017-07-08,678263
2017-07-13,709413
2017-07-14,709413
2017-07-15,709413
2017-07-16,709413
2017-07-17,709413
2017-07-18,709413
2017-07-19,709413
2017-07-20,709413
2017-07-21,709413
2017-07-22,709413
2017-07-23,709413
2017-07-24,709413
2017-07-25,709413
2017-07-26,709413
2017-07-27,709413
2017-07-28,709413
2017-07-29,709413
2017-07-30,709413
2017-07-31,709413
2017-08-01,709413
2017-08-02,709413
2017-08-03,709413
2017-08-04,707603
2017-08-05,707603
2017-08-06,707603
2017-08-09,707603
2017-08-10,707603
2017-08-11,707603
2017-08-12,707603
2017-08-13,707603
2017-08-14,707603
2017-08-15,707603
2017-08-16,707603
2017-08-17,707603
2017-08-18,707603
2017-08-19,707603
2017-08-20,707603
2017-08-21,707603
2017-08-22,707603
2017-08-23,707603
2017-08-24,707603
2017-08-25,707603
2017-08-26,707603
2017-08-27,707603
2017-08-28,707603
2017-08-29,707603
2017-08-30,720653
2017-08-31,720653
2017-09-01,720653
2017-09-02,720653
2017-09-03,720653
2017-09-04,720653
2017-09-05,720653
2017-09-06,720653
2017-09-07,720653
2017-09-08,720653
2017-09-09,720653
2017-09-10,720653
2017-09-11,720653
2017-09-12,720653
2017-09-13,720653
2017-09-14,720653
2017-09-15,720653
2017-09-16,720653
2017-09-17,720653
2017-09-18,720653
2017-09-19,720653
2017-09-20,720653
2017-09-21,720653
2017-09-22,694224
2017-09-23,694224
2017-09-24,694224
2017-09-25,694224
2017-09-26,694224
2017-09-27,694224
2017-09-28,694224
2017-09-29,694224
2017-09-30,694224
2017-10-01,694224
2017-10-02,694224
2017-10-03,694224
2017-10-04,694224
2017-10-05,694224
2017-10-06,694224
2017-10-07,694224
2017-10-08,694224
2017-10-09,694224
2017-10-10,694224
2017-10-11,694224
2017-10-12,694224
2017-10-13,710705
2017-10-14,710705
2017-10-15,710705
2017-10-16,710705
2017-10-17,710705
2017-10-18,710705
2017-10-19,710705
2017-10-20,710705
2017-10-21,710705
2017-10-22,710705
2017-10-23,710705
2017-10-24,710705
2017-10-25,710705
2017-10-26,710705
2017-10-27,710705
2017-10-28,710705
2017-10-29,710705
2017-10-30,710705
2017-10-31,710705
2017-11-01,710705
2017-11-02,710705
2017-11-03,710705
2017-11-04,710705
2017-11-05,710705
2017-11-06,710705
2017-11-07,710705
2017-11-08,726641
2017-11-09,726641
2017-11-10,726641
2017-11-11,726641
2017-11-12,726641
2017-11-13,726641
2017-11-14,726641
2017-11-15,726641
2017-11-16,726641
2017-11-17,726641
2017-11-18,726641
2017-11-19,726641
2017-11-20,726641
2017-11-21,726641
2017-11-22,726641
2017-11-23,726641
2017-11-24,726641
2017-11-25,726641
2017-11-26,726641
2017-11-27,726641
2017-11-28,726641
2017-11-29,726641
2017-11-30,726641
2017-12-01,726641
2017-12-02,726641
2017-12-03,726641
2017-12-04,710848
2017-12-05,710848
2017-12-06,710848
2017-12-07,710848
2017-12-08,710848
2017-12-09,710848
2017-12-10,710848
2017-12-11,710848
2017-12-12,710848
2017-12-13,710848
2017-12-14,710848
2017-12-15,710848
2017-12-16,710848
2017-12-17,710848
2017-12-18,710848
2017-12-19,710848
2017-12-20,710848
2017-12-21,710848
2017-12-22,710848
2017-12-23,710848
2017-12-24,710848
2017-12-25,710848
2017-12-26,710848
2017-12-27,719429
2017-12-28,719429
2017-12-29,719429
2017-12-30,719429
2017-12-31,719429
2018-01-01,719429
2018-01-02,719429
2018-01-03,719429
2018-01-04,719429
2018-01-05,719429
2018-01-06,719429
2018-01-07,719429
2018-01-08,719429
2018-01-09,719429
2018-01-10,719429
2018-01-11,719429
2018-01-12,719429
2018-01-13,719429
2018-01-14,719429
2018-01-15,719429
2018-01-16,719429
2018-01-17,689205
2018-01-18,689205
2018-01-19,689205
2018-01-20,689205
2018-01-21,689205
2018-01-22,689205
2018-01-23,689205
2018-01-25,689205
2018-01-26,656176
2018-01-27,656176
2018-01-28,656176
2018-01-29,656176
2018-01-30,656176
2018-01-31,656176
2018-02-01,656176
2018-02-02,656176
2018-02-03,627012
2018-02-04,627012
2018-02-05,627012
2018-02-06,627012
2018-02-07,627012
2018-02-08,627012
2018-02-09,627012
2018-02-10,627012
2018-02-11,627012
2018-02-12,627012
2018-02-13,597256
2018-02-14,597256
2018-02-15,597256
2018-02-16,597256
2018-02-17,597256
2018-02-18,597256
2018-02-19,597256
2018-02-20,597256
2018-02-21,569972
2018-02-22,569972
2018-02-23,569972
2018-02-24,569972
2018-02-25,569972
2018-02-26,569972
2018-02-27,590930
2018-02-28,590930
2018-03-01,590930
2018-03-02,590930
2018-03-03,590930
2018-03-04,590930
2018-03-05,590930
2018-03-06,590930
2018-03-07,590930
2018-03-08,581378
2018-03-09,581378
2018-03-10,581378
2018-03-11,581378
2018-03-12,581378
2018-03-13,581378
2018-03-14,581378
2018-03-15,581378
2018-03-16,581378
2018-03-17,581378
2018-03-18,581378
2018-03-20,572983
2018-03-21,572983
2018-03-23,572983
2018-03-24,572983
2018-03-25,572983
2018-03-26,572983
2018-03-27,572983
2018-03-28,572983
2018-03-29,572983
2018-03-30,573560
2018-03-31,573560
2018-04-01,573560
2018-04-02,573560
2018-04-03,573560
2018-04-04,573560
2018-04-05,573560
2018-04-06,573560
2018-04-07,573560
2018-04-08,573560
2018-04-09,573560
2018-04-10,567819
2018-04-11,567819
2018-04-12,567819
2018-04-13,567819
2018-04-14,567819
2018-04-15,567819
2018-04-16,567819
2018-04-17,567819
2018-04-18,567819
2018-04-19,567819
2018-04-20,555037
2018-04-21,555037
2018-04-22,555037
2018-04-23,555037
2018-04-24,555037
2018-04-25,555037
2018-04-26,555037
2018-04-27,555037
2018-04-28,555037
2018-04-29,555037
2018-04-30,555037
2018-05-01,557017
2018-05-03,557017
2018-05-04,557017
2018-05-05,557017
2018-05-07,557017
2018-05-08,557017
2018-05-09,557017
2018-05-10,557017
2018-05-11,557017
2018-05-12,557017
2018-05-13,556629
2018-05-14,556629
2018-05-15,556629
2018-05-16,556629
2018-05-17,556629
2018-05-18,556629
2018-05-19,556629
2018-05-20,556629
2018-05-21,556629
2018-05-22,556629
2018-05-23,575569
2018-05-24,575569
2018-05-25,575569
2018-05-26,575569
2018-05-27,575569
2018-05-28,575569
2018-05-29,575569
2018-05-30,575569
2018-05-31,587275
2018-06-01,587275
2018-06-02,587275
2018-06-03,587275
2018-06-04,587275
2018-06-05,587275
2018-06-06,587275
2018-06-07,587275
2018-06-08,582024
2018-06-09,582024
2018-06-10,582024
2018-06-11,582024
2018-06-12,582024
2018-06-13,582024
2018-06-14,582024
2018-06-15,582024
2018-06-16,568511
2018-06-17,568511
2018-06-18,568511
2018-06-19,568511
2018-06-20,568511
2018-06-21,568511
2018-06-22,568511
2018-06-23,568511
2018-06-24,568511
2018-06-25,567812
2018-06-26,567812
2018-06-27,567812
2018-06-28,567812
2018-06-29,567812
2018-06-30,567812
2018-07-01,567812
2018-07-02,567812
2018-07-03,567812
2018-07-04,567812
2018-07-05,567812
2018-07-06,567812
2018-07-07,561018
2018-07-08,561018
2018-07-09,561018
2018-07-10,561018
2018-07-11,561018
2018-07-12,561018
2018-07-13,561018
2018-07-14,561018
2018-07-15,561018
2018-07-16,561018
2018-07-17,561018
2018-07-18,561018
2018-07-19,561018
2018-07-20,551956
2018-07-21,551956
2018-07-22,551956
2018-07-23,551956
2018-07-24,551956
2018-07-25,551956
2018-07-26,556189
2018-07-27,556189
2018-07-28,556189
2018-07-29,556189
2018-07-30,556189
2018-07-31,556189
2018-08-01,556189
2018-08-02,556189
2018-08-03,556189
2018-08-04,532062
2018-08-05,532062
2018-08-06,532062
2018-08-07,532062
2018-08-08,532062
2018-08-09,532062
2018-08-10,532062
2018-08-11,532062
2018-08-12,529613
2018-08-14,529613
2018-08-16,529613
2018-08-17,529613
2018-08-18,529613
2018-08-19,529613
2018-08-20,529613
2018-08-21,546609
2018-08-22,546609
2018-08-23,546609
2018-08-24,546609
2018-08-25,546609
2018-08-26,546609
2018-08-27,546609
2018-08-28,546609
2018-08-29,542412
2018-08-30,542412
2018-08-31,542412
2018-09-01,542412
2018-09-02,542412
2018-09-03,542412
2018-09-04,542412
2018-09-05,542412
2018-09-06,538364
2018-09-07,538364
2018-09-08,538364
2018-09-09,538364
2018-09-10,538364
2018-09-11,538364
2018-09-12,557393
2018-09-13,557393
2018-09-14,557393
2018-09-15,557393
2018-09-16,557393
2018-09-17,557393
2018-09-18,557393
2018-09-19,557393
2018-09-20,582564
2018-09-21,582564
2018-09-22,582564
2018-09-23,582564
2018-09-24,582564
2018-09-25,582564
2018-09-26,582564
2018-09-27,582564
2018-09-28,601984
2018-09-29,601984
2018-09-30,601984
2018-10-01,601984
2018-10-02,601984
2018-10-03,601984
2018-10-04,601984
2018-10-05,625195
2018-10-06,625195
2018-10-07,625195
2018-10-08,625195
2018-10-09,625195
2018-10-10,625195
2018-10-11,653202
2018-10-12,653202
2018-10-13,653202
2018-10-14,653202
2018-10-15,653202
2018-10-16,653202
2018-10-17,653202
2018-10-18,653202
2018-10-19,683604
2018-10-20,683604
2018-10-21,683604
2018-10-22,683604
2018-10-23,683604
2018-10-24,683604
2018-10-25,683604
2018-10-26,683604
2018-10-27,715882
2018-10-28,715882
2018-10-29,715882
2018-10-30,715882
2018-10-31,715882
2018-11-01,715882
2018-11-03,748212
2018-11-04,748212
2018-11-05,748212
2018-11-06,783406
2018-11-07,783406
2018-11-08,783406
2018-11-09,783406
2018-11-10,783406
2018-11-11,783406
2018-11-12,819666
2018-11-13,819666
2018-11-14,819666
2018-11-15,819666
2018-11-16,819666
2018-11-17,819666
2018-11-18,856506
2018-11-19,856506
2018-11-20,856506
2018-11-21,856506
2018-11-22,856506
2018-11-23,856506
2018-11-24,895048
2018-11-25,895048
2018-11-26,895048
2018-11-27,895048
2018-11-28,934763
2018-11-29,934763
2018-12-01,934763
2018-12-02,975903
2018-12-03,975903
2018-12-04,975903
2018-12-05,975903
2018-12-07,975903
2018-12-09,1016705
2018-12-10,1016705
2018-12-11,1016705
2018-12-12,1016705
2018-12-13,1016705
2018-12-14,1064688
2018-12-15,1064688
2018-12-16,1064688
2018-12-17,1064688
2018-12-18,1064688
2018-12-19,1064688
2018-12-20,1114573
2018-12-21,1114573
2018-12-22,1114573
2018-12-23,1114573
2018-12-24,1114573
2018-12-25,1114573
2018-12-26,1114573
2018-12-27,1166522
2018-12-28,1166522
2018-12-29,1166522
2018-12-30,1166522
2018-12-31,1166522
2019-01-01,1166522
2019-01-02,1166522
2019-01-03,1166522
2019-01-04,1214218
2019-01-05,1214218
2019-01-06,1214218
2019-01-08,1214218
2019-01-10,1214218
2019-01-11,1214218
2019-01-12,1195579
2019-01-13,1195579
2019-01-14,1195579
2019-01-15,1195579
2019-01-16,1195579
2019-01-17,1195579
2019-01-18,1195579
2019-01-19,1137223
2019-01-20,1137223
2019-01-21,1137223
2019-01-22,1137223
2019-01-23,1137223
2019-01-24,1137223
2019-01-25,1137223
2019-01-26,1082165
2019-01-27,1082165
2019-01-28,1082165
2019-01-29,1082165
2019-01-30,1082165
2019-01-31,1082165
2019-02-01,1029382
2019-02-02,1029382
2019-02-03,1029382
2019-02-04,1029382
2019-02-05,1029382
2019-02-06,1029382
2019-02-07,979869
2019-02-08,979869
2019-02-09,979869
2019-02-10,979869
2019-02-11,979869
2019-02-12,979869
2019-02-13,979869
2019-02-14,949815
2019-02-15,949815
2019-02-16,949815
2019-02-17,949815
2019-02-18,949815
2019-02-19,949815
2019-02-20,949815
2019-02-21,923888
2019-02-22,923888
2019-02-23,923888
2019-02-24,923888
2019-02-25,923888
2019-02-26,923888
2019-02-27,923888
2019-02-28,923888
2019-03-01,923888
2019-03-02,923888
2019-03-03,923888
2019-03-04,923888
2019-03-05,923888
2019-03-06,923888
2019-03-07,881531
2019-03-08,881531
2019-03-09,881531
2019-03-10,881531
2019-03-11,881531
2019-03-12,881531
2019-03-13,881531
2019-03-14,855664
2019-03-15,855664
2019-03-16,855664
2019-03-17,855664
2019-03-18,855664
2019-03-19,855664
2019-03-20,855664
2019-03-21,855664
2019-03-22,846999
2019-03-23,846999
2019-03-24,846999
2019-03-25,846999
2019-03-26,846999
2019-03-27,846999
2019-03-28,809073
2019-03-29,809073
2019-03-30,809073
2019-03-31,809073
2019-04-01,809073
2019-04-02,809073
2019-04-03,776882
2019-04-04,776882
2019-04-05,776882
2019-04-06,776882
2019-04-07,776882
2019-04-08,776882
2019-04-09,776882
2019-04-10,776882
2019-04-11,767815
2019-04-12,767815
2019-04-13,767815
2019-04-14,767815
2019-04-15,767815
2019-04-16,767815
2019-04-17,767815
2019-04-18,772099
2019-04-19,772099
2019-04-20,772099
2019-04-21,772099
2019-04-22,772099
2019-04-23,772099
2019-04-24,772099
2019-04-25,784908
2019-04-26,784908
2019-04-27,784908
2019-04-28,784908
2019-04-29,784908
2019-04-30,784908
2019-05-01,784908
2019-05-02,784908
2019-05-03,801652
2019-05-04,801652
2019-05-05,801652
2019-05-06,801652
2019-05-07,801652
2019-05-08,801652
2019-05-09,801652
2019-05-10,801652
2019-05-11,801652
2019-05-12,823473
2019-05-13,823473
2019-05-14,823473
2019-05-15,823473
2019-05-16,823473
2019-05-17,823473
2019-05-18,823473
2019-05-19,823473
2019-05-20,823473
2019-05-21,823473
2019-05-22,823473
2019-05-23,816888
2019-05-24,816888
2019-05-25,816888
2019-05-26,816888
2019-05-27,816888
2019-05-28,816888
2019-05-29,816888
2019-05-30,816888
2019-05-31,816888
2019-06-01,793874
2019-06-02,793874
2019-06-03,793874
2019-06-04,793874
2019-06-05,793874
2019-06-06,793874
2019-06-07,793874
2019-06-08,793874
2019-06-09,761920
2019-06-10,761920
2019-06-11,761920
2019-06-12,761920
2019-06-13,761920
2019-06-14,761920
2019-06-15,761920
2019-06-16,726356
2019-06-17,726356
2019-06-18,726356
2019-06-19,726356
2019-06-20,726356
2019-06-21,726356
2019-06-22,726356
2019-06-23,726356
2019-06-24,726356
2019-06-25,697986
2019-06-26,697986
2019-06-27,697986
2019-06-28,697986
2019-06-29,697986
2019-06-30,697986
2019-07-01,697986
2019-07-02,697986
2019-07-03,667786
2019-07-04,667786
2019-07-05,667786
2019-07-06,667786
2019-07-07,667786
2019-07-08,667786
2019-07-09,667786
2019-07-10,634396
2019-07-11,634396
2019-07-12,634396
2019-07-13,634396
2019-07-14,634396
2019-07-15,634396
2019-07-16,634396
2019-07-17,604159
2019-07-18,604159
2019-07-19,604159
2019-07-20,604159
2019-07-21,604159
2019-07-22,604159
2019-07-23,604159
2019-07-24,604159
2019-07-25,604159
2019-07-26,575500
2019-07-27,575500
2019-07-28,575500
2019-07-29,575500
2019-07-30,575500
2019-07-31,575500
2019-08-01,575500
2019-08-02,575500
2019-08-03,546725
2019-08-04,546725
2019-08-05,546725
2019-08-06,546725
2019-08-07,546725
2019-08-08,546725
2019-08-09,546725
2019-08-10,524598
2019-08-11,524598
2019-08-12,524598
2019-08-13,524598
2019-08-14,524598
2019-08-15,524598
2019-08-16,536858
2019-08-17,536858
2019-08-18,536858
2019-08-19,536858
2019-08-20,536858
2019-08-21,536858
2019-08-22,536858
2019-08-23,547179
2019-08-24,547179
2019-08-24,547179
2019-08-25,547179
2019-08-25,547179
2019-08-26,547179
2019-08-27,547179
2019-08-27,547179
2019-08-28,547179
2019-08-29,547179
2019-08-30,547179
2019-08-31,547179
2019-09-01,568601
2019-09-02,568601
2019-09-03,568601
2019-09-04,568601
2019-09-05,568601
2019-09-06,568601
2019-09-07,568601
2019-09-08,568601
2019-09-09,568601
2019-09-10,569249
2019-09-11,569249
2019-09-12,569249
2019-09-13,569249
2019-09-14,569249
2019-09-15,569249
2019-09-16,569249
2019-09-17,561223
2019-09-18,561223
2019-09-19,561223
2019-09-20,561223
2019-09-21,561223
2019-09-22,561223
2019-09-23,561223
2019-09-24,561223
2019-09-25,561223
2019-09-26,562633
2019-09-27,562633
2019-09-28,562633
2019-09-29,562633
2019-09-30,562633
2019-10-01,562633
2019-10-02,562633
2019-10-03,562633
2019-10-04,561690
2019-10-05,561690
2019-10-06,561690
2019-10-07,561690
2019-10-08,561690
2019-10-09,561690
2019-10-10,561690
2019-10-11,561690
2019-10-12,564630
2019-10-13,564630
2019-10-14,564630
2019-10-15,564630
2019-10-16,564630
2019-10-17,564630
2019-10-18,564630
2019-10-19,589614
2019-10-20,589614
2019-10-21,589614
2019-10-22,589614
2019-10-23,589614
2019-10-24,589614
2019-10-25,589614
2019-10-26,613948
2019-10-27,613948
2019-10-28,613948
2019-10-29,613948
2019-10-30,613948
2019-10-31,613948
2019-11-01,613948
2019-11-02,613948
2019-11-03,642241
2019-11-04,642241
2019-11-05,642241
2019-11-06,642241
2019-11-07,642241
2019-11-08,642241
2019-11-09,642241
2019-11-10,642241
2019-11-11,642241
2019-11-12,672047
2019-11-13,672047
2019-11-14,672047
2019-11-15,672047
2019-11-16,672047
2019-11-17,672047
2019-11-18,672047
2019-11-19,672047
2019-11-20,672047
2019-11-21,672047
2019-11-22,703736
2019-11-23,703736
2019-11-24,703736
2019-11-25,703736
2019-11-26,703736
2019-11-27,703736
2019-11-28,703736
2019-11-29,703736
2019-11-30,703736
2019-12-01,736560
2019-12-02,736560
2019-12-03,736560
2019-12-04,736560
2019-12-05,736560
2019-12-06,736560
2019-12-07,736560
2019-12-08,736560
2019-12-09,736560
2019-12-10,736560
2019-12-11,754929
2019-12-12,754929
2019-12-13,754929
2019-12-14,754929
2019-12-15,754929
2019-12-16,754929
2019-12-17,754929
2019-12-18,754929
2019-12-19,754929
2019-12-20,754929
2019-12-21,754929
2019-12-22,744723
2019-12-23,744723
2019-12-24,744723
2019-12-25,744723
2019-12-26,744723
2019-12-27,744723
2019-12-28,744723
2019-12-29,744723
2019-12-30,744723
2019-12-31,744723
2020-01-01,726201
2020-01-02,726201
2020-01-03,726201
2020-01-04,726201
2020-01-05,726201
2020-01-06,726201
2020-01-07,726201
2020-01-08,726201
2020-01-09,726201
2020-01-10,726201
2020-01-11,706310
2020-01-12,706310
2020-01-13,706310
2020-01-14,706310
2020-01-15,706310
2020-01-16,706310
2020-01-17,706310
2020-01-18,706310
2020-01-19,706310
2020-01-20,706310
2020-01-21,706310
2020-01-22,679668
2020-01-23,679668
2020-01-24,679668
2020-01-25,679668
2020-01-26,679668
2020-01-27,679668
2020-01-28,679668
2020-01-29,679668
2020-01-30,668065
2020-01-31,668065
2020-02-01,668065
2020-02-02,668065
2020-02-03,668065
2020-02-04,668065
2020-02-05,668065
2020-02-06,668065
2020-02-07,666171
2020-02-08,666171
2020-02-09,666171
2020-02-10,666171
2020-02-11,666171
2020-02-12,666171
2020-02-13,666171
2020-02-14,647069
2020-02-15,647069
2020-02-16,647069
2020-02-17,647069
2020-02-18,647069
2020-02-19,647069
2020-02-20,647069
2020-02-21,647069
2020-02-22,648833
2020-02-23,648833
2020-02-24,648833
2020-02-25,648833
2020-02-26,648833
2020-02-27,648833
2020-02-28,648833
2020-02-29,648833
2020-03-01,648833
2020-03-02,649129
2020-03-03,649129
2020-03-04,649129
2020-03-05,649129
2020-03-06,649129
2020-03-07,649129
2020-03-08,649129
2020-03-09,649129
2020-03-10,636585
2020-03-11,636585
2020-03-12,636585
2020-03-13,636585
2020-03-14,636585
2020-03-15,636585
2020-03-16,636585
2020-03-17,636585
2020-03-18,616644
2020-03-19,616644
2020-03-20,616644
2020-03-21,616644
2020-03-22,616644
2020-03-23,616644
2020-03-24,603261
2020-03-25,603261
2020-03-26,603261
2020-03-27,603261
2020-03-28,603261
2020-03-29,603261
2020-03-30,590952
2020-03-31,590952
2020-04-01,590952
2020-04-02,590952
2020-04-03,590952
2020-04-04,590952
2020-04-05,578970
2020-04-06,578970
2020-04-07,578970
2020-04-08,578970
2020-04-09,578970
2020-04-10,578970
2020-04-11,569442
2020-04-12,569442
2020-04-13,569442
2020-04-14,569442
2020-04-15,569442
2020-04-16,569442
2020-04-17,568305
2020-04-18,568305
2020-04-19,568305
2020-04-20,568305
2020-04-21,568305
2020-04-22,583742
2020-04-23,583742
2020-04-24,583742
2020-04-25,583742
2020-04-26,583742
2020-04-27,583742
2020-04-28,607447
2020-04-29,607447
2020-04-30,607447
2020-05-01,607447
2020-05-02,607447
2020-05-03,607447
2020-05-04,619465
2020-05-05,619465
2020-05-06,619465
2020-05-07,619465
2020-05-08,619465
2020-05-09,619465
2020-05-10,627878
2020-05-11,627878
2020-05-12,627878
2020-05-13,627878
