date_obj,Dark%20kebbit%20fur price
2015-10-23,3443
2015-10-24,3443
2015-10-25,3274
2015-10-26,3274
2015-10-27,3274
2015-10-29,3274
2015-10-30,3274
2015-10-31,3113
2015-11-01,3113
2015-11-02,3113
2015-11-03,3113
2015-11-04,3113
2015-11-05,3113
2015-11-06,2979
2015-11-07,2979
2015-11-08,2979
2015-11-09,2979
2015-11-10,2979
2015-11-11,2838
2015-11-12,2838
2015-11-13,2838
2015-11-14,2838
2015-11-15,2838
2015-11-16,2838
2015-11-17,2838
2015-11-18,2713
2015-11-19,2713
2015-11-20,2713
2015-11-21,2713
2015-11-22,2586
2015-11-23,2586
2015-11-24,2586
2015-11-25,2586
2015-11-26,2586
2015-11-27,2462
2015-11-28,2462
2015-11-29,2462
2015-11-30,2462
2015-12-01,2347
2015-12-02,2347
2015-12-03,2347
2015-12-04,2347
2015-12-05,2347
2015-12-06,2234
2015-12-07,2234
2015-12-08,2234
2015-12-09,2234
2015-12-10,2137
2015-12-11,2137
2015-12-12,2137
2015-12-13,2137
2015-12-14,2038
2015-12-15,2038
2015-12-16,2038
2015-12-17,2038
2015-12-18,1946
2015-12-19,1946
2015-12-20,1946
2015-12-21,1946
2015-12-22,1946
2015-12-23,1946
2015-12-24,1870
2015-12-25,1870
2015-12-26,1870
2015-12-27,1870
2015-12-28,1870
2015-12-29,1779
2015-12-30,1779
2015-12-31,1779
2016-01-01,1779
2016-01-02,1779
2016-01-03,1699
2016-01-04,1699
2016-01-05,1699
2016-01-06,1699
2016-01-07,1699
2016-01-08,1617
2016-01-09,1617
2016-01-10,1617
2016-01-11,1617
2016-01-12,1540
2016-01-13,1540
2016-01-14,1540
2016-01-15,1540
2016-01-16,1540
2016-01-17,1469
2016-01-18,1469
2016-01-19,1469
2016-01-20,1469
2016-01-21,1469
2016-01-22,1400
2016-01-23,1400
2016-01-24,1400
2016-01-25,1400
2016-01-26,1400
2016-01-27,1333
2016-01-28,1333
2016-01-29,1333
2016-01-30,1333
2016-01-31,1333
2016-02-01,1270
2016-02-02,1270
2016-02-03,1270
2016-02-04,1270
2016-02-05,1270
2016-02-06,1211
2016-02-07,1211
2016-02-08,1211
2016-02-09,1211
2016-02-10,1211
2016-02-11,1211
2016-02-12,1211
2016-02-13,1211
2016-02-14,1155
2016-02-15,1155
2016-02-16,1155
2016-02-17,1155
2016-02-18,1155
2016-02-19,1155
2016-02-20,1108
2016-02-21,1108
2016-02-22,1108
2016-02-23,1108
2016-02-24,1108
2016-02-25,1055
2016-02-26,1055
2016-02-27,1055
2016-02-28,1055
2016-03-01,1005
2016-03-02,1005
2016-03-03,1005
2016-03-04,1005
2016-03-05,1005
2016-03-06,961
2016-03-07,961
2016-03-08,961
2016-03-09,961
2016-03-10,961
2016-03-11,961
2016-03-12,926
2016-03-13,926
2016-03-14,926
2016-03-15,926
2016-03-16,926
2016-03-17,926
2016-03-18,917
2016-03-19,917
2016-03-20,917
2016-03-21,917
2016-03-22,917
2016-03-23,917
2016-03-24,886
2016-03-25,886
2016-03-26,886
2016-03-27,886
2016-03-28,886
2016-03-29,924
2016-03-30,924
2016-03-31,924
2016-04-01,924
2016-04-02,924
2016-04-03,924
2016-04-04,951
2016-04-05,951
2016-04-06,951
2016-04-07,951
2016-04-08,951
2016-04-09,959
2016-04-10,959
2016-04-11,959
2016-04-12,959
2016-04-13,959
2016-04-14,959
2016-04-15,948
2016-04-16,948
2016-04-17,948
2016-04-18,948
2016-04-19,948
2016-04-20,977
2016-04-21,977
2016-04-22,977
2016-04-23,977
2016-04-24,977
2016-04-25,954
2016-04-26,954
2016-04-27,954
2016-04-28,954
2016-04-29,963
2016-04-30,963
2016-05-01,963
2016-05-02,963
2016-05-03,939
2016-05-04,939
2016-05-05,939
2016-05-06,939
2016-05-07,907
2016-05-08,907
2016-05-09,907
2016-05-10,907
2016-05-11,885
2016-05-12,885
2016-05-13,885
2016-05-14,885
2016-05-15,921
2016-05-16,921
2016-05-17,921
2016-05-18,921
2016-05-19,912
2016-05-22,912
2016-05-23,912
2016-05-24,899
2016-05-25,899
2016-05-26,899
2016-05-27,899
2016-05-28,899
2016-05-29,890
2016-05-30,890
2016-05-31,890
2016-06-01,890
2016-06-02,890
2016-06-03,890
2016-06-04,888
2016-06-05,888
2016-06-06,888
2016-06-07,888
2016-06-08,888
2016-06-09,888
2016-06-10,851
2016-06-11,851
2016-06-12,851
2016-06-13,851
2016-06-14,851
2016-06-15,832
2016-06-16,832
2016-06-17,832
2016-06-18,832
2016-06-19,801
2016-06-20,801
2016-06-21,801
2016-06-22,801
2016-06-23,783
2016-06-24,783
2016-06-25,783
2016-06-26,783
2016-06-27,783
2016-06-28,761
2016-06-29,761
2016-06-30,761
2016-07-01,761
2016-07-02,761
2016-07-03,735
2016-07-04,735
2016-07-05,735
2016-07-06,735
2016-07-07,735
2016-07-08,760
2016-07-09,760
2016-07-10,760
2016-07-11,760
2016-07-12,771
2016-07-13,771
2016-07-14,771
2016-07-15,771
2016-07-16,771
2016-07-17,796
2016-07-18,796
2016-07-23,831
2016-07-24,831
2016-07-25,831
2016-07-26,831
2016-07-27,872
2016-07-28,872
2016-07-29,872
2016-07-30,872
2016-07-31,872
2016-08-01,914
2016-08-02,914
2016-08-03,914
2016-08-04,914
2016-08-05,914
2016-08-06,950
2016-08-07,950
2016-08-08,950
2016-08-09,950
2016-08-10,950
2016-08-11,986
2016-08-12,986
2016-08-13,986
2016-08-14,986
2016-08-15,986
2016-08-16,986
2016-08-17,1015
2016-08-18,1015
2016-08-19,1015
2016-08-20,1015
2016-08-21,1015
2016-08-22,1015
2016-08-23,1029
2016-08-24,1029
2016-08-25,1029
2016-08-26,1029
2016-08-28,1036
2016-08-31,1036
2016-09-01,1036
2016-09-02,1036
2016-09-03,1052
2016-09-04,1052
2016-09-05,1052
2016-09-06,1052
2016-09-07,1052
2016-09-08,1052
2016-09-09,1026
2016-09-10,1026
2016-09-11,1026
2016-09-12,1026
2016-09-13,1026
2016-09-14,1026
2016-09-15,1026
2016-09-16,1026
2016-09-17,977
2016-09-18,977
2016-09-19,977
2016-09-20,977
2016-09-21,977
2016-09-22,977
2016-09-23,977
2016-09-24,977
2016-09-25,932
2016-09-26,932
2016-09-27,932
2016-09-28,932
2016-09-29,932
2016-09-30,932
2016-10-01,932
2016-10-02,932
2016-10-03,891
2016-10-04,891
2016-10-05,891
2016-10-06,891
2016-10-07,891
2016-10-08,891
2016-10-09,891
2016-10-10,891
2016-10-11,856
2016-10-12,856
2016-10-13,856
2016-10-14,856
2016-10-15,856
2016-10-16,856
2016-10-17,830
2016-10-18,830
2016-10-19,830
2016-10-20,830
2016-10-21,830
2016-10-22,830
2016-10-23,830
2016-10-24,837
2016-10-25,837
2016-10-26,837
2016-10-27,837
2016-10-28,837
2016-10-29,837
2016-10-30,837
2016-10-31,858
2016-11-01,858
2016-11-02,858
2016-11-03,858
2016-11-04,858
2016-11-05,858
2016-11-06,858
2016-11-07,871
2016-11-08,871
2016-11-09,871
2016-11-10,871
2016-11-11,871
2016-11-12,871
2016-11-13,871
2016-11-14,891
2016-11-15,891
2016-12-07,846
2016-12-08,803
2016-12-09,803
2016-12-10,803
2016-12-11,803
2016-12-12,803
2016-12-13,803
2016-12-14,764
2016-12-15,764
2016-12-16,764
2016-12-17,764
2016-12-18,764
2016-12-19,764
2016-12-20,727
2016-12-21,727
2016-12-22,727
2016-12-23,727
2016-12-24,738
2016-12-25,738
2016-12-26,738
2016-12-27,738
2016-12-28,760
2016-12-29,760
2016-12-30,760
2016-12-31,760
2017-01-01,760
2017-01-02,777
2017-01-03,777
2017-01-04,777
2017-01-05,777
2017-01-06,777
2017-01-07,743
2017-01-08,743
2017-01-09,743
2017-01-10,743
2017-01-11,743
2017-01-12,706
2017-01-13,706
2017-01-14,706
2017-01-15,706
2017-01-16,706
2017-01-17,671
2017-01-18,671
2017-01-19,671
2017-01-20,671
2017-01-21,687
2017-01-22,687
2017-01-23,687
2017-01-27,713
2017-01-28,713
2017-01-29,713
2017-01-30,693
2017-01-31,693
2017-02-01,693
2017-02-02,693
2017-02-03,693
2017-02-04,694
2017-02-05,694
2017-02-06,694
2017-02-07,694
2017-02-08,694
2017-02-09,661
2017-02-10,661
2017-02-11,661
2017-02-12,661
2017-02-13,627
2017-02-14,627
2017-02-15,627
2017-02-16,627
2017-02-18,598
2017-02-19,598
2017-02-20,598
2017-02-21,598
2017-02-22,569
2017-02-23,569
2017-02-24,569
2017-02-25,569
2017-02-26,569
2017-02-27,544
2017-02-28,544
2017-03-01,544
2017-03-02,544
2017-03-03,544
2017-03-04,555
2017-03-05,555
2017-03-06,555
2017-03-07,555
2017-03-08,555
2017-03-09,555
2017-03-10,544
2017-03-11,544
2017-03-12,544
2017-03-13,544
2017-03-14,554
2017-03-15,554
2017-03-16,554
2017-03-17,554
2017-03-18,554
2017-03-19,549
2017-03-20,549
2017-03-21,549
2017-03-22,549
2017-03-23,564
2017-03-24,564
2017-03-25,564
2017-03-26,564
2017-03-27,564
2017-03-28,579
2017-03-29,579
2017-03-30,579
2017-03-31,579
2017-04-01,579
2017-04-02,587
2017-04-03,587
2017-04-04,587
2017-04-12,627
2017-04-13,627
2017-04-14,627
2017-04-15,627
2017-04-16,627
2017-04-17,608
2017-04-18,608
2017-04-19,608
2017-04-20,608
2017-04-21,608
2017-04-22,608
2017-04-23,593
2017-04-24,593
2017-04-25,593
2017-04-26,593
2017-04-27,593
2017-04-28,614
2017-04-29,614
2017-04-30,614
2017-05-01,614
2017-05-02,614
2017-05-03,590
2017-05-04,590
2017-05-05,590
2017-05-06,590
2017-05-07,599
2017-05-08,599
2017-05-09,599
2017-05-10,599
2017-05-11,599
2017-05-12,602
2017-05-13,602
2017-05-14,602
2017-05-15,602
2017-05-16,602
2017-05-17,614
2017-05-18,614
2017-05-19,614
2017-05-20,614
2017-05-21,614
2017-05-22,609
2017-05-23,609
2017-05-24,609
2017-05-25,609
2017-05-26,609
2017-05-27,621
2017-05-28,621
2017-05-29,621
2017-05-30,621
2017-05-31,621
2017-06-01,621
2017-06-02,599
2017-06-03,599
2017-06-04,599
2017-06-05,599
2017-06-06,599
2017-06-07,588
2017-06-08,588
2017-06-09,588
2017-06-10,588
2017-06-11,586
2017-06-12,586
2017-06-13,586
2017-06-14,586
2017-06-15,586
2017-06-16,595
2017-06-17,595
2017-06-18,595
2017-06-19,595
2017-06-20,595
2017-06-21,610
2017-06-22,610
2017-06-23,610
2017-06-24,610
2017-06-25,610
2017-06-26,627
2017-06-27,627
2017-06-28,627
2017-06-29,627
2017-06-30,627
2017-07-01,627
2017-07-02,648
2017-07-03,648
2017-07-04,648
2017-07-05,648
2017-07-06,648
2017-07-07,648
2017-07-08,671
2017-07-13,680
2017-07-14,680
2017-07-15,680
2017-07-16,680
2017-07-17,680
2017-07-18,683
2017-07-19,683
2017-07-20,683
2017-07-21,683
2017-07-22,683
2017-07-23,704
2017-07-24,704
2017-07-25,704
2017-07-26,704
2017-07-27,704
2017-07-28,717
2017-07-29,717
2017-07-30,717
2017-07-31,717
2017-08-01,717
2017-08-02,753
2017-08-03,753
2017-08-04,753
2017-08-05,753
2017-08-06,753
2017-08-09,790
2017-08-10,790
2017-08-11,790
2017-08-12,828
2017-08-13,828
2017-08-14,828
2017-08-15,828
2017-08-16,828
2017-08-17,828
2017-08-18,822
2017-08-19,822
2017-08-20,822
2017-08-21,822
2017-08-22,822
2017-08-23,822
2017-08-24,824
2017-08-25,824
2017-08-26,824
2017-08-27,824
2017-08-28,824
2017-08-29,824
2017-08-30,866
2017-08-31,866
2017-09-01,866
2017-09-03,866
2017-09-04,866
2017-09-05,900
2017-09-06,900
2017-09-07,900
2017-09-08,900
2017-09-09,900
2017-09-10,900
2017-09-11,896
2017-09-12,896
2017-09-13,896
2017-09-14,896
2017-09-15,896
2017-09-16,896
2017-09-17,854
2017-09-18,854
2017-09-19,854
2017-09-20,854
2017-09-21,854
2017-09-22,854
2017-09-23,814
2017-09-24,814
2017-09-25,814
2017-09-26,814
2017-09-27,814
2017-09-28,804
2017-09-29,804
2017-09-30,804
2017-10-01,804
2017-10-02,804
2017-10-03,804
2017-10-04,804
2017-10-05,807
2017-10-06,807
2017-10-07,807
2017-10-08,807
2017-10-09,807
2017-10-10,807
2017-10-11,807
2017-10-12,841
2017-10-13,841
2017-10-14,841
2017-10-15,841
2017-10-16,841
2017-10-17,841
2017-10-18,869
2017-10-19,869
2017-10-20,869
2017-10-21,869
2017-10-22,869
2017-10-23,869
2017-10-24,869
2017-10-25,867
2017-10-26,867
2017-10-27,867
2017-10-28,867
2017-10-29,867
2017-10-30,867
2017-10-31,867
2017-11-01,867
2017-11-02,832
2017-11-03,832
2017-11-04,832
2017-11-05,832
2017-11-06,832
2017-11-07,846
2017-11-08,846
2017-11-09,846
2017-11-10,846
2017-11-11,846
2017-11-12,846
2017-11-13,852
2017-11-14,852
2017-11-15,852
2017-11-16,852
2017-11-17,852
2017-11-18,852
2017-11-19,852
2017-11-20,814
2017-11-21,814
2017-11-22,814
2017-11-23,814
2017-11-24,814
2017-11-25,814
2017-11-26,814
2017-11-27,798
2017-11-28,798
2017-11-29,798
2017-11-30,798
2017-12-01,798
2017-12-02,798
2017-12-03,798
2017-12-04,819
2017-12-05,819
2017-12-06,819
2017-12-07,819
2017-12-08,819
2017-12-09,819
2017-12-10,805
2017-12-11,805
2017-12-12,805
2017-12-13,805
2017-12-14,805
2017-12-15,805
2017-12-16,805
2017-12-17,805
2017-12-18,788
2017-12-19,788
2017-12-20,788
2017-12-21,788
2017-12-22,788
2017-12-23,788
2017-12-24,788
2017-12-25,791
2017-12-26,791
2017-12-27,791
2017-12-28,791
2017-12-29,791
2017-12-30,783
2017-12-31,783
2018-01-01,783
2018-01-02,783
2018-01-03,783
2018-01-04,783
2018-01-05,791
2018-01-06,791
2018-01-07,791
2018-01-08,791
2018-01-09,791
2018-01-10,791
2018-01-11,817
2018-01-12,817
2018-01-13,817
2018-01-14,817
2018-01-15,817
2018-01-16,838
2018-01-17,838
2018-01-18,838
2018-01-19,838
2018-01-20,838
2018-01-21,847
2018-01-22,847
2018-01-23,847
2018-01-24,884
2018-01-25,884
2018-01-26,884
2018-01-27,905
2018-01-28,905
2018-01-29,909
2018-01-30,909
2018-01-31,909
2018-02-01,929
2018-02-02,929
2018-02-03,973
2018-02-04,973
2018-02-05,973
2018-02-06,1018
2018-02-07,1018
2018-02-08,1018
2018-02-09,1069
2018-02-10,1069
2018-02-11,1069
2018-02-12,1099
2018-02-13,1099
2018-02-14,1099
2018-02-15,1143
2018-02-16,1143
2018-02-17,1143
2018-02-18,1188
2018-02-19,1188
2018-02-20,1188
2018-02-21,1153
2018-02-22,1153
2018-02-23,1153
2018-02-24,1162
2018-02-25,1162
2018-02-26,1118
2018-02-27,1118
2018-02-28,1066
2018-03-01,1066
2018-03-02,1028
2018-03-03,1028
2018-03-04,1028
2018-03-05,997
2018-03-06,997
2018-03-07,997
2018-03-08,997
2018-03-09,997
2018-03-10,969
2018-03-11,969
2018-03-12,939
2018-03-13,939
2018-03-14,939
2018-03-15,986
2018-03-16,986
2018-03-17,1027
2018-03-18,1027
2018-03-19,1027
2018-03-20,1066
2018-03-21,1066
2018-03-23,1102
2018-03-24,1102
2018-03-25,1155
2018-03-26,1155
2018-03-27,1155
2018-03-28,1154
2018-03-29,1154
2018-03-30,1156
2018-03-31,1156
2018-04-01,1156
2018-04-02,1201
2018-04-03,1201
2018-04-04,1248
2018-04-05,1248
2018-04-06,1248
2018-04-07,1196
2018-04-08,1196
2018-04-09,1189
2018-04-10,1189
2018-04-11,1189
2018-04-12,1221
2018-04-13,1221
2018-04-14,1221
2018-04-15,1235
2018-04-16,1235
2018-04-17,1235
2018-04-18,1264
2018-04-19,1264
2018-04-20,1264
2018-04-21,1301
2018-04-22,1301
2018-04-23,1357
2018-04-24,1357
2018-04-25,1417
2018-04-26,1417
2018-04-27,1417
2018-04-28,1455
2018-04-29,1455
2018-04-30,1518
2018-05-01,1518
2018-05-03,1591
2018-05-04,1591
2018-05-05,1521
2018-05-07,1513
2018-05-08,1513
2018-05-09,1441
2018-05-10,1441
2018-05-11,1411
2018-05-12,1411
2018-05-13,1411
2018-05-14,1354
2018-05-15,1354
2018-05-16,1311
2018-05-17,1311
2018-05-18,1248
2018-05-19,1248
2018-05-20,1197
2018-05-21,1197
2018-05-22,1197
2018-05-23,1145
2018-05-24,1145
2018-05-25,1145
2018-05-26,1089
2018-05-27,1089
2018-05-28,1043
2018-05-29,1043
2018-05-30,1000
2018-05-31,1000
2018-06-01,960
2018-06-02,960
2018-06-03,926
2018-06-04,926
2018-06-05,883
2018-06-06,883
2018-06-07,883
2018-06-08,856
2018-06-09,856
2018-06-10,856
2018-06-11,861
2018-06-12,861
2018-06-13,861
2018-06-14,876
2018-06-15,876
2018-06-16,876
2018-06-17,888
2018-06-18,888
2018-06-19,888
2018-06-20,852
2018-06-21,852
2018-06-22,818
2018-06-23,818
2018-06-24,818
2018-06-25,786
2018-06-26,786
2018-06-27,786
2018-06-28,792
2018-06-29,792
2018-06-30,792
2018-07-01,763
2018-07-02,763
2018-07-03,763
2018-07-04,771
2018-07-05,771
2018-07-06,771
2018-07-07,781
2018-07-08,781
2018-07-09,781
2018-07-10,817
2018-07-11,817
2018-07-12,817
2018-07-13,817
2018-07-14,813
2018-07-15,813
2018-07-16,813
2018-07-17,786
2018-07-18,786
2018-07-19,786
2018-07-20,786
2018-07-21,761
2018-07-22,761
2018-07-23,769
2018-07-24,769
2018-07-25,769
2018-07-26,769
2018-07-27,797
2018-07-28,797
2018-07-29,797
2018-07-30,803
2018-07-31,803
2018-08-01,803
2018-08-02,791
2018-08-03,791
2018-08-04,791
2018-08-05,757
2018-08-06,757
2018-08-07,757
2018-08-08,729
2018-08-09,729
2018-08-10,729
2018-08-11,742
2018-08-12,742
2018-08-14,719
2018-08-16,727
2018-08-17,727
2018-08-18,727
2018-08-19,723
2018-08-20,729
2018-08-21,729
2018-08-22,729
2018-08-23,730
2018-08-24,730
2018-08-25,745
2018-08-26,745
2018-08-27,745
2018-08-28,773
2018-08-29,773
2018-08-30,773
2018-08-31,783
2018-09-01,783
2018-09-02,814
2018-09-03,814
2018-09-04,839
2018-09-05,839
2018-09-06,839
2018-09-07,873
2018-09-08,873
2018-09-09,873
2018-09-10,843
2018-09-11,843
2018-09-12,843
2018-09-13,840
2018-09-14,840
2018-09-15,855
2018-09-16,855
2018-09-17,855
2018-09-18,862
2018-09-19,862
2018-09-20,876
2018-09-21,876
2018-09-22,862
2018-09-23,862
2018-09-24,860
2018-09-25,860
2018-09-26,868
2018-09-27,868
2018-09-28,833
2018-09-29,833
2018-09-30,795
2018-10-01,795
2018-10-02,778
2018-10-03,778
2018-10-04,778
2018-10-05,778
2018-10-06,748
2018-10-07,748
2018-10-08,730
2018-10-09,730
2018-10-10,752
2018-10-11,752
2018-10-12,780
2018-10-13,780
2018-10-14,778
2018-10-15,778
2018-10-16,785
2018-10-17,785
2018-10-18,767
2018-10-19,767
2018-10-20,767
2018-10-21,785
2018-10-22,785
2018-10-23,747
2018-10-24,747
2018-10-25,713
2018-10-26,713
2018-10-27,702
2018-10-28,676
2018-10-29,676
2018-10-30,673
2018-10-31,673
2018-11-01,705
2018-11-03,741
2018-11-04,741
2018-11-05,779
2018-11-06,779
2018-11-07,818
2018-11-08,818
2018-11-09,824
2018-11-10,845
2018-11-11,845
2018-11-12,884
2018-11-13,884
2018-11-14,929
2018-11-15,947
2018-11-16,991
2018-11-17,991
2018-11-18,1014
2018-11-19,1014
2018-11-20,1016
2018-11-21,1016
2018-11-22,1015
2018-11-23,976
2018-11-24,978
2018-11-25,937
2018-11-26,937
2018-11-27,891
2018-11-28,875
2018-11-29,878
2018-12-01,869
2018-12-02,857
2018-12-03,857
2018-12-04,833
2018-12-05,832
2018-12-07,867
2018-12-09,869
2018-12-10,868
2018-12-11,868
2018-12-12,912
2018-12-13,957
2018-12-14,957
2018-12-15,950
2018-12-16,910
2018-12-17,910
2018-12-18,913
2018-12-19,913
2018-12-20,913
2018-12-21,881
2018-12-22,881
2018-12-23,842
2018-12-24,829
2018-12-25,829
2018-12-26,852
2018-12-27,832
2018-12-28,832
2018-12-29,835
2018-12-30,835
2018-12-31,826
2019-01-01,826
2019-01-02,801
2019-01-03,801
2019-01-04,795
2019-01-05,784
2019-01-06,783
2019-01-08,780
2019-01-10,803
2019-01-11,803
2019-01-12,788
2019-01-13,777
2019-01-14,778
2019-01-15,778
2019-01-16,769
2019-01-17,769
2019-01-18,736
2019-01-19,716
2019-01-20,709
2019-01-21,709
2019-01-22,745
2019-01-23,745
2019-01-24,783
2019-01-25,823
2019-01-26,865
2019-01-27,903
2019-01-28,903
2019-01-29,947
2019-01-30,976
2019-01-31,976
2019-02-01,948
2019-02-02,943
2019-02-03,904
2019-02-04,904
2019-02-05,866
2019-02-06,866
2019-02-07,852
2019-02-08,869
2019-02-09,829
2019-02-10,798
2019-02-11,764
2019-02-12,764
2019-02-13,745
2019-02-14,745
2019-02-15,737
2019-02-16,737
2019-02-17,719
2019-02-18,704
2019-02-19,704
2019-02-20,699
2019-02-21,713
2019-02-22,713
2019-02-23,720
2019-02-24,695
2019-02-25,672
2019-02-26,672
2019-02-27,648
2019-02-28,648
2019-03-01,665
2019-03-02,665
2019-03-03,650
2019-03-04,658
2019-03-05,658
2019-03-06,666
2019-03-07,666
2019-03-08,700
2019-03-09,734
2019-03-10,771
2019-03-11,771
2019-03-12,756
2019-03-13,756
2019-03-14,794
2019-03-15,794
2019-03-16,781
2019-03-17,759
2019-03-18,759
2019-03-19,724
2019-03-20,706
2019-03-21,706
2019-03-22,704
2019-03-23,692
2019-03-24,692
2019-03-25,663
2019-03-26,635
2019-03-27,635
2019-03-28,607
2019-03-29,612
2019-03-30,612
2019-03-31,601
2019-04-01,627
2019-04-02,627
2019-04-03,659
2019-04-04,659
2019-04-05,692
2019-04-06,692
2019-04-07,727
2019-04-08,727
2019-04-09,764
2019-04-10,764
2019-04-11,803
2019-04-12,828
2019-04-13,818
2019-04-14,805
2019-04-15,805
2019-04-16,769
2019-04-17,769
2019-04-18,747
2019-04-19,730
2019-04-20,712
2019-04-21,712
2019-04-22,682
2019-04-23,666
2019-04-24,666
2019-04-25,636
2019-04-26,636
2019-04-27,611
2019-04-28,611
2019-04-29,580
2019-04-30,580
2019-05-01,562
2019-05-02,562
2019-05-03,562
2019-05-04,556
2019-05-05,556
2019-05-06,559
2019-05-07,559
2019-05-08,542
2019-05-09,542
2019-05-10,534
2019-05-11,534
2019-05-12,551
2019-05-13,552
2019-05-14,552
2019-05-15,554
2019-05-16,554
2019-05-17,561
2019-05-18,565
2019-05-19,565
2019-05-20,558
2019-05-21,558
2019-05-22,540
2019-05-23,540
2019-05-24,522
2019-05-25,522
2019-05-26,507
2019-05-27,500
2019-05-28,500
2019-05-29,493
2019-05-30,493
2019-05-31,486
2019-06-01,486
2019-06-02,482
2019-06-03,482
2019-06-04,487
2019-06-05,487
2019-06-06,511
2019-06-07,511
2019-06-08,507
2019-06-09,507
2019-06-10,512
2019-06-11,512
2019-06-12,530
2019-06-13,530
2019-06-14,527
2019-06-15,527
2019-06-16,511
2019-06-17,511
2019-06-18,496
2019-06-19,496
2019-06-20,490
2019-06-21,490
2019-06-22,515
2019-06-23,515
2019-06-24,540
2019-06-25,540
2019-06-26,567
2019-06-27,596
2019-06-28,596
2019-06-29,626
2019-06-30,658
2019-07-01,658
2019-07-02,691
2019-07-03,691
2019-07-04,691
2019-07-05,726
2019-07-06,726
2019-07-07,763
