date_obj,Yew%20longbow%20(u) price
2019-09-07,299
2019-09-08,286
2019-09-09,272
2019-09-10,259
2019-09-11,253
2019-09-12,249
2019-09-13,251
2019-09-14,254
2019-09-15,256
2019-09-16,264
2019-09-17,263
2019-09-18,266
2019-09-19,267
2019-09-20,268
2019-09-21,266
2019-09-22,262
2019-09-23,258
2019-09-24,250
2019-09-25,237
2019-09-26,228
2019-09-27,227
2019-09-28,227
2019-09-29,235
2019-09-30,236
2019-10-01,237
2019-10-02,244
2019-10-03,245
2019-10-04,247
2019-10-05,242
2019-10-06,240
2019-10-07,235
2019-10-08,231
2019-10-09,231
2019-10-10,233
2019-10-11,238
2019-10-12,237
2019-10-13,232
2019-10-14,234
2019-10-15,234
2019-10-16,238
2019-10-17,241
2019-10-18,241
2019-10-19,245
2019-10-20,245
2019-10-21,246
2019-10-22,243
2019-10-23,239
2019-10-24,238
2019-10-25,239
2019-10-26,244
2019-10-27,249
2019-10-28,253
2019-10-29,256
2019-10-30,252
2019-10-31,249
2019-11-01,251
2019-11-02,255
2019-11-03,255
2019-11-04,250
2019-11-05,246
2019-11-06,243
2019-11-07,242
2019-11-08,240
2019-11-09,247
2019-11-10,256
2019-11-11,254
2019-11-12,265
2019-11-13,272
2019-11-14,276
2019-11-15,283
2019-11-16,285
2019-11-17,283
2019-11-18,286
2019-11-19,280
2019-11-20,290
2019-11-21,295
2019-11-22,291
2019-11-23,286
2019-11-24,280
2019-11-25,278
2019-11-26,285
2019-11-27,294
2019-11-28,299
2019-11-29,292
2019-11-30,292
2019-12-01,296
2019-12-02,299
2019-12-03,295
2019-12-04,290
2019-12-05,278
2019-12-06,274
2019-12-07,271
2019-12-08,276
2019-12-09,271
2019-12-10,276
2019-12-11,278
2019-12-12,277
2019-12-13,275
2019-12-14,271
2019-12-15,274
2019-12-16,271
2019-12-17,274
2019-12-18,272
2019-12-19,274
2019-12-20,275
2019-12-21,278
2019-12-22,276
2019-12-23,271
2019-12-24,277
2019-12-25,287
2019-12-26,287
2019-12-27,284
2019-12-28,283
2019-12-29,280
2019-12-30,279
2019-12-31,277
2020-01-01,276
2020-01-02,277
2020-01-03,275
2020-01-04,274
2020-01-05,268
2020-01-06,262
2020-01-07,260
2020-01-08,252
2020-01-09,246
2020-01-10,240
2020-01-11,237
2020-01-12,236
2020-01-13,237
2020-01-14,241
2020-01-15,242
2020-01-16,241
2020-01-17,243
2020-01-18,239
2020-01-19,234
2020-01-20,232
2020-01-21,232
2020-01-22,231
2020-01-23,235
2020-01-24,238
2020-01-25,236
2020-01-26,235
2020-01-27,235
2020-01-28,236
2020-01-29,240
2020-01-30,238
2020-01-31,239
2020-02-01,243
2020-02-02,244
2020-02-03,248
2020-02-04,248
2020-02-05,244
2020-02-06,236
2020-02-07,235
2020-02-08,234
2020-02-09,232
2020-02-10,238
2020-02-11,241
2020-02-12,238
2020-02-13,236
2020-02-14,235
2020-02-15,230
2020-02-16,225
2020-02-17,224
2020-02-18,225
2020-02-19,224
2020-02-20,227
2020-02-21,229
2020-02-22,226
2020-02-23,222
2020-02-24,219
2020-02-25,216
2020-02-26,213
2020-02-27,215
2020-02-28,216
2020-02-29,213
2020-03-01,212
2020-03-02,212
2020-03-03,213
2020-03-04,215
2020-03-05,214
2020-03-06,217
2020-03-07,218
2020-03-08,219
2020-03-09,225
2020-03-10,229
2020-03-11,231
2020-03-12,236
2020-03-13,236
2020-03-14,239
2020-03-15,243
2020-03-16,244
2020-03-17,238
2020-03-18,232
2020-03-19,225
2020-03-20,220
2020-03-21,219
2020-03-22,225
2020-03-23,229
2020-03-24,234
2020-03-25,232
2020-03-26,229
2020-03-27,223
2020-03-28,221
2020-03-29,224
2020-03-30,223
2020-03-31,224
2020-04-01,224
2020-04-02,226
2020-04-03,225
2020-04-04,226
2020-04-05,227
2020-04-06,230
2020-04-07,231
2020-04-08,234
2020-04-09,239
2020-04-10,241
2020-04-11,243
2020-04-12,244
2020-04-13,249
2020-04-14,253
2020-04-15,264
2020-04-16,265
2020-04-17,268
2020-04-18,278
2020-04-19,287
2020-04-20,292
2020-04-21,295
2020-04-22,300
2020-04-23,300
2020-04-24,296
2020-04-25,294
2020-04-26,301
2020-04-27,301
2020-04-28,297
2020-04-29,290
2020-04-30,277
2020-05-01,265
2020-05-02,263
2020-05-03,271
2020-05-04,285
2020-05-05,293
2020-05-06,288
2020-05-07,283
2020-05-08,291
2020-05-09,304
2020-05-10,301
2020-05-11,298
2020-05-12,299
2020-05-13,298
