date_obj,Steel%20full%20helm%20(g) price
2017-03-16,25469
2017-03-17,25469
2017-03-18,25469
2017-03-19,25469
2017-03-20,24423
2017-03-21,24423
2017-03-22,24423
2017-03-23,24423
2017-03-24,24423
2017-03-25,24423
2017-03-26,24423
2017-03-27,23602
2017-03-28,23602
2017-03-29,23602
2017-03-30,23602
2017-03-31,23602
2017-04-01,23602
2017-04-02,23602
2017-04-03,23602
2017-04-04,23127
2017-04-12,22297
2017-04-13,22297
2017-04-14,22297
2017-04-15,22297
2017-04-16,22297
2017-04-17,22297
2017-04-18,22297
2017-04-19,21404
2017-04-20,21404
2017-04-21,21404
2017-04-22,21404
2017-04-23,21404
2017-04-24,21404
2017-04-25,21404
2017-04-26,21404
2017-04-27,20685
2017-04-28,20685
2017-04-29,20685
2017-04-30,20685
2017-05-01,20685
2017-05-02,20685
2017-05-03,20685
2017-05-04,20685
2017-05-05,20974
2017-05-06,20974
2017-05-07,20974
2017-05-08,20974
2017-05-09,20974
2017-05-10,20974
2017-05-11,20974
2017-05-12,20974
2017-05-13,20974
2017-05-14,21906
2017-05-15,21906
2017-05-16,21906
2017-05-17,21906
2017-05-18,21906
2017-05-19,21906
2017-05-20,21906
2017-05-21,21906
2017-05-22,21906
2017-05-23,22303
2017-05-24,22303
2017-05-25,22303
2017-05-26,22303
2017-05-27,22303
2017-05-28,22303
2017-05-29,22303
2017-05-30,22303
2017-05-31,22942
2017-06-01,22942
2017-06-02,22942
2017-06-03,22942
2017-06-06,22942
2017-06-07,22942
2017-06-08,22942
2017-06-09,22486
2017-06-10,22486
2017-06-11,22486
2017-06-12,22486
2017-06-13,22486
2017-06-14,22486
2017-06-15,22486
2017-06-16,22486
2017-06-17,22422
2017-06-18,22422
2017-06-19,22422
2017-06-20,22422
2017-06-21,22422
2017-06-22,22422
2017-06-23,22422
2017-06-24,22422
2017-06-25,22422
2017-06-26,22167
2017-06-27,22167
2017-06-28,22167
2017-06-29,22167
2017-06-30,22167
2017-07-01,22167
2017-07-02,22167
2017-07-03,22167
2017-07-04,21810
2017-07-05,21810
2017-07-06,21810
2017-07-07,21810
2017-07-08,21810
2017-07-13,22189
2017-07-14,22189
2017-07-15,22189
2017-07-16,22189
2017-07-17,22189
2017-07-18,22189
2017-07-19,21823
2017-07-20,21823
2017-07-21,21823
2017-07-22,21823
2017-07-23,21823
2017-07-24,21823
2017-07-25,21823
2017-07-26,22391
2017-07-27,22391
2017-07-28,22391
2017-07-29,22391
2017-07-30,22391
2017-07-31,22391
2017-08-01,22391
2017-08-02,22806
2017-08-03,22806
2017-08-04,22806
2017-08-05,22806
2017-08-06,22806
2017-08-09,23326
2017-08-10,23326
2017-08-11,23326
2017-08-12,23326
2017-08-13,23326
2017-08-14,23326
2017-08-15,23304
2017-08-17,23304
2017-08-18,23304
2017-08-19,23304
2017-08-20,23304
2017-08-21,23223
2017-08-22,23223
2017-08-23,23223
2017-08-24,23223
2017-08-25,23223
2017-08-26,23223
2017-08-27,23223
2017-08-28,23223
2017-08-29,23984
2017-08-30,23984
2017-08-31,23984
2017-09-01,23984
2017-09-02,23984
2017-09-03,23984
2017-09-04,23984
2017-09-05,23984
2017-09-06,24894
2017-09-07,24894
2017-09-08,24894
2017-09-09,24894
2017-09-10,24894
2017-09-11,24894
2017-09-12,24894
2017-09-13,24894
2017-09-14,25912
2017-09-15,25912
2017-09-16,25912
2017-09-17,25912
2017-09-19,25912
2017-09-20,25912
2017-09-21,25912
2017-09-22,26959
2017-09-23,26959
2017-09-24,26959
2017-09-25,26959
2017-09-26,26959
2017-09-27,26959
2017-09-28,26959
2017-09-29,26478
2017-09-30,26478
2017-10-01,26478
2017-10-02,26478
2017-10-03,26478
2017-10-04,26478
2017-10-05,26478
2017-10-06,26478
2017-10-07,26478
2017-10-08,26579
2017-10-09,26579
2017-10-10,26579
2017-10-11,26579
2017-10-12,26579
2017-10-13,26579
2017-10-14,26579
2017-10-15,26579
2017-10-16,27250
2017-10-17,27250
2017-10-18,27250
2017-10-19,27250
2017-10-20,27250
2017-10-21,27250
2017-10-22,27250
2017-10-23,27250
2017-10-24,27894
2017-10-25,27894
2017-10-26,27894
2017-10-27,27894
2017-10-28,27894
2017-10-29,27894
2017-10-30,27894
2017-10-31,27894
2017-11-01,27894
2017-11-02,28934
2017-11-03,28934
2017-11-04,28934
2017-11-05,28934
2017-11-06,28934
2017-11-07,28934
2017-11-08,28934
2017-11-09,29452
2017-11-10,29452
2017-11-11,29452
2017-11-12,29452
2017-11-13,29452
2017-11-14,29452
2017-11-15,29452
2017-11-16,29452
2017-11-17,29744
2017-11-18,29744
2017-11-19,29744
2017-11-20,29744
2017-11-21,29744
2017-11-22,29744
2017-11-23,29744
2017-11-24,29744
2017-11-25,28949
2017-11-26,28949
2017-11-27,28949
2017-11-28,28949
2017-11-29,28949
2017-11-30,28949
2017-12-01,28949
2017-12-02,28949
2017-12-03,28360
2017-12-04,28360
2017-12-05,28360
2017-12-06,28360
2017-12-07,28360
2017-12-08,28360
2017-12-09,28360
2017-12-10,27179
2017-12-11,27179
2017-12-12,27179
2017-12-13,27179
2017-12-14,27179
2017-12-15,27179
2017-12-16,27179
2017-12-17,27179
2017-12-18,26842
2017-12-19,26842
2017-12-20,26842
2017-12-21,26842
2017-12-22,26842
2017-12-23,26842
2017-12-24,26842
2017-12-25,26842
2017-12-26,26283
2017-12-27,26283
2017-12-28,26283
2017-12-29,26283
2017-12-30,26283
2017-12-31,26283
2018-01-01,26050
2018-01-02,26050
2018-01-03,26050
2018-01-04,26050
2018-01-05,26050
2018-01-06,26050
2018-01-07,25816
2018-01-08,25816
2018-01-09,25816
2018-01-10,25816
2018-01-11,25816
2018-01-12,25816
2018-01-13,25767
2018-01-14,25767
2018-01-15,25767
2018-01-16,25767
2018-01-17,25767
2018-01-18,25767
2018-01-19,25767
2018-01-20,25096
2018-01-21,25096
2018-01-22,25096
2018-01-23,25096
2018-01-24,24369
2018-01-25,24369
2018-01-26,24369
2018-01-27,24369
2018-01-28,24001
2018-01-29,24001
2018-01-30,24001
2018-02-01,23988
2018-02-02,23988
2018-02-03,23988
2018-02-04,23988
2018-02-05,24300
2018-02-06,24300
2018-02-07,24300
2018-02-08,24300
2018-02-09,24054
2018-02-10,24054
2018-02-11,24054
2018-02-12,24054
2018-02-13,24259
2018-02-14,24259
2018-02-15,24259
2018-02-16,24259
2018-02-17,24259
2018-02-18,24812
2018-02-19,24812
2018-02-20,24812
2018-02-21,24812
2018-02-22,25240
2018-02-23,25240
2018-02-24,25240
2018-02-25,24945
2018-02-26,24945
2018-02-27,24945
2018-02-28,24945
2018-03-01,24945
2018-03-02,24549
2018-03-03,24549
2018-03-04,24549
2018-03-05,24549
2018-03-06,24212
2018-03-07,24212
2018-03-08,24212
2018-03-09,24226
2018-03-10,24226
2018-03-11,24226
2018-03-12,24226
2018-03-13,24324
2018-03-14,24324
2018-03-15,24324
2018-03-16,24324
2018-03-17,23944
2018-03-18,23944
2018-03-19,23944
2018-03-20,23892
2018-03-21,23892
2018-03-23,23892
2018-03-24,24010
2018-03-26,24010
2018-03-27,24010
2018-03-28,24735
2018-03-29,24735
2018-03-30,24735
2018-03-31,24554
2018-04-01,24554
2018-04-02,24554
2018-04-03,24554
2018-04-04,24967
2018-04-05,24967
2018-04-06,24967
2018-04-08,24967
2018-04-09,24837
2018-04-10,24837
2018-04-11,24837
2018-04-12,24837
2018-04-13,24820
2018-04-14,24820
2018-04-16,24820
2018-04-17,25131
2018-04-18,25131
2018-04-19,25131
2018-04-20,25131
2018-04-21,24870
2018-04-22,24870
2018-04-23,24870
2018-04-24,24870
2018-04-25,24269
2018-04-26,24269
2018-04-27,24269
2018-04-28,24269
2018-04-29,24750
2018-04-30,24750
2018-05-01,24750
2018-05-02,24750
2018-05-03,24750
2018-05-04,25788
2018-05-05,25788
2018-05-06,25788
2018-05-07,25788
2018-05-08,26699
2018-05-09,26699
2018-05-10,26699
2018-05-11,26699
2018-05-12,26699
2018-05-13,26451
2018-05-14,26451
2018-05-15,26451
2018-05-16,26924
2018-05-17,26924
2018-05-18,26924
2018-05-19,26924
2018-05-20,27363
2018-05-21,27363
2018-05-22,27363
2018-05-23,27363
2018-05-24,28326
2018-05-25,28326
2018-05-26,28326
2018-05-27,28326
2018-05-28,29150
2018-05-29,29150
2018-05-30,29150
2018-05-31,29150
2018-06-01,29555
2018-06-02,29555
2018-06-03,29555
2018-06-04,30025
2018-06-05,30025
2018-06-06,30025
2018-06-07,29845
2018-06-08,29845
2018-06-09,29845
2018-06-10,29845
2018-06-11,29506
2018-06-12,29506
2018-06-13,29506
2018-06-14,29377
2018-06-15,29377
2018-06-16,29377
2018-06-17,29377
2018-06-18,28954
2018-06-19,28954
2018-06-20,28954
2018-06-21,28954
2018-06-22,29007
2018-06-23,29007
2018-06-24,29007
2018-06-25,29007
2018-06-26,28257
2018-06-27,28257
2018-06-28,28257
2018-06-29,28257
2018-06-30,27913
2018-07-01,27913
2018-07-02,27913
2018-07-03,27913
2018-07-04,28464
2018-07-05,28464
2018-07-06,28464
2018-07-07,28464
2018-07-08,28705
2018-07-09,28705
2018-07-10,28705
2018-07-11,29115
2018-07-12,29115
2018-07-13,29115
2018-07-14,28665
2018-07-15,28665
2018-07-16,28665
2018-07-17,28665
2018-07-18,29061
2018-07-19,29061
2018-07-20,29061
2018-07-21,29061
2018-07-22,28828
2018-07-23,28828
2018-07-24,28828
2018-07-25,28828
2018-07-26,28138
2018-07-27,28138
2018-07-28,28138
2018-07-29,28504
2018-07-30,28504
2018-07-31,28504
2018-08-01,28504
2018-08-02,28917
2018-08-03,28917
2018-08-04,28917
2018-08-05,28917
2018-08-06,29938
2018-08-07,29938
2018-08-08,29938
2018-08-09,30374
2018-08-10,30374
2018-08-11,30374
2018-08-12,30158
2018-08-14,30158
2018-08-16,29710
2018-08-17,29710
2018-08-18,28886
2018-08-19,28886
2018-08-20,28464
2018-08-21,28464
2018-08-22,28464
2018-08-23,28464
2018-08-24,28453
2018-08-25,28453
2018-08-26,28453
2018-08-27,27616
2018-08-28,27616
2018-08-29,27616
2018-08-30,27995
2018-08-31,27995
2018-09-01,27995
2018-09-02,28379
2018-09-03,28379
2018-09-04,27427
2018-09-05,27427
2018-09-06,27427
2018-09-07,27469
2018-09-08,27469
2018-09-09,27469
2018-09-10,27510
2018-09-11,27510
2018-09-12,27510
2018-09-13,27535
2018-09-14,27535
2018-09-15,28589
2018-09-16,28589
2018-09-17,28589
2018-09-18,28718
2018-09-19,28718
2018-09-20,28718
2018-09-21,28718
2018-09-22,28576
2018-09-23,28576
2018-09-24,28576
2018-09-25,28818
2018-09-26,28818
2018-09-27,28818
2018-09-28,28509
2018-09-29,28509
2018-09-30,28509
2018-10-02,28499
2018-10-03,28499
2018-10-04,28273
2018-10-05,28273
2018-10-06,28273
2018-10-07,27289
2018-10-08,27289
2018-10-09,27289
2018-10-10,26440
2018-10-11,26440
2018-10-12,26440
2018-10-13,25681
2018-10-14,25681
2018-10-15,25681
2018-10-16,25681
2018-10-17,25557
2018-10-18,25557
2018-10-19,25557
2018-10-20,25557
2018-10-21,25023
2018-10-22,25023
2018-10-23,25023
2018-10-24,24731
2018-10-25,24731
2018-10-26,24731
2018-10-27,24840
2018-10-28,24840
2018-10-29,24840
2018-10-30,25092
2018-10-31,25916
2018-11-01,26554
2018-11-03,27232
2018-11-04,28042
2018-11-05,28838
2018-11-06,29989
2018-11-07,29989
2018-11-08,30926
2018-11-09,30926
2018-11-10,32312
2018-11-11,32312
2018-11-12,33365
2018-11-13,34904
2018-11-14,34904
2018-11-15,36524
2018-11-16,38047
2018-11-17,38047
2018-11-18,39756
2018-11-19,39756
2018-11-20,41744
2018-11-21,41744
2018-11-22,43832
2018-11-23,43832
2018-11-24,45402
2018-11-25,47404
2018-11-26,47404
2018-11-27,49328
2018-11-28,51498
2018-11-29,51418
2018-12-01,50487
2018-12-02,50487
2018-12-03,49559
2018-12-04,51112
2018-12-05,51112
2018-12-07,50227
2018-12-09,48617
2018-12-10,47764
2018-12-11,47764
2018-12-12,47516
2018-12-13,47516
2018-12-14,47998
2018-12-15,47998
2018-12-16,46049
2018-12-17,46049
2018-12-18,44339
2018-12-19,44339
2018-12-20,42324
2018-12-21,42324
2018-12-22,40247
2018-12-23,38996
2018-12-24,38996
2018-12-25,38452
2018-12-26,38452
2018-12-27,37321
2018-12-28,37321
2018-12-29,36766
2018-12-30,36766
2018-12-31,36554
2019-01-01,36554
2019-01-02,35520
2019-01-03,35520
2019-01-04,34891
2019-01-05,34891
2019-01-06,34596
2019-01-08,34097
2019-01-10,33186
2019-01-11,33186
2019-01-12,33250
2019-01-13,33250
2019-01-14,32872
2019-01-15,32872
2019-01-16,32005
2019-01-17,32005
2019-01-18,30597
2019-01-19,30597
2019-01-20,29298
2019-01-21,29298
2019-01-22,28149
2019-01-23,28149
2019-01-24,27315
2019-01-25,27315
2019-01-26,26697
2019-01-27,26697
2019-01-28,25499
2019-01-29,25499
2019-01-30,24443
2019-01-31,24443
2019-02-01,24297
2019-02-02,24297
2019-02-03,23824
2019-02-04,23824
2019-02-05,23724
2019-02-06,23724
2019-02-07,24266
2019-02-08,24266
2019-02-09,24266
2019-02-10,24128
2019-02-11,24128
2019-02-12,24128
2019-02-13,23467
2019-02-14,23467
2019-02-15,23467
2019-02-16,22525
2019-02-17,22525
2019-02-18,21654
2019-02-19,21654
2019-02-20,21135
2019-02-21,21135
2019-02-22,20719
2019-02-23,20719
2019-02-24,19976
2019-02-25,19976
2019-02-26,19408
2019-02-27,19408
2019-02-28,19408
2019-03-01,19408
2019-03-02,18773
2019-03-03,18773
2019-03-04,18044
2019-03-05,18044
2019-03-06,17580
2019-03-07,17580
2019-03-08,17580
2019-03-09,17117
2019-03-10,17117
2019-03-11,16722
2019-03-12,16722
2019-03-13,17223
2019-03-14,17223
2019-03-15,17719
2019-03-16,17719
2019-03-17,17385
2019-03-18,17385
2019-03-19,17385
2019-03-20,16717
2019-03-21,16717
2019-03-22,16561
2019-03-23,16561
2019-03-24,16244
2019-03-25,16244
2019-03-26,16244
2019-03-27,16335
2019-03-28,16335
2019-03-29,16660
2019-03-30,16660
2019-03-31,16660
2019-04-01,17271
2019-04-02,17271
2019-04-03,17271
2019-04-04,17599
2019-04-05,17599
2019-04-06,17599
2019-04-07,16891
2019-04-08,16891
2019-04-09,16658
2019-04-10,16658
2019-04-11,16396
2019-04-12,16396
2019-04-13,15999
2019-04-14,15999
2019-04-15,15917
2019-04-16,16139
2019-04-17,16139
2019-04-18,16616
2019-04-19,16616
2019-04-20,16732
2019-04-21,16732
2019-04-22,16145
2019-04-23,16145
2019-04-24,15545
2019-04-25,15545
2019-04-26,15278
2019-04-27,15278
2019-04-28,15278
2019-04-29,14802
2019-04-30,14802
2019-05-01,14213
2019-05-02,14213
2019-05-03,14311
2019-05-04,14311
2019-05-05,14193
2019-05-06,14193
2019-05-07,14474
2019-05-08,14474
2019-05-09,14474
2019-05-10,14106
2019-05-11,14106
2019-05-12,13569
2019-05-13,13569
2019-05-14,13062
2019-05-15,13062
2019-05-16,13062
2019-05-17,13280
2019-05-18,13280
2019-05-19,13736
2019-05-20,13736
2019-05-21,13736
2019-05-22,13263
2019-05-23,13263
2019-05-24,12900
2019-05-25,12900
2019-05-26,12785
2019-05-27,12785
2019-05-28,12785
2019-05-29,12794
2019-05-30,12794
2019-05-31,12794
2019-06-01,13344
2019-06-02,13344
2019-06-03,13344
2019-06-04,14012
2019-06-05,14012
2019-06-06,14012
2019-06-07,13923
2019-06-08,13923
2019-06-09,14153
2019-06-10,14153
2019-06-11,14153
2019-06-12,14013
2019-06-13,14013
2019-06-14,14013
2019-06-15,13537
2019-06-16,13537
2019-06-17,13489
2019-06-18,13489
2019-06-19,13489
2019-06-20,13440
2019-06-21,13440
2019-06-22,13440
2019-06-23,13224
2019-06-24,13224
2019-06-25,13224
2019-06-26,13586
2019-06-27,13586
2019-06-28,13586
2019-06-29,14069
2019-06-30,14069
2019-07-01,14069
2019-07-02,13874
2019-07-03,13874
2019-07-04,13874
2019-07-05,14337
2019-07-06,14337
2019-07-07,14337
2019-07-08,14975
2019-07-09,14975
2019-07-10,14975
2019-07-11,15291
2019-07-12,15291
2019-07-13,15291
2019-07-14,16007
2019-07-15,16007
2019-07-16,16007
2019-07-17,16007
2019-07-18,16697
2019-07-19,16697
2019-07-20,16697
2019-07-21,17458
2019-07-22,17458
2019-07-23,17458
2019-07-24,17458
2019-07-25,18177
2019-07-26,18177
2019-07-27,18177
2019-07-28,18299
2019-07-29,18299
2019-07-30,18299
2019-07-31,18477
2019-08-01,18477
2019-08-02,18477
2019-08-03,18514
2019-08-04,18514
2019-08-05,18514
2019-08-06,18861
2019-08-07,18861
2019-08-08,18861
2019-08-09,18861
2019-08-10,19161
2019-08-11,19161
2019-08-12,19161
2019-08-13,19314
2019-08-14,19314
2019-08-15,19314
2019-08-16,20166
2019-08-17,20166
2019-08-18,20166
2019-08-19,20979
2019-08-20,20979
2019-08-21,20979
2019-08-22,21221
2019-08-23,21221
2019-08-24,21221
2019-08-24,21221
2019-08-25,21492
2019-08-25,21492
2019-08-26,21492
2019-08-26,21492
2019-08-27,21492
2019-08-27,21492
2019-08-28,22163
2019-08-29,22163
2019-08-30,22163
2019-08-31,22838
2019-09-01,22838
2019-09-02,22838
2019-09-03,23855
2019-09-04,23855
2019-09-05,23855
2019-09-06,23855
2019-09-07,25031
2019-09-08,25031
2019-09-09,25031
2019-09-10,26192
2019-09-11,26192
2019-09-12,26192
2019-09-13,26192
2019-09-14,26283
2019-09-15,26283
2019-09-16,26283
2019-09-17,26283
2019-09-18,26040
2019-09-19,26040
2019-09-20,26040
2019-09-21,26040
2019-09-22,27062
2019-09-23,27062
2019-09-24,27062
2019-09-25,27062
2019-09-26,27084
2019-09-27,27084
2019-09-28,27084
2019-09-29,27084
2019-09-30,26795
2019-10-01,26795
2019-10-02,26795
2019-10-03,26743
2019-10-04,26743
2019-10-05,26743
2019-10-06,26546
2019-10-07,26546
2019-10-08,26546
2019-10-09,26546
2019-10-10,26075
2019-10-11,26075
2019-10-12,26075
2019-10-13,26303
2019-10-14,26303
2019-10-15,26303
2019-10-16,25913
2019-10-17,25913
2019-10-18,25913
2019-10-19,25913
2019-10-20,26136
2019-10-21,26136
2019-10-22,26136
2019-10-23,26136
2019-10-24,26206
2019-10-25,26206
2019-10-26,26206
2019-10-27,25443
2019-10-28,25443
2019-10-29,25443
2019-10-30,24521
2019-10-31,24521
2019-11-01,24521
2019-11-02,23910
2019-11-03,23910
2019-11-04,23910
2019-11-05,23260
2019-11-06,23260
2019-11-07,23260
2019-11-08,22743
2019-11-09,22743
2019-11-10,22743
2019-11-11,21933
2019-11-12,21933
2019-11-13,21933
2019-11-14,21933
2019-11-15,21229
2019-11-16,21229
2019-11-17,21229
2019-11-18,20954
2019-11-19,20954
2019-11-20,20954
2019-11-21,20776
2019-11-22,20776
2019-11-23,20776
2019-11-24,21262
2019-11-25,21262
2019-11-26,21262
2019-11-27,21722
2019-11-28,21722
2019-11-29,21722
2019-11-30,21850
2019-12-01,21850
2019-12-02,21850
2019-12-03,21156
2019-12-04,21156
2019-12-05,21156
2019-12-06,21156
2019-12-07,21115
2019-12-08,21115
2019-12-09,21115
2019-12-10,21115
2019-12-11,20630
2019-12-12,20630
2019-12-13,20630
2019-12-14,20630
2019-12-15,20951
2019-12-16,20951
2019-12-17,20951
2019-12-18,20951
2019-12-19,21411
2019-12-20,21411
2019-12-21,21411
2019-12-22,21701
2019-12-23,21701
2019-12-24,21701
2019-12-25,22439
2019-12-26,22439
2019-12-27,22439
2019-12-28,22281
2019-12-29,22281
2019-12-30,22281
2019-12-31,22033
2020-01-01,22033
2020-01-02,22033
2020-01-03,21597
2020-01-04,21597
2020-01-05,21597
2020-01-06,21275
2020-01-07,21275
2020-01-08,21275
2020-01-09,21374
2020-01-10,21374
2020-01-11,21255
2020-01-12,21255
2020-01-13,21255
2020-01-14,21255
2020-01-15,21292
2020-01-16,21292
2020-01-17,21292
2020-01-18,21125
2020-01-19,21125
2020-01-20,21125
2020-01-21,20819
2020-01-22,20819
2020-01-23,20819
2020-01-24,19827
2020-01-25,19827
2020-01-26,19178
2020-01-27,19178
2020-01-28,19178
2020-01-29,19136
2020-01-30,19136
2020-01-31,19136
2020-02-01,19285
2020-02-02,19285
2020-02-03,19285
2020-02-04,19113
2020-02-05,19113
2020-02-06,19113
2020-02-07,18269
2020-02-08,18269
2020-02-09,18269
2020-02-10,17752
2020-02-11,17752
2020-02-12,17752
2020-02-13,17152
2020-02-14,17152
2020-02-15,17152
2020-02-16,17210
2020-02-17,17210
2020-02-18,17210
2020-02-19,16811
2020-02-20,16811
2020-02-21,16811
2020-02-22,16451
2020-02-23,16451
2020-02-24,16451
2020-02-25,16139
2020-02-26,16139
2020-02-27,16139
2020-02-28,16254
2020-02-29,16254
2020-03-01,16254
2020-03-02,16254
2020-03-03,16092
2020-03-04,16092
2020-03-05,16092
2020-03-06,15758
2020-03-07,15758
2020-03-08,15758
2020-03-09,16165
2020-03-10,16165
2020-03-11,16165
2020-03-12,16539
2020-03-13,16539
2020-03-14,16539
2020-03-15,17053
2020-03-16,17053
2020-03-17,17053
2020-03-18,17386
2020-03-19,17386
2020-03-20,17386
2020-03-21,17428
2020-03-22,17428
2020-03-23,18214
2020-03-24,18214
2020-03-25,18458
2020-03-26,18458
2020-03-27,17843
2020-03-28,17843
2020-03-29,17388
2020-03-30,17388
2020-03-31,17460
2020-04-01,17460
2020-04-02,18058
2020-04-03,18058
2020-04-04,18058
2020-04-05,18919
2020-04-06,18919
2020-04-07,19853
2020-04-08,20327
2020-04-09,20327
2020-04-10,20327
2020-04-11,20194
2020-04-12,20194
2020-04-13,19431
2020-04-14,19431
2020-04-15,19229
2020-04-16,19229
2020-04-17,19229
2020-04-18,19639
2020-04-19,19639
2020-04-20,20309
2020-04-21,20309
2020-04-22,20541
2020-04-23,20541
2020-04-24,20541
2020-04-25,20862
2020-04-26,20862
2020-04-27,21063
2020-04-28,21063
2020-04-29,21459
2020-04-30,21459
2020-05-01,21932
2020-05-02,21932
2020-05-03,22591
2020-05-04,22591
2020-05-05,22591
2020-05-06,22030
2020-05-07,22030
2020-05-08,22030
2020-05-09,21349
2020-05-10,21349
2020-05-11,21349
2020-05-12,21682
2020-05-13,21682
