date_obj,Plant%20cure price
2016-01-29,253
2016-01-30,253
2016-01-31,250
2016-02-01,250
2016-02-02,250
2016-02-03,243
2016-02-04,243
2016-02-05,243
2016-02-06,249
2016-02-07,249
2016-02-08,249
2016-02-09,245
2016-02-10,245
2016-02-11,233
2016-02-12,233
2016-02-13,225
2016-02-14,225
2016-02-15,225
2016-02-16,213
2016-02-17,213
2016-02-18,213
2016-02-19,204
2016-02-20,204
2016-02-21,194
2016-02-22,194
2016-02-23,194
2016-02-24,184
2016-02-25,184
2016-02-26,184
2016-02-27,176
2016-02-28,176
2016-02-29,172
2016-03-01,172
2016-03-02,172
2016-03-03,167
2016-03-04,167
2016-03-05,167
2016-03-06,163
2016-03-07,163
2016-03-08,163
2016-03-09,157
2016-03-10,157
2016-03-11,157
2016-03-12,151
2016-03-13,151
2016-03-14,151
2016-03-15,151
2016-03-16,151
2016-03-17,149
2016-03-18,149
2016-03-19,149
2016-03-20,149
2016-03-21,150
2016-03-22,150
2016-03-23,154
2016-03-24,154
2016-03-25,158
2016-03-26,158
2016-03-27,158
2016-03-28,158
2016-03-29,158
2016-03-30,158
2016-03-31,159
2016-04-01,159
2016-04-02,159
2016-04-03,159
2016-04-04,159
2016-04-05,159
2016-04-06,152
2016-04-07,152
2016-04-08,152
2016-04-09,155
2016-04-10,155
2016-04-11,155
2016-04-12,158
2016-04-14,160
2016-04-15,160
2016-04-16,166
2016-04-17,166
2016-04-18,167
2016-04-19,167
2016-04-20,167
2016-04-21,167
2016-04-22,167
2016-04-23,168
2016-04-24,168
2016-04-25,165
2016-04-26,165
2016-04-27,167
2016-04-28,167
2016-04-29,167
2016-04-30,164
2016-05-01,164
2016-05-02,168
2016-05-03,168
2016-05-04,172
2016-05-05,172
2016-05-06,172
2016-05-07,173
2016-05-08,173
2016-05-09,174
2016-05-10,174
2016-05-11,174
2016-05-12,174
2016-05-13,173
2016-05-14,173
2016-05-15,171
2016-05-16,171
2016-05-17,173
2016-05-18,173
2016-05-19,169
2016-05-22,170
2016-05-23,170
2016-05-24,170
2016-05-25,174
2016-05-26,174
2016-05-27,177
2016-05-28,177
2016-05-29,180
2016-05-30,180
2016-05-31,180
2016-06-01,180
2016-06-02,180
2016-06-03,179
2016-06-04,179
2016-06-05,180
2016-06-06,179
2016-06-07,179
2016-06-08,181
2016-06-09,181
2016-06-10,182
2016-06-11,182
2016-06-12,177
2016-06-13,177
2016-06-14,181
2016-06-15,181
2016-06-16,181
2016-06-17,184
2016-06-18,184
2016-06-19,181
2016-06-20,181
2016-06-21,184
2016-06-22,184
2016-06-23,185
2016-06-24,185
2016-06-25,187
2016-06-26,187
2016-06-27,187
2016-06-28,191
2016-06-29,191
2016-06-30,193
2016-07-01,193
2016-07-02,201
2016-07-03,201
2016-07-04,211
2016-07-05,211
2016-07-06,218
2016-07-07,218
2016-07-08,211
2016-07-09,211
2016-07-10,215
2016-07-11,215
2016-07-12,215
2016-07-13,215
2016-07-14,219
2016-07-15,219
2016-07-16,226
2016-07-17,226
2016-07-18,233
2016-07-23,233
2016-07-24,233
2016-07-25,224
2016-07-26,224
2016-07-27,214
2016-07-28,214
2016-07-29,203
2016-07-30,203
2016-07-31,192
2016-08-01,192
2016-08-02,185
2016-08-03,185
2016-08-04,183
2016-08-05,183
2016-08-06,180
2016-08-07,180
2016-08-08,180
2016-08-09,180
2016-08-10,177
2016-08-11,177
2016-08-12,177
2016-08-13,177
2016-08-14,177
2016-08-15,182
2016-08-16,182
2016-08-17,185
2016-08-18,185
2016-08-19,190
2016-08-20,190
2016-08-21,192
2016-08-22,192
2016-08-23,196
2016-08-24,196
2016-08-25,200
2016-08-26,200
2016-08-28,200
2016-08-31,206
2016-09-01,213
2016-09-02,213
2016-09-03,213
2016-09-04,214
2016-09-05,214
2016-09-06,219
2016-09-07,219
2016-09-08,219
2016-09-09,224
2016-09-10,224
2016-09-11,224
2016-09-12,227
2016-09-13,227
2016-09-14,227
2016-09-15,235
2016-09-16,235
2016-09-17,235
2016-09-18,236
2016-09-19,236
2016-09-20,236
2016-09-21,241
2016-09-22,241
2016-09-23,233
2016-09-24,233
2016-09-25,233
2016-09-26,235
2016-09-27,235
2016-09-28,238
2016-09-29,238
2016-09-30,250
2016-10-01,250
2016-10-02,250
2016-10-03,247
2016-10-04,247
2016-10-05,247
2016-10-06,254
2016-10-07,254
2016-10-08,254
2016-10-09,259
2016-10-10,259
2016-10-11,259
2016-10-12,264
2016-10-13,264
2016-10-14,262
2016-10-15,262
2016-10-16,263
2016-10-17,263
2016-10-18,270
2016-10-19,270
2016-10-20,270
2016-10-21,260
2016-10-22,260
2016-10-23,260
2016-10-24,247
2016-10-25,247
2016-10-26,237
2016-10-27,237
2016-10-28,237
2016-10-29,240
2016-10-30,240
2016-10-31,245
2016-11-01,245
2016-11-02,245
2016-11-03,252
2016-11-04,252
2016-11-05,252
2016-11-06,250
2016-11-07,250
2016-11-08,250
2016-11-09,252
2016-11-10,252
2016-11-11,252
2016-11-12,254
2016-11-13,254
2016-11-14,254
2016-12-07,302
2016-12-08,302
2016-12-09,303
2016-12-10,303
2016-12-11,310
2016-12-12,310
2016-12-13,311
2016-12-14,311
2016-12-15,321
2016-12-16,321
2016-12-17,329
2016-12-18,329
2016-12-19,332
2016-12-20,332
2016-12-21,335
2016-12-22,335
2016-12-23,331
2016-12-24,331
2016-12-25,325
2016-12-26,325
2016-12-27,324
2016-12-28,324
2016-12-29,322
2016-12-30,322
2016-12-31,319
2017-01-01,319
2017-01-02,315
2017-01-03,315
2017-01-04,299
2017-01-05,299
2017-01-06,284
2017-01-07,269
2017-01-08,269
2017-01-09,259
2017-01-10,259
2017-01-11,261
2017-01-12,250
2017-01-13,250
2017-01-14,239
2017-01-15,228
2017-01-16,228
2017-01-17,217
2017-01-18,217
2017-01-19,217
2017-01-20,217
2017-01-21,220
2017-01-22,220
2017-01-27,225
2017-01-28,226
2017-01-29,226
2017-01-30,229
2017-01-31,229
2017-02-01,231
2017-02-02,231
2017-02-03,235
2017-02-04,234
2017-02-05,234
2017-02-06,238
2017-02-07,238
2017-02-08,241
2017-02-09,241
2017-02-10,250
2017-02-11,246
2017-02-12,246
2017-02-13,250
2017-02-14,241
2017-02-15,241
2017-02-16,238
2017-02-18,245
2017-02-19,252
2017-02-20,252
2017-02-21,258
2017-02-22,258
2017-02-23,266
2017-02-24,266
2017-02-25,265
2017-02-26,265
2017-02-27,270
2017-02-28,267
2017-03-01,267
2017-03-02,266
2017-03-03,266
2017-03-04,271
2017-03-05,271
2017-03-06,270
2017-03-07,270
2017-03-08,272
2017-03-09,272
2017-03-10,267
2017-03-11,267
2017-03-12,267
2017-03-13,267
2017-03-14,263
2017-03-15,263
2017-03-16,257
2017-03-17,257
2017-03-18,260
2017-03-19,262
2017-03-20,262
2017-03-21,270
2017-03-22,270
2017-03-23,262
2017-03-24,262
2017-03-25,256
2017-03-26,256
2017-03-27,255
2017-03-28,255
2017-03-29,250
2017-03-30,250
2017-03-31,253
2017-04-01,253
2017-04-02,255
2017-04-03,259
2017-04-04,259
2017-04-12,275
2017-04-13,269
2017-04-14,269
2017-04-15,274
2017-04-16,272
2017-04-17,272
2017-04-18,273
2017-04-19,273
2017-04-20,276
2017-04-21,276
2017-04-22,274
2017-04-23,274
2017-04-24,280
2017-04-25,285
2017-04-26,285
2017-04-27,287
2017-04-28,287
2017-04-29,290
2017-04-30,290
2017-05-01,299
2017-05-02,299
2017-05-03,305
2017-05-04,305
2017-05-05,310
2017-05-06,310
2017-05-07,305
2017-05-08,305
2017-05-09,295
2017-05-10,295
2017-05-11,297
2017-05-12,295
2017-05-13,296
2017-05-14,296
2017-05-15,296
2017-05-16,296
2017-05-17,296
2017-05-18,296
2017-05-19,301
2017-05-20,299
2017-05-21,299
2017-05-22,303
2017-05-23,303
2017-05-24,302
2017-05-25,302
2017-05-26,297
2017-05-27,296
2017-05-28,296
2017-05-29,301
2017-05-30,301
2017-05-31,308
2017-06-01,308
2017-06-02,300
2017-06-03,300
2017-06-06,295
2017-06-07,295
2017-06-08,291
2017-06-09,291
2017-06-10,289
2017-06-11,289
2017-06-12,278
2017-06-13,273
2017-06-14,273
2017-06-15,275
2017-06-16,275
2017-06-17,281
2017-06-18,280
2017-06-19,280
2017-06-20,267
2017-06-21,267
2017-06-22,257
2017-06-23,257
2017-06-24,252
2017-06-25,252
2017-06-26,257
2017-06-27,258
2017-06-28,258
2017-06-29,262
2017-06-30,262
2017-07-01,260
2017-07-02,260
2017-07-03,264
2017-07-04,264
2017-07-05,269
2017-07-06,261
2017-07-07,261
2017-07-08,258
2017-07-13,252
2017-07-14,253
2017-07-15,253
2017-07-16,248
2017-07-17,252
2017-07-18,252
2017-07-19,247
2017-07-20,247
2017-07-21,246
2017-07-22,246
2017-07-23,245
2017-07-24,245
2017-07-25,254
2017-07-26,254
2017-07-27,255
2017-07-28,255
2017-07-29,264
2017-07-30,266
2017-07-31,266
2017-08-01,272
2017-08-02,275
2017-08-03,275
2017-08-04,276
2017-08-05,272
2017-08-06,272
2017-08-09,279
2017-08-10,276
2017-08-11,276
2017-08-12,272
2017-08-13,272
2017-08-14,272
2017-08-15,272
2017-08-17,283
2017-08-18,283
2017-08-19,290
2017-08-20,294
2017-08-22,295
2017-08-23,295
2017-08-24,287
2017-08-25,287
2017-08-26,286
2017-08-27,286
2017-08-28,271
2017-08-29,271
2017-08-30,257
2017-08-31,257
2017-09-01,249
2017-09-02,260
2017-09-03,260
2017-09-04,263
2017-09-05,266
2017-09-06,266
2017-09-07,255
2017-09-08,255
2017-09-09,242
2017-09-10,242
2017-09-11,233
2017-09-12,233
2017-09-13,227
2017-09-14,226
2017-09-15,226
2017-09-16,228
2017-09-17,224
2017-09-19,225
2017-09-20,225
2017-09-21,226
2017-09-22,220
2017-09-23,220
2017-09-24,219
2017-09-25,219
2017-09-26,216
2017-09-27,216
2017-09-28,215
2017-09-29,215
2017-09-30,215
2017-10-01,215
2017-10-02,213
2017-10-03,213
2017-10-04,213
2017-10-05,216
2017-10-06,216
2017-10-07,222
2017-10-08,222
2017-10-09,232
2017-10-10,232
2017-10-11,233
2017-10-12,233
2017-10-13,231
2017-10-14,231
2017-10-15,230
2017-10-16,224
2017-10-17,224
2017-10-18,228
2017-10-19,228
2017-10-20,230
2017-10-21,230
2017-10-22,234
2017-10-23,234
2017-10-24,233
2017-10-25,236
2017-10-26,236
2017-10-27,226
2017-10-28,226
2017-10-29,223
2017-10-30,223
2017-10-31,213
2017-11-01,213
2017-11-02,210
2017-11-03,210
2017-11-04,206
2017-11-05,206
2017-11-06,204
2017-11-07,204
2017-11-08,204
2017-11-09,204
2017-11-10,199
2017-11-11,199
2017-11-12,190
2017-11-13,190
2017-11-14,192
2017-11-15,192
2017-11-16,189
2017-11-17,189
2017-11-18,188
2017-11-19,188
2017-11-20,188
2017-11-21,188
2017-11-22,189
2017-11-23,189
2017-11-24,189
2017-11-25,189
2017-11-26,185
2017-11-27,185
2017-11-28,189
2017-11-29,189
2017-11-30,196
2017-12-01,204
2017-12-02,204
2017-12-03,205
2017-12-04,205
2017-12-05,195
2017-12-06,195
2017-12-07,198
2017-12-08,198
2017-12-09,195
2017-12-10,195
2017-12-11,195
2017-12-12,195
2017-12-14,200
2017-12-15,200
2017-12-16,203
2017-12-17,203
2017-12-18,205
2017-12-19,205
2017-12-20,203
2017-12-21,203
2017-12-22,204
2017-12-23,204
2017-12-24,206
2017-12-25,206
2017-12-26,212
2017-12-27,217
2017-12-28,217
2017-12-29,224
2017-12-30,228
2017-12-31,228
2018-01-01,229
2018-01-02,229
2018-01-03,235
2018-01-04,235
2018-01-05,237
2018-01-06,236
2018-01-07,236
2018-01-08,235
2018-01-09,242
2018-01-10,242
2018-01-11,252
2018-01-12,252
2018-01-13,253
2018-01-14,257
2018-01-15,259
2018-01-16,261
2018-01-17,258
2018-01-18,250
2018-01-19,250
2018-01-20,252
2018-01-21,252
2018-01-22,253
2018-01-23,255
2018-01-24,263
2018-01-25,258
2018-01-26,257
2018-01-27,265
2018-01-28,267
2018-01-29,267
2018-01-31,271
2018-02-01,266
2018-02-02,271
2018-02-03,274
2018-02-04,266
2018-02-05,264
2018-02-06,265
2018-02-07,268
2018-02-08,268
2018-02-09,263
2018-02-10,263
2018-02-11,250
2018-02-12,237
2018-02-13,233
2018-02-14,243
2018-02-15,249
2018-02-16,251
2018-02-17,257
2018-02-18,263
2018-02-19,269
2018-02-20,264
2018-02-21,254
2018-02-22,249
2018-02-23,256
2018-02-24,253
2018-02-25,254
2018-02-26,266
2018-02-27,273
2018-03-01,279
2018-03-02,285
2018-03-03,294
2018-03-05,295
2018-03-06,294
2018-03-07,298
2018-03-08,298
2018-03-09,299
2018-03-10,292
2018-03-11,277
2018-03-12,263
2018-03-13,249
2018-03-14,238
2018-03-15,238
2018-03-16,238
2018-03-17,236
2018-03-18,240
2018-03-19,240
2018-03-20,240
2018-03-21,242
2018-03-23,226
2018-03-24,218
2018-03-26,216
2018-03-27,213
2018-03-28,213
2018-03-29,207
2018-03-30,203
2018-03-31,201
2018-04-01,205
2018-04-02,205
2018-04-03,203
2018-04-04,204
2018-04-05,204
2018-04-06,202
2018-04-08,200
2018-04-09,200
2018-04-10,199
2018-04-11,199
2018-04-12,197
2018-04-13,197
2018-04-14,196
2018-04-15,195
2018-04-16,195
2018-04-17,195
2018-04-18,195
2018-04-19,195
2018-04-20,194
2018-04-21,192
2018-04-22,192
2018-04-23,193
2018-04-24,193
2018-04-25,195
2018-04-26,195
2018-04-27,205
2018-04-28,215
2018-04-29,226
2018-04-30,226
2018-05-01,221
2018-05-02,221
2018-05-03,218
2018-05-04,220
2018-05-05,225
2018-05-06,225
2018-05-07,227
2018-05-08,237
2018-05-09,249
2018-05-10,262
2018-05-11,276
2018-05-12,290
2018-05-13,290
2018-05-14,301
2018-05-15,305
2018-05-16,318
2018-05-17,321
2018-05-18,316
2018-05-19,316
2018-05-20,319
2018-05-21,314
2018-05-22,314
2018-05-23,306
2018-05-24,299
2018-05-25,308
2018-05-26,315
2018-05-27,315
2018-05-28,304
2018-05-29,312
2018-05-30,320
2018-05-31,328
2018-06-01,341
2018-06-02,342
2018-06-03,324
2018-06-04,307
2018-06-05,304
2018-06-06,299
2018-06-07,299
2018-06-08,298
2018-06-09,283
2018-06-10,268
2018-06-11,266
2018-06-12,263
2018-06-13,263
2018-06-14,268
2018-06-15,270
2018-06-16,268
2018-06-17,276
2018-06-18,287
2018-06-19,280
2018-06-20,280
2018-06-21,267
2018-06-22,267
2018-06-23,267
2018-06-24,273
2018-06-25,280
2018-06-26,287
2018-06-27,289
2018-06-28,298
2018-06-29,294
2018-06-30,299
2018-07-01,311
2018-07-02,311
2018-07-03,324
2018-07-04,325
2018-07-05,325
2018-07-06,331
2018-07-07,336
2018-07-08,343
2018-07-09,358
2018-07-10,373
2018-07-11,389
2018-07-12,399
2018-07-13,401
2018-07-14,410
2018-07-15,397
2018-07-16,380
2018-07-17,367
2018-07-18,357
2018-07-19,357
2018-07-20,350
2018-07-21,353
2018-07-22,348
2018-07-23,330
2018-07-24,322
2018-07-25,309
2018-07-26,311
2018-07-27,315
2018-07-28,327
2018-07-29,332
2018-07-30,317
2018-07-31,313
2018-08-01,313
2018-08-02,305
2018-08-03,303
2018-08-04,313
2018-08-05,306
2018-08-06,299
2018-08-07,297
2018-08-08,283
2018-08-09,274
2018-08-10,270
2018-08-11,267
2018-08-12,281
2018-08-14,279
2018-08-16,266
2018-08-17,252
2018-08-18,248
2018-08-19,237
2018-08-20,231
2018-08-21,219
2018-08-22,216
2018-08-23,215
2018-08-24,212
2018-08-25,204
2018-08-26,208
2018-08-27,207
2018-08-28,212
2018-08-29,218
2018-08-30,217
2018-08-31,215
2018-09-01,213
2018-09-02,215
2018-09-03,214
2018-09-04,220
2018-09-05,229
2018-09-06,229
2018-09-07,239
2018-09-08,249
2018-09-09,254
2018-09-10,255
2018-09-11,255
2018-09-12,248
2018-09-13,251
2018-09-14,246
2018-09-15,252
2018-09-16,264
2018-09-17,264
2018-09-18,256
2018-09-19,252
2018-09-20,252
2018-09-21,252
2018-09-22,256
2018-09-23,264
2018-09-24,267
2018-09-25,267
2018-09-26,272
2018-09-27,278
2018-09-28,287
2018-09-29,292
2018-09-30,294
2018-10-02,298
2018-10-03,296
2018-10-04,296
2018-10-05,294
2018-10-06,295
2018-10-07,301
2018-10-08,307
2018-10-09,308
2018-10-10,313
2018-10-11,324
2018-10-12,335
2018-10-13,345
2018-10-14,331
2018-10-15,315
2018-10-16,302
2018-10-17,286
2018-10-18,273
2018-10-19,265
2018-10-20,265
2018-10-21,266
2018-10-22,262
2018-10-23,264
2018-10-24,260
2018-10-25,260
2018-10-26,257
2018-10-27,267
2018-10-28,266
2018-10-29,266
2018-10-30,265
2018-10-31,271
2018-11-01,282
2018-11-03,306
2018-11-04,310
2018-11-05,312
2018-11-06,316
2018-11-07,311
2018-11-08,309
2018-11-09,302
2018-11-10,291
2018-11-11,285
2018-11-12,271
2018-11-13,257
2018-11-15,231
2018-11-16,219
2018-11-17,208
2018-11-18,197
2018-11-19,194
2018-11-20,198
2018-11-21,203
2018-11-22,208
2018-11-23,200
2018-11-24,204
2018-11-25,212
2018-11-26,212
2018-11-27,222
2018-11-28,231
2018-11-29,242
2018-12-01,246
2018-12-02,253
2018-12-03,266
2018-12-04,277
2018-12-05,289
2018-12-09,254
2018-12-10,241
2018-12-11,228
2018-12-12,216
2018-12-13,205
2018-12-14,194
2018-12-15,186
2018-12-16,188
2018-12-17,183
2018-12-18,189
2018-12-19,195
2018-12-20,204
2018-12-21,201
2018-12-22,196
2018-12-23,194
2018-12-24,193
2018-12-25,199
2018-12-26,191
2018-12-27,192
2018-12-28,187
2018-12-29,191
2018-12-30,189
2018-12-31,188
2019-01-01,193
2019-01-02,186
2019-01-03,182
2019-01-04,186
2019-01-05,188
2019-01-06,180
2019-01-08,175
2019-01-10,171
2019-01-11,169
2019-01-12,170
2019-01-13,174
2019-01-14,178
2019-01-15,169
2019-01-16,167
2019-01-17,171
2019-01-18,179
2019-01-19,186
2019-01-20,181
2019-01-21,171
2019-01-22,162
2019-01-23,153
2019-01-24,145
2019-01-25,150
2019-01-26,153
2019-01-27,146
2019-01-28,144
2019-01-29,142
2019-01-30,138
2019-01-31,133
2019-02-01,133
2019-02-02,138
2019-02-03,136
2019-02-04,137
2019-02-05,139
2019-02-06,146
2019-02-07,152
2019-02-08,157
2019-02-09,164
2019-02-10,173
2019-02-11,178
2019-02-12,183
2019-02-13,185
2019-02-14,185
2019-02-15,184
2019-02-16,191
2019-02-17,181
2019-02-18,171
2019-02-19,162
2019-02-20,153
2019-02-21,148
2019-02-22,152
2019-02-23,158
2019-02-24,162
2019-02-25,158
2019-02-26,161
2019-02-27,164
2019-02-28,168
2019-03-01,168
2019-03-02,159
2019-03-03,152
2019-03-04,145
2019-03-05,149
2019-03-06,156
2019-03-07,163
2019-03-08,171
2019-03-09,179
2019-03-10,187
2019-03-11,191
2019-03-12,195
2019-03-13,196
2019-03-14,197
2019-03-15,194
2019-03-16,188
2019-03-17,178
2019-03-18,169
2019-03-19,161
2019-03-20,168
2019-03-21,171
2019-03-22,173
2019-03-23,176
2019-03-24,171
2019-03-25,174
2019-03-26,173
2019-03-27,172
2019-03-28,172
2019-03-29,177
2019-03-30,184
2019-03-31,192
2019-04-01,199
2019-04-02,206
2019-04-03,211
2019-04-04,206
2019-04-05,195
2019-04-06,185
2019-04-07,176
2019-04-08,168
2019-04-09,163
2019-04-10,156
2019-04-11,151
2019-04-12,151
2019-04-13,154
2019-04-14,159
2019-04-15,161
2019-04-16,168
2019-04-17,171
2019-04-18,176
2019-04-19,177
2019-04-20,178
2019-04-21,181
2019-04-22,187
2019-04-23,190
2019-04-24,194
2019-04-25,195
2019-04-26,194
2019-04-27,191
2019-04-28,195
2019-04-29,196
2019-04-30,203
2019-05-01,195
2019-05-02,194
2019-05-03,190
2019-05-04,192
2019-05-05,198
2019-05-06,190
2019-05-07,193
2019-05-08,202
2019-05-09,208
2019-05-10,206
2019-05-11,212
2019-05-12,201
2019-05-13,198
2019-05-14,198
2019-05-15,198
2019-05-16,201
2019-05-17,210
2019-05-18,211
2019-05-19,215
2019-05-20,217
2019-05-21,216
2019-05-22,219
2019-05-23,212
2019-05-24,211
2019-05-25,204
2019-05-26,206
2019-05-27,207
2019-05-28,211
2019-05-29,208
2019-05-30,209
2019-05-31,198
2019-06-01,190
2019-06-02,195
2019-06-03,199
2019-06-04,191
2019-06-05,181
2019-06-06,176
2019-06-07,173
2019-06-08,175
2019-06-09,180
2019-06-10,180
2019-06-11,176
2019-06-12,179
2019-06-13,174
2019-06-14,171
2019-06-15,173
2019-06-16,169
2019-06-17,167
2019-06-18,161
2019-06-19,165
2019-06-20,168
2019-06-21,171
2019-06-22,171
2019-06-23,177
2019-06-24,181
2019-06-25,190
2019-06-26,186
2019-06-27,186
2019-06-28,178
2019-06-29,170
2019-06-30,162
2019-07-01,160
2019-07-02,166
2019-07-03,171
2019-07-04,169
2019-07-05,173
2019-07-06,167
2019-07-07,167
2019-07-08,163
2019-07-09,158
2019-07-10,154
2019-07-11,160
2019-07-12,165
2019-07-13,166
2019-07-14,165
2019-07-15,159
2019-07-16,159
2019-07-17,164
2019-07-18,173
2019-07-19,174
2019-07-20,183
2019-07-21,193
2019-07-22,203
2019-07-23,209
2019-07-24,218
2019-07-25,228
2019-07-26,240
2019-07-27,240
2019-07-28,245
2019-07-29,249
2019-07-30,251
2019-07-31,243
2019-08-01,246
2019-08-02,234
2019-08-03,231
2019-08-04,225
2019-08-05,226
2019-08-06,221
2019-08-07,211
2019-08-08,200
2019-08-09,195
2019-08-10,193
2019-08-11,198
2019-08-12,201
2019-08-13,194
2019-08-14,192
2019-08-15,196
2019-08-16,203
2019-08-17,203
2019-08-18,199
2019-08-19,198
2019-08-20,199
2019-08-21,197
2019-08-22,200
2019-08-23,202
2019-08-24,204
2019-08-24,204
2019-08-25,203
2019-08-25,203
2019-08-26,212
2019-08-26,212
2019-08-27,214
2019-08-27,214
2019-08-28,219
2019-08-29,217
2019-08-30,210
2019-08-31,211
2019-09-01,212
2019-09-02,215
2019-09-03,218
2019-09-04,222
2019-09-05,227
2019-09-06,223
2019-09-07,225
2019-09-08,226
