date_obj,Jungle%20camo%20legs price
2015-03-26,10000
2015-03-27,10000
2015-03-28,10000
2015-03-29,10000
2015-03-30,10000
2015-03-31,10000
2015-04-01,10000
2015-04-02,10000
2015-04-03,10000
2015-04-04,10000
2015-04-05,10000
2015-04-06,10000
2015-04-07,10007
2015-04-08,10007
2015-04-09,10007
2015-04-10,10007
2015-04-11,10007
2015-04-12,10007
2015-04-13,10007
2015-04-14,10007
2015-04-15,10007
2015-04-16,10007
2015-04-17,10007
2015-04-18,10007
2015-04-19,10007
2015-04-20,10007
2015-04-21,10007
2015-04-22,10007
2015-04-23,10007
2015-04-24,10007
2015-04-25,10007
2015-04-26,10007
2015-04-27,10007
2015-04-28,10007
2015-04-29,10007
2015-04-30,10007
2015-05-01,10007
2015-05-02,10007
2015-05-03,10007
2015-05-04,10007
2015-05-05,10007
2015-05-06,10007
2015-05-07,10007
2015-05-08,10007
2015-05-09,10007
2015-05-10,10007
2015-05-11,10007
2015-05-12,10007
2015-05-13,10007
2015-05-14,10007
2015-05-15,10007
2015-05-16,10007
2015-05-17,9970
2015-05-18,9970
2015-05-19,9970
2015-05-20,9970
2015-05-21,9970
2015-05-22,9970
2015-05-23,9970
2015-05-24,9970
2015-05-25,9970
2015-05-26,9970
2015-05-27,9970
2015-05-28,9970
2015-05-29,9970
2015-05-30,9970
2015-05-31,9970
2015-06-01,9970
2015-06-02,9970
2015-06-03,9970
2015-06-04,9970
2015-06-05,9970
2015-06-06,9970
2015-06-07,9970
2015-06-08,9970
2015-06-09,9970
2015-06-10,9970
2015-06-11,9970
2015-06-12,9970
2015-06-13,9970
2015-06-14,9970
2015-06-15,9970
2015-06-16,9970
2015-06-17,9624
2015-06-18,9624
2015-06-19,9624
2015-06-20,9624
2015-06-21,9624
2015-06-22,9624
2015-06-23,9624
2015-06-24,9624
2015-06-25,9624
2015-06-26,9624
2015-06-27,9624
2015-06-28,9624
2015-06-29,9624
2015-06-30,9624
2015-07-01,9624
2015-07-02,9624
2015-07-03,9624
2015-07-04,9624
2015-07-05,9624
2015-07-06,9624
2015-07-07,9624
2015-07-08,9624
2015-07-09,9624
2015-07-10,9624
2015-07-11,9624
2015-07-12,9624
2015-07-13,9624
2015-07-14,9624
2015-07-15,9624
2015-07-16,9624
2015-07-17,9624
2015-07-18,9624
2015-07-19,9624
2015-07-20,9182
2015-07-21,9182
2015-07-22,9182
2015-07-23,9182
2015-07-24,9182
2015-07-25,9182
2015-07-26,9182
2015-07-27,9182
2015-07-28,9182
2015-07-29,9182
2015-07-30,9182
2015-07-31,9182
2015-08-01,9182
2015-08-02,9182
2015-08-03,9182
2015-08-04,9182
2015-08-05,9182
2015-08-06,9182
2015-08-07,9182
2015-08-08,9182
2015-08-09,9182
2015-08-10,9182
2015-08-11,9182
2015-08-12,9182
2015-08-13,9182
2015-08-14,9182
2015-08-15,9182
2015-08-16,9182
2015-08-17,9182
2015-08-18,9182
2015-08-19,9009
2015-08-20,9009
2015-08-21,9009
2015-08-22,9009
2015-08-23,9009
2015-08-24,9009
2015-08-25,9009
2015-08-26,9009
2015-08-27,9009
2015-08-28,9009
2015-08-29,9009
2015-08-30,9009
2015-08-31,9009
2015-09-01,9009
2015-09-02,9009
2015-09-03,9009
2015-09-04,9009
2015-09-05,9009
2015-09-06,9009
2015-09-07,9009
2015-09-08,9009
2015-09-09,9009
2015-09-10,9009
2015-09-11,9009
2015-09-12,9009
2015-09-13,9009
2015-09-14,9009
2015-09-15,9009
2015-09-16,9009
2015-09-17,9009
2015-09-18,9009
2015-09-19,9009
2015-09-20,9009
2015-09-21,9009
2015-09-22,9009
2015-09-23,8666
2015-09-24,8666
2015-09-25,8666
2015-09-27,8666
2015-09-28,8666
2015-09-29,8666
2015-09-30,8666
2015-10-05,8666
2015-10-06,8666
2015-10-07,8666
2015-10-08,8666
2015-10-09,8666
2015-10-10,8666
2015-10-11,8666
2015-10-12,8666
2015-10-13,8666
2015-10-14,8666
2015-10-15,8666
2015-10-16,8666
2015-10-17,8666
2015-10-18,8666
2015-10-19,8666
2015-10-20,8666
2015-10-22,8666
2015-10-23,8666
2015-10-24,8666
2015-10-25,8666
2015-10-26,8666
2015-10-27,8666
2015-10-29,8666
2015-10-30,8666
2015-10-31,8524
2015-11-01,8524
2015-11-02,8524
2015-11-03,8524
2015-11-04,8524
2015-11-05,8524
2015-11-06,8524
2015-11-07,8524
2015-11-08,8524
2015-11-09,8524
2015-11-10,8524
2015-11-11,8524
2015-11-12,8524
2015-11-13,8524
2015-11-14,8524
2015-11-15,8524
2015-11-16,8524
2015-11-17,8524
2015-11-18,8524
2015-11-19,8524
2015-11-20,8524
2015-11-21,8524
2015-11-22,8524
2015-11-23,8524
2015-11-24,8524
2015-11-25,8524
2015-11-26,8524
2015-11-27,8524
2015-11-28,8524
2015-11-29,8524
2015-11-30,8524
2015-12-01,8524
2015-12-02,8524
2015-12-03,8524
2015-12-04,8524
2015-12-05,8524
2015-12-06,8279
2015-12-07,8279
2015-12-08,8279
2015-12-09,8279
2015-12-10,8279
2015-12-11,8279
2015-12-12,8279
2015-12-13,8279
2015-12-14,8279
2015-12-15,8279
2015-12-16,8279
2015-12-17,8279
2015-12-18,8279
2015-12-19,8279
2015-12-20,8279
2015-12-21,8279
2015-12-22,8279
2015-12-23,8279
2015-12-24,8279
2015-12-25,8279
2015-12-26,8279
2015-12-27,8279
2015-12-28,8279
2015-12-29,8279
2015-12-30,8279
2015-12-31,8279
2016-01-01,8279
2016-01-02,8279
2016-01-03,8279
2016-01-04,8279
2016-01-05,8279
2016-01-06,8279
2016-01-07,8279
2016-01-08,8279
2016-01-09,8279
2016-01-10,8297
2016-01-11,8297
2016-01-12,8297
2016-01-13,8297
2016-01-14,8297
2016-01-15,8297
2016-01-16,8297
2016-01-17,8297
2016-01-18,8297
2016-01-19,8297
2016-01-20,8297
2016-01-21,8297
2016-01-22,8297
2016-01-23,8297
2016-01-24,8297
2016-01-25,8297
2016-01-26,8297
2016-01-27,8297
2016-01-28,8297
2016-01-29,8297
2016-01-30,8297
2016-01-31,8297
2016-02-01,8297
2016-02-02,8297
2016-02-03,8297
2016-02-04,8297
2016-02-05,8297
2016-02-06,8297
2016-02-07,8297
2016-02-08,8297
2016-02-09,8297
2016-02-10,8297
2016-02-11,8297
2016-02-12,8297
2016-02-13,8297
2016-02-14,8297
2016-02-15,8330
2016-02-16,8330
2016-02-17,8330
2016-02-18,8330
2016-02-19,8330
2016-02-20,8330
2016-02-21,8330
2016-02-22,8330
2016-02-23,8330
2016-02-24,8330
2016-02-25,8330
2016-02-26,8330
