date_obj,Silver%20dust price
2015-03-26,328
2015-03-27,328
2015-03-28,328
2015-03-29,328
2015-03-30,328
2015-03-31,344
2015-04-01,344
2015-04-02,344
2015-04-03,344
2015-04-04,344
2015-04-05,344
2015-04-06,344
2015-04-07,344
2015-04-08,344
2015-04-09,344
2015-04-10,344
2015-04-11,344
2015-04-12,344
2015-04-13,344
2015-04-14,344
2015-04-15,355
2015-04-16,355
2015-04-17,355
2015-04-18,355
2015-04-19,355
2015-04-20,355
2015-04-21,355
2015-04-22,355
2015-04-23,355
2015-04-24,355
2015-04-25,355
2015-04-26,355
2015-04-27,355
2015-04-28,355
2015-04-29,355
2015-04-30,364
2015-05-01,364
2015-05-02,364
2015-05-03,364
2015-05-04,364
2015-05-05,364
2015-05-06,364
2015-05-07,364
2015-05-08,364
2015-05-09,364
2015-05-10,364
2015-05-11,364
2015-05-12,364
2015-05-13,364
2015-05-14,364
2015-05-15,381
2015-05-16,381
2015-05-17,381
2015-05-18,381
2015-05-19,381
2015-05-20,381
2015-05-21,381
2015-05-22,381
2015-05-23,381
2015-05-24,381
2015-05-25,381
2015-05-26,381
2015-05-27,381
2015-05-28,383
2015-05-29,383
2015-05-30,383
2015-05-31,383
2015-06-01,383
2015-06-02,383
2015-06-03,383
2015-06-04,388
2015-06-05,388
2015-06-06,388
2015-06-07,388
2015-06-08,388
2015-06-09,388
2015-06-10,388
2015-06-11,388
2015-06-12,388
2015-06-13,398
2015-06-14,398
2015-06-15,398
2015-06-16,398
2015-06-17,398
2015-06-18,398
2015-06-19,398
2015-06-20,398
2015-06-21,398
2015-06-22,414
2015-06-23,414
2015-06-24,414
2015-06-25,414
2015-06-26,414
2015-06-27,414
2015-06-28,414
2015-06-29,414
2015-06-30,414
2015-07-01,414
2015-07-02,429
2015-07-03,429
2015-07-04,429
2015-07-05,429
2015-07-06,429
2015-07-07,429
2015-07-08,429
2015-07-09,429
2015-07-10,429
2015-07-11,450
2015-07-12,450
2015-07-13,450
2015-07-14,450
2015-07-15,450
2015-07-16,450
2015-07-17,450
2015-07-18,450
2015-07-19,450
2015-07-20,468
2015-07-21,468
2015-07-22,468
2015-07-23,468
2015-07-24,468
2015-07-25,468
2015-07-26,468
2015-07-27,468
2015-07-28,468
2015-07-29,488
2015-07-30,488
2015-07-31,488
2015-08-01,488
2015-08-02,488
2015-08-03,488
2015-08-04,488
2015-08-05,488
2015-08-06,488
2015-08-07,503
2015-08-08,503
2015-08-09,503
2015-08-10,503
2015-08-11,503
2015-08-12,503
2015-08-13,503
2015-08-14,503
2015-08-15,503
2015-08-16,522
2015-08-17,522
2015-08-18,522
2015-08-19,522
2015-08-20,522
2015-08-21,522
2015-08-22,522
2015-08-23,522
2015-08-24,533
2015-08-25,533
2015-08-26,533
2015-08-27,533
2015-08-28,533
2015-08-29,533
2015-08-30,533
2015-08-31,533
2015-09-01,533
2015-09-02,533
2015-09-03,553
2015-09-04,553
2015-09-05,553
2015-09-06,553
2015-09-07,553
2015-09-08,553
2015-09-09,553
2015-09-10,553
2015-09-11,553
2015-09-12,553
2015-09-13,535
2015-09-14,535
2015-09-15,535
2015-09-16,535
2015-09-17,535
2015-09-18,535
2015-09-19,535
2015-09-20,535
2015-09-21,535
2015-09-22,535
2015-09-23,535
2015-09-24,535
2015-09-25,535
2015-09-27,508
2015-09-28,508
2015-09-29,508
2015-09-30,508
2015-10-05,508
2015-10-06,508
2015-10-07,508
2015-10-08,508
2015-10-09,508
2015-10-10,508
2015-10-11,508
2015-10-12,482
2015-10-13,482
2015-10-14,482
2015-10-15,482
2015-10-16,482
2015-10-17,482
2015-10-18,482
2015-10-19,482
2015-10-20,482
2015-10-22,482
2015-10-23,482
2015-10-24,482
2015-10-25,482
2015-10-26,458
2015-10-27,458
2015-10-29,458
2015-10-30,458
2015-10-31,458
2015-11-01,458
2015-11-02,458
2015-11-03,458
2015-11-04,458
2015-11-05,458
2015-11-06,458
2015-11-07,458
2015-11-08,458
2015-11-09,458
2015-11-10,458
2015-11-11,448
2015-11-12,448
2015-11-13,448
2015-11-14,448
2015-11-15,448
2015-11-16,448
2015-11-17,448
2015-11-18,448
2015-11-19,448
2015-11-20,448
2015-11-21,448
2015-11-22,448
2015-11-23,448
2015-11-24,448
2015-11-25,448
2015-11-26,448
2015-11-27,459
2015-11-28,459
2015-11-29,459
2015-11-30,459
2015-12-01,459
2015-12-02,459
2015-12-03,459
2015-12-04,459
2015-12-05,459
2015-12-06,459
2015-12-07,459
2015-12-08,459
2015-12-09,459
2015-12-10,459
2015-12-11,456
2015-12-12,456
2015-12-13,456
2015-12-14,456
2015-12-15,456
2015-12-16,456
2015-12-17,456
2015-12-18,456
2015-12-19,456
2015-12-20,456
2015-12-21,456
2015-12-22,466
2015-12-23,466
2015-12-24,466
2015-12-25,466
2015-12-26,466
2015-12-27,466
2015-12-28,466
2015-12-29,466
2015-12-30,466
2015-12-31,445
2016-01-01,445
2016-01-02,445
2016-01-03,445
2016-01-04,445
2016-01-05,445
2016-01-06,445
2016-01-07,445
2016-01-08,445
2016-01-09,422
2016-01-10,422
2016-01-11,422
2016-01-12,422
2016-01-13,422
2016-01-14,422
2016-01-15,422
2016-01-16,422
2016-01-17,400
2016-01-18,400
2016-01-19,400
2016-01-20,400
2016-01-21,400
2016-01-22,400
2016-01-23,400
2016-01-24,400
2016-01-25,400
2016-01-26,381
2016-01-27,381
2016-01-28,381
2016-01-29,381
2016-01-30,381
2016-01-31,381
2016-02-01,381
2016-02-02,381
2016-02-03,361
2016-02-04,361
2016-02-05,361
2016-02-06,361
2016-02-07,361
2016-02-08,361
2016-02-09,361
2016-02-10,361
2016-02-11,361
2016-02-12,361
2016-02-13,342
2016-02-14,342
2016-02-15,342
2016-02-16,342
2016-02-17,342
2016-02-18,342
2016-02-19,342
2016-02-20,342
2016-02-21,334
2016-02-22,334
2016-02-23,334
2016-02-24,334
2016-02-25,334
2016-02-26,334
2016-02-27,334
2016-02-28,334
2016-02-29,334
2016-03-01,345
2016-03-02,345
2016-03-03,345
2016-03-04,345
2016-03-05,345
2016-03-06,345
2016-03-07,345
2016-03-08,345
2016-03-09,359
2016-03-10,359
2016-03-11,359
2016-03-12,359
2016-03-13,359
2016-03-14,359
2016-03-15,359
2016-03-16,359
2016-03-17,364
2016-03-18,364
2016-03-19,364
2016-03-20,364
2016-03-21,364
2016-03-22,364
2016-03-23,364
2016-03-24,364
2016-03-25,375
2016-03-26,375
2016-03-27,375
2016-03-28,375
2016-03-29,375
2016-03-30,375
2016-03-31,375
2016-04-01,375
2016-04-02,381
2016-04-03,381
2016-04-04,381
2016-04-05,381
2016-04-06,381
2016-04-07,381
2016-04-08,381
2016-04-09,381
2016-04-10,371
2016-04-11,371
2016-04-12,371
2016-04-13,371
2016-04-14,371
2016-04-15,371
2016-04-16,371
2016-04-17,371
2016-04-18,372
2016-04-19,372
2016-04-20,372
2016-04-21,372
2016-04-22,372
2016-04-23,372
2016-04-24,372
2016-04-25,372
2016-04-26,386
2016-04-27,386
2016-04-28,386
2016-04-29,386
2016-04-30,386
2016-05-01,386
2016-05-02,386
2016-05-03,403
2016-05-04,403
2016-05-05,403
2016-05-06,403
2016-05-07,403
2016-05-08,403
2016-05-09,403
2016-05-10,419
2016-05-11,419
2016-05-12,419
2016-05-13,419
2016-05-14,419
2016-05-15,419
2016-05-16,437
2016-05-17,437
2016-05-18,437
2016-05-19,437
2016-05-22,457
2016-05-23,457
2016-05-24,457
2016-05-25,457
2016-05-26,457
2016-05-27,457
2016-05-28,457
2016-05-29,465
2016-05-30,465
2016-05-31,465
2016-06-01,465
2016-06-02,465
2016-06-03,465
2016-06-04,465
2016-06-05,452
2016-06-06,452
2016-06-07,452
2016-06-08,452
2016-06-09,452
2016-06-10,452
2016-06-11,438
2016-06-12,438
2016-06-13,438
2016-06-14,438
2016-06-15,438
2016-06-16,438
2016-06-17,438
2016-06-18,416
2016-06-19,416
2016-06-20,416
2016-06-21,416
2016-06-22,416
2016-06-23,416
2016-06-24,416
2016-06-25,425
2016-06-26,425
2016-06-27,425
2016-06-28,425
2016-06-29,425
2016-06-30,425
2016-07-01,441
2016-07-02,441
2016-07-03,441
2016-07-04,441
2016-07-05,441
2016-07-06,441
2016-07-07,461
2016-07-08,461
2016-07-09,461
2016-07-10,461
2016-07-11,461
2016-07-12,483
2016-07-13,483
2016-07-14,483
2016-07-15,483
2016-07-16,483
2016-07-17,483
2016-07-18,497
2016-07-24,497
2016-07-25,518
2016-07-26,518
2016-07-27,518
2016-07-28,518
2016-07-29,518
2016-07-30,518
2016-07-31,523
2016-08-01,523
2016-08-02,523
2016-08-03,523
2016-08-04,523
2016-08-05,523
2016-08-06,529
2016-08-07,529
2016-08-08,529
2016-08-09,529
2016-08-10,529
2016-08-11,529
2016-08-12,555
2016-08-13,555
2016-08-14,555
2016-08-15,555
2016-08-16,555
2016-08-17,555
2016-08-18,555
2016-08-19,581
2016-08-20,581
2016-08-21,581
2016-08-22,581
2016-08-23,581
2016-08-24,581
2016-08-25,581
2016-08-26,581
2016-08-28,604
2016-08-31,604
2016-09-01,604
2016-09-02,604
2016-09-03,604
2016-09-04,629
2016-09-05,629
2016-09-06,629
2016-09-07,629
2016-09-08,629
2016-09-09,629
2016-09-10,629
2016-09-11,629
2016-09-12,629
2016-09-13,629
2016-09-14,629
2016-09-15,636
2016-09-16,636
2016-09-17,636
2016-09-18,636
2016-09-19,636
2016-09-20,636
2016-09-21,636
2016-09-22,636
2016-09-23,636
2016-09-24,636
2016-09-25,636
2016-09-26,636
2016-09-27,630
2016-09-28,630
2016-09-29,630
2016-09-30,630
2016-10-01,630
2016-10-02,630
2016-10-03,630
2016-10-04,630
2016-10-05,630
2016-10-06,630
2016-10-07,630
2016-10-08,655
2016-10-09,655
2016-10-11,655
2016-10-12,655
2016-10-13,655
2016-10-14,655
2016-10-15,655
2016-10-16,655
2016-10-17,666
2016-10-18,666
2016-10-19,666
2016-10-20,666
2016-10-21,666
2016-10-22,666
2016-10-23,666
2016-10-24,666
2016-10-25,666
2016-10-26,696
2016-10-27,696
2016-10-28,696
2016-10-29,696
2016-10-30,696
2016-10-31,696
2016-11-01,696
2016-11-02,696
2016-11-03,696
2016-11-04,719
2016-11-05,719
2016-11-06,719
2016-11-07,719
2016-11-08,719
2016-11-09,719
2016-11-10,719
2016-11-11,719
2016-11-12,719
2016-11-13,719
2016-11-14,747
2016-12-08,803
2016-12-09,803
2016-12-10,803
2016-12-11,803
2016-12-12,801
2016-12-13,801
2016-12-14,801
2016-12-15,801
2016-12-16,801
2016-12-17,801
2016-12-18,801
2016-12-19,774
2016-12-20,774
2016-12-21,774
2016-12-22,774
2016-12-23,774
2016-12-24,774
2016-12-25,774
2016-12-26,751
2016-12-27,751
2016-12-28,751
2016-12-29,751
2016-12-30,751
2016-12-31,751
2017-01-01,714
2017-01-02,714
2017-01-03,714
2017-01-04,714
2017-01-05,714
2017-01-06,714
2017-01-07,695
2017-01-08,695
2017-01-09,695
2017-01-10,695
2017-01-11,695
2017-01-12,695
2017-01-13,677
2017-01-14,677
2017-01-15,677
2017-01-16,677
2017-01-17,677
2017-01-18,677
2017-01-19,649
2017-01-20,649
2017-01-21,649
2017-01-22,649
2017-01-27,616
2017-01-28,616
2017-01-29,616
2017-01-30,616
2017-01-31,616
2017-02-01,587
2017-02-02,587
2017-02-03,587
2017-02-04,587
2017-02-05,587
2017-02-06,587
2017-02-07,587
2017-02-08,558
2017-02-09,558
2017-02-10,558
2017-02-11,558
2017-02-12,558
2017-02-13,558
2017-02-14,530
2017-02-15,530
2017-02-16,530
2017-02-18,530
2017-02-19,530
2017-02-20,530
2017-02-21,505
2017-02-22,505
2017-02-23,505
2017-02-24,505
2017-02-25,505
2017-02-26,505
2017-02-27,505
2017-02-28,483
2017-03-01,483
2017-03-02,483
2017-03-03,483
2017-03-04,483
2017-03-05,483
2017-03-06,483
2017-03-07,483
2017-03-08,483
2017-03-09,483
2017-03-10,483
2017-03-11,483
2017-03-12,483
2017-03-13,483
2017-03-14,505
2017-03-15,505
2017-03-16,505
2017-03-17,505
2017-03-18,505
2017-03-19,505
2017-03-20,482
2017-03-21,482
2017-03-22,482
2017-03-23,482
2017-03-24,482
2017-03-25,482
2017-03-26,482
2017-03-27,482
2017-03-28,461
2017-03-29,461
2017-03-30,461
2017-03-31,461
2017-04-01,461
2017-04-02,461
2017-04-03,461
2017-04-04,467
2017-04-12,448
2017-04-13,448
2017-04-14,448
2017-04-15,448
2017-04-16,448
2017-04-17,425
2017-04-18,425
2017-04-19,425
2017-04-20,425
2017-04-21,425
2017-04-22,425
2017-04-23,425
2017-04-24,403
2017-04-25,403
2017-04-26,403
2017-04-27,403
2017-04-28,403
2017-04-29,403
2017-04-30,408
2017-05-01,408
2017-05-02,408
2017-05-03,408
2017-05-04,408
2017-05-05,408
2017-05-06,423
2017-05-07,423
2017-05-08,423
2017-05-09,423
2017-05-10,423
2017-05-11,423
2017-05-12,418
2017-05-13,418
2017-05-14,418
2017-05-15,418
2017-05-16,418
2017-05-17,418
2017-05-18,414
2017-05-19,414
2017-05-20,414
2017-05-21,414
2017-05-22,414
2017-05-23,414
2017-05-24,414
2017-05-25,412
2017-05-26,412
2017-05-27,412
2017-05-28,412
2017-05-29,412
2017-05-30,412
2017-05-31,413
2017-06-01,413
2017-06-02,413
2017-06-03,413
2017-06-06,412
2017-06-07,412
2017-06-08,412
2017-06-09,412
2017-06-10,412
