date_obj,3rd%20age%20robe price
2015-03-26,31219084
2015-03-27,31219084
2015-03-28,31219084
2015-03-29,31219084
2015-03-30,31219084
2015-03-31,31816278
2015-04-01,31816278
2015-04-02,31816278
2015-04-03,31816278
2015-04-04,31816278
2015-04-05,33189510
2015-04-06,33189510
2015-04-07,33189510
2015-04-08,33189510
2015-04-09,33189510
2015-04-10,33189510
2015-04-11,34680060
2015-04-12,34680060
2015-04-13,34680060
2015-04-14,34680060
2015-04-15,34680060
2015-04-16,34680060
2015-04-17,35160156
2015-04-18,35160156
2015-04-19,35160156
2015-04-20,35160156
2015-04-21,35160156
2015-04-22,35160156
2015-04-23,35772599
2015-04-24,35772599
2015-04-25,35772599
2015-04-26,35772599
2015-04-27,35772599
2015-04-28,37305733
2015-04-29,37305733
2015-04-30,37305733
2015-05-01,37305733
2015-05-02,37305733
2015-05-03,37305733
2015-05-04,37305733
2015-05-05,37086197
2015-05-06,37086197
2015-05-07,37086197
2015-05-08,37086197
2015-05-09,37086197
2015-05-10,38265617
2015-05-11,38265617
2015-05-12,38265617
2015-05-13,38265617
2015-05-14,38265617
2015-05-15,38265617
2015-05-16,39109419
2015-05-17,39109419
2015-05-18,39109419
2015-05-19,39109419
2015-05-20,39109419
2015-05-21,38158500
2015-05-22,38158500
2015-05-23,38158500
2015-05-24,38158500
2015-05-25,37200598
2015-05-26,37200598
2015-05-27,37200598
2015-05-28,37200598
2015-05-29,37200598
2015-05-30,37272085
2015-05-31,37272085
2015-06-01,37272085
2015-06-02,37272085
2015-06-03,37272085
2015-06-04,38721078
2015-06-05,38721078
2015-06-06,38721078
2015-06-07,38721078
2015-06-08,38721078
2015-06-09,39919338
2015-06-10,39919338
2015-06-11,39919338
2015-06-12,39919338
2015-06-13,39919338
2015-06-14,39919338
2015-06-15,39919338
2015-06-16,38429404
2015-06-17,38429404
2015-06-18,38429404
2015-06-19,38429404
2015-06-20,38429404
2015-06-21,36736047
2015-06-22,36736047
2015-06-23,36736047
2015-06-24,36736047
2015-06-25,36736047
2015-06-26,36349312
2015-06-27,36349312
2015-06-28,36349312
2015-06-29,36349312
2015-06-30,36349312
2015-07-01,36349312
2015-07-02,36349312
2015-07-03,36536025
2015-07-04,36536025
2015-07-05,36536025
2015-07-06,36536025
2015-07-07,36273712
2015-07-08,36273712
2015-07-09,36273712
2015-07-10,36273712
2015-07-11,36080700
2015-07-12,36080700
2015-07-13,36080700
2015-07-14,36080700
2015-07-15,36135153
2015-07-16,36135153
2015-07-17,36135153
2015-07-18,36135153
2015-07-19,36248173
2015-07-20,36248173
2015-07-21,36248173
2015-07-22,36248173
2015-07-23,36248173
2015-07-24,36459648
2015-07-25,36459648
2015-07-26,36459648
2015-07-27,36459648
2015-07-28,36977449
2015-07-29,36977449
2015-07-30,36977449
2015-07-31,36977449
2015-08-01,36456486
2015-08-02,36456486
2015-08-03,36456486
2015-08-04,36456486
2015-08-05,36179797
2015-08-06,36179797
2015-08-07,36179797
2015-08-08,36179797
2015-08-09,36449535
2015-08-10,36449535
2015-08-11,36449535
2015-08-12,36409954
2015-08-13,36409954
2015-08-14,36409954
2015-08-15,36409954
2015-08-16,36441962
2015-08-17,36441962
2015-08-18,36441962
2015-08-19,36422058
2015-08-20,36422058
2015-08-21,36422058
2015-08-22,36422058
2015-08-23,36422058
2015-08-24,36625134
2015-08-25,36625134
2015-08-26,36625134
2015-08-27,36625134
2015-08-28,36280615
2015-08-29,36280615
2015-08-30,36280615
2015-08-31,36280615
2015-09-01,36280615
2015-09-02,36432885
2015-09-03,36432885
2015-09-04,36432885
2015-09-05,36432885
2015-09-06,36432885
2015-09-07,36346019
2015-09-08,36346019
2015-09-09,36346019
2015-09-10,36346019
2015-09-11,36240627
2015-09-12,36240627
2015-09-13,36240627
2015-09-14,36240627
2015-09-15,36364853
2015-09-16,36364853
2015-09-17,36364853
2015-09-18,36333065
2015-09-19,36333065
2015-09-20,36333065
2015-09-21,36490339
2015-09-22,36490339
2015-09-23,36490339
2015-09-24,36570477
2015-09-25,36570477
2015-09-27,36543943
2015-09-28,36543943
2015-09-29,36543943
2015-09-30,37411063
2015-10-05,38348575
2015-10-06,38348575
2015-10-07,38674230
2015-10-08,38674230
2015-10-09,38674230
2015-10-10,39373809
2015-10-11,39373809
2015-10-12,39373809
2015-10-13,39073433
2015-10-14,39073433
2015-10-15,39073433
2015-10-16,39213705
2015-10-17,39213705
2015-10-18,39213705
2015-10-19,39213705
2015-10-20,40948872
2015-10-22,40948872
2015-10-23,42809044
2015-10-24,42809044
2015-10-25,42809044
2015-10-26,44407361
2015-10-27,44407361
2015-10-28,44407361
2015-10-29,44407361
2015-10-30,45825746
2015-10-31,45825746
2015-11-01,45825746
2015-11-02,47653917
2015-11-03,47653917
2015-11-04,47653917
2015-11-05,47653917
2015-11-06,46999719
2015-11-07,46999719
2015-11-08,46999719
2015-11-09,46999719
2015-11-10,46999719
2015-11-11,47216337
2015-11-12,47216337
2015-11-13,47216337
2015-11-14,47216337
2015-11-15,47619051
2015-11-16,47619051
2015-11-17,47619051
2015-11-18,47619051
2015-11-19,49435666
2015-11-20,49435666
2015-11-21,49435666
2015-11-22,49435666
2015-11-23,51404212
2015-11-24,51404212
2015-11-25,51404212
2015-11-26,51404212
2015-11-27,53125779
2015-11-28,53125779
2015-11-29,53125779
2015-11-30,53125779
2015-12-01,52543503
2015-12-02,52543503
2015-12-03,52543503
2015-12-04,52543503
2015-12-05,52218886
2015-12-06,52218886
2015-12-07,52218886
2015-12-08,52218886
2015-12-09,52162453
2015-12-10,52162453
2015-12-11,52162453
2015-12-12,52984763
2015-12-13,52984763
2015-12-14,52984763
2015-12-15,52984763
2015-12-16,52489289
2015-12-17,52489289
2015-12-18,52489289
2015-12-19,52489289
2015-12-20,50183061
2015-12-21,50183061
2015-12-22,50183061
2015-12-23,50183061
2015-12-24,49564050
2015-12-25,49564050
2015-12-26,49564050
2015-12-27,48744869
2015-12-28,48744869
2015-12-29,48744869
2015-12-30,48744869
2015-12-31,48396035
2016-01-01,48396035
2016-01-02,48396035
2016-01-03,48396035
2016-01-04,47858465
2016-01-05,47858465
2016-01-06,47858465
2016-01-07,47858465
2016-01-08,47858465
2016-01-09,48431229
2016-01-10,48431229
2016-01-11,48431229
2016-01-12,48431229
2016-01-13,48905363
2016-01-14,48905363
2016-01-15,48905363
2016-01-16,48905363
2016-01-17,49931904
2016-01-18,49931904
2016-01-19,49931904
2016-01-20,51950255
2016-01-21,51950255
2016-01-22,51950255
2016-01-23,51950255
2016-01-24,51950255
2016-01-25,50954945
2016-01-26,50954945
2016-01-27,50954945
2016-01-28,49224341
2016-01-29,49224341
2016-01-30,49224341
2016-01-31,49135243
2016-02-01,49135243
2016-02-02,49135243
2016-02-03,49135243
2016-02-04,49014881
2016-02-05,49014881
2016-02-06,49014881
2016-02-07,49014881
2016-02-08,48694084
2016-02-09,48694084
2016-02-10,48694084
2016-02-11,48694084
2016-02-12,47909633
2016-02-13,47909633
2016-02-14,47909633
2016-02-15,47027667
2016-02-16,47027667
2016-02-17,47027667
2016-02-18,47027667
2016-02-19,45865033
2016-02-20,45865033
2016-02-21,45865033
2016-02-22,45633646
2016-02-23,45633646
2016-02-24,45633646
2016-02-25,47515716
2016-02-26,47515716
2016-02-27,47515716
2016-02-28,47515716
2016-02-29,47651322
2016-03-01,47651322
2016-03-02,47651322
2016-03-03,47651322
2016-03-04,48020027
2016-03-05,48020027
2016-03-06,48020027
2016-03-07,48232419
2016-03-08,48232419
2016-03-09,48232419
2016-03-10,48232419
2016-03-11,47400473
2016-03-12,47400473
2016-03-13,47400473
2016-03-14,47400473
2016-03-15,46554136
2016-03-16,46554136
2016-03-17,46554136
2016-03-18,46311793
2016-03-19,46311793
2016-03-20,46311793
2016-03-21,44880951
2016-03-22,44880951
2016-03-23,45785344
2016-03-24,45785344
2016-03-25,45785344
2016-03-26,46170542
2016-03-27,46170542
2016-03-28,46170542
2016-03-29,48211927
2016-03-30,48211927
2016-03-31,48211927
2016-04-01,48211927
2016-04-02,50297165
2016-04-03,50297165
2016-04-04,50297165
2016-04-05,50297165
2016-04-06,49127057
2016-04-07,49127057
2016-04-08,49127057
2016-04-09,49127057
2016-04-10,49127057
2016-04-11,49501479
2016-04-12,49501479
2016-04-13,49501479
2016-04-14,49501479
2016-04-15,50766253
2016-04-16,50766253
2016-04-17,50766253
2016-04-18,49578356
2016-04-19,49578356
2016-04-20,49578356
2016-04-21,49578356
2016-04-22,48111568
2016-04-23,48111568
2016-04-24,48111568
2016-04-25,48100529
2016-04-26,48100529
2016-04-27,48100529
2016-04-28,48538807
2016-04-29,48538807
2016-04-30,48538807
2016-05-01,47798827
2016-05-02,47798827
2016-05-03,47798827
2016-05-04,47798827
2016-05-05,46629661
2016-05-06,46629661
2016-05-07,46629661
2016-05-08,46629661
2016-05-09,45593082
2016-05-10,45593082
2016-05-11,45593082
2016-05-12,45593082
2016-05-13,47647382
2016-05-14,47647382
2016-05-15,47647382
2016-05-16,47647382
2016-05-17,48968938
2016-05-18,48968938
2016-05-19,48968938
2016-05-21,48858941
2016-05-22,48858941
2016-05-23,48858941
2016-05-24,48092925
2016-05-25,48092925
2016-05-26,48092925
2016-05-27,48092925
2016-05-28,47026265
2016-05-29,47026265
2016-05-30,47026265
2016-05-31,47026265
2016-06-01,47328619
2016-06-02,47328619
2016-06-03,47328619
2016-06-04,47016375
2016-06-05,47016375
2016-06-06,47016375
2016-06-07,47016375
2016-06-08,46364019
2016-06-09,46364019
2016-06-10,46364019
2016-06-11,46036617
2016-06-12,46036617
2016-06-13,46036617
2016-06-14,45129696
2016-06-15,45129696
2016-06-16,45129696
2016-06-17,44122154
2016-06-18,44122154
2016-06-19,44122154
2016-06-20,44429878
2016-06-21,44429878
2016-06-22,44429878
2016-06-23,45323360
2016-06-24,45323360
2016-06-25,45323360
2016-06-26,45323360
2016-06-27,47163258
2016-06-28,47163258
2016-06-29,47163258
2016-06-30,47163258
2016-07-01,47163258
2016-07-02,46378134
2016-07-03,46378134
2016-07-04,46378134
2016-07-05,46378134
2016-07-06,46378134
2016-07-07,45060272
2016-07-08,45060272
2016-07-09,45060272
2016-07-10,45060272
2016-07-11,44300083
2016-07-12,44300083
2016-07-13,44300083
2016-07-14,44300083
2016-07-15,44717973
2016-07-16,44717973
2016-07-17,44717973
2016-07-18,44717973
2016-07-23,45423805
2016-07-24,44304749
2016-07-25,44304749
2016-07-26,44304749
2016-07-27,44304749
2016-07-28,44304749
2016-07-29,43791004
2016-07-30,43791004
2016-07-31,43791004
2016-08-01,43791004
2016-08-02,42963511
2016-08-03,42963511
2016-08-04,42963511
2016-08-05,42963511
2016-08-06,42378616
2016-08-07,42378616
2016-08-08,42378616
2016-08-09,42378616
2016-08-10,41338669
2016-08-11,41338669
2016-08-12,41338669
2016-08-13,41338669
2016-08-14,41338669
2016-08-15,39322555
2016-08-16,39322555
2016-08-17,39322555
2016-08-18,39322555
2016-08-19,37742514
2016-08-20,37742514
2016-08-21,37742514
2016-08-22,35895356
2016-08-23,35895356
2016-08-24,35895356
2016-08-25,35895356
2016-08-26,34248863
2016-08-28,34248863
2016-08-31,32952051
2016-09-01,32952051
2016-09-02,32004884
2016-09-03,32004884
2016-09-04,32004884
2016-09-05,31711097
2016-09-06,31711097
2016-09-07,31711097
2016-09-08,31711097
2016-09-09,30697451
2016-09-10,30697451
2016-09-11,30697451
2016-09-12,30697451
2016-09-13,29953258
2016-09-14,29953258
2016-09-15,29953258
2016-09-16,29953258
2016-09-17,29308118
2016-09-18,29308118
2016-09-19,29308118
2016-09-20,28613388
2016-09-21,28613388
2016-09-22,29094088
2016-09-23,29094088
2016-09-24,29094088
2016-09-25,28378050
2016-09-26,28378050
2016-09-27,28378050
2016-09-28,28068606
2016-09-29,28068606
2016-09-30,27564005
2016-10-01,27564005
2016-10-02,27564005
2016-10-03,26331619
2016-10-04,26331619
2016-10-05,27179581
2016-10-06,27179581
2016-10-07,27179581
2016-10-08,28259409
2016-10-09,28259409
2016-10-10,28259409
2016-10-11,28259409
2016-10-12,27746702
2016-10-13,27746702
2016-10-14,26667589
2016-10-15,26667589
2016-10-16,27078966
2016-10-17,27078966
2016-10-18,27078966
2016-10-19,27178923
2016-10-20,27178923
2016-10-21,27178923
2016-10-22,26553335
2016-10-23,26553335
2016-10-24,26326085
2016-10-25,26326085
2016-10-26,26492776
2016-10-27,26492776
2016-10-28,26492776
2016-10-29,27333494
2016-10-30,27333494
2016-10-31,27333494
2016-11-01,27333494
2016-11-02,26972623
2016-11-03,26972623
2016-11-04,26444553
2016-11-05,26444553
2016-11-06,26574111
2016-11-07,26574111
2016-11-08,26574111
2016-11-09,26041340
2016-11-10,26041340
2016-11-11,26041340
2016-11-12,25309527
2016-11-13,25309527
2016-11-14,25309527
2016-11-15,25215657
2016-12-07,24664630
2016-12-08,24475543
2016-12-09,24475543
2016-12-10,24475543
2016-12-11,24634428
2016-12-12,24634428
2016-12-13,24754149
2016-12-14,24754149
2016-12-15,25792174
2016-12-16,25792174
2016-12-17,26915198
2016-12-18,26915198
2016-12-19,26915198
2016-12-20,28124924
2016-12-21,28124924
2016-12-22,28124924
2016-12-23,29531171
2016-12-24,29531171
2016-12-25,29385184
2016-12-26,29385184
2016-12-27,27915924
2016-12-28,27915924
2016-12-29,26520127
2016-12-30,26520127
2016-12-31,25552068
2017-01-01,25552068
2017-01-02,24912182
2017-01-03,24912182
2017-01-04,24402395
2017-01-05,24402395
