date_obj,Diamond%20bracelet price
2016-08-15,2128
2016-08-16,2128
2016-08-17,2094
2016-08-18,2094
2016-08-19,2108
2016-08-20,2108
2016-08-21,2113
2016-08-22,2113
2016-08-23,2085
2016-08-24,2085
2016-08-25,2091
2016-08-26,2091
2016-08-28,2093
2016-08-31,2115
2016-09-01,2115
2016-09-02,2127
2016-09-03,2127
2016-09-04,2127
2016-09-05,2127
2016-09-06,2098
2016-09-07,2098
2016-09-08,2098
2016-09-09,2132
2016-09-10,2132
2016-09-11,2121
2016-09-12,2121
2016-09-13,2119
2016-09-14,2119
2016-09-15,2149
2016-09-16,2149
2016-09-17,2106
2016-09-18,2106
2016-09-19,2093
2016-09-20,2093
2016-09-21,2099
2016-09-22,2077
2016-09-23,2077
2016-09-24,2037
2016-09-25,2037
2016-09-26,2068
2016-09-27,2068
2016-09-28,2107
2016-09-29,2107
2016-09-30,2123
2016-10-01,2123
2016-10-02,2080
2016-10-03,2080
2016-10-04,2092
2016-10-05,2092
2016-10-06,2107
2016-10-07,2107
2016-10-08,2111
2016-10-09,2111
2016-10-10,2090
2016-10-11,2090
2016-10-12,2099
2016-10-13,2099
2016-10-14,2120
2016-10-15,2120
2016-10-16,2099
2016-10-17,2099
2016-10-18,2137
2016-10-19,2137
2016-10-20,2133
2016-10-21,2124
2016-10-22,2124
2016-10-23,2113
2016-10-24,2113
2016-10-25,2135
2016-10-26,2120
2016-10-27,2120
2016-10-28,2120
2016-10-29,2103
2016-10-30,2103
2016-10-31,2138
2016-11-01,2138
2016-11-02,2152
2016-11-03,2152
2016-11-04,2155
2016-11-05,2155
2016-11-06,2152
2016-11-07,2152
2016-11-08,2192
2016-11-09,2192
2016-11-10,2215
2016-11-11,2215
2016-11-12,2138
2016-11-13,2138
2016-11-14,2140
2016-11-15,2140
2016-12-07,2139
2016-12-08,2145
2016-12-09,2145
2016-12-10,2133
2016-12-11,2133
2016-12-12,2093
2016-12-13,2093
2016-12-14,2142
2016-12-15,2142
2016-12-16,2112
2016-12-17,2087
2016-12-18,2087
2016-12-19,2091
2016-12-20,2091
2016-12-21,2124
2016-12-22,2124
2016-12-23,2137
2016-12-24,2137
2016-12-25,2117
2016-12-26,2117
2016-12-27,2086
2016-12-28,2086
2016-12-29,2098
2016-12-30,2098
2016-12-31,2112
2017-01-01,2112
2017-01-02,2097
2017-01-03,2097
2017-01-04,2089
2017-01-05,2089
2017-01-06,2095
2017-01-07,2100
2017-01-08,2100
2017-01-09,2080
2017-01-10,2080
2017-01-11,2116
2017-01-12,2112
2017-01-13,2112
2017-01-14,2106
2017-01-15,2118
2017-01-16,2118
2017-01-17,2135
2017-01-18,2144
2017-01-19,2144
2017-01-20,2131
2017-01-21,2102
2017-01-22,2102
2017-01-23,2100
2017-01-27,2121
2017-01-28,2081
2017-01-29,2090
2017-01-30,2090
2017-01-31,2092
2017-02-01,2102
2017-02-02,2102
2017-02-03,2099
2017-02-04,2105
2017-02-05,2105
2017-02-06,2100
2017-02-07,2100
2017-02-08,2090
2017-02-09,2090
2017-02-10,2113
2017-02-11,2102
2017-02-12,2102
2017-02-13,2103
2017-02-14,2102
2017-02-15,2102
2017-02-16,2096
2017-02-18,2082
2017-02-19,2072
2017-02-20,2072
2017-02-21,2090
2017-02-22,2090
2017-02-23,2114
2017-02-24,2114
2017-02-25,2086
2017-02-26,2086
2017-02-27,2081
2017-02-28,2082
2017-03-01,2082
2017-03-02,2103
2017-03-03,2103
2017-03-04,2120
2017-03-05,2120
2017-03-06,2116
2017-03-07,2116
2017-03-08,2094
2017-03-09,2094
2017-03-10,2098
2017-03-11,2099
2017-03-12,2099
2017-03-13,2110
2017-03-14,2122
2017-03-15,2085
2017-03-16,2085
2017-03-17,2102
2017-03-18,2102
2017-03-19,2106
2017-03-20,2121
2017-03-21,2091
2017-03-22,2091
2017-03-23,2120
2017-03-24,2104
2017-03-25,2104
2017-03-26,2123
2017-03-27,2123
2017-03-28,2134
2017-03-29,2130
2017-03-30,2130
2017-03-31,2129
2017-04-01,2129
2017-04-02,2145
2017-04-03,2129
2017-04-04,2129
2017-04-12,2095
2017-04-13,2124
2017-04-14,2124
2017-04-15,2149
2017-04-16,2158
2017-04-17,2143
2017-04-18,2143
2017-04-19,2141
2017-04-20,2141
2017-04-21,2143
2017-04-22,2143
2017-04-23,2118
2017-04-24,2118
2017-04-25,2115
2017-04-26,2115
2017-04-27,2137
2017-04-28,2137
2017-04-29,2154
2017-04-30,2154
2017-05-01,2173
2017-05-02,2173
2017-05-03,2133
2017-05-04,2118
2017-05-05,2142
2017-05-06,2142
2017-05-07,2154
2017-05-08,2154
2017-05-09,2127
2017-05-10,2127
2017-05-11,2126
2017-05-12,2124
2017-05-13,2111
2017-05-14,2111
2017-05-15,2096
2017-05-16,2111
2017-05-17,2111
2017-05-18,2104
2017-05-19,2104
2017-05-20,2145
2017-05-21,2145
2017-05-22,2116
2017-05-23,2116
2017-05-24,2120
2017-05-25,2120
2017-05-26,2086
2017-05-27,2095
2017-05-28,2095
2017-05-29,2107
2017-05-30,2107
2017-05-31,2130
2017-06-01,2130
2017-06-02,2106
2017-06-03,2106
2017-06-04,2101
2017-06-05,2101
2017-06-06,2099
2017-06-07,2099
2017-06-08,2095
2017-06-09,2095
2017-06-10,2096
2017-06-11,2109
2017-06-12,2109
2017-06-13,2127
2017-06-14,2127
2017-06-15,2131
2017-06-16,2102
2017-06-17,2102
2017-06-18,2114
2017-06-19,2114
2017-06-20,2127
2017-06-21,2127
2017-06-22,2112
2017-06-23,2112
2017-06-24,2109
2017-06-25,2109
2017-06-26,2109
2017-06-27,2122
2017-06-28,2122
2017-06-29,2127
2017-06-30,2127
2017-07-01,2120
2017-07-02,2120
2017-07-03,2095
2017-07-04,2095
2017-07-05,2123
2017-07-06,2123
2017-07-07,2097
2017-07-08,2097
2017-07-13,2110
2017-07-14,2086
2017-07-15,2086
2017-07-16,2090
2017-07-17,2088
2017-07-18,2088
2017-07-19,2093
2017-07-20,2093
2017-07-21,2113
2017-07-22,2113
2017-07-23,2119
2017-07-24,2119
2017-07-25,2141
2017-07-26,2141
2017-07-27,2134
2017-07-28,2134
2017-07-29,2122
2017-07-30,2125
2017-07-31,2125
2017-08-01,2118
2017-08-02,2112
2017-08-03,2112
2017-08-04,2113
2017-08-05,2121
2017-08-06,2121
2017-08-09,2106
2017-08-10,2109
2017-08-11,2109
2017-08-12,2115
2017-08-13,2115
2017-08-14,2113
2017-08-15,2113
2017-08-16,2119
2017-08-17,2112
2017-08-18,2112
2017-08-19,2130
2017-08-20,2114
2017-08-21,2114
2017-08-22,2129
2017-08-23,2129
2017-08-24,2141
2017-08-25,2141
2017-08-26,2087
2017-08-27,2087
2017-08-28,2084
2017-08-29,2084
2017-08-30,2131
2017-08-31,2131
2017-09-01,2114
2017-09-03,2103
2017-09-04,2083
2017-09-05,2091
2017-09-06,2091
2017-09-07,2108
2017-09-08,2108
2017-09-09,2111
2017-09-10,2111
2017-09-11,2126
2017-09-12,2126
2017-09-13,2092
2017-09-14,2092
2017-09-15,2120
2017-09-16,2120
2017-09-17,2106
2017-09-18,2106
2017-09-19,2097
2017-09-20,2097
2017-09-21,2092
2017-09-22,2092
2017-09-23,2104
2017-09-24,2104
2017-09-25,2109
2017-09-26,2109
2017-09-27,2100
2017-09-28,2100
2017-09-29,2084
2017-09-30,2084
2017-10-01,2109
2017-10-02,2109
2017-10-03,2124
2017-10-04,2124
2017-10-05,2115
2017-10-06,2115
2017-10-07,2139
2017-10-08,2139
2017-10-09,2119
2017-10-10,2119
2017-10-11,2105
2017-10-12,2105
2017-10-13,2103
2017-10-14,2103
2017-10-15,2140
2017-10-16,2126
2017-10-17,2126
2017-10-18,2109
2017-10-19,2109
2017-10-20,2109
2017-10-21,2109
2017-10-22,2102
2017-10-23,2102
2017-10-24,2097
2017-10-25,2101
2017-10-26,2101
2017-10-27,2093
2017-10-28,2093
2017-10-29,2097
2017-10-30,2097
2017-10-31,2117
2017-11-01,2117
2017-11-02,2111
2017-11-03,2111
2017-11-04,2116
2017-11-05,2116
2017-11-06,2101
2017-11-07,2101
2017-11-08,2121
2017-11-09,2121
2017-11-10,2098
2017-11-11,2098
2017-11-12,2087
2017-11-13,2087
2017-11-14,2111
2017-11-15,2111
2017-11-16,2092
2017-11-17,2092
2017-11-18,2091
2017-11-19,2091
2017-11-20,2112
2017-11-21,2112
2017-11-22,2090
2017-11-23,2090
2017-11-24,2111
2017-11-25,2111
2017-11-26,2094
2017-11-27,2094
2017-11-28,2087
2017-11-29,2087
2017-11-30,2103
2017-12-01,2103
2017-12-02,2103
2017-12-03,2120
2017-12-04,2120
2017-12-05,2118
2017-12-06,2118
2017-12-07,2112
2017-12-08,2112
2017-12-09,2107
2017-12-10,2107
2017-12-11,2140
2017-12-12,2140
2017-12-13,2123
2017-12-14,2123
2017-12-15,2093
2017-12-16,2093
2017-12-17,2109
2017-12-18,2111
2017-12-19,2111
2017-12-20,2108
2017-12-21,2108
2017-12-22,2109
2017-12-23,2109
2017-12-24,2094
2017-12-25,2094
2017-12-26,2096
2017-12-27,2096
2017-12-28,2096
2017-12-29,2095
2017-12-30,2119
2017-12-31,2119
2018-01-01,2101
2018-01-02,2101
2018-01-03,2070
2018-01-04,2070
2018-01-05,2079
2018-01-06,2105
2018-01-07,2105
2018-01-08,2103
2018-01-09,2095
2018-01-10,2095
2018-01-11,2109
2018-01-12,2109
2018-01-13,2097
2018-01-14,2097
2018-01-15,2097
2018-01-16,2097
2018-01-17,2084
2018-01-18,2103
2018-01-19,2103
2018-01-20,2120
2018-01-21,2120
2018-01-22,2091
2018-01-23,2099
2018-01-25,2111
2018-01-26,2115
2018-01-27,2108
2018-01-28,2119
2018-01-29,2123
2018-01-30,2126
2018-01-31,2120
2018-02-01,2120
2018-02-02,2118
2018-02-03,2117
2018-02-04,2115
2018-02-05,2121
2018-02-06,2129
2018-02-07,2120
2018-02-08,2120
2018-02-09,2128
2018-02-10,2128
2018-02-11,2125
2018-02-12,2110
2018-02-13,2117
2018-02-14,2100
2018-02-15,2092
2018-02-16,2096
2018-02-17,2105
2018-02-18,2098
2018-02-19,2095
2018-02-20,2097
2018-02-21,2107
2018-02-22,2120
2018-02-23,2117
2018-02-24,2117
2018-02-25,2108
2018-02-26,2130
2018-02-27,2164
2018-02-28,2164
2018-03-01,2171
2018-03-02,2172
2018-03-03,2155
2018-03-04,2155
2018-03-05,2162
2018-03-06,2132
2018-03-07,2124
2018-03-08,2137
2018-03-09,2140
2018-03-10,2077
2018-03-11,2087
2018-03-12,2120
2018-03-13,2148
2018-03-14,2165
2018-03-15,2165
2018-03-16,2139
2018-03-17,2115
2018-03-18,2111
2018-03-19,2111
2018-03-20,2087
2018-03-21,2098
2018-03-23,2097
2018-03-24,2101
2018-03-25,2141
2018-03-26,2135
2018-03-27,2128
2018-03-28,2128
2018-03-29,2123
2018-03-30,2112
2018-03-31,2130
2018-04-01,2152
2018-04-02,2137
2018-04-03,2105
2018-04-04,2094
2018-04-05,2094
2018-04-06,2111
2018-04-07,2111
2018-04-08,2137
2018-04-09,2126
2018-04-10,2105
2018-04-11,2115
2018-04-12,2112
2018-04-13,2112
2018-04-14,2097
2018-04-15,2103
2018-04-16,2103
2018-04-17,2121
2018-04-18,2121
2018-04-19,2116
2018-04-20,2125
2018-04-21,2148
2018-04-22,2148
2018-04-23,2132
2018-04-24,2113
2018-04-25,2152
2018-04-26,2152
2018-04-27,2146
2018-04-28,2163
2018-04-29,2135
2018-04-30,2131
2018-05-01,2133
2018-05-03,2118
2018-05-04,2099
2018-05-05,2090
2018-05-07,2106
2018-05-08,2106
2018-05-09,2101
2018-05-10,2099
2018-05-11,2112
2018-05-12,2124
2018-05-13,2124
2018-05-14,2124
2018-05-15,2098
2018-05-17,2111
2018-05-18,2105
2018-05-19,2102
2018-05-20,2104
2018-05-21,2110
2018-05-22,2110
2018-05-23,2108
2018-05-24,2111
2018-05-25,2113
2018-05-26,2117
2018-05-27,2117
2018-05-28,2110
2018-05-29,2102
2018-05-30,2107
2018-05-31,2112
2018-06-01,2107
2018-06-02,2104
2018-06-03,2110
2018-06-04,2116
2018-06-05,2126
2018-06-06,2117
2018-06-07,2117
2018-06-08,2132
2018-06-09,2132
2018-06-10,2102
2018-06-11,2092
2018-06-12,2100
2018-06-13,2095
2018-06-14,2102
2018-06-15,2107
2018-06-16,2111
2018-06-17,2111
2018-06-18,2116
2018-06-19,2123
2018-06-20,2123
2018-06-21,2112
2018-06-22,2105
2018-06-23,2105
2018-06-24,2102
2018-06-25,2100
2018-06-26,2105
2018-06-27,2108
2018-06-28,2109
2018-06-29,2110
2018-06-30,2100
2018-07-01,2111
2018-07-02,2111
2018-07-03,2117
2018-07-04,2100
2018-07-05,2108
2018-07-06,2115
2018-07-07,2109
2018-07-08,2117
2018-07-09,2115
2018-07-10,2106
2018-07-11,2109
2018-07-12,2112
2018-07-13,2096
2018-07-14,2098
2018-07-15,2099
2018-07-16,2111
2018-07-17,2116
2018-07-18,2119
2018-07-19,2105
2018-07-20,2122
2018-07-21,2134
2018-07-22,2120
2018-07-23,2123
2018-07-24,2116
2018-07-25,2122
2018-07-26,2124
2018-07-27,2120
2018-07-28,2144
2018-07-29,2104
2018-07-30,2129
2018-07-31,2148
2018-08-01,2148
2018-08-02,2132
2018-08-03,2105
2018-08-04,2111
2018-08-05,2099
2018-08-06,2092
2018-08-07,2107
2018-08-08,2104
2018-08-09,2106
2018-08-10,2110
2018-08-11,2089
2018-08-12,2094
2018-08-14,2090
2018-08-16,2083
2018-08-17,2088
2018-08-18,2058
2018-08-19,2073
2018-08-20,2075
2018-08-21,2083
2018-08-22,2090
2018-08-23,2086
2018-08-24,2077
2018-08-25,2080
2018-08-26,2088
2018-08-27,2079
2018-08-28,2070
2018-08-29,2070
2018-08-30,2090
2018-08-31,2094
2018-09-01,2104
2018-09-02,2097
2018-09-03,2083
2018-09-04,2079
2018-09-05,2085
2018-09-06,2085
2018-09-07,2102
2018-09-08,2101
2018-09-09,2104
2018-09-10,2115
2018-09-11,2102
2018-09-12,2094
2018-09-13,2095
2018-09-14,2097
2018-09-15,2091
2018-09-16,2082
2018-09-17,2076
2018-09-18,2099
2018-09-19,2121
2018-09-20,2102
2018-09-21,2095
2018-09-22,2092
2018-09-23,2083
2018-09-24,2092
2018-09-25,2092
2018-09-26,2088
2018-09-27,2096
2018-09-28,2084
2018-09-29,2059
2018-09-30,2066
2018-10-01,2077
2018-10-02,2053
2018-10-03,2080
2018-10-04,2080
2018-10-05,2065
2018-10-06,2058
2018-10-07,2058
2018-10-08,2063
2018-10-09,2072
2018-10-10,2088
2018-10-11,2086
2018-10-12,2092
2018-10-13,2083
2018-10-14,2085
2018-10-15,2094
2018-10-16,2076
2018-10-17,2081
2018-10-18,2076
2018-10-19,2093
2018-10-20,2093
2018-10-21,2077
2018-10-22,2076
2018-10-23,2067
2018-10-24,2071
2018-10-25,2081
2018-10-26,2082
2018-10-27,2124
2018-10-28,2113
2018-10-29,2104
2018-10-30,2118
2018-10-31,2109
2018-11-01,2115
2018-11-03,2105
2018-11-04,2093
2018-11-05,2074
2018-11-06,2092
2018-11-07,2100
2018-11-08,2097
2018-11-09,2088
2018-11-10,2069
2018-11-11,2041
2018-11-12,2067
2018-11-13,2090
2018-11-14,2108
2018-11-15,2086
2018-11-16,2058
2018-11-17,2035
2018-11-18,2053
2018-11-19,2046
2018-11-20,2050
2018-11-21,2075
2018-11-22,2072
2018-11-23,2065
2018-11-24,2067
2018-11-25,2065
2018-11-26,2085
2018-11-27,2087
2018-11-28,2063
2018-11-29,2049
2018-12-01,2052
2018-12-02,2060
2018-12-03,2059
2018-12-04,2063
2018-12-05,2069
2018-12-07,2098
2018-12-09,2096
2018-12-10,2082
2018-12-11,2070
2018-12-12,2060
2018-12-13,2066
2018-12-14,2065
2018-12-15,2074
2018-12-16,2076
2018-12-17,2085
2018-12-18,2083
2018-12-19,2079
2018-12-20,2082
2018-12-21,2095
2018-12-22,2100
2018-12-23,2097
2018-12-24,2067
2018-12-25,2054
2018-12-26,2044
2018-12-27,2062
2018-12-28,2053
2018-12-29,2083
2018-12-30,2081
2018-12-31,2086
2019-01-01,2076
2019-01-02,2071
2019-01-03,2067
2019-01-04,2066
2019-01-05,2064
2019-01-06,2062
2019-01-08,2040
2019-01-10,2056
2019-01-11,2070
2019-01-12,2068
2019-01-13,2076
2019-01-14,2062
2019-01-15,2062
2019-01-16,2063
2019-01-17,2047
2019-01-18,2049
2019-01-19,2067
2019-01-20,2059
2019-01-21,2052
2019-01-22,2060
2019-01-23,2051
2019-01-24,2065
2019-01-25,2049
2019-01-26,2053
2019-01-27,2043
2019-01-28,2054
2019-01-29,2052
2019-01-30,2063
2019-01-31,2068
2019-02-01,2076
2019-02-02,2069
2019-02-03,2078
2019-02-04,2077
2019-02-05,2075
2019-02-06,2084
2019-02-07,2085
2019-02-08,2089
2019-02-09,2084
2019-02-10,2085
2019-02-11,2091
2019-02-12,2093
2019-02-13,2095
2019-02-14,2077
2019-02-15,2076
2019-02-16,2086
2019-02-17,2101
2019-02-18,2116
2019-02-19,2109
2019-02-20,2095
2019-02-21,2120
2019-02-22,2109
2019-02-23,2104
2019-02-24,2108
2019-02-25,2102
2019-02-26,2099
2019-02-27,2118
2019-02-28,2136
2019-03-01,2134
2019-03-02,2122
2019-03-03,2122
2019-03-04,2121
2019-03-05,2134
2019-03-06,2148
2019-03-07,2124
2019-03-08,2115
2019-03-09,2111
2019-03-10,2092
2019-03-11,2108
2019-03-12,2112
2019-03-13,2108
2019-03-14,2096
2019-03-15,2110
2019-03-16,2109
2019-03-17,2112
2019-03-18,2131
2019-03-19,2138
2019-03-20,2135
2019-03-21,2137
2019-03-22,2128
2019-03-23,2125
2019-03-24,2113
2019-03-25,2109
2019-03-26,2109
2019-03-27,2091
2019-03-28,2103
