date_obj,Rune%20platelegs%20(g) price
2016-04-15,58130
2016-04-16,56674
2016-04-17,56369
2016-04-18,56222
2016-04-19,56222
2016-04-20,56495
2016-04-21,56889
2016-04-22,56889
2016-04-23,57093
2016-04-24,57728
2016-04-25,58172
2016-04-26,58880
2016-04-27,60436
2016-04-28,61672
2016-04-29,61672
2016-04-30,61034
2016-05-01,61166
2016-05-02,60656
2016-05-03,61101
2016-05-04,61101
2016-05-05,61236
2016-05-06,61236
2016-05-07,60514
2016-05-08,60514
2016-05-09,59914
2016-05-10,59032
2016-05-11,59032
2016-05-12,58976
2016-05-13,58600
2016-05-14,58707
2016-05-15,58247
2016-05-16,58601
2016-05-17,58261
2016-05-18,57567
2016-05-19,57364
2016-05-22,57697
2016-05-23,57543
2016-05-24,57576
2016-05-25,57715
2016-05-26,57967
2016-05-27,56982
2016-05-28,56982
2016-05-29,56729
2016-05-30,56729
2016-05-31,57367
2016-06-01,58432
2016-06-02,57744
2016-06-03,57744
2016-06-04,55952
2016-06-05,54392
2016-06-06,54608
2016-06-07,54608
2016-06-08,53921
2016-06-09,54214
2016-06-10,54608
2016-06-11,54608
2016-06-12,55335
2016-06-13,55335
2016-06-14,56568
2016-06-15,58440
2016-06-16,58440
2016-06-17,59723
2016-06-18,59723
2016-06-19,59574
2016-06-20,59467
2016-06-21,59615
2016-06-22,60019
2016-06-23,59834
2016-06-24,59833
2016-06-25,59217
2016-06-26,59217
2016-06-27,58460
2016-06-28,58180
2016-06-29,58772
2016-06-30,58241
2016-07-01,57914
2016-07-02,57914
2016-07-03,57963
2016-07-04,58317
2016-07-05,57714
2016-07-06,57377
2016-07-07,56353
2016-07-08,56424
2016-07-09,56762
2016-07-10,56698
2016-07-11,56562
2016-07-12,55934
2016-07-13,55435
2016-07-14,56224
2016-07-15,56761
2016-07-16,56529
2016-07-17,57520
2016-07-18,57583
2016-07-23,58334
2016-07-24,58118
2016-07-25,57151
2016-07-26,57151
2016-07-27,56943
2016-07-28,56337
2016-07-29,55514
2016-07-30,55377
2016-07-31,55377
2016-08-01,54906
2016-08-02,53256
2016-08-03,52797
2016-08-04,52797
2016-08-05,52730
2016-08-06,52759
2016-08-07,53696
2016-08-08,53696
2016-08-09,54436
2016-08-10,55352
2016-08-11,55352
2016-08-12,55910
2016-08-13,55910
2016-08-14,55340
2016-08-15,55854
2016-08-16,55524
2016-08-17,55524
2016-08-18,56523
2016-08-19,55661
2016-08-20,55605
2016-08-21,55605
2016-08-22,54195
2016-08-23,53314
2016-08-24,53394
2016-08-25,53474
2016-08-26,53474
2016-08-28,52243
2016-08-31,52475
2016-09-01,53962
2016-09-02,53962
2016-09-03,54753
2016-09-04,54522
2016-09-05,54774
2016-09-06,55134
2016-09-07,55134
2016-09-08,54324
2016-09-09,54324
2016-09-10,53831
2016-09-11,53831
2016-09-12,54351
2016-09-13,55657
2016-09-14,55657
2016-09-15,56189
2016-09-16,56189
2016-09-17,54631
2016-09-18,53511
2016-09-19,53906
2016-09-20,53906
2016-09-21,53764
2016-09-22,54409
2016-09-23,54071
2016-09-24,54071
2016-09-25,53626
2016-09-26,53626
2016-09-27,52935
2016-09-28,51930
2016-09-29,51930
2016-09-30,51804
2016-10-01,51678
2016-10-02,51678
2016-10-03,51775
2016-10-04,52376
2016-10-05,52703
2016-10-06,53585
2016-10-07,53585
2016-10-08,53706
2016-10-09,53706
2016-10-10,54230
2016-10-11,55381
2016-10-12,55381
2016-10-13,56422
2016-10-14,57572
2016-10-15,58153
2016-10-16,58153
2016-10-17,57934
2016-10-18,57934
2016-10-19,56808
2016-10-20,55960
2016-10-21,55487
2016-10-22,55487
2016-10-23,54372
2016-10-24,54370
2016-10-25,54370
2016-10-26,53733
2016-10-27,53733
2016-10-28,53206
2016-10-29,53864
2016-10-30,53936
2016-10-31,54693
2016-11-01,54693
2016-11-02,55619
2016-11-03,55619
2016-11-04,56460
2016-11-05,56460
2016-11-06,56639
2016-11-07,56639
2016-11-08,56719
2016-11-09,56455
2016-11-10,55784
2016-11-11,55784
2016-11-12,56501
2016-11-13,56501
2016-11-14,57778
2016-12-08,63239
2016-12-09,63439
2016-12-10,63439
2016-12-11,63231
2016-12-12,63514
2016-12-13,62815
2016-12-14,62857
2016-12-15,62857
2016-12-16,63570
2016-12-17,63771
2016-12-18,63771
2016-12-19,62237
2016-12-20,61484
2016-12-21,60735
2016-12-22,60735
2016-12-23,60546
2016-12-24,60546
2016-12-25,60849
2016-12-26,60849
2016-12-27,60957
2016-12-28,61438
2016-12-29,61755
2016-12-30,62128
2016-12-31,62469
2017-01-01,62037
2017-01-02,60903
2017-01-03,59191
2017-01-04,58697
2017-01-05,58697
2017-01-06,58126
2017-01-07,56703
2017-01-08,55613
2017-01-09,54347
2017-01-10,54708
2017-01-11,55165
2017-01-12,55139
2017-01-13,55139
2017-01-14,55171
2017-01-15,55776
2017-01-16,55393
2017-01-17,55346
2017-01-18,55575
2017-01-19,55803
2017-01-20,55182
2017-01-21,54971
2017-01-22,54950
2017-01-27,55816
2017-01-28,55692
2017-01-29,55274
2017-01-30,55754
2017-01-31,56120
2017-02-01,55692
2017-02-02,55094
2017-02-03,55236
2017-02-04,55001
2017-02-05,54816
2017-02-06,54941
2017-02-07,55526
2017-02-08,55760
2017-02-09,55760
2017-02-10,55674
2017-02-11,55405
2017-02-12,55405
2017-02-13,55778
2017-02-14,55953
2017-02-15,55953
2017-02-16,55662
2017-02-18,55026
2017-02-19,54889
2017-02-20,55411
2017-02-21,55266
2017-02-22,55266
2017-02-23,55279
2017-02-24,55145
2017-02-25,54701
2017-02-26,54551
2017-02-27,55141
2017-02-28,55248
2017-03-01,55602
2017-03-02,55851
2017-03-03,56612
2017-03-04,56261
2017-03-05,56354
2017-03-06,57020
2017-03-07,57698
2017-03-08,57698
2017-03-09,57778
2017-03-10,57463
2017-03-11,58141
2017-03-12,57949
2017-03-13,58250
2017-03-14,57999
2017-03-15,57769
2017-03-16,57734
2017-03-17,57923
2017-03-18,57503
2017-03-19,56226
2017-03-20,55161
2017-03-21,55148
2017-03-22,55599
2017-03-23,55499
2017-03-24,55605
2017-03-25,55605
2017-03-26,56498
2017-03-27,57314
2017-03-28,57686
2017-03-29,57548
2017-03-30,57473
2017-03-31,57163
2017-04-01,56968
2017-04-02,56447
2017-04-03,56256
2017-04-04,55320
2017-04-12,55279
2017-04-13,55853
2017-04-14,55606
2017-04-15,55991
2017-04-16,56545
2017-04-17,57013
2017-04-18,57163
2017-04-19,57861
2017-04-20,58142
2017-04-21,58862
2017-04-22,58862
2017-04-23,59354
2017-04-24,60104
2017-04-25,60157
2017-04-26,60157
2017-04-27,59936
2017-04-28,58978
2017-04-29,57745
2017-04-30,56433
2017-05-01,55312
2017-05-02,54655
2017-05-03,54485
2017-05-04,53629
2017-05-05,52897
2017-05-06,53268
2017-05-07,54136
2017-05-08,54045
2017-05-09,54492
2017-05-10,54501
2017-05-11,54501
2017-05-12,55585
2017-05-13,56188
2017-05-14,56838
2017-05-15,56838
2017-05-16,56347
2017-05-17,55282
2017-05-18,55060
2017-05-19,55060
2017-05-20,55385
2017-05-21,55385
2017-05-22,55492
2017-05-23,54055
2017-05-24,53337
2017-05-25,53337
2017-05-26,53936
2017-05-27,54776
2017-05-28,54183
2017-05-29,53019
2017-05-30,52838
2017-05-31,52645
2017-06-01,53077
2017-06-02,53508
2017-06-03,53508
2017-06-06,49489
2017-06-07,49244
2017-06-08,49244
2017-06-09,49103
2017-06-10,49432
2017-06-11,50727
2017-06-12,51330
2017-06-13,51740
2017-06-14,52628
2017-06-15,52282
2017-06-16,52075
2017-06-17,52635
2017-06-18,53526
2017-06-19,53526
2017-06-20,53691
2017-06-21,53607
2017-06-22,53607
2017-06-23,53717
2017-06-24,53266
2017-06-25,52762
2017-06-26,51921
2017-06-27,51648
2017-06-28,50688
2017-06-29,50113
2017-06-30,49476
2017-07-01,49476
2017-07-02,49006
2017-07-03,48859
2017-07-04,49107
2017-07-05,49107
2017-07-06,49293
2017-07-07,49293
2017-07-08,49432
2017-07-13,50088
2017-07-14,50618
2017-07-15,50618
2017-07-16,50621
2017-07-17,50275
2017-07-18,50275
2017-07-19,50078
2017-07-20,51392
2017-07-21,52425
2017-07-22,53002
2017-07-23,53873
2017-07-24,53873
2017-07-25,55107
2017-07-26,56366
2017-07-27,57597
2017-07-28,58698
2017-07-29,58698
2017-07-30,59726
2017-07-31,59726
2017-08-01,60124
2017-08-02,60997
2017-08-03,61025
2017-08-04,61025
2017-08-05,60912
2017-08-06,60912
2017-08-09,57779
2017-08-10,56894
2017-08-11,55815
2017-08-12,55153
2017-08-13,54506
2017-08-14,54740
2017-08-15,53175
2017-08-17,52372
2017-08-18,52372
2017-08-19,51105
2017-08-20,49415
2017-08-21,48493
2017-08-22,48507
2017-08-23,48715
2017-08-24,48715
2017-08-25,49372
2017-08-26,49376
2017-08-27,48563
2017-08-28,48317
2017-08-29,48317
2017-08-30,48392
2017-08-31,48392
2017-09-01,48620
2017-09-02,48416
2017-09-03,48416
2017-09-04,47944
2017-09-05,47594
2017-09-06,47948
2017-09-07,48511
2017-09-08,48511
2017-09-09,48254
2017-09-10,48487
2017-09-11,48616
2017-09-12,48616
2017-09-13,49131
2017-09-14,48955
2017-09-15,48955
2017-09-16,49120
2017-09-17,48417
2017-09-19,48731
2017-09-20,49353
2017-09-21,50586
2017-09-22,51797
2017-09-23,51797
2017-09-24,51382
2017-09-25,51007
2017-09-26,51125
2017-09-27,51125
2017-09-28,51781
2017-09-29,52427
2017-09-30,52427
2017-10-01,51980
2017-10-02,52060
2017-10-03,52060
2017-10-04,52304
2017-10-05,53602
2017-10-06,54572
2017-10-07,56218
2017-10-08,58579
2017-10-09,60861
2017-10-10,61474
2017-10-11,61474
2017-10-12,61498
2017-10-13,62954
2017-10-14,62951
2017-10-15,62951
2017-10-16,63314
2017-10-17,63314
2017-10-18,62985
2017-10-19,63001
2017-10-20,63001
2017-10-21,63193
2017-10-22,62426
2017-10-23,62426
2017-10-24,60334
2017-10-25,57774
2017-10-26,56564
2017-10-27,55178
2017-10-28,55178
2017-10-29,54813
2017-10-30,54763
2017-10-31,54708
2017-11-01,54708
2017-11-02,54020
2017-11-03,53163
2017-11-04,54208
2017-11-05,54712
2017-11-06,54390
2017-11-07,54390
2017-11-08,53655
2017-11-09,51455
2017-11-10,50239
2017-11-11,50642
2017-11-12,51261
2017-11-13,51196
2017-11-14,51196
2017-11-15,51112
2017-11-16,50741
2017-11-17,50007
2017-11-18,49271
2017-11-19,50076
2017-11-20,50820
2017-11-21,50744
2017-11-22,50744
2017-11-23,50355
2017-11-24,49745
2017-11-25,50505
2017-11-26,50457
2017-11-27,50457
2017-11-28,51003
2017-11-29,50884
2017-11-30,50884
2017-12-01,51119
2017-12-02,51119
2017-12-03,51450
2017-12-04,51339
2017-12-05,52298
2017-12-06,52218
2017-12-07,51749
2017-12-08,51749
2017-12-09,52136
2017-12-10,53308
2017-12-11,53844
2017-12-12,54092
2017-12-13,54811
2017-12-14,55701
2017-12-15,56518
2017-12-16,57046
2017-12-17,57046
2017-12-18,57011
2017-12-19,57011
2017-12-20,57252
2017-12-21,57506
2017-12-22,57848
2017-12-23,57497
2017-12-24,57868
2017-12-25,58294
2017-12-26,58067
2017-12-27,56754
2017-12-28,56754
2017-12-29,56793
2017-12-30,57011
2017-12-31,57103
2018-01-01,57494
2018-01-02,58198
2018-01-03,57707
2018-01-04,56987
2018-01-05,56044
2018-01-06,56380
2018-01-07,56743
2018-01-08,56822
2018-01-09,55991
2018-01-10,55991
2018-01-11,56084
2018-01-12,56266
2018-01-13,56008
2018-01-14,54465
2018-01-15,53282
2018-01-16,51614
2018-01-17,51837
2018-01-18,52872
2018-01-19,52872
2018-01-20,53657
2018-01-21,54286
2018-01-22,54168
2018-01-23,52564
2018-01-24,52350
2018-01-25,52145
2018-01-26,51667
2018-01-27,50382
2018-01-28,50253
2018-01-29,49708
2018-01-30,49090
2018-02-01,48509
2018-02-02,49101
2018-02-03,50404
2018-02-04,51837
2018-02-05,52786
2018-02-06,53416
2018-02-07,54652
2018-02-08,55121
2018-02-09,55593
2018-02-10,56617
2018-02-11,56779
2018-02-12,56664
2018-02-13,57312
2018-02-14,57509
2018-02-15,57917
2018-02-16,57070
2018-02-17,54815
2018-02-18,54223
2018-02-19,53158
2018-02-20,52639
2018-02-21,53447
2018-02-22,53937
2018-02-23,55124
2018-02-24,54801
2018-02-25,54975
2018-02-26,55233
2018-02-27,55747
2018-02-28,56932
2018-03-01,58018
2018-03-02,57952
2018-03-03,57296
2018-03-04,57773
2018-03-05,58196
2018-03-06,57692
2018-03-07,57279
2018-03-08,57916
2018-03-09,59291
2018-03-10,58928
2018-03-11,57618
2018-03-12,58266
2018-03-13,58908
2018-03-14,59237
2018-03-15,59073
2018-03-16,58086
2018-03-17,57515
2018-03-18,57108
2018-03-19,56703
2018-03-20,56467
2018-03-21,56622
2018-03-23,58248
2018-03-24,59428
2018-03-26,62488
2018-03-27,63180
2018-03-28,62898
2018-03-29,63121
2018-03-30,63185
2018-03-31,63594
2018-04-01,64058
2018-04-02,63716
2018-04-03,63421
2018-04-04,64266
2018-04-05,64309
2018-04-06,64549
2018-04-08,65298
2018-04-09,66476
2018-04-10,67108
2018-04-11,68562
2018-04-12,67236
2018-04-13,67280
2018-04-14,65496
2018-04-15,66239
2018-04-16,66714
2018-04-17,67440
2018-04-18,67804
2018-04-19,68335
2018-04-20,69985
2018-04-21,71157
2018-04-22,71668
2018-04-23,70710
2018-04-24,70944
2018-04-25,69700
2018-04-26,69589
2018-04-27,69157
2018-04-28,68444
2018-04-29,67350
2018-04-30,66174
2018-05-01,65902
2018-05-02,65023
2018-05-03,64219
2018-05-04,64751
2018-05-05,65013
2018-05-06,63805
2018-05-07,64607
2018-05-08,64471
2018-05-09,64276
2018-05-10,63753
2018-05-11,64695
2018-05-12,64005
2018-05-13,63156
2018-05-14,62485
2018-05-15,61016
2018-05-16,60787
2018-05-17,61890
2018-05-18,62776
2018-05-19,62831
2018-05-20,62663
2018-05-21,62942
2018-05-22,63367
2018-05-23,63052
2018-05-24,63182
2018-05-25,60752
2018-05-26,61451
2018-05-27,61732
2018-05-28,62142
2018-05-29,63175
2018-05-30,63364
2018-05-31,64447
2018-06-01,65096
2018-06-02,63844
2018-06-03,62152
2018-06-04,61505
2018-06-05,61506
2018-06-06,61253
2018-06-07,60867
2018-06-08,59991
2018-06-09,60251
2018-06-10,59154
2018-06-11,58748
2018-06-12,58023
2018-06-13,57684
2018-06-14,57157
2018-06-15,56815
2018-06-16,56399
2018-06-17,55805
2018-06-18,56221
2018-06-19,56419
2018-06-20,56419
2018-06-21,55993
2018-06-22,56859
2018-06-23,58579
2018-06-24,57934
2018-06-25,58640
2018-06-26,57956
2018-06-27,57631
2018-06-28,58602
2018-06-29,58886
2018-06-30,58313
2018-07-01,57431
2018-07-02,57129
2018-07-03,56484
2018-07-04,56894
2018-07-05,55432
2018-07-06,56602
2018-07-07,57719
2018-07-08,58142
2018-07-09,59411
2018-07-10,59819
2018-07-11,60795
2018-07-12,60132
2018-07-13,60016
2018-07-14,60898
2018-07-15,61319
2018-07-16,60020
2018-07-17,58807
2018-07-18,58553
2018-07-19,58619
2018-07-20,58301
2018-07-21,59763
2018-07-22,60356
2018-07-23,61283
2018-07-24,61989
2018-07-25,63019
2018-07-26,62105
2018-07-27,60423
2018-07-28,59990
2018-07-29,59785
2018-07-30,59145
2018-07-31,59823
2018-08-01,60450
2018-08-02,61616
2018-08-03,62645
2018-08-04,62754
2018-08-05,65269
2018-08-06,66871
2018-08-07,67471
2018-08-08,68500
2018-08-09,70668
2018-08-10,73611
2018-08-11,72661
2018-08-12,72926
2018-08-14,73068
2018-08-16,73670
2018-08-17,72875
2018-08-18,73190
2018-08-19,73768
2018-08-20,73800
2018-08-21,74100
2018-08-22,73291
2018-08-23,73558
2018-08-24,73337
2018-08-25,73546
2018-08-26,74775
2018-08-27,76450
2018-08-28,79194
2018-08-29,78072
2018-08-30,77340
2018-08-31,78994
2018-09-01,81161
2018-09-02,80001
2018-09-03,80467
2018-09-04,82397
2018-09-05,83341
2018-09-06,83353
2018-09-07,82856
2018-09-08,83149
2018-09-09,82227
2018-09-10,83046
2018-09-11,83486
2018-09-12,84169
2018-09-13,83838
2018-09-14,84539
2018-09-15,85539
2018-09-16,85602
2018-09-17,85431
2018-09-18,87407
2018-09-19,89091
2018-09-20,89946
2018-09-21,90490
2018-09-22,89016
2018-09-23,89222
2018-09-24,88763
2018-09-25,88703
2018-09-26,90140
2018-09-27,90881
2018-09-28,90999
2018-09-29,91582
2018-09-30,90362
2018-10-02,88004
2018-10-03,87711
2018-10-04,88981
2018-10-05,90940
2018-10-06,93396
2018-10-07,94831
2018-10-08,95573
2018-10-09,95231
2018-10-10,95061
2018-10-11,95192
2018-10-12,93776
2018-10-13,92225
2018-10-14,89800
2018-10-15,87647
2018-10-16,86437
2018-10-17,88124
2018-10-18,90782
2018-10-19,93993
2018-10-20,96499
2018-10-21,96938
2018-10-22,98384
2018-10-23,97857
2018-10-24,97875
2018-10-25,96111
2018-10-26,96472
2018-10-27,97677
2018-10-28,99645
2018-10-29,99739
2018-10-30,103467
2018-10-31,107686
2018-11-01,112960
2018-11-03,124471
2018-11-04,130695
2018-11-05,137136
2018-11-06,143970
2018-11-07,151128
2018-11-08,158676
2018-11-09,166610
2018-11-10,174917
2018-11-11,183469
2018-11-12,192643
2018-11-13,201679
2018-11-14,210310
2018-11-15,220826
2018-11-16,231868
2018-11-17,243462
2018-11-18,255636
2018-11-19,266127
2018-11-20,279167
2018-11-21,292700
2018-11-22,296169
2018-11-23,293508
2018-11-24,287081
2018-11-25,281916
2018-11-26,277733
2018-11-27,269530
2018-11-28,256363
2018-11-29,243563
2018-12-01,220097
2018-12-02,210353
2018-12-03,201382
2018-12-04,194610
2018-12-05,190362
2018-12-07,178844
2018-12-09,161940
2018-12-10,155946
2018-12-11,151631
2018-12-12,147525
2018-12-13,144532
2018-12-14,140318
2018-12-15,138582
2018-12-16,139495
2018-12-17,137403
2018-12-18,136957
2018-12-19,138619
2018-12-20,141909
2018-12-21,143327
2018-12-22,141600
2018-12-23,141122
2018-12-24,143870
2018-12-25,146368
2018-12-26,147370
2018-12-27,149276
2018-12-28,146043
2018-12-29,144877
2018-12-30,145147
2018-12-31,144623
2019-01-01,142535
2019-01-02,142076
2019-01-03,138794
2019-01-04,137130
2019-01-05,136309
2019-01-06,134221
2019-01-08,130216
2019-01-10,124553
2019-01-11,121990
2019-01-12,119900
2019-01-13,118256
2019-01-14,115401
2019-01-15,114407
2019-01-16,115494
2019-01-17,114703
2019-01-18,111389
2019-01-19,108995
2019-01-20,107958
2019-01-21,105979
2019-01-22,102951
2019-01-23,100783
2019-01-24,99061
2019-01-25,96922
2019-01-26,95477
2019-01-27,93703
2019-01-28,92628
2019-01-29,93580
2019-01-30,95018
2019-01-31,95500
2019-02-01,95180
2019-02-02,94374
2019-02-03,95031
2019-02-04,96803
2019-02-05,96073
2019-02-06,95650
2019-02-07,96306
2019-02-08,96445
2019-02-09,97077
2019-02-10,96616
2019-02-11,96015
2019-02-12,96446
2019-02-13,94544
2019-02-14,92390
2019-02-15,91096
2019-02-16,88669
2019-02-17,87755
2019-02-18,87723
2019-02-19,86983
2019-02-20,87062
2019-02-21,86313
2019-02-22,86175
2019-02-23,86296
2019-02-24,86833
2019-02-25,87792
2019-02-26,87309
2019-02-27,88407
2019-02-28,88097
2019-03-01,88138
2019-03-02,87793
2019-03-03,87683
2019-03-04,88388
2019-03-05,89695
2019-03-06,88267
2019-03-07,87484
2019-03-08,85975
2019-03-09,86092
2019-03-10,86564
2019-03-11,86674
2019-03-12,86925
2019-03-13,87106
2019-03-14,88101
2019-03-15,88543
2019-03-16,88274
2019-03-17,88210
2019-03-18,87122
2019-03-19,87861
2019-03-20,87812
2019-03-21,87528
2019-03-22,86771
2019-03-23,86401
2019-03-24,87581
2019-03-25,87944
2019-03-26,88135
2019-03-27,88722
2019-03-28,88477
2019-03-29,87432
2019-03-30,88655
2019-03-31,88422
2019-04-01,89505
2019-04-02,87577
