date_obj,Gold%20elegant%20shirt price
2016-04-13,13780
2016-04-14,14005
2016-04-15,14005
2016-04-16,14288
2016-04-17,14288
2016-04-18,14636
2016-04-19,14636
2016-04-20,14585
2016-04-21,14585
2016-04-22,14585
2016-04-23,14764
2016-04-24,14764
2016-04-25,14485
2016-04-26,14485
2016-04-27,14170
2016-04-28,14170
2016-04-29,14170
2016-04-30,13938
2016-05-01,13938
2016-05-02,13907
2016-05-03,13907
2016-05-04,13964
2016-05-05,13964
2016-05-06,13683
2016-05-07,13683
2016-05-08,13555
2016-05-09,13555
2016-05-10,13466
2016-05-11,13466
2016-05-12,13466
2016-05-13,13200
2016-05-14,13200
2016-05-15,12893
2016-05-16,12893
2016-05-17,13236
2016-05-18,13236
2016-05-19,13236
2016-05-22,13719
2016-05-23,13752
2016-05-24,13752
2016-05-25,13998
2016-05-26,13998
2016-05-27,14048
2016-05-28,14048
2016-05-29,14241
2016-05-30,14241
2016-05-31,14241
2016-06-01,14316
2016-06-02,14316
2016-06-03,14316
2016-06-04,14190
2016-06-05,14190
2016-06-06,14536
2016-06-07,14536
2016-06-08,14536
2016-06-09,14524
2016-06-10,14524
2016-06-11,14541
2016-06-12,14541
2016-06-13,14361
2016-06-14,14361
2016-06-15,13999
2016-06-16,13999
2016-06-17,14116
2016-06-18,14116
2016-06-19,13991
2016-06-20,13991
2016-06-21,13705
2016-06-22,13705
2016-06-23,14014
2016-06-24,14014
2016-06-25,14014
2016-06-26,13935
2016-06-27,13935
2016-06-28,13935
2016-06-29,13878
2016-06-30,13878
2016-07-01,13750
2016-07-02,13750
2016-07-03,13750
2016-07-04,13436
2016-07-05,13436
2016-07-06,13635
2016-07-07,13635
2016-07-08,14133
2016-07-09,14133
2016-07-10,14226
2016-07-11,14226
2016-07-12,14222
2016-07-13,14222
2016-07-14,13970
2016-07-15,13970
2016-07-16,13607
2016-07-17,13607
2016-07-18,13485
2016-07-23,13148
2016-07-24,12771
2016-07-25,12771
2016-07-26,12771
2016-07-27,12724
2016-07-28,12724
2016-07-29,12732
2016-07-30,12732
2016-07-31,12732
2016-08-01,12702
2016-08-02,12702
2016-08-03,12381
2016-08-04,12381
2016-08-05,12381
2016-08-06,12087
2016-08-07,12087
2016-08-08,11791
2016-08-09,11791
2016-08-10,11812
2016-08-11,11812
2016-08-12,11812
2016-08-13,11812
2016-08-14,11636
2016-08-15,11636
2016-08-16,11378
2016-08-17,11378
2016-08-18,11378
2016-08-19,11149
2016-08-20,11149
2016-08-21,11149
2016-08-22,10840
2016-08-23,10840
2016-08-24,10840
2016-08-25,10994
2016-08-26,10994
2016-08-28,10994
2016-08-31,10767
2016-09-01,10503
2016-09-02,10503
2016-09-03,10503
2016-09-04,10251
2016-09-05,10251
2016-09-06,10251
2016-09-07,9746
2016-09-08,9746
2016-09-09,9746
2016-09-10,9507
2016-09-11,9507
2016-09-12,9507
2016-09-13,9507
2016-09-14,9468
2016-09-15,9468
2016-09-16,9468
2016-09-17,9166
2016-09-18,9166
2016-09-19,9166
2016-09-20,9207
2016-09-21,9207
2016-09-22,9207
2016-09-23,8929
2016-09-24,8929
2016-09-25,8929
2016-09-26,8929
2016-09-27,8810
2016-09-28,8810
2016-09-29,8810
2016-09-30,8754
2016-10-01,8754
2016-10-02,8754
2016-10-03,8754
2016-10-04,8716
2016-10-05,8716
2016-10-06,8716
2016-10-07,8742
2016-10-08,8742
2016-10-09,8754
2016-10-10,8754
2016-10-11,8754
2016-10-12,8774
2016-10-13,8774
2016-10-14,8774
2016-10-15,8737
2016-10-16,8737
2016-10-17,8737
2016-10-18,8737
2016-10-19,8737
2016-10-20,8737
2016-10-21,8835
2016-10-22,8835
2016-10-23,8835
2016-10-24,8548
2016-10-25,8548
2016-10-26,8548
2016-10-27,8487
2016-10-28,8487
2016-10-29,8487
2016-10-30,8487
2016-10-31,8401
2016-11-01,8401
2016-11-02,8401
2016-11-03,8401
2016-11-04,8288
2016-11-05,8288
2016-11-06,8288
2016-11-07,8288
2016-11-08,8114
2016-11-09,8114
2016-11-10,8114
2016-11-11,8097
2016-11-12,8097
2016-11-13,8097
2016-11-14,7991
2016-11-15,7991
2016-12-07,7213
2016-12-08,6989
2016-12-09,6989
2016-12-10,6989
2016-12-11,6737
2016-12-12,6737
2016-12-13,6737
2016-12-14,6571
2016-12-15,6571
2016-12-16,6571
2016-12-17,6571
2016-12-18,6359
2016-12-19,6359
2016-12-20,6359
2016-12-21,6179
2016-12-22,6179
2016-12-23,6179
2016-12-24,5967
2016-12-25,5967
2016-12-26,5967
2016-12-27,5751
2016-12-28,5751
2016-12-29,5751
2016-12-30,5475
2016-12-31,5475
2017-01-01,5475
2017-01-02,5351
2017-01-03,5351
2017-01-04,5351
2017-01-05,5219
2017-01-06,5219
2017-01-07,5077
2017-01-08,5077
2017-01-09,5027
2017-01-10,5027
2017-01-11,4933
2017-01-12,4933
2017-01-13,4792
2017-01-14,4792
2017-01-15,4879
2017-01-16,4879
2017-01-17,4887
2017-01-18,4887
2017-01-19,4887
2017-01-20,5038
2017-01-21,5038
2017-01-22,5211
2017-01-23,5211
2017-01-27,5496
2017-01-28,5621
2017-01-29,5621
2017-01-30,5863
2017-01-31,5863
2017-02-01,5958
2017-02-02,5958
2017-02-03,5958
2017-02-04,5867
2017-02-05,5867
2017-02-06,5867
2017-02-07,5651
2017-02-08,5381
2017-02-09,5381
2017-02-10,5219
2017-02-11,5219
2017-02-12,5219
2017-02-13,5034
2017-02-14,5034
2017-02-15,5083
2017-02-16,5083
2017-02-18,5068
2017-02-19,5081
2017-02-20,5081
2017-02-21,5107
2017-02-22,5107
2017-02-23,5107
2017-02-24,5107
2017-02-25,5107
2017-02-26,5129
2017-02-27,5129
2017-02-28,5066
2017-03-01,5066
2017-03-02,5099
2017-03-03,5099
2017-03-04,5029
2017-03-05,5029
2017-03-06,5035
2017-03-07,5035
2017-03-08,4890
2017-03-09,4890
2017-03-10,4665
2017-03-11,4665
2017-03-12,4556
2017-03-13,4556
2017-03-14,4392
2017-03-15,4392
2017-03-16,4330
2017-03-17,4330
2017-03-18,4361
2017-03-19,4361
2017-03-20,4224
2017-03-21,4224
2017-03-22,4126
2017-03-23,4126
2017-03-24,4053
2017-03-25,4053
2017-03-26,4053
2017-03-27,4001
2017-03-28,4001
2017-03-29,3998
2017-03-30,3998
2017-03-31,3899
2017-04-01,3899
2017-04-02,3905
2017-04-03,3905
2017-04-04,3879
2017-04-12,3889
2017-04-13,3889
2017-04-14,3926
2017-04-15,3926
2017-04-16,4067
2017-04-17,4067
2017-04-18,4149
2017-04-19,4149
2017-04-20,4149
2017-04-21,4276
2017-04-22,4276
2017-04-23,4276
2017-04-24,4372
2017-04-25,4372
2017-04-26,4470
2017-04-27,4470
2017-04-28,4449
2017-04-29,4449
2017-04-30,4338
2017-05-01,4338
2017-05-02,4217
2017-05-03,4217
2017-05-04,4174
2017-05-05,4174
2017-05-06,4174
2017-05-07,4124
2017-05-08,4124
2017-05-09,4109
2017-05-10,4109
2017-05-11,4109
2017-05-12,3998
2017-05-13,3998
2017-05-14,4059
2017-05-15,4059
2017-05-16,4130
2017-05-17,4130
2017-05-18,4202
2017-05-19,4202
2017-05-20,4145
2017-05-21,4145
2017-05-22,4145
2017-05-23,4035
2017-05-24,4035
2017-05-25,3979
2017-05-26,3979
2017-05-27,3891
2017-05-28,3891
2017-05-29,3891
2017-05-30,3882
2017-05-31,3882
2017-06-01,3930
2017-06-02,3930
2017-06-03,3921
2017-06-04,3921
2017-06-05,3843
2017-06-06,3843
2017-06-07,3731
2017-06-08,3731
2017-06-09,3731
2017-06-10,3670
2017-06-11,3670
2017-06-12,3597
2017-06-13,3597
2017-06-14,3564
2017-06-15,3564
2017-06-16,3426
2017-06-17,3426
2017-06-18,3267
2017-06-19,3267
2017-06-20,3267
2017-06-21,3211
2017-06-22,3211
2017-06-23,3211
2017-06-24,3071
2017-06-25,3071
2017-06-26,3071
2017-06-27,3135
2017-06-28,3135
2017-06-29,3135
2017-06-30,3247
2017-07-01,3247
2017-07-02,3247
2017-07-03,3336
2017-07-04,3336
2017-07-05,3336
2017-07-06,3426
2017-07-07,3426
2017-07-08,3426
2017-07-13,3440
2017-07-14,3609
2017-07-15,3609
2017-07-16,3609
2017-07-17,3688
2017-07-18,3688
2017-07-19,3688
2017-07-20,3762
2017-07-21,3762
2017-07-22,3660
2017-07-23,3660
2017-07-24,3660
2017-07-25,3587
2017-07-26,3587
2017-07-27,3507
2017-07-28,3507
2017-07-29,3507
2017-07-30,3532
2017-07-31,3532
2017-08-01,3532
2017-08-02,3444
2017-08-03,3444
2017-08-04,3444
2017-08-05,3350
2017-08-06,3350
2017-08-09,3285
2017-08-10,3285
2017-08-11,3273
2017-08-12,3273
2017-08-13,3273
2017-08-14,3232
2017-08-15,3232
2017-08-16,3179
2017-08-17,3179
2017-08-18,3179
2017-08-19,3118
2017-08-20,3118
2017-08-21,3095
2017-08-22,3095
2017-08-23,3075
2017-08-24,3075
2017-08-25,3075
2017-08-26,3007
2017-08-27,3007
2017-08-28,3007
2017-08-29,2964
2017-08-30,2964
2017-08-31,2964
2017-09-01,3075
2017-09-02,3075
2017-09-03,3189
2017-09-04,3189
2017-09-05,3334
2017-09-06,3334
2017-09-07,3475
2017-09-08,3475
2017-09-09,3475
2017-09-10,3563
2017-09-11,3563
2017-09-12,3563
2017-09-13,3700
2017-09-14,3700
2017-09-15,3700
2017-09-16,3797
2017-09-17,3797
2017-09-18,3864
2017-09-19,3864
2017-09-20,3864
2017-09-21,3903
2017-09-22,3903
2017-09-23,3903
2017-09-24,3988
2017-09-25,3988
2017-09-26,4104
2017-09-27,4104
2017-09-28,4104
2017-09-29,4257
2017-09-30,4257
2017-10-01,4357
2017-10-02,4357
2017-10-03,4357
2017-10-04,4357
2017-10-05,4430
2017-10-06,4430
2017-10-07,4462
2017-10-08,4462
2017-10-09,4467
2017-10-10,4467
2017-10-11,4467
2017-10-12,4425
2017-10-13,4425
2017-10-14,4521
2017-10-15,4521
2017-10-16,4521
2017-10-17,4550
2017-10-18,4550
2017-10-19,4550
2017-10-20,4655
2017-10-21,4655
2017-10-22,4655
2017-10-23,4802
2017-10-24,4802
2017-10-25,4914
2017-10-26,4914
2017-10-27,4859
2017-10-28,4859
2017-10-29,4859
2017-10-30,4777
2017-10-31,4777
2017-11-01,4777
2017-11-02,4792
2017-11-03,4792
2017-11-04,4674
2017-11-05,4674
2017-11-06,4674
2017-11-07,4746
2017-11-08,4746
2017-11-09,4746
2017-11-10,4623
2017-11-11,4623
2017-11-12,4623
2017-11-13,4447
2017-11-14,4447
2017-11-15,4447
2017-11-16,4268
2017-11-17,4268
2017-11-18,4268
2017-11-19,4054
2017-11-20,4054
2017-11-21,3947
2017-11-22,3947
2017-11-23,3947
2017-11-24,3836
2017-11-25,3836
2017-11-26,3836
2017-11-27,3836
2017-11-28,3924
2017-11-29,3924
2017-11-30,3924
2017-12-01,4027
2017-12-02,4027
2017-12-03,4027
2017-12-04,3877
2017-12-05,3877
2017-12-06,3848
2017-12-07,3848
2017-12-08,3848
2017-12-09,3873
2017-12-10,3873
2017-12-11,3780
2017-12-12,3780
2017-12-13,3780
2017-12-14,3740
2017-12-15,3740
2017-12-16,3717
2017-12-17,3717
2017-12-18,3711
2017-12-19,3711
2017-12-20,3711
2017-12-21,3788
2017-12-22,3788
2017-12-23,3788
2017-12-24,3810
2017-12-25,3810
2017-12-26,3810
2017-12-27,3742
2017-12-28,3742
2017-12-29,3742
2017-12-30,3796
2017-12-31,3796
2018-01-01,3813
2018-01-02,3813
2018-01-03,3777
2018-01-04,3777
2018-01-05,3734
2018-01-06,3734
2018-01-07,3751
2018-01-08,3751
2018-01-09,3778
2018-01-10,3778
2018-01-11,3778
2018-01-12,3705
2018-01-13,3705
2018-01-14,3631
2018-01-15,3631
2018-01-16,3675
2018-01-17,3675
2018-01-18,3755
2018-01-19,3755
2018-01-20,3755
2018-01-21,3863
2018-01-22,3863
2018-01-23,3880
2018-01-24,3880
2018-01-25,3876
2018-01-26,3876
2018-01-27,3922
2018-01-28,3922
2018-01-29,3899
2018-01-30,3899
2018-01-31,3978
2018-02-01,3978
2018-02-02,3978
2018-02-03,3784
2018-02-04,3784
2018-02-05,3657
2018-02-06,3657
2018-02-07,3703
2018-02-08,3703
2018-02-09,3703
2018-02-10,3772
2018-02-11,3772
2018-02-12,3764
2018-02-13,3764
2018-02-14,3777
2018-02-15,3777
2018-02-16,3777
2018-02-17,3864
2018-02-18,3864
2018-02-19,3877
2018-02-20,3877
2018-02-21,3877
2018-02-22,3917
2018-02-23,3917
2018-02-24,3937
2018-02-25,3937
2018-02-26,3937
2018-02-27,3937
2018-02-28,3913
2018-03-01,3913
2018-03-02,3895
2018-03-03,3895
2018-03-04,3895
2018-03-05,3977
2018-03-06,3977
2018-03-07,4003
2018-03-08,4003
2018-03-09,4003
2018-03-10,4037
2018-03-11,4037
2018-03-12,4142
2018-03-13,4142
2018-03-14,4142
2018-03-15,4229
2018-03-16,4229
2018-03-17,4229
2018-03-18,4061
2018-03-19,4061
2018-03-20,4061
2018-03-21,4130
2018-03-23,4130
2018-03-24,4142
2018-03-25,4142
2018-03-26,4199
2018-03-27,4199
2018-03-28,4199
2018-03-29,4220
2018-03-30,4220
2018-03-31,4220
2018-04-01,4253
2018-04-02,4253
2018-04-03,4231
2018-04-04,4231
2018-04-05,4231
2018-04-06,4244
2018-04-07,4244
2018-04-08,4244
2018-04-09,4247
2018-04-10,4247
2018-04-11,4244
2018-04-12,4244
2018-04-13,4244
2018-04-14,4295
2018-04-15,4295
2018-04-16,4289
2018-04-17,4289
2018-04-18,4289
2018-04-19,4328
2018-04-20,4328
2018-04-21,4328
2018-04-22,4454
2018-04-23,4454
2018-04-24,4454
2018-04-25,4417
2018-04-26,4417
2018-04-27,4417
2018-04-28,4369
2018-04-29,4369
2018-04-30,4328
2018-05-01,4328
2018-05-03,4278
2018-05-04,4278
2018-05-05,4188
2018-05-06,4188
2018-05-07,4188
2018-05-08,4284
2018-05-09,4284
2018-05-10,4273
2018-05-11,4273
2018-05-12,4349
2018-05-13,4349
2018-05-14,4349
2018-05-15,4373
2018-05-16,4373
2018-05-17,4388
2018-05-18,4388
2018-05-19,4313
2018-05-20,4313
2018-05-21,4313
2018-05-22,4381
2018-05-23,4381
2018-05-24,4458
2018-05-25,4458
2018-05-26,4532
2018-05-27,4532
2018-05-28,4542
2018-05-29,4542
2018-05-30,4542
2018-05-31,4645
2018-06-01,4645
2018-06-02,4645
2018-06-03,4645
2018-06-04,4645
2018-06-05,4699
2018-06-06,4699
2018-06-07,4699
2018-06-08,4665
2018-06-09,4665
2018-06-10,4665
2018-06-11,4624
2018-06-12,4624
2018-06-13,4564
2018-06-14,4564
2018-06-15,4564
2018-06-16,4595
2018-06-17,4595
2018-06-18,4709
2018-06-19,4709
2018-06-20,4709
2018-06-21,4682
2018-06-22,4682
2018-06-23,4682
2018-06-24,4697
2018-06-25,4697
2018-06-26,4697
2018-06-27,4557
2018-06-28,4557
2018-06-29,4410
2018-06-30,4410
2018-07-01,4410
2018-07-02,4380
2018-07-03,4380
2018-07-04,4380
2018-07-05,4408
2018-07-06,4408
2018-07-07,4408
2018-07-08,4358
2018-07-09,4358
2018-07-10,4358
2018-07-11,4144
2018-07-12,4144
2018-07-13,3954
2018-07-14,3954
2018-07-15,3766
2018-07-16,3766
2018-07-17,3665
2018-07-18,3665
2018-07-19,3563
2018-07-20,3563
2018-07-21,3419
2018-07-22,3318
2018-07-23,3256
2018-07-24,3256
2018-07-25,3256
2018-07-26,3192
2018-07-27,3141
2018-07-28,3141
2018-07-29,3042
2018-07-30,3042
2018-07-31,2952
2018-08-01,2952
2018-08-02,2808
2018-08-03,2808
2018-08-04,2667
2018-08-05,2667
2018-08-06,2581
2018-08-07,2581
2018-08-08,2474
2018-08-09,2474
2018-08-10,2419
2018-08-11,2419
2018-08-12,2382
2018-08-14,2420
2018-08-16,2420
2018-08-17,2398
2018-08-18,2398
2018-08-19,2380
2018-08-20,2399
2018-08-21,2399
2018-08-22,2493
2018-08-23,2493
2018-08-24,2599
2018-08-25,2599
2018-08-26,2705
2018-08-27,2705
2018-08-28,2721
2018-08-29,2721
2018-08-30,2837
2018-08-31,2837
2018-09-01,2947
2018-09-02,2947
2018-09-03,2987
2018-09-04,3092
2018-09-05,3092
2018-09-06,3092
2018-09-07,3124
2018-09-08,3124
2018-09-09,3085
2018-09-10,3004
2018-09-11,3004
2018-09-12,2902
2018-09-13,2902
2018-09-14,2856
2018-09-15,2856
2018-09-16,2828
2018-09-17,2828
2018-09-18,2801
2018-09-19,2801
2018-09-20,2886
2018-09-21,2886
2018-09-22,2758
2018-09-23,2758
2018-09-24,2657
2018-09-25,2657
2018-09-26,2631
2018-09-27,2631
2018-09-28,2607
2018-09-29,2607
2018-09-30,2644
2018-10-01,2644
2018-10-02,2759
2018-10-03,2759
2018-10-04,2745
2018-10-05,2745
2018-10-06,2689
2018-10-07,2689
2018-10-08,2650
2018-10-09,2650
2018-10-10,2613
2018-10-11,2613
2018-10-12,2613
2018-10-13,2724
2018-10-14,2724
2018-10-15,2861
2018-10-16,2861
2018-10-17,2987
2018-10-18,2987
2018-10-19,3065
2018-10-20,3065
2018-10-21,3065
2018-10-22,3216
2018-10-23,3216
2018-10-24,3219
2018-10-25,3219
2018-10-26,3258
2018-10-27,3258
2018-10-28,3285
2018-10-29,3285
2018-10-30,3293
2018-10-31,3293
2018-11-01,3287
2018-11-03,3271
2018-11-04,3234
2018-11-05,3133
2018-11-06,3100
2018-11-07,3100
2018-11-08,3104
2018-11-09,3104
2018-11-10,3078
2018-11-11,3078
2018-11-12,3038
2018-11-13,2970
2018-11-14,2970
2018-11-15,2834
2018-11-16,2823
2018-11-17,2823
2018-11-18,2786
2018-11-19,2786
2018-11-20,2841
2018-11-21,2841
2018-11-22,2847
2018-11-23,2847
2018-11-24,2797
2018-11-25,2763
2018-11-26,2763
2018-11-27,2741
2018-11-28,2760
2018-11-29,2749
2018-12-01,2753
2018-12-02,2741
2018-12-03,2741
2018-12-04,2834
2018-12-05,2890
2018-12-07,2913
2018-12-09,2943
2018-12-10,2841
2018-12-11,2841
2018-12-12,2760
2018-12-13,2679
2018-12-14,2679
2018-12-15,2632
2018-12-16,2555
2018-12-17,2555
2018-12-18,2488
2018-12-19,2488
2018-12-20,2477
2018-12-21,2477
2018-12-22,2503
2018-12-23,2532
2018-12-24,2569
2018-12-25,2569
2018-12-26,2556
2018-12-27,2610
2018-12-28,2610
2018-12-29,2652
2018-12-30,2652
2018-12-31,2647
2019-01-01,2647
2019-01-02,2515
2019-01-03,2454
2019-01-04,2454
2019-01-05,2457
2019-01-06,2485
2019-01-08,2493
2019-01-10,2421
2019-01-11,2421
2019-01-12,2432
2019-01-13,2432
2019-01-14,2438
2019-01-15,2495
2019-01-16,2495
2019-01-17,2526
2019-01-18,2526
2019-01-19,2627
2019-01-20,2731
2019-01-21,2731
2019-01-22,2716
2019-01-23,2632
2019-01-24,2632
2019-01-25,2593
2019-01-26,2539
2019-01-27,2539
2019-01-28,2543
2019-01-29,2540
2019-01-30,2540
2019-01-31,2463
2019-02-01,2401
2019-02-02,2401
2019-02-03,2375
2019-02-04,2375
2019-02-05,2280
2019-02-06,2280
2019-02-07,2292
2019-02-08,2292
2019-02-09,2237
2019-02-10,2183
2019-02-11,2183
2019-02-12,2108
2019-02-13,2027
2019-02-14,2027
2019-02-15,1949
2019-02-16,1949
2019-02-17,1976
2019-02-18,1938
2019-02-19,1938
2019-02-20,1925
2019-02-21,1926
2019-02-22,1926
2019-02-23,1922
2019-02-24,1897
2019-02-25,1881
2019-02-26,1881
2019-02-27,1874
2019-02-28,1874
2019-03-01,1806
2019-03-02,1806
2019-03-03,1747
2019-03-04,1680
2019-03-05,1680
2019-03-06,1650
2019-03-07,1650
2019-03-08,1621
2019-03-09,1621
2019-03-10,1639
2019-03-11,1639
2019-03-12,1675
2019-03-13,1675
2019-03-14,1704
2019-03-15,1704
2019-03-16,1739
2019-03-17,1785
2019-03-18,1785
2019-03-19,1865
2019-03-20,1957
2019-03-21,1957
2019-03-22,1942
2019-03-23,1926
2019-03-24,1926
