date_obj,Rolling%20pin price
2015-10-13,15336
2015-10-14,15336
2015-10-15,15336
2015-10-16,15336
2015-10-17,15336
2015-10-18,15336
2015-10-19,15336
2015-10-20,15336
2015-10-22,15336
2015-10-23,15336
2015-10-24,15336
2015-10-25,15336
2015-10-26,15336
2015-10-27,15336
2015-10-29,15336
2015-10-30,15336
2015-10-31,15336
2015-11-01,15336
2015-11-02,15336
2015-11-03,15336
2015-11-04,15642
2015-11-05,15642
2015-11-06,15642
2015-11-07,15642
2015-11-08,15642
2015-11-09,15642
2015-11-10,15642
2015-11-11,15642
2015-11-12,15642
2015-11-13,15642
2015-11-14,15642
2015-11-15,15642
2015-11-16,15642
2015-11-17,15642
2015-11-18,15642
2015-11-19,15642
2015-11-20,15642
2015-11-21,15642
2015-11-22,15642
2015-11-23,15642
2015-11-24,15642
2015-11-25,15642
2015-11-26,15642
2015-11-27,15642
2015-11-28,15642
2015-11-29,15642
2015-11-30,15642
2015-12-01,15642
2015-12-02,15642
2015-12-03,15642
2015-12-04,15642
2015-12-05,15642
2015-12-06,15642
2015-12-07,15745
2015-12-08,15745
2015-12-09,15745
2015-12-10,15745
2015-12-11,15745
2015-12-12,15745
2015-12-13,15745
2015-12-14,15745
2015-12-15,15745
2015-12-16,15745
2015-12-17,15745
2015-12-18,15745
2015-12-19,15745
2015-12-20,15745
2015-12-21,15745
2015-12-22,15745
2015-12-23,15745
2015-12-24,15745
2015-12-25,15745
2015-12-26,15745
2015-12-27,15745
2015-12-28,15745
2015-12-29,15745
2015-12-30,15745
2015-12-31,15745
2016-01-01,15745
2016-01-02,15745
2016-01-03,15992
2016-01-04,15992
2016-01-05,15992
2016-01-06,15992
2016-01-07,15992
2016-01-08,15992
2016-01-09,15992
2016-01-10,15992
2016-01-11,15992
2016-01-12,15992
2016-01-13,15992
2016-01-14,15992
2016-01-15,15992
2016-01-16,15992
2016-01-17,15992
2016-01-18,15992
2016-01-19,15992
2016-01-20,15992
2016-01-21,15992
2016-01-22,15992
2016-01-23,15992
2016-01-24,16440
2016-01-25,16440
2016-01-26,16440
2016-01-27,16440
2016-01-28,16440
2016-01-29,16440
2016-01-30,16440
2016-01-31,16440
2016-02-01,16440
2016-02-02,16440
2016-02-03,16440
2016-02-04,16440
2016-02-05,16440
2016-02-06,16440
2016-02-07,16440
2016-02-08,16440
2016-02-09,16440
2016-02-10,16440
2016-02-11,16440
2016-02-12,16440
2016-02-13,17165
2016-02-14,17165
2016-02-15,17165
2016-02-16,17165
2016-02-17,17165
2016-02-18,17165
2016-02-19,17165
2016-02-20,17165
2016-02-21,17165
2016-02-22,17165
2016-02-23,17165
2016-02-24,17165
2016-02-25,17165
2016-02-26,17165
2016-02-27,17165
2016-02-28,17165
2016-02-29,17165
2016-03-01,17165
2016-03-02,17918
2016-03-03,17918
2016-03-04,17918
2016-03-05,17918
2016-03-06,17918
2016-03-07,17918
2016-03-08,17918
2016-03-09,17918
2016-03-10,17918
2016-03-11,17918
2016-03-12,17918
2016-03-13,17918
2016-03-14,17918
2016-03-15,17918
2016-03-16,17918
2016-03-17,17918
2016-03-18,17918
2016-03-19,17918
2016-03-20,18193
2016-03-21,18193
2016-03-22,18193
2016-03-23,18193
2016-03-24,18193
2016-03-25,18193
2016-03-26,18193
2016-03-27,18193
2016-03-28,18193
2016-03-29,18193
2016-03-30,18193
2016-03-31,18193
2016-04-01,18193
2016-04-02,18193
2016-04-03,18193
2016-04-04,18193
2016-04-05,18193
2016-04-06,18193
2016-04-07,18193
2016-04-08,18311
2016-04-09,18311
2016-04-10,18311
2016-04-11,18311
2016-04-12,18311
2016-04-13,18311
2016-04-14,18311
2016-04-15,18311
2016-04-16,18311
2016-04-17,18311
2016-04-18,18311
2016-04-19,18311
2016-04-20,18311
2016-04-21,18311
2016-04-22,18311
2016-04-23,18311
2016-04-24,18093
2016-04-25,18093
2016-04-26,18093
2016-04-27,18093
2016-04-28,18093
2016-04-29,18093
2016-04-30,18093
2016-05-01,18093
2016-05-02,18093
2016-05-03,18093
2016-05-04,18093
2016-05-05,18093
2016-05-06,18093
2016-05-07,18093
2016-05-08,18093
2016-05-09,17994
2016-05-10,17994
2016-05-11,17994
2016-05-12,17994
2016-05-13,17994
2016-05-14,17994
2016-05-15,17994
2016-05-16,17994
2016-05-17,17994
2016-05-18,17994
2016-05-19,17994
2016-05-22,17994
2016-05-23,18085
2016-05-24,18085
2016-05-25,18085
2016-05-26,18085
2016-05-27,18085
2016-05-28,18085
2016-05-29,18085
2016-05-30,18085
2016-05-31,18085
2016-06-01,18085
2016-06-02,18085
2016-06-03,18085
2016-06-04,18085
2016-06-05,18085
2016-06-06,18085
2016-06-07,18085
2016-06-08,18131
2016-06-09,18131
2016-06-10,18131
2016-06-11,18131
2016-06-12,18131
2016-06-13,18131
2016-06-14,18131
2016-06-15,18131
2016-06-16,18131
2016-06-17,18131
2016-06-18,18131
2016-06-19,18131
2016-06-20,18131
2016-06-21,18131
2016-06-22,18131
2016-06-23,18291
2016-06-24,18291
2016-06-25,18291
2016-06-26,18291
2016-06-27,18291
2016-06-28,18291
2016-06-29,18291
2016-06-30,18291
2016-07-01,18291
2016-07-02,18291
2016-07-03,18291
2016-07-04,18291
2016-07-05,18291
2016-07-06,18291
2016-07-07,18291
2016-07-08,18291
2016-07-09,18154
2016-07-10,18154
2016-07-11,18154
2016-07-12,18154
2016-07-13,18154
2016-07-14,18154
2016-07-15,18154
2016-07-16,18154
2016-07-17,18154
2016-07-18,18154
2016-07-23,18154
2016-07-24,18154
2016-07-25,17514
2016-07-26,17514
2016-07-27,17514
2016-07-28,17514
2016-07-29,17514
2016-07-30,17514
2016-07-31,17514
2016-08-01,17514
2016-08-02,17514
2016-08-03,17514
2016-08-04,17514
2016-08-05,17514
2016-08-06,17514
2016-08-07,17514
2016-08-08,17514
2016-08-09,17514
2016-08-10,17514
2016-08-11,17514
2016-08-12,17514
2016-08-13,17468
2016-08-14,17468
2016-08-15,17468
2016-08-16,17468
2016-08-17,17468
2016-08-18,17468
2016-08-19,17468
2016-08-20,17468
2016-08-21,17468
2016-08-22,17468
2016-08-23,17468
2016-08-24,17468
2016-08-25,17468
2016-08-26,17468
2016-08-28,17468
2016-08-31,17468
2016-09-01,17177
2016-09-02,17177
2016-09-03,17177
2016-09-04,17177
2016-09-05,17177
2016-09-06,17177
2016-09-07,17177
2016-09-08,17177
2016-09-09,17177
2016-09-10,17177
2016-09-11,17177
2016-09-12,17177
2016-09-13,17177
2016-09-14,17177
2016-09-15,17177
2016-09-16,17177
2016-09-17,17177
2016-09-18,17177
2016-09-19,17177
2016-09-20,17177
2016-09-21,17177
2016-09-22,17177
2016-09-23,17177
2016-09-24,17177
2016-09-25,16630
2016-09-26,16630
2016-09-27,16630
2016-09-28,16630
2016-09-29,16630
2016-09-30,16630
2016-10-01,16630
2016-10-02,16630
2016-10-03,16630
2016-10-04,16630
2016-10-05,16630
2016-10-06,16630
2016-10-07,16630
2016-10-08,16630
2016-10-09,16630
2016-10-10,16630
2016-10-11,16630
2016-10-12,16630
2016-10-13,16630
2016-10-14,16630
2016-10-15,16630
2016-10-16,16630
2016-10-17,16630
2016-10-18,16630
2016-10-19,16630
2016-10-20,16440
2016-10-21,16440
2016-10-22,16440
2016-10-23,16440
2016-10-24,16440
2016-10-25,16440
2016-10-26,16440
2016-10-27,16440
2016-10-28,16440
2016-10-29,16440
2016-10-30,16440
2016-10-31,16440
2016-11-01,16440
2016-11-02,16440
2016-11-03,16440
2016-11-04,16440
2016-11-05,16440
2016-11-06,16440
2016-11-07,16440
2016-11-08,16440
2016-11-09,16495
2016-11-10,16495
2016-11-11,16495
2016-11-12,16495
2016-11-13,16495
2016-11-14,16495
2016-12-08,17304
2016-12-09,17304
2016-12-10,17304
2016-12-11,17304
2016-12-12,17304
2016-12-13,17304
2016-12-14,17304
2016-12-15,17304
2016-12-16,17997
2016-12-17,17997
2016-12-18,17997
2016-12-19,17997
2016-12-20,17997
2016-12-21,17997
2016-12-22,17997
2016-12-23,17997
2016-12-24,17997
2016-12-25,17997
2016-12-26,17997
2016-12-27,17997
2016-12-28,17997
2016-12-29,17997
2016-12-30,17997
2016-12-31,17997
2017-01-01,17997
2017-01-02,18366
2017-01-03,18366
2017-01-04,18366
2017-01-05,18366
2017-01-06,18366
2017-01-07,18366
2017-01-08,18366
2017-01-09,18366
2017-01-10,18366
2017-01-11,18366
2017-01-12,18366
2017-01-13,18366
2017-01-14,18366
2017-01-15,18366
2017-01-16,18366
2017-01-17,18744
2017-01-18,18744
2017-01-19,18744
2017-01-20,18744
2017-01-21,18744
2017-01-22,18744
2017-01-27,18744
2017-01-28,18744
2017-01-29,18744
2017-01-30,18744
2017-01-31,19056
2017-02-01,19056
2017-02-02,19056
2017-02-03,19056
2017-02-04,19056
2017-02-05,19056
2017-02-06,19056
2017-02-07,19056
2017-02-08,19056
2017-02-09,19056
2017-02-10,19056
2017-02-11,19056
2017-02-12,19056
2017-02-13,19579
2017-02-14,19579
2017-02-15,19579
2017-02-16,19579
2017-02-18,19579
2017-02-19,19579
2017-02-20,19579
2017-02-21,19579
2017-02-22,19579
2017-02-23,19579
2017-02-24,19579
2017-02-25,19579
2017-02-26,19579
2017-02-27,19579
2017-02-28,19579
2017-03-01,19339
2017-03-02,19339
2017-03-03,19339
2017-03-04,19339
2017-03-05,19339
2017-03-06,19339
2017-03-07,19339
2017-03-08,19339
2017-03-09,19339
2017-03-10,19339
2017-03-11,19339
2017-03-12,19339
2017-03-13,19339
2017-03-14,19339
2017-03-15,18550
2017-03-16,18550
2017-03-17,18550
2017-03-18,18550
2017-03-19,18550
2017-03-20,18550
2017-03-21,18550
2017-03-22,18550
2017-03-23,18550
2017-03-24,18550
2017-03-25,18550
2017-03-26,18550
2017-03-27,18550
2017-03-28,18550
2017-03-29,18550
2017-03-30,17628
2017-03-31,17628
2017-04-01,17628
2017-04-02,17628
2017-04-03,17628
2017-04-04,17628
2017-04-12,17628
2017-04-13,17628
2017-04-14,16950
2017-04-15,16950
2017-04-16,16950
2017-04-17,16950
2017-04-18,16950
2017-04-19,16950
2017-04-20,16950
2017-04-21,16950
2017-04-22,16950
2017-04-23,16950
2017-04-24,16950
2017-04-25,16950
2017-04-26,16950
2017-04-27,16950
2017-04-28,16686
2017-04-29,16686
2017-04-30,16686
2017-05-01,16686
2017-05-02,16686
2017-05-03,16686
2017-05-04,16686
2017-05-05,16686
2017-05-06,16686
2017-05-07,16686
2017-05-08,16686
2017-05-09,16686
2017-05-10,17472
2017-05-11,17472
2017-05-12,17472
2017-05-13,17472
2017-05-14,17472
2017-05-15,17472
2017-05-16,17472
2017-05-17,17472
2017-05-18,17472
2017-05-19,17472
2017-05-20,17472
2017-05-21,17472
2017-05-22,17472
2017-05-23,17472
2017-05-24,17472
2017-05-25,18097
2017-05-26,18097
2017-05-27,18097
2017-05-28,18097
2017-05-29,18097
2017-05-30,18097
2017-05-31,18097
2017-06-01,18097
2017-06-02,18097
2017-06-03,18097
2017-06-06,18097
2017-06-07,18097
2017-06-08,18097
2017-06-09,18097
2017-06-10,17253
2017-06-11,17253
2017-06-12,17253
2017-06-13,17253
2017-06-14,17253
2017-06-15,17253
2017-06-16,17253
2017-06-17,17253
2017-06-18,17253
2017-06-19,17253
2017-06-20,17253
2017-06-21,17253
2017-06-22,17253
2017-06-23,17253
2017-06-24,17253
2017-06-25,17253
2017-06-26,17253
2017-06-27,17313
2017-06-28,17313
2017-06-29,17313
2017-06-30,17313
2017-07-01,17313
2017-07-02,17313
2017-07-03,17313
2017-07-04,17313
2017-07-05,17313
2017-07-06,17313
2017-07-07,17313
2017-07-08,17313
2017-07-13,17299
2017-07-14,17299
2017-07-15,17299
2017-07-16,17299
2017-07-17,17299
2017-07-18,17299
2017-07-19,17299
2017-07-20,17299
2017-07-21,17299
2017-07-22,17299
2017-07-23,17299
2017-07-24,17299
2017-07-25,17299
2017-07-26,17299
2017-07-27,17299
2017-07-28,17299
2017-07-29,17299
2017-07-30,16548
2017-07-31,16548
2017-08-01,16548
2017-08-02,16548
2017-08-03,16548
2017-08-04,16548
2017-08-05,16548
2017-08-06,16548
2017-08-09,16548
2017-08-10,16548
2017-08-11,16548
2017-08-12,16548
2017-08-13,16548
2017-08-14,16548
2017-08-15,16548
2017-08-17,16910
2017-08-18,16910
2017-08-19,16910
2017-08-20,16910
2017-08-21,16910
2017-08-22,16910
2017-08-23,16910
2017-08-24,16910
2017-08-25,16910
2017-08-26,16910
2017-08-27,16910
2017-08-28,16910
2017-08-29,16910
2017-08-30,16910
2017-08-31,16910
2017-09-01,16910
2017-09-02,16910
2017-09-03,16910
2017-09-04,16910
2017-09-05,17410
2017-09-06,17410
2017-09-07,17410
2017-09-08,17410
2017-09-09,17410
2017-09-10,17410
2017-09-11,17410
2017-09-12,17410
2017-09-13,17410
2017-09-14,17410
2017-09-15,17410
2017-09-16,17410
2017-09-17,17410
2017-09-19,17410
2017-09-20,17410
2017-09-21,17410
2017-09-22,18204
2017-09-23,18204
2017-09-24,18204
2017-09-25,18204
2017-09-26,18204
2017-09-27,18204
2017-09-28,18204
2017-09-29,18204
2017-09-30,18204
2017-10-01,18204
2017-10-02,18204
2017-10-03,18204
2017-10-04,18204
2017-10-05,18204
2017-10-06,18204
2017-10-07,18204
2017-10-08,18204
2017-10-09,18204
2017-10-10,18204
2017-10-11,18204
2017-10-12,18204
2017-10-13,18204
2017-10-14,17903
2017-10-15,17903
2017-10-16,17903
2017-10-17,17903
2017-10-18,17903
2017-10-19,17903
2017-10-20,17903
2017-10-21,17903
2017-10-22,17903
2017-10-23,17903
2017-10-24,17903
2017-10-25,17903
2017-10-26,17903
2017-10-27,17903
2017-10-28,17903
2017-10-29,17903
2017-10-30,17903
2017-10-31,17903
2017-11-01,17903
2017-11-02,17744
2017-11-03,17744
2017-11-04,17744
2017-11-05,17744
2017-11-06,17744
2017-11-07,17744
2017-11-08,17744
2017-11-09,17744
2017-11-10,17744
2017-11-11,17744
2017-11-12,17744
2017-11-13,17744
2017-11-14,17744
2017-11-15,17744
2017-11-16,17744
2017-11-17,17744
2017-11-18,17744
2017-11-19,17165
2017-11-20,17165
2017-11-21,17165
2017-11-22,17165
2017-11-23,17165
2017-11-24,17165
2017-11-25,17165
2017-11-26,17165
2017-11-27,17165
2017-11-28,17165
2017-11-29,17165
2017-11-30,17165
2017-12-01,17165
2017-12-02,17165
2017-12-03,17165
2017-12-04,17165
2017-12-05,17165
2017-12-06,17165
2017-12-07,16637
2017-12-08,16637
2017-12-09,16637
2017-12-10,16637
2017-12-11,16637
2017-12-12,16637
2017-12-14,16637
2017-12-15,16637
2017-12-16,16637
2017-12-17,16637
2017-12-18,16637
2017-12-19,16637
2017-12-20,16637
2017-12-21,16637
2017-12-22,16637
2017-12-23,16637
2017-12-24,16637
2017-12-25,15924
2017-12-26,15924
2017-12-27,15924
2017-12-28,15924
2017-12-29,15924
2017-12-30,15924
2017-12-31,15924
2018-01-01,15924
2018-01-02,15924
2018-01-03,15924
2018-01-04,15924
2018-01-05,15924
2018-01-06,15924
2018-01-07,15924
2018-01-08,15924
2018-01-09,16306
2018-01-10,16306
2018-01-11,16306
2018-01-12,16306
2018-01-13,16306
2018-01-14,16306
2018-01-15,16306
2018-01-16,16306
2018-01-17,16306
2018-01-18,16306
2018-01-19,16306
2018-01-20,16306
2018-01-21,16306
2018-01-22,16190
2018-01-23,16190
2018-01-24,16190
2018-01-25,16190
2018-01-26,16190
2018-01-27,16190
2018-01-28,16190
2018-01-29,16190
2018-01-31,16190
2018-02-01,16190
2018-02-02,16190
2018-02-03,16826
2018-02-04,16826
2018-02-05,16826
2018-02-06,16826
2018-02-07,16826
2018-02-08,16826
2018-02-09,16826
2018-02-10,16826
2018-02-11,16826
2018-02-12,16826
2018-02-13,16826
2018-02-14,16826
2018-02-15,16620
2018-02-16,16620
2018-02-17,16620
2018-02-18,16620
2018-02-19,16620
2018-02-20,16620
2018-02-21,16620
2018-02-22,16620
2018-02-23,16620
2018-02-24,16620
2018-02-25,16620
2018-02-26,16620
2018-02-27,16798
2018-02-28,16798
2018-03-01,16798
2018-03-02,16798
2018-03-03,16798
2018-03-04,16798
2018-03-05,16798
2018-03-06,16798
2018-03-07,16798
2018-03-08,16798
2018-03-09,16798
2018-03-10,16798
2018-03-11,16253
2018-03-12,16253
2018-03-13,16253
2018-03-14,16253
2018-03-15,16253
2018-03-16,16253
2018-03-17,16253
2018-03-18,16253
2018-03-19,16253
2018-03-20,16253
2018-03-21,16253
2018-03-23,16253
2018-03-24,16253
2018-03-26,16313
2018-03-27,16313
2018-03-29,16313
2018-03-30,16313
2018-03-31,16313
2018-04-01,16313
2018-04-02,16313
2018-04-03,16313
2018-04-04,16313
2018-04-05,16313
2018-04-06,16313
2018-04-08,17072
2018-04-09,17072
2018-04-10,17072
2018-04-11,17072
2018-04-12,17072
2018-04-13,17072
2018-04-14,17072
2018-04-15,17072
2018-04-16,17072
2018-04-17,17072
2018-04-18,17072
2018-04-19,17072
2018-04-20,17607
2018-04-21,17607
2018-04-22,17607
2018-04-23,17607
2018-04-24,17607
2018-04-25,17607
2018-04-26,17607
2018-04-27,17607
2018-04-28,17607
2018-04-29,17607
2018-04-30,17607
2018-05-01,17607
2018-05-02,17607
2018-05-03,17607
2018-05-04,17601
2018-05-05,17601
2018-05-06,17601
2018-05-07,17601
2018-05-08,17601
2018-05-09,17601
2018-05-10,17601
2018-05-11,17601
2018-05-12,17601
2018-05-13,17601
2018-05-14,17601
2018-05-15,17601
2018-05-16,17601
2018-05-17,17898
2018-05-18,17898
2018-05-19,17898
2018-05-20,17898
2018-05-21,17898
2018-05-22,17898
2018-05-23,17898
2018-05-24,17898
2018-05-25,17898
2018-05-26,17898
2018-05-27,17898
2018-05-28,18460
2018-05-29,18460
2018-05-30,18460
2018-05-31,18460
2018-06-01,18460
2018-06-02,18460
2018-06-03,18460
2018-06-04,18460
2018-06-05,18460
2018-06-06,18460
2018-06-07,18460
2018-06-08,18692
2018-06-09,18692
2018-06-10,18692
2018-06-11,18692
2018-06-12,18692
2018-06-13,18692
2018-06-14,18692
2018-06-15,18692
2018-06-16,18692
2018-06-17,18692
2018-06-18,18692
2018-06-19,18027
2018-06-20,18027
2018-06-21,18027
2018-06-22,18027
2018-06-23,18027
2018-06-24,18027
2018-06-25,18027
2018-06-26,18027
2018-06-27,18027
2018-06-28,18027
2018-06-29,18027
2018-06-30,18027
2018-07-01,18140
2018-07-02,18140
2018-07-03,18140
2018-07-04,18140
2018-07-05,18140
2018-07-06,18140
2018-07-07,18140
2018-07-08,18140
2018-07-09,18140
2018-07-10,18140
2018-07-11,18140
2018-07-12,18140
2018-07-13,18140
2018-07-14,18140
2018-07-15,18140
2018-07-16,18140
2018-07-17,18140
2018-07-18,18140
2018-07-19,18140
2018-07-20,18140
2018-07-21,18501
2018-07-22,18501
2018-07-23,18501
2018-07-24,18501
2018-07-25,18501
2018-07-26,18501
2018-07-27,18501
2018-07-28,18501
2018-07-29,18501
2018-07-30,18501
2018-07-31,18724
2018-08-01,18724
2018-08-02,18724
2018-08-03,18724
2018-08-04,18724
2018-08-05,18724
2018-08-06,18724
2018-08-07,18724
2018-08-08,18724
2018-08-09,18724
2018-08-10,18724
2018-08-11,19101
2018-08-12,19101
2018-08-14,19101
2018-08-16,19101
2018-08-17,19101
2018-08-18,19101
2018-08-19,19101
2018-08-20,19101
2018-08-21,19101
2018-08-22,19503
2018-08-23,19503
2018-08-24,19503
2018-08-25,19503
2018-08-26,19503
2018-08-27,19503
2018-08-28,19503
2018-08-29,19503
2018-08-30,19503
2018-08-31,19503
2018-09-01,19543
2018-09-02,19543
2018-09-03,19543
2018-09-04,19543
2018-09-05,19543
2018-09-06,19543
2018-09-07,19543
2018-09-08,19543
2018-09-09,19543
2018-09-10,19543
2018-09-11,19844
2018-09-12,19844
2018-09-13,19844
2018-09-14,19844
2018-09-15,19844
2018-09-16,19844
2018-09-17,19844
2018-09-18,19844
2018-09-19,19844
2018-09-20,19844
2018-09-21,20132
2018-09-22,20132
2018-09-23,20132
2018-09-24,20132
2018-09-25,20132
2018-09-26,20132
2018-09-27,20132
2018-09-28,20132
2018-09-29,20132
2018-09-30,20132
2018-10-02,19837
2018-10-03,19837
2018-10-04,19837
2018-10-05,19837
2018-10-06,19837
2018-10-07,19837
2018-10-08,19837
2018-10-09,19837
2018-10-10,19837
2018-10-11,19809
2018-10-12,19809
2018-10-13,19809
2018-10-14,19809
2018-10-15,19809
2018-10-16,19809
2018-10-17,19809
2018-10-18,19809
2018-10-19,19809
2018-10-20,19809
2018-10-21,19809
2018-10-22,19705
2018-10-23,19705
2018-10-24,19705
2018-10-25,19705
2018-10-26,19705
2018-10-27,19705
2018-10-28,19705
2018-10-29,19705
2018-10-30,19705
2018-10-31,19705
2018-11-01,19229
2018-11-03,19229
2018-11-04,19229
2018-11-05,19229
2018-11-06,19229
2018-11-07,19229
2018-11-08,19229
2018-11-09,19229
2018-11-10,18916
2018-11-11,18916
2018-11-12,18916
2018-11-13,18916
2018-11-14,18916
2018-11-15,18916
2018-11-16,18916
2018-11-17,18916
2018-11-18,18813
2018-11-19,18813
2018-11-20,18813
2018-11-21,18813
2018-11-22,18813
2018-11-23,18813
2018-11-24,18813
2018-11-25,18813
2018-11-26,18890
2018-11-27,18890
2018-11-28,18890
2018-11-29,18890
2018-12-01,18890
2018-12-02,18890
2018-12-03,18682
2018-12-04,18682
2018-12-05,18682
2018-12-07,18682
2018-12-09,18682
2018-12-10,18634
2018-12-11,18634
2018-12-12,18634
2018-12-13,18634
2018-12-14,18634
2018-12-15,18634
2018-12-16,18634
2018-12-17,18634
2018-12-18,18677
2018-12-19,18677
2018-12-20,18677
2018-12-21,18677
2018-12-22,18677
2018-12-23,18677
2018-12-24,18677
2018-12-25,18841
2018-12-26,18841
2018-12-27,18841
2018-12-28,18841
2018-12-29,18841
2018-12-30,18841
2018-12-31,18908
2019-01-01,18908
2019-01-02,18908
2019-01-03,18908
2019-01-04,18908
2019-01-05,18908
2019-01-06,18908
2019-01-08,18692
2019-01-10,18692
2019-01-11,18692
2019-01-12,18692
2019-01-13,18017
2019-01-14,18017
2019-01-15,18017
2019-01-16,18017
2019-01-17,18017
2019-01-18,18017
2019-01-19,17294
2019-01-20,17294
2019-01-21,17294
2019-01-22,17294
2019-01-23,17294
2019-01-24,17294
2019-01-25,17294
2019-01-26,16470
2019-01-27,16470
2019-01-28,16470
2019-01-29,16470
2019-01-30,16470
2019-01-31,16470
2019-02-01,16058
2019-02-02,16058
2019-02-03,16058
2019-02-04,16058
2019-02-05,16058
2019-02-06,16058
2019-02-07,16070
2019-02-08,16070
2019-02-09,16070
2019-02-10,16070
2019-02-11,16070
2019-02-12,16070
2019-02-13,16070
2019-02-14,16070
2019-02-15,16470
2019-02-16,16470
2019-02-17,16470
2019-02-18,16470
2019-02-19,16470
2019-02-20,16470
2019-02-21,16470
2019-02-22,16816
2019-02-23,16816
2019-02-24,16816
2019-02-25,16816
2019-02-26,16816
2019-02-27,16816
2019-02-28,16816
2019-03-01,16816
2019-03-02,16816
2019-03-03,16816
2019-03-04,16816
2019-03-05,16816
2019-03-06,16952
2019-03-07,16952
2019-03-08,16952
2019-03-09,16952
2019-03-10,16952
2019-03-11,16952
2019-03-12,17265
2019-03-13,17265
2019-03-14,17265
2019-03-15,17265
2019-03-16,17265
2019-03-17,17265
2019-03-18,17265
2019-03-19,17364
2019-03-20,17364
2019-03-21,17364
2019-03-22,17364
2019-03-23,17364
2019-03-24,17364
2019-03-25,17364
2019-03-26,17494
2019-03-27,17494
2019-03-28,17494
2019-03-29,17494
2019-03-30,17494
2019-03-31,17494
2019-04-01,17494
2019-04-02,17494
2019-04-03,17735
2019-04-04,17735
2019-04-05,17735
2019-04-06,17735
