date_obj,Jar%20of%20sand price
2019-03-11,865698
2019-03-12,865698
2019-03-13,865698
2019-03-14,865698
2019-03-15,865698
2019-03-16,865698
2019-03-17,865698
2019-03-18,865698
2019-03-19,865698
2019-03-20,865698
2019-03-21,865698
2019-03-22,865698
2019-03-23,874050
2019-03-24,874050
2019-03-25,874050
2019-03-26,874050
2019-03-27,874050
2019-03-28,874050
2019-03-29,874050
2019-03-30,874050
2019-03-31,874050
2019-04-01,874050
2019-04-02,874050
2019-04-03,874050
2019-04-04,874050
2019-04-05,874050
2019-04-06,874050
2019-04-07,877961
2019-04-08,877961
2019-04-09,877961
2019-04-10,877961
2019-04-11,877961
2019-04-12,877961
2019-04-13,877961
2019-04-14,877961
2019-04-15,877961
2019-04-16,877961
2019-04-17,877961
2019-04-18,877961
2019-04-19,877961
2019-04-20,907330
2019-04-21,907330
2019-04-22,907330
2019-04-23,907330
2019-04-24,907330
2019-04-25,907330
2019-04-26,907330
2019-04-27,907330
2019-04-28,907330
2019-04-29,907330
2019-04-30,907330
2019-05-01,907330
2019-05-02,907330
2019-05-03,907330
2019-05-04,907330
2019-05-05,907330
2019-05-06,928870
2019-05-07,928870
2019-05-08,928870
2019-05-09,928870
2019-05-10,928870
2019-05-11,928870
2019-05-12,928870
2019-05-13,928870
2019-05-14,928870
2019-05-15,928870
2019-05-16,928870
2019-05-17,928870
2019-05-18,963082
2019-05-19,963082
2019-05-20,963082
2019-05-21,963082
2019-05-22,963082
2019-05-23,963082
2019-05-24,963082
2019-05-25,963082
2019-05-26,963082
2019-05-27,963082
2019-05-28,963082
2019-05-29,963082
2019-05-30,963082
2019-05-31,963082
2019-06-01,987782
2019-06-02,987782
2019-06-03,987782
2019-06-04,987782
2019-06-05,987782
2019-06-06,987782
2019-06-07,987782
2019-06-08,987782
2019-06-09,987782
2019-06-10,987782
2019-06-11,987782
2019-06-12,987782
2019-06-13,987782
2019-06-14,987782
2019-06-15,1006520
2019-06-16,1006520
2019-06-17,1006520
2019-06-18,1006520
2019-06-19,1006520
2019-06-20,1006520
2019-06-21,1006520
2019-06-22,1006520
2019-06-23,1006520
2019-06-24,1006520
2019-06-25,1006520
2019-06-26,1006520
2019-06-27,1006520
2019-06-28,1006520
2019-06-29,1006520
2019-06-30,1006520
2019-07-01,1006520
2019-07-02,1034259
2019-07-03,1034259
2019-07-04,1034259
2019-07-05,1034259
2019-07-06,1034259
2019-07-07,1034259
2019-07-08,1034259
2019-07-09,1034259
2019-07-10,1034259
2019-07-11,1034259
2019-07-12,1034259
2019-07-13,1034259
2019-07-14,1075243
2019-07-15,1075243
2019-07-16,1075243
2019-07-17,1075243
2019-07-18,1075243
2019-07-19,1075243
2019-07-20,1075243
2019-07-21,1075243
2019-07-22,1075243
2019-07-23,1075243
2019-07-24,1075243
2019-07-25,1075243
2019-07-26,1075243
2019-07-27,1075243
2019-07-28,1075243
2019-07-29,1125588
2019-07-30,1125588
2019-07-31,1125588
2019-08-01,1125588
2019-08-02,1125588
2019-08-03,1125588
2019-08-04,1125588
2019-08-05,1125588
2019-08-06,1125588
2019-08-07,1125588
2019-08-08,1125588
2019-08-09,1125588
2019-08-10,1125588
2019-08-11,1125588
2019-08-12,1125588
2019-08-13,1125588
2019-08-14,1176787
2019-08-15,1176787
2019-08-16,1176787
2019-08-17,1176787
2019-08-18,1176787
2019-08-19,1176787
2019-08-20,1176787
2019-08-21,1176787
2019-08-22,1176787
2019-08-23,1176787
2019-08-24,1176787
2019-08-24,1176787
2019-08-25,1176787
2019-08-25,1176787
2019-08-26,1176787
2019-08-26,1176787
2019-08-27,1176787
2019-08-27,1176787
2019-08-28,1176787
2019-08-29,1176787
2019-08-30,1163518
2019-08-31,1163518
2019-09-01,1163518
2019-09-02,1163518
2019-09-03,1163518
2019-09-04,1163518
2019-09-05,1163518
2019-09-06,1163518
2019-09-07,1163518
2019-09-08,1163518
2019-09-09,1163518
2019-09-10,1163518
2019-09-11,1163518
2019-09-12,1163518
2019-09-13,1163518
2019-09-14,1163518
2019-09-15,1163518
2019-09-16,1163518
2019-09-17,1121525
2019-09-18,1121525
2019-09-19,1121525
2019-09-20,1121525
2019-09-21,1121525
2019-09-22,1121525
2019-09-23,1121525
2019-09-24,1121525
2019-09-25,1121525
2019-09-26,1121525
2019-09-27,1121525
2019-09-28,1121525
2019-09-29,1121525
2019-09-30,1121525
2019-10-01,1066497
2019-10-02,1066497
2019-10-03,1066497
2019-10-04,1066497
2019-10-05,1066497
2019-10-06,1066497
2019-10-07,1066497
2019-10-08,1066497
2019-10-09,1066497
2019-10-10,1066497
2019-10-11,1066497
2019-10-12,1066497
2019-10-13,1066497
2019-10-14,1066497
2019-10-15,1018735
2019-10-16,1018735
2019-10-17,1018735
2019-10-18,1018735
2019-10-19,1018735
2019-10-20,1018735
2019-10-21,1018735
2019-10-22,1018735
2019-10-23,1018735
2019-10-24,1018735
2019-10-25,1018735
2019-10-26,1018735
2019-10-27,1018735
2019-10-28,971457
2019-10-29,971457
2019-10-30,971457
2019-10-31,971457
2019-11-01,971457
2019-11-02,971457
2019-11-03,971457
2019-11-04,971457
2019-11-05,971457
2019-11-06,971457
2019-11-07,971457
2019-11-08,971457
2019-11-09,971457
2019-11-10,971457
2019-11-11,929384
2019-11-12,929384
2019-11-13,929384
2019-11-14,929384
2019-11-15,929384
2019-11-16,929384
2019-11-17,929384
2019-11-18,929384
2019-11-19,929384
2019-11-20,929384
2019-11-21,929384
2019-11-22,929384
2019-11-23,929384
2019-11-24,929384
2019-11-25,889277
2019-11-26,889277
2019-11-27,889277
2019-11-28,889277
2019-11-29,889277
2019-11-30,889277
2019-12-01,889277
2019-12-02,889277
2019-12-03,889277
2019-12-04,889277
2019-12-05,889277
2019-12-06,889277
2019-12-07,889277
2019-12-08,889277
2019-12-09,877530
2019-12-10,877530
2019-12-11,877530
2019-12-12,877530
2019-12-13,877530
2019-12-14,877530
2019-12-15,877530
2019-12-16,877530
2019-12-17,877530
2019-12-18,877530
2019-12-19,877530
2019-12-20,877530
2019-12-21,877530
2019-12-22,877530
2019-12-23,877530
2019-12-24,877530
2019-12-25,880438
2019-12-26,880438
2019-12-27,880438
2019-12-28,880438
2019-12-29,880438
2019-12-30,880438
2019-12-31,880438
2020-01-01,880438
2020-01-02,880438
2020-01-03,880438
2020-01-04,880438
2020-01-05,880438
2020-01-06,896940
2020-01-07,896940
2020-01-08,896940
2020-01-09,896940
2020-01-10,896940
2020-01-11,896940
2020-01-12,896940
2020-01-13,896940
2020-01-14,896940
2020-01-15,896940
2020-01-16,896940
2020-01-17,896940
2020-01-18,896940
2020-01-19,891212
2020-01-20,891212
2020-01-21,891212
2020-01-22,891212
2020-01-23,891212
2020-01-24,891212
2020-01-25,891212
2020-01-26,891212
2020-01-27,891212
2020-01-28,891212
2020-01-29,891212
2020-01-30,891212
2020-01-31,891212
2020-02-01,929082
2020-02-02,929082
2020-02-03,929082
2020-02-04,929082
2020-02-05,929082
2020-02-06,929082
2020-02-07,929082
2020-02-08,929082
2020-02-09,929082
2020-02-10,929082
2020-02-11,953745
2020-02-12,953745
2020-02-13,953745
2020-02-14,953745
2020-02-15,953745
2020-02-16,953745
2020-02-17,953745
2020-02-18,953745
2020-02-19,953745
2020-02-20,953745
2020-02-21,953745
2020-02-22,953745
2020-02-23,993132
2020-02-24,993132
2020-02-25,993132
2020-02-26,993132
2020-02-27,993132
2020-02-28,993132
2020-02-29,993132
2020-03-01,993132
2020-03-02,993132
2020-03-03,993132
2020-03-04,1000624
2020-03-05,1000624
2020-03-06,1000624
2020-03-07,1000624
2020-03-08,1000624
2020-03-09,1000624
2020-03-10,1000624
2020-03-11,1000624
2020-03-12,1000624
2020-03-13,1000624
2020-03-14,978116
2020-03-15,978116
2020-03-16,978116
2020-03-17,978116
2020-03-18,978116
2020-03-19,978116
2020-03-20,978116
2020-03-21,978116
2020-03-22,984120
2020-03-23,984120
2020-03-24,984120
2020-03-25,984120
2020-03-26,984120
2020-03-27,984120
2020-03-28,984120
2020-03-29,984120
2020-03-30,1030265
2020-03-31,1030265
2020-04-01,1030265
2020-04-02,1030265
2020-04-03,1030265
2020-04-04,1030265
2020-04-05,1030265
2020-04-06,1030265
2020-04-07,1015901
2020-04-08,1015901
2020-04-09,1015901
2020-04-10,1015901
2020-04-11,1015901
2020-04-12,1015901
2020-04-13,1015901
2020-04-14,1015901
2020-04-15,979757
2020-04-16,979757
2020-04-17,979757
2020-04-18,979757
2020-04-19,979757
2020-04-20,979757
2020-04-21,979757
2020-04-22,932772
2020-04-23,932772
2020-04-24,932772
2020-04-25,932772
2020-04-26,932772
2020-04-27,932772
2020-04-28,932772
2020-04-29,889744
2020-04-30,889744
2020-05-01,889744
2020-05-02,889744
2020-05-03,889744
2020-05-04,889744
2020-05-05,889744
2020-05-06,852515
2020-05-07,852515
2020-05-08,852515
2020-05-09,852515
2020-05-10,852515
2020-05-11,852515
2020-05-12,852515
2020-05-13,852515
