date_obj,Grey%20boots price
2015-11-10,2531
2015-11-11,2411
2015-11-12,2411
2015-11-13,2411
2015-11-14,2411
2015-11-15,2411
2015-11-16,2411
2015-11-17,2411
2015-11-18,2411
2015-11-19,2309
2015-11-20,2309
2015-11-21,2309
2015-11-22,2309
2015-11-23,2309
2015-11-24,2309
2015-11-25,2309
2015-11-26,2309
2015-11-27,2309
2015-11-28,2242
2015-11-29,2242
2015-11-30,2242
2015-12-01,2242
2015-12-02,2242
2015-12-03,2242
2015-12-04,2242
2015-12-05,2242
2015-12-06,2242
2015-12-07,2161
2015-12-08,2161
2015-12-09,2161
2015-12-10,2161
2015-12-11,2161
2015-12-12,2161
2015-12-13,2161
2015-12-14,2161
2015-12-15,2071
2015-12-16,2071
2015-12-17,2071
2015-12-18,2071
2015-12-19,2071
2015-12-20,2071
2015-12-21,2071
2015-12-22,2071
2015-12-23,1971
2015-12-24,1971
2015-12-25,1971
2015-12-26,1971
2015-12-27,1971
2015-12-28,1971
2015-12-29,1971
2015-12-30,1931
2015-12-31,1931
2016-01-01,1931
2016-01-02,1931
2016-01-03,1931
2016-01-04,1931
2016-01-05,1931
2016-01-06,1897
2016-01-07,1897
2016-01-08,1897
2016-01-09,1897
2016-01-10,1897
2016-01-11,1897
2016-01-12,1897
2016-01-13,1879
2016-01-14,1879
2016-01-15,1879
2016-01-16,1879
2016-01-17,1879
2016-01-18,1879
2016-01-19,1879
2016-01-20,1841
2016-01-21,1841
2016-01-22,1841
2016-01-23,1841
2016-01-24,1841
2016-01-25,1841
2016-01-26,1841
2016-01-27,1790
2016-01-28,1790
2016-01-29,1790
2016-01-30,1790
2016-01-31,1790
2016-02-01,1790
2016-02-02,1790
2016-02-03,1756
2016-02-04,1756
2016-02-05,1756
2016-02-06,1756
2016-02-07,1756
2016-02-08,1756
2016-02-09,1756
2016-02-10,1745
2016-02-11,1745
2016-02-12,1745
2016-02-13,1745
2016-02-14,1745
2016-02-15,1745
2016-02-16,1745
2016-02-17,1691
2016-02-18,1691
2016-02-19,1691
2016-02-20,1691
2016-02-21,1691
2016-02-22,1691
2016-02-23,1691
2016-02-24,1615
2016-02-25,1615
2016-02-26,1615
2016-02-27,1615
2016-02-28,1615
2016-02-29,1615
2016-03-01,1539
2016-03-02,1539
2016-03-03,1539
2016-03-04,1539
2016-03-05,1539
2016-03-06,1539
2016-03-07,1474
2016-03-08,1474
2016-03-09,1474
2016-03-10,1474
2016-03-11,1474
2016-03-12,1474
2016-03-13,1448
2016-03-14,1448
2016-03-15,1448
2016-03-16,1448
2016-03-17,1448
2016-03-18,1437
2016-03-19,1437
2016-03-20,1437
2016-03-21,1437
2016-03-22,1437
2016-03-23,1437
2016-03-24,1415
2016-03-25,1415
2016-03-26,1415
2016-03-27,1415
2016-03-28,1415
2016-03-29,1415
2016-03-30,1415
2016-03-31,1387
2016-04-01,1387
2016-04-02,1387
2016-04-03,1387
2016-04-04,1387
2016-04-05,1387
2016-04-06,1387
2016-04-07,1341
2016-04-08,1341
2016-04-09,1341
2016-04-10,1341
2016-04-11,1341
2016-04-12,1341
2016-04-13,1341
2016-04-14,1327
2016-04-15,1327
2016-04-16,1327
2016-04-17,1327
2016-04-18,1327
2016-04-19,1276
2016-04-20,1276
2016-04-21,1276
2016-04-22,1276
2016-04-23,1276
2016-04-24,1276
2016-04-25,1292
2016-04-26,1292
2016-04-27,1292
2016-04-28,1292
2016-04-29,1292
2016-04-30,1292
2016-05-01,1291
2016-05-02,1291
2016-05-03,1291
2016-05-04,1291
2016-05-05,1291
2016-05-06,1291
2016-05-07,1281
2016-05-08,1281
2016-05-09,1281
2016-05-10,1281
2016-05-11,1281
2016-05-12,1216
2016-05-13,1216
2016-05-14,1216
2016-05-15,1216
2016-05-16,1202
2016-05-17,1202
2016-05-18,1202
2016-05-19,1202
2016-05-22,1198
2016-05-23,1198
2016-05-24,1198
2016-05-25,1198
2016-05-26,1198
2016-05-27,1157
2016-05-28,1157
2016-05-29,1157
2016-05-30,1157
2016-05-31,1157
2016-06-01,1157
2016-06-02,1126
2016-06-03,1126
2016-06-04,1126
2016-06-05,1126
2016-06-06,1126
2016-06-07,1126
2016-06-08,1102
2016-06-09,1102
2016-06-10,1102
2016-06-11,1102
2016-06-12,1102
2016-06-13,1064
2016-06-14,1064
2016-06-15,1064
2016-06-16,1064
2016-06-17,1064
2016-06-18,1043
2016-06-19,1043
2016-06-20,1043
2016-06-21,1043
2016-06-22,1043
2016-06-23,1043
2016-06-24,1024
2016-06-25,1024
2016-06-26,1024
2016-06-27,1024
2016-06-28,1024
2016-06-29,1024
2016-06-30,1037
2016-07-01,1037
2016-07-02,1037
2016-07-03,1037
2016-07-04,1037
2016-07-05,1037
2016-07-06,1053
2016-07-07,1053
2016-07-08,1053
2016-07-09,1053
2016-07-10,1053
2016-07-11,1081
2016-07-12,1081
2016-07-13,1081
2016-07-14,1081
2016-07-15,1081
2016-07-16,1081
2016-07-17,1090
2016-07-18,1090
2016-07-23,1090
2016-07-24,1107
2016-07-25,1107
2016-07-26,1107
2016-07-27,1107
2016-07-28,1107
2016-07-29,1107
2016-07-30,1107
2016-07-31,1103
2016-08-01,1103
2016-08-02,1103
2016-08-03,1103
2016-08-04,1103
2016-08-05,1103
2016-08-06,1103
2016-08-07,1088
2016-08-08,1088
2016-08-09,1088
2016-08-10,1088
2016-08-11,1088
2016-08-12,1088
2016-08-13,1088
2016-08-14,1088
2016-08-15,1100
2016-08-16,1100
2016-08-17,1100
2016-08-18,1100
2016-08-19,1100
2016-08-20,1100
2016-08-21,1100
2016-08-22,1100
2016-08-23,1082
2016-08-24,1082
2016-08-25,1082
2016-08-26,1082
2016-08-28,1082
2016-08-31,1082
2016-09-01,1098
2016-09-02,1098
2016-09-03,1098
2016-09-04,1098
2016-09-05,1098
2016-09-06,1098
2016-09-07,1098
2016-09-08,1098
2016-09-09,1098
2016-09-10,1126
2016-09-11,1126
2016-09-12,1126
2016-09-13,1126
2016-09-14,1126
2016-09-15,1126
2016-09-16,1126
2016-09-17,1126
2016-09-18,1126
2016-09-19,1111
2016-09-20,1111
2016-09-21,1111
2016-09-22,1111
2016-09-23,1111
2016-09-24,1111
2016-09-25,1111
2016-09-26,1111
2016-09-27,1129
2016-09-28,1129
2016-09-29,1129
2016-09-30,1129
2016-10-01,1129
2016-10-02,1129
2016-10-03,1129
2016-10-04,1129
2016-10-05,1141
2016-10-06,1141
2016-10-07,1141
2016-10-08,1141
2016-10-09,1141
2016-10-10,1141
2016-10-11,1141
2016-10-12,1141
2016-10-13,1141
2016-10-14,1126
2016-10-15,1126
2016-10-16,1126
2016-10-17,1126
2016-10-18,1126
2016-10-19,1126
2016-10-20,1126
2016-10-21,1118
2016-10-22,1118
2016-10-23,1118
2016-10-24,1118
2016-10-25,1118
2016-10-26,1118
2016-10-27,1118
2016-10-28,1118
2016-10-29,1124
2016-10-30,1124
2016-10-31,1124
2016-11-01,1124
2016-11-02,1124
2016-11-03,1124
2016-11-04,1124
2016-11-05,1124
2016-11-06,1137
2016-11-07,1137
2016-11-08,1137
2016-11-09,1137
2016-11-10,1137
2016-11-11,1137
2016-11-12,1137
2016-11-13,1137
2016-11-14,1135
2016-11-15,1135
2016-12-07,1136
2016-12-08,1136
2016-12-09,1136
2016-12-10,1136
2016-12-11,1136
2016-12-12,1136
2016-12-13,1136
2016-12-14,1087
2016-12-15,1087
2016-12-16,1087
2016-12-17,1087
2016-12-18,1087
2016-12-19,1087
2016-12-20,1087
2016-12-21,1045
2016-12-22,1045
2016-12-23,1045
2016-12-24,1045
2016-12-25,1045
2016-12-26,1045
2016-12-27,1045
2016-12-28,1041
2016-12-29,1041
2016-12-30,1041
2016-12-31,1041
2017-01-01,1041
2017-01-02,1041
2017-01-03,1041
2017-01-04,1051
2017-01-05,1051
2017-01-06,1051
2017-01-07,1051
2017-01-08,1051
2017-01-09,1051
2017-01-10,1051
2017-01-11,1065
2017-01-12,1065
2017-01-13,1065
2017-01-14,1065
2017-01-15,1065
2017-01-16,1065
2017-01-17,1061
2017-01-18,1061
2017-01-19,1061
2017-01-20,1061
2017-01-21,1061
2017-01-22,1061
2017-01-23,1069
2017-01-27,1069
2017-01-28,1069
2017-01-29,1062
2017-01-30,1062
2017-01-31,1062
2017-02-01,1062
2017-02-02,1062
2017-02-03,1062
2017-02-04,1057
2017-02-05,1057
2017-02-06,1057
2017-02-07,1057
2017-02-08,1057
2017-02-09,1057
2017-02-10,1005
2017-02-11,1005
2017-02-12,1005
2017-02-13,1005
2017-02-14,1005
2017-02-15,1005
2017-02-16,959
2017-02-18,959
2017-02-19,959
2017-02-20,959
2017-02-21,959
2017-02-22,959
2017-02-23,973
2017-02-24,973
2017-02-25,973
2017-02-26,973
2017-02-27,973
2017-02-28,973
2017-03-01,991
2017-03-02,991
2017-03-03,991
2017-03-04,991
2017-03-05,991
2017-03-06,991
2017-03-07,998
2017-03-08,998
2017-03-09,998
2017-03-10,998
2017-03-11,998
2017-03-12,998
2017-03-13,991
2017-03-14,991
2017-03-15,991
2017-03-16,991
2017-03-17,991
2017-03-18,991
2017-03-19,1006
2017-03-20,1006
2017-03-21,1006
2017-03-22,1006
2017-03-23,1006
2017-03-24,1006
2017-03-25,1023
2017-03-26,1023
2017-03-27,1023
2017-03-28,1023
2017-03-29,1023
2017-03-30,1023
2017-03-31,1028
2017-04-01,1028
2017-04-02,1028
2017-04-03,1028
2017-04-04,1028
2017-04-12,1026
2017-04-13,1047
2017-04-14,1047
2017-04-15,1047
2017-04-16,1047
2017-04-17,1047
2017-04-18,1047
2017-04-19,1031
2017-04-20,1031
2017-04-21,1031
2017-04-22,1031
2017-04-23,1031
2017-04-24,1031
2017-04-25,1014
2017-04-26,1014
2017-04-27,1014
2017-04-28,1014
2017-04-29,1014
2017-04-30,1014
2017-05-01,1008
2017-05-02,1008
2017-05-03,1008
2017-05-04,1008
2017-05-05,1008
2017-05-06,1008
2017-05-07,1000
2017-05-08,1000
2017-05-09,1000
2017-05-10,1000
2017-05-11,1000
2017-05-12,1000
2017-05-13,991
2017-05-14,991
2017-05-15,991
2017-05-16,991
2017-05-17,991
2017-05-18,991
2017-05-19,991
2017-05-20,972
2017-05-21,972
2017-05-22,972
2017-05-23,972
2017-05-24,972
2017-05-25,972
2017-05-26,972
2017-05-27,964
2017-05-28,964
2017-05-29,964
2017-05-30,964
2017-05-31,964
2017-06-01,964
2017-06-02,964
2017-06-03,964
2017-06-04,980
2017-06-05,980
2017-06-06,980
2017-06-07,980
2017-06-08,980
2017-06-09,980
2017-06-10,1005
2017-06-11,1005
2017-06-12,1005
2017-06-13,1005
2017-06-14,1005
2017-06-15,1005
2017-06-16,1009
2017-06-17,1009
2017-06-18,1009
2017-06-19,1009
2017-06-20,1009
2017-06-21,1009
2017-06-22,1009
2017-06-23,1018
2017-06-24,1018
2017-06-25,1018
2017-06-26,1018
2017-06-27,1018
2017-06-28,1018
2017-06-29,1025
2017-06-30,1025
2017-07-01,1025
2017-07-02,1025
2017-07-03,1025
2017-07-04,1025
2017-07-05,1025
2017-07-06,1047
2017-07-07,1047
2017-07-08,1047
2017-07-13,1073
2017-07-14,1073
2017-07-15,1073
2017-07-16,1073
2017-07-17,1073
2017-07-18,1073
2017-07-19,1073
2017-07-20,1069
2017-07-21,1069
2017-07-22,1069
2017-07-23,1069
2017-07-24,1069
2017-07-25,1069
2017-07-26,1096
2017-07-27,1096
2017-07-28,1096
2017-07-29,1096
2017-07-30,1096
2017-07-31,1096
2017-08-01,1067
2017-08-02,1067
2017-08-03,1067
2017-08-04,1067
2017-08-05,1067
2017-08-06,1067
2017-08-09,1100
2017-08-10,1100
2017-08-11,1100
2017-08-12,1100
2017-08-13,1100
2017-08-14,1108
2017-08-15,1108
2017-08-16,1108
2017-08-17,1108
2017-08-18,1108
2017-08-19,1108
2017-08-20,1092
2017-08-21,1092
2017-08-22,1092
2017-08-23,1092
2017-08-24,1092
2017-08-25,1092
2017-08-26,1098
2017-08-27,1098
2017-08-28,1098
2017-08-29,1098
2017-08-30,1098
2017-08-31,1098
2017-09-01,1098
2017-09-02,1101
2017-09-03,1101
2017-09-04,1101
2017-09-05,1101
2017-09-06,1101
2017-09-07,1101
2017-09-08,1101
2017-09-09,1088
2017-09-10,1088
2017-09-11,1088
2017-09-12,1088
2017-09-13,1088
2017-09-14,1088
2017-09-15,1088
2017-09-16,1085
2017-09-17,1085
2017-09-18,1085
2017-09-19,1085
2017-09-20,1085
2017-09-21,1085
2017-09-22,1104
2017-09-23,1104
2017-09-24,1104
2017-09-25,1104
2017-09-26,1104
2017-09-27,1104
2017-09-28,1104
2017-09-29,1104
2017-09-30,1078
2017-10-01,1078
2017-10-02,1078
2017-10-03,1078
2017-10-04,1078
2017-10-05,1078
2017-10-06,1078
2017-10-07,1095
2017-10-08,1095
2017-10-09,1095
2017-10-10,1095
2017-10-11,1095
2017-10-12,1095
2017-10-13,1095
2017-10-14,1105
2017-10-15,1105
2017-10-16,1105
2017-10-17,1105
2017-10-18,1105
2017-10-19,1105
2017-10-20,1105
2017-10-21,1105
2017-10-22,1128
2017-10-23,1128
2017-10-24,1128
2017-10-25,1128
2017-10-26,1128
2017-10-27,1128
2017-10-28,1128
2017-10-29,1128
2017-10-30,1129
2017-10-31,1129
2017-11-01,1129
2017-11-02,1129
2017-11-03,1129
2017-11-04,1129
2017-11-05,1129
2017-11-06,1121
2017-11-07,1121
2017-11-08,1121
2017-11-09,1121
2017-11-10,1121
2017-11-11,1121
2017-11-12,1121
2017-11-13,1121
2017-11-14,1092
2017-11-15,1092
2017-11-16,1092
2017-11-17,1092
2017-11-18,1092
2017-11-19,1092
2017-11-20,1092
2017-11-21,1092
2017-11-22,1092
2017-11-23,1096
2017-11-24,1096
2017-11-25,1096
2017-11-26,1096
2017-11-27,1096
2017-11-28,1096
2017-11-29,1096
2017-11-30,1096
2017-12-01,1083
2017-12-02,1083
2017-12-03,1083
2017-12-04,1083
2017-12-05,1083
2017-12-06,1083
2017-12-07,1083
2017-12-08,1083
2017-12-09,1075
2017-12-10,1075
2017-12-11,1075
2017-12-12,1075
2017-12-13,1075
2017-12-14,1075
2017-12-15,1075
2017-12-16,1075
2017-12-17,1050
2017-12-18,1050
2017-12-19,1050
2017-12-20,1050
2017-12-21,1050
2017-12-22,1050
2017-12-23,1050
2017-12-24,1050
2017-12-25,1024
2017-12-26,1024
2017-12-27,1024
2017-12-28,1024
2017-12-29,1024
2017-12-30,1024
2017-12-31,1024
2018-01-01,1005
2018-01-02,1005
2018-01-03,1005
2018-01-04,1005
2018-01-05,1005
2018-01-06,1005
2018-01-07,997
2018-01-08,997
2018-01-09,997
2018-01-10,997
2018-01-11,997
2018-01-12,997
2018-01-13,997
2018-01-14,997
2018-01-15,997
2018-01-16,997
2018-01-17,997
2018-01-18,997
2018-01-19,1003
2018-01-20,1003
2018-01-21,1003
2018-01-22,1003
2018-01-23,1003
2018-01-25,994
2018-01-26,994
2018-01-27,994
2018-01-28,988
2018-01-29,988
2018-01-30,988
2018-01-31,988
2018-02-01,1001
2018-02-02,1001
2018-02-03,1001
2018-02-04,1001
2018-02-05,1021
2018-02-06,1021
2018-02-07,1021
2018-02-08,1021
2018-02-09,1015
2018-02-10,1015
2018-02-11,1015
2018-02-12,1015
2018-02-13,1010
2018-02-14,1010
2018-02-15,1010
2018-02-16,1010
2018-02-17,993
2018-02-18,993
2018-02-19,993
2018-02-20,998
2018-02-21,998
2018-02-22,998
2018-02-23,998
2018-02-24,1024
2018-02-25,1024
2018-02-26,1024
2018-02-27,999
2018-02-28,999
2018-03-01,999
2018-03-02,999
2018-03-03,987
2018-03-04,987
2018-03-05,987
2018-03-06,987
2018-03-07,949
2018-03-08,949
2018-03-09,949
2018-03-10,949
2018-03-11,902
2018-03-12,902
2018-03-13,902
2018-03-14,902
2018-03-15,902
2018-03-16,871
2018-03-17,871
2018-03-18,871
2018-03-19,871
2018-03-20,877
2018-03-21,877
2018-03-23,877
2018-03-24,877
2018-03-25,902
2018-03-26,902
2018-03-27,902
2018-03-28,902
2018-03-29,929
2018-03-30,929
2018-03-31,929
2018-04-01,929
2018-04-02,929
2018-04-03,951
2018-04-04,951
2018-04-05,951
2018-04-06,951
2018-04-07,951
2018-04-08,965
2018-04-09,965
2018-04-10,965
2018-04-11,965
2018-04-12,973
2018-04-13,973
2018-04-14,973
2018-04-15,973
2018-04-16,973
2018-04-17,981
2018-04-18,981
2018-04-19,981
2018-04-20,981
2018-04-21,957
2018-04-22,957
2018-04-23,957
2018-04-24,957
2018-04-25,957
2018-04-26,933
2018-04-27,933
2018-04-28,933
2018-04-29,933
2018-04-30,926
2018-05-01,926
2018-05-03,926
2018-05-04,926
2018-05-05,925
2018-05-06,925
2018-05-07,925
2018-05-08,925
2018-05-09,925
2018-05-10,928
2018-05-11,928
2018-05-12,928
2018-05-13,928
2018-05-14,928
2018-05-15,964
2018-05-16,964
2018-05-17,964
2018-05-18,964
2018-05-19,987
2018-05-20,987
2018-05-21,987
2018-05-22,987
2018-05-23,1014
2018-05-24,1014
2018-05-25,1014
2018-05-26,1014
2018-05-27,1014
2018-05-28,1049
2018-05-29,1049
2018-05-30,1049
2018-05-31,1049
2018-06-01,1049
2018-06-02,1096
2018-06-03,1096
2018-06-04,1096
2018-06-05,1096
2018-06-06,1096
2018-06-07,1105
2018-06-08,1105
2018-06-09,1105
2018-06-10,1105
2018-06-11,1105
2018-06-12,1102
2018-06-13,1102
2018-06-14,1102
2018-06-15,1102
2018-06-16,1102
2018-06-17,1059
2018-06-18,1059
2018-06-19,1059
2018-06-20,1059
2018-06-21,1059
2018-06-22,1055
2018-06-23,1055
2018-06-24,1055
2018-06-25,1055
2018-06-26,1055
2018-06-27,1055
2018-06-28,1032
2018-06-29,1032
2018-06-30,1032
2018-07-01,1032
2018-07-02,1032
2018-07-03,1041
2018-07-04,1041
2018-07-05,1041
2018-07-06,1041
2018-07-07,1041
2018-07-08,1017
2018-07-09,1017
2018-07-10,1017
2018-07-11,1017
2018-07-12,1017
2018-07-13,1017
2018-07-14,1017
2018-07-15,1017
2018-07-16,1017
2018-07-17,1017
2018-07-18,1017
2018-07-19,1017
2018-07-20,1017
2018-07-21,1025
2018-07-22,1025
2018-07-23,1025
2018-07-24,1025
2018-07-25,1047
2018-07-26,1047
2018-07-27,1047
2018-07-28,1047
2018-07-29,1076
2018-07-30,1076
2018-07-31,1076
2018-08-01,1076
2018-08-02,1074
2018-08-03,1074
2018-08-04,1074
2018-08-05,1074
2018-08-06,1085
2018-08-07,1085
2018-08-08,1085
2018-08-09,1085
2018-08-10,1125
2018-08-11,1125
2018-08-12,1125
2018-08-14,1140
2018-08-16,1140
2018-08-17,1102
2018-08-18,1102
2018-08-19,1102
2018-08-20,1073
2018-08-21,1073
2018-08-22,1073
2018-08-23,1073
2018-08-24,1035
2018-08-25,1035
2018-08-26,1040
2018-08-27,1040
2018-08-28,1040
2018-08-29,1053
2018-08-30,1053
2018-08-31,1053
2018-09-01,1084
2018-09-02,1084
2018-09-03,1084
2018-09-04,1065
2018-09-05,1065
2018-09-06,1065
2018-09-07,1049
2018-09-08,1049
2018-09-09,1049
2018-09-10,1033
2018-09-11,1033
2018-09-12,1033
2018-09-13,1033
2018-09-14,1022
2018-09-15,1022
2018-09-16,1022
2018-09-17,994
2018-09-18,994
2018-09-19,994
2018-09-20,997
2018-09-21,997
2018-09-22,997
2018-09-23,1032
2018-09-24,1032
2018-09-25,1032
2018-09-26,1032
2018-09-27,1041
2018-09-28,1041
2018-09-29,1041
2018-09-30,1041
2018-10-01,1035
2018-10-02,1035
2018-10-03,1035
2018-10-04,1035
2018-10-05,1012
2018-10-06,1012
2018-10-07,1012
2018-10-08,1004
2018-10-09,1004
2018-10-10,1004
2018-10-11,1023
2018-10-12,1023
2018-10-13,1023
2018-10-14,1023
2018-10-15,1021
2018-10-16,1021
2018-10-17,1021
2018-10-18,1021
2018-10-19,980
2018-10-20,980
2018-10-21,980
2018-10-22,989
2018-10-23,989
2018-10-24,989
2018-10-25,989
2018-10-26,982
2018-10-27,982
2018-10-28,982
2018-10-29,982
2018-10-30,932
2018-10-31,932
2018-11-01,896
2018-11-03,896
2018-11-04,894
2018-11-05,894
2018-11-06,910
2018-11-07,910
2018-11-08,910
2018-11-09,931
2018-11-10,931
2018-11-11,921
2018-11-12,921
2018-11-13,918
2018-11-14,918
2018-11-15,919
2018-11-16,919
2018-11-17,920
2018-11-18,920
2018-11-19,921
2018-11-20,921
2018-11-21,942
2018-11-22,942
2018-11-23,926
2018-11-24,926
2018-11-25,944
2018-11-26,944
2018-11-27,932
2018-11-28,932
2018-11-29,922
2018-12-01,918
2018-12-02,918
2018-12-03,907
2018-12-04,907
2018-12-05,925
2018-12-07,908
2018-12-09,878
2018-12-10,878
2018-12-11,881
2018-12-12,881
2018-12-13,903
2018-12-14,903
2018-12-15,925
2018-12-16,925
2018-12-17,965
2018-12-18,965
2018-12-19,996
2018-12-20,996
2018-12-21,993
2018-12-22,993
2018-12-23,971
2018-12-24,971
2018-12-25,955
2018-12-26,955
2018-12-27,941
2018-12-28,941
2018-12-29,954
2018-12-30,954
2018-12-31,975
2019-01-01,975
2019-01-02,975
2019-01-03,976
2019-01-04,976
2019-01-05,987
2019-01-06,987
2019-01-08,964
2019-01-10,984
2019-01-11,946
2019-01-12,946
2019-01-13,898
2019-01-14,898
2019-01-15,853
2019-01-16,853
2019-01-17,819
2019-01-18,819
2019-01-19,789
2019-01-20,789
2019-01-21,789
2019-01-22,800
2019-01-23,800
2019-01-24,795
2019-01-25,795
2019-01-26,799
2019-01-27,799
2019-01-28,804
2019-01-29,804
2019-01-30,824
2019-01-31,824
2019-02-01,824
2019-02-02,811
2019-02-03,811
2019-02-04,811
2019-02-05,820
2019-02-06,820
2019-02-07,820
2019-02-08,854
2019-02-09,854
2019-02-10,854
2019-02-11,874
2019-02-12,874
2019-02-13,874
2019-02-14,903
2019-02-15,903
2019-02-16,924
2019-02-17,924
2019-02-18,924
2019-02-19,903
2019-02-20,903
2019-02-21,903
2019-02-22,877
2019-02-23,877
2019-02-24,877
2019-02-25,867
2019-02-26,867
2019-02-27,867
2019-02-28,867
2019-03-01,867
2019-03-02,879
2019-03-03,879
2019-03-04,879
2019-03-05,899
2019-03-06,899
2019-03-07,899
2019-03-08,871
2019-03-09,871
2019-03-10,871
2019-03-11,856
2019-03-12,856
2019-03-13,856
2019-03-14,861
2019-03-15,861
2019-03-16,861
2019-03-17,857
2019-03-18,857
2019-03-19,857
2019-03-20,837
2019-03-21,837
2019-03-22,837
2019-03-23,833
2019-03-24,833
2019-03-25,833
2019-03-26,870
2019-03-27,870
2019-03-28,870
2019-03-29,870
2019-03-30,887
2019-03-31,887
2019-04-01,887
2019-04-02,887
2019-04-03,872
2019-04-04,872
2019-04-05,872
2019-04-06,872
2019-04-07,867
2019-04-08,867
2019-04-09,867
2019-04-10,867
2019-04-11,889
2019-04-12,889
2019-04-13,889
2019-04-14,913
2019-04-15,913
2019-04-16,913
2019-04-17,913
2019-04-18,938
2019-04-19,938
2019-04-20,938
2019-04-21,980
2019-04-22,980
2019-04-23,980
