date_obj,Verac's%20plateskirt price
2018-12-23,1047671
2018-12-24,1086773
2018-12-25,1102638
2018-12-26,1142019
2018-12-27,1194749
2018-12-28,1214254
2018-12-29,1247025
2018-12-30,1249482
2018-12-31,1231595
2019-01-01,1216016
2019-01-02,1219280
2019-01-03,1255355
2019-01-04,1287542
2019-01-05,1294694
2019-01-06,1331400
2019-01-08,1327800
2019-01-10,1259656
2019-01-11,1198262
2019-01-12,1138395
2019-01-13,1083627
2019-01-14,1031080
2019-01-15,996876
2019-01-16,950828
2019-01-17,927423
2019-01-18,920650
2019-01-19,958862
2019-01-20,971460
2019-01-21,976840
2019-01-22,962182
2019-01-23,958046
2019-01-24,952727
2019-01-25,961916
2019-01-26,954077
2019-01-27,967507
2019-01-28,969028
2019-01-29,964105
2019-01-30,959381
2019-01-31,957939
2019-02-01,954511
2019-02-02,949461
2019-02-03,941807
2019-02-04,934880
2019-02-05,938130
2019-02-06,940097
2019-02-07,937086
2019-02-08,937308
2019-02-09,942069
2019-02-10,937365
2019-02-11,927480
2019-02-12,918895
2019-02-13,909534
2019-02-14,905949
2019-02-15,879961
2019-02-16,885495
2019-02-17,888241
2019-02-18,908398
2019-02-19,917057
2019-02-20,912462
2019-02-21,928602
2019-02-22,921661
2019-02-23,913813
2019-02-24,909598
2019-02-25,899416
2019-02-26,892471
2019-02-27,888829
2019-02-28,883640
2019-03-01,888874
2019-03-02,877391
2019-03-03,879774
2019-03-04,882604
2019-03-05,876873
2019-03-06,874188
2019-03-07,888157
2019-03-08,889289
2019-03-09,903499
2019-03-10,896493
2019-03-11,891110
2019-03-12,883924
2019-03-13,877783
2019-03-14,863676
2019-03-15,849931
2019-03-16,853991
2019-03-17,838760
2019-03-18,837393
2019-03-19,826313
2019-03-20,818990
2019-03-21,811656
2019-03-22,811911
2019-03-23,832324
2019-03-24,838768
2019-03-25,836523
2019-03-26,826399
2019-03-27,822521
2019-03-28,819047
2019-03-29,808627
2019-03-30,804146
2019-03-31,796059
2019-04-01,785855
2019-04-02,774028
2019-04-03,760963
2019-04-04,753241
2019-04-05,747935
2019-04-06,752374
2019-04-07,767262
2019-04-08,760132
2019-04-09,753172
2019-04-10,752353
2019-04-11,772930
2019-04-12,757785
2019-04-13,739678
2019-04-14,729327
2019-04-15,726758
2019-04-16,729507
2019-04-17,704824
2019-04-18,681608
2019-04-19,679543
2019-04-20,700446
2019-04-21,710321
2019-04-22,726005
2019-04-23,719795
2019-04-24,721743
2019-04-25,729265
2019-04-26,730282
2019-04-27,745204
2019-04-28,745723
2019-04-29,752092
2019-04-30,763202
2019-05-01,768505
2019-05-02,787708
2019-05-03,806823
2019-05-04,830309
2019-05-05,839868
2019-05-06,818398
2019-05-07,807905
2019-05-08,795661
2019-05-09,788968
2019-05-10,781052
2019-05-11,802310
2019-05-12,796444
2019-05-13,804887
2019-05-14,802557
2019-05-15,793109
2019-05-16,791537
2019-05-17,784006
2019-05-18,777668
2019-05-19,777395
2019-05-20,798538
2019-05-21,787778
2019-05-22,787164
2019-05-23,778324
2019-05-24,771795
2019-05-25,775071
2019-05-26,801461
2019-05-27,809146
2019-05-28,792243
2019-05-29,781586
2019-05-30,774348
2019-05-31,765083
2019-06-01,761691
2019-06-02,766097
2019-06-03,765509
2019-06-04,758529
2019-06-05,758118
2019-06-06,752797
2019-06-07,753106
2019-06-08,769749
2019-06-09,779488
2019-06-10,801529
2019-06-11,782357
2019-06-12,783705
2019-06-13,779844
2019-06-14,767854
2019-06-15,766428
2019-06-16,763939
2019-06-17,775362
2019-06-18,772812
2019-06-19,762080
2019-06-20,755031
2019-06-21,747609
2019-06-22,739770
2019-06-23,734559
2019-06-24,734033
2019-06-25,726371
2019-06-26,730438
2019-06-27,735499
2019-06-28,739220
2019-06-29,742340
2019-06-30,753962
2019-07-01,756437
2019-07-02,754642
2019-07-03,765162
2019-07-04,768344
2019-07-05,771077
2019-07-06,768566
2019-07-07,758936
2019-07-08,746651
2019-07-09,740842
2019-07-10,743209
2019-07-11,737066
2019-07-12,733899
2019-07-13,734934
2019-07-14,766704
2019-07-15,760069
2019-07-16,751984
2019-07-17,742132
2019-07-18,736121
2019-07-19,730174
2019-07-20,733297
2019-07-21,743995
2019-07-22,737315
2019-07-23,734851
2019-07-24,719902
2019-07-25,710024
2019-07-26,691689
2019-07-27,683470
2019-07-28,688220
2019-07-29,703892
2019-07-30,693284
2019-07-31,705551
2019-08-01,727307
2019-08-02,712711
2019-08-03,721061
2019-08-04,722079
2019-08-05,715657
2019-08-06,710039
2019-08-07,727687
2019-08-08,726084
2019-08-09,736092
2019-08-10,752849
2019-08-11,773341
2019-08-12,776938
2019-08-13,775708
2019-08-14,769456
2019-08-15,807076
2019-08-16,806434
2019-08-17,809386
2019-08-18,798928
2019-08-19,787137
2019-08-20,773505
2019-08-21,765086
2019-08-22,745140
2019-08-23,730053
2019-08-24,721288
2019-08-24,721288
2019-08-25,718717
2019-08-25,718717
2019-08-26,713068
2019-08-26,713068
2019-08-27,701544
2019-08-27,701544
2019-08-28,696143
2019-08-29,702695
2019-08-30,697298
2019-08-31,680499
2019-09-01,687476
2019-09-02,705968
2019-09-03,734689
2019-09-04,723601
2019-09-05,714057
2019-09-06,708821
2019-09-07,717718
2019-09-08,714661
2019-09-09,709035
2019-09-10,687465
2019-09-11,665323
2019-09-12,649952
2019-09-13,648204
2019-09-14,638665
2019-09-15,629645
2019-09-16,630450
2019-09-17,625535
2019-09-18,636148
2019-09-19,640970
2019-09-20,644922
2019-09-21,646072
2019-09-22,639375
2019-09-23,631425
2019-09-24,634290
2019-09-25,626177
2019-09-26,621252
2019-09-27,626742
2019-09-28,620002
2019-09-29,609476
2019-09-30,598986
2019-10-01,600253
2019-10-02,610719
2019-10-03,607272
2019-10-04,602442
2019-10-05,596368
2019-10-06,586491
2019-10-07,577911
2019-10-08,566771
2019-10-09,555002
2019-10-10,552216
2019-10-11,552380
2019-10-12,563028
2019-10-13,564654
2019-10-14,563877
2019-10-15,560345
2019-10-16,554468
2019-10-17,545572
2019-10-18,539442
2019-10-19,530532
2019-10-20,522233
2019-10-21,528057
2019-10-22,550028
2019-10-23,569425
2019-10-24,581918
2019-10-25,574866
2019-10-26,581520
2019-10-27,572799
2019-10-28,562877
2019-10-29,551437
2019-10-30,538424
2019-10-31,520174
2019-11-01,495107
2019-11-02,476476
2019-11-03,483075
2019-11-04,494819
2019-11-05,504504
2019-11-06,488465
2019-11-07,483266
2019-11-08,478942
2019-11-09,482576
2019-11-10,498919
2019-11-11,492002
2019-11-12,477626
2019-11-13,479185
2019-11-14,475174
2019-11-15,470792
2019-11-16,468487
2019-11-17,481357
2019-11-18,495999
2019-11-19,504002
2019-11-20,506923
2019-11-21,512444
2019-11-22,536274
2019-11-23,526043
2019-11-24,548029
2019-11-25,531112
2019-11-26,528490
2019-11-27,525097
2019-11-28,513450
2019-11-29,505272
2019-11-30,483721
2019-12-01,481013
2019-12-02,485627
2019-12-03,465369
2019-12-04,462679
2019-12-05,459349
2019-12-06,455898
2019-12-07,454637
2019-12-08,456127
2019-12-09,449783
2019-12-10,460175
2019-12-11,464086
2019-12-12,454588
2019-12-13,469341
2019-12-14,468526
2019-12-15,467774
2019-12-16,486425
2019-12-17,492675
2019-12-18,502994
2019-12-19,500951
2019-12-20,490576
2019-12-21,486666
2019-12-22,471923
2019-12-23,463889
2019-12-24,457773
2019-12-25,453014
2019-12-26,466484
2019-12-27,469231
2019-12-28,481087
2019-12-29,468212
2019-12-30,466262
2019-12-31,449225
2020-01-01,445224
2020-01-02,442553
2020-01-03,463908
2020-01-04,473722
2020-01-05,464224
2020-01-06,467743
2020-01-07,479815
2020-01-08,497483
2020-01-09,502862
2020-01-10,487529
2020-01-11,490017
2020-01-12,496978
2020-01-13,503758
2020-01-14,495387
2020-01-15,501018
2020-01-16,503553
2020-01-17,499448
2020-01-18,504442
2020-01-19,495854
2020-01-20,491281
2020-01-21,482808
2020-01-22,474141
2020-01-23,471114
2020-01-24,466057
2020-01-25,465910
2020-01-26,472665
2020-01-27,475169
2020-01-28,463972
2020-01-29,452082
2020-01-30,452388
2020-01-31,455527
2020-02-01,447652
2020-02-02,462672
2020-02-03,454899
2020-02-04,453804
2020-02-05,466661
2020-02-06,480848
2020-02-07,464711
2020-02-08,463399
2020-02-09,469548
2020-02-10,466481
2020-02-11,464023
2020-02-12,462203
2020-02-13,459679
2020-02-14,454841
2020-02-15,452213
2020-02-16,453333
2020-02-17,462041
2020-02-18,459697
2020-02-19,456647
2020-02-20,449157
2020-02-21,454671
2020-02-22,472277
2020-02-23,477338
2020-02-24,486765
2020-02-25,489058
2020-02-26,503790
2020-02-27,496435
2020-02-28,495900
2020-02-29,491215
2020-03-01,491084
2020-03-02,488684
2020-03-03,497225
2020-03-04,501519
2020-03-05,496965
2020-03-06,510124
2020-03-07,525766
2020-03-08,542030
2020-03-09,534986
2020-03-10,528596
2020-03-11,519429
2020-03-12,510754
2020-03-13,504315
2020-03-14,507396
2020-03-15,506951
2020-03-16,498699
2020-03-17,490602
2020-03-18,492461
2020-03-19,499042
2020-03-20,498979
2020-03-21,504463
2020-03-22,505886
2020-03-23,499685
2020-03-24,501871
2020-03-25,510879
2020-03-26,509186
2020-03-27,510250
2020-03-28,517180
2020-03-29,518536
2020-03-30,510605
2020-03-31,508359
2020-04-01,506800
2020-04-02,501799
2020-04-03,499968
2020-04-04,497965
2020-04-05,497696
2020-04-06,490058
2020-04-07,487946
2020-04-08,493036
2020-04-09,512331
2020-04-10,530187
2020-04-11,522726
2020-04-12,521863
2020-04-13,517373
2020-04-14,530148
2020-04-15,551106
2020-04-16,578327
2020-04-17,605472
2020-04-18,632254
2020-04-19,660171
2020-04-20,663289
2020-04-21,657497
2020-04-22,644895
2020-04-23,634739
2020-04-24,618425
2020-04-25,619974
2020-04-26,608764
2020-04-27,596765
2020-04-28,590239
2020-04-29,594271
2020-04-30,597510
2020-05-01,590028
2020-05-02,604011
2020-05-03,607803
2020-05-04,606386
2020-05-05,600352
2020-05-06,601603
2020-05-07,589746
2020-05-08,579386
2020-05-09,569761
2020-05-10,566901
2020-05-11,569952
2020-05-12,561415
2020-05-13,566775
