date_obj,Adamant%20spear price
2015-03-26,11384
2015-03-27,11384
2015-03-28,11384
2015-03-29,11384
2015-03-30,11384
2015-03-31,10834
2015-04-01,10834
2015-04-02,10834
2015-04-03,10834
2015-04-04,10834
2015-04-05,10834
2015-04-06,10834
2015-04-07,10834
2015-04-08,10834
2015-04-09,10317
2015-04-10,10317
2015-04-11,10317
2015-04-12,10317
2015-04-13,10317
2015-04-14,10317
2015-04-15,10317
2015-04-16,10317
2015-04-17,10317
2015-04-18,9808
2015-04-19,9808
2015-04-20,9808
2015-04-21,9808
2015-04-22,9808
2015-04-23,9808
2015-04-24,9808
2015-04-25,9808
2015-04-26,9808
2015-04-27,9339
2015-04-28,9339
2015-04-29,9339
2015-04-30,9339
2015-05-01,9339
2015-05-02,9339
2015-05-03,9339
2015-05-04,9339
2015-05-05,9339
2015-05-06,8884
2015-05-07,8884
2015-05-08,8884
2015-05-09,8884
2015-05-10,8884
2015-05-11,8884
2015-05-12,8884
2015-05-13,8884
2015-05-14,8884
2015-05-15,8446
2015-05-16,8446
2015-05-17,8446
2015-05-18,8446
2015-05-19,8446
2015-05-20,8446
2015-05-21,8446
2015-05-22,8446
2015-05-23,8049
2015-05-24,8049
2015-05-25,8049
2015-05-26,8049
2015-05-27,8049
2015-05-28,7651
2015-05-29,7651
2015-05-30,7651
2015-05-31,7651
2015-06-01,7367
2015-06-02,7367
2015-06-03,7367
2015-06-04,7367
2015-06-05,7367
2015-06-06,7367
2015-06-07,7277
2015-06-08,7277
2015-06-09,7277
2015-06-10,7277
2015-06-11,7277
2015-06-12,7277
2015-06-13,6913
2015-06-14,6913
2015-06-15,6913
2015-06-16,6913
2015-06-17,6913
2015-06-18,6575
2015-06-19,6575
2015-06-20,6575
2015-06-21,6575
2015-06-22,6575
2015-06-23,6251
2015-06-24,6251
2015-06-25,6251
2015-06-26,6251
2015-06-27,6251
2015-06-28,5938
2015-06-29,5938
2015-06-30,5938
2015-07-01,5938
2015-07-02,5938
2015-07-03,5641
2015-07-04,5641
2015-07-05,5641
2015-07-06,5641
2015-07-07,5641
2015-07-08,5390
2015-07-09,5390
2015-07-10,5390
2015-07-11,5390
2015-07-12,5390
2015-07-13,5151
2015-07-14,5151
2015-07-15,5151
2015-07-16,5151
2015-07-17,4901
2015-07-18,4901
2015-07-19,4901
2015-07-20,4901
2015-07-21,4901
2015-07-22,4655
2015-07-23,4655
2015-07-24,4655
2015-07-25,4655
2015-07-26,4655
2015-07-27,4439
2015-07-28,4439
2015-07-29,4439
2015-07-30,4439
2015-07-31,4439
2015-08-01,4222
2015-08-02,4222
2015-08-03,4222
2015-08-04,4222
2015-08-05,4018
2015-08-06,4018
2015-08-07,4018
2015-08-08,4018
2015-08-09,3817
2015-08-10,3817
2015-08-11,3817
2015-08-12,3681
2015-08-13,3681
2015-08-14,3681
2015-08-15,3681
2015-08-16,3499
2015-08-17,3499
2015-08-18,3499
2015-08-19,3337
2015-08-20,3337
2015-08-21,3337
2015-08-22,3180
2015-08-23,3180
2015-08-24,3180
2015-08-25,3180
2015-08-26,3025
2015-08-27,3025
2015-08-28,2882
2015-08-29,2882
2015-08-30,2882
2015-08-31,2882
2015-09-01,2756
2015-09-02,2756
2015-09-03,2756
2015-09-04,2687
2015-09-05,2687
2015-09-06,2687
2015-09-07,2687
2015-09-08,2687
2015-09-09,2593
2015-09-10,2593
2015-09-11,2593
2015-09-12,2593
2015-09-13,2511
2015-09-14,2511
2015-09-15,2511
2015-09-16,2511
2015-09-17,2489
2015-09-18,2489
2015-09-19,2489
2015-09-20,2489
2015-09-21,2489
2015-09-22,2393
2015-09-23,2393
2015-09-24,2393
2015-09-25,2393
2015-09-27,2280
2015-09-28,2280
2015-09-29,2280
2015-09-30,2280
2015-10-05,2223
2015-10-06,2144
2015-10-07,2144
2015-10-08,2144
2015-10-09,2144
2015-10-10,2110
2015-10-11,2110
2015-10-12,2110
2015-10-13,2110
2015-10-14,2078
2015-10-15,2078
2015-10-16,2078
2015-10-17,2078
2015-10-18,2067
2015-10-19,2067
2015-10-20,2067
2015-10-22,2067
2015-10-23,2001
2015-10-24,2001
2015-10-25,2001
2015-10-26,2001
2015-10-27,2001
2015-10-28,1909
2015-10-29,1909
2015-10-30,1909
2015-10-31,1909
2015-11-01,1909
2015-11-02,1838
2015-11-03,1838
2015-11-04,1838
2015-11-05,1838
2015-11-06,1838
2015-11-07,1752
2015-11-08,1752
2015-11-09,1752
2015-11-10,1752
2015-11-11,1752
2015-11-12,1696
2015-11-13,1696
2015-11-14,1696
2015-11-15,1696
2015-11-16,1696
2015-11-17,1696
2015-11-18,1681
2015-11-19,1681
2015-11-20,1681
2015-11-21,1681
2015-11-22,1681
2015-11-23,1664
2015-11-24,1664
2015-11-25,1664
2015-11-26,1664
2015-11-27,1664
2015-11-28,1606
2015-11-29,1606
2015-11-30,1606
2015-12-01,1606
2015-12-02,1606
2015-12-03,1575
2015-12-04,1575
2015-12-05,1575
2015-12-06,1575
2015-12-07,1575
2015-12-08,1527
2015-12-09,1527
2015-12-10,1527
2015-12-11,1527
2015-12-12,1536
2015-12-13,1536
2015-12-14,1536
2015-12-15,1536
2015-12-16,1473
2015-12-17,1473
2015-12-18,1473
2015-12-19,1473
2015-12-20,1439
2015-12-21,1439
2015-12-22,1439
2015-12-23,1439
2015-12-24,1444
2015-12-25,1444
2015-12-26,1444
2015-12-27,1444
2015-12-28,1421
2015-12-29,1421
2015-12-30,1421
2015-12-31,1421
2016-01-01,1404
2016-01-02,1404
2016-01-03,1404
2016-01-04,1404
2016-01-05,1366
2016-01-06,1366
2016-01-07,1366
2016-01-08,1366
2016-01-09,1327
2016-01-10,1327
2016-01-11,1327
2016-01-12,1327
2016-01-13,1299
2016-01-14,1299
2016-01-15,1299
2016-01-16,1299
2016-01-17,1260
2016-01-18,1260
2016-01-19,1260
2016-01-20,1260
2016-01-21,1261
2016-01-22,1261
2016-01-23,1261
2016-01-24,1261
2016-01-25,1230
2016-01-26,1230
2016-01-27,1230
2016-01-28,1230
2016-01-29,1184
2016-01-30,1184
2016-01-31,1184
2016-02-01,1184
2016-02-02,1165
2016-02-03,1165
2016-02-04,1165
2016-02-05,1165
2016-02-06,1126
2016-02-07,1126
2016-02-08,1126
2016-02-09,1126
2016-02-10,1106
2016-02-11,1106
2016-02-12,1106
2016-02-13,1113
2016-02-14,1113
2016-02-15,1113
2016-02-16,1113
2016-02-17,1074
2016-02-18,1074
2016-02-19,1074
2016-02-20,1074
2016-02-21,1036
2016-02-22,1036
2016-02-23,1036
2016-02-24,1036
2016-02-25,1018
2016-02-26,1018
2016-02-27,1018
2016-02-28,1046
2016-02-29,1046
2016-03-01,1046
2016-03-02,1053
2016-03-03,1053
2016-03-04,1053
2016-03-05,1047
2016-03-06,1047
2016-03-07,1047
2016-03-08,1044
2016-03-09,1044
2016-03-10,1044
2016-03-11,1044
2016-03-12,1047
2016-03-13,1047
2016-03-14,1047
2016-03-15,1047
2016-03-16,1046
2016-03-17,1046
2016-03-18,1046
2016-03-19,1046
2016-03-20,1020
2016-03-21,1020
2016-03-22,1020
2016-03-23,1020
2016-03-24,1026
2016-03-25,1026
2016-03-26,1026
2016-03-27,1038
2016-03-28,1038
2016-03-29,1039
2016-03-30,1039
2016-03-31,1039
2016-04-01,1039
2016-04-02,1046
2016-04-03,1046
2016-04-04,1046
2016-04-05,1045
2016-04-06,1045
2016-04-07,1045
2016-04-08,1045
2016-04-09,1035
2016-04-10,1035
2016-04-11,1035
2016-04-12,1024
2016-04-13,1024
2016-04-14,1024
2016-04-15,1051
2016-04-16,1051
2016-04-17,1051
2016-04-18,1073
2016-04-19,1073
2016-04-20,1073
2016-04-21,1101
2016-04-22,1101
2016-04-23,1101
2016-04-24,1109
2016-04-25,1109
2016-04-26,1109
2016-04-27,1104
2016-04-28,1104
2016-04-29,1104
2016-04-30,1104
2016-05-01,1077
2016-05-02,1077
2016-05-03,1077
2016-05-04,1069
2016-05-05,1069
2016-05-06,1069
2016-05-07,1105
2016-05-08,1105
2016-05-09,1105
2016-05-10,1103
2016-05-11,1103
2016-05-12,1103
2016-05-13,1085
2016-05-14,1085
2016-05-15,1085
2016-05-16,1069
2016-05-17,1069
2016-05-18,1059
2016-05-19,1059
2016-05-21,1052
2016-05-22,1052
2016-05-23,1052
2016-05-24,1031
2016-05-25,1031
2016-05-26,1031
2016-05-27,1024
2016-05-28,1024
2016-05-29,1021
2016-05-30,1021
2016-05-31,1021
2016-06-01,1029
2016-06-02,1029
2016-06-03,1029
2016-06-04,1042
2016-06-05,1042
2016-06-06,1042
2016-06-07,1049
2016-06-08,1049
2016-06-09,1049
2016-06-10,1042
2016-06-11,1042
2016-06-12,1042
2016-06-13,1042
2016-06-14,1051
2016-06-15,1051
2016-06-16,1051
2016-06-17,1056
2016-06-18,1056
2016-06-19,1052
2016-06-20,1052
2016-06-21,1048
2016-06-22,1048
2016-06-23,1036
2016-06-24,1036
2016-06-25,1040
2016-06-26,1040
2016-06-27,1040
2016-06-28,1040
2016-06-29,1040
2016-06-30,1053
2016-07-01,1053
2016-07-02,1070
2016-07-03,1070
2016-07-04,1080
2016-07-05,1080
2016-07-06,1084
2016-07-07,1084
2016-07-08,1084
2016-07-09,1060
2016-07-10,1060
2016-07-11,1078
2016-07-12,1078
2016-07-13,1078
2016-07-14,1038
2016-07-15,1038
2016-07-16,1038
2016-07-17,1029
2016-07-18,1029
2016-07-23,1048
2016-07-24,1079
2016-07-25,1079
2016-07-26,1079
2016-07-27,1072
2016-07-28,1072
2016-07-29,1072
2016-07-30,1064
2016-07-31,1064
2016-08-01,1064
2016-08-02,1064
2016-08-03,1064
2016-08-04,1064
2016-08-05,1073
2016-08-06,1073
2016-08-07,1065
2016-08-08,1065
2016-08-09,1065
2016-08-10,1048
2016-08-11,1048
2016-08-12,1048
2016-08-13,1048
2016-08-14,1033
2016-08-15,1033
2016-08-16,1033
2016-08-17,1032
2016-08-18,1032
2016-08-19,1032
2016-08-20,1027
2016-08-21,1027
2016-08-22,1027
2016-08-23,1077
2016-08-24,1077
2016-08-25,1077
2016-08-26,1077
2016-08-28,1050
2016-08-31,1028
2016-09-01,1028
2016-09-02,1027
2016-09-03,1027
2016-09-04,1027
2016-09-05,1005
2016-09-06,1005
2016-09-07,1005
2016-09-08,1009
2016-09-09,1009
2016-09-10,1009
2016-09-11,1003
2016-09-12,1003
2016-09-13,1003
2016-09-14,1007
2016-09-15,1007
2016-09-16,1007
2016-09-17,1030
2016-09-18,1030
2016-09-19,1030
2016-09-20,1056
2016-09-21,1056
2016-09-22,1034
2016-09-23,1034
2016-09-24,1034
2016-09-25,1045
2016-09-26,1045
2016-09-27,1045
2016-09-28,1043
2016-09-29,1043
2016-09-30,1043
2016-10-01,1058
2016-10-02,1058
2016-10-03,1058
2016-10-04,1058
2016-10-05,1063
2016-10-06,1063
2016-10-07,1063
2016-10-08,1048
2016-10-09,1048
2016-10-10,1048
2016-10-11,1048
2016-10-12,1023
2016-10-13,1023
2016-10-14,1023
2016-10-15,1025
2016-10-16,1025
2016-10-17,1037
2016-10-18,1037
2016-10-19,1037
2016-10-20,1057
2016-10-21,1057
2016-10-22,1057
2016-10-23,1097
2016-10-24,1097
2016-10-25,1070
2016-10-26,1070
2016-10-27,1044
2016-10-28,1044
2016-10-29,1044
2016-10-30,1054
2016-10-31,1054
2016-11-01,1054
2016-11-02,1054
2016-11-03,1054
2016-11-04,1054
2016-11-05,1061
2016-11-06,1061
2016-11-07,1061
2016-11-08,1057
2016-11-09,1057
2016-11-10,1057
2016-11-11,1086
2016-11-12,1086
2016-11-13,1086
2016-11-14,1121
2016-11-15,1121
2016-12-07,1027
2016-12-08,1018
2016-12-09,1018
2016-12-10,1036
2016-12-11,1036
2016-12-12,1035
2016-12-13,1035
2016-12-14,1049
2016-12-15,1049
2016-12-16,1049
2016-12-17,1050
2016-12-18,1050
2016-12-19,1050
2016-12-20,1067
2016-12-21,1067
2016-12-22,1039
2016-12-23,1039
2016-12-24,1056
2016-12-25,1056
2016-12-26,1070
2016-12-27,1070
2016-12-28,1075
2016-12-29,1075
2016-12-30,1083
2016-12-31,1083
2017-01-01,1070
2017-01-02,1070
2017-01-03,1041
2017-01-04,1041
2017-01-05,1054
2017-01-06,1054
2017-01-07,1055
2017-01-08,1055
2017-01-09,1052
2017-01-10,1052
2017-01-11,1063
2017-01-12,1063
2017-01-13,1057
2017-01-14,1057
2017-01-15,1031
2017-01-16,1031
2017-01-17,1015
2017-01-18,1015
2017-01-19,1027
2017-01-20,1027
2017-01-21,1042
2017-01-22,1042
2017-01-23,1071
2017-01-27,1074
2017-01-28,1062
2017-01-29,1062
2017-01-30,1049
2017-01-31,1049
2017-02-01,1020
