date_obj,Oil%20lantern%20frame price
2015-03-26,9508
2015-03-27,9508
2015-03-28,9508
2015-03-29,9508
2015-03-30,9508
2015-03-31,9508
2015-04-01,9508
2015-04-02,9508
2015-04-03,9508
2015-04-04,9508
2015-04-05,9508
2015-04-06,9508
2015-04-07,9044
2015-04-08,9044
2015-04-09,9044
2015-04-10,9044
2015-04-11,9044
2015-04-12,9044
2015-04-13,9044
2015-04-14,9044
2015-04-15,9044
2015-04-16,9044
2015-04-17,9044
2015-04-18,9044
2015-04-19,9044
2015-04-20,9044
2015-04-21,9044
2015-04-22,9044
2015-04-23,9044
2015-04-24,9044
2015-04-25,9044
2015-04-26,9044
2015-04-27,9044
2015-04-28,9044
2015-04-29,9044
2015-04-30,9044
2015-05-01,8599
2015-05-02,8599
2015-05-03,8599
2015-05-04,8599
2015-05-05,8599
2015-05-06,8599
2015-05-07,8599
2015-05-08,8599
2015-05-09,8599
2015-05-10,8599
2015-05-11,8599
2015-05-12,8599
2015-05-13,8599
2015-05-14,8599
2015-05-15,8599
2015-05-16,8599
2015-05-17,8599
2015-05-18,8599
2015-05-19,8599
2015-05-20,8599
2015-05-21,8599
2015-05-22,8599
2015-05-23,8599
2015-05-24,8599
2015-05-25,8194
2015-05-26,8194
2015-05-27,8194
2015-05-28,8194
2015-05-29,8194
2015-05-30,8194
2015-05-31,8194
2015-06-01,8194
2015-06-02,8194
2015-06-03,8194
2015-06-04,8194
2015-06-05,8194
2015-06-06,8194
2015-06-07,8194
2015-06-08,8194
2015-06-09,7824
2015-06-10,7824
2015-06-11,7824
2015-06-12,7824
2015-06-13,7824
2015-06-14,7824
2015-06-15,7824
2015-06-16,7824
2015-06-17,7824
2015-06-18,7824
2015-06-19,7824
2015-06-20,7824
2015-06-21,7824
2015-06-22,7824
2015-06-23,7824
2015-06-24,7824
2015-06-25,7824
2015-06-26,7440
2015-06-27,7440
2015-06-28,7440
2015-06-29,7440
2015-06-30,7440
2015-07-01,7440
2015-07-02,7440
2015-07-03,7440
2015-07-04,7440
2015-07-05,7440
2015-07-06,7440
2015-07-07,7440
2015-07-08,7440
2015-07-09,7440
2015-07-10,7440
2015-07-11,7440
2015-07-12,7440
2015-07-13,7440
2015-07-14,7129
2015-07-15,7129
2015-07-16,7129
2015-07-17,7129
2015-07-18,7129
2015-07-19,7129
2015-07-20,7129
2015-07-21,7129
2015-07-22,7129
2015-07-23,7129
2015-07-24,7129
2015-07-25,7129
2015-07-26,7129
2015-07-27,7129
2015-07-28,6789
2015-07-29,6789
2015-07-30,6789
2015-07-31,6789
2015-08-01,6789
2015-08-02,6789
2015-08-03,6789
2015-08-04,6789
2015-08-05,6789
2015-08-06,6789
2015-08-07,6459
2015-08-08,6459
2015-08-09,6459
2015-08-10,6459
2015-08-11,6459
2015-08-12,6459
2015-08-13,6459
2015-08-14,6459
2015-08-15,6459
2015-08-16,6459
2015-08-17,6459
2015-08-18,6459
2015-08-19,6459
2015-08-20,6459
2015-08-21,6459
2015-08-22,6147
2015-08-23,6147
2015-08-24,6147
2015-08-25,6147
2015-08-26,6147
2015-08-27,6147
2015-08-28,6147
2015-08-29,6147
2015-08-30,6147
2015-08-31,6147
2015-09-01,6147
2015-09-02,6147
2015-09-03,6147
2015-09-04,6147
2015-09-05,6147
2015-09-06,6147
2015-09-07,6147
2015-09-08,6147
2015-09-09,5870
2015-09-10,5870
2015-09-11,5870
2015-09-12,5870
2015-09-13,5870
2015-09-14,5870
2015-09-15,5870
2015-09-16,5870
2015-09-17,5870
2015-09-18,5870
2015-09-19,5870
2015-09-20,5870
2015-09-21,5870
2015-09-22,5870
2015-09-23,5581
2015-09-24,5581
2015-09-25,5581
2015-09-27,5581
2015-09-28,5581
2015-09-29,5581
2015-09-30,5581
2015-10-05,5581
2015-10-06,5581
2015-10-07,5581
2015-10-08,5581
2015-10-09,5581
2015-10-10,5581
2015-10-11,5321
2015-10-12,5321
2015-10-13,5321
2015-10-14,5321
2015-10-15,5321
2015-10-16,5321
2015-10-17,5321
2015-10-18,5321
2015-10-19,5321
2015-10-20,5321
2015-10-22,5321
2015-10-23,5321
2015-10-24,5321
2015-10-25,5321
2015-10-26,5321
2015-10-27,5057
2015-10-29,5057
2015-10-30,5057
2015-10-31,5057
2015-11-01,5057
2015-11-02,5057
2015-11-03,5057
2015-11-04,5057
2015-11-05,5057
2015-11-06,5057
2015-11-07,5057
2015-11-08,5057
2015-11-09,5057
2015-11-10,5057
2015-11-11,4830
2015-11-12,4830
2015-11-13,4830
2015-11-14,4830
2015-11-15,4830
2015-11-16,4830
2015-11-17,4830
2015-11-18,4830
2015-11-19,4830
2015-11-20,4830
2015-11-21,4830
2015-11-22,4830
2015-11-23,4830
2015-11-24,4830
2015-11-25,4616
2015-11-26,4616
2015-11-27,4616
2015-11-28,4616
2015-11-29,4616
2015-11-30,4616
2015-12-01,4616
2015-12-02,4616
2015-12-03,4616
2015-12-04,4616
2015-12-05,4616
2015-12-06,4616
2015-12-07,4616
2015-12-08,4616
2015-12-09,4408
2015-12-10,4408
2015-12-11,4408
2015-12-12,4408
2015-12-13,4408
2015-12-14,4408
2015-12-15,4408
2015-12-16,4408
2015-12-17,4408
2015-12-18,4408
2015-12-19,4408
2015-12-20,4408
2015-12-21,4206
2015-12-22,4206
2015-12-23,4206
2015-12-24,4206
2015-12-25,4206
2015-12-26,4206
2015-12-27,4206
2015-12-28,4206
2015-12-29,4206
2015-12-30,4206
2015-12-31,4206
2016-01-01,4206
2016-01-02,3997
2016-01-03,3997
2016-01-04,3997
2016-01-05,3997
2016-01-06,3997
2016-01-07,3997
2016-01-08,3997
2016-01-09,3997
2016-01-10,3997
2016-01-11,3997
2016-01-12,3997
2016-01-13,3802
2016-01-14,3802
2016-01-15,3802
2016-01-16,3802
2016-01-17,3802
2016-01-18,3802
2016-01-19,3802
2016-01-20,3802
2016-01-21,3802
2016-01-22,3802
2016-01-23,3615
2016-01-24,3615
2016-01-25,3615
2016-01-26,3615
2016-01-27,3615
2016-01-28,3615
2016-01-29,3615
2016-01-30,3615
2016-01-31,3615
2016-02-01,3615
2016-02-02,3615
2016-02-03,3439
2016-02-04,3439
2016-02-05,3439
2016-02-06,3439
2016-02-07,3439
2016-02-08,3439
2016-02-09,3439
2016-02-10,3439
2016-02-11,3439
2016-02-12,3439
2016-02-13,3439
2016-02-14,3439
2016-02-15,3439
2016-02-16,3269
2016-02-17,3269
2016-02-18,3269
2016-02-19,3269
2016-02-20,3269
2016-02-21,3269
2016-02-22,3269
2016-02-23,3269
2016-02-24,3269
2016-02-25,3269
2016-02-26,3269
2016-02-27,3109
2016-02-28,3109
2016-02-29,3109
2016-03-01,3109
2016-03-02,3109
2016-03-03,3109
2016-03-04,3109
2016-03-05,3109
2016-03-06,3109
2016-03-07,3109
2016-03-08,3109
2016-03-09,3109
2016-03-10,2964
2016-03-11,2964
2016-03-12,2964
2016-03-13,2964
2016-03-14,2964
2016-03-15,2964
2016-03-16,2964
2016-03-17,2964
2016-03-18,2964
2016-03-19,2964
2016-03-20,2964
2016-03-21,2964
2016-03-22,2816
2016-03-23,2816
2016-03-24,2816
2016-03-25,2816
2016-03-26,2816
2016-03-27,2816
2016-03-28,2816
2016-03-29,2816
2016-03-30,2816
2016-03-31,2816
2016-04-01,2677
2016-04-02,2677
2016-04-03,2677
2016-04-04,2677
2016-04-05,2677
2016-04-06,2677
2016-04-07,2677
2016-04-08,2677
2016-04-09,2677
2016-04-10,2677
2016-04-11,2677
2016-04-12,2677
2016-04-13,2545
2016-04-14,2545
2016-04-15,2545
2016-04-16,2545
2016-04-17,2545
2016-04-18,2545
2016-04-19,2545
2016-04-20,2545
2016-04-21,2545
2016-04-22,2545
2016-04-23,2545
2016-04-24,2545
2016-04-25,2420
2016-04-26,2420
2016-04-27,2420
2016-04-28,2420
2016-04-29,2420
2016-04-30,2420
2016-05-01,2420
2016-05-02,2420
2016-05-03,2420
2016-05-04,2420
2016-05-05,2420
2016-05-06,2420
2016-05-07,2303
2016-05-08,2303
2016-05-09,2303
2016-05-10,2303
2016-05-11,2303
2016-05-12,2303
2016-05-13,2303
2016-05-14,2303
2016-05-15,2303
2016-05-16,2303
2016-05-17,2303
2016-05-18,2201
2016-05-19,2201
2016-05-22,2201
2016-05-23,2201
2016-05-24,2201
2016-05-25,2201
2016-05-26,2201
2016-05-27,2201
2016-05-28,2201
2016-05-29,2093
2016-05-30,2093
2016-05-31,2093
2016-06-01,2093
2016-06-02,2093
2016-06-03,2093
2016-06-04,2093
2016-06-05,2093
2016-06-06,2093
2016-06-07,2093
2016-06-08,2093
2016-06-09,2000
2016-06-10,2000
2016-06-11,2000
2016-06-12,2000
2016-06-13,2000
2016-06-14,2000
2016-06-15,2000
2016-06-16,2000
2016-06-17,2000
2016-06-18,2000
2016-06-19,1906
2016-06-20,1906
