date_obj,Asyn%20remains price
2015-03-26,2350
2015-03-27,2350
2015-03-28,2350
2015-03-29,2350
2015-03-30,2350
2015-03-31,2350
2015-04-01,2350
2015-04-02,2350
2015-04-03,2350
2015-04-04,2350
2015-04-05,2350
2015-04-06,2350
2015-04-07,2350
2015-04-08,2350
2015-04-09,2350
2015-04-10,2350
2015-04-11,2350
2015-04-12,2350
2015-04-13,2350
2015-04-14,2350
2015-04-15,2350
2015-04-16,2350
2015-04-17,2350
2015-04-18,2350
2015-04-19,2350
2015-04-20,2350
2015-04-21,2350
2015-04-22,2350
2015-04-23,2350
2015-04-24,2350
2015-04-25,2350
2015-04-26,2350
2015-04-27,2350
2015-04-28,2350
2015-04-29,2350
2015-04-30,2350
2015-05-01,2350
2015-05-02,2350
2015-05-03,2350
2015-05-04,2350
2015-05-05,2350
2015-05-06,2350
2015-05-07,2350
2015-05-08,2350
2015-05-09,2350
2015-05-10,2350
2015-05-11,2350
2015-05-12,2350
2015-05-13,2350
2015-05-14,2350
2015-05-15,2350
2015-05-16,2350
2015-05-17,2350
2015-05-18,2350
2015-05-19,2390
2015-05-20,2390
2015-05-21,2390
2015-05-22,2390
2015-05-23,2390
2015-05-24,2390
2015-05-25,2390
2015-05-26,2390
2015-05-27,2390
2015-05-28,2390
2015-05-29,2390
2015-05-30,2390
2015-05-31,2390
2015-06-01,2390
2015-06-02,2390
2015-06-03,2390
2015-06-04,2390
2015-06-05,2390
2015-06-06,2390
2015-06-07,2390
2015-06-08,2390
2015-06-09,2390
2015-06-10,2390
2015-06-11,2390
2015-06-12,2390
2015-06-13,2390
2015-06-14,2390
2015-06-15,2390
2015-06-16,2390
2015-06-17,2390
2015-06-18,2390
2015-06-19,2390
2015-06-20,2390
2015-06-21,2390
2015-06-22,2390
2015-06-23,2390
2015-06-24,2390
2015-06-25,2390
2015-06-26,2390
2015-06-27,2390
2015-06-28,2390
2015-06-29,2390
2015-06-30,2390
2015-07-01,2390
2015-07-02,2390
2015-07-03,2390
2015-07-04,2390
2015-07-05,2390
2015-07-06,2390
2015-07-07,2390
2015-07-08,2390
2015-07-09,2390
2015-07-10,2390
2015-07-11,2390
2015-07-12,2390
2015-07-13,2390
2015-07-14,2390
2015-07-15,2390
2015-07-16,2390
2015-07-17,2390
2015-07-18,2390
2015-07-19,2390
2015-07-20,2390
2015-07-21,2390
2015-07-22,2404
2015-07-23,2404
2015-07-24,2404
2015-07-25,2404
2015-07-26,2404
2015-07-27,2404
2015-07-28,2404
2015-07-29,2404
2015-07-30,2404
2015-07-31,2404
2015-08-01,2404
2015-08-02,2404
2015-08-03,2404
2015-08-04,2404
2015-08-05,2404
2015-08-06,2404
2015-08-07,2404
2015-08-08,2404
2015-08-09,2404
2015-08-10,2404
2015-08-11,2404
2015-08-12,2404
2015-08-13,2404
2015-08-14,2404
2015-08-15,2404
2015-08-16,2404
2015-08-17,2404
2015-08-18,2404
2015-08-19,2404
2015-08-20,2404
2015-08-21,2404
2015-08-22,2404
2015-08-23,2404
2015-08-24,2404
2015-08-25,2404
2015-08-26,2404
2015-08-27,2404
2015-08-28,2404
2015-08-29,2404
2015-08-30,2404
2015-08-31,2404
2015-09-01,2404
2015-09-02,2404
2015-09-03,2404
2015-09-04,2404
2015-09-05,2404
2015-09-06,2404
2015-09-07,2404
2015-09-08,2404
2015-09-09,2404
2015-09-10,2404
2015-09-11,2404
2015-09-12,2404
2015-09-13,2404
2015-09-14,2404
2015-09-15,2404
2015-09-16,2404
2015-09-17,2414
2015-09-18,2414
2015-09-19,2414
2015-09-20,2414
2015-09-21,2414
2015-09-22,2414
2015-09-23,2414
2015-09-24,2414
2015-09-25,2414
2015-09-27,2414
2015-09-28,2414
2015-09-29,2414
2015-09-30,2414
2015-10-05,2414
2015-10-06,2414
2015-10-07,2414
2015-10-08,2414
2015-10-09,2414
2015-10-10,2414
2015-10-11,2414
2015-10-12,2414
2015-10-13,2414
2015-10-14,2414
2015-10-15,2414
2015-10-16,2414
2015-10-17,2414
2015-10-18,2414
2015-10-19,2414
2015-10-20,2414
2015-10-22,2414
2015-10-23,2414
2015-10-24,2414
2015-10-25,2414
2015-10-26,2414
2015-10-27,2414
2015-10-28,2414
2015-10-29,2414
2015-10-30,2414
2015-10-31,2414
2015-11-01,2414
2015-11-02,2414
2015-11-03,2414
2015-11-04,2414
2015-11-05,2414
2015-11-06,2414
2015-11-07,2414
2015-11-08,2414
2015-11-09,2414
2015-11-10,2414
2015-11-11,2414
2015-11-12,2414
2015-11-13,2414
2015-11-14,2414
2015-11-15,2414
2015-11-16,2414
2015-11-17,2414
2015-11-18,2414
2015-11-19,2414
2015-11-20,2414
2015-11-21,2414
2015-11-22,2414
2015-11-23,2414
2015-11-24,2414
2015-11-25,2414
2015-11-26,2414
2015-11-27,2414
2015-11-28,2414
2015-11-29,2414
2015-11-30,2414
2015-12-01,2414
2015-12-02,2414
2015-12-03,2414
2015-12-04,2414
2015-12-05,2414
2015-12-06,2414
2015-12-07,2414
2015-12-08,2414
2015-12-09,2414
2015-12-10,2414
2015-12-11,2414
2015-12-12,2414
2015-12-13,2414
2015-12-14,2414
2015-12-15,2414
2015-12-16,2414
2015-12-17,2414
2015-12-18,2414
2015-12-19,2507
2015-12-20,2507
2015-12-21,2507
2015-12-22,2507
2015-12-23,2507
2015-12-24,2507
2015-12-25,2507
2015-12-26,2507
2015-12-27,2507
2015-12-28,2507
2015-12-29,2507
2015-12-30,2507
2015-12-31,2507
2016-01-01,2507
2016-01-02,2507
2016-01-03,2507
2016-01-04,2507
2016-01-05,2507
2016-01-06,2507
2016-01-07,2507
2016-01-08,2507
2016-01-09,2507
2016-01-10,2507
2016-01-11,2507
2016-01-12,2507
2016-01-13,2507
2016-01-14,2507
2016-01-15,2507
2016-01-16,2507
2016-01-17,2507
2016-01-18,2507
2016-01-19,2507
2016-01-20,2507
2016-01-21,2507
2016-01-22,2507
2016-01-23,2507
2016-01-24,2507
2016-01-25,2507
2016-01-26,2507
2016-01-27,2507
2016-01-28,2507
2016-01-29,2507
2016-01-30,2507
2016-01-31,2507
2016-02-01,2507
2016-02-02,2507
2016-02-03,2507
2016-02-04,2507
2016-02-05,2507
2016-02-06,2507
2016-02-07,2507
2016-02-08,2507
2016-02-09,2507
2016-02-10,2507
2016-02-11,2507
2016-02-12,2507
2016-02-13,2507
2016-02-14,2507
2016-02-15,2507
2016-02-16,2507
2016-02-17,2507
2016-02-18,2507
2016-02-19,2507
2016-02-20,2507
2016-02-21,2507
2016-02-22,2507
2016-02-23,2507
2016-02-24,2507
2016-02-25,2507
2016-02-26,2507
2016-02-27,2507
2016-02-28,2507
2016-02-29,2507
2016-03-01,2566
2016-03-02,2566
2016-03-03,2566
2016-03-04,2566
2016-03-05,2566
2016-03-06,2566
2016-03-07,2566
2016-03-08,2566
2016-03-09,2566
2016-03-10,2566
2016-03-11,2566
2016-03-12,2566
2016-03-13,2566
2016-03-14,2566
2016-03-15,2566
2016-03-16,2566
2016-03-17,2566
2016-03-18,2566
2016-03-19,2566
2016-03-20,2566
2016-03-21,2566
2016-03-22,2566
2016-03-23,2566
2016-03-24,2566
2016-03-25,2566
2016-03-26,2566
2016-03-27,2566
2016-03-28,2566
2016-03-29,2566
2016-03-30,2566
2016-03-31,2566
2016-04-01,2566
2016-04-02,2566
2016-04-03,2566
2016-04-04,2566
2016-04-05,2566
2016-04-06,2566
2016-04-07,2566
2016-04-08,2566
2016-04-09,2566
2016-04-10,2566
2016-04-11,2566
2016-04-12,2566
2016-04-13,2566
2016-04-14,2566
2016-04-15,2566
2016-04-16,2566
2016-04-17,2566
2016-04-18,2566
2016-04-19,2566
2016-04-20,2566
2016-04-21,2566
2016-04-22,2566
2016-04-23,2566
2016-04-24,2566
2016-04-25,2566
2016-04-26,2566
2016-04-27,2566
2016-04-28,2580
2016-04-29,2580
2016-04-30,2580
2016-05-01,2580
2016-05-02,2580
2016-05-03,2580
2016-05-04,2580
2016-05-05,2580
2016-05-06,2580
2016-05-07,2580
2016-05-08,2580
2016-05-09,2580
2016-05-10,2580
2016-05-11,2580
2016-05-12,2580
2016-05-13,2580
2016-05-14,2580
2016-05-15,2580
2016-05-16,2580
2016-05-17,2580
2016-05-18,2580
2016-05-19,2580
2016-05-22,2580
2016-05-23,2580
2016-05-24,2580
2016-05-25,2580
2016-05-26,2580
2016-05-27,2580
2016-05-28,2580
2016-05-29,2580
2016-05-30,2580
2016-05-31,2580
2016-06-01,2580
2016-06-02,2580
2016-06-03,2580
2016-06-04,2580
2016-06-05,2580
2016-06-06,2580
2016-06-07,2580
2016-06-08,2580
2016-06-09,2580
2016-06-10,2580
2016-06-11,2580
2016-06-12,2580
2016-06-13,2580
2016-06-14,2580
2016-06-15,2580
2016-06-16,2580
2016-06-17,2580
2016-06-18,2580
2016-06-19,2580
2016-06-20,2580
2016-06-21,2580
2016-06-22,2611
2016-06-23,2611
2016-06-24,2611
2016-06-25,2611
2016-06-26,2611
2016-06-27,2611
2016-06-28,2611
2016-06-29,2611
2016-06-30,2611
2016-07-01,2611
2016-07-02,2611
2016-07-03,2611
2016-07-04,2611
2016-07-05,2611
2016-07-06,2611
2016-07-07,2611
2016-07-08,2611
2016-07-09,2611
2016-07-10,2611
2016-07-11,2611
2016-07-12,2611
2016-07-13,2611
2016-07-14,2667
2016-07-15,2667
2016-07-16,2667
2016-07-17,2667
2016-07-18,2667
2016-07-23,2667
2016-07-24,2667
2016-07-25,2667
2016-07-26,2667
2016-07-27,2768
2016-07-28,2768
2016-07-29,2768
2016-07-30,2768
2016-07-31,2768
2016-08-01,2768
2016-08-02,2768
2016-08-03,2768
2016-08-04,2768
2016-08-05,2768
2016-08-06,2768
2016-08-07,2768
2016-08-08,2768
2016-08-09,2768
2016-08-10,2788
2016-08-11,2788
2016-08-12,2788
2016-08-13,2788
2016-08-14,2788
2016-08-15,2788
2016-08-16,2788
2016-08-17,2788
2016-08-18,2788
2016-08-19,2788
2016-08-20,2788
2016-08-21,2788
2016-08-22,2788
2016-08-23,2788
2016-08-24,2788
2016-08-25,2788
2016-08-26,2788
2016-08-28,2788
2016-08-31,2792
2016-09-01,2792
2016-09-02,2792
2016-09-03,2792
2016-09-04,2792
2016-09-05,2792
2016-09-06,2792
2016-09-07,2792
2016-09-08,2792
2016-09-09,2792
2016-09-10,2792
2016-09-11,2792
2016-09-12,2792
2016-09-13,2792
2016-09-14,2792
2016-09-15,2792
2016-09-16,2792
2016-09-17,2792
2016-09-18,2792
2016-09-19,2792
2016-09-20,2792
2016-09-21,2792
2016-09-22,2792
2016-09-23,2792
2016-09-24,2792
2016-09-25,2792
2016-09-26,2792
2016-09-27,2792
2016-09-28,2792
2016-09-29,2797
2016-09-30,2797
2016-10-01,2797
2016-10-02,2797
2016-10-03,2797
2016-10-04,2797
2016-10-05,2797
2016-10-06,2797
2016-10-07,2797
2016-10-08,2797
2016-10-09,2797
2016-10-10,2797
2016-10-11,2797
2016-10-12,2797
2016-10-13,2797
2016-10-14,2797
2016-10-15,2797
2016-10-16,2797
2016-10-17,2797
2016-10-18,2797
2016-10-19,2797
2016-10-20,2797
2016-10-21,2797
2016-10-22,2797
2016-10-23,2797
2016-10-24,2797
2016-10-25,2797
2016-10-26,2797
2016-10-27,2797
2016-10-28,2797
2016-10-29,2797
2016-10-30,2797
2016-10-31,2797
2016-11-01,2797
2016-11-02,2797
2016-11-03,2797
2016-11-04,2815
2016-11-05,2815
2016-11-06,2815
2016-11-07,2815
2016-11-08,2815
2016-11-09,2815
2016-11-10,2815
2016-11-11,2815
2016-11-12,2815
2016-11-13,2815
2016-11-14,2815
2016-11-15,2815
2016-12-07,2810
2016-12-08,2810
2016-12-09,2810
2016-12-10,2810
2016-12-11,2810
2016-12-12,2810
2016-12-13,2810
2016-12-14,2810
2016-12-15,2810
2016-12-16,2810
2016-12-17,2810
2016-12-18,2810
2016-12-19,2810
2016-12-20,2810
2016-12-21,2810
2016-12-22,2810
2016-12-23,2810
2016-12-24,2810
2016-12-25,2810
2016-12-26,2810
2016-12-27,2810
2016-12-28,2810
2016-12-29,2810
2016-12-30,2810
2016-12-31,2784
2017-01-01,2784
2017-01-02,2784
2017-01-03,2784
2017-01-04,2784
2017-01-05,2784
2017-01-06,2784
2017-01-07,2784
2017-01-08,2784
2017-01-09,2784
2017-01-10,2784
2017-01-11,2784
2017-01-12,2784
2017-01-13,2784
2017-01-14,2784
2017-01-15,2784
2017-01-16,2784
2017-01-17,2784
2017-01-18,2784
2017-01-19,2784
2017-01-20,2784
2017-01-21,2784
2017-01-22,2784
2017-01-23,2784
2017-01-27,2767
2017-01-28,2767
2017-01-29,2767
2017-01-30,2767
2017-01-31,2767
2017-02-01,2767
2017-02-02,2767
2017-02-03,2767
2017-02-04,2767
2017-02-05,2767
2017-02-06,2767
2017-02-07,2767
2017-02-08,2767
2017-02-09,2767
2017-02-10,2767
2017-02-11,2767
2017-02-12,2767
2017-02-13,2767
2017-02-14,2767
2017-02-15,2767
2017-02-16,2767
2017-02-18,2827
2017-02-19,2827
2017-02-20,2827
2017-02-21,2827
2017-02-22,2827
2017-02-23,2827
2017-02-24,2827
2017-02-25,2827
2017-02-26,2827
2017-02-27,2827
2017-02-28,2827
2017-03-01,2827
2017-03-02,2827
2017-03-03,2827
2017-03-04,2827
2017-03-05,2827
2017-03-06,2827
2017-03-07,2827
2017-03-08,2827
2017-03-09,2827
2017-03-10,2827
2017-03-11,2827
2017-03-12,2827
2017-03-13,2827
2017-03-14,2827
2017-03-15,2851
2017-03-16,2851
2017-03-17,2851
2017-03-18,2851
2017-03-19,2851
2017-03-20,2851
2017-03-21,2851
2017-03-22,2851
2017-03-23,2851
2017-03-24,2851
2017-03-25,2851
2017-03-26,2851
2017-03-27,2851
2017-03-28,2851
2017-03-29,2851
2017-03-30,2851
2017-03-31,2851
2017-04-01,2851
2017-04-02,2851
2017-04-03,2851
2017-04-04,2851
2017-04-05,2851
2017-04-12,2835
2017-04-13,2835
2017-04-14,2835
2017-04-15,2835
2017-04-16,2835
2017-04-17,2835
2017-04-18,2835
2017-04-19,2835
2017-04-20,2835
2017-04-21,2835
2017-04-22,2835
2017-04-23,2835
