date_obj,Marigolds price
2015-03-26,184
2015-03-27,184
2015-03-28,184
2015-03-29,184
2015-03-30,194
2015-03-31,194
2015-04-01,194
2015-04-02,194
2015-04-03,200
2015-04-04,200
2015-04-05,200
2015-04-06,200
2015-04-07,192
2015-04-08,192
2015-04-09,192
2015-04-10,192
2015-04-11,192
2015-04-12,192
2015-04-13,192
2015-04-14,192
2015-04-15,192
2015-04-16,184
2015-04-17,184
2015-04-18,184
2015-04-19,184
2015-04-20,175
2015-04-21,175
2015-04-22,175
2015-04-23,175
2015-04-24,167
2015-04-25,167
2015-04-26,167
2015-04-27,167
2015-04-28,159
2015-04-29,159
2015-04-30,159
2015-05-01,159
2015-05-02,159
2015-05-03,152
2015-05-04,152
2015-05-05,152
2015-05-06,152
2015-05-07,145
2015-05-08,145
2015-05-09,145
2015-05-10,145
2015-05-11,145
2015-05-12,140
2015-05-13,140
2015-05-14,140
2015-05-15,140
2015-05-16,140
2015-05-17,134
2015-05-18,134
2015-05-19,134
2015-05-20,134
2015-05-21,134
2015-05-22,134
2015-05-23,128
2015-05-24,128
2015-05-25,128
2015-05-26,128
2015-05-27,128
2015-05-28,122
2015-05-29,122
2015-05-30,116
2015-05-31,116
2015-06-01,116
2015-06-02,116
2015-06-03,111
2015-06-04,111
2015-06-05,111
2015-06-06,107
2015-06-07,107
2015-06-08,107
2015-06-09,107
2015-06-10,102
2015-06-11,102
2015-06-12,102
2015-06-13,102
2015-06-14,97
2015-06-15,97
2015-06-16,97
2015-06-17,97
2015-06-18,93
2015-06-19,93
2015-06-20,93
2015-06-21,93
2015-06-22,93
2015-06-23,93
2015-06-24,93
2015-06-25,93
2015-06-26,91
2015-06-27,91
2015-06-28,91
2015-06-29,91
2015-06-30,87
2015-07-01,87
2015-07-02,87
2015-07-03,87
2015-07-04,83
2015-07-05,83
2015-07-06,83
2015-07-07,83
2015-07-08,86
2015-07-09,86
2015-07-10,86
2015-07-11,86
2015-07-12,86
2015-07-13,91
2015-07-14,91
2015-07-15,91
2015-07-16,91
2015-07-17,96
2015-07-18,96
2015-07-19,96
2015-07-20,96
2015-07-21,96
2015-07-22,101
2015-07-23,101
2015-07-24,101
2015-07-25,101
2015-07-26,102
2015-07-27,102
2015-07-28,102
2015-07-29,101
2015-07-30,101
2015-07-31,101
2015-08-01,101
2015-08-02,101
2015-08-03,101
2015-08-04,101
2015-08-05,101
2015-08-06,101
2015-08-07,102
2015-08-08,102
2015-08-09,102
2015-08-10,105
2015-08-11,105
2015-08-12,105
2015-08-13,105
2015-08-14,109
2015-08-15,109
2015-08-16,109
2015-08-17,113
2015-08-18,113
2015-08-19,113
2015-08-20,108
2015-08-21,108
2015-08-22,108
2015-08-23,108
2015-08-24,104
2015-08-25,104
2015-08-26,104
2015-08-27,104
2015-08-28,104
2015-08-29,106
2015-08-30,106
2015-08-31,106
2015-09-01,106
2015-09-02,106
2015-09-03,106
2015-09-04,105
2015-09-05,105
2015-09-06,105
2015-09-07,105
2015-09-08,105
2015-09-09,111
2015-09-10,111
2015-09-11,111
2015-09-12,111
2015-09-13,111
2015-09-14,117
2015-09-15,117
2015-09-16,117
2015-09-17,117
2015-09-18,117
2015-09-19,118
2015-09-20,118
2015-09-21,118
2015-09-22,118
2015-09-23,114
2015-09-24,114
2015-09-25,114
2015-09-27,114
2015-09-28,118
2015-09-29,118
2015-09-30,118
2015-10-05,118
2015-10-06,118
2015-10-07,114
2015-10-08,114
2015-10-09,114
2015-10-10,114
2015-10-11,109
2015-10-12,109
2015-10-13,109
2015-10-14,109
2015-10-15,106
2015-10-16,106
2015-10-17,106
2015-10-18,106
2015-10-19,106
2015-10-20,108
2015-10-22,108
2015-10-23,108
2015-10-24,108
2015-10-25,114
2015-10-26,114
2015-10-27,114
2015-10-29,114
2015-10-30,120
2015-10-31,120
2015-11-01,120
2015-11-02,120
2015-11-03,120
2015-11-04,126
2015-11-05,126
2015-11-06,126
2015-11-07,126
2015-11-08,126
2015-11-09,133
2015-11-10,133
2015-11-11,133
2015-11-12,133
2015-11-13,133
2015-11-14,140
2015-11-15,140
2015-11-16,140
2015-11-17,140
2015-11-18,140
2015-11-19,142
2015-11-20,142
2015-11-21,142
2015-11-22,142
2015-11-23,142
2015-11-24,143
2015-11-25,143
2015-11-26,143
2015-11-27,143
2015-11-28,143
2015-11-29,150
2015-11-30,150
2015-12-01,150
2015-12-02,150
2015-12-03,150
2015-12-04,157
2015-12-05,157
2015-12-06,157
2015-12-07,157
2015-12-08,157
2015-12-09,165
2015-12-10,165
2015-12-11,165
2015-12-12,165
2015-12-13,165
2015-12-14,174
2015-12-15,174
2015-12-16,174
2015-12-17,174
2015-12-18,183
2015-12-19,183
2015-12-20,183
2015-12-21,183
2015-12-22,180
2015-12-23,180
2015-12-24,180
2015-12-25,180
2015-12-26,181
2015-12-27,181
2015-12-28,181
2015-12-29,183
2015-12-30,183
2015-12-31,183
2016-01-01,183
2016-01-02,183
2016-01-03,183
2016-01-04,183
2016-01-05,179
2016-01-06,179
2016-01-07,179
2016-01-08,179
2016-01-09,174
2016-01-10,174
2016-01-11,174
2016-01-12,168
2016-01-13,168
2016-01-14,168
2016-01-15,168
2016-01-16,169
2016-01-17,169
2016-01-18,169
2016-01-19,169
2016-01-20,171
2016-01-21,171
2016-01-22,171
2016-01-23,171
2016-01-24,177
2016-01-25,177
2016-01-26,177
2016-01-27,169
2016-01-28,169
2016-01-29,169
2016-01-30,169
2016-01-31,162
2016-02-01,162
2016-02-02,162
2016-02-03,154
2016-02-04,154
2016-02-05,154
2016-02-06,150
2016-02-07,150
2016-02-08,150
2016-02-09,150
2016-02-10,143
2016-02-11,143
2016-02-12,143
2016-02-13,136
2016-02-14,136
2016-02-15,136
2016-02-16,136
2016-02-17,130
2016-02-18,130
2016-02-19,130
2016-02-20,130
2016-02-21,125
2016-02-22,125
2016-02-23,125
2016-02-24,125
2016-02-25,119
2016-02-26,119
2016-02-27,119
2016-02-28,114
2016-02-29,114
2016-03-01,114
2016-03-02,109
2016-03-03,109
2016-03-04,109
2016-03-05,106
2016-03-06,106
2016-03-07,106
2016-03-08,106
2016-03-09,102
2016-03-10,102
2016-03-11,102
2016-03-12,102
2016-03-13,101
2016-03-14,101
2016-03-15,101
2016-03-16,101
2016-03-17,106
2016-03-18,106
2016-03-19,106
2016-03-20,106
2016-03-21,107
2016-03-22,107
2016-03-23,107
2016-03-24,107
2016-03-25,113
2016-03-26,113
2016-03-27,113
2016-03-28,113
2016-03-29,119
2016-03-30,119
2016-03-31,119
2016-04-01,119
2016-04-02,119
2016-04-03,125
2016-04-04,125
2016-04-05,125
2016-04-06,125
2016-04-07,125
2016-04-08,132
2016-04-09,132
2016-04-10,132
2016-04-11,132
2016-04-12,132
2016-04-13,131
2016-04-14,131
2016-04-15,131
2016-04-16,131
2016-04-17,131
2016-04-18,131
2016-04-19,131
2016-04-20,131
2016-04-21,136
2016-04-22,136
2016-04-23,136
2016-04-24,136
2016-04-25,140
2016-04-26,140
2016-04-27,140
2016-04-28,140
2016-04-29,142
2016-04-30,142
2016-05-01,142
2016-05-02,142
2016-05-03,137
2016-05-04,137
2016-05-05,137
2016-05-06,137
2016-05-07,143
2016-05-08,143
2016-05-09,143
2016-05-10,143
2016-05-11,144
2016-05-12,144
2016-05-13,144
2016-05-14,144
2016-05-15,150
2016-05-16,150
2016-05-17,150
2016-05-18,150
2016-05-19,152
2016-05-22,152
2016-05-23,153
2016-05-24,153
2016-05-25,153
2016-05-26,153
2016-05-27,149
2016-05-28,149
2016-05-29,149
2016-05-30,149
2016-05-31,142
2016-06-01,142
2016-06-02,142
2016-06-03,135
2016-06-04,135
2016-06-05,135
2016-06-06,129
2016-06-07,129
2016-06-08,129
2016-06-09,123
2016-06-10,123
2016-06-11,123
2016-06-12,117
2016-06-13,117
2016-06-14,117
2016-06-15,112
2016-06-16,112
2016-06-17,112
2016-06-18,107
2016-06-19,107
2016-06-20,107
2016-06-21,102
2016-06-22,102
2016-06-23,102
2016-06-24,102
2016-06-25,97
2016-06-26,97
2016-06-27,97
2016-06-28,99
2016-06-29,99
2016-06-30,99
2016-07-01,99
2016-07-02,104
2016-07-03,104
2016-07-04,104
2016-07-05,104
2016-07-06,108
2016-07-07,108
2016-07-08,108
2016-07-09,108
2016-07-10,107
2016-07-11,107
2016-07-12,107
2016-07-13,107
2016-07-14,101
2016-07-15,101
2016-07-16,101
2016-07-17,101
2016-07-18,96
2016-07-23,96
2016-07-24,92
2016-07-25,92
2016-07-26,92
2016-07-27,92
2016-07-28,92
2016-07-29,89
2016-07-30,89
2016-07-31,89
2016-08-01,89
2016-08-02,89
2016-08-03,87
2016-08-04,87
2016-08-05,87
2016-08-06,87
2016-08-07,87
2016-08-08,87
2016-08-09,87
2016-08-10,87
2016-08-11,87
2016-08-12,87
2016-08-13,84
2016-08-14,84
2016-08-15,84
2016-08-16,84
2016-08-17,84
2016-08-18,84
2016-08-19,81
2016-08-20,81
2016-08-21,81
2016-08-22,81
2016-08-23,81
2016-08-24,76
2016-08-25,76
2016-08-26,76
2016-08-28,76
2016-08-31,73
2016-09-01,73
2016-09-02,73
2016-09-03,73
2016-09-04,72
2016-09-05,72
2016-09-06,72
2016-09-07,72
2016-09-08,72
2016-09-09,72
2016-09-10,75
2016-09-11,75
2016-09-12,75
2016-09-13,75
2016-09-14,75
2016-09-15,75
2016-09-16,75
2016-09-17,72
2016-09-18,72
2016-09-19,72
2016-09-20,72
2016-09-21,72
2016-09-22,72
2016-09-23,70
2016-09-24,70
2016-09-25,70
2016-09-26,70
2016-09-27,70
2016-09-28,70
2016-09-29,70
2016-09-30,70
2016-10-01,70
2016-10-02,70
2016-10-03,70
2016-10-04,74
2016-10-05,74
2016-10-06,74
2016-10-07,74
2016-10-08,74
2016-10-09,74
2016-10-10,78
2016-10-11,78
2016-10-12,78
2016-10-13,78
2016-10-14,78
2016-10-15,81
2016-10-16,81
2016-10-17,81
2016-10-18,81
2016-10-19,81
2016-10-20,86
2016-10-21,86
2016-10-22,86
2016-10-23,86
2016-10-24,88
2016-10-25,88
2016-10-26,88
2016-10-27,88
2016-10-28,88
2016-10-29,88
2016-10-30,88
2016-10-31,89
2016-11-01,89
2016-11-02,89
2016-11-03,89
2016-11-04,89
2016-11-05,89
2016-11-06,84
2016-11-07,84
2016-11-08,84
2016-11-09,84
2016-11-10,84
2016-11-11,84
2016-11-12,80
2016-11-13,80
2016-11-14,80
2016-12-07,77
2016-12-08,77
2016-12-09,77
2016-12-10,77
2016-12-11,77
2016-12-12,79
2016-12-13,79
2016-12-14,79
2016-12-15,79
2016-12-16,79
2016-12-17,82
2016-12-18,82
2016-12-19,82
2016-12-20,82
2016-12-21,82
2016-12-22,81
2016-12-23,81
2016-12-24,81
2016-12-25,81
2016-12-26,81
2016-12-27,81
2016-12-28,81
2016-12-29,81
2016-12-30,81
2016-12-31,81
2017-01-01,80
2017-01-02,80
2017-01-03,80
2017-01-04,80
2017-01-05,81
2017-01-06,81
2017-01-07,81
2017-01-08,81
2017-01-09,82
2017-01-10,82
2017-01-11,82
2017-01-12,82
2017-01-13,86
2017-01-14,86
2017-01-15,86
2017-01-16,86
2017-01-17,87
2017-01-18,87
2017-01-19,87
2017-01-20,87
2017-01-21,86
2017-01-22,86
2017-01-27,87
2017-01-28,87
2017-01-29,86
2017-01-30,86
2017-01-31,86
2017-02-01,86
2017-02-02,85
2017-02-03,85
2017-02-04,85
2017-02-05,85
2017-02-06,83
2017-02-07,83
2017-02-08,83
2017-02-09,83
2017-02-10,82
2017-02-11,82
2017-02-12,82
2017-02-13,82
2017-02-14,80
2017-02-15,80
2017-02-16,80
2017-02-18,80
2017-02-19,82
2017-02-20,82
2017-02-21,82
2017-02-22,82
2017-02-23,82
2017-02-24,83
2017-02-25,83
2017-02-26,83
2017-02-27,83
2017-02-28,81
2017-03-01,81
2017-03-02,81
2017-03-03,81
2017-03-04,81
2017-03-05,81
2017-03-06,81
2017-03-07,81
2017-03-08,81
2017-03-09,83
2017-03-10,83
2017-03-11,83
2017-03-12,83
2017-03-13,82
2017-03-14,82
2017-03-15,82
2017-03-16,82
2017-03-17,82
2017-03-18,82
2017-03-19,82
2017-03-20,82
2017-03-21,79
2017-03-22,79
2017-03-23,79
2017-03-24,79
2017-03-25,79
2017-03-26,78
2017-03-27,78
2017-03-28,78
2017-03-29,78
2017-03-30,81
2017-03-31,81
2017-04-01,81
2017-04-02,81
2017-04-03,83
2017-04-04,83
2017-04-12,83
2017-04-13,83
2017-04-14,83
2017-04-15,83
2017-04-16,82
2017-04-17,82
2017-04-18,82
2017-04-19,82
2017-04-20,78
2017-04-21,78
2017-04-22,78
2017-04-23,78
2017-04-24,74
2017-04-25,74
2017-04-26,74
2017-04-27,74
2017-04-28,70
2017-04-29,70
2017-04-30,70
2017-05-01,70
2017-05-02,66
2017-05-03,66
2017-05-04,66
2017-05-05,66
2017-05-06,63
2017-05-07,63
2017-05-08,63
2017-05-09,63
2017-05-10,60
2017-05-11,60
2017-05-12,60
2017-05-13,60
2017-05-14,59
2017-05-15,59
2017-05-16,59
2017-05-17,59
2017-05-18,57
2017-05-19,57
2017-05-20,57
2017-05-21,57
2017-05-22,57
2017-05-23,55
2017-05-24,55
2017-05-25,55
2017-05-26,55
2017-05-27,55
2017-05-28,56
2017-05-29,56
2017-05-30,56
2017-05-31,58
2017-06-01,58
2017-06-02,58
2017-06-03,58
2017-06-06,60
2017-06-07,60
2017-06-08,60
2017-06-09,58
2017-06-10,58
2017-06-11,58
2017-06-12,58
2017-06-13,56
2017-06-14,56
2017-06-15,56
2017-06-16,56
2017-06-17,56
2017-06-18,56
2017-06-19,56
2017-06-20,56
2017-06-21,56
2017-06-22,56
2017-06-23,59
2017-06-24,59
2017-06-25,59
2017-06-26,59
2017-06-27,62
2017-06-28,62
2017-06-29,62
2017-06-30,62
2017-07-01,62
2017-07-02,66
2017-07-03,66
2017-07-04,66
2017-07-05,66
2017-07-06,69
2017-07-07,69
2017-07-08,69
2017-07-13,73
2017-07-14,73
2017-07-15,76
2017-07-16,76
2017-07-17,76
2017-07-18,76
2017-07-19,76
2017-07-20,74
2017-07-21,74
2017-07-22,74
2017-07-23,70
2017-07-24,70
2017-07-25,70
2017-07-26,70
2017-07-27,68
2017-07-28,68
2017-07-29,68
2017-07-30,68
2017-07-31,68
2017-08-01,72
2017-08-02,72
2017-08-03,72
2017-08-04,72
2017-08-05,76
2017-08-06,76
2017-08-09,80
2017-08-10,80
2017-08-11,80
2017-08-12,80
2017-08-13,83
2017-08-14,83
2017-08-15,83
2017-08-16,83
2017-08-17,85
2017-08-18,85
2017-08-19,85
2017-08-20,85
2017-08-21,85
2017-08-22,90
2017-08-23,90
