date_obj,Wildblood%20seed price
2019-09-02,216
2019-09-03,211
2019-09-04,218
2019-09-05,225
2019-09-06,229
2019-09-07,222
2019-09-08,220
2019-09-09,225
2019-09-10,213
2019-09-11,203
2019-09-12,205
2019-09-13,211
2019-09-14,214
2019-09-15,210
2019-09-16,206
2019-09-17,208
2019-09-18,208
2019-09-19,203
2019-09-20,207
2019-09-21,201
2019-09-22,200
2019-09-23,205
2019-09-24,208
2019-09-25,215
2019-09-26,216
2019-09-27,205
2019-09-28,205
2019-09-29,207
2019-09-30,211
2019-10-01,204
2019-10-02,206
2019-10-03,200
2019-10-04,203
2019-10-05,212
2019-10-06,217
2019-10-07,215
2019-10-08,205
2019-10-09,205
2019-10-10,195
2019-10-11,200
2019-10-12,206
2019-10-13,206
2019-10-14,202
2019-10-15,205
2019-10-16,199
2019-10-17,203
2019-10-18,201
2019-10-19,200
2019-10-20,192
2019-10-21,189
2019-10-22,182
2019-10-23,180
2019-10-24,178
2019-10-25,177
2019-10-26,172
2019-10-27,166
2019-10-28,157
2019-10-29,156
2019-10-30,148
2019-10-31,143
2019-11-01,138
2019-11-02,134
2019-11-03,127
2019-11-04,122
2019-11-05,118
2019-11-06,113
2019-11-07,108
2019-11-08,102
2019-11-09,96
2019-11-10,91
2019-11-11,87
2019-11-12,84
2019-11-13,79
2019-11-14,76
2019-11-15,74
2019-11-16,72
2019-11-17,70
2019-11-18,67
2019-11-19,65
2019-11-20,62
2019-11-21,59
2019-11-22,56
2019-11-23,53
2019-11-24,50
2019-11-25,48
2019-11-26,46
2019-11-27,44
2019-11-28,41
2019-11-29,38
2019-11-30,36
2019-12-01,35
2019-12-02,33
2019-12-03,32
2019-12-04,31
2019-12-05,31
2019-12-06,30
2019-12-07,29
2019-12-08,29
2019-12-09,29
2019-12-10,28
2019-12-11,28
2019-12-12,27
2019-12-13,26
2019-12-14,27
2019-12-15,28
2019-12-16,29
2019-12-17,30
2019-12-18,30
2019-12-19,30
2019-12-20,31
2019-12-21,32
2019-12-22,31
2019-12-23,31
2019-12-24,30
2019-12-25,29
2019-12-26,27
2019-12-27,26
2019-12-28,25
2019-12-29,23
2019-12-30,23
2019-12-31,21
2020-01-01,20
2020-01-02,20
2020-01-03,20
2020-01-04,20
2020-01-05,20
2020-01-06,20
2020-01-07,20
2020-01-08,19
2020-01-09,19
2020-01-10,19
2020-01-11,20
2020-01-12,21
2020-01-13,23
2020-01-14,25
2020-01-15,27
2020-01-16,29
2020-01-17,31
2020-01-18,33
2020-01-19,35
2020-01-20,37
2020-01-21,39
2020-01-22,41
2020-01-23,44
2020-01-24,47
2020-01-25,50
2020-01-26,53
2020-01-27,56
2020-01-28,59
2020-01-29,61
2020-01-30,65
2020-01-31,69
2020-02-01,71
2020-02-02,75
2020-02-03,79
2020-02-04,83
2020-02-05,88
2020-02-06,93
2020-02-07,98
2020-02-08,103
2020-02-09,109
2020-02-10,115
2020-02-11,121
2020-02-12,128
2020-02-13,135
2020-02-14,142
2020-02-15,148
2020-02-16,155
2020-02-17,163
2020-02-18,172
2020-02-19,179
2020-02-20,186
2020-02-21,196
2020-02-22,203
2020-02-23,205
2020-02-24,210
2020-02-25,210
2020-02-26,216
2020-02-27,220
2020-02-28,221
2020-02-29,223
2020-03-01,226
2020-03-02,230
2020-03-03,234
2020-03-04,241
2020-03-05,239
2020-03-06,237
2020-03-07,240
2020-03-08,238
2020-03-09,236
2020-03-10,239
2020-03-11,246
2020-03-12,250
2020-03-13,247
2020-03-14,246
2020-03-15,245
2020-03-16,247
2020-03-17,244
2020-03-18,236
2020-03-19,232
2020-03-20,225
2020-03-21,215
2020-03-22,205
2020-03-23,195
2020-03-24,185
2020-03-25,176
2020-03-26,167
2020-03-27,158
2020-03-28,150
2020-03-29,142
2020-03-30,135
2020-03-31,130
2020-04-01,123
2020-04-02,116
2020-04-03,110
2020-04-04,106
2020-04-05,104
2020-04-06,102
2020-04-07,105
2020-04-08,108
2020-04-09,113
2020-04-10,114
2020-04-11,116
2020-04-12,117
2020-04-13,120
2020-04-14,122
2020-04-15,125
2020-04-16,130
2020-04-17,134
2020-04-18,137
2020-04-19,140
2020-04-20,141
2020-04-21,143
2020-04-22,148
2020-04-23,153
2020-04-24,158
2020-04-25,162
2020-04-26,160
2020-04-27,158
2020-04-28,159
2020-04-29,163
2020-04-30,166
2020-05-01,165
2020-05-02,165
2020-05-03,157
2020-05-04,152
2020-05-05,150
2020-05-06,150
2020-05-07,147
2020-05-08,146
2020-05-09,138
2020-05-10,132
2020-05-11,125
2020-05-12,118
2020-05-13,112
