date_obj,Ugthanki%20kebab price
2015-03-26,801
2015-03-27,801
2015-03-28,801
2015-03-29,801
2015-03-30,801
2015-03-31,801
2015-04-01,801
2015-04-02,801
2015-04-03,801
2015-04-04,801
2015-04-05,823
2015-04-06,823
2015-04-07,823
2015-04-08,823
2015-04-09,823
2015-04-10,823
2015-04-11,823
2015-04-12,823
2015-04-13,823
2015-04-14,823
2015-04-15,823
2015-04-16,823
2015-04-17,823
2015-04-18,823
2015-04-19,823
2015-04-20,823
2015-04-21,823
2015-04-22,823
2015-04-23,854
2015-04-24,854
2015-04-25,854
2015-04-26,854
2015-04-27,854
2015-04-28,854
2015-04-29,854
2015-04-30,854
2015-05-01,854
2015-05-02,854
2015-05-03,854
2015-05-04,854
2015-05-05,854
2015-05-06,854
2015-05-07,854
2015-05-08,854
2015-05-09,854
2015-05-10,854
2015-05-11,854
2015-05-12,879
2015-05-13,879
2015-05-14,879
2015-05-15,879
2015-05-16,879
2015-05-17,879
2015-05-18,879
2015-05-19,879
2015-05-20,879
2015-05-21,879
2015-05-22,879
2015-05-23,879
2015-05-24,879
2015-05-25,879
2015-05-26,879
2015-05-27,879
2015-05-28,888
2015-05-29,888
2015-05-30,888
2015-05-31,888
2015-06-01,888
2015-06-02,888
2015-06-03,888
2015-06-04,888
2015-06-05,888
2015-06-06,888
2015-06-07,882
2015-06-08,882
2015-06-09,882
2015-06-10,882
2015-06-11,882
2015-06-12,882
2015-06-13,882
2015-06-14,882
2015-06-15,882
2015-06-16,882
2015-06-17,882
2015-06-18,880
2015-06-19,880
2015-06-20,880
2015-06-21,880
2015-06-22,880
2015-06-23,880
2015-06-24,880
2015-06-25,880
2015-06-26,880
2015-06-27,880
2015-06-28,896
2015-06-29,896
2015-06-30,896
2015-07-01,896
2015-07-02,896
2015-07-03,896
2015-07-04,896
2015-07-05,896
2015-07-06,896
2015-07-07,896
2015-07-08,896
2015-07-09,896
2015-07-10,901
2015-07-11,901
2015-07-12,901
2015-07-13,901
2015-07-14,901
2015-07-15,901
2015-07-16,901
2015-07-17,901
2015-07-18,901
2015-07-19,901
2015-07-20,902
2015-07-21,902
2015-07-22,902
2015-07-23,902
2015-07-24,902
2015-07-25,902
2015-07-26,902
2015-07-27,902
2015-07-28,902
2015-07-29,902
2015-07-30,902
2015-07-31,870
2015-08-01,870
2015-08-02,870
2015-08-03,870
2015-08-04,870
2015-08-05,870
2015-08-06,870
2015-08-07,870
2015-08-08,870
2015-08-09,861
2015-08-10,861
2015-08-11,861
2015-08-12,861
2015-08-13,861
2015-08-14,861
2015-08-15,861
2015-08-16,861
2015-08-17,861
2015-08-18,861
2015-08-19,865
2015-08-20,865
2015-08-21,865
2015-08-22,865
2015-08-23,865
2015-08-24,865
2015-08-25,865
2015-08-26,865
2015-08-27,865
2015-08-28,858
2015-08-29,858
2015-08-30,858
2015-08-31,858
2015-09-01,858
2015-09-02,858
2015-09-03,858
2015-09-04,858
2015-09-05,858
2015-09-06,858
2015-09-07,823
2015-09-08,823
2015-09-09,823
2015-09-10,823
2015-09-11,823
2015-09-12,823
2015-09-13,823
2015-09-14,823
2015-09-15,796
2015-09-16,796
2015-09-17,796
2015-09-18,796
2015-09-19,796
2015-09-20,796
2015-09-21,796
2015-09-22,796
2015-09-23,796
2015-09-24,796
2015-09-25,796
2015-09-27,794
2015-09-28,794
2015-09-29,794
2015-09-30,794
2015-10-05,794
2015-10-06,831
2015-10-07,831
2015-10-08,831
2015-10-09,831
2015-10-10,831
2015-10-11,831
2015-10-12,831
2015-10-13,831
2015-10-14,831
2015-10-15,841
2015-10-16,841
2015-10-17,841
2015-10-18,841
2015-10-19,841
2015-10-20,841
2015-10-22,841
2015-10-23,841
2015-10-24,841
2015-10-25,856
2015-10-26,856
2015-10-27,856
2015-10-29,856
2015-10-30,856
2015-10-31,856
2015-11-01,856
2015-11-02,856
2015-11-03,856
2015-11-04,856
2015-11-05,838
2015-11-06,838
2015-11-07,838
2015-11-08,838
2015-11-09,838
2015-11-10,838
2015-11-11,838
2015-11-12,838
2015-11-13,838
2015-11-14,838
2015-11-15,838
2015-11-16,838
2015-11-17,838
2015-11-18,838
2015-11-19,837
2015-11-20,837
2015-11-21,837
2015-11-22,837
2015-11-23,837
2015-11-24,837
2015-11-25,837
2015-11-26,837
2015-11-27,837
2015-11-28,837
2015-11-29,864
2015-11-30,864
2015-12-01,864
2015-12-02,864
2015-12-03,864
2015-12-04,864
2015-12-05,864
2015-12-06,864
2015-12-07,864
2015-12-08,864
2015-12-09,889
2015-12-10,889
2015-12-11,889
2015-12-13,889
2015-12-14,889
2015-12-15,889
2015-12-16,889
2015-12-17,923
2015-12-18,923
2015-12-19,923
2015-12-20,923
2015-12-21,923
2015-12-22,923
2015-12-23,923
2015-12-24,923
2015-12-25,952
2015-12-26,952
2015-12-27,952
2015-12-28,952
2015-12-29,952
2015-12-30,952
2015-12-31,952
2016-01-01,952
2016-01-02,976
2016-01-03,976
2016-01-04,976
2016-01-05,976
2016-01-07,976
2016-01-08,976
2016-01-09,981
2016-01-10,981
2016-01-11,981
2016-01-12,981
2016-01-13,981
2016-01-14,981
2016-01-15,946
2016-01-16,946
2016-01-17,946
2016-01-18,946
2016-01-19,946
2016-01-20,946
2016-01-21,946
2016-01-22,946
2016-01-23,912
2016-01-24,912
2016-01-25,912
2016-01-26,912
2016-01-27,912
2016-01-28,912
2016-01-29,898
2016-01-30,898
2016-01-31,898
2016-02-01,898
2016-02-02,898
2016-02-03,898
2016-02-04,898
2016-02-05,898
2016-02-06,874
2016-02-07,874
2016-02-08,874
2016-02-09,874
2016-02-10,874
2016-02-11,874
2016-02-12,874
2016-02-13,874
2016-02-14,853
2016-02-15,853
2016-02-16,853
2016-02-17,853
2016-02-18,853
2016-02-19,853
2016-02-20,853
2016-02-21,822
2016-02-22,822
2016-02-23,822
2016-02-24,822
2016-02-25,822
2016-02-26,822
2016-02-27,817
2016-02-28,817
2016-02-29,817
2016-03-01,817
2016-03-02,817
2016-03-03,817
2016-03-04,817
2016-03-05,817
2016-03-06,796
2016-03-07,796
2016-03-08,796
2016-03-09,796
2016-03-10,796
2016-03-11,796
2016-03-12,796
2016-03-13,829
2016-03-14,829
2016-03-15,829
2016-03-16,829
2016-03-17,829
2016-03-18,829
2016-03-19,829
2016-03-20,870
2016-03-21,870
2016-03-22,870
2016-03-23,870
2016-03-24,870
2016-03-25,870
2016-03-26,893
2016-03-27,893
2016-03-28,893
2016-03-29,893
2016-03-30,893
2016-03-31,893
2016-04-01,893
2016-04-02,921
2016-04-03,921
