date_obj,Cocktail%20glass price
2019-08-24,203
2019-08-25,203
2019-08-25,203
2019-08-26,202
2019-08-26,202
2019-08-27,193
2019-08-27,193
2019-08-28,189
2019-08-29,185
2019-08-30,190
2019-08-31,190
2019-09-01,195
2019-09-02,195
2019-09-03,198
2019-09-04,206
2019-09-05,202
2019-09-06,202
2019-09-07,202
2019-09-08,208
2019-09-09,208
2019-09-10,207
2019-09-11,213
2019-09-12,223
2019-09-13,223
2019-09-14,228
2019-09-15,219
2019-09-16,221
2019-09-17,209
2019-09-18,213
2019-09-19,213
2019-09-20,209
2019-09-21,204
2019-09-22,194
2019-09-23,187
2019-09-24,187
2019-09-25,194
2019-09-26,187
2019-09-27,187
2019-09-28,187
2019-09-29,187
2019-09-30,195
2019-10-01,189
2019-10-02,189
2019-10-03,184
2019-10-04,184
2019-10-05,177
2019-10-06,184
2019-10-07,184
2019-10-08,194
2019-10-09,194
2019-10-10,197
2019-10-11,197
2019-10-12,200
2019-10-13,206
2019-10-14,195
2019-10-15,187
2019-10-16,194
2019-10-17,194
2019-10-18,193
2019-10-19,184
2019-10-20,184
2019-10-21,185
2019-10-22,179
2019-10-23,170
2019-10-24,165
2019-10-25,169
2019-10-26,175
2019-10-27,179
2019-10-28,182
2019-10-29,182
2019-10-30,192
2019-10-31,201
2019-11-01,204
2019-11-02,204
2019-11-03,214
2019-11-04,203
2019-11-05,203
2019-11-06,198
2019-11-07,197
2019-11-08,190
2019-11-09,196
2019-11-10,198
2019-11-11,197
2019-11-12,197
2019-11-13,197
2019-11-14,197
2019-11-15,207
2019-11-16,216
2019-11-17,216
2019-11-18,215
2019-11-19,215
2019-11-20,217
2019-11-21,217
2019-11-22,212
2019-11-23,209
2019-11-24,215
2019-11-25,224
2019-11-26,231
2019-11-27,231
2019-11-28,224
2019-11-29,224
2019-11-30,212
2019-12-01,201
2019-12-02,197
2019-12-03,197
2019-12-04,194
2019-12-05,194
2019-12-06,187
2019-12-07,182
2019-12-08,182
2019-12-09,176
2019-12-10,167
2019-12-11,166
2019-12-12,166
2019-12-13,174
2019-12-14,181
2019-12-15,184
2019-12-16,184
2019-12-17,193
2019-12-18,193
2019-12-19,185
2019-12-20,189
2019-12-21,195
2019-12-22,204
2019-12-23,204
2019-12-24,209
2019-12-25,212
2019-12-26,212
2019-12-27,217
2019-12-28,217
2019-12-29,215
2019-12-30,216
2019-12-31,214
2020-01-01,208
2020-01-02,211
2020-01-03,211
2020-01-04,217
2020-01-05,223
2020-01-06,229
2020-01-07,232
2020-01-08,232
2020-01-09,230
2020-01-10,240
2020-01-11,245
2020-01-12,241
2020-01-13,241
2020-01-14,246
2020-01-15,255
2020-01-16,259
2020-01-17,269
2020-01-18,269
2020-01-19,283
2020-01-20,298
2020-01-21,298
2020-01-22,300
2020-01-23,285
2020-01-24,273
2020-01-25,282
2020-01-26,291
2020-01-27,285
2020-01-28,292
2020-01-29,302
2020-01-30,300
2020-01-31,296
2020-02-01,283
2020-02-02,279
2020-02-03,267
2020-02-04,266
2020-02-05,252
2020-02-06,239
2020-02-07,227
2020-02-08,215
2020-02-09,212
2020-02-10,202
2020-02-11,192
2020-02-12,182
2020-02-13,173
2020-02-14,164
2020-02-15,155
2020-02-16,151
2020-02-17,147
2020-02-18,150
2020-02-19,154
2020-02-20,158
2020-02-21,158
2020-02-22,161
2020-02-23,168
2020-02-24,177
2020-02-25,186
2020-02-26,182
2020-02-27,177
2020-02-28,177
2020-02-29,177
2020-03-01,175
2020-03-02,179
2020-03-03,187
2020-03-04,187
2020-03-05,190
2020-03-06,185
2020-03-07,184
2020-03-08,191
2020-03-09,197
2020-03-10,207
2020-03-11,218
2020-03-12,227
2020-03-13,239
2020-03-14,244
2020-03-15,250
2020-03-16,255
2020-03-17,260
2020-03-18,255
2020-03-19,262
2020-03-20,262
2020-03-21,267
2020-03-22,256
2020-03-23,261
2020-03-24,274
2020-03-25,269
2020-03-26,264
2020-03-27,250
2020-03-28,238
2020-03-29,237
2020-03-30,248
2020-03-31,244
2020-04-01,234
2020-04-02,222
2020-04-03,210
2020-04-04,202
2020-04-05,198
2020-04-06,192
2020-04-07,184
2020-04-08,191
2020-04-09,197
2020-04-10,196
2020-04-11,198
2020-04-12,207
2020-04-13,206
2020-04-14,204
2020-04-15,204
2020-04-16,209
2020-04-17,200
2020-04-18,195
2020-04-19,189
2020-04-20,197
2020-04-21,207
2020-04-22,218
2020-04-23,228
2020-04-24,239
2020-04-25,244
2020-04-26,246
2020-04-27,243
2020-04-28,235
2020-04-29,229
2020-04-30,229
2020-05-01,234
2020-05-02,238
2020-05-03,231
2020-05-04,228
2020-05-05,216
2020-05-06,210
2020-05-07,201
2020-05-08,203
2020-05-09,211
2020-05-10,217
2020-05-11,216
2020-05-12,217
2020-05-13,210
