date_obj,Studded%20chaps%20(t) price
2015-07-19,9085
2015-07-20,9120
2015-07-21,9120
2015-07-22,9123
2015-07-23,9123
2015-07-24,9123
2015-07-25,9331
2015-07-26,9331
2015-07-27,9546
2015-07-28,9546
2015-07-29,9608
2015-07-30,9608
2015-07-31,9608
2015-08-01,9275
2015-08-02,9275
2015-08-03,9384
2015-08-04,9384
2015-08-05,9430
2015-08-06,9430
2015-08-07,9430
2015-08-08,9496
2015-08-09,9496
2015-08-10,9688
2015-08-11,9688
2015-08-12,9688
2015-08-13,9908
2015-08-14,9908
2015-08-15,10277
2015-08-16,10277
2015-08-17,10436
2015-08-18,10436
2015-08-19,10339
2015-08-20,10339
2015-08-21,10379
2015-08-22,10379
2015-08-23,10379
2015-08-24,10083
2015-08-25,10083
2015-08-26,10083
2015-08-27,10209
2015-08-28,10209
2015-08-29,10300
2015-08-30,10300
2015-08-31,10300
2015-09-01,10100
2015-09-02,10100
2015-09-03,10100
2015-09-04,10048
2015-09-05,10048
2015-09-06,10242
2015-09-07,10242
2015-09-08,10487
2015-09-09,10487
2015-09-10,10434
2015-09-11,10434
2015-09-12,10622
2015-09-13,10622
2015-09-14,10534
2015-09-15,10534
2015-09-16,10534
2015-09-17,10416
2015-09-18,10416
2015-09-19,10416
2015-09-20,10359
2015-09-21,10359
2015-09-22,10022
2015-09-23,10022
2015-09-24,9619
2015-09-25,9619
2015-09-27,9721
2015-09-28,9755
2015-09-29,9755
2015-09-30,10001
2015-10-05,9546
2015-10-06,9481
2015-10-07,9481
2015-10-08,9481
2015-10-09,9344
2015-10-10,9344
2015-10-11,9458
2015-10-12,9458
2015-10-13,9507
2015-10-14,9507
2015-10-15,9556
2015-10-16,9556
2015-10-17,9556
2015-10-18,9691
2015-10-19,9691
2015-10-20,10119
2015-10-22,10119
2015-10-23,10434
2015-10-24,10434
2015-10-25,10573
2015-10-26,10573
2015-10-27,10573
2015-10-29,10359
2015-10-30,10359
2015-10-31,10503
2015-11-01,10503
2015-11-02,10652
2015-11-03,10652
2015-11-04,10652
2015-11-05,10519
2015-11-06,10519
2015-11-07,10793
2015-11-08,10793
2015-11-09,10793
2015-11-10,11178
2015-11-11,11178
2015-11-12,11178
2015-11-13,11699
2015-11-14,11699
2015-11-15,12160
2015-11-16,12160
2015-11-17,12635
2015-11-18,12635
2015-11-19,13150
2015-11-20,13739
2015-11-21,13739
2015-11-22,14217
2015-11-23,14217
2015-11-24,14217
2015-11-25,14889
2015-11-26,14889
2015-11-27,14889
2015-11-28,15502
2015-11-29,15502
2015-11-30,16189
2015-12-01,16189
2015-12-02,16189
2015-12-03,16915
2015-12-04,16915
2015-12-05,16915
2015-12-06,17706
2015-12-07,17706
2015-12-08,17706
2015-12-09,18471
2015-12-10,18471
2015-12-11,18471
2015-12-13,19359
2015-12-14,19359
2015-12-15,19359
2015-12-16,20197
2015-12-17,20197
2015-12-18,20197
2015-12-19,21096
2015-12-20,21096
2015-12-21,21709
2015-12-22,21709
2015-12-23,21709
2015-12-24,22695
2015-12-25,22695
2015-12-26,22695
2015-12-27,23735
2015-12-28,23735
2015-12-29,23735
2015-12-30,24856
2015-12-31,24856
2016-01-01,24856
2016-01-02,25976
2016-01-03,25976
2016-01-04,27050
2016-01-05,27050
2016-01-06,27050
2016-01-07,27996
2016-01-08,27996
2016-01-09,27996
2016-01-10,29134
2016-01-11,29134
2016-01-12,29134
2016-01-13,30435
2016-01-14,30435
2016-01-15,30435
2016-01-16,31646
2016-01-17,31646
2016-01-18,31646
2016-01-19,33043
2016-01-20,33043
2016-01-21,33043
2016-01-22,34537
2016-01-23,34537
2016-01-24,34537
2016-01-25,35902
2016-01-26,35902
2016-01-27,35902
2016-01-28,37411
2016-01-29,37411
2016-01-30,37411
2016-01-31,38581
2016-02-01,38581
2016-02-02,38581
2016-02-03,38581
2016-02-04,40315
2016-02-05,40315
2016-02-06,40315
2016-02-07,40315
2016-02-08,42091
2016-02-09,42091
2016-02-10,42091
2016-02-11,42091
2016-02-12,43171
2016-02-13,43171
2016-02-14,43171
2016-02-15,43171
2016-02-16,45029
2016-02-17,45029
2016-02-18,45029
2016-02-19,45029
2016-02-20,46979
2016-02-21,46979
2016-02-22,46979
2016-02-23,49049
2016-02-24,49049
2016-02-25,49049
2016-02-26,49049
2016-02-27,51309
2016-02-28,51309
2016-02-29,51309
2016-03-01,53365
2016-03-02,53365
2016-03-03,53365
2016-03-04,53365
2016-03-05,55722
2016-03-06,55722
2016-03-07,55722
2016-03-08,55722
2016-03-09,58177
2016-03-10,58177
2016-03-11,58177
2016-03-12,58177
2016-03-13,58177
2016-03-14,58258
2016-03-15,58258
2016-03-16,58258
2016-03-17,55705
2016-03-18,55705
2016-03-19,55705
2016-03-20,53093
2016-03-21,53093
2016-03-22,53093
2016-03-23,50520
2016-03-24,50520
2016-03-25,48331
2016-03-26,48331
2016-03-27,46239
2016-03-28,44349
2016-03-29,44349
2016-03-30,44349
2016-03-31,42266
2016-04-01,42266
2016-04-02,40390
2016-04-03,38615
2016-04-04,37015
2016-04-05,37015
2016-04-06,35324
2016-04-07,33838
2016-04-08,32265
2016-04-09,30693
2016-04-10,29266
2016-04-11,29266
2016-04-12,27858
2016-04-13,26584
2016-04-14,25359
2016-04-15,24206
2016-04-16,23077
2016-04-17,22041
2016-04-18,20979
2016-04-19,20038
2016-04-20,19174
2016-04-21,18274
2016-04-22,18274
2016-04-23,17417
2016-04-24,16609
2016-04-25,15825
2016-04-26,15141
2016-04-27,14383
2016-04-28,14383
2016-04-29,13678
2016-04-30,13092
2016-05-01,12504
2016-05-02,12504
2016-05-03,12045
2016-05-04,12045
2016-05-05,11658
2016-05-06,11658
2016-05-07,11539
2016-05-08,11539
2016-05-09,10962
2016-05-10,10413
2016-05-11,10413
2016-05-12,9910
2016-05-13,9466
2016-05-14,9466
2016-05-15,8995
2016-05-16,8995
2016-05-17,8701
2016-05-18,8701
2016-05-19,8550
2016-05-22,7732
2016-05-23,7433
2016-05-24,7066
2016-05-25,7066
2016-05-26,6853
2016-05-27,6705
2016-05-28,6705
2016-05-29,6703
2016-05-30,6703
2016-05-31,6884
2016-06-01,7082
2016-06-02,7082
2016-06-03,7086
2016-06-04,7086
2016-06-05,7413
2016-06-06,7612
2016-06-07,7612
2016-06-08,7836
2016-06-09,7836
2016-06-10,7966
2016-06-11,7966
2016-06-12,8265
2016-06-13,8265
2016-06-14,8518
2016-06-15,8518
2016-06-16,8518
2016-06-17,8800
2016-06-18,8800
2016-06-19,9023
2016-06-20,9023
2016-06-21,9319
2016-06-22,9319
2016-06-23,9532
2016-06-24,9532
2016-06-25,9714
2016-06-26,9714
2016-06-27,9714
2016-06-28,9856
2016-06-29,9856
2016-06-30,10056
2016-07-01,10056
2016-07-02,10447
2016-07-03,10447
2016-07-04,10653
2016-07-05,10653
2016-07-06,10461
2016-07-07,10461
2016-07-08,10138
2016-07-09,10138
2016-07-10,9829
2016-07-11,9829
2016-07-12,9609
2016-07-13,9609
2016-07-14,9396
2016-07-15,9396
2016-07-16,9249
2016-07-17,9249
2016-07-18,9075
2016-07-24,8871
2016-07-25,8871
2016-07-26,9130
2016-07-27,9130
2016-07-28,9520
2016-07-29,9520
2016-07-30,9827
2016-07-31,9827
2016-08-01,9827
2016-08-02,10119
2016-08-03,10119
2016-08-04,10123
2016-08-05,10123
2016-08-06,10123
2016-08-07,10313
2016-08-08,10313
2016-08-09,10313
2016-08-10,10409
2016-08-11,10409
2016-08-12,10409
2016-08-13,10078
2016-08-14,10078
2016-08-15,10078
2016-08-16,10083
2016-08-17,10083
2016-08-18,10083
2016-08-19,9819
2016-08-20,9819
2016-08-21,9528
2016-08-22,9528
2016-08-23,9051
2016-08-24,9051
2016-08-25,8598
2016-08-26,8598
2016-08-28,8461
2016-08-31,8321
2016-09-01,8202
2016-09-02,8202
2016-09-03,8202
2016-09-04,8212
2016-09-05,8212
2016-09-06,8045
2016-09-07,8045
2016-09-08,8045
2016-09-09,7963
2016-09-10,7963
2016-09-11,8095
2016-09-12,8095
2016-09-13,8218
2016-09-14,8218
2016-09-15,8394
2016-09-16,8394
2016-09-17,8394
2016-09-18,8604
2016-09-19,8604
2016-09-20,8604
2016-09-21,8527
2016-09-22,8527
2016-09-23,8465
2016-09-24,8465
2016-09-25,8600
2016-09-26,8600
2016-09-27,8600
2016-09-28,8920
2016-09-29,8920
2016-09-30,9157
2016-10-01,9157
2016-10-02,9157
2016-10-03,9583
2016-10-04,9583
2016-10-05,10044
2016-10-06,10044
2016-10-07,10044
2016-10-08,10543
2016-10-09,10543
2016-10-10,10543
2016-10-11,11024
2016-10-12,11024
2016-10-13,11024
2016-10-14,11539
2016-10-15,11539
2016-10-16,11539
2016-10-17,12037
2016-10-18,12037
2016-10-19,12037
2016-10-20,12507
2016-10-21,12507
2016-10-22,12507
2016-10-23,12888
2016-10-24,12888
2016-10-25,12888
2016-10-26,13262
2016-10-27,13262
2016-10-28,13262
2016-10-29,13573
2016-10-30,13573
2016-10-31,13573
2016-11-01,13986
2016-11-02,13986
2016-11-03,14434
2016-11-04,14434
2016-11-05,14434
2016-11-06,14946
2016-11-07,14946
2016-11-08,14946
2016-11-09,15307
2016-11-10,15307
2016-11-11,15307
2016-11-12,15835
2016-11-13,15835
2016-11-14,15835
2016-12-08,15612
2016-12-09,15612
2016-12-10,15548
2016-12-11,15548
2016-12-12,15548
2016-12-13,15548
2016-12-14,15180
2016-12-15,15180
2016-12-16,15180
2016-12-17,15042
2016-12-18,15042
2016-12-19,14883
2016-12-20,14883
2016-12-21,14871
2016-12-22,14871
2016-12-23,14871
2016-12-24,15367
2016-12-25,15367
2016-12-26,15797
2016-12-27,15797
2016-12-28,15797
2016-12-29,16044
2016-12-30,16044
2016-12-31,16044
2017-01-01,15801
2017-01-02,15801
2017-01-03,15587
2017-01-04,15587
2017-01-05,15587
2017-01-06,15287
2017-01-07,15287
2017-01-08,14791
2017-01-09,14791
2017-01-10,14138
2017-01-11,13511
2017-01-12,13196
2017-01-13,13196
2017-01-14,13130
2017-01-15,13037
2017-01-16,13037
2017-01-17,12583
2017-01-18,12583
2017-01-19,12422
2017-01-20,12422
2017-01-21,12476
2017-01-22,12476
2017-01-27,12300
2017-01-28,12300
2017-01-29,12169
2017-01-30,12169
2017-01-31,12184
2017-02-01,12688
2017-02-02,12688
2017-02-03,13059
2017-02-04,13059
2017-02-05,13176
2017-02-06,13176
2017-02-07,13266
2017-02-08,13519
2017-02-09,13519
2017-02-10,13391
2017-02-11,13391
2017-02-12,13391
2017-02-13,13131
2017-02-14,13131
2017-02-15,12865
2017-02-16,12865
2017-02-18,12630
2017-02-19,12581
2017-02-20,12581
2017-02-21,12699
2017-02-22,12699
2017-02-23,12705
2017-02-24,12705
2017-02-25,12311
2017-02-26,12311
2017-02-27,11859
2017-02-28,11859
2017-03-01,11353
2017-03-02,11353
2017-03-03,10844
2017-03-04,10844
2017-03-05,10723
2017-03-06,10407
2017-03-07,10407
2017-03-08,10397
2017-03-09,10397
2017-03-10,10178
2017-03-11,10178
2017-03-12,9946
2017-03-13,9946
2017-03-14,9747
2017-03-15,9747
2017-03-16,9571
2017-03-17,9571
2017-03-18,9285
2017-03-19,9285
2017-03-20,9091
2017-03-21,9091
2017-03-22,8964
2017-03-23,8964
2017-03-24,8780
2017-03-25,8780
2017-03-26,8994
2017-03-27,8994
2017-03-28,9167
2017-03-29,9167
2017-03-30,9356
2017-03-31,9356
2017-04-01,9375
2017-04-02,9375
2017-04-03,9743
2017-04-04,9743
2017-04-12,10325
2017-04-13,10466
2017-04-14,10466
2017-04-15,10619
2017-04-16,10619
2017-04-17,10615
2017-04-18,10615
2017-04-19,10870
2017-04-20,10870
2017-04-21,11002
2017-04-22,11002
2017-04-23,10934
2017-04-24,10934
2017-04-25,11283
2017-04-26,11283
2017-04-27,11283
2017-04-28,11333
2017-04-29,11333
2017-04-30,11591
2017-05-01,11591
2017-05-02,11343
2017-05-03,11343
2017-05-04,11070
2017-05-05,11070
2017-05-06,11163
2017-05-07,11163
2017-05-08,11446
2017-05-09,11617
2017-05-10,11617
2017-05-11,11617
2017-05-12,11234
2017-05-13,11234
2017-05-14,11331
2017-05-15,11331
2017-05-16,11462
2017-05-17,11462
2017-05-18,11665
2017-05-19,11665
2017-05-20,11896
2017-05-21,11896
2017-05-22,11896
2017-05-23,12080
2017-05-24,12080
2017-05-25,12080
2017-05-26,12070
2017-05-27,12070
2017-05-28,12070
2017-05-29,11988
2017-05-30,11988
2017-05-31,12133
2017-06-01,12133
2017-06-02,11831
2017-06-03,11831
2017-06-06,12936
2017-06-07,12936
2017-06-08,12936
2017-06-09,13481
2017-06-10,13481
2017-06-11,13159
2017-06-12,13159
2017-06-13,13388
2017-06-14,13388
2017-06-15,13790
2017-06-16,13790
2017-06-17,14363
2017-06-18,14363
2017-06-19,14363
2017-06-20,14679
2017-06-21,14679
2017-06-22,14679
2017-06-23,15165
2017-06-24,15165
2017-06-25,15608
2017-06-26,15608
2017-06-27,16067
2017-06-28,16067
2017-06-29,16490
2017-06-30,16490
2017-07-01,16490
2017-07-02,16805
2017-07-03,16805
2017-07-04,17199
2017-07-05,17199
2017-07-06,17199
2017-07-07,17738
2017-07-08,17738
2017-07-13,17300
2017-07-14,17300
2017-07-15,16768
2017-07-16,16768
2017-07-17,16212
2017-07-18,16212
2017-07-19,15458
2017-07-20,15458
2017-07-21,15032
2017-07-22,15032
2017-07-23,14486
2017-07-24,14486
2017-07-25,14032
2017-07-26,14077
2017-07-27,14077
2017-07-28,13662
2017-07-29,13662
2017-07-30,13251
2017-07-31,13251
2017-08-01,12728
2017-08-02,12728
2017-08-03,12378
2017-08-04,12378
2017-08-05,12209
2017-08-06,12209
2017-08-09,11807
2017-08-10,11807
2017-08-11,11480
2017-08-12,11480
2017-08-13,11342
2017-08-14,11342
2017-08-15,11418
2017-08-16,11418
2017-08-17,11085
2017-08-18,11085
2017-08-19,11030
2017-08-20,10602
2017-08-21,10602
2017-08-22,10230
2017-08-23,10230
2017-08-24,10451
2017-08-25,10451
2017-08-26,10632
2017-08-27,10632
2017-08-28,10818
2017-08-29,10818
2017-08-30,10495
2017-08-31,10495
2017-09-01,9987
2017-09-02,9644
2017-09-03,9644
2017-09-04,9427
2017-09-05,9427
2017-09-06,9366
2017-09-07,9366
2017-09-08,9292
2017-09-09,9292
2017-09-10,9432
2017-09-11,9432
2017-09-12,9432
2017-09-13,9608
2017-09-14,9608
2017-09-15,9608
2017-09-16,9378
2017-09-17,9378
2017-09-19,9672
2017-09-20,10117
2017-09-21,10117
2017-09-22,10187
2017-09-23,10187
2017-09-24,10187
2017-09-25,10066
2017-09-26,10066
2017-09-27,10066
2017-09-28,10188
2017-09-29,10188
2017-09-30,10251
2017-10-01,10251
2017-10-02,10264
2017-10-03,10264
2017-10-04,10264
2017-10-05,10162
2017-10-06,10162
2017-10-07,10319
2017-10-08,10319
2017-10-09,10314
2017-10-10,10314
2017-10-11,10382
2017-10-12,10382
2017-10-13,10628
2017-10-14,10628
2017-10-15,10628
2017-10-16,10693
2017-10-17,10693
2017-10-18,10693
2017-10-19,10682
2017-10-20,10682
2017-10-21,10682
2017-10-22,10431
2017-10-23,10431
2017-10-24,10431
2017-10-25,10700
2017-10-26,10700
2017-10-27,10787
2017-10-28,10787
2017-10-29,10852
2017-10-30,10852
2017-10-31,10827
2017-11-01,10827
2017-11-02,10827
2017-11-03,11006
2017-11-04,11006
2017-11-05,11000
2017-11-06,11000
2017-11-07,11000
2017-11-08,10821
2017-11-09,10821
2017-11-10,10601
2017-11-11,10601
2017-11-12,10382
2017-11-13,10382
2017-11-14,10382
2017-11-15,10277
2017-11-16,10277
2017-11-17,10140
2017-11-18,10140
2017-11-19,10071
2017-11-20,10071
2017-11-21,10221
2017-11-22,10221
2017-11-23,10221
2017-11-24,10293
2017-11-25,10293
2017-11-26,10309
2017-11-27,10309
2017-11-28,10422
2017-11-29,10422
2017-11-30,10422
2017-12-01,10419
2017-12-02,10419
2017-12-03,10500
2017-12-04,10500
2017-12-05,10889
2017-12-06,10889
2017-12-07,10889
2017-12-08,11080
2017-12-09,11080
2017-12-10,11085
2017-12-11,11085
2017-12-12,10814
2017-12-13,10814
2017-12-14,10945
2017-12-15,10945
2017-12-16,11124
2017-12-17,11124
2017-12-18,10867
2017-12-19,10867
2017-12-20,11139
2017-12-21,11139
2017-12-22,10757
2017-12-23,10757
2017-12-24,10522
2017-12-25,10522
2017-12-26,10776
2017-12-27,10776
2017-12-28,10924
2017-12-29,10924
2017-12-30,11007
2017-12-31,11007
2018-01-01,11340
2018-01-02,11340
2018-01-03,11788
2018-01-04,11788
2018-01-05,12001
2018-01-06,12001
2018-01-07,12050
2018-01-08,12050
2018-01-09,12292
2018-01-10,12292
2018-01-11,12292
2018-01-12,12383
2018-01-13,12383
2018-01-14,12678
2018-01-15,12678
2018-01-16,12797
2018-01-17,12797
2018-01-18,12811
2018-01-19,12811
2018-01-20,13281
2018-01-21,13281
2018-01-22,13442
2018-01-23,13442
2018-01-24,13480
2018-01-25,13480
2018-01-26,13480
2018-01-27,13453
2018-01-28,13453
2018-01-29,13478
2018-01-30,13478
2018-02-01,13589
2018-02-02,13610
2018-02-03,13800
2018-02-04,13800
2018-02-05,14047
2018-02-06,14047
2018-02-07,14081
2018-02-08,14081
2018-02-09,13874
2018-02-10,13874
2018-02-11,13717
2018-02-12,13717
2018-02-13,13504
2018-02-14,13504
2018-02-15,13402
2018-02-16,13402
2018-02-17,13334
2018-02-18,13334
2018-02-19,13634
2018-02-20,13634
2018-02-21,14291
2018-02-22,14291
2018-02-23,14943
2018-02-24,14943
2018-02-25,14987
2018-02-26,14987
2018-02-27,15526
2018-02-28,15526
2018-03-01,15526
2018-03-02,16109
2018-03-03,16109
2018-03-04,16109
2018-03-05,16325
2018-03-06,16325
2018-03-07,16446
2018-03-08,16446
2018-03-09,16446
2018-03-10,16315
2018-03-11,16315
2018-03-12,16259
2018-03-13,16259
2018-03-14,16122
2018-03-15,16122
2018-03-16,16122
2018-03-17,15996
2018-03-18,15996
2018-03-19,15996
2018-03-20,15635
2018-03-21,15635
2018-03-23,15648
2018-03-24,15648
2018-03-26,15637
2018-03-27,15468
2018-03-28,15468
2018-03-29,15315
2018-03-30,15315
2018-03-31,15315
2018-04-01,14898
2018-04-02,14898
2018-04-03,14693
2018-04-04,14693
2018-04-05,14693
2018-04-06,14640
2018-04-08,15055
2018-04-09,15055
2018-04-10,15457
2018-04-11,15457
2018-04-12,15457
2018-04-13,15754
2018-04-14,15754
2018-04-16,15805
2018-04-17,15767
2018-04-18,15767
2018-04-19,15767
2018-04-20,16078
2018-04-21,16078
2018-04-22,16178
2018-04-23,16178
2018-04-24,16090
2018-04-25,16090
2018-04-26,16090
2018-04-27,16234
2018-04-28,16234
2018-04-29,16220
2018-04-30,16220
2018-05-02,16162
2018-05-03,16162
2018-05-04,15646
2018-05-05,15630
2018-05-06,15630
2018-05-07,15630
2018-05-08,15194
2018-05-09,15194
2018-05-10,14710
2018-05-11,14710
2018-05-12,14155
2018-05-13,14155
2018-05-14,13491
2018-05-15,13491
2018-05-16,12840
2018-05-17,12840
2018-05-18,12520
2018-05-19,12520
2018-05-20,12503
2018-05-21,12503
2018-05-22,12464
2018-05-23,12464
2018-05-24,12497
2018-05-25,12497
2018-05-26,12355
2018-05-27,12355
2018-05-28,11841
2018-05-29,11841
2018-05-30,11582
2018-05-31,11582
2018-06-01,11606
2018-06-02,11477
2018-06-03,11477
2018-06-04,11477
2018-06-05,11247
2018-06-06,11247
2018-06-07,11247
2018-06-08,11297
2018-06-09,11297
2018-06-10,11454
2018-06-11,11454
2018-06-12,11560
2018-06-13,11434
2018-06-14,11434
2018-06-15,11407
2018-06-16,11407
2018-06-17,11359
2018-06-18,11359
2018-06-19,11241
2018-06-20,11241
2018-06-21,11464
2018-06-22,11670
2018-06-23,11670
2018-06-24,11928
2018-06-25,11928
2018-06-26,12301
2018-06-27,12301
2018-06-28,12731
2018-06-29,12731
2018-06-30,12639
2018-07-01,12639
2018-07-02,12124
2018-07-03,12124
2018-07-04,12240
2018-07-05,12240
2018-07-06,11830
2018-07-07,11830
2018-07-08,11391
2018-07-09,11391
2018-07-10,11618
2018-07-11,11652
2018-07-12,11652
2018-07-13,11721
2018-07-14,11572
2018-07-15,11572
2018-07-16,11629
2018-07-17,11629
2018-07-18,11599
2018-07-19,11599
2018-07-20,11775
2018-07-21,11775
2018-07-22,11671
2018-07-23,11549
2018-07-24,11549
2018-07-25,11696
2018-07-26,11696
2018-07-27,11391
2018-07-28,11391
2018-07-29,11514
2018-07-30,11514
2018-07-31,11089
2018-08-01,11089
2018-08-02,11088
2018-08-03,11088
2018-08-04,11030
2018-08-05,11030
2018-08-06,11227
2018-08-07,11227
2018-08-08,10927
2018-08-09,10927
2018-08-10,10966
2018-08-11,10966
2018-08-12,11203
2018-08-14,11725
2018-08-16,11978
2018-08-17,12021
2018-08-18,12021
2018-08-19,12298
2018-08-20,12547
2018-08-21,12547
2018-08-22,12488
2018-08-23,12488
2018-08-24,12494
2018-08-25,12492
2018-08-26,12492
2018-08-27,12507
2018-08-28,12507
2018-08-29,12864
2018-08-30,12864
2018-08-31,13162
2018-09-01,13162
2018-09-02,12889
2018-09-03,12979
2018-09-04,13251
2018-09-05,13251
2018-09-06,13324
2018-09-07,13533
2018-09-08,13533
2018-09-09,13796
2018-09-10,14124
2018-09-11,14124
2018-09-12,14368
2018-09-13,14368
2018-09-14,14584
2018-09-15,14890
2018-09-16,14890
2018-09-17,15212
2018-09-18,15212
2018-09-19,15578
2018-09-20,15578
2018-09-21,15949
2018-09-22,16395
2018-09-23,16395
2018-09-24,16748
2018-09-25,16748
2018-09-26,17092
2018-09-27,17092
2018-09-28,17624
2018-09-29,17624
2018-09-30,17972
2018-10-02,18211
2018-10-03,18612
2018-10-04,18612
2018-10-05,18612
2018-10-06,19001
2018-10-07,19001
2018-10-08,19708
2018-10-09,19708
2018-10-10,20003
2018-10-11,20003
2018-10-12,19994
2018-10-13,19994
2018-10-14,20075
2018-10-15,20075
2018-10-16,20430
2018-10-17,20430
2018-10-18,20630
2018-10-19,20630
2018-10-20,21006
2018-10-21,21006
2018-10-22,20856
2018-10-23,20856
2018-10-24,21018
2018-10-25,21018
2018-10-26,20734
2018-10-27,20734
2018-10-28,20657
2018-10-29,20657
2018-10-30,20890
2018-10-31,21230
2018-11-01,21925
2018-11-03,22924
2018-11-04,23342
2018-11-05,24249
2018-11-06,25412
2018-11-07,26560
2018-11-08,27671
2018-11-09,28840
2018-11-10,30241
2018-11-11,31577
2018-11-12,32511
2018-11-13,33871
2018-11-14,35028
2018-11-15,36611
2018-11-16,37346
2018-11-17,38116
2018-11-18,39788
2018-11-19,40958
2018-11-20,41181
2018-11-21,41181
2018-11-22,40492
2018-11-23,39949
2018-11-24,39515
2018-11-25,39437
2018-11-26,39460
2018-11-27,39340
2018-11-28,39008
2018-11-29,39127
2018-12-01,38706
2018-12-02,37774
2018-12-03,37774
2018-12-04,37407
2018-12-05,36291
2018-12-07,33295
2018-12-09,30675
2018-12-10,29349
2018-12-11,28028
2018-12-12,26878
2018-12-13,25813
2018-12-14,24995
2018-12-15,24290
2018-12-16,23580
2018-12-17,23580
2018-12-18,22493
2018-12-19,22241
2018-12-20,21723
2018-12-21,20773
2018-12-22,20773
2018-12-23,19822
2018-12-24,19435
2018-12-25,19448
2018-12-26,19448
2018-12-27,19577
2018-12-28,20258
2018-12-29,20344
2018-12-30,20314
2018-12-31,19849
2019-01-01,19721
2019-01-02,19562
2019-01-03,19843
2019-01-04,20336
2019-01-05,19840
2019-01-06,19370
2019-01-08,19948
2019-01-10,21154
2019-01-11,20971
2019-01-12,20608
2019-01-13,20691
2019-01-14,20341
2019-01-15,20411
2019-01-16,20428
2019-01-17,20624
2019-01-18,20637
2019-01-19,20411
2019-01-20,20062
2019-01-21,20062
2019-01-22,19909
2019-01-23,19668
2019-01-24,19437
2019-01-25,19531
2019-01-26,19968
2019-01-27,19818
2019-01-28,19940
2019-01-29,19770
2019-01-30,20094
2019-01-31,20094
2019-02-01,19804
2019-02-02,19804
2019-02-03,19733
2019-02-04,19733
2019-02-05,19829
2019-02-06,19829
2019-02-07,19854
2019-02-08,19964
2019-02-09,19535
2019-02-10,20263
2019-02-11,20263
2019-02-12,20736
2019-02-13,20572
2019-02-14,20572
2019-02-15,20737
2019-02-16,20737
2019-02-17,20367
2019-02-18,20249
2019-02-19,20249
2019-02-20,19925
2019-02-21,19942
2019-02-22,19942
2019-02-23,19855
2019-02-24,19488
2019-02-25,19451
2019-02-26,19451
2019-02-27,19145
2019-02-28,19145
2019-03-01,18952
2019-03-02,18809
2019-03-03,18809
2019-03-04,18811
2019-03-05,18874
2019-03-06,18586
2019-03-07,18586
2019-03-08,18326
2019-03-09,18107
2019-03-10,18143
2019-03-11,18143
2019-03-12,17812
2019-03-13,17812
2019-03-14,17757
2019-03-15,17757
2019-03-16,17347
2019-03-17,17096
2019-03-18,17096
2019-03-19,16811
2019-03-20,16680
2019-03-21,16680
2019-03-22,16715
2019-03-23,16858
2019-03-24,16858
2019-03-25,17011
2019-03-26,17011
2019-03-27,17169
2019-03-28,17257
2019-03-29,17625
2019-03-30,17625
2019-03-31,17441
2019-04-01,17441
2019-04-02,17128
2019-04-03,16707
2019-04-04,16707
2019-04-05,16224
2019-04-06,16224
