date_obj,Unicorn%20horn price
2015-11-12,975
2015-11-13,975
2015-11-14,975
2015-11-15,994
2015-11-16,994
2015-11-17,994
2015-11-18,994
2015-11-19,1013
2015-11-20,1013
2015-11-21,1013
2015-11-22,1040
2015-11-23,1040
2015-11-24,1040
2015-11-25,1062
2015-11-26,1062
2015-11-27,1062
2015-11-28,1101
2015-11-29,1101
2015-11-30,1101
2015-12-01,1113
2015-12-02,1113
2015-12-03,1113
2015-12-04,1139
2015-12-05,1139
2015-12-06,1188
2015-12-07,1188
2015-12-08,1188
2015-12-09,1211
2015-12-10,1211
2015-12-11,1211
2015-12-13,1210
2015-12-14,1210
2015-12-15,1154
2015-12-16,1154
2015-12-17,1154
2015-12-18,1097
2015-12-19,1097
2015-12-20,1061
2015-12-21,1061
2015-12-22,1061
2015-12-23,1068
2015-12-24,1068
2015-12-25,1068
2015-12-26,1032
2015-12-27,1032
2015-12-28,1002
2015-12-29,1002
2015-12-30,973
2015-12-31,973
2016-01-01,973
2016-01-02,970
2016-01-03,970
2016-01-04,971
2016-01-05,971
2016-01-06,1009
2016-01-07,1009
2016-01-08,1029
2016-01-09,1029
2016-01-10,1029
2016-01-11,995
2016-01-12,995
2016-01-13,1000
2016-01-14,1000
2016-01-15,968
2016-01-16,968
2016-01-17,926
2016-01-18,926
2016-01-19,908
2016-01-20,908
2016-01-21,890
2016-01-22,890
2016-01-23,882
2016-01-24,882
2016-01-25,857
2016-01-26,857
2016-01-27,862
2016-01-28,862
2016-01-29,862
2016-01-30,867
2016-01-31,867
2016-02-01,851
2016-02-02,851
2016-02-03,837
2016-02-04,837
2016-02-05,837
2016-02-06,849
2016-02-07,849
2016-02-08,849
2016-02-09,876
2016-02-10,876
2016-02-11,841
2016-02-12,841
2016-02-13,830
2016-02-14,830
2016-02-15,864
2016-02-16,864
2016-02-17,872
2016-02-18,872
2016-02-19,872
2016-02-20,871
2016-02-21,906
2016-02-22,906
2016-02-23,906
2016-02-24,891
2016-02-25,891
2016-02-26,903
2016-02-27,936
2016-02-28,936
2016-02-29,976
2016-03-01,976
2016-03-02,955
2016-03-03,955
2016-03-04,928
2016-03-05,928
2016-03-06,888
2016-03-07,888
2016-03-08,888
2016-03-09,867
2016-03-10,867
2016-03-11,883
2016-03-12,883
2016-03-13,883
2016-03-14,883
2016-03-15,890
2016-03-16,890
2016-03-17,903
2016-03-18,903
2016-03-19,896
2016-03-20,896
2016-03-21,908
2016-03-22,908
2016-03-23,916
2016-03-24,916
2016-03-25,919
2016-03-26,919
2016-03-27,945
2016-03-28,945
2016-03-29,990
2016-03-30,990
2016-03-31,990
2016-04-01,1030
2016-04-02,1030
2016-04-03,986
2016-04-04,986
2016-04-05,970
2016-04-06,970
2016-04-07,953
2016-04-08,953
2016-04-09,974
2016-04-10,974
2016-04-11,974
2016-04-12,1004
2016-04-13,1004
2016-04-14,1004
2016-04-15,989
2016-04-16,989
2016-04-17,976
2016-04-18,976
2016-04-19,940
2016-04-20,940
2016-04-21,908
2016-04-22,908
2016-04-23,868
2016-04-24,868
2016-04-25,831
2016-04-26,831
2016-04-27,825
2016-04-28,825
2016-04-29,840
2016-04-30,840
2016-05-01,820
2016-05-02,820
2016-05-03,813
2016-05-04,813
2016-05-05,818
2016-05-06,818
2016-05-07,803
2016-05-08,803
2016-05-09,806
2016-05-10,806
2016-05-11,830
2016-05-12,830
2016-05-13,829
2016-05-14,829
2016-05-15,826
2016-05-16,826
2016-05-17,854
2016-05-18,854
2016-05-19,889
2016-05-22,932
2016-05-23,955
2016-05-24,955
2016-05-25,964
2016-05-26,964
2016-05-27,944
2016-05-28,944
2016-05-29,937
2016-05-30,937
2016-05-31,938
2016-06-01,938
2016-06-02,960
2016-06-03,960
2016-06-04,975
2016-06-05,975
2016-06-06,997
2016-06-07,997
2016-06-08,1002
2016-06-09,1002
2016-06-10,958
2016-06-11,958
2016-06-12,922
2016-06-13,922
2016-06-14,914
2016-06-15,914
2016-06-16,924
2016-06-17,908
2016-06-18,908
2016-06-19,876
2016-06-20,876
2016-06-21,860
2016-06-22,860
2016-06-23,836
2016-06-24,836
2016-06-25,854
2016-06-26,854
2016-06-27,870
2016-06-28,870
2016-06-29,886
2016-06-30,886
2016-07-01,912
2016-07-02,912
2016-07-03,907
2016-07-04,896
2016-07-05,896
2016-07-06,863
2016-07-07,831
2016-07-08,803
2016-07-09,791
2016-07-10,822
2016-07-11,817
2016-07-12,789
2016-07-13,764
2016-07-14,750
2016-07-15,728
2016-07-16,747
2016-07-17,742
2016-07-18,750
2016-07-24,729
2016-07-25,739
2016-07-26,739
2016-07-27,738
2016-07-28,738
2016-07-29,710
2016-07-30,678
2016-07-31,678
2016-08-01,644
2016-08-02,659
2016-08-03,659
2016-08-04,648
2016-08-05,648
2016-08-06,657
2016-08-07,688
2016-08-08,688
2016-08-09,678
2016-08-10,678
2016-08-11,667
2016-08-12,667
2016-08-13,696
2016-08-14,696
2016-08-15,690
2016-08-16,690
2016-08-17,662
2016-08-18,662
2016-08-19,628
2016-08-20,628
2016-08-21,598
2016-08-22,598
2016-08-23,576
2016-08-24,576
2016-08-25,549
2016-08-26,549
2016-08-28,526
2016-08-31,501
2016-09-01,501
2016-09-02,501
2016-09-03,490
2016-09-04,490
2016-09-05,493
2016-09-06,493
2016-09-07,518
2016-09-08,518
2016-09-09,518
2016-09-10,510
2016-09-11,510
2016-09-12,510
2016-09-13,535
2016-09-14,535
2016-09-15,535
2016-09-16,551
2016-09-17,551
2016-09-18,569
2016-09-19,569
2016-09-20,569
2016-09-21,594
2016-09-22,594
2016-09-23,613
2016-09-24,613
2016-09-25,613
2016-09-26,636
2016-09-27,636
2016-09-28,621
2016-09-29,621
2016-09-30,599
2016-10-01,599
2016-10-02,599
2016-10-03,607
2016-10-04,607
2016-10-05,620
2016-10-06,620
2016-10-07,620
2016-10-08,650
2016-10-09,650
2016-10-10,650
2016-10-11,683
2016-10-12,683
2016-10-13,683
2016-10-14,708
2016-10-15,708
2016-10-16,742
2016-10-17,742
2016-10-18,780
2016-10-19,780
2016-10-20,805
2016-10-21,805
2016-10-22,840
2016-10-23,840
2016-10-24,825
2016-10-25,825
2016-10-26,819
2016-10-27,819
2016-10-28,819
2016-10-29,829
2016-10-30,829
2016-10-31,832
2016-11-01,832
2016-11-02,835
2016-11-03,835
2016-11-04,837
2016-11-05,837
2016-11-06,814
2016-11-07,814
2016-11-08,784
2016-11-09,784
2016-11-10,744
2016-11-11,744
2016-11-12,709
2016-11-13,709
2016-11-14,695
2016-12-08,586
2016-12-09,586
2016-12-10,600
2016-12-11,614
2016-12-12,614
2016-12-13,637
2016-12-14,637
2016-12-15,662
2016-12-16,662
2016-12-17,685
2016-12-18,685
2016-12-19,676
2016-12-20,676
2016-12-21,679
2016-12-22,679
2016-12-23,708
2016-12-24,708
2016-12-25,737
2016-12-26,737
2016-12-27,764
2016-12-28,764
2016-12-29,749
2016-12-30,749
2016-12-31,765
2017-01-01,765
2017-01-02,791
2017-01-03,791
2017-01-04,794
2017-01-05,794
2017-01-06,785
2017-01-07,798
2017-01-08,798
2017-01-09,812
2017-01-10,812
2017-01-11,829
2017-01-12,841
2017-01-13,841
2017-01-14,848
2017-01-15,857
2017-01-16,857
2017-01-17,832
2017-01-18,832
2017-01-19,803
2017-01-20,803
2017-01-21,773
2017-01-22,773
2017-01-27,705
2017-01-28,697
2017-01-29,697
2017-01-30,690
2017-01-31,690
2017-02-01,664
2017-02-02,664
2017-02-03,663
2017-02-04,663
2017-02-05,663
2017-02-06,663
2017-02-07,663
2017-02-08,678
2017-02-09,678
2017-02-10,662
2017-02-11,661
2017-02-12,661
2017-02-13,679
2017-02-14,701
2017-02-15,701
2017-02-16,696
2017-02-18,690
2017-02-19,693
2017-02-20,693
2017-02-21,693
2017-02-22,693
2017-02-23,677
2017-02-24,677
2017-02-25,668
2017-02-26,668
2017-02-27,651
2017-02-28,636
2017-03-01,636
2017-03-02,620
2017-03-03,620
2017-03-04,607
2017-03-05,607
2017-03-06,618
2017-03-07,618
2017-03-08,634
2017-03-09,634
2017-03-10,648
2017-03-11,634
2017-03-12,634
2017-03-13,629
2017-03-14,631
2017-03-15,631
2017-03-16,627
2017-03-17,627
2017-03-18,619
2017-03-19,616
2017-03-20,595
2017-03-21,595
2017-03-22,589
2017-03-23,589
2017-03-24,565
2017-03-25,565
2017-03-26,549
2017-03-27,549
2017-03-28,527
2017-03-29,533
2017-03-30,533
2017-03-31,544
2017-04-01,544
2017-04-02,550
2017-04-03,568
2017-04-04,568
2017-04-12,515
2017-04-13,506
2017-04-14,506
2017-04-15,487
2017-04-16,470
2017-04-17,457
2017-04-18,457
2017-04-19,442
2017-04-20,442
2017-04-21,424
2017-04-22,424
2017-04-23,410
2017-04-24,410
2017-04-25,402
2017-04-26,402
2017-04-27,407
2017-04-28,407
2017-04-29,408
2017-04-30,408
2017-05-01,409
2017-05-02,409
2017-05-03,423
2017-05-04,445
2017-05-05,445
2017-05-06,448
2017-05-07,436
2017-05-08,436
2017-05-09,427
2017-05-10,427
2017-05-11,443
2017-05-12,434
2017-05-13,428
2017-05-14,428
2017-05-15,413
2017-05-16,403
2017-05-17,403
2017-05-18,392
2017-05-19,392
2017-05-20,386
2017-05-21,386
2017-05-22,384
2017-05-23,384
2017-05-24,395
2017-05-25,395
2017-05-26,398
2017-05-27,398
2017-05-28,413
2017-05-29,413
2017-05-30,420
2017-05-31,420
2017-06-01,405
2017-06-02,405
2017-06-03,391
2017-06-06,363
2017-06-07,363
2017-06-08,349
2017-06-09,349
2017-06-10,364
2017-06-11,380
2017-06-12,380
2017-06-13,397
2017-06-14,397
2017-06-15,413
2017-06-16,413
2017-06-17,430
2017-06-18,430
2017-06-19,434
2017-06-20,440
2017-06-21,440
2017-06-22,439
2017-06-23,439
2017-06-24,430
2017-06-25,430
2017-06-26,429
2017-06-27,429
2017-06-28,427
2017-06-29,427
2017-06-30,430
2017-07-01,430
2017-07-02,433
2017-07-03,433
2017-07-04,431
2017-07-05,431
2017-07-06,448
2017-07-07,448
2017-07-08,465
2017-07-13,462
2017-07-14,444
2017-07-15,444
2017-07-16,429
2017-07-17,419
2017-07-18,419
2017-07-19,422
2017-07-20,422
2017-07-21,433
2017-07-22,433
2017-07-23,434
2017-07-24,434
2017-07-25,435
2017-07-26,435
2017-07-27,441
2017-07-28,441
2017-07-29,445
2017-07-30,443
2017-07-31,443
2017-08-01,449
2017-08-02,455
2017-08-03,455
2017-08-04,458
2017-08-05,466
2017-08-06,466
2017-08-09,470
2017-08-10,467
2017-08-11,467
2017-08-12,458
2017-08-13,458
2017-08-14,449
2017-08-15,449
2017-08-16,440
2017-08-17,426
2017-08-18,426
2017-08-19,416
2017-08-20,405
2017-08-21,405
2017-08-22,391
2017-08-23,391
2017-08-24,389
2017-08-25,389
2017-08-26,380
2017-08-27,380
2017-08-28,372
2017-08-29,372
2017-08-30,365
2017-08-31,365
2017-09-01,361
2017-09-02,353
2017-09-03,353
2017-09-04,335
2017-09-05,318
2017-09-06,318
2017-09-07,309
2017-09-08,309
2017-09-09,302
2017-09-10,313
2017-09-11,313
2017-09-12,328
2017-09-13,328
2017-09-14,329
2017-09-15,329
2017-09-16,339
2017-09-17,350
2017-09-19,344
2017-09-20,344
2017-09-21,340
2017-09-22,340
2017-09-23,348
2017-09-24,348
2017-09-25,358
2017-09-26,358
2017-09-27,373
2017-09-28,373
2017-09-29,392
2017-09-30,392
2017-10-01,412
2017-10-02,412
2017-10-03,422
2017-10-04,422
2017-10-05,430
2017-10-06,430
2017-10-07,419
2017-10-08,419
2017-10-09,418
2017-10-10,418
2017-10-11,403
2017-10-12,403
2017-10-13,395
2017-10-14,395
2017-10-15,404
2017-10-16,404
2017-10-17,404
2017-10-18,405
2017-10-19,405
2017-10-20,396
2017-10-21,396
2017-10-22,382
2017-10-23,382
2017-10-24,365
2017-10-25,354
2017-10-26,354
2017-10-27,342
2017-10-28,342
2017-10-29,331
2017-10-30,331
2017-10-31,332
2017-11-01,332
2017-11-02,317
2017-11-03,317
2017-11-04,301
2017-11-05,301
2017-11-06,288
2017-11-07,288
2017-11-08,289
2017-11-09,289
2017-11-10,294
2017-11-11,294
2017-11-12,306
2017-11-13,306
2017-11-14,311
2017-11-15,311
2017-11-16,303
2017-11-17,303
2017-11-18,295
2017-11-19,295
2017-11-20,295
2017-11-21,295
2017-11-22,298
2017-11-23,298
2017-11-24,300
2017-11-25,300
2017-11-26,293
2017-11-27,293
2017-11-28,286
2017-11-29,286
2017-11-30,290
2017-12-01,295
2017-12-02,295
2017-12-03,293
2017-12-04,293
2017-12-05,296
2017-12-06,296
2017-12-07,311
2017-12-08,311
2017-12-09,318
2017-12-10,324
2017-12-11,324
2017-12-12,322
2017-12-13,322
2017-12-14,322
2017-12-15,322
2017-12-16,318
2017-12-17,318
2017-12-18,321
2017-12-19,321
2017-12-20,326
2017-12-21,326
2017-12-22,321
2017-12-23,321
2017-12-24,314
2017-12-25,314
2017-12-26,319
2017-12-27,319
2017-12-28,321
2017-12-29,321
2017-12-30,318
2017-12-31,318
2018-01-01,312
2018-01-02,312
2018-01-03,302
2018-01-04,302
2018-01-05,299
2018-01-06,302
2018-01-07,302
2018-01-08,309
2018-01-09,313
2018-01-10,313
2018-01-11,308
2018-01-12,308
2018-01-13,295
2018-01-14,295
2018-01-15,290
2018-01-16,286
2018-01-17,290
2018-01-18,292
2018-01-19,292
2018-01-20,285
2018-01-21,285
2018-01-22,283
2018-01-23,293
2018-01-24,294
2018-01-25,294
2018-01-26,296
2018-01-27,293
2018-01-28,297
2018-01-29,310
2018-01-30,308
2018-02-01,311
2018-02-02,305
2018-02-03,304
2018-02-04,308
2018-02-05,308
2018-02-06,295
2018-02-07,293
2018-02-08,293
2018-02-09,285
2018-02-10,285
2018-02-11,279
2018-02-12,272
2018-02-13,272
2018-02-14,262
2018-02-15,273
2018-02-16,273
2018-02-17,275
2018-02-18,275
2018-02-19,273
2018-02-20,273
2018-02-21,267
2018-02-22,267
2018-02-23,263
2018-02-24,263
2018-02-25,258
2018-02-26,251
2018-02-27,240
2018-02-28,240
2018-03-01,234
2018-03-02,227
2018-03-03,222
2018-03-04,222
2018-03-05,229
2018-03-06,229
2018-03-07,231
2018-03-08,231
2018-03-09,227
2018-03-10,237
2018-03-11,249
2018-03-12,262
2018-03-13,273
2018-03-14,287
2018-03-15,287
2018-03-16,302
2018-03-17,318
2018-03-18,333
2018-03-19,333
2018-03-20,347
2018-03-21,347
2018-03-23,329
2018-03-24,322
2018-03-26,313
2018-03-27,305
2018-03-28,305
2018-03-29,292
2018-03-30,292
2018-03-31,277
2018-04-01,263
2018-04-02,254
2018-04-03,248
2018-04-04,251
2018-04-05,251
2018-04-06,252
2018-04-08,256
2018-04-09,253
2018-04-10,253
2018-04-11,245
2018-04-12,235
2018-04-13,235
2018-04-14,230
2018-04-16,230
2018-04-17,231
2018-04-18,231
2018-04-19,234
2018-04-20,235
2018-04-21,242
2018-04-22,242
2018-04-23,243
2018-04-24,243
2018-04-25,249
2018-04-26,249
2018-04-27,259
2018-04-28,268
2018-04-29,275
2018-04-30,287
2018-05-02,302
2018-05-03,304
2018-05-04,304
2018-05-05,297
2018-05-06,297
2018-05-08,306
2018-05-09,292
2018-05-10,284
2018-05-11,284
2018-05-12,271
2018-05-13,271
2018-05-14,264
2018-05-15,264
2018-05-16,258
2018-05-17,258
2018-05-18,255
2018-05-19,251
2018-05-20,251
2018-05-21,250
2018-05-22,250
2018-05-23,249
2018-05-24,249
2018-05-25,255
2018-05-26,268
2018-05-27,268
2018-05-28,280
2018-05-29,276
2018-05-30,278
2018-05-31,280
2018-06-01,288
2018-06-02,297
2018-06-03,297
2018-06-04,310
2018-06-05,313
2018-06-06,323
2018-06-07,323
2018-06-08,332
2018-06-09,332
2018-06-10,334
2018-06-11,334
2018-06-12,319
2018-06-13,304
2018-06-14,292
2018-06-15,292
2018-06-16,287
2018-06-17,285
2018-06-18,274
2018-06-19,273
2018-06-20,273
2018-06-21,272
2018-06-22,274
2018-06-23,274
2018-06-24,278
2018-06-25,275
2018-06-26,275
2018-06-27,266
2018-06-28,255
2018-06-29,245
2018-06-30,245
2018-07-01,234
2018-07-02,234
2018-07-03,230
2018-07-04,230
2018-07-05,235
2018-07-06,241
2018-07-07,241
2018-07-08,250
2018-07-09,256
2018-07-10,260
2018-07-11,261
2018-07-12,261
2018-07-13,260
2018-07-14,250
2018-07-15,250
2018-07-16,244
2018-07-17,234
2018-07-18,239
2018-07-19,239
2018-07-20,230
2018-07-21,230
2018-07-22,234
2018-07-23,241
2018-07-24,250
2018-07-25,250
2018-07-26,241
2018-07-27,236
2018-07-28,234
2018-07-29,238
2018-07-30,235
2018-07-31,236
2018-08-01,236
2018-08-02,234
2018-08-03,226
2018-08-04,225
2018-08-05,222
2018-08-06,219
2018-08-07,217
2018-08-08,223
2018-08-09,223
2018-08-10,217
2018-08-11,216
2018-08-12,218
2018-08-14,215
2018-08-16,215
2018-08-17,221
2018-08-18,221
2018-08-19,213
2018-08-20,207
2018-08-21,207
2018-08-22,213
2018-08-23,222
2018-08-24,225
2018-08-25,234
2018-08-26,234
2018-08-27,236
2018-08-28,233
2018-08-29,225
2018-08-30,224
2018-08-31,234
2018-09-01,237
2018-09-02,247
2018-09-03,252
2018-09-04,259
2018-09-05,268
2018-09-06,268
2018-09-07,276
2018-09-08,273
2018-09-09,282
2018-09-10,292
2018-09-11,292
2018-09-12,292
2018-09-13,283
2018-09-14,287
2018-09-15,288
2018-09-16,288
2018-09-17,294
2018-09-18,283
2018-09-19,270
2018-09-20,264
2018-09-21,254
2018-09-22,248
2018-09-23,238
2018-09-24,245
2018-09-25,245
2018-09-26,244
2018-09-27,244
2018-09-28,234
2018-09-29,225
2018-09-30,217
2018-10-02,223
2018-10-03,225
2018-10-04,225
2018-10-05,224
2018-10-06,223
2018-10-07,223
2018-10-08,235
2018-10-09,241
2018-10-10,241
2018-10-11,242
2018-10-12,242
2018-10-13,245
2018-10-14,240
2018-10-15,234
2018-10-16,226
2018-10-17,228
2018-10-18,231
2018-10-19,243
2018-10-20,243
2018-10-21,256
2018-10-22,269
2018-10-23,269
2018-10-24,283
2018-10-25,297
2018-10-26,299
2018-10-27,312
2018-10-28,315
2018-10-29,313
2018-10-30,325
2018-10-31,341
2018-11-01,359
2018-11-03,396
2018-11-04,411
2018-11-05,396
2018-11-06,386
2018-11-07,366
2018-11-08,347
2018-11-09,329
2018-11-10,312
2018-11-11,296
2018-11-12,281
2018-11-13,268
2018-11-14,254
2018-11-15,244
2018-11-16,252
2018-11-17,265
2018-11-18,273
2018-11-19,287
2018-11-20,292
2018-11-21,279
2018-11-22,279
2018-11-23,277
2018-11-24,289
2018-11-25,304
2018-11-26,319
2018-11-27,325
2018-11-28,324
2018-12-01,350
2018-12-02,340
2018-12-03,328
2018-12-04,311
2018-12-05,303
2018-12-07,294
2018-12-09,302
2018-12-10,309
2018-12-11,314
2018-12-12,315
2018-12-13,302
2018-12-14,291
2018-12-15,283
2018-12-16,275
2018-12-17,282
2018-12-18,272
2018-12-19,265
2018-12-20,263
2018-12-21,268
2018-12-22,269
2018-12-23,268
2018-12-24,267
2018-12-25,258
2018-12-26,254
2018-12-27,253
2018-12-28,261
2018-12-29,264
2018-12-30,253
2018-12-31,251
2019-01-01,251
2019-01-02,248
2019-01-03,255
2019-01-04,264
2019-01-05,266
2019-01-06,272
2019-01-08,279
2019-01-10,280
2019-01-11,275
2019-01-12,275
2019-01-13,277
2019-01-14,291
2019-01-15,289
2019-01-16,288
2019-01-17,297
2019-01-18,309
2019-01-19,319
2019-01-20,319
2019-01-21,322
2019-01-22,324
2019-01-23,328
2019-01-24,344
2019-01-25,357
2019-01-26,371
2019-01-27,389
2019-01-28,405
2019-01-29,421
2019-01-30,426
2019-01-31,413
2019-02-01,411
2019-02-02,409
2019-02-03,410
2019-02-04,407
2019-02-05,391
2019-02-06,372
2019-02-07,356
2019-02-08,357
2019-02-09,358
2019-02-10,352
2019-02-11,335
2019-02-12,321
2019-02-13,306
2019-02-14,300
2019-02-15,310
2019-02-16,320
2019-02-17,329
2019-02-18,343
2019-02-19,359
2019-02-20,372
2019-02-21,359
2019-02-22,341
2019-02-23,332
2019-02-24,330
2019-02-25,327
2019-02-26,330
2019-02-27,339
2019-02-28,354
2019-03-01,370
2019-03-02,381
2019-03-03,388
2019-03-04,407
2019-03-05,424
2019-03-06,413
2019-03-07,398
2019-03-08,398
2019-03-09,392
2019-03-10,398
2019-03-11,389
2019-03-12,377
2019-03-13,365
2019-03-14,351
2019-03-15,345
2019-03-16,346
2019-03-17,356
2019-03-18,370
2019-03-19,382
2019-03-20,370
2019-03-21,357
2019-03-22,354
2019-03-23,361
2019-03-24,356
2019-03-25,339
2019-03-26,341
2019-03-27,341
2019-03-28,326
2019-03-29,322
2019-03-30,322
2019-03-31,325
2019-04-01,340
2019-04-02,352
2019-04-03,355
2019-04-04,361
2019-04-05,364
2019-04-06,370
2019-04-07,364
2019-04-08,357
2019-04-09,347
2019-04-10,344
2019-04-11,335
2019-04-12,323
2019-04-13,308
2019-04-14,297
2019-04-15,291
2019-04-16,291
2019-04-17,290
2019-04-18,281
2019-04-19,266
2019-04-20,252
2019-04-21,242
2019-04-22,232
2019-04-23,226
2019-04-24,221
2019-04-25,215
2019-04-26,222
2019-04-27,229
2019-04-28,232
2019-04-29,231
2019-04-30,233
2019-05-01,236
2019-05-02,240
2019-05-03,239
2019-05-04,244
2019-05-05,247
2019-05-06,245
2019-05-07,239
2019-05-08,232
2019-05-09,228
2019-05-10,217
2019-05-11,206
2019-05-12,198
2019-05-13,193
2019-05-14,188
2019-05-15,187
2019-05-16,194
2019-05-17,194
2019-05-18,195
2019-05-19,202
2019-05-20,198
2019-05-21,198
2019-05-22,201
2019-05-23,198
2019-05-24,204
2019-05-25,212
2019-05-26,213
2019-05-27,214
2019-05-28,216
2019-05-29,216
2019-05-30,218
2019-05-31,225
2019-06-01,223
2019-06-02,224
2019-06-03,221
2019-06-04,220
2019-06-05,221
2019-06-06,223
2019-06-07,213
2019-06-08,216
2019-06-09,220
2019-06-10,220
2019-06-11,221
2019-06-12,222
2019-06-13,220
2019-06-14,225
2019-06-15,237
2019-06-16,248
2019-06-17,258
2019-06-18,260
2019-06-19,247
2019-06-20,243
2019-06-21,242
2019-06-22,242
2019-06-23,249
2019-06-24,258
2019-06-25,254
2019-06-26,257
2019-06-27,266
2019-06-28,266
2019-06-29,253
2019-06-30,247
2019-07-01,247
2019-07-02,252
2019-07-03,263
2019-07-04,263
2019-07-05,266
2019-07-06,262
2019-07-07,263
2019-07-08,257
2019-07-09,248
2019-07-10,250
2019-07-11,249
2019-07-12,251
2019-07-13,251
2019-07-14,257
2019-07-15,257
2019-07-16,261
2019-07-17,265
2019-07-18,256
2019-07-19,261
2019-07-20,265
2019-07-21,271
2019-07-22,278
2019-07-23,282
2019-07-24,283
2019-07-25,285
2019-07-26,285
2019-07-27,286
2019-07-28,273
2019-07-29,277
2019-07-30,275
2019-07-31,273
2019-08-01,282
2019-08-02,272
2019-08-03,267
2019-08-04,274
2019-08-05,278
2019-08-06,283
2019-08-07,289
2019-08-08,288
2019-08-09,282
2019-08-10,280
2019-08-11,276
2019-08-12,279
2019-08-13,277
2019-08-14,280
2019-08-15,280
2019-08-16,276
2019-08-17,276
2019-08-18,264
2019-08-19,251
2019-08-20,250
2019-08-21,248
2019-08-22,245
2019-08-23,246
2019-08-24,243
2019-08-24,243
2019-08-25,243
2019-08-25,243
2019-08-26,238
2019-08-26,238
2019-08-27,229
2019-08-27,229
2019-08-28,221
2019-08-29,227
2019-08-30,232
2019-08-31,232
2019-09-01,242
