date_obj,Broodoo%20shield%20(blue) price
2015-02-25,15500
2015-02-26,15500
2015-02-27,15500
2015-02-28,15500
2015-03-01,15500
2015-03-02,15500
2015-03-03,15500
2015-03-04,15500
2015-03-05,15500
2015-03-06,15500
2015-03-07,15500
2015-03-08,15500
2015-03-09,15500
2015-03-10,15500
2015-03-11,15500
2015-03-12,15500
2015-03-13,15500
2015-03-14,15500
2015-03-15,15500
2015-03-16,15500
2015-03-17,15500
2015-03-18,15500
2015-03-19,15500
2015-03-20,15500
2015-03-21,15500
2015-03-22,15500
2015-03-23,15500
2015-03-24,16060
2015-03-25,16060
2015-03-26,16060
2015-03-27,16060
2015-03-28,16060
2015-03-29,16060
2015-03-30,16060
2015-03-31,16060
2015-04-01,16060
2015-04-02,16060
2015-04-03,16060
2015-04-04,16060
2015-04-05,16060
2015-04-06,16060
2015-04-07,16060
2015-04-08,16060
2015-04-09,16060
2015-04-10,16060
2015-04-11,16060
2015-04-12,16060
2015-04-13,16060
2015-04-14,16060
2015-04-15,16060
2015-04-16,16060
2015-04-17,16060
2015-04-18,16060
2015-04-19,16060
2015-04-20,16060
2015-04-21,16060
2015-04-22,16060
2015-04-23,16060
2015-04-24,16657
2015-04-25,16657
2015-04-26,16657
2015-04-27,16657
2015-04-28,16657
2015-04-29,16657
2015-04-30,16657
2015-05-01,16657
2015-05-02,16657
2015-05-03,16657
2015-05-04,16657
2015-05-05,16657
2015-05-06,16657
2015-05-07,16657
2015-05-08,16657
2015-05-09,16657
2015-05-10,16657
2015-05-11,16657
2015-05-12,16657
2015-05-13,16657
2015-05-14,16657
2015-05-15,16657
2015-05-16,16657
2015-05-17,16657
2015-05-18,16657
2015-05-19,16657
2015-05-20,16657
2015-05-21,16657
2015-05-22,16657
2015-05-23,16657
2015-05-24,16657
2015-05-25,16657
2015-05-26,16657
2015-05-27,16657
2015-05-28,17411
2015-05-29,17411
2015-05-30,17411
2015-05-31,17411
2015-06-01,17411
2015-06-02,17411
2015-06-03,17411
2015-06-04,17411
2015-06-05,17411
2015-06-06,17411
2015-06-07,17411
2015-06-08,17411
2015-06-09,17411
2015-06-10,17411
2015-06-11,17411
2015-06-12,17411
2015-06-13,17411
2015-06-14,17411
2015-06-15,17411
2015-06-16,17411
2015-06-17,17411
2015-06-18,17411
2015-06-19,17411
2015-06-20,17411
2015-06-21,17411
2015-06-22,17411
2015-06-23,17411
2015-06-24,18185
2015-06-25,18185
2015-06-26,18185
2015-06-27,18185
2015-06-28,18185
2015-06-29,18185
2015-06-30,18185
2015-07-01,18185
2015-07-02,18185
2015-07-03,18185
2015-07-04,18185
2015-07-05,18185
2015-07-06,18185
2015-07-07,18185
2015-07-08,18185
2015-07-09,18185
2015-07-10,18185
2015-07-11,18185
2015-07-12,18185
2015-07-13,18185
2015-07-14,18185
2015-07-15,18185
2015-07-16,18185
2015-07-17,18185
2015-07-18,18185
2015-07-19,18185
2015-07-20,18185
2015-07-21,18185
2015-07-22,18931
2015-07-23,18931
2015-07-24,18931
2015-07-25,18931
2015-07-26,18931
2015-07-27,18931
2015-07-28,18931
2015-07-29,18931
2015-07-30,18931
2015-07-31,18931
2015-08-01,18931
2015-08-02,18931
2015-08-03,18931
2015-08-04,18931
2015-08-05,18931
2015-08-06,18931
2015-08-07,18931
2015-08-08,18931
2015-08-09,18931
2015-08-10,18931
2015-08-11,18931
2015-08-12,18931
2015-08-13,18931
2015-08-14,18931
2015-08-15,18931
2015-08-16,18931
2015-08-17,18931
2015-08-18,18931
2015-08-19,18931
2015-08-20,19775
2015-08-21,19775
2015-08-22,19775
2015-08-23,19775
2015-08-24,19775
2015-08-25,19775
2015-08-26,19775
2015-08-27,19775
2015-08-28,19775
2015-08-29,19775
2015-08-30,19775
2015-08-31,19775
2015-09-01,19775
2015-09-02,19775
2015-09-03,19775
2015-09-04,19775
2015-09-05,19775
2015-09-06,19775
2015-09-07,19775
2015-09-08,19775
2015-09-09,19775
2015-09-10,19775
2015-09-11,19775
2015-09-12,19775
2015-09-13,19775
2015-09-14,19775
2015-09-15,19775
2015-09-16,19775
2015-09-17,20686
2015-09-18,20686
2015-09-19,20686
2015-09-20,20686
2015-09-21,20686
2015-09-22,20686
2015-09-23,20686
2015-09-24,20686
2015-09-25,20686
2015-09-26,20686
2015-09-27,20686
2015-09-28,20686
2015-09-29,20686
2015-09-30,20686
2015-10-01,20686
2015-10-02,20686
2015-10-03,20686
2015-10-04,20686
2015-10-05,20686
2015-10-06,20686
2015-10-07,20686
2015-10-08,20686
2015-10-09,20686
2015-10-10,20686
2015-10-11,20686
2015-10-12,20686
2015-10-13,20686
2015-10-14,20686
2015-10-15,20686
2015-10-16,20686
2015-10-17,20686
2015-10-18,20686
2015-10-19,20686
2015-10-20,21574
2015-10-21,21574
2015-10-22,21574
2015-10-23,21574
2015-10-24,21574
2015-10-25,21574
2015-10-26,21574
2015-10-27,21574
2015-10-28,21574
2015-10-29,21574
2015-10-30,21574
2015-10-31,21574
2015-11-01,21574
2015-11-02,21574
2015-11-03,21574
2015-11-04,21574
2015-11-05,21574
2015-11-06,21574
2015-11-07,21574
2015-11-08,21574
2015-11-09,21574
2015-11-10,21574
2015-11-11,21574
2015-11-12,21574
2015-11-13,21574
2015-11-14,21574
2015-11-15,21574
2015-11-16,21574
2015-11-17,21574
2015-11-18,21574
2015-11-19,21574
2015-11-20,21574
2015-11-21,21574
2015-11-22,21574
2015-11-23,21574
2015-11-24,21574
2015-11-25,21574
2015-11-26,21574
2015-11-27,21574
2015-11-28,22544
2015-11-29,22544
2015-11-30,22544
2015-12-01,22544
2015-12-02,22544
2015-12-03,22544
2015-12-04,22544
2015-12-05,22544
2015-12-06,22544
2015-12-07,22544
2015-12-08,22544
2015-12-09,22544
2015-12-10,22544
2015-12-11,22544
2015-12-12,22544
2015-12-13,22544
2015-12-14,22544
2015-12-15,22544
2015-12-16,22544
2015-12-17,22544
2015-12-18,22544
2015-12-19,22544
2015-12-20,22544
2015-12-21,22544
2015-12-22,23607
2015-12-23,23607
2015-12-24,23607
2015-12-25,23607
2015-12-26,23607
2015-12-27,23607
2015-12-28,23607
2015-12-29,23607
2015-12-30,23607
2015-12-31,23607
2016-01-01,23607
2016-01-02,23607
2016-01-03,23607
2016-01-04,23607
2016-01-05,23607
2016-01-06,23607
2016-01-07,23607
2016-01-08,23607
2016-01-09,23607
2016-01-10,23607
2016-01-11,23607
2016-01-12,23607
2016-01-13,23607
2016-01-14,23607
2016-01-15,23607
2016-01-16,23607
2016-01-17,23607
2016-01-18,24701
2016-01-19,24701
2016-01-20,24701
2016-01-21,24701
2016-01-22,24701
2016-01-23,24701
2016-01-24,24701
2016-01-25,24701
2016-01-26,24701
2016-01-27,24701
2016-01-28,24701
2016-01-29,24701
2016-01-30,24701
2016-01-31,24701
2016-02-01,24701
2016-02-02,24701
2016-02-03,24701
2016-02-04,24701
2016-02-05,24701
2016-02-06,24701
2016-02-07,24701
2016-02-08,24701
2016-02-09,24701
2016-02-10,24701
2016-02-11,24701
2016-02-12,24701
2016-02-13,24701
2016-02-14,24701
2016-02-15,24701
2016-02-16,24701
2016-02-17,25741
2016-02-18,25741
2016-02-19,25741
2016-02-20,25741
2016-02-21,25741
2016-02-22,25741
2016-02-23,25741
2016-02-24,25741
2016-02-25,25741
2016-02-26,25741
2016-02-27,25741
2016-02-28,25741
2016-02-29,25741
2016-03-01,25741
2016-03-02,25741
2016-03-03,25741
2016-03-04,25741
2016-03-05,25741
2016-03-06,25741
2016-03-07,25741
2016-03-08,25741
2016-03-09,25741
2016-03-10,25741
2016-03-11,25741
2016-03-12,25741
2016-03-13,25741
2016-03-14,25741
2016-03-15,25741
2016-03-16,25741
2016-03-17,25741
2016-03-18,26897
2016-03-19,26897
2016-03-20,26897
2016-03-21,26897
2016-03-22,26897
2016-03-23,26897
2016-03-24,26897
2016-03-25,26897
2016-03-26,26897
2016-03-27,26897
2016-03-28,26897
2016-03-29,26897
2016-03-30,26897
2016-03-31,26897
2016-04-01,26897
2016-04-02,26897
2016-04-03,26897
2016-04-04,26897
2016-04-05,26897
2016-04-06,26897
2016-04-07,26897
2016-04-08,26897
2016-04-09,26897
2016-04-10,26897
2016-04-11,26897
2016-04-12,26897
2016-04-13,26897
2016-04-14,26897
2016-04-15,26897
2016-04-16,27126
2016-04-17,27126
2016-04-18,27126
2016-04-19,27126
2016-04-20,27126
2016-04-21,27126
2016-04-22,27126
2016-04-23,27126
2016-04-24,27126
2016-04-25,27126
2016-04-26,27126
2016-04-27,27126
2016-04-28,27126
2016-04-29,27126
2016-04-30,27126
2016-05-01,27126
2016-05-02,27126
2016-05-03,27126
2016-05-04,27126
2016-05-05,27126
2016-05-06,27126
2016-05-07,25791
2016-05-08,25791
2016-05-09,25791
2016-05-10,25791
2016-05-11,25791
2016-05-12,25791
2016-05-13,25791
2016-05-14,25791
2016-05-15,25791
2016-05-16,25791
2016-05-17,25791
2016-05-18,25791
2016-05-19,25791
2016-05-20,25791
2016-05-21,25791
2016-05-22,25791
2016-05-23,25791
2016-05-24,25791
2016-05-25,25791
2016-05-26,25791
2016-05-27,25791
2016-05-28,24516
2016-05-29,24516
2016-05-30,24516
2016-05-31,24516
2016-06-01,24516
2016-06-02,24516
2016-06-03,24516
2016-06-04,24516
2016-06-05,24516
2016-06-06,24516
2016-06-07,24516
2016-06-08,24516
2016-06-09,24516
2016-06-10,24516
2016-06-11,24516
2016-06-12,24516
2016-06-13,24516
2016-06-14,24516
2016-06-15,24516
2016-06-16,23307
2016-06-17,23307
2016-06-18,23307
2016-06-19,23307
2016-06-20,23307
2016-06-21,23307
2016-06-22,23307
2016-06-23,23307
2016-06-24,23307
2016-06-25,23307
2016-06-26,23307
2016-06-27,23307
2016-06-28,23307
2016-06-29,23307
2016-06-30,23307
2016-07-01,23307
2016-07-02,23307
2016-07-03,23307
2016-07-04,22160
2016-07-05,22160
2016-07-06,22160
2016-07-07,22160
2016-07-08,22160
2016-07-09,22160
2016-07-10,22160
2016-07-11,22160
2016-07-12,22160
2016-07-13,22160
2016-07-14,22160
2016-07-15,22160
2016-07-16,22160
2016-07-17,22160
2016-07-18,22160
2016-07-19,22160
2016-07-20,21064
2016-07-21,21064
2016-07-22,21064
2016-07-23,21064
2016-07-24,21064
2016-07-25,21064
2016-07-26,21064
2016-07-27,21064
2016-07-28,21064
2016-07-29,21064
2016-07-30,21064
2016-07-31,21064
2016-08-01,21064
2016-08-02,21064
2016-08-03,21064
2016-08-04,21064
2016-08-05,21064
2016-08-06,21064
2016-08-07,21064
2016-08-08,21064
2016-08-09,20030
2016-08-10,20030
2016-08-11,20030
2016-08-12,20030
2016-08-13,20030
2016-08-14,20030
2016-08-15,20030
2016-08-16,20030
2016-08-17,20030
2016-08-18,20030
2016-08-19,20030
2016-08-20,20030
2016-08-21,20030
2016-08-22,20030
2016-08-23,20030
2016-08-24,20030
2016-08-25,20030
2016-08-26,20030
2016-08-27,20030
2016-08-28,20030
2016-08-29,20030
2016-08-30,20030
2016-08-31,19042
2016-09-01,19042
2016-09-02,19042
2016-09-03,19042
2016-09-04,19042
2016-09-05,19042
2016-09-06,19042
2016-09-07,19042
2016-09-08,19042
2016-09-09,19042
2016-09-10,19042
2016-09-11,19042
2016-09-12,19042
2016-09-13,19042
2016-09-14,19042
2016-09-15,19042
2016-09-16,19042
2016-09-17,19042
2016-09-18,19042
2016-09-19,19042
2016-09-20,19042
2016-09-21,19042
2016-09-22,18239
2016-09-23,18239
2016-09-24,18239
2016-09-25,18239
2016-09-26,18239
2016-09-27,18239
2016-09-28,18239
2016-09-29,18239
2016-09-30,18239
2016-10-01,18239
2016-10-02,18239
2016-10-03,18239
2016-10-04,18239
2016-10-05,18239
2016-10-06,18239
2016-10-07,18239
2016-10-08,18239
2016-10-09,18239
2016-10-10,18239
2016-10-11,18239
2016-10-12,18239
2016-10-13,18239
2016-10-14,18239
2016-10-15,18239
2016-10-16,18239
2016-10-17,17704
2016-10-18,17704
2016-10-19,17704
2016-10-20,17704
2016-10-21,17704
2016-10-22,17704
2016-10-23,17704
2016-10-24,17704
2016-10-25,17704
2016-10-26,17704
2016-10-27,17704
2016-10-28,17704
2016-10-29,17704
2016-10-30,17704
2016-10-31,17704
2016-11-01,17704
2016-11-02,17704
2016-11-03,17704
2016-11-04,17704
2016-11-05,17704
2016-11-06,16837
2016-11-07,16837
2016-11-08,16837
2016-11-09,16837
2016-11-10,16837
2016-11-11,16837
2016-11-12,16837
2016-11-13,16837
2016-11-14,16837
2016-11-15,16837
2016-11-16,16837
2016-11-17,16837
2016-11-18,16837
2016-11-19,16837
2016-11-20,16837
2016-11-21,16837
2016-11-22,16837
2016-11-23,16837
2016-11-24,16837
2016-11-25,16052
2016-11-26,16052
2016-11-27,16052
2016-11-28,16052
2016-11-29,16052
2016-11-30,16052
2016-12-01,16052
2016-12-02,16052
2016-12-03,16052
2016-12-04,16052
2016-12-05,16052
2016-12-06,16052
2016-12-07,16052
2016-12-08,16052
2016-12-09,16052
2016-12-10,16052
2016-12-11,16052
2016-12-12,16052
2016-12-13,16052
2016-12-14,15432
2016-12-15,15432
2016-12-16,15432
2016-12-17,15432
2016-12-18,15432
2016-12-19,15432
2016-12-20,15432
2016-12-21,15432
2016-12-22,15432
2016-12-23,15432
2016-12-24,15432
2016-12-25,15432
2016-12-26,15432
2016-12-27,15432
2016-12-28,15432
2016-12-29,15432
2016-12-30,15432
2016-12-31,15432
2017-01-01,15432
2017-01-02,14803
2017-01-03,14803
2017-01-04,14803
2017-01-05,14803
2017-01-06,14803
2017-01-07,14803
2017-01-08,14803
2017-01-09,14803
2017-01-10,14803
2017-01-11,14803
2017-01-12,14803
2017-01-13,14803
2017-01-14,14803
2017-01-15,14078
2017-01-16,14078
2017-01-17,14078
2017-01-18,14078
2017-01-19,14078
2017-01-20,14078
2017-01-21,14078
2017-01-22,14078
2017-01-23,14078
2017-01-24,14078
2017-01-25,14078
2017-01-26,14078
2017-01-27,14078
2017-01-28,13492
2017-01-29,13492
2017-01-30,13492
2017-01-31,13492
2017-02-01,13492
2017-02-02,13492
2017-02-03,13492
2017-02-04,13492
2017-02-05,13492
2017-02-06,13492
2017-02-07,13492
2017-02-08,13492
2017-02-09,13492
2017-02-10,13492
2017-02-11,12823
2017-02-12,12823
2017-02-13,12823
2017-02-14,12823
2017-02-15,12823
2017-02-16,12823
2017-02-17,12823
2017-02-18,12823
2017-02-19,12823
2017-02-20,12823
2017-02-21,12823
2017-02-22,12823
2017-02-23,12823
2017-02-24,12823
2017-02-25,12823
2017-02-26,12823
2017-02-27,12823
2017-02-28,12188
2017-03-01,12188
2017-03-02,12188
2017-03-03,12188
2017-03-04,12188
2017-03-05,12188
2017-03-06,12188
2017-03-07,12188
2017-03-08,12188
2017-03-09,12188
2017-03-10,12188
