date_obj,Dharok's%20platelegs price
2019-02-07,1340856
2019-02-08,1340865
2019-02-09,1340896
2019-02-10,1340958
2019-02-11,1340836
2019-02-12,1340867
2019-02-13,1340841
2019-02-14,1340848
2019-02-15,1340722
2019-02-16,1340868
2019-02-17,1340858
2019-02-18,1340888
2019-02-19,1341140
2019-02-20,1340977
2019-02-21,1340896
2019-02-22,1368482
2019-02-23,1356343
2019-02-24,1343042
2019-02-25,1366588
2019-02-26,1371032
2019-02-27,1370939
2019-02-28,1368687
2019-03-01,1371072
2019-03-02,1370762
2019-03-03,1378532
2019-03-04,1357004
2019-03-05,1347436
2019-03-06,1349959
2019-03-07,1350093
2019-03-08,1350762
2019-03-09,1328284
2019-03-10,1323197
2019-03-11,1322677
2019-03-12,1322051
2019-03-13,1322544
2019-03-14,1323123
2019-03-15,1323091
2019-03-16,1323060
2019-03-17,1290434
2019-03-18,1282213
2019-03-19,1281932
2019-03-20,1281952
2019-03-21,1281440
2019-03-22,1278568
2019-03-23,1282306
2019-03-24,1283066
2019-03-25,1282451
2019-03-26,1281500
2019-03-27,1281729
2019-03-28,1274354
2019-03-29,1317917
2019-03-30,1325054
2019-03-31,1322988
2019-04-01,1323296
2019-04-02,1303694
2019-04-03,1293854
2019-04-04,1292229
2019-04-05,1292378
2019-04-06,1292686
2019-04-07,1267246
2019-04-08,1232861
2019-04-09,1218174
2019-04-10,1252743
2019-04-11,1251300
2019-04-12,1239915
2019-04-13,1204191
2019-04-14,1205742
2019-04-15,1191072
2019-04-16,1179454
2019-04-17,1149354
2019-04-18,1101981
2019-04-19,1077289
2019-04-20,1040625
2019-04-21,1025262
2019-04-22,1024456
2019-04-23,1037399
2019-04-24,1046094
2019-04-25,1085442
2019-04-26,1104844
2019-04-27,1127022
2019-04-28,1168932
2019-04-29,1217412
2019-04-30,1277452
2019-05-01,1298189
2019-05-02,1285981
2019-05-03,1265686
2019-05-04,1251429
2019-05-05,1242497
2019-05-06,1221654
2019-05-07,1218907
2019-05-08,1187366
2019-05-09,1186019
2019-05-10,1155215
2019-05-11,1157775
2019-05-12,1143407
2019-05-13,1138821
2019-05-14,1134752
2019-05-15,1143070
2019-05-16,1131993
2019-05-17,1116513
2019-05-18,1158069
2019-05-19,1197928
2019-05-20,1221162
2019-05-21,1213937
2019-05-22,1211434
2019-05-23,1233603
2019-05-24,1250008
2019-05-25,1235301
2019-05-26,1245270
2019-05-27,1218368
2019-05-28,1201981
2019-05-29,1218430
2019-05-30,1231042
2019-05-31,1266722
2019-06-01,1273360
2019-06-02,1263815
2019-06-03,1241322
2019-06-04,1227684
2019-06-05,1225079
2019-06-06,1237223
2019-06-07,1254950
2019-06-08,1274427
2019-06-09,1262620
2019-06-10,1282758
2019-06-11,1244800
2019-06-12,1201094
2019-06-13,1174059
2019-06-14,1118662
2019-06-15,1100552
2019-06-16,1111575
2019-06-17,1104144
2019-06-18,1098746
2019-06-19,1119829
2019-06-20,1133466
2019-06-21,1148916
2019-06-22,1137612
2019-06-23,1132844
2019-06-24,1131500
2019-06-25,1128908
2019-06-26,1115007
2019-06-27,1103480
2019-06-28,1124981
2019-06-29,1133099
2019-06-30,1154804
2019-07-01,1170953
2019-07-02,1163411
2019-07-03,1150288
2019-07-04,1140036
2019-07-05,1142396
2019-07-06,1186597
2019-07-07,1161591
2019-07-08,1159665
2019-07-09,1164760
2019-07-10,1152627
2019-07-11,1138522
2019-07-12,1131122
2019-07-13,1113488
2019-07-14,1109007
2019-07-15,1102396
2019-07-16,1107140
2019-07-17,1108537
2019-07-18,1126200
2019-07-19,1128844
2019-07-20,1130835
2019-07-21,1118857
2019-07-22,1100509
2019-07-23,1093735
2019-07-24,1085768
2019-07-25,1066722
2019-07-26,1053560
2019-07-27,1020133
2019-07-28,1025622
2019-07-29,1021265
2019-07-30,1058914
2019-07-31,1110721
2019-08-01,1152321
2019-08-02,1164885
2019-08-03,1182731
2019-08-04,1169000
2019-08-05,1188485
2019-08-06,1181340
2019-08-07,1157144
2019-08-08,1136720
2019-08-09,1130568
2019-08-10,1120832
2019-08-11,1126209
2019-08-12,1144337
2019-08-13,1151582
2019-08-14,1163373
2019-08-15,1164797
2019-08-16,1188639
2019-08-17,1219101
2019-08-18,1203676
2019-08-19,1216013
2019-08-20,1194380
2019-08-21,1187202
2019-08-22,1173962
2019-08-23,1137418
2019-08-24,1127350
2019-08-24,1127350
2019-08-25,1138061
2019-08-25,1138061
2019-08-26,1137916
2019-08-26,1137916
2019-08-27,1189944
2019-08-27,1189944
2019-08-28,1171461
2019-08-29,1199936
2019-08-30,1225996
2019-08-31,1259325
2019-09-01,1242337
2019-09-02,1252128
2019-09-03,1244977
2019-09-04,1267900
2019-09-05,1283655
2019-09-06,1295665
2019-09-07,1355858
2019-09-08,1414740
2019-09-09,1399523
2019-09-10,1352654
2019-09-11,1317103
2019-09-12,1278685
2019-09-13,1274031
2019-09-14,1244056
2019-09-15,1239735
2019-09-16,1221122
2019-09-17,1215672
2019-09-18,1212387
2019-09-19,1194361
2019-09-20,1180208
2019-09-21,1169600
2019-09-22,1160721
2019-09-23,1149277
2019-09-24,1147897
2019-09-25,1144757
2019-09-26,1120659
2019-09-27,1118486
2019-09-28,1132460
2019-09-29,1155494
2019-09-30,1154927
2019-10-01,1165073
2019-10-02,1144138
2019-10-03,1163769
2019-10-04,1152709
2019-10-05,1160585
2019-10-06,1159409
2019-10-07,1132996
2019-10-08,1125913
2019-10-09,1108089
2019-10-10,1110272
2019-10-11,1119319
2019-10-12,1121398
2019-10-13,1116254
2019-10-14,1121639
2019-10-15,1115730
2019-10-16,1102100
2019-10-17,1048258
2019-10-18,1013366
2019-10-19,1000715
2019-10-20,995655
2019-10-21,987218
2019-10-22,989482
2019-10-23,1004984
2019-10-24,993270
2019-10-25,1005808
2019-10-26,1010834
2019-10-27,1039450
2019-10-28,1056860
2019-10-29,1052463
2019-10-30,1047050
2019-10-31,1039012
2019-11-01,1052851
2019-11-02,1069946
2019-11-03,1092561
2019-11-04,1092618
2019-11-05,1062984
2019-11-06,1060906
2019-11-07,1085546
2019-11-08,1073337
2019-11-09,1054753
2019-11-10,1094614
2019-11-11,1094582
2019-11-12,1087637
2019-11-13,1100845
2019-11-14,1089704
2019-11-15,1079202
2019-11-16,1082433
2019-11-17,1089299
2019-11-18,1085320
2019-11-19,1084104
2019-11-20,1091716
2019-11-21,1080410
2019-11-22,1070564
2019-11-23,1053410
2019-11-24,1049341
2019-11-25,1029938
2019-11-26,1042939
2019-11-27,1062273
2019-11-28,1067633
2019-11-29,1079990
2019-11-30,1092549
2019-12-01,1098314
2019-12-02,1083520
2019-12-03,1071433
2019-12-04,1048418
2019-12-05,1050162
2019-12-06,1043746
2019-12-07,1028094
2019-12-08,1036069
2019-12-09,1034100
2019-12-10,1030091
2019-12-11,1013671
2019-12-12,1016670
2019-12-13,1014044
2019-12-14,1003857
2019-12-15,1004120
2019-12-16,1003955
2019-12-17,1018493
2019-12-18,1006485
2019-12-19,1014235
2019-12-20,1014686
2019-12-21,1018917
2019-12-22,1035764
2019-12-23,1018620
2019-12-24,1017999
2019-12-25,1030726
2019-12-26,1024245
2019-12-27,1020159
2019-12-28,1035912
2019-12-29,1052378
2019-12-30,1035210
2019-12-31,1025064
2020-01-01,1023668
2020-01-02,1029067
2020-01-03,1017257
2020-01-04,1017735
2020-01-05,1021172
2020-01-06,1023521
2020-01-07,1019024
2020-01-08,1016976
2020-01-09,1030838
2020-01-10,1019649
2020-01-11,1025245
2020-01-12,1029562
2020-01-13,1023834
2020-01-14,1011624
2020-01-15,999099
2020-01-16,1000756
2020-01-17,1003917
2020-01-18,1001893
2020-01-19,1008243
2020-01-20,1014583
2020-01-21,1005173
2020-01-22,997157
2020-01-23,1006525
2020-01-24,1010326
2020-01-25,998495
2020-01-26,990311
2020-01-27,979295
2020-01-28,976562
2020-01-29,979350
2020-01-30,976524
2020-01-31,957566
2020-02-01,957149
2020-02-02,972575
2020-02-03,971947
2020-02-04,964860
2020-02-05,966917
2020-02-06,956363
2020-02-07,953473
2020-02-08,961644
2020-02-09,957979
2020-02-10,962675
2020-02-11,964300
2020-02-12,954498
2020-02-13,945693
2020-02-14,937268
2020-02-15,925621
2020-02-16,919035
2020-02-17,915582
2020-02-18,935237
2020-02-19,922783
2020-02-20,915848
2020-02-21,902092
2020-02-22,899158
2020-02-23,914620
2020-02-24,917171
2020-02-25,911972
2020-02-26,915016
2020-02-27,923974
2020-02-28,944548
2020-02-29,963864
2020-03-01,984327
2020-03-02,996698
2020-03-03,1002730
2020-03-04,1002924
2020-03-05,992310
2020-03-06,1000848
2020-03-07,989578
2020-03-08,983162
2020-03-09,982047
2020-03-10,976590
2020-03-11,967874
2020-03-12,967756
2020-03-13,993187
2020-03-14,1002013
2020-03-15,984492
2020-03-16,985050
2020-03-17,979448
2020-03-18,992803
2020-03-19,987312
2020-03-20,1014014
2020-03-21,1007568
2020-03-22,1020930
2020-03-23,1041431
2020-03-24,1041816
2020-03-25,1076431
2020-03-26,1065519
2020-03-27,1061361
2020-03-28,1053210
2020-03-29,1057091
2020-03-30,1030701
2020-03-31,998454
2020-04-01,984608
2020-04-02,977462
2020-04-03,968756
2020-04-04,960178
2020-04-05,962410
2020-04-06,955376
2020-04-07,942458
2020-04-08,947824
2020-04-09,975526
2020-04-10,974168
2020-04-11,972046
2020-04-12,970396
2020-04-13,956957
2020-04-14,962265
2020-04-15,961440
2020-04-16,965029
2020-04-17,955797
2020-04-18,952656
2020-04-19,958397
2020-04-20,946838
2020-04-21,940228
2020-04-22,955837
2020-04-23,997259
2020-04-24,1046956
2020-04-25,1056715
2020-04-26,1038916
2020-04-27,1027402
2020-04-28,1005992
2020-04-29,1008364
2020-04-30,1002133
2020-05-01,979426
2020-05-02,970902
2020-05-03,972559
2020-05-04,959004
2020-05-05,940401
2020-05-06,930059
2020-05-07,931905
2020-05-08,932356
2020-05-09,922791
2020-05-10,924529
2020-05-11,913738
2020-05-12,905572
2020-05-13,899287
