date_obj,Dwarf%20cannon%20set price
2019-03-26,753667
2019-03-27,754059
2019-03-28,753808
2019-03-29,754125
2019-03-30,762003
2019-03-31,763556
2019-04-01,757221
2019-04-02,760471
2019-04-03,759284
2019-04-04,755771
2019-04-05,756404
2019-04-06,756910
2019-04-07,757449
2019-04-08,756200
2019-04-09,754268
2019-04-10,752921
2019-04-11,754128
2019-04-12,757398
2019-04-13,759974
2019-04-14,758635
2019-04-15,756261
2019-04-16,754817
2019-04-17,754920
2019-04-18,756848
2019-04-19,762830
2019-04-20,758925
2019-04-21,757400
2019-04-22,756378
2019-04-23,756578
2019-04-24,756379
2019-04-25,756408
2019-04-26,755970
2019-04-27,757415
2019-04-28,756315
2019-04-29,756093
2019-04-30,755684
2019-05-01,757004
2019-05-02,755519
2019-05-03,755024
2019-05-04,755533
2019-05-05,759910
2019-05-06,757553
2019-05-07,759739
2019-05-08,756879
2019-05-09,755024
2019-05-10,756349
2019-05-11,758253
2019-05-12,760943
2019-05-13,758674
2019-05-14,757839
2019-05-15,758447
2019-05-16,758440
2019-05-17,755884
2019-05-18,755415
2019-05-19,756135
2019-05-20,756363
2019-05-21,755456
2019-05-22,755520
2019-05-23,755786
2019-05-24,756607
2019-05-25,757139
2019-05-26,757502
2019-05-27,756995
2019-05-28,756232
2019-05-29,759611
2019-05-30,758992
2019-05-31,764524
2019-06-01,759414
2019-06-02,757128
2019-06-03,754422
2019-06-04,758061
2019-06-05,756659
2019-06-06,759375
2019-06-07,756385
2019-06-08,755951
2019-06-09,757947
2019-06-10,765550
2019-06-11,758609
2019-06-12,756566
2019-06-13,755552
2019-06-14,755381
2019-06-15,755230
2019-06-16,756822
2019-06-17,755960
2019-06-18,754611
2019-06-19,754569
2019-06-20,755206
2019-06-21,755322
2019-06-22,756646
2019-06-23,755031
2019-06-24,754949
2019-06-25,754879
2019-06-26,755670
2019-06-27,757039
2019-06-28,756634
2019-06-29,757031
2019-06-30,757025
2019-07-01,758054
2019-07-02,756873
2019-07-03,755641
2019-07-04,755524
2019-07-05,755687
2019-07-06,756164
2019-07-07,756499
2019-07-08,759617
2019-07-09,758453
2019-07-10,756276
2019-07-11,754604
2019-07-12,753671
2019-07-13,753258
2019-07-14,753542
2019-07-15,752866
2019-07-16,753380
2019-07-17,753446
2019-07-18,752584
2019-07-19,751892
2019-07-20,752998
2019-07-21,752825
2019-07-22,753125
2019-07-23,751693
2019-07-24,750821
2019-07-25,751646
2019-07-26,752637
2019-07-27,753557
2019-07-28,753460
2019-07-29,752310
2019-07-30,753267
2019-07-31,754079
2019-08-01,755614
2019-08-02,757879
2019-08-03,756454
2019-08-04,755441
2019-08-05,755020
2019-08-06,755108
2019-08-07,757917
2019-08-08,757864
2019-08-09,755065
2019-08-10,754920
2019-08-11,755627
2019-08-12,754775
2019-08-13,755138
2019-08-14,755180
2019-08-15,754793
2019-08-16,754732
2019-08-17,754980
2019-08-18,757043
2019-08-19,756009
2019-08-20,759698
2019-08-21,758469
2019-08-22,757043
2019-08-23,755572
2019-08-24,754243
2019-08-24,754243
2019-08-25,754698
2019-08-25,754698
2019-08-26,754625
2019-08-26,754625
2019-08-27,755221
2019-08-27,755221
2019-08-28,754825
2019-08-29,754620
2019-08-30,754418
2019-08-31,754347
2019-09-01,755127
2019-09-02,754765
2019-09-03,754788
2019-09-04,754728
2019-09-05,754227
2019-09-06,750842
2019-09-07,753252
2019-09-08,754566
2019-09-09,755661
2019-09-10,757570
2019-09-11,754694
2019-09-12,754445
2019-09-13,754192
2019-09-14,753987
2019-09-15,754133
2019-09-16,754522
2019-09-17,754452
2019-09-18,753420
2019-09-19,753412
2019-09-20,751321
2019-09-21,752578
2019-09-22,753837
2019-09-23,754631
2019-09-24,752929
2019-09-25,753953
2019-09-26,753950
2019-09-27,753280
2019-09-28,752618
2019-09-29,753328
2019-09-30,754190
2019-10-01,754528
2019-10-02,754855
2019-10-03,755168
2019-10-04,754980
2019-10-05,754681
2019-10-06,754929
2019-10-07,755376
2019-10-08,755214
2019-10-09,755705
2019-10-10,755120
2019-10-11,755608
2019-10-12,755953
2019-10-13,761629
2019-10-14,756482
2019-10-15,756548
2019-10-16,754816
2019-10-17,754610
2019-10-18,754986
2019-10-19,754837
2019-10-20,756094
2019-10-21,755359
2019-10-22,755322
2019-10-23,757392
2019-10-24,756099
2019-10-25,758004
2019-10-26,761280
2019-10-27,765859
2019-10-28,763840
2019-10-29,756357
2019-10-30,755631
2019-10-31,754549
2019-11-01,754962
2019-11-02,754750
2019-11-03,754623
2019-11-04,754700
2019-11-05,754313
2019-11-06,754117
2019-11-07,754080
2019-11-08,753998
2019-11-09,754524
2019-11-10,755824
2019-11-11,756332
2019-11-12,754712
2019-11-13,756034
2019-11-14,755598
2019-11-15,754719
2019-11-16,755171
2019-11-17,754562
2019-11-18,754911
2019-11-19,754620
2019-11-20,754735
2019-11-21,754816
2019-11-22,762241
2019-11-23,758652
2019-11-24,761324
2019-11-25,760153
2019-11-26,758149
2019-11-27,764249
2019-11-28,759579
2019-11-29,757944
2019-11-30,757688
2019-12-01,759474
2019-12-02,758923
2019-12-03,757843
2019-12-04,757038
2019-12-05,755195
2019-12-06,758921
2019-12-07,760719
2019-12-08,758559
2019-12-09,756860
2019-12-10,756150
2019-12-11,760776
2019-12-12,760969
2019-12-13,757836
2019-12-14,755686
2019-12-15,755224
2019-12-16,755275
2019-12-17,758785
2019-12-18,756540
2019-12-19,755546
2019-12-20,756049
2019-12-21,757317
2019-12-22,756964
2019-12-23,757136
2019-12-24,755706
2019-12-25,764444
2019-12-26,758842
2019-12-27,762843
2019-12-28,757651
2019-12-29,756216
2019-12-30,753649
2019-12-31,749010
2020-01-01,754292
2020-01-02,754978
2020-01-03,757187
2020-01-04,755162
2020-01-05,754826
2020-01-06,754676
2020-01-07,758099
2020-01-08,753241
2020-01-09,753422
2020-01-10,751622
2020-01-11,754247
2020-01-12,754537
2020-01-13,754627
2020-01-14,754721
2020-01-15,754565
2020-01-16,755998
2020-01-17,755152
2020-01-18,755135
2020-01-19,754968
2020-01-20,754566
2020-01-21,754560
2020-01-22,754313
2020-01-23,754557
2020-01-24,754431
2020-01-25,754559
2020-01-26,754884
2020-01-27,755884
2020-01-28,755473
2020-01-29,759346
2020-01-30,757282
2020-01-31,756298
2020-02-01,758494
2020-02-02,756807
2020-02-03,755400
2020-02-04,755250
2020-02-05,756661
2020-02-06,754144
2020-02-07,754111
2020-02-08,751980
2020-02-09,749982
2020-02-10,753954
2020-02-11,754304
2020-02-12,753427
2020-02-13,753104
2020-02-14,753309
2020-02-15,758028
2020-02-16,759224
2020-02-17,761197
2020-02-18,760993
2020-02-19,758031
2020-02-20,756223
2020-02-21,756104
2020-02-22,759193
2020-02-23,758451
2020-02-24,757403
2020-02-25,756247
2020-02-26,754215
2020-02-27,753922
2020-02-28,764985
2020-02-29,760398
2020-03-01,759109
2020-03-02,756583
2020-03-03,757063
2020-03-04,757669
2020-03-05,757887
2020-03-06,755661
2020-03-07,755268
2020-03-08,756416
2020-03-09,755226
2020-03-10,754925
2020-03-11,755460
2020-03-12,755296
2020-03-13,758426
2020-03-14,760198
2020-03-15,760425
2020-03-16,760452
2020-03-17,757763
2020-03-18,757530
2020-03-19,758152
2020-03-20,756459
2020-03-21,756760
2020-03-22,756578
2020-03-23,756536
2020-03-24,757447
2020-03-25,757673
2020-03-26,756874
2020-03-27,758159
2020-03-28,760811
2020-03-29,759490
2020-03-30,759166
2020-03-31,757786
2020-04-01,755907
2020-04-02,753469
2020-04-03,753609
2020-04-04,755260
2020-04-05,756221
2020-04-06,757813
2020-04-07,756749
2020-04-08,756937
2020-04-09,757192
2020-04-10,756947
2020-04-11,756706
2020-04-12,756555
2020-04-13,756745
2020-04-14,761930
2020-04-15,758016
2020-04-16,756472
2020-04-17,755418
2020-04-18,756285
2020-04-19,756189
2020-04-20,755712
2020-04-21,755423
2020-04-22,754969
2020-04-23,755098
2020-04-24,755328
2020-04-25,755190
2020-04-26,755768
2020-04-27,755000
2020-04-28,756488
2020-04-29,755454
2020-04-30,755626
2020-05-01,755383
2020-05-02,756410
2020-05-03,756203
2020-05-04,756888
2020-05-05,756594
2020-05-06,755991
2020-05-07,755913
2020-05-08,758794
2020-05-09,756352
2020-05-10,755446
2020-05-11,755384
2020-05-12,755587
2020-05-13,756723
