date_obj,Steel%20platelegs price
2019-09-02,393
2019-09-03,391
2019-09-04,385
2019-09-05,399
2019-09-06,398
2019-09-07,402
2019-09-08,408
2019-09-09,403
2019-09-10,391
2019-09-11,384
2019-09-12,384
2019-09-13,390
2019-09-14,395
2019-09-15,392
2019-09-16,400
2019-09-17,401
2019-09-18,396
2019-09-19,389
2019-09-20,392
2019-09-21,383
2019-09-22,386
2019-09-23,393
2019-09-24,393
2019-09-25,386
2019-09-26,379
2019-09-27,380
2019-09-28,380
2019-09-29,372
2019-09-30,375
2019-10-01,382
2019-10-02,392
2019-10-03,390
2019-10-04,385
2019-10-05,385
2019-10-06,386
2019-10-07,394
2019-10-08,396
2019-10-09,391
2019-10-10,394
2019-10-11,383
2019-10-12,385
2019-10-13,371
2019-10-14,365
2019-10-15,367
2019-10-16,371
2019-10-17,370
2019-10-18,371
2019-10-19,370
2019-10-20,364
2019-10-21,356
2019-10-22,364
2019-10-23,363
2019-10-24,366
2019-10-25,368
2019-10-26,367
2019-10-27,380
2019-10-28,374
2019-10-29,367
2019-10-30,367
2019-10-31,370
2019-11-01,365
2019-11-02,365
2019-11-03,367
2019-11-04,363
2019-11-05,356
2019-11-06,361
2019-11-07,361
2019-11-08,358
2019-11-09,359
2019-11-10,353
2019-11-11,357
2019-11-12,356
2019-11-13,363
2019-11-14,362
2019-11-15,364
2019-11-16,365
2019-11-17,359
2019-11-18,358
2019-11-19,366
2019-11-20,368
2019-11-21,362
2019-11-22,355
2019-11-23,355
2019-11-24,353
2019-11-25,357
2019-11-26,362
2019-11-27,353
2019-11-28,353
2019-11-29,355
2019-11-30,353
2019-12-01,352
2019-12-02,354
2019-12-03,359
2019-12-04,356
2019-12-05,350
2019-12-06,358
2019-12-07,366
2019-12-08,369
2019-12-09,368
2019-12-10,366
2019-12-11,363
2019-12-12,366
2019-12-13,364
2019-12-14,367
2019-12-15,365
2019-12-16,362
2019-12-17,367
2019-12-18,376
2019-12-19,381
2019-12-20,383
2019-12-21,388
2019-12-22,382
2019-12-23,383
2019-12-24,380
2019-12-25,371
2019-12-26,379
2019-12-27,389
2019-12-28,391
2019-12-29,392
2019-12-30,383
2019-12-31,375
2020-01-01,372
2020-01-02,381
2020-01-03,383
2020-01-04,379
2020-01-05,377
2020-01-06,367
2020-01-07,371
2020-01-08,378
2020-01-09,379
2020-01-10,390
2020-01-11,388
2020-01-12,384
2020-01-13,394
2020-01-14,400
2020-01-15,395
2020-01-16,408
2020-01-17,400
2020-01-18,401
2020-01-19,395
2020-01-20,400
2020-01-21,398
2020-01-22,404
2020-01-23,388
2020-01-24,386
2020-01-25,393
2020-01-26,397
2020-01-27,403
2020-01-28,400
2020-01-29,397
2020-01-30,403
2020-01-31,400
2020-02-01,391
2020-02-02,392
2020-02-03,392
2020-02-04,392
2020-02-05,392
2020-02-06,398
2020-02-07,399
2020-02-08,386
2020-02-09,380
2020-02-10,374
2020-02-11,370
2020-02-12,373
2020-02-13,383
2020-02-14,387
2020-02-15,388
2020-02-16,383
2020-02-17,379
2020-02-18,385
2020-02-19,384
2020-02-20,370
2020-02-21,362
2020-02-22,362
2020-02-23,366
2020-02-24,373
2020-02-25,371
2020-02-26,376
2020-02-27,377
2020-02-28,377
2020-02-29,373
2020-03-01,372
2020-03-02,370
2020-03-03,371
2020-03-04,383
2020-03-05,380
2020-03-06,375
2020-03-07,370
2020-03-08,368
2020-03-09,363
2020-03-10,365
2020-03-11,359
2020-03-12,365
2020-03-13,365
2020-03-14,366
2020-03-15,361
2020-03-16,365
2020-03-17,360
2020-03-18,357
2020-03-19,361
2020-03-20,359
2020-03-21,359
2020-03-22,354
2020-03-23,353
2020-03-24,360
2020-03-25,358
2020-03-26,357
2020-03-27,356
2020-03-28,344
2020-03-29,339
2020-03-30,336
2020-03-31,331
2020-04-01,336
2020-04-02,334
2020-04-03,330
2020-04-04,332
2020-04-05,328
2020-04-06,335
2020-04-07,335
2020-04-08,335
2020-04-09,336
2020-04-10,335
2020-04-11,337
2020-04-12,334
2020-04-13,338
2020-04-14,340
2020-04-15,344
2020-04-16,336
2020-04-17,339
2020-04-18,338
2020-04-19,341
2020-04-20,339
2020-04-21,338
2020-04-22,341
2020-04-23,341
2020-04-24,338
2020-04-25,345
2020-04-26,346
2020-04-27,347
2020-04-28,345
2020-04-29,341
2020-04-30,347
2020-05-01,347
2020-05-02,349
2020-05-03,348
2020-05-04,347
2020-05-05,352
2020-05-06,360
2020-05-07,361
2020-05-08,366
2020-05-09,368
2020-05-10,367
2020-05-11,370
2020-05-12,374
2020-05-13,377
