date_obj,Wood%20camo%20legs price
2016-02-29,10480
2016-03-01,10480
2016-03-02,10480
2016-03-03,10480
2016-03-04,10480
2016-03-05,10480
2016-03-06,10480
2016-03-07,10480
2016-03-08,10480
2016-03-09,10480
2016-03-10,10480
2016-03-11,10480
2016-03-12,10480
2016-03-13,10480
2016-03-14,10480
2016-03-15,10480
2016-03-16,10480
2016-03-17,10480
2016-03-18,10564
2016-03-19,10564
2016-03-20,10564
2016-03-21,10564
2016-03-22,10564
2016-03-23,10564
2016-03-24,10564
2016-03-25,10564
2016-03-26,10564
2016-03-27,10564
2016-03-28,10564
2016-03-29,10564
2016-03-30,10564
2016-03-31,10564
2016-04-01,10564
2016-04-02,10564
2016-04-03,10564
2016-04-04,10564
2016-04-05,10564
2016-04-06,10564
2016-04-07,10564
2016-04-08,10564
2016-04-09,10564
2016-04-10,10564
2016-04-11,10564
2016-04-12,10564
2016-04-13,10564
2016-04-14,10564
2016-04-15,10564
2016-04-16,10564
2016-04-17,10564
2016-04-18,10718
2016-04-19,10718
2016-04-20,10718
2016-04-21,10718
2016-04-22,10718
2016-04-23,10718
2016-04-24,10718
2016-04-25,10718
2016-04-26,10718
2016-04-27,10718
2016-04-28,10718
2016-04-29,10718
2016-04-30,10718
2016-05-01,10718
2016-05-02,10718
2016-05-03,10718
2016-05-04,10718
2016-05-05,10718
2016-05-06,10718
2016-05-07,10718
2016-05-08,10718
2016-05-09,10718
2016-05-10,10718
2016-05-11,10718
2016-05-12,10718
2016-05-13,10718
2016-05-14,10718
2016-05-15,10718
2016-05-16,10718
2016-05-17,10718
2016-05-18,10718
2016-05-19,10718
2016-05-22,10827
2016-05-23,10827
2016-05-24,10827
2016-05-25,10827
2016-05-26,10827
2016-05-27,10827
2016-05-28,10827
2016-05-29,10827
2016-05-30,10827
2016-05-31,10827
2016-06-01,10827
2016-06-02,10827
2016-06-03,10827
2016-06-04,10827
2016-06-05,10827
2016-06-06,10827
2016-06-07,10827
2016-06-08,10827
2016-06-09,10827
2016-06-10,10827
2016-06-11,10827
2016-06-12,10827
2016-06-13,10827
2016-06-14,10827
2016-06-15,10827
2016-06-16,10827
2016-06-17,10827
2016-06-18,10827
2016-06-19,10981
2016-06-20,10981
2016-06-21,10981
2016-06-22,10981
2016-06-23,10981
2016-06-24,10981
2016-06-25,10981
2016-06-26,10981
2016-06-27,10981
2016-06-28,10981
2016-06-29,10981
2016-06-30,10981
2016-07-01,10981
2016-07-02,10981
2016-07-03,10981
2016-07-04,10981
2016-07-05,10981
2016-07-06,10981
2016-07-07,10981
2016-07-08,10981
2016-07-09,10981
2016-07-10,10981
2016-07-11,10981
2016-07-12,10981
2016-07-13,10981
2016-07-14,10981
2016-07-15,10981
2016-07-16,10981
2016-07-17,10981
2016-07-18,10929
2016-07-24,10929
2016-07-25,10929
2016-07-26,10929
2016-07-27,10929
2016-07-28,10929
2016-07-29,10929
2016-07-30,10929
2016-07-31,10929
2016-08-01,10929
2016-08-02,10929
2016-08-03,10929
2016-08-04,10929
2016-08-05,10929
2016-08-06,10929
2016-08-07,10929
2016-08-08,10929
2016-08-09,10929
2016-08-10,10929
2016-08-11,10929
2016-08-12,10929
2016-08-13,10929
2016-08-14,10929
2016-08-15,10929
2016-08-16,10929
2016-08-17,10929
2016-08-18,10929
2016-08-19,10929
2016-08-20,10929
2016-08-21,10929
2016-08-22,10929
2016-08-23,10929
2016-08-24,10929
2016-08-25,10929
2016-08-26,10929
2016-08-28,10929
2016-08-31,10653
2016-09-01,10653
2016-09-02,10653
2016-09-03,10653
2016-09-04,10653
2016-09-05,10653
2016-09-06,10653
2016-09-07,10653
2016-09-08,10653
2016-09-09,10653
2016-09-10,10653
2016-09-11,10653
2016-09-12,10653
2016-09-13,10653
2016-09-14,10653
2016-09-15,10653
2016-09-16,10653
2016-09-17,10653
2016-09-18,10653
2016-09-19,10653
2016-09-20,10653
2016-09-21,10653
2016-09-22,10653
2016-09-23,10653
2016-09-24,10653
2016-09-25,10653
2016-09-26,10653
2016-09-27,10653
2016-09-28,10653
2016-09-29,10653
2016-09-30,10653
2016-10-01,10653
2016-10-02,10653
2016-10-03,10653
2016-10-04,10653
2016-10-05,10653
2016-10-06,10653
2016-10-07,10653
2016-10-08,10330
2016-10-09,10330
2016-10-10,10330
2016-10-11,10330
2016-10-12,10330
2016-10-13,10330
2016-10-14,10330
2016-10-15,10330
2016-10-16,10330
2016-10-17,10330
2016-10-18,10330
2016-10-19,10330
2016-10-20,10330
2016-10-21,10330
2016-10-22,10330
2016-10-23,10330
2016-10-24,10330
2016-10-25,10330
2016-10-26,10330
2016-10-27,10330
2016-10-28,10330
2016-10-29,10330
2016-10-30,10330
2016-10-31,10330
2016-11-01,10330
2016-11-02,10330
2016-11-03,10330
2016-11-04,10330
2016-11-05,10330
2016-11-06,10330
2016-11-07,10330
2016-11-08,10330
2016-11-09,10330
2016-11-10,10330
2016-11-11,10330
2016-11-12,10330
2016-11-13,10431
2016-11-14,10431
2016-12-08,10431
2016-12-09,10431
2016-12-10,10431
2016-12-11,10431
2016-12-12,10431
2016-12-13,10431
2016-12-14,10431
2016-12-15,10431
2016-12-16,10431
2016-12-17,10516
2016-12-18,10516
2016-12-19,10516
2016-12-20,10516
2016-12-21,10516
2016-12-22,10516
2016-12-23,10516
2016-12-24,10516
2016-12-25,10516
2016-12-26,10516
2016-12-27,10516
2016-12-28,10516
2016-12-29,10516
2016-12-30,10516
2016-12-31,10516
2017-01-01,10516
2017-01-02,10516
2017-01-03,10516
2017-01-04,10516
2017-01-05,10516
2017-01-06,10516
2017-01-07,10516
2017-01-08,10516
2017-01-09,10516
2017-01-10,10516
2017-01-11,10516
2017-01-12,10516
2017-01-13,10516
2017-01-14,10516
2017-01-15,10594
2017-01-16,10594
2017-01-17,10594
2017-01-18,10594
2017-01-19,10594
2017-01-20,10594
2017-01-21,10594
2017-01-22,10594
2017-01-27,10594
2017-01-28,10594
2017-01-29,10594
2017-01-30,10594
2017-01-31,10594
2017-02-01,10594
2017-02-02,10594
2017-02-03,10594
2017-02-04,10594
2017-02-05,10594
2017-02-06,10594
2017-02-07,10594
2017-02-08,10594
2017-02-09,10594
2017-02-10,10411
2017-02-11,10411
2017-02-12,10411
2017-02-13,10411
2017-02-14,10411
2017-02-15,10411
2017-02-16,10411
2017-02-18,10411
2017-02-19,10411
2017-02-20,10411
2017-02-21,10411
2017-02-22,10411
2017-02-23,10411
2017-02-24,10411
2017-02-25,10411
2017-02-26,10411
2017-02-27,10411
2017-02-28,10411
2017-03-01,10411
2017-03-02,10411
2017-03-03,10411
2017-03-04,10411
2017-03-05,10411
2017-03-06,10411
2017-03-07,10411
2017-03-08,10411
2017-03-09,10411
2017-03-10,10411
2017-03-11,10184
2017-03-12,10184
2017-03-13,10184
2017-03-14,10184
2017-03-15,10184
2017-03-16,10184
2017-03-17,10184
2017-03-18,10184
2017-03-19,10184
2017-03-20,10184
2017-03-21,10184
2017-03-22,10184
2017-03-23,10184
2017-03-24,10184
2017-03-25,10184
2017-03-26,10184
2017-03-27,10184
2017-03-28,10184
2017-03-29,10184
2017-03-30,10184
2017-03-31,10184
2017-04-01,10184
2017-04-02,10184
2017-04-03,10184
2017-04-04,10184
2017-04-12,10184
2017-04-13,10355
2017-04-14,10355
2017-04-15,10355
2017-04-16,10355
2017-04-17,10355
2017-04-18,10355
2017-04-19,10355
2017-04-20,10355
2017-04-21,10355
2017-04-22,10355
2017-04-23,10355
2017-04-24,10355
2017-04-25,10355
2017-04-26,10355
2017-04-27,10355
2017-04-28,10355
2017-04-29,10355
2017-04-30,10355
2017-05-01,10355
2017-05-02,10355
2017-05-03,10355
2017-05-04,10355
2017-05-05,10355
2017-05-06,10355
2017-05-07,10355
2017-05-08,10355
2017-05-09,10355
2017-05-10,10355
2017-05-11,10355
2017-05-12,10355
2017-05-13,10791
2017-05-14,10791
2017-05-15,10791
2017-05-16,10791
2017-05-17,10791
2017-05-18,10791
2017-05-19,10791
2017-05-20,10791
2017-05-21,10791
2017-05-22,10791
2017-05-23,10791
2017-05-24,10791
2017-05-25,10791
2017-05-26,10791
2017-05-27,10791
2017-05-28,10791
2017-05-29,10791
2017-05-30,10791
2017-05-31,10791
2017-06-01,10791
2017-06-02,10791
2017-06-03,10791
2017-06-06,10791
2017-06-07,10791
2017-06-08,11030
2017-06-09,11030
2017-06-10,11030
2017-06-11,11030
2017-06-12,11030
2017-06-13,11030
2017-06-14,11030
2017-06-15,11030
2017-06-16,11030
2017-06-17,11030
2017-06-18,11030
2017-06-19,11030
2017-06-20,11030
2017-06-21,11030
2017-06-22,11030
2017-06-23,11030
2017-06-24,11030
2017-06-25,11030
2017-06-26,11030
2017-06-27,11030
2017-06-28,11030
2017-06-29,11030
2017-06-30,11030
2017-07-01,11030
2017-07-02,11030
2017-07-03,11030
2017-07-04,11030
2017-07-05,11030
2017-07-06,11030
2017-07-07,10757
2017-07-08,10757
2017-07-13,10757
2017-07-14,10757
2017-07-15,10757
2017-07-16,10757
2017-07-17,10757
2017-07-18,10757
2017-07-19,10757
2017-07-20,10757
2017-07-21,10757
2017-07-22,10757
2017-07-23,10757
2017-07-24,10757
2017-07-25,10757
2017-07-26,10757
2017-07-27,10757
2017-07-28,10757
2017-07-29,10757
2017-07-30,10757
2017-07-31,10757
2017-08-01,10968
2017-08-02,10968
2017-08-03,10968
2017-08-04,10968
2017-08-05,10968
2017-08-06,10968
2017-08-09,10968
2017-08-10,10968
2017-08-11,10968
2017-08-12,10968
2017-08-13,10968
2017-08-14,10968
2017-08-15,10968
2017-08-16,10968
2017-08-17,10968
2017-08-18,10968
2017-08-19,10968
2017-08-20,10968
2017-08-21,10968
2017-08-22,10968
2017-08-23,10968
2017-08-24,10968
2017-08-25,10968
2017-08-26,10968
2017-08-27,10968
2017-08-28,10787
2017-08-29,10787
2017-08-30,10787
2017-08-31,10787
2017-09-01,10787
2017-09-02,10787
2017-09-03,10787
2017-09-04,10787
2017-09-05,10787
2017-09-06,10787
2017-09-07,10787
2017-09-08,10787
2017-09-09,10787
2017-09-10,10787
2017-09-11,10787
2017-09-12,10787
2017-09-13,10787
2017-09-14,10787
2017-09-15,10787
2017-09-16,10787
2017-09-17,10787
2017-09-18,10787
2017-09-19,10787
2017-09-20,10787
2017-09-21,10787
2017-09-22,10787
2017-09-23,10787
2017-09-24,10787
2017-09-25,10356
2017-09-26,10356
2017-09-27,10356
2017-09-28,10356
2017-09-29,10356
2017-09-30,10356
2017-10-01,10356
2017-10-02,10356
2017-10-03,10356
2017-10-04,10356
2017-10-05,10356
2017-10-06,10356
2017-10-07,10356
2017-10-08,10356
2017-10-09,10356
2017-10-10,10356
2017-10-11,10356
2017-10-12,10356
2017-10-13,10356
2017-10-14,10356
2017-10-15,10356
2017-10-16,10356
2017-10-17,10356
2017-10-18,10356
2017-10-19,10356
2017-10-20,10356
2017-10-21,10356
2017-10-22,10356
2017-10-23,10356
2017-10-24,10356
2017-10-25,10297
2017-10-26,10297
2017-10-27,10297
2017-10-28,10297
2017-10-29,10297
2017-10-30,10297
2017-10-31,10297
2017-11-01,10297
2017-11-02,10297
2017-11-03,10297
2017-11-04,10297
2017-11-05,10297
2017-11-06,10297
2017-11-07,10297
2017-11-08,10297
2017-11-09,10297
2017-11-10,10297
2017-11-11,10297
2017-11-12,10297
2017-11-13,10297
2017-11-14,10297
2017-11-15,10297
2017-11-16,10297
2017-11-17,10297
2017-11-18,10297
2017-11-19,10297
2017-11-20,10297
2017-11-21,10297
2017-11-22,10297
2017-11-23,10297
2017-11-24,10297
2017-11-25,10297
2017-11-26,10297
2017-11-27,10529
2017-11-28,10529
2017-11-29,10529
2017-11-30,10529
2017-12-01,10529
2017-12-02,10529
2017-12-03,10529
2017-12-04,10529
2017-12-05,10529
2017-12-06,10529
2017-12-07,10529
2017-12-08,10529
2017-12-09,10529
2017-12-10,10529
2017-12-11,10529
2017-12-12,10529
2017-12-13,10529
2017-12-14,10529
2017-12-15,10529
2017-12-16,10529
2017-12-17,10529
2017-12-18,10529
2017-12-19,10529
2017-12-20,10529
2017-12-21,10529
2017-12-22,10529
2017-12-23,10529
2017-12-24,10529
2017-12-25,10529
2017-12-26,10529
2017-12-27,10529
2017-12-28,10529
2017-12-29,10529
2017-12-30,10337
2017-12-31,10337
2018-01-01,10337
2018-01-02,10337
2018-01-03,10337
2018-01-04,10337
2018-01-05,10337
2018-01-06,10337
2018-01-07,10337
2018-01-08,10337
2018-01-09,10337
2018-01-10,10337
2018-01-11,10337
2018-01-12,10337
2018-01-13,10337
2018-01-14,10337
2018-01-15,10337
2018-01-16,10337
2018-01-17,10337
2018-01-18,10337
2018-01-19,10337
2018-01-20,10337
2018-01-21,10337
2018-01-22,10337
2018-01-23,10337
2018-01-24,10194
2018-01-25,10194
2018-01-26,10194
2018-01-27,10194
2018-01-28,10194
2018-01-29,10194
2018-01-30,10194
2018-02-01,10194
2018-02-02,10194
2018-02-03,10194
2018-02-04,10194
2018-02-05,10194
2018-02-06,10194
2018-02-07,10194
2018-02-08,10194
2018-02-09,10194
2018-02-10,10194
2018-02-11,10107
2018-02-12,10107
2018-02-13,10107
2018-02-14,10107
2018-02-15,10107
2018-02-16,10107
2018-02-17,10107
2018-02-18,10107
2018-02-19,10107
2018-02-20,10107
2018-02-21,10107
2018-02-22,10107
2018-02-23,10107
2018-02-24,10107
2018-02-25,10107
2018-02-26,10107
2018-02-27,10107
2018-02-28,10120
2018-03-01,10120
2018-03-02,10120
2018-03-03,10120
2018-03-04,10120
2018-03-05,10120
2018-03-06,10120
2018-03-07,10120
2018-03-08,10120
2018-03-09,10120
2018-03-10,10120
2018-03-11,10120
2018-03-12,10120
2018-03-13,10120
2018-03-14,10120
2018-03-15,10120
2018-03-16,10120
2018-03-17,10120
2018-03-18,10120
2018-03-20,10387
2018-03-21,10387
2018-03-23,10387
2018-03-24,10387
2018-03-26,10387
2018-03-27,10387
2018-03-28,10387
2018-03-29,10387
2018-03-30,10387
2018-03-31,10387
2018-04-01,10387
2018-04-02,10387
2018-04-03,10387
2018-04-04,10387
2018-04-05,10387
2018-04-06,10160
2018-04-08,10160
2018-04-09,10160
2018-04-10,10160
2018-04-11,10160
2018-04-12,10160
2018-04-13,10160
2018-04-14,10160
2018-04-16,10160
2018-04-17,10160
2018-04-18,10160
2018-04-19,10160
2018-04-20,10160
2018-04-21,10160
2018-04-22,10160
2018-04-23,10160
2018-04-24,10160
2018-04-25,10160
2018-04-26,9697
2018-04-27,9697
2018-04-28,9697
2018-04-29,9697
2018-04-30,9697
2018-05-02,9697
2018-05-03,9697
2018-05-04,9697
2018-05-05,9697
2018-05-06,9697
2018-05-07,9697
2018-05-08,9697
2018-05-09,9697
2018-05-10,9697
2018-05-11,9697
2018-05-12,9697
2018-05-13,9697
2018-05-14,9752
2018-05-15,9752
2018-05-16,9752
2018-05-17,9752
2018-05-18,9752
2018-05-19,9752
2018-05-20,9752
2018-05-21,9752
2018-05-22,9752
2018-05-23,9752
2018-05-24,9752
2018-05-25,9752
2018-05-26,9752
2018-05-27,9752
2018-05-28,9752
2018-05-29,9752
2018-05-30,9752
2018-05-31,9752
2018-06-01,9654
2018-06-02,9654
2018-06-03,9654
2018-06-04,9654
2018-06-05,9654
2018-06-06,9654
2018-06-07,9654
2018-06-08,9654
2018-06-09,9654
2018-06-10,9654
2018-06-11,9654
2018-06-12,9654
2018-06-13,9654
2018-06-14,9654
2018-06-15,9654
2018-06-16,9654
2018-06-17,9654
2018-06-18,9654
2018-06-19,9862
2018-06-20,9862
2018-06-21,9862
2018-06-22,9862
2018-06-23,9862
2018-06-24,9862
2018-06-25,9862
2018-06-26,9862
2018-06-27,9862
2018-06-28,9862
2018-06-29,9862
2018-06-30,9862
2018-07-01,9862
2018-07-02,9862
2018-07-03,9862
2018-07-04,9862
2018-07-05,9862
2018-07-06,9862
2018-07-07,9862
2018-07-08,9862
2018-07-09,9862
2018-07-10,10088
2018-07-11,10088
2018-07-12,10088
2018-07-13,10088
2018-07-14,10088
2018-07-15,10088
2018-07-16,10088
2018-07-17,10088
2018-07-18,10088
2018-07-19,10088
2018-07-20,10088
2018-07-21,10088
2018-07-22,10088
2018-07-23,10088
2018-07-24,10088
2018-07-25,9871
2018-07-26,9871
2018-07-27,9871
2018-07-28,9871
2018-07-29,9871
2018-07-30,9871
2018-07-31,9871
2018-08-01,9871
2018-08-02,9871
2018-08-03,9871
2018-08-04,9871
2018-08-05,9871
2018-08-06,9871
2018-08-07,9871
2018-08-08,9871
2018-08-09,9765
2018-08-10,9765
2018-08-11,9765
2018-08-12,9765
2018-08-14,9765
2018-08-16,9765
2018-08-17,9765
2018-08-18,9765
2018-08-19,9765
2018-08-20,9765
2018-08-21,9765
2018-08-22,9765
2018-08-23,9748
2018-08-24,9748
2018-08-25,9748
2018-08-26,9748
2018-08-27,9748
2018-08-28,9748
2018-08-29,9748
2018-08-30,9748
2018-08-31,9748
2018-09-01,9748
2018-09-02,9748
2018-09-03,9748
2018-09-04,9748
2018-09-05,9748
2018-09-06,9748
2018-09-07,10069
2018-09-08,10069
2018-09-09,10069
2018-09-10,10069
2018-09-11,10069
2018-09-12,10069
2018-09-13,10069
2018-09-14,10069
2018-09-15,10069
2018-09-16,10069
2018-09-17,10069
2018-09-18,10069
2018-09-19,10069
2018-09-20,10069
2018-09-21,10069
2018-09-22,10038
2018-09-23,10038
2018-09-24,10038
2018-09-25,10038
2018-09-26,10038
2018-09-27,10038
2018-09-28,10038
2018-09-29,10038
2018-09-30,10038
2018-10-02,10038
2018-10-03,10038
2018-10-04,10038
2018-10-05,10038
2018-10-06,10038
2018-10-07,10038
2018-10-08,10038
2018-10-09,9564
2018-10-10,9564
2018-10-11,9564
2018-10-12,9564
2018-10-13,9564
2018-10-14,9564
2018-10-15,9564
2018-10-16,9564
2018-10-17,9564
2018-10-18,9564
2018-10-19,9564
2018-10-20,9564
2018-10-21,9564
2018-10-22,9564
2018-10-23,9564
2018-10-24,9564
2018-10-25,9097
2018-10-26,9097
2018-10-27,9097
2018-10-28,9097
2018-10-29,9097
2018-10-30,9097
2018-10-31,9097
2018-11-01,9097
2018-11-03,9097
2018-11-04,9097
2018-11-05,9097
2018-11-06,8701
2018-11-07,8701
2018-11-08,8701
2018-11-09,8701
2018-11-10,8701
2018-11-11,8701
2018-11-12,8701
2018-11-13,8701
2018-11-14,8701
2018-11-15,8428
2018-11-16,8428
2018-11-17,8428
2018-11-18,8428
2018-11-19,8428
2018-11-20,8428
2018-11-21,8428
2018-11-22,8428
2018-11-23,8428
2018-11-24,8166
2018-11-25,8166
2018-11-26,8166
2018-11-27,8166
2018-11-28,8166
2018-11-29,8166
2018-12-01,8166
2018-12-02,8098
2018-12-03,8098
2018-12-04,8098
2018-12-05,8098
2018-12-07,8098
2018-12-09,8098
2018-12-10,8098
2018-12-11,8126
2018-12-12,8126
2018-12-13,8126
2018-12-14,8126
2018-12-15,8126
2018-12-16,8126
2018-12-17,8126
2018-12-18,8126
2018-12-19,8126
2018-12-20,8126
2018-12-21,8126
2018-12-22,7913
2018-12-23,7913
2018-12-24,7913
2018-12-25,7913
2018-12-26,7913
2018-12-27,7913
2018-12-28,7913
2018-12-29,7913
2018-12-30,7913
2018-12-31,7913
2019-01-01,7913
2019-01-02,7531
2019-01-03,7531
2019-01-04,7531
2019-01-05,7531
2019-01-06,7531
2019-01-08,7531
2019-01-10,7531
2019-01-11,7531
2019-01-12,7531
2019-01-13,7327
2019-01-14,7327
2019-01-15,7327
2019-01-16,7327
2019-01-17,7327
2019-01-18,7327
2019-01-19,7327
2019-01-20,7327
2019-01-21,7327
2019-01-22,7327
2019-01-23,7105
2019-01-24,7105
2019-01-25,7105
2019-01-26,7105
2019-01-28,7105
2019-01-29,7105
2019-01-30,7105
2019-01-31,7105
2019-02-01,7105
2019-02-02,7105
2019-02-03,6850
2019-02-04,6850
2019-02-05,6850
2019-02-06,6850
2019-02-07,6850
2019-02-08,6850
2019-02-09,6850
2019-02-10,6850
2019-02-11,6850
2019-02-12,6850
2019-02-13,6850
2019-02-14,6850
2019-02-15,6513
2019-02-16,6513
2019-02-17,6513
2019-02-18,6513
2019-02-19,6513
2019-02-20,6513
2019-02-21,6513
2019-02-22,6513
2019-02-23,6513
2019-02-24,6513
2019-02-25,6513
2019-02-26,6197
2019-02-27,6197
2019-02-28,6197
2019-03-01,6197
2019-03-02,6197
2019-03-03,6197
2019-03-04,6197
2019-03-05,6197
2019-03-06,6197
2019-03-07,6197
2019-03-08,6197
2019-03-09,6197
2019-03-10,5898
2019-03-11,5898
2019-03-12,5898
2019-03-13,5898
2019-03-14,5898
2019-03-15,5898
2019-03-16,5898
2019-03-17,5898
2019-03-18,5898
2019-03-19,5898
2019-03-20,5689
2019-03-21,5689
2019-03-22,5689
2019-03-23,5689
2019-03-24,5689
2019-03-25,5689
2019-03-26,5689
2019-03-27,5689
2019-03-28,5689
2019-03-29,5689
2019-03-30,5689
2019-03-31,5689
2019-04-01,5570
2019-04-02,5570
2019-04-03,5570
2019-04-04,5570
2019-04-05,5570
2019-04-06,5570
2019-04-07,5570
2019-04-08,5570
