date_obj,Rune%20platebody price
2019-04-06,38576
2019-04-07,38523
2019-04-08,38564
2019-04-09,38558
2019-04-10,38567
2019-04-11,38516
2019-04-12,38453
2019-04-13,38470
2019-04-14,38542
2019-04-15,38566
2019-04-16,38567
2019-04-17,38551
2019-04-18,38554
2019-04-19,38595
2019-04-20,38581
2019-04-21,38587
2019-04-22,38470
2019-04-23,38554
2019-04-24,38580
2019-04-25,38555
2019-04-26,38571
2019-04-27,38536
2019-04-28,38544
2019-04-29,38565
2019-04-30,38578
2019-05-01,38601
2019-05-02,38603
2019-05-03,38585
2019-05-04,38568
2019-05-05,38569
2019-05-06,38583
2019-05-07,38573
2019-05-08,38581
2019-05-09,38600
2019-05-10,38579
2019-05-11,38577
2019-05-12,38531
2019-05-13,38570
2019-05-14,38603
2019-05-15,38609
2019-05-16,38605
2019-05-17,38593
2019-05-18,38538
2019-05-19,38581
2019-05-20,38590
2019-05-21,38617
2019-05-22,38620
2019-05-23,38584
2019-05-24,38531
2019-05-25,38556
2019-05-26,38585
2019-05-27,38590
2019-05-28,38581
2019-05-29,38585
2019-05-30,38538
2019-05-31,38539
2019-06-01,38534
2019-06-02,38524
2019-06-03,38533
2019-06-04,38569
2019-06-05,38590
2019-06-06,38583
2019-06-07,38554
2019-06-08,38560
2019-06-09,38577
2019-06-10,38555
2019-06-11,38573
2019-06-12,38601
2019-06-13,38565
2019-06-14,38557
2019-06-15,38569
2019-06-16,38566
2019-06-17,38572
2019-06-18,38588
2019-06-19,38582
2019-06-20,38557
2019-06-21,38544
2019-06-22,38545
2019-06-23,38547
2019-06-24,38546
2019-06-25,38529
2019-06-26,38559
2019-06-27,38551
2019-06-28,38576
2019-06-29,38561
2019-06-30,38541
2019-07-01,38573
2019-07-02,38564
2019-07-03,38523
2019-07-04,38532
2019-07-05,38526
2019-07-06,38529
2019-07-07,38532
2019-07-08,38569
2019-07-09,38579
2019-07-10,38595
2019-07-11,38621
2019-07-12,38563
2019-07-13,38567
2019-07-14,38559
2019-07-15,38593
2019-07-16,38597
2019-07-17,38595
2019-07-18,38567
2019-07-19,38587
2019-07-20,38608
2019-07-21,38580
2019-07-22,38541
2019-07-23,38527
2019-07-24,38549
2019-07-25,38577
2019-07-26,38547
2019-07-27,38481
2019-07-28,38398
2019-07-29,38445
2019-07-30,38504
2019-07-31,38513
2019-08-01,38466
2019-08-02,38475
2019-08-03,38474
2019-08-04,38453
2019-08-05,38469
2019-08-06,38506
2019-08-07,38501
2019-08-08,38483
2019-08-09,38493
2019-08-10,38458
2019-08-11,38491
2019-08-12,38493
2019-08-13,38509
2019-08-14,38551
2019-08-15,38556
2019-08-16,38528
2019-08-17,38541
2019-08-18,38548
2019-08-19,38523
2019-08-20,38540
2019-08-21,38477
2019-08-22,38525
2019-08-23,38588
2019-08-24,38541
2019-08-24,38541
2019-08-25,38585
2019-08-25,38585
2019-08-26,38567
2019-08-26,38567
2019-08-27,38579
2019-08-27,38579
2019-08-28,38560
2019-08-29,38573
2019-08-30,38541
2019-08-31,38527
2019-09-01,38503
2019-09-02,38489
2019-09-03,38520
2019-09-04,38547
2019-09-05,38533
2019-09-06,38528
2019-09-07,38510
2019-09-08,38491
2019-09-09,38529
2019-09-10,38556
2019-09-11,38573
2019-09-12,38612
2019-09-13,38556
2019-09-14,38559
2019-09-15,38560
2019-09-16,38555
2019-09-17,38574
2019-09-18,38523
2019-09-19,38489
2019-09-20,38524
2019-09-21,38519
2019-09-22,38468
2019-09-23,38484
2019-09-24,38506
2019-09-25,38526
2019-09-26,38510
2019-09-27,38528
2019-09-28,38476
2019-09-29,38502
2019-09-30,38500
2019-10-01,38493
2019-10-02,38495
2019-10-03,38493
2019-10-04,38347
2019-10-05,38433
2019-10-06,38487
2019-10-07,38557
2019-10-08,38507
2019-10-09,38475
2019-10-10,38477
2019-10-11,38463
2019-10-12,38454
2019-10-13,38472
2019-10-14,38516
2019-10-15,38540
2019-10-16,38503
2019-10-17,38527
2019-10-18,38505
2019-10-19,38456
2019-10-20,38473
2019-10-21,38495
2019-10-22,38508
2019-10-23,38516
2019-10-24,38535
2019-10-25,38531
2019-10-26,38509
2019-10-27,38516
2019-10-28,38508
2019-10-29,38561
2019-10-30,38619
2019-10-31,38576
2019-11-01,38443
2019-11-02,38477
2019-11-03,38514
2019-11-04,38556
2019-11-05,38627
2019-11-06,38541
2019-11-07,38493
2019-11-08,38490
2019-11-09,38509
2019-11-10,38474
2019-11-11,38481
2019-11-12,38528
2019-11-13,38530
2019-11-14,38511
2019-11-15,38478
2019-11-16,38441
2019-11-17,38367
2019-11-18,38280
2019-11-19,38360
2019-11-20,38375
2019-11-21,38391
2019-11-22,38412
2019-11-23,38419
2019-11-24,38357
2019-11-25,38306
2019-11-26,38378
2019-11-27,38386
2019-11-28,38392
2019-11-29,38399
2019-11-30,38477
2019-12-01,38309
2019-12-02,38348
2019-12-03,38433
2019-12-04,38323
2019-12-05,38392
2019-12-06,38451
2019-12-07,38398
2019-12-08,38579
2019-12-09,38521
2019-12-10,38432
2019-12-11,38450
2019-12-12,38433
2019-12-13,38424
2019-12-14,38429
2019-12-15,38455
2019-12-16,38519
2019-12-17,38482
2019-12-18,38595
2019-12-19,38358
2019-12-20,38404
2019-12-21,38446
2019-12-22,38567
2019-12-23,38623
2019-12-24,38628
2019-12-25,38599
2019-12-26,38510
2019-12-27,38519
2019-12-28,38538
2019-12-29,38600
2019-12-30,38514
2019-12-31,38491
2020-01-01,38492
2020-01-02,38492
2020-01-03,38466
2020-01-04,38483
2020-01-05,38431
2020-01-06,38447
2020-01-07,38458
2020-01-08,38473
2020-01-09,38480
2020-01-10,38482
2020-01-11,38497
2020-01-12,38518
2020-01-13,38531
2020-01-14,38520
2020-01-15,38513
2020-01-16,38495
2020-01-17,38467
2020-01-18,38508
2020-01-19,38477
2020-01-20,38474
2020-01-21,38482
2020-01-22,38503
2020-01-23,38470
2020-01-24,38470
2020-01-25,38433
2020-01-26,38457
2020-01-27,38451
2020-01-28,38486
2020-01-29,38506
2020-01-30,38516
2020-01-31,38529
2020-02-01,38505
2020-02-02,38509
2020-02-03,38504
2020-02-04,38472
2020-02-05,38347
2020-02-06,38397
2020-02-07,38425
2020-02-08,38348
2020-02-09,38403
2020-02-10,38449
2020-02-11,38467
2020-02-12,38438
2020-02-13,38434
2020-02-14,38472
2020-02-15,38497
2020-02-16,38450
2020-02-17,38468
2020-02-18,38473
2020-02-19,38482
2020-02-20,38493
2020-02-21,38488
2020-02-22,38474
2020-02-23,38486
2020-02-24,38491
2020-02-25,38473
2020-02-26,38474
2020-02-27,38517
2020-02-28,38465
2020-02-29,38475
2020-03-01,38427
2020-03-02,38459
2020-03-03,38476
2020-03-04,38456
2020-03-05,38482
2020-03-06,38472
2020-03-07,38457
2020-03-08,38489
2020-03-09,38497
2020-03-10,38512
2020-03-11,38505
2020-03-12,38497
2020-03-13,38516
2020-03-14,38523
2020-03-15,38496
2020-03-16,38506
2020-03-17,38502
2020-03-18,38519
2020-03-19,38498
2020-03-20,38474
2020-03-21,38481
2020-03-22,38488
2020-03-23,38503
2020-03-24,38497
2020-03-25,38499
2020-03-26,38515
2020-03-27,38471
2020-03-28,38493
2020-03-29,38492
2020-03-30,38513
2020-03-31,38510
2020-04-01,38526
2020-04-02,38514
2020-04-03,38472
2020-04-04,38499
2020-04-05,38514
2020-04-06,38492
2020-04-07,38498
2020-04-08,38516
2020-04-09,38519
2020-04-10,38514
2020-04-11,38472
2020-04-12,38494
2020-04-13,38507
2020-04-14,38422
2020-04-15,38480
2020-04-16,38494
2020-04-17,38511
2020-04-18,38564
2020-04-19,38557
2020-04-20,38539
2020-04-21,38524
2020-04-22,38488
2020-04-23,38506
2020-04-24,38515
2020-04-25,38527
2020-04-26,38524
2020-04-27,38496
2020-04-28,38499
2020-04-29,38499
2020-04-30,38491
2020-05-01,38491
2020-05-02,38478
2020-05-03,38508
2020-05-04,38530
2020-05-05,38535
2020-05-06,38549
2020-05-07,38564
2020-05-08,38507
2020-05-09,38494
2020-05-10,38520
2020-05-11,38589
2020-05-12,38568
2020-05-13,38542
