date_obj,Mystic%20mud%20staff price
2019-04-09,126306
2019-04-10,128390
2019-04-11,127702
2019-04-12,127268
2019-04-13,128139
2019-04-14,130130
2019-04-15,131691
2019-04-16,134560
2019-04-17,132550
2019-04-18,131855
2019-04-19,132756
2019-04-20,133919
2019-04-21,132696
2019-04-22,134285
2019-04-23,136381
2019-04-24,135789
2019-04-25,135268
2019-04-26,137008
2019-04-27,139408
2019-04-28,138233
2019-04-29,137190
2019-04-30,134362
2019-05-01,133880
2019-05-02,139566
2019-05-03,142913
2019-05-04,148634
2019-05-05,147806
2019-05-06,144198
2019-05-07,141070
2019-05-08,140563
2019-05-09,138261
2019-05-10,135211
2019-05-11,132339
2019-05-12,131066
2019-05-13,128212
2019-05-14,125328
2019-05-15,123896
2019-05-16,125856
2019-05-17,124971
2019-05-18,125869
2019-05-19,125789
2019-05-20,126871
2019-05-21,127708
2019-05-22,127795
2019-05-23,128685
2019-05-24,128560
2019-05-25,130721
2019-05-26,132298
2019-05-27,129900
2019-05-28,128814
2019-05-29,128137
2019-05-30,129425
2019-05-31,130573
2019-06-01,132650
2019-06-02,133141
2019-06-03,132101
2019-06-04,128322
2019-06-05,128197
2019-06-06,130145
2019-06-07,128505
2019-06-08,128706
2019-06-09,129878
2019-06-10,129105
2019-06-11,129956
2019-06-12,130720
2019-06-13,127671
2019-06-14,126026
2019-06-15,125959
2019-06-16,126282
2019-06-17,127186
2019-06-18,127308
2019-06-19,126526
2019-06-20,124371
2019-06-21,122976
2019-06-22,125576
2019-06-23,128112
2019-06-24,129797
2019-06-25,128392
2019-06-26,127919
2019-06-27,125424
2019-06-28,124909
2019-06-29,121913
2019-06-30,120537
2019-07-01,119075
2019-07-02,116812
2019-07-03,115366
2019-07-04,115426
2019-07-05,116833
2019-07-06,118030
2019-07-07,119930
2019-07-08,121102
2019-07-09,120632
2019-07-10,123617
2019-07-11,126143
2019-07-12,127276
2019-07-13,128262
2019-07-14,129648
2019-07-15,127655
2019-07-16,126490
2019-07-17,124925
2019-07-18,122945
2019-07-19,122881
2019-07-20,123338
2019-07-21,126360
2019-07-22,124912
2019-07-23,123886
2019-07-24,122862
2019-07-25,125062
2019-07-26,126985
2019-07-27,128442
2019-07-28,128671
2019-07-29,128658
2019-07-30,128810
2019-07-31,129372
2019-08-01,129823
2019-08-02,129171
2019-08-03,130976
2019-08-04,133404
2019-08-05,131859
2019-08-06,134717
2019-08-07,135571
2019-08-08,137878
2019-08-09,143124
2019-08-10,144688
2019-08-11,146365
2019-08-12,148664
2019-08-13,148126
2019-08-14,150986
2019-08-15,153625
2019-08-16,154121
2019-08-17,158794
2019-08-18,160053
2019-08-19,156764
2019-08-20,155305
2019-08-21,155350
2019-08-22,157245
2019-08-23,158804
2019-08-24,161413
2019-08-24,161413
2019-08-25,162177
2019-08-25,162177
2019-08-26,168405
2019-08-26,168405
2019-08-27,172599
2019-08-27,172599
2019-08-28,175310
2019-08-29,174182
2019-08-30,172123
2019-08-31,172954
2019-09-01,169292
2019-09-02,162794
2019-09-03,157845
2019-09-04,154789
2019-09-05,151116
2019-09-06,148766
2019-09-07,147005
2019-09-08,146762
2019-09-09,149387
2019-09-10,145616
2019-09-11,146512
2019-09-12,146143
2019-09-13,147406
2019-09-14,148350
2019-09-15,150955
2019-09-16,150476
2019-09-17,153773
2019-09-18,154734
2019-09-19,156916
2019-09-20,157609
2019-09-21,158789
2019-09-22,161070
2019-09-23,157705
2019-09-24,153087
2019-09-25,151652
2019-09-26,151269
2019-09-27,151115
2019-09-28,153192
2019-09-29,150498
2019-09-30,148449
2019-10-01,145252
2019-10-02,139741
2019-10-03,135563
2019-10-04,134198
2019-10-05,131418
2019-10-06,131260
2019-10-07,132519
2019-10-08,130340
2019-10-09,129629
2019-10-10,131508
2019-10-11,129191
2019-10-12,128558
2019-10-13,125731
2019-10-14,122147
2019-10-15,119362
2019-10-16,121510
2019-10-17,123980
2019-10-18,124747
2019-10-19,124088
2019-10-20,123844
2019-10-21,122070
2019-10-22,123254
2019-10-23,125305
2019-10-24,123275
2019-10-25,125744
2019-10-26,126974
2019-10-27,126429
2019-10-28,124268
2019-10-29,124407
2019-10-30,127169
2019-10-31,128937
2019-11-01,129375
2019-11-02,129169
2019-11-03,125942
2019-11-04,122884
2019-11-05,121766
2019-11-06,120206
2019-11-07,118686
2019-11-08,117794
2019-11-09,118544
2019-11-10,121811
2019-11-11,121690
2019-11-12,124436
2019-11-13,125695
2019-11-14,125422
2019-11-15,126111
2019-11-16,126646
2019-11-17,124586
2019-11-18,126595
2019-11-19,126246
2019-11-20,125792
2019-11-21,127234
2019-11-22,129146
2019-11-23,133193
2019-11-24,138799
2019-11-25,143332
2019-11-26,143875
2019-11-27,147004
2019-11-28,150970
2019-11-29,151179
2019-11-30,150265
2019-12-01,151211
2019-12-02,150359
2019-12-03,148572
2019-12-04,146103
2019-12-05,147490
2019-12-06,148144
2019-12-07,149177
2019-12-08,149797
2019-12-09,154262
2019-12-10,160779
2019-12-11,161180
2019-12-12,157746
2019-12-13,155367
2019-12-14,155509
2019-12-15,157338
2019-12-16,157371
2019-12-17,151505
2019-12-18,146745
2019-12-19,143659
2019-12-20,144692
2019-12-21,145480
2019-12-22,145753
2019-12-23,142689
2019-12-24,142199
2019-12-25,145676
2019-12-26,141701
2019-12-27,143380
2019-12-28,144995
2019-12-29,141432
2019-12-30,142168
2019-12-31,140932
2020-01-01,140269
2020-01-02,138506
2020-01-03,134954
2020-01-04,130004
2020-01-05,127057
2020-01-06,126246
2020-01-07,126623
2020-01-08,125999
2020-01-09,126400
2020-01-10,124998
2020-01-11,123222
2020-01-12,120465
2020-01-13,119534
2020-01-14,119088
2020-01-15,120272
2020-01-16,120958
2020-01-17,121744
2020-01-18,119830
2020-01-19,119091
2020-01-20,119661
2020-01-21,119319
2020-01-22,118837
2020-01-23,119292
2020-01-24,117919
2020-01-25,115689
2020-01-26,114437
2020-01-27,116822
2020-01-28,121016
2020-01-29,121897
2020-01-30,120612
2020-01-31,119860
2020-02-01,117282
2020-02-02,114156
2020-02-03,114458
2020-02-04,114633
2020-02-05,115293
2020-02-06,113556
2020-02-07,110528
2020-02-08,106859
2020-02-09,107213
2020-02-10,106157
2020-02-11,102430
2020-02-12,100836
2020-02-13,101636
2020-02-14,100375
2020-02-15,98404
2020-02-16,99985
2020-02-17,100484
2020-02-18,101012
2020-02-19,103120
2020-02-20,105265
2020-02-21,106257
2020-02-22,107271
2020-02-23,108806
2020-02-24,110344
2020-02-25,112682
2020-02-26,114239
2020-02-27,113325
2020-02-28,112066
2020-02-29,111779
2020-03-01,111537
2020-03-02,112156
2020-03-03,111813
2020-03-04,111314
2020-03-05,111362
2020-03-06,111776
2020-03-07,111382
2020-03-08,112002
2020-03-09,111041
2020-03-10,109018
2020-03-11,108479
2020-03-12,109143
2020-03-13,109351
2020-03-14,109979
2020-03-15,110092
2020-03-16,109479
2020-03-17,109387
2020-03-18,109141
2020-03-19,109580
2020-03-20,108595
2020-03-21,108893
2020-03-22,108570
2020-03-23,109541
2020-03-24,110223
2020-03-25,111695
2020-03-26,112675
2020-03-27,113545
2020-03-28,114620
2020-03-29,113617
2020-03-30,111457
2020-03-31,109412
2020-04-01,107907
2020-04-02,109171
2020-04-03,109732
2020-04-04,109384
2020-04-05,108915
2020-04-06,107088
2020-04-07,106372
2020-04-08,105539
2020-04-09,105532
2020-04-10,105208
2020-04-11,103920
2020-04-12,101487
2020-04-13,98486
2020-04-14,96210
2020-04-15,94685
2020-04-16,92271
2020-04-17,91391
2020-04-18,93097
2020-04-19,97188
2020-04-20,100774
2020-04-21,102554
2020-04-22,103453
2020-04-23,103754
2020-04-24,103325
2020-04-25,103222
2020-04-26,104568
2020-04-27,102676
2020-04-28,102130
2020-04-29,99911
2020-04-30,97835
2020-05-01,96459
2020-05-02,94410
2020-05-03,92940
2020-05-04,91632
2020-05-05,90341
2020-05-06,87745
2020-05-07,84779
2020-05-08,81367
2020-05-09,77941
2020-05-10,74565
2020-05-11,71305
2020-05-12,70040
2020-05-13,69095
