date_obj,Black%20headband price
2015-12-18,42348
2015-12-19,41228
2015-12-20,41228
2015-12-21,41228
2015-12-22,41228
2015-12-23,40649
2015-12-24,40649
2015-12-25,40649
2015-12-26,40649
2015-12-27,40649
2015-12-28,40063
2015-12-29,40063
2015-12-30,40063
2015-12-31,39274
2016-01-01,39274
2016-01-02,39274
2016-01-03,39274
2016-01-04,38644
2016-01-05,38644
2016-01-06,38644
2016-01-07,38644
2016-01-08,37954
2016-01-09,37954
2016-01-10,37954
2016-01-11,37954
2016-01-12,37338
2016-01-13,37338
2016-01-14,37338
2016-01-15,37338
2016-01-16,36693
2016-01-17,36693
2016-01-18,36693
2016-01-19,36693
2016-01-20,35759
2016-01-21,35759
2016-01-22,35759
2016-01-23,35759
2016-01-24,35341
2016-01-25,35341
2016-01-26,35341
2016-01-27,35021
2016-01-28,35021
2016-01-29,35021
2016-01-30,35021
2016-01-31,34541
2016-02-01,34541
2016-02-02,34541
2016-02-03,34167
2016-02-04,34167
2016-02-05,34167
2016-02-06,33762
2016-02-07,33762
2016-02-08,33762
2016-02-09,33762
2016-02-10,33138
2016-02-11,33138
2016-02-12,33138
2016-02-13,33114
2016-02-14,33114
2016-02-15,33114
2016-02-16,33599
2016-02-17,33599
2016-02-18,33599
2016-02-19,33599
2016-02-21,32955
2016-02-22,33090
2016-02-23,33090
2016-02-24,33629
2016-02-25,33629
2016-02-26,33629
2016-02-27,33656
2016-02-28,33656
2016-02-29,33656
2016-03-01,34102
2016-03-02,34102
2016-03-03,34102
2016-03-04,34579
2016-03-05,34579
2016-03-06,34616
2016-03-07,34616
2016-03-08,34616
2016-03-09,35061
2016-03-10,35061
2016-03-11,35061
2016-03-12,34971
2016-03-13,34971
2016-03-14,34971
2016-03-15,34806
2016-03-16,34806
2016-03-17,34806
2016-03-18,34460
2016-03-19,34460
2016-03-20,34670
2016-03-21,34670
2016-03-22,34670
2016-03-23,35312
2016-03-24,35312
2016-03-25,35312
2016-03-26,35221
2016-03-27,35221
2016-03-28,35221
2016-03-29,35317
2016-03-30,35317
2016-03-31,35317
2016-04-01,35317
2016-04-02,35822
2016-04-03,35822
2016-04-04,36677
2016-04-05,36677
2016-04-06,36677
2016-04-07,37492
2016-04-08,37492
2016-04-09,37492
2016-04-10,38069
2016-04-11,38069
2016-04-12,38069
2016-04-13,38069
2016-04-14,37791
2016-04-15,37791
2016-04-16,37791
2016-04-17,37518
2016-04-18,37518
2016-04-19,37518
2016-04-20,36940
2016-04-21,36940
2016-04-22,36940
2016-04-23,36940
2016-04-24,35213
2016-04-25,35213
2016-04-26,35213
2016-04-27,33660
2016-04-28,33660
2016-04-29,33660
2016-04-30,33660
2016-05-01,32164
2016-05-02,32164
2016-05-03,32164
2016-05-04,30927
2016-05-05,30927
2016-05-06,30927
2016-05-07,30488
2016-05-08,30488
2016-05-09,30488
2016-05-10,29588
2016-05-11,29588
2016-05-12,29588
2016-05-13,28669
2016-05-14,28669
2016-05-15,28669
2016-05-16,27858
2016-05-17,27858
2016-05-18,27328
2016-05-19,27328
2016-05-22,26751
2016-05-23,26751
2016-05-24,26582
2016-05-25,26582
2016-05-26,26582
2016-05-27,26435
2016-05-28,26435
2016-05-29,26774
2016-05-30,26774
2016-05-31,26774
2016-06-01,26978
2016-06-02,26978
2016-06-03,26978
2016-06-04,26959
2016-06-05,26959
2016-06-06,27025
2016-06-07,27025
2016-06-08,27025
2016-06-09,27235
2016-06-10,27235
2016-06-11,27955
2016-06-12,27955
2016-06-13,28804
2016-06-14,28804
2016-06-15,29560
2016-06-16,29560
2016-06-17,30195
2016-06-18,30195
2016-06-19,30195
2016-06-20,30617
2016-06-21,30617
2016-06-22,30617
2016-06-23,30228
2016-06-24,30228
2016-06-25,30228
2016-06-26,29773
2016-06-27,29773
2016-06-28,29773
2016-06-29,29416
2016-06-30,29416
2016-07-01,29416
2016-07-02,28876
2016-07-03,28876
2016-07-04,28876
2016-07-05,28481
2016-07-06,28481
2016-07-07,27695
2016-07-08,27695
2016-07-09,26397
2016-07-10,26397
2016-07-11,25172
2016-07-12,25172
2016-07-13,25172
2016-07-14,23913
2016-07-15,23913
2016-07-16,23913
2016-07-17,22804
2016-07-18,22804
2016-07-23,20720
2016-07-24,20720
2016-07-25,20720
2016-07-26,19822
2016-07-27,19822
2016-07-28,19822
2016-07-29,19228
2016-07-30,19228
2016-07-31,19228
2016-08-01,19228
2016-08-02,18471
2016-08-03,18471
2016-08-04,18471
2016-08-05,18471
2016-08-06,18187
2016-08-07,18187
2016-08-08,18187
2016-08-09,17854
2016-08-10,17854
2016-08-11,17854
2016-08-12,17854
2016-08-13,17854
2016-08-14,17459
2016-08-15,17459
2016-08-16,17459
2016-08-17,17459
2016-08-18,16858
2016-08-19,16858
2016-08-20,16858
2016-08-21,16506
2016-08-22,16506
2016-08-23,16506
2016-08-24,16506
2016-08-25,15939
2016-08-26,15939
2016-08-28,15939
2016-08-31,15268
2016-09-01,15268
2016-09-02,15268
2016-09-03,15114
2016-09-04,15114
2016-09-05,15114
2016-09-06,15149
2016-09-07,15149
2016-09-08,15149
2016-09-09,15149
2016-09-10,15149
2016-09-11,14957
2016-09-12,14957
2016-09-13,14957
2016-09-14,14957
2016-09-15,14917
2016-09-16,14917
2016-09-17,14917
2016-09-18,14917
2016-09-19,15053
2016-09-20,15053
2016-09-21,15053
2016-09-22,15599
2016-09-23,15599
2016-09-24,15599
2016-09-25,16142
2016-09-26,16142
2016-09-27,16142
2016-09-28,16142
2016-09-29,16142
2016-09-30,16374
2016-10-01,16374
2016-10-02,16374
2016-10-03,16374
2016-10-04,16656
2016-10-05,16656
2016-10-06,16656
2016-10-07,16656
2016-10-08,16712
2016-10-09,16712
2016-10-10,16712
2016-10-11,16712
2016-10-12,16712
2016-10-13,16586
2016-10-14,16586
2016-10-15,16586
2016-10-16,16586
2016-10-17,16269
2016-10-18,16269
2016-10-19,16269
2016-10-20,16269
2016-10-21,16083
2016-10-22,16083
2016-10-23,16083
2016-10-24,15857
2016-10-25,15857
2016-10-26,15857
2016-10-27,15669
2016-10-28,15669
2016-10-29,15669
2016-10-30,15669
2016-10-31,15141
2016-11-01,15141
2016-11-02,15141
2016-11-03,15141
2016-11-04,14816
2016-11-05,14816
2016-11-06,14816
2016-11-07,14816
2016-11-08,14951
2016-11-09,14951
2016-11-10,14951
2016-11-11,14951
2016-11-12,15028
2016-11-13,15028
2016-11-14,15028
2016-11-15,15028
2016-12-07,15403
2016-12-08,15235
2016-12-09,15235
2016-12-10,15235
2016-12-11,15162
2016-12-12,15162
2016-12-13,15162
2016-12-14,15239
2016-12-15,15239
2016-12-16,15239
2016-12-17,15580
2016-12-18,15580
2016-12-19,15580
2016-12-20,15622
2016-12-21,15622
2016-12-22,15622
2016-12-23,15476
2016-12-24,15476
2016-12-25,15476
2016-12-26,15476
2016-12-27,15601
2016-12-28,15601
2016-12-29,15601
2016-12-30,15449
2016-12-31,15449
2017-01-01,15449
2017-01-02,15350
2017-01-03,15350
2017-01-04,15350
2017-01-05,15074
2017-01-06,15074
2017-01-07,15074
2017-01-08,14683
2017-01-09,14683
2017-01-10,14683
2017-01-11,14463
2017-01-12,14463
2017-01-13,14463
2017-01-14,14429
2017-01-15,14429
2017-01-16,14429
2017-01-17,14303
2017-01-18,14303
2017-01-19,14303
2017-01-20,14021
2017-01-21,14021
2017-01-22,14021
2017-01-23,14104
2017-01-27,14043
2017-01-28,14043
2017-01-29,13977
2017-01-30,13977
2017-01-31,13977
2017-02-01,13857
2017-02-02,13857
2017-02-03,13857
2017-02-04,13890
2017-02-05,13890
2017-02-06,13890
2017-02-07,13842
2017-02-08,13842
2017-02-09,13842
2017-02-10,13577
2017-02-11,13577
2017-02-12,13577
2017-02-13,13479
2017-02-14,13479
2017-02-15,13479
2017-02-16,13277
2017-02-18,13277
2017-02-19,12908
2017-02-20,12908
2017-02-21,12908
2017-02-22,12891
2017-02-23,12891
2017-02-24,12891
2017-02-25,12763
2017-02-26,12763
2017-02-27,12763
2017-02-28,12681
2017-03-01,12681
2017-03-02,12681
2017-03-03,12646
2017-03-04,12646
2017-03-05,12646
2017-03-06,12453
2017-03-07,12453
2017-03-08,12453
2017-03-09,12378
2017-03-10,12378
2017-03-11,12364
2017-03-12,12364
2017-03-13,12364
2017-03-14,12429
2017-03-15,12429
2017-03-16,12429
2017-03-17,12054
2017-03-18,12054
2017-03-19,12054
2017-03-20,11738
2017-03-21,11738
2017-03-22,11738
2017-03-23,11548
2017-03-24,11548
2017-03-25,11548
2017-03-26,11469
2017-03-27,11469
2017-03-28,11469
2017-03-29,11337
2017-03-30,11337
2017-03-31,11337
2017-04-01,11376
2017-04-02,11376
2017-04-03,11376
2017-04-04,11170
2017-04-12,10381
2017-04-13,10128
2017-04-14,10128
2017-04-15,10128
2017-04-16,9962
2017-04-17,9962
2017-04-18,9962
2017-04-19,9544
2017-04-20,9544
2017-04-21,9544
2017-04-22,9378
2017-04-23,9378
2017-04-24,9378
2017-04-25,9108
2017-04-26,9108
2017-04-27,9108
2017-04-28,8960
2017-04-29,8960
2017-04-30,8845
2017-05-01,8845
2017-05-02,8845
2017-05-03,8761
2017-05-04,8761
2017-05-05,8843
2017-05-06,8843
2017-05-07,8843
2017-05-08,8764
2017-05-09,8764
2017-05-10,8716
2017-05-11,8716
2017-05-12,8716
2017-05-13,8599
2017-05-14,8599
2017-05-15,8599
2017-05-16,8498
2017-05-17,8498
2017-05-18,8498
2017-05-19,8399
2017-05-20,8399
2017-05-21,8369
2017-05-22,8369
2017-05-23,8369
2017-05-24,8147
2017-05-25,8147
2017-05-26,8147
2017-05-27,8060
2017-05-28,8060
2017-05-29,8060
2017-05-30,8002
2017-05-31,8002
2017-06-01,8002
2017-06-02,7931
2017-06-03,7931
2017-06-04,7931
2017-06-05,7757
2017-06-06,7757
2017-06-07,7449
2017-06-08,7449
2017-06-09,7449
2017-06-10,7123
2017-06-11,7123
2017-06-12,7043
2017-06-13,7043
2017-06-14,7043
2017-06-15,6858
2017-06-16,6858
2017-06-17,6858
2017-06-18,6817
2017-06-19,6817
2017-06-20,6817
2017-06-21,6787
2017-06-22,6787
2017-06-23,6787
2017-06-24,6787
2017-06-25,6764
2017-06-26,6764
2017-06-27,6703
2017-06-28,6703
2017-06-29,6703
2017-06-30,6644
2017-07-01,6644
2017-07-02,6644
2017-07-03,6839
2017-07-04,6839
2017-07-05,6839
2017-07-06,6863
2017-07-07,6863
2017-07-08,6863
2017-07-13,6770
2017-07-14,6770
2017-07-15,6979
2017-07-16,6979
2017-07-17,7056
2017-07-18,7056
2017-07-19,7056
2017-07-20,7050
2017-07-21,7050
2017-07-22,7050
2017-07-23,6955
2017-07-24,6955
2017-07-25,6955
2017-07-26,6841
2017-07-27,6841
2017-07-28,6841
2017-07-29,6801
2017-07-30,6801
2017-07-31,6801
2017-08-01,6777
2017-08-02,6777
2017-08-03,6777
2017-08-04,6743
2017-08-05,6743
2017-08-06,6707
2017-08-07,6707
2017-08-08,6707
2017-08-09,6715
2017-08-10,6715
2017-08-11,6715
2017-08-12,6698
2017-08-13,6698
2017-08-14,6698
2017-08-15,6712
2017-08-16,6712
2017-08-17,6712
2017-08-18,6655
2017-08-19,6655
2017-08-20,6655
2017-08-21,6735
2017-08-22,6735
2017-08-23,6735
2017-08-24,6682
2017-08-25,6682
2017-08-26,6682
2017-08-27,6505
2017-08-28,6505
2017-08-29,6505
2017-08-30,6316
2017-08-31,6316
2017-09-01,6316
2017-09-02,6251
2017-09-03,6251
2017-09-04,6251
2017-09-05,6349
2017-09-06,6349
2017-09-07,6349
2017-09-08,6349
2017-09-09,6354
2017-09-10,6354
2017-09-11,6354
2017-09-12,6301
2017-09-13,6301
2017-09-14,6301
2017-09-15,6060
2017-09-16,6060
2017-09-17,5868
2017-09-18,5868
2017-09-19,5868
2017-09-20,5886
2017-09-22,5886
2017-09-23,5886
2017-09-24,5747
2017-09-25,5747
2017-09-26,5747
2017-09-27,5747
2017-09-28,5513
2017-09-29,5513
2017-09-30,5513
2017-10-01,5430
2017-10-02,5430
2017-10-03,5430
2017-10-04,5244
2017-10-05,5244
2017-10-06,5244
2017-10-07,5102
2017-10-08,5102
2017-10-09,5102
2017-10-10,5017
2017-10-11,5017
2017-10-12,5017
2017-10-13,4962
2017-10-14,4962
2017-10-15,4962
2017-10-16,4984
2017-10-17,4984
2017-10-18,4984
2017-10-19,4977
2017-10-20,4977
2017-10-21,4977
2017-10-22,4983
2017-10-23,4983
2017-10-24,4983
2017-10-25,4913
2017-10-26,4913
2017-10-27,4913
2017-10-28,4913
2017-10-29,4831
2017-10-30,4831
2017-10-31,4831
2017-11-01,4707
2017-11-02,4707
2017-11-03,4707
2017-11-04,4614
2017-11-05,4614
2017-11-06,4614
2017-11-07,4527
2017-11-08,4527
2017-11-09,4527
2017-11-10,4498
2017-11-11,4498
2017-11-12,4498
2017-11-13,4477
2017-11-14,4477
2017-11-15,4477
2017-11-16,4439
2017-11-17,4439
2017-11-18,4439
2017-11-19,4428
2017-11-20,4428
2017-11-21,4428
2017-11-22,4399
2017-11-23,4399
2017-11-24,4399
2017-11-25,4378
2017-11-26,4378
2017-11-27,4378
2017-11-28,4353
2017-11-29,4353
2017-11-30,4353
2017-12-01,4298
2017-12-02,4298
2017-12-03,4298
2017-12-04,4298
2017-12-05,4255
2017-12-06,4255
2017-12-07,4255
2017-12-08,4256
2017-12-09,4256
2017-12-10,4233
2017-12-11,4233
2017-12-12,4233
2017-12-13,4233
2017-12-14,4214
2017-12-15,4214
2017-12-16,4214
2017-12-17,4176
2017-12-18,4176
2017-12-19,4176
2017-12-20,4078
2017-12-21,4078
2017-12-22,4078
2017-12-23,4018
2017-12-24,4018
2017-12-25,4018
2017-12-26,3994
2017-12-27,3994
2017-12-28,3994
2017-12-29,3971
2017-12-30,3971
2017-12-31,3971
2018-01-01,3901
2018-01-02,3901
2018-01-03,3901
2018-01-04,3784
2018-01-05,3784
2018-01-06,3636
2018-01-07,3636
2018-01-08,3636
2018-01-09,3545
2018-01-10,3545
2018-01-11,3545
2018-01-12,3494
2018-01-13,3494
2018-01-14,3451
2018-01-15,3451
2018-01-16,3389
2018-01-17,3389
2018-01-18,3384
2018-01-19,3384
2018-01-20,3384
2018-01-21,3375
2018-01-22,3375
2018-01-23,3457
2018-01-24,3469
2018-01-25,3469
2018-01-26,3432
2018-01-27,3440
2018-01-28,3290
2018-01-29,3259
2018-01-30,3259
2018-01-31,3224
2018-02-01,3224
2018-02-02,3143
2018-02-03,3109
2018-02-04,3051
2018-02-05,3051
2018-02-06,2979
2018-02-07,2967
2018-02-08,2967
2018-02-09,2889
2018-02-10,2889
2018-02-11,2850
2018-02-12,2850
2018-02-13,2782
2018-02-14,2782
2018-02-15,2751
2018-02-16,2751
2018-02-17,2722
2018-02-18,2705
2018-02-19,2697
2018-02-20,2697
2018-02-21,2677
2018-02-22,2677
2018-02-23,2675
2018-02-24,2675
2018-02-25,2677
2018-02-26,2677
2018-02-27,2682
2018-02-28,2682
2018-03-01,2703
2018-03-02,2712
2018-03-03,2744
2018-03-04,2744
2018-03-05,2712
2018-03-06,2712
2018-03-07,2704
2018-03-08,2704
2018-03-09,2661
2018-03-10,2661
2018-03-11,2597
2018-03-12,2580
2018-03-13,2580
2018-03-14,2559
2018-03-15,2559
2018-03-16,2484
2018-03-17,2401
2018-03-18,2401
2018-03-20,2329
2018-03-21,2329
2018-03-22,2375
2018-03-23,2375
2018-03-24,2366
2018-03-25,2415
2018-03-26,2415
2018-03-27,2435
2018-03-28,2435
2018-03-29,2476
2018-03-30,2476
2018-03-31,2543
2018-04-01,2543
2018-04-02,2601
2018-04-03,2611
2018-04-04,2691
2018-04-05,2691
2018-04-06,2749
2018-04-07,2749
2018-04-08,2822
2018-04-09,2876
2018-04-10,2876
2018-04-11,2887
2018-04-12,2887
2018-04-13,2855
2018-04-14,2855
2018-04-15,2805
2018-04-16,2805
2018-04-17,2858
2018-04-18,2858
2018-04-19,2872
2018-04-20,2872
2018-04-21,2843
2018-04-22,2843
2018-04-23,2838
2018-04-24,2838
2018-04-25,2869
2018-04-26,2869
2018-04-27,2953
2018-04-28,2953
2018-04-29,3047
2018-04-30,3166
2018-05-01,3224
2018-05-02,3224
2018-05-03,3230
2018-05-04,3230
2018-05-05,3263
2018-05-06,3263
2018-05-07,3238
2018-05-08,3238
2018-05-09,3161
2018-05-10,3113
2018-05-11,3113
2018-05-12,3122
2018-05-13,3122
2018-05-14,3090
2018-05-15,3090
2018-05-16,3138
2018-05-17,3138
2018-05-18,3254
2018-05-19,3296
2018-05-20,3296
2018-05-21,3329
2018-05-22,3329
2018-05-23,3310
2018-05-24,3310
2018-05-25,3371
2018-05-26,3413
2018-05-27,3413
2018-05-28,3463
2018-05-29,3623
2018-05-30,3623
2018-05-31,3788
2018-06-01,3887
2018-06-02,3993
2018-06-03,4066
2018-06-04,4151
2018-06-05,4259
2018-06-06,4247
2018-06-07,4247
2018-06-08,4223
2018-06-09,4223
2018-06-10,4275
2018-06-11,4401
2018-06-12,4532
2018-06-13,4597
2018-06-14,4723
2018-06-15,4723
2018-06-16,4879
2018-06-17,5029
2018-06-18,4969
2018-06-19,4882
2018-06-20,4882
2018-06-21,4854
2018-06-22,4744
2018-06-23,4744
2018-06-24,4733
2018-06-25,4802
2018-06-26,4802
2018-06-27,4973
2018-06-28,5095
2018-06-29,5314
2018-06-30,5314
2018-07-01,5459
2018-07-02,5459
2018-07-03,5607
2018-07-04,5607
2018-07-05,5661
2018-07-06,5702
2018-07-07,5702
2018-07-08,5775
2018-07-09,5726
2018-07-10,5628
2018-07-11,5499
2018-07-12,5499
2018-07-13,5586
2018-07-14,5650
2018-07-15,5650
2018-07-16,5704
2018-07-17,5767
2018-07-18,5917
2018-07-19,5917
2018-07-20,6007
2018-07-21,6155
2018-07-22,6252
2018-07-23,6179
2018-07-24,6179
2018-07-25,6128
2018-07-26,6252
2018-07-27,6183
2018-07-28,6183
2018-07-29,6147
2018-07-30,6202
2018-07-31,6118
2018-08-01,6118
2018-08-02,6054
2018-08-03,6063
2018-08-04,6006
2018-08-05,5985
2018-08-06,5987
2018-08-07,5977
2018-08-08,6049
2018-08-09,6049
2018-08-10,6294
2018-08-11,6532
2018-08-12,6582
2018-08-14,6556
2018-08-16,6769
2018-08-17,6809
2018-08-18,6809
2018-08-19,6846
2018-08-20,6865
2018-08-21,6865
2018-08-22,6850
2018-08-23,6869
2018-08-24,6881
2018-08-25,6888
2018-08-26,6862
2018-08-27,6791
2018-08-28,6766
2018-08-29,6719
2018-08-30,6666
2018-08-31,6584
2018-09-01,6506
2018-09-02,6506
2018-09-03,6415
2018-09-04,6350
2018-09-05,6162
2018-09-06,6162
2018-09-07,6166
2018-09-08,6124
2018-09-09,6124
2018-09-10,5987
2018-09-11,5987
2018-09-12,5870
2018-09-13,5812
2018-09-14,5743
2018-09-15,5638
2018-09-16,5638
2018-09-17,5650
2018-09-18,5576
2018-09-19,5739
2018-09-20,5799
2018-09-21,5787
2018-09-22,5763
2018-09-23,5723
2018-09-24,5687
2018-09-25,5687
2018-09-26,5701
2018-09-27,5701
2018-09-28,5758
2018-09-29,5849
2018-09-30,5963
2018-10-01,6081
2018-10-02,6225
2018-10-03,6361
2018-10-04,6361
2018-10-05,6406
2018-10-06,6406
2018-10-07,6406
2018-10-08,6461
2018-10-09,6667
2018-10-10,6491
2018-10-11,6548
2018-10-12,6548
2018-10-13,6672
2018-10-14,6854
2018-10-15,7069
2018-10-16,7281
2018-10-17,7553
2018-10-18,7816
2018-10-19,7788
2018-10-20,7788
2018-10-21,7796
2018-10-22,7779
2018-10-23,7779
2018-10-24,7744
2018-10-25,7652
2018-10-26,7652
2018-10-27,7591
2018-10-28,7519
2018-10-29,7519
2018-10-30,7454
2018-10-31,7486
2018-11-01,7629
2018-11-03,7820
2018-11-04,8003
2018-11-05,8268
2018-11-06,8616
2018-11-08,8966
2018-11-09,9123
2018-11-10,9230
2018-11-11,9392
2018-11-12,9546
2018-11-13,9555
2018-11-15,9572
2018-11-16,9674
2018-11-17,9675
2018-11-18,9743
2018-11-19,9698
2018-11-20,9439
2018-11-21,9507
2018-11-22,9680
2018-11-23,9770
2018-11-24,9969
2018-11-25,10145
2018-11-26,10351
2018-11-27,10297
2018-11-28,10385
2018-11-29,10532
2018-12-01,11211
2018-12-02,11361
2018-12-03,11361
2018-12-04,11482
2018-12-05,11294
2018-12-07,11303
2018-12-09,10936
2018-12-10,10775
2018-12-11,10652
2018-12-12,10390
2018-12-13,10193
2018-12-14,10133
2018-12-15,10110
2018-12-16,10196
2018-12-17,10239
2018-12-18,10197
2018-12-19,10010
2018-12-20,9703
2018-12-21,9563
2018-12-22,9434
2018-12-23,9280
2018-12-24,9255
2018-12-25,9241
2018-12-26,9147
2018-12-27,9043
2018-12-28,8886
2018-12-29,8856
2018-12-30,8783
2018-12-31,8713
2019-01-01,8844
2019-01-02,9009
2019-01-03,9107
2019-01-04,9142
2019-01-05,9212
2019-01-06,9184
2019-01-08,8901
2019-01-10,8869
2019-01-11,8639
2019-01-12,8682
2019-01-13,8556
2019-01-14,8498
2019-01-15,8447
2019-01-16,8416
2019-01-17,8369
2019-01-18,8264
2019-01-19,8200
2019-01-20,8116
2019-01-21,8099
2019-01-22,8024
2019-01-23,8134
2019-01-24,8270
2019-01-25,8241
2019-01-26,8220
2019-01-27,8202
2019-01-28,8226
2019-01-29,8215
2019-01-30,8188
2019-01-31,8210
2019-02-01,8045
2019-02-02,7862
2019-02-03,7768
2019-02-04,7768
2019-02-05,7650
2019-02-06,7592
2019-02-07,7492
2019-02-08,7408
2019-02-09,7268
2019-02-10,7243
2019-02-11,7190
2019-02-12,7173
2019-02-13,7204
2019-02-14,7366
2019-02-15,7454
2019-02-16,7393
2019-02-17,7391
2019-02-18,7368
2019-02-19,7336
2019-02-20,7480
2019-02-21,7472
2019-02-22,7571
2019-02-23,7516
2019-02-24,7445
2019-02-25,7494
2019-02-26,7498
2019-02-27,7548
2019-02-28,7548
2019-03-01,7460
2019-03-02,7359
2019-03-03,7338
2019-03-04,7301
2019-03-05,7247
2019-03-06,7158
2019-03-07,7167
2019-03-08,7167
2019-03-09,7157
2019-03-10,7107
2019-03-11,7178
2019-03-12,7205
2019-03-13,7207
2019-03-14,7210
2019-03-15,7222
2019-03-16,7124
2019-03-17,7121
2019-03-18,7296
2019-03-19,7199
2019-03-20,7272
2019-03-21,7351
2019-03-22,7459
2019-03-23,7433
2019-03-24,7423
2019-03-25,7418
2019-03-26,7361
