date_obj,Feldip%20weasel%20fur price
2015-03-26,506
2015-03-27,506
2015-03-28,506
2015-03-29,506
2015-03-30,506
2015-03-31,506
2015-04-01,506
2015-04-02,506
2015-04-03,506
2015-04-04,506
2015-04-05,506
2015-04-06,506
2015-04-07,506
2015-04-08,506
2015-04-09,506
2015-04-10,506
2015-04-11,506
2015-04-12,506
2015-04-13,506
2015-04-14,506
2015-04-15,506
2015-04-16,506
2015-04-17,506
2015-04-18,506
2015-04-19,506
2015-04-20,506
2015-04-21,506
2015-04-22,506
2015-04-23,506
2015-04-24,528
2015-04-25,528
2015-04-26,528
2015-04-27,528
2015-04-28,528
2015-04-29,528
2015-04-30,528
2015-05-01,528
2015-05-02,528
2015-05-03,528
2015-05-04,528
2015-05-05,528
2015-05-06,528
2015-05-07,528
2015-05-08,528
2015-05-09,528
2015-05-10,528
2015-05-11,528
2015-05-12,528
2015-05-13,528
2015-05-14,528
2015-05-15,528
2015-05-16,528
2015-05-17,528
2015-05-18,528
2015-05-19,528
2015-05-20,528
2015-05-21,528
2015-05-22,528
2015-05-23,528
2015-05-24,528
2015-05-25,528
2015-05-26,528
2015-05-27,528
2015-05-28,537
2015-05-29,537
2015-05-30,537
2015-05-31,537
2015-06-01,537
2015-06-02,537
2015-06-03,537
2015-06-04,537
2015-06-05,537
2015-06-06,537
2015-06-07,537
2015-06-08,537
2015-06-09,537
2015-06-10,537
2015-06-11,537
2015-06-12,537
2015-06-13,537
2015-06-14,537
2015-06-15,537
2015-06-16,537
2015-06-17,537
2015-06-18,537
2015-06-19,537
2015-06-20,537
2015-06-21,537
2015-06-22,537
2015-06-23,537
2015-06-24,537
2015-06-25,537
2015-06-26,544
2015-06-27,544
2015-06-28,544
2015-06-29,544
2015-06-30,544
2015-07-01,544
2015-07-02,544
2015-07-03,544
2015-07-04,544
2015-07-05,544
2015-07-06,544
2015-07-07,544
2015-07-08,544
2015-07-09,544
2015-07-10,544
2015-07-11,544
2015-07-12,544
2015-07-13,544
2015-07-14,544
2015-07-15,544
2015-07-16,544
2015-07-17,544
2015-07-18,544
2015-07-19,544
2015-07-20,544
2015-07-21,544
2015-07-22,544
2015-07-23,544
2015-07-24,544
2015-07-25,544
2015-07-26,544
2015-07-27,544
2015-07-28,544
2015-07-29,557
2015-07-30,557
2015-07-31,557
2015-08-01,557
2015-08-02,557
2015-08-03,557
2015-08-04,557
2015-08-05,557
2015-08-06,557
2015-08-07,557
2015-08-08,557
2015-08-09,557
2015-08-10,557
2015-08-11,557
2015-08-12,557
2015-08-13,557
2015-08-14,557
2015-08-15,557
2015-08-16,557
2015-08-17,557
2015-08-18,557
2015-08-19,557
2015-08-20,557
2015-08-21,557
2015-08-22,557
2015-08-23,557
2015-08-24,557
2015-08-25,557
2015-08-26,557
2015-08-27,557
2015-08-28,557
2015-08-29,584
2015-08-30,584
2015-08-31,584
2015-09-01,584
2015-09-02,584
2015-09-03,584
2015-09-04,584
2015-09-05,584
2015-09-06,584
2015-09-07,584
2015-09-08,584
2015-09-09,584
2015-09-10,584
2015-09-11,584
2015-09-12,584
2015-09-13,584
2015-09-14,584
2015-09-15,584
2015-09-16,584
2015-09-17,584
2015-09-18,584
2015-09-19,584
2015-09-20,584
2015-09-21,584
2015-09-22,584
2015-09-23,584
2015-09-24,584
2015-09-25,584
2015-09-27,584
2015-09-28,584
2015-09-29,584
2015-09-30,584
2015-10-05,580
2015-10-06,580
2015-10-07,580
2015-10-08,580
2015-10-09,580
2015-10-10,580
2015-10-11,580
2015-10-12,580
2015-10-13,580
2015-10-14,580
2015-10-15,580
2015-10-16,580
2015-10-17,580
2015-10-18,580
2015-10-19,580
2015-10-20,580
2015-10-22,580
2015-10-23,580
2015-10-24,580
2015-10-25,580
2015-10-26,580
2015-10-27,580
2015-10-29,580
2015-10-30,580
2015-10-31,580
2015-11-01,580
2015-11-02,580
2015-11-03,580
2015-11-04,580
2015-11-05,580
2015-11-06,580
2015-11-07,580
2015-11-08,580
2015-11-09,580
2015-11-10,580
2015-11-11,579
2015-11-12,579
2015-11-13,579
2015-11-14,579
2015-11-15,579
2015-11-16,579
2015-11-17,579
2015-11-18,579
2015-11-19,579
2015-11-20,579
2015-11-21,579
2015-11-22,579
2015-11-23,579
2015-11-24,579
2015-11-25,579
2015-11-26,579
2015-11-27,579
2015-11-28,579
2015-11-29,579
2015-11-30,579
2015-12-01,579
2015-12-02,579
2015-12-03,579
2015-12-04,579
2015-12-05,579
2015-12-06,579
2015-12-07,579
2015-12-08,579
2015-12-09,579
2015-12-10,579
2015-12-11,579
2015-12-12,579
2015-12-13,579
2015-12-14,579
2015-12-15,581
2015-12-16,581
2015-12-17,581
2015-12-18,581
2015-12-19,581
2015-12-20,581
2015-12-21,581
2015-12-22,581
2015-12-23,581
2015-12-24,581
2015-12-25,581
2015-12-26,581
2015-12-27,581
2015-12-28,581
2015-12-29,581
2015-12-30,581
2015-12-31,581
2016-01-01,581
2016-01-02,581
2016-01-03,581
2016-01-04,581
2016-01-05,581
2016-01-06,581
2016-01-07,581
2016-01-08,581
2016-01-09,581
2016-01-10,581
2016-01-11,595
2016-01-12,595
2016-01-13,595
2016-01-14,595
2016-01-15,595
2016-01-16,595
2016-01-17,595
2016-01-18,595
2016-01-19,595
2016-01-20,595
2016-01-21,595
2016-01-22,595
2016-01-23,595
2016-01-24,595
2016-01-25,595
2016-01-26,595
2016-01-27,595
2016-01-28,595
2016-01-29,595
2016-01-30,595
2016-01-31,595
2016-02-01,595
2016-02-02,595
2016-02-03,595
2016-02-04,595
2016-02-05,595
2016-02-06,595
2016-02-07,595
2016-02-08,603
2016-02-09,603
2016-02-10,603
2016-02-11,603
2016-02-12,603
2016-02-13,603
2016-02-14,603
2016-02-15,603
2016-02-16,603
2016-02-17,603
2016-02-18,603
2016-02-19,603
2016-02-20,603
2016-02-21,603
2016-02-22,603
2016-02-23,603
2016-02-24,603
2016-02-25,603
2016-02-26,603
2016-02-27,603
2016-02-28,603
2016-02-29,603
2016-03-01,603
2016-03-02,603
2016-03-03,603
2016-03-04,603
2016-03-05,603
2016-03-06,603
2016-03-07,603
2016-03-08,603
2016-03-09,603
2016-03-10,603
2016-03-11,603
2016-03-12,603
2016-03-13,603
2016-03-14,621
2016-03-15,621
2016-03-16,621
2016-03-17,621
2016-03-18,621
2016-03-19,621
2016-03-20,621
2016-03-21,621
2016-03-22,621
2016-03-23,621
2016-03-24,621
2016-03-25,621
2016-03-26,621
2016-03-27,621
2016-03-28,621
2016-03-29,621
2016-03-30,621
