date_obj,Blue%20wizard%20robe%20(t) price
2019-03-26,65094
2019-03-27,65301
2019-03-28,64919
2019-03-29,64561
2019-03-30,64561
2019-03-31,64513
2019-04-01,64313
2019-04-02,63685
2019-04-03,63232
2019-04-04,62433
2019-04-05,62462
2019-04-06,61175
2019-04-07,60598
2019-04-08,61495
2019-04-09,60695
2019-04-10,60726
2019-04-11,59950
2019-04-12,59794
2019-04-13,58934
2019-04-14,57997
2019-04-15,56383
2019-04-16,54390
2019-04-17,52568
2019-04-18,49939
2019-04-19,47442
2019-04-20,46221
2019-04-21,45330
2019-04-22,44736
2019-04-23,43833
2019-04-24,41996
2019-04-25,40563
2019-04-26,39288
2019-04-27,37560
2019-04-28,36209
2019-04-29,34556
2019-04-30,34140
2019-05-01,34397
2019-05-02,34360
2019-05-03,34039
2019-05-04,33775
2019-05-05,33963
2019-05-06,34628
2019-05-07,34612
2019-05-08,34488
2019-05-09,35160
2019-05-10,36724
2019-05-11,37641
2019-05-12,38974
2019-05-13,40666
2019-05-14,42235
2019-05-15,44030
2019-05-16,45841
2019-05-17,46052
2019-05-18,47320
2019-05-19,49360
2019-05-20,49992
2019-05-21,50584
2019-05-22,51379
2019-05-23,51695
2019-05-24,50712
2019-05-25,50441
2019-05-26,50114
2019-05-27,50425
2019-05-28,51874
2019-05-29,52461
2019-05-30,53232
2019-05-31,54764
2019-06-01,55401
2019-06-02,55065
2019-06-03,55154
2019-06-04,55170
2019-06-05,53810
2019-06-06,54004
2019-06-07,54587
2019-06-08,54400
2019-06-09,54733
2019-06-10,54733
2019-06-11,55096
2019-06-12,55283
2019-06-13,55640
2019-06-14,55935
2019-06-15,56339
2019-06-16,56604
2019-06-17,56732
2019-06-18,56436
2019-06-19,55594
2019-06-20,55973
2019-06-21,56356
2019-06-22,57023
2019-06-23,55922
2019-06-24,55929
2019-06-25,56039
2019-06-26,55877
2019-06-27,55827
2019-06-28,55827
2019-06-29,55898
2019-06-30,55163
2019-07-01,54692
2019-07-02,54076
2019-07-03,53504
2019-07-04,54438
2019-07-05,54066
2019-07-06,54069
2019-07-07,53876
2019-07-08,55020
2019-07-09,54903
2019-07-10,54503
2019-07-11,54956
2019-07-12,54571
2019-07-13,54571
2019-07-14,54520
2019-07-15,54520
2019-07-16,54768
2019-07-17,55390
2019-07-18,56369
2019-07-19,56836
2019-07-20,56350
2019-07-21,58182
2019-07-22,60730
2019-07-23,62462
2019-07-24,63061
2019-07-25,63290
2019-07-26,62722
2019-07-27,62028
2019-07-28,62814
2019-07-29,61942
2019-07-30,60885
2019-07-31,59971
2019-08-01,58639
2019-08-02,57974
2019-08-03,56986
2019-08-04,57163
2019-08-05,56880
2019-08-06,55268
2019-08-07,56406
2019-08-08,56406
2019-08-09,56798
2019-08-10,56972
2019-08-11,56972
2019-08-12,56708
2019-08-13,55296
2019-08-14,54893
2019-08-15,55116
2019-08-16,55366
2019-08-17,55366
2019-08-18,55401
2019-08-19,55913
2019-08-20,57361
2019-08-21,57785
2019-08-22,59460
2019-08-23,59460
2019-08-24,61270
2019-08-24,61270
2019-08-25,61270
2019-08-25,61270
2019-08-26,61868
2019-08-27,61888
2019-08-27,61888
2019-08-28,62017
2019-08-29,63060
2019-08-30,63316
2019-08-31,63316
2019-09-01,64030
2019-09-02,64030
2019-09-03,64608
2019-09-04,63940
2019-09-05,64773
2019-09-06,64773
2019-09-07,64811
2019-09-08,64972
2019-09-09,64910
2019-09-10,65465
2019-09-11,65836
2019-09-12,67104
2019-09-13,66445
2019-09-14,67169
2019-09-15,68326
2019-09-16,66942
2019-09-17,69337
2019-09-18,70382
2019-09-19,70382
2019-09-20,71379
2019-09-21,70753
2019-09-22,70103
2019-09-23,69365
2019-09-24,69365
2019-09-25,69216
2019-09-26,67044
2019-09-27,66322
2019-09-28,65144
2019-09-29,65144
2019-09-30,63434
2019-10-01,62244
2019-10-02,62244
2019-10-03,61201
2019-10-04,61028
2019-10-05,60255
2019-10-06,60404
2019-10-07,60130
2019-10-08,59055
2019-10-09,59055
2019-10-10,57732
2019-10-11,57732
2019-10-12,56935
2019-10-13,56703
2019-10-14,55799
2019-10-15,55799
2019-10-16,54871
2019-10-17,54871
2019-10-18,54011
2019-10-19,53263
2019-10-20,52663
2019-10-21,52663
2019-10-22,52109
2019-10-23,51040
2019-10-24,49973
2019-10-25,49506
2019-10-26,49420
2019-10-27,47431
2019-10-28,47653
2019-10-29,47653
2019-10-30,47298
2019-10-31,46432
2019-11-01,46432
2019-11-02,46341
2019-11-03,46256
2019-11-04,45837
2019-11-05,45837
2019-11-06,45935
2019-11-07,45752
2019-11-08,46237
2019-11-09,46373
2019-11-10,45931
2019-11-11,45055
2019-11-12,45547
2019-11-13,45828
2019-11-14,44756
2019-11-15,42518
2019-11-16,42283
2019-11-17,42283
2019-11-18,42578
2019-11-19,42578
2019-11-20,42981
2019-11-21,42981
2019-11-22,43769
2019-11-23,44725
2019-11-24,43725
2019-11-25,44043
2019-11-26,43982
2019-11-27,43982
2019-11-28,44252
2019-11-29,45286
2019-11-30,44690
2019-12-01,43734
2019-12-02,44710
2019-12-03,45776
2019-12-04,47745
2019-12-05,47745
2019-12-06,48638
2019-12-07,48464
2019-12-08,48464
2019-12-09,48530
2019-12-10,49492
2019-12-11,50348
2019-12-12,48845
2019-12-13,49674
2019-12-14,50304
2019-12-15,50249
2019-12-16,50657
2019-12-17,50832
2019-12-18,50897
2019-12-19,51668
2019-12-20,52303
2019-12-21,53738
2019-12-22,53977
2019-12-23,54535
2019-12-24,55272
2019-12-25,56646
2019-12-26,58286
2019-12-27,57871
2019-12-28,57124
2019-12-29,57117
2019-12-30,57061
2019-12-31,56481
2020-01-01,55656
2020-01-02,55243
2020-01-03,55277
2020-01-04,55582
2020-01-05,54655
2020-01-06,52879
2020-01-07,51505
2020-01-08,51505
2020-01-09,49482
2020-01-10,48730
2020-01-11,47805
2020-01-12,47771
2020-01-13,47771
2020-01-14,46793
2020-01-15,46042
2020-01-16,45715
2020-01-17,46111
2020-01-18,46111
2020-01-19,46389
2020-01-20,46842
2020-01-21,46842
2020-01-22,47152
2020-01-23,47323
2020-01-24,47664
2020-01-25,47019
2020-01-26,46501
2020-01-27,46263
2020-01-28,44722
2020-01-29,45091
2020-01-30,45999
2020-01-31,46543
2020-02-01,47403
2020-02-02,47688
2020-02-03,47297
2020-02-04,46812
2020-02-05,46582
2020-02-06,46724
2020-02-07,46531
2020-02-08,45665
2020-02-09,45563
2020-02-10,44986
2020-02-11,43783
2020-02-12,43747
2020-02-13,43747
2020-02-14,43496
2020-02-15,42602
2020-02-16,42474
2020-02-17,42243
2020-02-18,42405
2020-02-19,42415
2020-02-20,42255
2020-02-21,42255
2020-02-22,42183
2020-02-23,42200
2020-02-24,42181
2020-02-25,41859
2020-02-26,42189
2020-02-27,42293
2020-02-28,42547
2020-02-29,42547
2020-03-01,42908
2020-03-02,42988
2020-03-03,43103
2020-03-04,43103
2020-03-05,43581
2020-03-06,42558
2020-03-07,41397
2020-03-08,41345
2020-03-09,41219
2020-03-10,41421
2020-03-11,41421
2020-03-12,40566
2020-03-13,40393
2020-03-14,40611
2020-03-15,40715
2020-03-16,40810
2020-03-17,41130
2020-03-18,41736
2020-03-19,41492
2020-03-20,41826
2020-03-21,42208
2020-03-22,42124
2020-03-23,42078
2020-03-24,42182
2020-03-25,42356
2020-03-26,42298
2020-03-27,41912
2020-03-28,42464
2020-03-29,42914
2020-03-30,43127
2020-03-31,42813
2020-04-01,42264
2020-04-02,41556
2020-04-03,41556
2020-04-04,40735
2020-04-05,39987
2020-04-06,39923
2020-04-07,39713
2020-04-08,39690
2020-04-09,39861
2020-04-10,39188
2020-04-11,38857
2020-04-12,39023
2020-04-13,39166
2020-04-14,39210
2020-04-15,38960
2020-04-16,38830
2020-04-17,38928
2020-04-18,39667
2020-04-19,40240
2020-04-20,39933
2020-04-21,40128
2020-04-22,39988
2020-04-23,39421
2020-04-24,39284
2020-04-25,39096
2020-04-26,38709
2020-04-27,38240
2020-04-28,38066
2020-04-29,38240
2020-04-30,37871
2020-05-01,38031
2020-05-02,38404
2020-05-03,38590
2020-05-04,38313
2020-05-05,38066
2020-05-06,38090
2020-05-07,37925
2020-05-08,38252
2020-05-09,38450
2020-05-10,38279
2020-05-11,37683
2020-05-12,37670
2020-05-13,37375
