date_obj,Dragonstone%20bolts price
2016-05-04,2880
2016-05-05,2844
2016-05-06,2844
2016-05-07,2748
2016-05-08,2748
2016-05-09,2674
2016-05-10,2633
2016-05-11,2633
2016-05-12,2581
2016-05-13,2543
2016-05-14,2543
2016-05-15,2539
2016-05-16,2539
2016-05-17,2520
2016-05-18,2520
2016-05-19,2453
2016-05-22,2399
2016-05-23,2399
2016-05-24,2466
2016-05-25,2466
2016-05-26,2455
2016-05-27,2455
2016-05-28,2447
2016-05-29,2371
2016-05-30,2371
2016-05-31,2294
2016-06-01,2352
2016-06-02,2352
2016-06-03,2423
2016-06-04,2423
2016-06-05,2474
2016-06-06,2474
2016-06-07,2417
2016-06-08,2417
2016-06-09,2395
2016-06-10,2395
2016-06-11,2426
2016-06-12,2426
2016-06-13,2429
2016-06-14,2392
2016-06-15,2392
2016-06-16,2420
2016-06-17,2447
2016-06-18,2447
2016-06-19,2405
2016-06-20,2405
2016-06-21,2424
2016-06-22,2424
2016-06-23,2437
2016-06-24,2437
2016-06-25,2464
2016-06-26,2464
2016-06-27,2580
2016-06-28,2580
2016-06-29,2693
2016-06-30,2693
2016-07-01,2786
2016-07-02,2786
2016-07-03,2840
2016-07-04,2867
2016-07-05,2867
2016-07-06,2846
2016-07-07,2846
2016-07-08,2740
2016-07-09,2740
2016-07-10,2717
2016-07-11,2717
2016-07-12,2629
2016-07-13,2629
2016-07-14,2614
2016-07-15,2614
2016-07-16,2608
2016-07-17,2608
2016-07-18,2581
2016-07-23,2551
2016-07-24,2542
2016-07-25,2542
2016-07-26,2565
2016-07-27,2565
2016-07-28,2587
2016-07-29,2587
2016-07-30,2503
2016-07-31,2503
2016-08-01,2503
2016-08-02,2522
2016-08-03,2522
2016-08-04,2543
2016-08-05,2543
2016-08-06,2543
2016-08-07,2537
2016-08-08,2537
2016-08-09,2515
2016-08-10,2515
2016-08-11,2481
2016-08-12,2481
2016-08-13,2481
2016-08-14,2455
2016-08-15,2455
2016-08-16,2491
2016-08-17,2491
2016-08-18,2491
2016-08-19,2411
2016-08-20,2411
2016-08-21,2315
2016-08-22,2315
2016-08-23,2229
2016-08-24,2229
2016-08-25,2229
2016-08-26,2159
2016-08-28,2073
2016-08-31,2045
2016-09-01,1951
2016-09-02,1951
2016-09-03,1860
2016-09-04,1860
2016-09-05,1785
2016-09-06,1785
2016-09-07,1808
2016-09-08,1808
2016-09-09,1808
2016-09-10,1757
2016-09-11,1757
2016-09-12,1772
2016-09-13,1772
2016-09-14,1828
2016-09-15,1828
2016-09-16,1879
2016-09-17,1879
2016-09-18,1887
2016-09-19,1887
2016-09-20,1890
2016-09-21,1890
2016-09-22,1893
2016-09-23,1893
2016-09-24,1827
2016-09-25,1827
2016-09-26,1837
2016-09-27,1837
2016-09-28,1865
2016-09-29,1865
2016-09-30,1895
2016-10-01,1895
2016-10-02,1942
2016-10-03,1942
2016-10-04,1962
2016-10-05,1962
2016-10-06,2025
2016-10-07,2025
2016-10-08,2000
2016-10-09,2000
2016-10-10,2000
2016-10-11,2016
2016-10-12,2016
2016-10-13,2028
2016-10-14,2028
2016-10-15,1983
2016-10-16,1983
2016-10-17,1925
2016-10-18,1925
2016-10-19,1902
2016-10-20,1902
2016-10-21,1928
2016-10-22,1928
2016-10-23,2010
2016-10-24,2010
2016-10-25,2006
2016-10-26,1920
2016-10-27,1920
2016-10-28,1893
2016-10-29,1893
2016-10-30,1936
2016-10-31,1936
2016-11-01,1905
2016-11-02,1905
2016-11-03,1918
2016-11-04,1914
2016-11-05,1914
2016-11-06,1890
2016-11-07,1890
2016-11-08,1861
2016-11-09,1861
2016-11-10,1819
2016-11-11,1819
2016-11-12,1816
2016-11-13,1816
2016-11-14,1865
2016-11-15,1865
2016-12-07,1843
2016-12-08,1862
2016-12-09,1862
2016-12-10,1878
2016-12-11,1878
2016-12-12,1868
2016-12-13,1868
2016-12-14,1812
2016-12-15,1812
2016-12-16,1781
2016-12-17,1781
2016-12-18,1792
2016-12-19,1792
2016-12-20,1835
2016-12-21,1835
2016-12-22,1894
2016-12-23,1936
2016-12-24,1936
2016-12-25,1922
2016-12-26,1922
2016-12-27,1931
2016-12-28,1931
2016-12-29,1924
2016-12-30,1924
2016-12-31,1938
2017-01-01,1869
2017-01-02,1784
2017-01-03,1784
2017-01-04,1778
2017-01-05,1778
2017-01-06,1755
2017-01-07,1747
2017-01-08,1747
2017-01-09,1694
2017-01-10,1694
2017-01-11,1629
2017-01-12,1651
2017-01-13,1651
2017-01-14,1661
2017-01-15,1640
2017-01-16,1640
2017-01-17,1640
2017-01-18,1616
2017-01-19,1616
2017-01-20,1589
2017-01-21,1611
2017-01-22,1611
2017-01-23,1638
2017-01-27,1571
2017-01-28,1572
2017-01-29,1560
2017-01-30,1560
2017-01-31,1566
2017-02-01,1561
2017-02-02,1561
2017-02-03,1579
2017-02-04,1620
2017-02-05,1620
2017-02-06,1612
2017-02-07,1612
2017-02-08,1589
2017-02-09,1589
2017-02-10,1541
2017-02-11,1490
2017-02-12,1490
2017-02-13,1440
2017-02-14,1407
2017-02-15,1407
2017-02-16,1346
2017-02-18,1325
2017-02-19,1348
2017-02-20,1348
2017-02-21,1317
2017-02-22,1317
2017-02-23,1315
2017-02-24,1315
2017-02-25,1281
2017-02-26,1281
2017-02-27,1294
2017-02-28,1240
2017-03-01,1240
2017-03-02,1227
2017-03-03,1227
2017-03-04,1209
2017-03-05,1209
2017-03-06,1181
2017-03-07,1156
2017-03-08,1156
2017-03-09,1185
2017-03-10,1222
2017-03-11,1258
2017-03-12,1305
2017-03-13,1357
2017-03-14,1366
2017-03-15,1344
2017-03-16,1344
2017-03-17,1324
2017-03-18,1324
2017-03-19,1360
2017-03-20,1323
2017-03-21,1325
2017-03-22,1325
2017-03-23,1262
2017-03-24,1252
2017-03-25,1252
2017-03-26,1240
2017-03-27,1267
2017-03-28,1267
2017-03-29,1287
2017-03-30,1287
2017-03-31,1276
2017-04-01,1276
2017-04-02,1315
2017-04-03,1354
2017-04-04,1354
2017-04-12,1453
2017-04-13,1514
2017-04-14,1580
2017-04-15,1619
2017-04-16,1668
2017-04-17,1681
2017-04-18,1681
2017-04-19,1685
2017-04-20,1685
2017-04-21,1694
2017-04-22,1694
2017-04-23,1709
2017-04-24,1709
2017-04-25,1697
2017-04-26,1697
2017-04-27,1663
2017-04-28,1663
2017-04-29,1655
2017-04-30,1655
2017-05-01,1668
2017-05-02,1668
2017-05-03,1653
2017-05-04,1639
2017-05-05,1639
2017-05-06,1641
2017-05-07,1641
2017-05-08,1660
2017-05-09,1602
2017-05-10,1602
2017-05-11,1579
2017-05-12,1555
2017-05-13,1569
2017-05-14,1569
2017-05-15,1590
2017-05-16,1592
2017-05-17,1592
2017-05-18,1597
2017-05-19,1597
2017-05-20,1560
2017-05-21,1560
2017-05-22,1504
2017-05-23,1504
2017-05-24,1465
2017-05-25,1465
2017-05-26,1402
2017-05-27,1362
2017-05-28,1362
2017-05-29,1362
2017-05-30,1362
2017-05-31,1396
2017-06-01,1396
2017-06-02,1416
2017-06-03,1416
2017-06-04,1413
2017-06-05,1413
2017-06-06,1464
2017-06-07,1464
2017-06-08,1531
2017-06-09,1531
2017-06-10,1573
2017-06-11,1618
2017-06-12,1618
2017-06-13,1578
2017-06-14,1578
2017-06-15,1545
2017-06-16,1545
2017-06-17,1593
2017-06-18,1659
2017-06-19,1659
2017-06-20,1722
2017-06-21,1722
2017-06-22,1732
2017-06-23,1732
2017-06-24,1655
2017-06-25,1655
2017-06-26,1588
2017-06-27,1612
2017-06-28,1612
2017-06-29,1648
2017-06-30,1648
2017-07-01,1676
2017-07-02,1676
2017-07-03,1697
2017-07-04,1716
2017-07-05,1716
2017-07-06,1797
2017-07-07,1797
2017-07-08,1863
2017-07-13,1837
2017-07-14,1871
2017-07-15,1871
2017-07-16,1914
2017-07-17,1925
2017-07-18,1925
2017-07-19,1950
2017-07-20,1918
2017-07-21,1918
2017-07-22,1908
2017-07-23,1908
2017-07-24,1947
2017-07-25,1947
2017-07-26,1887
2017-07-27,1838
2017-07-28,1838
2017-07-29,1858
2017-07-30,1837
2017-07-31,1837
2017-08-01,1833
2017-08-02,1798
2017-08-03,1798
2017-08-04,1785
2017-08-05,1769
2017-08-06,1769
2017-08-09,1824
2017-08-10,1871
2017-08-11,1871
2017-08-12,1816
2017-08-13,1816
2017-08-14,1792
2017-08-15,1796
2017-08-16,1796
2017-08-17,1808
2017-08-18,1808
2017-08-19,1812
2017-08-20,1859
2017-08-21,1859
2017-08-22,1859
2017-08-23,1859
2017-08-24,1840
2017-08-25,1840
2017-08-26,1841
2017-08-27,1845
2017-08-28,1845
2017-08-29,1797
2017-08-30,1760
2017-08-31,1760
2017-09-01,1728
2017-09-03,1781
2017-09-04,1823
2017-09-05,1791
2017-09-06,1791
2017-09-07,1809
2017-09-08,1809
2017-09-09,1799
2017-09-10,1828
2017-09-11,1828
2017-09-12,1879
2017-09-13,1879
2017-09-14,1865
2017-09-15,1865
2017-09-16,1838
2017-09-17,1837
2017-09-18,1837
2017-09-19,1787
2017-09-20,1790
2017-09-21,1790
2017-09-22,1843
2017-09-23,1843
2017-09-24,1882
2017-09-25,1882
2017-09-26,1846
2017-09-27,1846
2017-09-28,1819
2017-09-29,1847
2017-09-30,1847
2017-10-01,1906
2017-10-02,1946
2017-10-03,1946
2017-10-04,2013
2017-10-05,2013
2017-10-06,1996
2017-10-07,1996
2017-10-08,2004
2017-10-09,2004
2017-10-10,2033
2017-10-11,2033
2017-10-12,2060
2017-10-13,2060
2017-10-14,2074
2017-10-15,2074
2017-10-16,2048
2017-10-17,2048
2017-10-18,2027
2017-10-19,2027
2017-10-20,2047
2017-10-21,2047
2017-10-22,2024
2017-10-23,2024
2017-10-24,1949
2017-10-25,1858
2017-10-26,1858
2017-10-27,1827
2017-10-28,1827
2017-10-29,1882
2017-10-30,1882
2017-10-31,1923
2017-11-01,1923
2017-11-02,1834
2017-11-03,1834
2017-11-04,1788
2017-11-05,1788
2017-11-06,1774
2017-11-07,1774
2017-11-08,1773
2017-11-09,1783
2017-11-10,1783
2017-11-11,1770
2017-11-12,1761
2017-11-13,1761
2017-11-14,1742
2017-11-15,1742
2017-11-16,1733
2017-11-17,1744
2017-11-18,1744
2017-11-19,1769
2017-11-20,1769
2017-11-21,1751
2017-11-22,1751
2017-11-23,1752
2017-11-24,1752
2017-11-25,1784
2017-11-26,1833
2017-11-27,1833
2017-11-28,1890
2017-11-29,1963
2017-11-30,1963
2017-12-01,1995
2017-12-02,1995
2017-12-03,2011
2017-12-04,2011
2017-12-05,1957
2017-12-06,1957
2017-12-07,1967
2017-12-08,1967
2017-12-09,1977
2017-12-10,1993
2017-12-11,1978
2017-12-12,1978
2017-12-13,1962
2017-12-14,1962
2017-12-15,1943
2017-12-16,1943
2017-12-17,1896
2017-12-18,1843
2017-12-19,1843
2017-12-20,1807
2017-12-21,1769
2017-12-22,1769
2017-12-23,1731
2017-12-24,1731
2017-12-25,1737
2017-12-26,1787
2017-12-27,1831
2017-12-28,1831
2017-12-29,1821
2017-12-30,1879
2017-12-31,1879
2018-01-01,1896
2018-01-02,1904
2018-01-03,1867
2018-01-04,1867
2018-01-05,1773
2018-01-06,1686
2018-01-07,1686
2018-01-08,1603
2018-01-09,1522
2018-01-10,1522
2018-01-11,1445
2018-01-12,1375
2018-01-13,1307
2018-01-14,1244
2018-01-15,1182
2018-01-16,1123
2018-01-17,1073
2018-01-18,1073
2018-01-19,1019
2018-01-20,981
2018-01-21,981
2018-01-22,979
2018-01-23,979
2018-01-25,944
2018-01-26,904
2018-01-27,891
2018-01-28,925
2018-01-29,940
2018-01-30,931
2018-01-31,904
2018-02-01,899
2018-02-02,873
2018-02-03,872
2018-02-04,890
2018-02-05,897
2018-02-06,912
2018-02-07,878
2018-02-08,835
2018-02-09,793
2018-02-10,753
2018-02-11,733
2018-02-12,761
2018-02-13,782
2018-02-14,800
2018-02-15,831
2018-02-16,870
2018-02-17,893
2018-02-18,918
2018-02-19,952
2018-02-20,991
2018-02-21,1034
2018-02-22,1085
2018-02-23,1045
2018-02-24,992
2018-02-25,942
2018-02-26,894
2018-02-27,849
2018-02-28,807
2018-03-01,790
2018-03-02,754
2018-03-03,716
2018-03-04,687
2018-03-05,688
2018-03-06,690
2018-03-07,673
2018-03-09,645
2018-03-10,633
2018-03-11,625
2018-03-12,593
2018-03-13,563
2018-03-14,565
2018-03-15,539
2018-03-16,524
2018-03-17,537
2018-03-18,551
2018-03-20,561
2018-03-21,557
2018-03-23,566
2018-03-24,544
2018-03-25,554
2018-03-26,564
2018-03-27,570
2018-03-28,569
2018-03-29,565
2018-03-30,560
2018-03-31,559
2018-04-01,570
2018-04-02,585
2018-04-03,586
2018-04-04,592
2018-04-05,586
2018-04-06,583
2018-04-07,557
2018-04-08,571
2018-04-09,595
2018-04-10,601
2018-04-11,604
2018-04-12,596
2018-04-13,601
2018-04-14,596
2018-04-15,588
2018-04-16,573
2018-04-17,561
2018-04-18,561
2018-04-19,559
2018-04-20,552
2018-04-21,554
2018-04-22,549
2018-04-23,560
2018-04-24,555
2018-04-25,568
2018-04-26,575
2018-04-27,570
2018-04-28,568
2018-04-29,575
2018-04-30,573
2018-05-01,567
2018-05-03,581
2018-05-04,574
2018-05-05,587
2018-05-07,580
2018-05-08,558
2018-05-09,575
2018-05-10,586
2018-05-11,598
2018-05-12,605
2018-05-13,584
2018-05-14,575
2018-05-15,575
2018-05-16,582
2018-05-17,577
2018-05-18,576
2018-05-19,593
2018-05-20,588
2018-05-21,586
2018-05-22,598
2018-05-23,576
2018-05-24,566
2018-05-25,566
2018-05-26,572
2018-05-27,577
2018-05-28,573
2018-05-29,577
2018-05-30,586
2018-05-31,589
2018-06-01,586
2018-06-02,579
2018-06-03,568
2018-06-04,579
2018-06-05,587
2018-06-06,583
2018-06-07,564
2018-06-08,547
2018-06-09,551
2018-06-10,535
2018-06-11,522
2018-06-12,521
2018-06-13,528
2018-06-14,541
2018-06-15,546
2018-06-16,534
2018-06-17,533
2018-06-18,535
2018-06-19,542
2018-06-20,561
2018-06-21,566
2018-06-22,564
2018-06-23,551
2018-06-24,546
2018-06-25,555
2018-06-26,553
2018-06-27,550
2018-06-28,565
2018-06-29,574
2018-06-30,561
2018-07-01,564
2018-07-02,573
2018-07-03,595
2018-07-04,615
2018-07-05,626
2018-07-06,620
2018-07-07,615
2018-07-08,589
2018-07-09,589
2018-07-10,599
2018-07-11,590
2018-07-12,588
2018-07-13,598
2018-07-14,592
2018-07-15,598
2018-07-16,597
2018-07-17,601
2018-07-18,598
2018-07-19,605
2018-07-20,603
2018-07-21,612
2018-07-22,624
2018-07-23,635
2018-07-24,629
2018-07-25,614
2018-07-26,614
2018-07-27,616
2018-07-28,608
2018-07-29,600
2018-07-30,601
2018-07-31,598
2018-08-01,600
2018-08-02,605
2018-08-03,617
2018-08-04,636
2018-08-05,628
2018-08-06,633
2018-08-07,629
2018-08-08,630
2018-08-09,638
2018-08-10,642
2018-08-11,639
2018-08-12,636
2018-08-14,677
2018-08-16,666
2018-08-17,674
2018-08-18,675
2018-08-19,664
2018-08-20,656
2018-08-21,660
2018-08-22,683
2018-08-23,694
2018-08-24,698
2018-08-25,705
2018-08-26,702
2018-08-27,692
2018-08-28,687
2018-08-29,684
2018-08-30,672
2018-08-31,676
2018-09-01,673
2018-09-02,669
2018-09-03,660
2018-09-04,659
2018-09-05,676
2018-09-06,696
2018-09-07,702
2018-09-08,714
2018-09-09,708
2018-09-10,704
2018-09-11,712
2018-09-12,733
2018-09-13,738
2018-09-14,715
2018-09-15,700
2018-09-16,695
2018-09-17,665
2018-09-18,658
2018-09-19,662
2018-09-20,663
2018-09-21,678
2018-09-22,681
2018-09-23,700
2018-09-24,691
2018-09-25,697
2018-09-26,715
2018-09-27,723
2018-09-28,738
2018-09-29,740
2018-09-30,747
2018-10-01,741
2018-10-02,737
2018-10-03,749
2018-10-04,740
2018-10-05,733
2018-10-06,723
2018-10-07,714
2018-10-08,702
2018-10-09,688
2018-10-10,682
2018-10-11,686
2018-10-12,688
2018-10-13,685
2018-10-14,679
2018-10-15,689
2018-10-16,683
2018-10-17,680
2018-10-18,679
2018-10-19,676
2018-10-20,669
2018-10-21,677
2018-10-22,689
2018-10-23,701
2018-10-24,711
2018-10-25,709
2018-10-26,699
2018-10-27,709
2018-10-28,700
2018-10-29,700
2018-10-30,710
2018-10-31,697
2018-11-01,696
2018-11-03,705
2018-11-04,690
2018-11-05,692
2018-11-06,694
2018-11-07,702
2018-11-08,705
2018-11-09,710
2018-11-10,715
2018-11-11,712
2018-11-12,716
2018-11-13,705
2018-11-14,706
2018-11-15,710
2018-11-16,711
2018-11-17,712
2018-11-18,710
2018-11-19,701
2018-11-20,713
2018-11-21,709
2018-11-22,710
2018-11-23,705
2018-11-24,705
2018-11-25,711
2018-11-26,720
2018-11-27,727
2018-11-28,719
2018-11-29,709
2018-12-01,704
2018-12-02,712
2018-12-03,707
2018-12-04,704
2018-12-05,713
2018-12-07,733
2018-12-09,745
2018-12-10,740
2018-12-11,740
2018-12-12,744
2018-12-13,742
2018-12-14,738
2018-12-15,740
2018-12-16,733
2018-12-17,729
2018-12-18,728
2018-12-19,726
2018-12-20,728
2018-12-21,727
2018-12-22,722
2018-12-23,715
2018-12-24,705
2018-12-25,696
2018-12-26,684
2018-12-27,681
2018-12-28,685
2018-12-29,689
2018-12-30,681
2018-12-31,676
2019-01-01,677
2019-01-02,674
2019-01-03,671
2019-01-04,681
2019-01-05,696
2019-01-06,721
2019-01-08,702
2019-01-10,674
2019-01-11,645
2019-01-12,612
2019-01-13,581
2019-01-14,552
2019-01-15,529
2019-01-16,514
2019-01-17,520
2019-01-18,523
2019-01-19,519
2019-01-20,515
2019-01-21,518
2019-01-22,527
2019-01-23,543
2019-01-24,558
2019-01-25,556
2019-01-26,551
2019-01-27,558
2019-01-28,551
2019-01-29,542
2019-01-30,559
2019-01-31,569
2019-02-01,576
2019-02-02,579
2019-02-03,598
2019-02-04,618
2019-02-05,641
2019-02-06,634
2019-02-07,626
2019-02-08,613
2019-02-09,594
2019-02-10,579
2019-02-11,568
2019-02-12,566
2019-02-13,586
2019-02-14,596
2019-02-15,607
2019-02-16,617
2019-02-17,620
2019-02-18,618
2019-02-19,627
2019-02-20,632
2019-02-21,633
2019-02-22,637
2019-02-23,636
2019-02-24,634
2019-02-25,629
2019-02-26,624
2019-02-27,618
2019-02-28,611
2019-03-01,607
2019-03-02,610
2019-03-03,612
2019-03-04,617
2019-03-05,630
2019-03-06,640
2019-03-07,652
2019-03-08,649
2019-03-09,656
2019-03-10,644
2019-03-11,642
2019-03-12,633
2019-03-13,618
2019-03-14,611
2019-03-15,599
2019-03-16,597
2019-03-17,607
2019-03-18,607
2019-03-19,600
2019-03-20,590
2019-03-21,588
2019-03-22,572
2019-03-23,572
2019-03-24,582
2019-03-25,591
2019-03-26,616
2019-03-27,619
2019-03-28,614
2019-03-29,606
2019-03-30,596
2019-03-31,589
2019-04-01,588
2019-04-02,577
2019-04-03,584
2019-04-04,603
2019-04-05,626
2019-04-06,640
2019-04-07,625
2019-04-08,631
2019-04-09,625
2019-04-10,621
2019-04-11,618
2019-04-12,617
2019-04-13,610
2019-04-14,610
2019-04-15,596
2019-04-16,592
2019-04-17,601
2019-04-18,606
2019-04-19,609
2019-04-20,614
2019-04-21,603
2019-04-22,596
2019-04-23,589
2019-04-24,587
2019-04-25,588
2019-04-26,586
2019-04-27,589
2019-04-28,601
2019-04-29,601
2019-04-30,598
2019-05-01,591
2019-05-02,601
2019-05-03,620
2019-05-04,624
2019-05-05,624
2019-05-06,608
2019-05-07,587
2019-05-08,579
2019-05-09,573
2019-05-10,590
2019-05-11,601
2019-05-12,599
2019-05-13,600
2019-05-14,604
