date_obj,Cooked%20jubbly price
2015-03-26,900
2015-03-27,900
2015-03-28,900
2015-03-29,900
2015-03-30,900
2015-03-31,900
2015-04-01,900
2015-04-02,900
2015-04-03,900
2015-04-04,900
2015-04-05,900
2015-04-06,900
2015-04-07,900
2015-04-08,900
2015-04-09,900
2015-04-10,900
2015-04-11,900
2015-04-12,900
2015-04-13,900
2015-04-14,900
2015-04-15,900
2015-04-16,900
2015-04-17,900
2015-04-18,900
2015-04-19,900
2015-04-20,900
2015-04-21,900
2015-04-22,900
2015-04-23,900
2015-04-24,900
2015-04-25,900
2015-04-26,900
2015-04-27,900
2015-04-28,900
2015-04-29,900
2015-04-30,900
2015-05-01,900
2015-05-02,900
2015-05-03,900
2015-05-04,900
2015-05-05,900
2015-05-06,900
2015-05-07,900
2015-05-08,900
2015-05-09,900
2015-05-10,900
2015-05-11,900
2015-05-12,900
2015-05-13,900
2015-05-14,900
2015-05-15,900
2015-05-16,900
2015-05-17,900
2015-05-18,900
2015-05-19,900
2015-05-20,900
2015-05-21,900
2015-05-22,900
2015-05-23,900
2015-05-24,900
2015-05-25,900
2015-05-26,900
2015-05-27,900
2015-05-28,906
2015-05-29,906
2015-05-30,906
2015-05-31,906
2015-06-01,906
2015-06-02,906
2015-06-03,906
2015-06-04,906
2015-06-05,906
2015-06-06,906
2015-06-07,906
2015-06-08,906
2015-06-09,906
2015-06-10,906
2015-06-11,906
2015-06-12,906
2015-06-13,906
2015-06-14,906
2015-06-15,906
2015-06-16,906
2015-06-17,906
2015-06-18,906
2015-06-19,906
2015-06-20,906
2015-06-21,906
2015-06-22,906
2015-06-23,906
2015-06-24,906
2015-06-25,906
2015-06-26,906
2015-06-27,906
2015-06-28,906
2015-06-29,906
2015-06-30,906
2015-07-01,906
2015-07-02,906
2015-07-03,906
2015-07-04,906
2015-07-05,906
2015-07-06,906
2015-07-07,906
2015-07-08,906
2015-07-09,906
2015-07-10,906
2015-07-11,906
2015-07-12,906
2015-07-13,906
2015-07-14,906
2015-07-15,906
2015-07-16,906
2015-07-17,906
2015-07-18,906
2015-07-19,906
2015-07-20,906
2015-07-21,906
2015-07-22,906
2015-07-23,906
2015-07-24,906
2015-07-25,906
2015-07-26,906
2015-07-27,906
2015-07-28,906
2015-07-29,906
2015-07-30,906
2015-07-31,906
2015-08-01,906
2015-08-02,906
2015-08-03,906
2015-08-04,906
2015-08-05,906
2015-08-06,906
2015-08-07,906
2015-08-08,906
2015-08-09,906
2015-08-10,906
2015-08-11,906
2015-08-12,906
2015-08-13,906
2015-08-14,906
2015-08-15,906
2015-08-16,906
2015-08-17,906
2015-08-18,906
2015-08-19,906
2015-08-20,906
2015-08-21,906
2015-08-22,906
2015-08-23,906
2015-08-24,906
2015-08-25,906
2015-08-26,906
2015-08-27,906
2015-08-28,906
2015-08-29,906
2015-08-30,906
2015-08-31,906
2015-09-01,906
2015-09-02,906
2015-09-03,906
2015-09-04,905
2015-09-05,905
2015-09-06,905
2015-09-07,905
2015-09-08,905
2015-09-09,905
2015-09-10,905
2015-09-11,905
2015-09-12,905
2015-09-13,905
2015-09-14,905
2015-09-15,905
2015-09-16,905
2015-09-17,905
2015-09-18,905
2015-09-19,905
2015-09-20,905
2015-09-21,905
2015-09-22,905
2015-09-23,905
2015-09-24,905
2015-09-25,905
2015-09-27,905
2015-09-28,905
2015-09-29,905
2015-09-30,905
2015-10-05,905
2015-10-06,905
2015-10-07,905
2015-10-08,905
2015-10-09,905
2015-10-10,905
2015-10-11,905
2015-10-12,905
2015-10-13,905
2015-10-14,905
2015-10-15,905
2015-10-16,905
2015-10-17,905
2015-10-18,905
2015-10-19,905
2015-10-20,905
2015-10-22,905
2015-10-23,905
2015-10-24,905
2015-10-25,905
2015-10-26,905
2015-10-27,905
2015-10-29,905
2015-10-30,905
2015-10-31,905
2015-11-01,905
2015-11-02,905
2015-11-03,905
2015-11-04,905
2015-11-05,905
2015-11-06,905
2015-11-07,905
2015-11-08,905
2015-11-09,905
2015-11-10,905
2015-11-11,905
2015-11-12,905
2015-11-13,905
2015-11-14,905
2015-11-15,905
2015-11-16,905
2015-11-17,905
2015-11-18,905
2015-11-19,905
2015-11-20,905
2015-11-21,905
2015-11-22,905
2015-11-23,905
2015-11-24,905
2015-11-25,905
2015-11-26,905
2015-11-27,905
2015-11-28,905
2015-11-29,905
2015-11-30,905
2015-12-01,905
2015-12-02,905
2015-12-03,905
2015-12-04,905
2015-12-05,905
2015-12-06,905
2015-12-07,905
2015-12-08,905
2015-12-09,905
2015-12-10,905
2015-12-11,905
2015-12-12,905
2015-12-13,905
2015-12-14,905
2015-12-15,905
2015-12-16,905
2015-12-17,905
2015-12-18,909
2015-12-19,909
2015-12-20,909
2015-12-21,909
2015-12-22,909
2015-12-23,909
2015-12-24,909
2015-12-25,909
2015-12-26,909
2015-12-27,909
2015-12-28,909
2015-12-29,909
2015-12-30,909
2015-12-31,909
2016-01-01,909
2016-01-02,909
2016-01-03,909
2016-01-04,909
2016-01-05,909
2016-01-06,909
2016-01-07,909
2016-01-08,909
2016-01-09,909
2016-01-10,909
2016-01-11,909
2016-01-12,909
2016-01-13,909
2016-01-14,909
2016-01-15,909
2016-01-16,909
2016-01-17,909
2016-01-18,909
2016-01-19,909
2016-01-20,909
2016-01-21,909
2016-01-22,909
2016-01-23,909
2016-01-24,909
2016-01-25,909
2016-01-26,909
2016-01-27,909
2016-01-28,909
2016-01-29,909
2016-01-30,909
2016-01-31,909
2016-02-01,909
2016-02-02,909
2016-02-03,909
2016-02-04,909
2016-02-05,909
2016-02-06,909
2016-02-07,909
2016-02-08,909
2016-02-09,909
2016-02-10,909
2016-02-11,909
2016-02-12,909
2016-02-13,909
2016-02-14,909
2016-02-15,909
2016-02-16,909
2016-02-17,909
2016-02-18,909
2016-02-19,909
2016-02-20,909
2016-02-21,909
2016-02-22,909
2016-02-23,909
