date_obj,Uncut%20opal price
2015-03-26,4153
2015-03-27,4153
2015-03-28,3946
2015-03-29,3750
2015-03-30,3750
2015-03-31,3564
2015-04-01,3564
2015-04-02,3392
2015-04-03,3392
2015-04-04,3222
2015-04-05,3222
2015-04-06,3061
2015-04-07,3061
2015-04-08,2910
2015-04-09,2910
2015-04-10,2766
2015-04-11,2766
2015-04-12,2629
2015-04-13,2629
2015-04-14,2501
2015-04-15,2501
2015-04-16,2376
2015-04-17,2376
2015-04-18,2258
2015-04-19,2258
2015-04-20,2145
2015-04-21,2145
2015-04-22,2038
2015-04-23,2038
2015-04-24,1937
2015-04-25,1937
2015-04-26,1841
2015-04-27,1841
2015-04-28,1749
2015-04-29,1749
2015-04-30,1666
2015-05-01,1666
2015-05-02,1583
2015-05-03,1583
2015-05-04,1503
2015-05-05,1503
2015-05-06,1428
2015-05-07,1428
2015-05-08,1356
2015-05-09,1356
2015-05-10,1290
2015-05-11,1290
2015-05-12,1228
2015-05-13,1228
2015-05-14,1167
2015-05-15,1167
2015-05-16,1109
2015-05-17,1053
2015-05-18,1053
2015-05-19,1001
2015-05-20,1001
2015-05-21,1001
2015-05-22,950
2015-05-23,950
2015-05-24,902
2015-05-25,857
2015-05-26,857
2015-05-27,818
2015-05-28,818
2015-05-29,780
2015-05-30,754
2015-05-31,754
2015-06-01,723
2015-06-02,723
2015-06-03,690
2015-06-04,690
2015-06-05,705
2015-06-06,705
2015-06-07,684
2015-06-08,684
2015-06-09,679
2015-06-10,661
2015-06-11,661
2015-06-12,638
2015-06-13,619
2015-06-14,619
2015-06-15,607
2015-06-16,607
2015-06-17,592
2015-06-18,592
2015-06-19,570
2015-06-20,570
2015-06-21,541
2015-06-22,513
2015-06-23,513
2015-06-24,487
2015-06-25,487
2015-06-26,462
2015-06-27,462
2015-06-28,438
2015-06-29,438
2015-06-30,416
2015-07-01,416
2015-07-02,395
2015-07-03,375
2015-07-04,375
2015-07-05,357
2015-07-06,357
2015-07-07,339
2015-07-08,322
2015-07-09,322
2015-07-10,305
2015-07-11,305
2015-07-12,289
2015-07-13,289
2015-07-14,274
2015-07-15,274
2015-07-16,260
2015-07-17,247
2015-07-18,247
2015-07-19,234
2015-07-20,234
2015-07-21,222
2015-07-22,211
2015-07-23,211
2015-07-24,212
2015-07-25,212
2015-07-26,216
2015-07-27,216
2015-07-28,218
2015-07-29,217
2015-07-30,217
2015-07-31,224
2015-08-01,224
2015-08-02,221
2015-08-03,221
2015-08-04,231
2015-08-05,231
2015-08-06,225
2015-08-07,225
2015-08-08,223
2015-08-09,223
2015-08-10,230
2015-08-11,230
2015-08-12,231
2015-08-13,231
2015-08-14,233
2015-08-15,233
2015-08-16,240
2015-08-17,240
2015-08-18,242
2015-08-19,242
2015-08-20,242
2015-08-21,242
2015-08-22,240
2015-08-23,240
2015-08-24,236
2015-08-25,236
2015-08-26,236
2015-08-27,236
2015-08-28,236
2015-08-29,234
2015-08-30,234
2015-08-31,238
2015-09-01,238
2015-09-02,238
2015-09-03,236
2015-09-04,236
2015-09-05,238
2015-09-06,238
2015-09-07,246
2015-09-08,246
2015-09-09,244
2015-09-10,244
2015-09-11,253
2015-09-12,253
2015-09-13,260
2015-09-14,260
2015-09-15,263
2015-09-16,263
2015-09-17,275
2015-09-18,275
2015-09-19,277
2015-09-20,277
2015-09-21,276
2015-09-22,276
2015-09-23,284
2015-09-24,284
2015-09-25,284
2015-09-27,286
2015-09-28,289
2015-09-29,289
2015-09-30,283
2015-10-05,276
2015-10-06,276
2015-10-07,272
2015-10-08,272
2015-10-09,266
2015-10-10,266
2015-10-11,262
2015-10-12,262
2015-10-13,262
2015-10-14,257
2015-10-15,257
2015-10-16,252
2015-10-17,252
2015-10-18,252
2015-10-19,245
2015-10-20,245
2015-10-22,241
2015-10-23,242
2015-10-24,242
2015-10-25,244
2015-10-26,244
2015-10-27,244
2015-10-29,242
2015-10-30,242
2015-10-31,243
2015-11-01,243
2015-11-02,243
2015-11-03,234
2015-11-04,234
2015-11-05,229
2015-11-06,229
2015-11-07,221
2015-11-08,221
2015-11-09,221
2015-11-10,211
2015-11-11,211
2015-11-12,200
2015-11-13,200
2015-11-14,200
2015-11-15,193
2015-11-16,193
2015-11-17,193
2015-11-18,185
2015-11-19,185
2015-11-20,177
2015-11-21,177
2015-11-22,178
2015-11-23,178
2015-11-24,178
2015-11-25,176
2015-11-26,176
2015-11-27,176
2015-11-28,169
2015-11-29,169
2015-11-30,163
2015-12-01,163
2015-12-02,163
2015-12-03,156
2015-12-04,156
2015-12-05,156
2015-12-06,150
2015-12-07,150
2015-12-08,150
2015-12-09,143
2015-12-10,143
2015-12-11,139
2015-12-13,134
2015-12-14,134
2015-12-15,127
2015-12-16,127
2015-12-17,120
2015-12-18,120
2015-12-19,114
2015-12-20,114
2015-12-21,108
2015-12-22,108
2015-12-23,102
2015-12-24,102
2015-12-25,96
2015-12-26,96
2015-12-27,96
2015-12-28,96
2015-12-29,96
2015-12-30,96
2015-12-31,96
2016-01-01,97
2016-01-02,97
2016-01-03,101
2016-01-04,101
2016-01-05,106
2016-01-06,111
2016-01-07,111
2016-01-08,115
2016-01-09,115
2016-01-10,121
2016-01-11,121
2016-01-12,119
2016-01-13,119
2016-01-14,123
2016-01-15,123
2016-01-16,130
2016-01-17,130
2016-01-18,137
2016-01-19,137
2016-01-20,144
2016-01-21,144
2016-01-22,146
2016-01-23,146
2016-01-24,146
2016-01-25,153
2016-01-26,153
2016-01-27,157
2016-01-28,157
2016-01-29,164
2016-01-30,164
2016-01-31,172
2016-02-01,172
2016-02-02,179
2016-02-03,184
2016-02-04,184
2016-02-05,193
2016-02-06,199
2016-02-07,199
2016-02-08,208
2016-02-09,208
2016-02-10,212
2016-02-11,212
2016-02-12,222
2016-02-13,231
2016-02-14,231
2016-02-15,237
2016-02-16,237
2016-02-17,247
2016-02-18,247
2016-02-19,251
2016-02-20,251
2016-02-21,253
2016-02-22,253
2016-02-23,240
2016-02-24,240
2016-02-25,228
2016-02-26,228
2016-02-27,216
2016-02-28,216
2016-02-29,205
2016-03-01,205
2016-03-02,194
2016-03-03,194
2016-03-04,185
2016-03-05,185
2016-03-06,176
2016-03-07,176
2016-03-08,176
2016-03-09,176
2016-03-10,182
2016-03-11,182
2016-03-12,185
2016-03-13,185
2016-03-14,185
2016-03-15,185
2016-03-16,185
2016-03-17,185
2016-03-18,182
2016-03-19,182
2016-03-20,178
2016-03-21,178
2016-03-22,172
2016-03-23,172
2016-03-24,166
2016-03-25,162
2016-03-26,162
2016-03-27,154
2016-03-28,149
2016-03-29,149
2016-03-30,147
2016-03-31,147
2016-04-01,145
2016-04-02,145
2016-04-03,144
2016-04-04,144
2016-04-05,143
2016-04-06,139
2016-04-07,139
2016-04-08,142
2016-04-09,149
2016-04-10,153
2016-04-11,153
2016-04-12,159
2016-04-13,159
2016-04-14,164
2016-04-15,164
2016-04-16,165
2016-04-17,165
2016-04-18,163
2016-04-19,163
2016-04-20,168
2016-04-21,168
2016-04-22,176
2016-04-23,184
2016-04-24,184
2016-04-25,191
2016-04-26,191
2016-04-27,200
2016-04-28,200
2016-04-29,210
2016-04-30,221
2016-05-01,221
2016-05-02,233
2016-05-03,245
2016-05-04,245
2016-05-05,258
2016-05-06,258
2016-05-07,264
2016-05-08,264
2016-05-09,253
2016-05-10,242
2016-05-11,242
2016-05-12,235
2016-05-13,229
2016-05-14,229
2016-05-15,224
2016-05-16,224
2016-05-17,219
2016-05-18,210
2016-05-19,210
2016-05-22,201
2016-05-23,200
2016-05-24,200
2016-05-25,205
2016-05-26,205
2016-05-27,202
2016-05-28,202
2016-05-29,204
2016-05-30,204
2016-05-31,199
2016-06-01,195
2016-06-02,195
2016-06-03,192
2016-06-04,202
2016-06-05,202
2016-06-06,213
2016-06-07,213
2016-06-08,224
2016-06-09,235
2016-06-10,228
2016-06-11,228
2016-06-12,236
2016-06-13,236
2016-06-14,242
2016-06-15,242
2016-06-16,240
2016-06-17,237
2016-06-18,237
2016-06-19,242
2016-06-20,242
2016-06-21,252
2016-06-22,255
2016-06-23,268
2016-06-24,268
2016-06-25,280
2016-06-26,280
2016-06-27,294
2016-06-28,308
2016-06-29,318
2016-06-30,331
2016-07-01,330
2016-07-02,330
2016-07-03,341
2016-07-04,331
2016-07-05,331
2016-07-06,327
2016-07-07,336
2016-07-08,337
2016-07-09,344
2016-07-10,349
2016-07-11,350
2016-07-12,356
2016-07-13,359
2016-07-14,360
2016-07-15,365
2016-07-16,372
2016-07-17,372
2016-07-18,374
2016-07-24,346
2016-07-25,335
2016-07-26,335
2016-07-27,334
2016-07-28,334
2016-07-29,338
2016-07-30,339
2016-07-31,339
2016-08-01,339
2016-08-02,338
2016-08-03,335
2016-08-04,335
2016-08-05,327
2016-08-06,322
2016-08-07,313
2016-08-08,313
2016-08-09,313
2016-08-10,314
2016-08-11,314
2016-08-12,306
2016-08-13,306
2016-08-14,290
2016-08-15,276
2016-08-16,269
2016-08-17,269
2016-08-18,257
2016-08-19,257
2016-08-20,246
2016-08-21,246
2016-08-22,240
2016-08-23,229
2016-08-24,229
2016-08-25,227
2016-08-26,227
2016-08-28,222
2016-08-31,204
2016-09-01,193
2016-09-02,193
2016-09-03,185
2016-09-04,176
2016-09-05,172
2016-09-06,170
2016-09-07,170
2016-09-08,175
2016-09-09,175
2016-09-10,179
2016-09-11,179
2016-09-12,174
2016-09-13,174
2016-09-14,174
2016-09-15,170
2016-09-16,170
2016-09-17,166
2016-09-18,166
2016-09-19,166
2016-09-20,166
2016-09-21,159
2016-09-22,155
2016-09-23,155
2016-09-24,149
2016-09-25,141
2016-09-26,141
2016-09-27,133
2016-09-28,133
2016-09-29,126
2016-09-30,119
2016-10-01,119
2016-10-02,113
2016-10-03,113
2016-10-04,107
2016-10-05,107
2016-10-06,101
2016-10-07,101
2016-10-08,95
2016-10-09,95
2016-10-10,90
2016-10-11,85
2016-10-12,85
2016-10-13,80
2016-10-14,76
2016-10-15,76
2016-10-16,73
2016-10-17,69
2016-10-18,69
2016-10-19,65
2016-10-20,65
2016-10-21,67
2016-10-22,67
2016-10-23,71
2016-10-24,75
2016-10-25,75
2016-10-26,76
2016-10-27,76
2016-10-28,72
2016-10-29,68
2016-10-30,68
2016-10-31,64
2016-11-01,64
2016-11-02,64
2016-11-03,64
2016-11-04,63
2016-11-05,63
2016-11-06,64
2016-11-07,64
2016-11-08,64
2016-11-09,68
2016-11-10,72
2016-11-11,76
2016-11-12,80
2016-11-13,80
2016-11-14,84
2016-12-08,133
2016-12-09,135
2016-12-10,135
2016-12-11,131
2016-12-12,131
2016-12-13,133
2016-12-14,140
2016-12-15,140
2016-12-16,147
2016-12-17,150
2016-12-18,150
2016-12-19,148
2016-12-20,153
2016-12-21,157
2016-12-22,157
2016-12-23,154
2016-12-24,154
2016-12-25,149
2016-12-26,143
2016-12-27,143
2016-12-28,136
2016-12-29,131
2016-12-30,126
2016-12-31,120
2017-01-01,114
2017-01-02,108
2017-01-03,102
2017-01-04,96
2017-01-05,91
2017-01-06,87
2017-01-07,91
2017-01-08,95
2017-01-09,100
2017-01-10,103
2017-01-11,109
2017-01-12,113
2017-01-13,113
2017-01-14,116
2017-01-15,115
2017-01-16,118
2017-01-17,118
2017-01-18,120
2017-01-19,125
2017-01-20,130
2017-01-21,133
2017-01-22,138
2017-01-27,143
2017-01-28,138
2017-01-29,133
2017-01-30,133
2017-01-31,131
2017-02-01,129
2017-02-02,122
2017-02-03,115
2017-02-04,109
2017-02-05,103
2017-02-06,97
2017-02-07,92
2017-02-08,87
2017-02-09,87
2017-02-10,82
2017-02-11,77
2017-02-12,77
2017-02-13,73
2017-02-14,69
2017-02-15,65
2017-02-16,61
2017-02-18,57
2017-02-19,54
2017-02-20,51
2017-02-21,48
2017-02-22,45
2017-02-23,42
2017-02-24,42
2017-02-25,39
2017-02-26,37
2017-02-27,37
2017-02-28,35
2017-03-01,35
2017-03-02,35
2017-03-03,35
2017-03-04,35
2017-03-05,35
2017-03-06,36
2017-03-07,38
2017-03-08,38
2017-03-09,36
2017-03-10,34
2017-03-11,32
2017-03-12,30
2017-03-13,28
2017-03-14,26
2017-03-15,27
2017-03-16,26
2017-03-17,25
2017-03-18,27
2017-03-19,28
