date_obj,Ranger%20boots price
2015-08-12,22062544
2015-08-13,21849566
2015-08-14,22393932
2015-08-15,22453507
2015-08-16,22619369
2015-08-17,23392551
2015-08-18,23373875
2015-08-19,23769921
2015-08-20,23721391
2015-08-21,23725883
2015-08-22,23989838
2015-08-23,23849196
2015-08-24,23616816
2015-08-25,23625142
2015-08-26,24092807
2015-08-27,23230692
2015-08-28,22069157
2015-08-29,20965699
2015-08-30,19917414
2015-08-31,18921543
2015-09-01,17975465
2015-09-02,17765918
2015-09-03,18262626
2015-09-04,19058762
2015-09-05,19222441
2015-09-06,19401935
2015-09-07,19872992
2015-09-08,20332996
2015-09-09,20496125
2015-09-10,20599025
2015-09-11,20032654
2015-09-12,19459542
2015-09-13,18765799
2015-09-14,18119564
2015-09-15,17784142
2015-09-16,17965772
2015-09-17,18732650
2015-09-18,19443835
2015-09-19,19574373
2015-09-20,19710010
2015-09-21,19877286
2015-09-22,19855349
2015-09-23,19660401
2015-09-24,19451666
2015-09-25,18988501
2015-09-27,18140796
2015-09-28,18302688
2015-09-29,18709911
2015-09-30,19024987
2015-10-05,18813319
2015-10-06,19210377
2015-10-07,19582913
2015-10-08,19712697
2015-10-09,19517748
2015-10-10,19517748
2015-10-11,19100997
2015-10-12,19016496
2015-10-13,19091247
2015-10-14,19250442
2015-10-15,19167218
2015-10-16,19110908
2015-10-17,19110908
2015-10-18,19219909
2015-10-19,19520296
2015-10-20,19490156
2015-10-22,19666324
2015-10-23,20080349
2015-10-24,20693130
2015-10-25,20764124
2015-10-26,20784524
2015-10-27,21125667
2015-10-29,21609385
2015-10-30,21913101
2015-10-31,21993692
2015-11-01,21993692
2015-11-02,21980798
2015-11-03,21578752
2015-11-04,21508424
2015-11-05,21373456
2015-11-06,21373456
2015-11-07,21687874
2015-11-08,21687874
2015-11-09,21913984
2015-11-10,21913984
2015-11-11,22028593
2015-11-12,21878683
2015-11-13,22151167
2015-11-14,22747779
2015-11-15,23018948
2015-11-16,23109168
2015-11-17,23442763
2015-11-18,23145274
2015-11-19,22700895
2015-11-20,22642540
2015-11-21,22642540
2015-11-22,22644574
2015-11-23,22644574
2015-11-24,22797373
2015-11-25,22963905
2015-11-26,22963905
2015-11-27,23281012
2015-11-28,23169338
2015-11-29,23041713
2015-11-30,22892630
2015-12-01,22782417
2015-12-02,22705168
2015-12-03,22956720
2015-12-04,23386544
2015-12-05,23561756
2015-12-06,23633524
2015-12-07,23652569
2015-12-08,23563214
2015-12-09,23692037
2015-12-10,23689478
2015-12-11,24442373
2015-12-12,24672090
2015-12-13,24597939
2015-12-14,24597939
2015-12-15,24666531
2015-12-16,24833809
2015-12-17,24833809
2015-12-18,24899083
2015-12-19,24667280
2015-12-20,24624281
2015-12-21,24659597
2015-12-22,24792699
2015-12-23,24929524
2015-12-24,24846555
2015-12-25,24972851
2015-12-26,25666519
2015-12-27,25928949
2015-12-28,26291962
2015-12-29,26467694
2015-12-30,26429446
2015-12-31,26257829
2016-01-01,26257829
2016-01-02,26074162
2016-01-03,26488903
2016-01-04,26528348
2016-01-05,26316983
2016-01-06,26076824
2016-01-07,26080053
2016-01-08,26231329
2016-01-09,26652225
2016-01-10,26808378
2016-01-11,26525997
2016-01-12,26456664
2016-01-13,26128107
2016-01-14,25972571
2016-01-15,25926508
2016-01-16,26019486
2016-01-17,26059428
2016-01-18,26158063
2016-01-19,26158063
2016-01-20,26096104
2016-01-21,25991156
2016-01-22,25825843
2016-01-23,25667818
2016-01-24,25626148
2016-01-25,25744739
2016-01-26,25534937
2016-01-27,25483770
2016-01-28,25483770
2016-01-29,25552315
2016-01-30,25552315
2016-01-31,25534784
2016-02-01,25455856
2016-02-02,25490639
2016-02-03,25564547
2016-02-04,25422134
2016-02-05,25415290
2016-02-06,25540815
2016-02-07,25667068
2016-02-08,25830618
2016-02-09,25882089
2016-02-10,25938995
2016-02-11,26001363
2016-02-12,26291272
2016-02-13,26693872
2016-02-14,26693872
2016-02-15,26449207
2016-02-16,26321869
2016-02-17,26281306
2016-02-18,26281306
2016-02-19,26383781
2016-02-20,26355487
2016-02-21,26175198
2016-02-22,26175198
2016-02-23,25997786
2016-02-24,25328468
2016-02-25,25447598
2016-02-26,25447598
2016-02-27,25775777
2016-02-28,25826800
2016-02-29,25720777
2016-03-01,25904299
2016-03-02,25939915
2016-03-03,26134878
2016-03-04,26220878
2016-03-05,26342294
2016-03-06,26346511
2016-03-07,26485523
2016-03-08,26750239
2016-03-09,27071449
2016-03-10,26811008
2016-03-11,26724023
2016-03-12,26793997
2016-03-13,26963538
2016-03-14,26967057
2016-03-15,26987160
2016-03-16,26852830
2016-03-17,26565980
2016-03-18,26516040
2016-03-19,26570171
2016-03-20,26533519
2016-03-21,26529146
2016-03-22,26400785
2016-03-23,26357824
2016-03-24,26677166
2016-03-25,27284317
2016-03-26,27094806
2016-03-27,26946555
2016-03-28,26691919
2016-03-29,26648376
2016-03-30,26648376
2016-03-31,26727092
2016-04-01,26323912
2016-04-02,26266487
2016-04-03,26261530
2016-04-04,26423311
2016-04-05,26368219
2016-04-06,26319372
2016-04-07,26168158
2016-04-08,25833132
2016-04-09,25876415
2016-04-10,26054060
2016-04-11,26054060
2016-04-12,25953530
2016-04-13,25927248
2016-04-14,25931126
2016-04-15,26029672
2016-04-16,26195616
2016-04-17,26094574
2016-04-18,25892571
2016-04-19,25864246
2016-04-20,25819988
2016-04-21,25531818
2016-04-22,25531818
2016-04-23,25323037
2016-04-24,25403124
2016-04-25,25319246
2016-04-26,25260175
2016-04-27,25199243
2016-04-28,25199247
2016-04-29,25162034
2016-04-30,25190858
2016-05-01,25201004
2016-05-02,25138837
2016-05-03,25239420
2016-05-04,25215416
2016-05-05,25281472
2016-05-06,25281472
2016-05-07,25386121
2016-05-08,25657027
2016-05-09,26059894
2016-05-10,26340345
2016-05-11,26340345
2016-05-12,26483062
2016-05-13,26807489
2016-05-14,26968413
2016-05-15,27232267
2016-05-16,26958429
2016-05-17,27056113
2016-05-18,27016538
2016-05-19,27186664
2016-05-22,27000808
2016-05-23,26930060
2016-05-24,26987000
2016-05-25,27006317
2016-05-26,27033265
2016-05-27,27090175
2016-05-28,27416517
2016-05-29,27713241
2016-05-30,27713241
2016-05-31,27717453
2016-06-01,27979053
2016-06-02,27940380
2016-06-03,27893842
2016-06-04,27820910
2016-06-05,27943358
2016-06-06,27747748
2016-06-07,27747748
2016-06-08,27671593
2016-06-09,27961858
2016-06-10,28545600
2016-06-11,29110021
2016-06-12,29747574
2016-06-13,29360246
2016-06-14,28965934
2016-06-15,28588279
2016-06-16,28588279
2016-06-17,28335745
2016-06-18,28335745
2016-06-19,28059377
2016-06-20,28106495
2016-06-21,28179735
2016-06-22,27873543
2016-06-23,27852352
2016-06-24,27666984
2016-06-25,27606417
2016-06-26,27852599
2016-06-27,27881584
2016-06-28,27839364
2016-06-29,27709165
2016-06-30,27598820
2016-07-01,27697020
2016-07-02,27875513
2016-07-03,27927625
2016-07-04,27774112
2016-07-05,27685540
2016-07-06,27086932
2016-07-07,25846988
2016-07-08,24578020
2016-07-09,24082851
2016-07-10,22897085
2016-07-11,21827385
2016-07-12,21451079
2016-07-13,21111422
2016-07-14,20176076
2016-07-15,19172401
2016-07-16,18406629
2016-07-17,17879963
2016-07-18,18682327
2016-07-23,22038781
2016-07-24,22337759
2016-07-25,23363311
2016-07-26,23568834
2016-07-27,23459440
2016-07-28,23227996
2016-07-29,23023051
2016-07-30,22707270
2016-07-31,22707270
2016-08-01,22335698
2016-08-02,22324574
2016-08-03,22302261
2016-08-04,22058740
2016-08-05,21629129
2016-08-06,21377515
2016-08-07,21130070
2016-08-08,21130070
2016-08-09,20694014
2016-08-10,20462827
2016-08-11,20170786
2016-08-12,20184566
2016-08-13,20586497
2016-08-14,20637173
2016-08-15,20719391
2016-08-16,20658859
2016-08-17,20799720
2016-08-18,21056426
2016-08-19,20487533
2016-08-20,20339320
2016-08-21,20374360
2016-08-22,20257058
2016-08-23,19891016
2016-08-24,19139707
2016-08-25,18428853
2016-08-26,18428853
2016-08-28,19398770
2016-08-31,19197632
2016-09-01,19486453
2016-09-02,19486453
2016-09-03,19883594
2016-09-04,19661768
2016-09-05,19627685
2016-09-06,19590490
2016-09-07,19619728
2016-09-08,19738517
2016-09-09,19718990
2016-09-10,19599471
2016-09-11,19599471
2016-09-12,19197967
2016-09-13,18397137
2016-09-14,18196512
2016-09-15,17370613
2016-09-16,17639013
2016-09-17,18379348
2016-09-18,18565697
2016-09-19,18763078
2016-09-20,18783527
2016-09-21,19298061
2016-09-22,19363498
2016-09-23,19617002
2016-09-24,19617002
2016-09-25,20088574
2016-09-26,20088574
2016-09-27,19816461
2016-09-28,19987010
2016-09-29,20039915
2016-09-30,19995182
2016-10-01,20253290
2016-10-02,20253290
2016-10-03,20542187
2016-10-04,20610175
2016-10-05,20583888
2016-10-06,20446836
2016-10-07,20667688
2016-10-08,21073105
2016-10-09,21300062
2016-10-10,21318958
2016-10-11,21283610
2016-10-12,21219013
2016-10-13,21297671
2016-10-14,21241441
2016-10-15,21838958
2016-10-16,22269720
2016-10-17,22356752
2016-10-18,22272381
2016-10-19,22205618
2016-10-20,22103787
2016-10-21,22163317
2016-10-22,22163317
2016-10-24,22089172
2016-10-25,22089172
2016-10-26,21802053
2016-10-27,22061112
2016-10-28,22061112
2016-10-29,21946232
2016-10-30,21521143
2016-10-31,21564246
2016-11-01,21564246
2016-11-02,21860161
2016-11-03,22153371
2016-11-04,22691725
2016-11-05,22691725
2016-11-06,22713357
2016-11-07,22852915
2016-11-08,22694790
2016-11-09,22582452
2016-11-10,22117277
2016-11-11,21503224
2016-11-12,21254097
2016-11-13,21262649
2016-11-14,21432016
2016-12-08,22324215
2016-12-09,22096692
2016-12-10,22149369
2016-12-11,22155122
2016-12-12,22378271
2016-12-13,22274314
2016-12-14,22762589
2016-12-15,22762589
2016-12-16,22913008
2016-12-17,22912528
2016-12-18,23575986
2016-12-19,23505781
2016-12-20,23420144
2016-12-21,23696274
2016-12-22,23961684
2016-12-23,24381458
2016-12-24,25270814
2016-12-25,25920169
2016-12-26,25998799
2016-12-27,25535505
2016-12-28,25014334
2016-12-29,24741787
2016-12-30,23932259
2016-12-31,24134240
2017-01-01,24951497
2017-01-02,24942685
2017-01-03,25072870
2017-01-04,25048060
2017-01-05,25097239
2017-01-06,26152417
2017-01-07,27217491
2017-01-08,27554578
2017-01-09,27652199
2017-01-10,27210086
2017-01-11,26778043
2017-01-12,26954297
2017-01-13,27960775
2017-01-14,28612050
2017-01-15,28847184
2017-01-16,28652197
2017-01-17,28036510
2017-01-18,27931595
2017-01-19,28096164
2017-01-20,28046477
2017-01-21,27972252
2017-01-22,28059938
2017-01-27,26823815
2017-01-28,27013862
2017-01-29,27001739
2017-01-30,27097809
2017-01-31,27245810
2017-02-01,27183926
2017-02-02,27061077
2017-02-03,27467160
2017-02-04,27791963
2017-02-05,28188455
2017-02-06,28008065
2017-02-07,28009571
2017-02-08,28061905
2017-02-09,28061905
2017-02-10,28520763
2017-02-11,29252040
2017-02-12,29252040
2017-02-13,28798538
2017-02-14,28356144
2017-02-15,28508770
2017-02-16,28857915
2017-02-18,29277942
2017-02-19,29300397
2017-02-20,29025034
2017-02-21,28900328
2017-02-22,28900328
2017-02-23,28571524
2017-02-24,27900633
2017-02-25,28148077
2017-02-26,28411240
2017-02-27,28880584
2017-02-28,28933392
2017-03-01,29141046
2017-03-02,29442088
2017-03-03,29343915
2017-03-04,29710830
2017-03-05,30016092
2017-03-06,29651398
2017-03-07,29651445
2017-03-08,29644635
2017-03-09,29700255
2017-03-10,29702131
2017-03-11,29864046
2017-03-12,29848921
2017-03-13,29695037
2017-03-14,29922224
2017-03-15,29663371
2017-03-16,28764877
2017-03-17,27647247
2017-03-18,27080560
2017-03-19,27589667
2017-03-20,26764462
2017-03-21,26960627
2017-03-22,27932711
2017-03-23,28620106
2017-03-24,28956090
2017-03-25,28956090
2017-03-26,28706337
2017-03-27,28605556
2017-03-28,28910878
2017-03-29,28666936
2017-03-30,28675437
2017-03-31,29228579
2017-04-01,29427686
2017-04-02,29587968
2017-04-03,29723220
2017-04-04,29853114
2017-04-12,29566246
2017-04-13,29825906
2017-04-14,29849903
2017-04-15,29764833
2017-04-16,29768240
2017-04-17,29746664
2017-04-18,29864483
2017-04-19,30112519
2017-04-20,30050202
2017-04-21,29988398
2017-04-22,29895847
2017-04-23,29775768
2017-04-24,29369460
2017-04-25,29354965
2017-04-26,29211799
2017-04-27,29337728
2017-04-28,29536829
2017-04-29,29827618
2017-04-30,29930892
2017-05-01,29815964
2017-05-02,29608903
2017-05-03,29562469
2017-05-04,29580157
2017-05-05,29576003
2017-05-06,29630409
2017-05-07,29913414
2017-05-08,30299445
2017-05-09,30680715
2017-05-10,30484677
2017-05-11,30287832
2017-05-12,30253642
2017-05-13,29980907
2017-05-14,29929401
2017-05-15,29804054
2017-05-16,29708535
2017-05-17,29696813
2017-05-18,29634533
2017-05-19,29589231
2017-05-20,29680500
2017-05-21,29680500
2017-05-22,29539409
2017-05-23,29390444
2017-05-24,29154617
2017-05-25,27866100
2017-05-26,26585321
2017-05-27,26676260
2017-05-28,27493693
2017-05-29,28170903
2017-05-30,28316193
2017-05-31,28843060
2017-06-01,28220421
2017-06-02,28038113
2017-06-03,27790781
2017-06-06,25809033
2017-06-07,25074538
2017-06-08,25074538
2017-06-09,24438710
2017-06-10,23407327
2017-06-11,22433911
2017-06-12,21835312
2017-06-13,22888787
2017-06-14,24033227
2017-06-15,25062420
2017-06-16,25646158
2017-06-17,26318906
2017-06-18,26025564
2017-06-19,26025564
2017-06-20,24767560
2017-06-21,24559447
2017-06-22,24559447
2017-06-23,24479377
2017-06-24,24995232
2017-06-25,24613851
2017-06-26,24496617
2017-06-27,24487318
2017-06-28,24861015
2017-06-29,25594958
2017-06-30,24800757
2017-07-01,24800757
2017-07-02,24827695
2017-07-03,24866217
2017-07-04,25097102
2017-07-05,25097102
2017-07-06,25075139
2017-07-07,25122289
2017-07-08,25242068
2017-07-13,23882588
2017-07-14,23352143
2017-07-15,23526350
2017-07-16,24409069
2017-07-17,23934832
2017-07-18,23879827
2017-07-19,23950949
2017-07-20,24170200
2017-07-21,24222770
2017-07-22,24687437
2017-07-23,24393018
2017-07-24,24467674
2017-07-25,24507662
2017-07-26,24520908
2017-07-27,24653924
2017-07-28,24640434
2017-07-29,24629909
2017-07-30,25001919
2017-07-31,25001919
2017-08-01,24847949
2017-08-02,24787105
2017-08-03,24710618
2017-08-04,24789690
2017-08-05,24809082
2017-08-06,24848467
2017-08-09,24635633
2017-08-10,24486249
2017-08-11,24432519
2017-08-12,24708078
2017-08-13,24830723
2017-08-14,24936137
2017-08-15,24926170
2017-08-16,25064869
2017-08-17,25125640
2017-08-18,25758164
2017-08-19,25703028
2017-08-20,25994083
2017-08-22,25829872
2017-08-23,25777346
2017-08-24,25814152
2017-08-25,25737530
2017-08-26,25738423
2017-08-27,25692813
2017-08-28,25669109
2017-08-29,25640423
2017-08-30,25664749
2017-08-31,25654431
2017-09-01,25633436
2017-09-02,26025329
2017-09-03,26025329
2017-09-04,25910136
2017-09-05,25927148
2017-09-06,25912168
2017-09-07,25862732
2017-09-08,25903297
2017-09-09,25844529
2017-09-10,25782108
2017-09-11,25679251
2017-09-12,25567976
2017-09-13,25448238
2017-09-14,25231494
2017-09-15,25231494
2017-09-16,25106522
2017-09-17,24828685
2017-09-19,24564906
2017-09-20,24500074
2017-09-21,24341480
2017-09-22,24343314
2017-09-23,24519760
2017-09-24,24464829
2017-09-25,24399683
2017-09-26,24312088
2017-09-27,24161902
2017-09-28,24156010
2017-09-29,24311024
2017-09-30,24614984
2017-10-01,24572939
2017-10-02,24703647
2017-10-03,24591548
2017-10-04,24593533
2017-10-05,24602020
2017-10-06,24752433
2017-10-07,25165017
2017-10-08,24974277
2017-10-09,25023343
2017-10-10,25823906
2017-10-11,25823906
2017-10-12,25273629
2017-10-13,25132561
2017-10-14,25235180
2017-10-15,25264389
2017-10-16,25168547
2017-10-17,25168547
2017-10-18,25353139
2017-10-19,25444532
2017-10-20,25389886
2017-10-21,25340249
2017-10-22,25331700
2017-10-23,25152670
2017-10-24,25179404
2017-10-25,25107383
2017-10-26,25047364
2017-10-27,25198155
2017-10-28,25198155
2017-10-29,25368826
2017-10-30,25483838
2017-10-31,25818287
2017-11-01,26207630
2017-11-02,26397611
2017-11-03,26805356
2017-11-04,26815396
2017-11-05,26875895
2017-11-06,26838233
2017-11-07,26642074
2017-11-08,26503434
2017-11-09,26386141
2017-11-10,26041633
2017-11-11,25809259
2017-11-12,25804628
2017-11-13,25593512
2017-11-14,25725621
2017-11-15,25467743
2017-11-16,25409565
2017-11-17,25754058
2017-11-18,26890180
2017-11-19,27009531
2017-11-20,26805632
2017-11-21,26521233
2017-11-22,26332657
2017-11-23,26406247
2017-11-24,26536103
2017-11-25,27028441
2017-11-26,27357046
2017-11-27,27357046
2017-11-28,27241647
2017-11-29,26299648
2017-11-30,25853556
2017-12-01,25781885
2017-12-02,25958791
2017-12-03,26078347
2017-12-04,25985874
2017-12-05,25833506
2017-12-06,25781521
2017-12-07,26038125
2017-12-08,26736244
2017-12-09,27820822
2017-12-10,27398456
2017-12-11,27000341
2017-12-12,26623900
2017-12-14,26481513
2017-12-15,26448277
2017-12-16,26403656
2017-12-17,26580697
2017-12-18,26901626
2017-12-19,27257480
2017-12-20,26992759
2017-12-21,27330074
2017-12-22,27591208
2017-12-23,27972963
2017-12-24,27842429
2017-12-25,27748030
2017-12-26,27715524
2017-12-27,27612684
2017-12-28,27527587
2017-12-29,27746267
2017-12-30,28228680
2017-12-31,28427030
2018-01-01,28348944
2018-01-02,28257318
2018-01-03,28477974
2018-01-04,28799577
2018-01-05,29321967
2018-01-06,29307712
2018-01-07,29501000
2018-01-08,30745041
2018-01-09,31229678
2018-01-10,31308667
2018-01-11,30854067
2018-01-12,30908331
2018-01-13,31660034
2018-01-14,31262248
2018-01-15,30936613
2018-01-16,30208043
2018-01-17,30167018
2018-01-18,29505488
2018-01-19,29505488
2018-01-20,29451707
2018-01-21,29658900
2018-01-22,29892527
2018-01-23,30112488
2018-01-24,30561530
2018-01-25,31256833
2018-01-26,31678243
2018-01-27,31694473
2018-01-28,32028125
2018-01-29,31803995
2018-01-31,31454015
2018-02-01,31139809
2018-02-02,30621245
2018-02-03,30485987
2018-02-04,30468470
2018-02-05,30404919
2018-02-06,30208406
2018-02-07,30291932
2018-02-08,30816098
2018-02-09,31222466
2018-02-10,30984552
2018-02-11,30657624
2018-02-12,30280796
2018-02-13,30315340
2018-02-14,30465734
2018-02-15,30777334
2018-02-16,31056564
2018-02-17,31384571
2018-02-18,31344861
2018-02-19,31546093
2018-02-20,32322499
2018-02-21,32682385
2018-02-22,33032762
2018-02-23,33012869
2018-02-24,33434880
2018-02-25,33491692
2018-02-26,33731578
2018-02-27,33497256
2018-02-28,33452519
2018-03-01,33333728
2018-03-02,33532205
2018-03-03,33970990
2018-03-04,34277895
2018-03-05,34120890
2018-03-06,34073863
2018-03-07,33936376
2018-03-08,34022407
2018-03-09,34603440
2018-03-10,35392522
2018-03-11,34999030
2018-03-12,34783684
2018-03-13,34905835
2018-03-14,34541376
2018-03-15,33686017
2018-03-16,32962785
2018-03-17,32728972
2018-03-18,32874482
2018-03-19,32770175
2018-03-20,32834690
2018-03-21,32689467
2018-03-23,33305290
2018-03-24,33488566
2018-03-26,33700704
2018-03-27,33638311
2018-03-28,33503988
2018-03-29,33251759
2018-03-30,33251739
2018-03-31,33826952
2018-04-01,33658938
2018-04-02,33728810
2018-04-03,33804567
2018-04-04,34153380
2018-04-05,34153101
2018-04-06,34229035
2018-04-08,34898493
2018-04-09,34544935
2018-04-10,34465164
2018-04-11,34572909
2018-04-12,35238192
2018-04-13,35222909
2018-04-14,35275442
2018-04-15,35843162
2018-04-16,35976138
2018-04-17,35892195
2018-04-18,36015701
2018-04-19,36085291
2018-04-20,36634687
2018-04-21,37019193
2018-04-22,37461727
2018-04-23,37973040
2018-04-24,37931288
2018-04-25,37762522
2018-04-26,37693597
2018-04-27,37568584
2018-04-28,37628008
2018-04-29,37769127
2018-04-30,38165204
2018-05-01,38509090
2018-05-02,38148169
2018-05-03,38363687
2018-05-04,38355765
2018-05-05,38497602
2018-05-06,38686218
2018-05-07,38430426
2018-05-08,38193326
2018-05-09,36699156
2018-05-10,34864198
2018-05-11,34027141
2018-05-12,34943419
2018-05-13,34646187
2018-05-14,35251457
2018-05-15,35511354
2018-05-16,35339676
2018-05-17,35786663
2018-05-18,36378779
2018-05-19,36740326
2018-05-20,37251681
2018-05-21,37163844
2018-05-22,36924944
2018-05-23,36693900
2018-05-24,36528758
2018-05-25,36956447
2018-05-26,36910304
2018-05-27,37043571
2018-05-28,36948223
2018-05-29,36838389
2018-05-30,36720441
2018-05-31,36181486
2018-06-01,35501328
2018-06-02,35533840
2018-06-03,35659353
2018-06-04,35894775
2018-06-05,35845908
2018-06-06,34496147
2018-06-07,32923286
2018-06-08,34019541
2018-06-09,34817552
2018-06-10,35355938
2018-06-11,34682688
2018-06-12,33841352
2018-06-13,33197096
2018-06-14,33507640
2018-06-15,34015394
2018-06-16,34495297
2018-06-17,34618959
2018-06-18,34414427
2018-06-19,34419832
2018-06-20,34601386
2018-06-21,34584658
2018-06-22,35048927
2018-06-23,34957893
2018-06-24,35200404
2018-06-25,35393155
2018-06-26,35320876
2018-06-27,35225344
2018-06-28,34816001
2018-06-29,34550016
2018-06-30,34587548
2018-07-01,34855492
2018-07-02,34857572
2018-07-03,35229065
2018-07-04,35286044
2018-07-05,35668689
2018-07-06,35744463
2018-07-07,36315647
2018-07-08,37189574
2018-07-09,36663047
2018-07-10,36843332
2018-07-11,36953658
2018-07-12,37120972
2018-07-13,37356557
2018-07-14,37961523
2018-07-15,37596486
2018-07-16,37673374
2018-07-17,37836467
2018-07-18,37933795
2018-07-19,38025855
2018-07-20,38164532
2018-07-21,38046351
2018-07-22,38092232
2018-07-23,37788789
2018-07-24,37734423
2018-07-25,37707216
2018-07-26,38171959
2018-07-27,37896950
2018-07-28,38741687
2018-07-29,38802703
2018-07-30,38853915
2018-07-31,39042288
2018-08-01,39488869
2018-08-02,39072728
2018-08-03,38633715
2018-08-04,38234856
2018-08-05,37657970
2018-08-06,37574926
2018-08-07,37401091
2018-08-08,36187523
2018-08-09,35425713
2018-08-10,35592104
2018-08-11,36201768
2018-08-12,36598473
2018-08-14,36266199
2018-08-16,35307742
2018-08-17,34916352
2018-08-18,35303175
2018-08-19,36510718
2018-08-20,36891859
2018-08-21,36696093
2018-08-22,36783426
2018-08-23,36983837
2018-08-24,37040688
2018-08-25,37367170
2018-08-26,37097098
2018-08-27,36946830
2018-08-28,36639946
2018-08-29,36624309
2018-08-30,36567152
2018-08-31,36523149
2018-09-01,36907584
2018-09-02,36657819
2018-09-03,36853867
2018-09-04,36824304
2018-09-05,36558962
2018-09-06,36422343
2018-09-07,36344996
2018-09-08,36121250
2018-09-09,35831563
2018-09-10,34823636
2018-09-11,34094244
2018-09-12,33892489
2018-09-13,34358596
2018-09-14,34858027
2018-09-15,35181206
2018-09-16,35325927
2018-09-17,35540238
2018-09-18,35297475
2018-09-19,35176917
2018-09-20,35265775
2018-09-21,35531223
2018-09-22,35756570
2018-09-23,36411940
2018-09-24,35979269
2018-09-25,36057295
2018-09-26,36185700
2018-09-27,36043489
2018-09-28,36193537
2018-09-29,37000787
2018-09-30,36643981
2018-10-02,36165688
2018-10-03,36151997
2018-10-04,36149070
2018-10-05,36260451
2018-10-06,36386784
2018-10-07,36517910
2018-10-08,36512277
2018-10-09,36873721
2018-10-10,37011514
2018-10-11,36797779
2018-10-12,36731824
2018-10-13,36751594
2018-10-14,37361861
2018-10-15,37283822
2018-10-16,36922937
2018-10-17,36871617
2018-10-18,36520984
2018-10-19,36516018
2018-10-20,36459717
2018-10-21,36604569
2018-10-22,36470282
2018-10-23,36462558
2018-10-24,36395589
2018-10-25,36588709
2018-10-26,36700101
2018-10-27,36985299
2018-10-28,36901762
2018-10-29,36684671
2018-10-30,36487241
2018-10-31,36473356
2018-11-01,36481541
2018-11-03,36874442
2018-11-04,37196453
2018-11-05,37178854
2018-11-06,37102481
2018-11-07,37138824
2018-11-08,37312797
2018-11-09,37313319
2018-11-10,37260198
2018-11-11,37167143
2018-11-12,36873110
2018-11-13,36648493
2018-11-14,36570859
2018-11-15,36442415
2018-11-16,36434961
2018-11-17,36259415
2018-11-18,36098724
2018-11-19,35904377
2018-11-20,35043960
2018-11-21,34933789
2018-11-22,34418598
2018-11-23,33416719
2018-11-24,33349469
2018-11-25,34126594
