date_obj,Gilded%20chainbody price
2016-12-19,1902199
2016-12-20,1902199
2016-12-21,1902199
2016-12-22,1836682
2016-12-23,1836682
2016-12-24,1836682
2016-12-25,1779084
2016-12-26,1779084
2016-12-27,1779084
2016-12-28,1779084
2016-12-29,1752297
2016-12-30,1752297
2016-12-31,1752297
2017-01-01,1752297
2017-01-02,1710507
2017-01-03,1710507
2017-01-04,1710507
2017-01-05,1710507
2017-01-06,1668038
2017-01-07,1668038
2017-01-08,1668038
2017-01-09,1587685
2017-01-10,1587685
2017-01-11,1587685
2017-01-12,1508300
2017-01-13,1508300
2017-01-14,1508300
2017-01-15,1437449
2017-01-16,1437449
2017-01-17,1365576
2017-01-18,1365576
2017-01-19,1302969
2017-01-20,1302969
2017-01-21,1237820
2017-01-22,1237820
2017-01-23,1177728
2017-01-27,1063829
2017-01-28,1010637
2017-01-29,968491
2017-01-30,968491
2017-01-31,920066
2017-02-01,874275
2017-02-02,874275
2017-02-03,832953
2017-02-04,832953
2017-02-05,791305
2017-02-06,791305
2017-02-07,791305
2017-02-08,751739
2017-02-09,751739
2017-02-10,714152
2017-02-11,714152
2017-02-12,714152
2017-02-13,681220
2017-02-14,681220
2017-02-15,681220
2017-02-16,650525
2017-02-18,650525
2017-02-19,644204
2017-02-20,644204
2017-02-21,659166
2017-02-22,659166
2017-02-23,659166
2017-02-24,683354
2017-02-25,683354
2017-02-26,702468
2017-02-27,702468
2017-02-28,718499
2017-03-01,718499
2017-03-02,742844
2017-03-03,742844
2017-03-04,745888
2017-03-05,745888
2017-03-06,733626
2017-03-07,733626
2017-03-08,720607
2017-03-09,720607
2017-03-10,721937
2017-03-11,721937
2017-03-12,714696
2017-03-13,714696
2017-03-14,715174
2017-03-15,715174
2017-03-16,706024
2017-03-17,706024
2017-03-18,698941
2017-03-19,698941
2017-03-20,697315
2017-03-21,697315
2017-03-22,698462
2017-03-23,698462
2017-03-24,683724
2017-03-25,683724
2017-03-26,690948
2017-03-27,690948
2017-03-28,684199
2017-03-29,684199
2017-03-30,674155
2017-03-31,674155
2017-04-01,678673
2017-04-02,678673
2017-04-03,662204
2017-04-04,662204
2017-04-12,635060
2017-04-13,623043
2017-04-14,623043
2017-04-15,619102
2017-04-16,619102
2017-04-17,614724
2017-04-18,614724
2017-04-19,624809
2017-04-20,624809
2017-04-21,604305
2017-04-22,604305
2017-04-23,590289
2017-04-24,590289
2017-04-25,583738
2017-04-26,583738
2017-04-27,583738
2017-04-28,569733
2017-04-29,569733
2017-04-30,552237
2017-05-01,552237
2017-05-02,535225
2017-05-03,535225
2017-05-04,521074
2017-05-05,521074
2017-05-06,505215
2017-05-07,505215
2017-05-08,480927
2017-05-09,480927
2017-05-10,461099
2017-05-11,461099
2017-05-12,447267
2017-05-13,447267
2017-05-14,453827
2017-05-15,453827
2017-05-16,471261
2017-05-17,471261
2017-05-18,485811
2017-05-19,485811
2017-05-20,476905
2017-05-21,476905
2017-05-22,466141
2017-05-23,466141
2017-05-24,476636
2017-05-25,476636
2017-05-26,489654
2017-05-27,489654
2017-05-28,494197
2017-05-29,494197
2017-05-30,494197
2017-05-31,483650
2017-06-01,483650
2017-06-02,466187
2017-06-03,466187
2017-06-04,461953
2017-06-05,461953
2017-06-06,454160
2017-06-07,454160
2017-06-08,438180
2017-06-09,438180
2017-06-10,434934
2017-06-11,434934
2017-06-12,445585
2017-06-13,445585
2017-06-14,460081
2017-06-15,460081
2017-06-16,479699
2017-06-17,479699
2017-06-18,491628
2017-06-19,491628
2017-06-20,504283
2017-06-21,504283
2017-06-22,505586
2017-06-23,505586
2017-06-24,504122
2017-06-25,504122
2017-06-26,514542
2017-06-27,514542
2017-06-28,521814
2017-06-29,521814
2017-06-30,518156
2017-07-01,518156
2017-07-02,518156
2017-07-03,508221
2017-07-04,508221
2017-07-05,508221
2017-07-06,503077
2017-07-07,503077
2017-07-08,503077
2017-07-13,478771
2017-07-14,458803
2017-07-15,458803
2017-07-16,440785
2017-07-17,427845
2017-07-18,427845
2017-07-19,414903
2017-07-20,414903
2017-07-21,423555
2017-07-22,423555
2017-07-23,440521
2017-07-24,440521
2017-07-25,458920
2017-07-26,458920
2017-07-27,478345
2017-07-28,478345
2017-07-29,478345
2017-07-30,502263
2017-07-31,502263
2017-08-01,516512
2017-08-02,519308
2017-08-03,519308
2017-08-04,519308
2017-08-05,511272
2017-08-06,511272
2017-08-09,474837
2017-08-10,462887
2017-08-11,453488
2017-08-12,462810
2017-08-13,462810
2017-08-14,471833
2017-08-15,471833
2017-08-16,487382
2017-08-17,487382
2017-08-18,507201
2017-08-19,507201
2017-08-20,528560
2017-08-21,528560
2017-08-22,545063
2017-08-23,545063
2017-08-24,545063
2017-08-25,545842
2017-08-26,555257
2017-08-27,555257
2017-08-28,548382
2017-08-29,548382
2017-08-30,538850
2017-08-31,538850
2017-09-01,525296
2017-09-02,520941
2017-09-03,520941
2017-09-04,511918
2017-09-05,511918
2017-09-06,502160
2017-09-07,502160
2017-09-08,507231
2017-09-09,519634
2017-09-10,519634
2017-09-11,507070
2017-09-12,507070
2017-09-13,500427
2017-09-14,501753
2017-09-15,501753
2017-09-16,501753
2017-09-17,497696
2017-09-18,497696
2017-09-19,496213
2017-09-20,496213
2017-09-21,496928
2017-09-22,487217
2017-09-23,487217
2017-09-24,485200
2017-09-25,485200
2017-09-26,473056
2017-09-27,473056
2017-09-28,472872
2017-09-29,472872
2017-09-30,485841
2017-10-01,485841
2017-10-02,486779
2017-10-03,486779
2017-10-04,486779
2017-10-05,484571
2017-10-06,484571
2017-10-07,482099
2017-10-08,482099
2017-10-09,481564
2017-10-10,481564
2017-10-11,488927
2017-10-12,488927
2017-10-13,493707
2017-10-14,487748
2017-10-15,487748
2017-10-16,489620
2017-10-17,489620
2017-10-18,496513
2017-10-19,496513
2017-10-20,496513
2017-10-21,497184
2017-10-22,505111
2017-10-23,505111
2017-10-24,505111
2017-10-25,520690
2017-10-26,520690
2017-10-27,540007
2017-10-28,540007
2017-10-29,551296
2017-10-30,551296
2017-10-31,556841
2017-11-01,556841
2017-11-02,556841
2017-11-03,543272
2017-11-04,543272
2017-11-05,531398
2017-11-06,531398
2017-11-07,520257
2017-11-08,520257
2017-11-09,505205
2017-11-10,505205
2017-11-11,499569
2017-11-12,499569
2017-11-13,485989
2017-11-14,485989
2017-11-15,483616
2017-11-16,486259
2017-11-17,470090
2017-11-18,474395
2017-11-19,474395
2017-11-20,461256
2017-11-21,461256
2017-11-22,457821
2017-11-23,457821
2017-11-24,445335
2017-11-25,433142
2017-11-26,433142
2017-11-27,420316
2017-11-28,408895
2017-11-29,408895
2017-11-30,397754
2017-12-01,392769
2017-12-02,392769
2017-12-03,387206
2017-12-04,387206
2017-12-05,390772
2017-12-06,390772
2017-12-07,386679
2017-12-08,386679
2017-12-09,387572
2017-12-10,385878
2017-12-11,385878
2017-12-12,391086
2017-12-13,391086
2017-12-14,399993
2017-12-15,411249
2017-12-16,411249
2017-12-17,428031
2017-12-18,445527
2017-12-19,445527
2017-12-20,465896
2017-12-21,465896
2017-12-22,479115
2017-12-23,474121
2017-12-24,476399
2017-12-25,479568
2017-12-26,477012
2017-12-27,477012
2017-12-28,474835
2017-12-29,474835
2017-12-30,471049
2017-12-31,471049
2018-01-01,473593
2018-01-02,473593
2018-01-03,469519
2018-01-04,469519
2018-01-05,483128
2018-01-06,483128
2018-01-07,497556
2018-01-08,497556
2018-01-09,483867
2018-01-10,483867
2018-01-11,469549
2018-01-12,469549
2018-01-13,457318
2018-01-14,457318
2018-01-15,461101
2018-01-16,461101
2018-01-17,461463
2018-01-18,460357
2018-01-19,460357
2018-01-20,464289
2018-01-21,464289
2018-01-22,460319
2018-01-23,456324
2018-01-24,453064
2018-01-25,453064
2018-01-26,448018
2018-01-27,448018
2018-01-28,447077
2018-01-29,447077
2018-01-30,444997
2018-01-31,444997
2018-02-01,444453
2018-02-02,444453
2018-02-03,437792
2018-02-04,437792
2018-02-05,437923
2018-02-06,437923
2018-02-07,449484
2018-02-08,449484
2018-02-09,448227
2018-02-10,448227
2018-02-11,447667
2018-02-12,447667
2018-02-13,438913
2018-02-14,438913
2018-02-15,430381
2018-02-16,430381
2018-02-17,417863
2018-02-18,417863
2018-02-19,414525
2018-02-20,414525
2018-02-21,401483
2018-02-22,401483
2018-02-23,412346
2018-02-24,412346
2018-02-25,414928
2018-02-26,414928
2018-02-27,412455
2018-02-28,412455
2018-03-01,411245
2018-03-02,412765
2018-03-03,423181
2018-03-04,423181
2018-03-05,431478
2018-03-06,431478
2018-03-07,436805
2018-03-08,436805
2018-03-09,441942
2018-03-10,441942
2018-03-11,445360
2018-03-12,445360
2018-03-13,437317
2018-03-14,437317
2018-03-15,437289
2018-03-16,437289
2018-03-17,439626
2018-03-18,439626
2018-03-20,437603
2018-03-21,437603
2018-03-23,435413
2018-03-24,440772
2018-03-25,440772
2018-03-26,440292
2018-03-27,436504
2018-03-28,436504
2018-03-29,437247
2018-03-30,437247
2018-03-31,440803
2018-04-01,440803
2018-04-02,446486
2018-04-03,443242
2018-04-04,443242
2018-04-05,454675
2018-04-06,470333
2018-04-07,470333
2018-04-08,491067
2018-04-09,511961
2018-04-10,511961
2018-04-11,535844
2018-04-12,561354
2018-04-13,561354
2018-04-14,584068
2018-04-15,607137
2018-04-16,607137
2018-04-17,627340
2018-04-18,627340
2018-04-19,646099
2018-04-20,646099
2018-04-21,670340
2018-04-22,670340
2018-04-23,662571
2018-04-24,662571
2018-04-25,643712
2018-04-26,643712
2018-04-27,643712
2018-04-28,645769
2018-04-29,643280
2018-04-30,655383
2018-05-01,655383
2018-05-02,670544
2018-05-03,670544
2018-05-04,684343
2018-05-05,685978
2018-05-06,685978
2018-05-07,675563
2018-05-08,675563
2018-05-09,673236
2018-05-10,669292
2018-05-11,669292
2018-05-12,661425
2018-05-13,661425
2018-05-14,646666
2018-05-15,646666
2018-05-16,640275
2018-05-17,640275
2018-05-18,638511
2018-05-19,637737
2018-05-20,632080
2018-05-21,612443
2018-05-22,612443
2018-05-23,602614
2018-05-24,602614
2018-05-25,599500
2018-05-26,598193
2018-05-27,598193
2018-05-28,601409
2018-05-29,615344
2018-05-30,615344
2018-05-31,625015
2018-06-01,625015
2018-06-02,629698
2018-06-03,634632
2018-06-04,634632
2018-06-05,634926
2018-06-06,634926
2018-06-07,629323
2018-06-08,630164
2018-06-09,630164
2018-06-10,610385
2018-06-11,610385
2018-06-12,601916
2018-06-13,601916
2018-06-14,592778
2018-06-15,592778
2018-06-16,586000
2018-06-17,598595
2018-06-18,598595
2018-06-19,596565
2018-06-20,596565
2018-06-21,589391
2018-06-22,589391
2018-06-23,573442
2018-06-24,561450
2018-06-25,561450
2018-06-26,549531
2018-06-27,549531
2018-06-28,551789
2018-06-29,554122
2018-06-30,554122
2018-07-01,565099
2018-07-02,565099
2018-07-03,576717
2018-07-04,576717
2018-07-05,592517
2018-07-06,602572
2018-07-07,602572
2018-07-08,588179
2018-07-09,587380
2018-07-10,587380
2018-07-11,581082
2018-07-12,581082
2018-07-13,593409
2018-07-14,593409
2018-07-15,601332
2018-07-16,601332
2018-07-17,615270
2018-07-18,615270
2018-07-19,614239
2018-07-20,614239
2018-07-21,604930
2018-07-22,604930
2018-07-23,594104
2018-07-24,594104
2018-07-25,598695
2018-07-26,598695
2018-07-27,610526
2018-07-28,610526
2018-07-29,622873
2018-07-30,622873
2018-07-31,633939
2018-08-01,633939
2018-08-02,621112
2018-08-03,621112
2018-08-04,627755
2018-08-05,627755
2018-08-06,632173
2018-08-07,632173
2018-08-08,628450
2018-08-09,628450
2018-08-10,629141
2018-08-11,629141
2018-08-12,608513
2018-08-14,598195
2018-08-16,595908
2018-08-17,599381
2018-08-18,599381
2018-08-19,613112
2018-08-20,624919
2018-08-21,624919
2018-08-22,625407
2018-08-23,625407
2018-08-24,626791
2018-08-25,634299
2018-08-26,634299
2018-08-27,643401
2018-08-28,647174
2018-08-29,647174
2018-08-30,653388
2018-08-31,662621
2018-09-01,662364
2018-09-02,662364
2018-09-03,653376
2018-09-04,653376
2018-09-05,649051
2018-09-06,649051
2018-09-07,663206
2018-09-08,663206
2018-09-09,669335
2018-09-10,680572
2018-09-11,680572
2018-09-12,686045
2018-09-13,686045
2018-09-14,703445
2018-09-15,703445
2018-09-16,721317
2018-09-17,721317
2018-09-18,725840
2018-09-19,725840
2018-09-20,729709
2018-09-21,729709
2018-09-22,730665
2018-09-23,730665
2018-09-24,723403
2018-09-25,723403
2018-09-26,739823
2018-09-27,739823
2018-09-28,751113
2018-09-29,751113
2018-09-30,752588
2018-10-01,752588
2018-10-02,754267
2018-10-03,758951
2018-10-04,758951
2018-10-05,759692
2018-10-06,762166
2018-10-07,762166
2018-10-08,753952
2018-10-09,753952
2018-10-10,755255
2018-10-11,755255
2018-10-12,770851
2018-10-13,772434
2018-10-14,772434
2018-10-15,779176
2018-10-16,779176
2018-10-17,779849
2018-10-18,779849
2018-10-19,783979
2018-10-20,783979
2018-10-21,798188
2018-10-22,798188
2018-10-23,805964
2018-10-24,805964
2018-10-25,811337
2018-10-26,811337
2018-10-27,810824
2018-10-28,800258
2018-10-29,783146
2018-10-30,776301
2018-10-31,783643
2018-11-01,788589
2018-11-03,817834
2018-11-04,851460
2018-11-05,869745
2018-11-06,869903
2018-11-07,869903
2018-11-08,900406
2018-11-09,940951
2018-11-10,983617
2018-11-11,1029336
2018-11-12,1080803
2018-11-13,1132879
2018-11-14,1186309
2018-11-15,1236196
2018-11-16,1288270
2018-11-17,1288270
2018-11-18,1352650
2018-11-19,1397817
2018-11-20,1452038
2018-11-21,1452038
2018-11-22,1524640
2018-11-23,1524640
2018-11-24,1577764
2018-11-25,1582844
2018-11-26,1582844
2018-11-27,1595571
2018-11-28,1564803
2018-11-29,1513014
2018-12-01,1466000
2018-12-02,1451621
2018-12-03,1451621
2018-12-04,1442979
2018-12-05,1405699
2018-12-07,1400601
2018-12-09,1379713
2018-12-10,1377947
2018-12-11,1377947
2018-12-12,1372667
2018-12-13,1359969
2018-12-14,1359969
2018-12-15,1323722
2018-12-16,1291321
2018-12-17,1291321
2018-12-18,1266387
2018-12-19,1241207
2018-12-20,1241207
2018-12-21,1184987
2018-12-22,1143011
2018-12-23,1105528
2018-12-24,1072423
2018-12-25,1057751
2018-12-26,1006192
2018-12-27,970500
2018-12-28,970500
2018-12-29,946305
2018-12-30,946305
2018-12-31,919213
2019-01-01,919213
2019-01-02,893468
2019-01-03,872586
2019-01-04,872586
2019-01-05,859102
2019-01-06,836894
2019-01-08,822193
2019-01-10,779191
2019-01-11,741659
2019-01-12,704576
2019-01-13,675609
2019-01-14,661587
2019-01-15,649957
2019-01-17,648956
2019-01-18,650935
2019-01-19,649957
2019-01-20,643213
2019-01-21,643213
2019-01-22,629611
2019-01-23,621816
2019-01-24,621816
2019-01-25,633227
2019-01-26,629425
2019-01-27,626034
2019-01-28,640691
2019-01-29,659780
2019-01-30,672368
2019-01-31,678297
2019-02-01,670579
2019-02-02,690426
2019-02-03,700551
2019-02-04,700551
2019-02-05,702413
2019-02-06,702413
2019-02-07,713017
2019-02-08,722927
2019-02-09,718689
2019-02-10,707957
2019-02-11,696905
2019-02-12,689817
2019-02-13,679543
2019-02-14,679543
2019-02-15,680910
2019-02-16,679383
2019-02-17,666956
2019-02-18,664351
2019-02-19,664224
2019-02-20,660985
2019-02-21,672741
2019-02-22,672741
2019-02-23,673635
2019-02-24,675898
2019-02-25,688485
2019-02-26,688485
2019-02-27,692384
2019-02-28,692384
2019-03-01,708245
2019-03-02,721955
2019-03-03,725785
2019-03-04,730351
2019-03-05,755132
2019-03-06,753964
2019-03-07,753964
2019-03-08,746077
2019-03-09,746363
2019-03-10,746363
2019-03-11,742032
2019-03-12,765796
2019-03-13,765796
2019-03-14,796004
2019-03-15,828697
2019-03-16,828697
2019-03-17,853848
2019-03-18,853848
2019-03-19,852373
2019-03-20,860553
2019-03-21,874061
2019-03-22,879469
2019-03-23,901873
2019-03-24,914891
2019-03-25,914891
2019-03-26,945429
2019-03-27,945429
2019-03-28,969188
2019-03-29,968745
2019-03-30,968745
2019-03-31,984368
2019-04-01,984368
2019-04-02,996821
2019-04-03,980015
2019-04-04,976805
2019-04-05,992452
2019-04-06,992452
2019-04-07,991344
2019-04-08,989611
2019-04-09,993028
2019-04-10,985044
2019-04-11,985995
2019-04-12,989849
2019-04-13,974401
2019-04-14,971734
2019-04-15,971734
2019-04-16,955311
2019-04-17,955311
2019-04-18,965387
2019-04-19,962953
2019-04-20,965742
2019-04-21,975644
2019-04-22,967032
2019-04-23,952054
2019-04-24,939349
2019-04-25,913905
2019-04-26,911090
2019-04-27,911090
2019-04-28,908155
2019-04-29,902558
2019-04-30,889916
2019-05-01,875925
2019-05-02,876865
2019-05-03,871019
2019-05-04,853467
2019-05-05,837381
2019-05-06,799219
2019-05-07,759849
2019-05-08,735797
2019-05-09,726492
2019-05-10,731258
2019-05-11,726027
2019-05-12,750455
2019-05-13,778771
2019-05-14,794910
2019-05-15,794910
2019-05-16,779893
2019-05-17,773562
2019-05-18,792224
2019-05-19,792224
2019-05-20,794657
2019-05-21,800691
2019-05-22,800691
2019-05-23,807436
2019-05-24,834202
2019-05-25,863082
2019-05-26,889415
2019-05-27,881008
2019-05-28,876760
2019-05-29,858472
2019-05-30,842007
2019-05-31,842007
2019-06-01,859728
2019-06-02,859728
2019-06-03,854405
2019-06-04,868175
2019-06-05,872897
2019-06-06,896312
2019-06-07,904726
2019-06-08,902036
2019-06-09,921193
2019-06-10,921193
2019-06-11,933121
2019-06-12,933939
2019-06-13,917781
2019-06-14,906529
2019-06-15,906529
2019-06-16,896330
2019-06-17,895309
2019-06-18,903368
2019-06-19,897671
2019-06-20,911089
2019-06-21,897371
2019-06-22,898627
2019-06-23,886970
2019-06-24,867738
2019-06-25,883626
2019-06-26,884646
2019-06-27,885261
2019-06-28,885261
2019-06-29,877778
2019-06-30,867281
2019-07-01,855636
2019-07-02,848225
2019-07-03,849680
2019-07-04,849680
2019-07-05,853294
2019-07-06,858131
2019-07-07,858879
2019-07-08,858568
2019-07-09,858672
2019-07-10,845909
2019-07-11,845909
2019-07-12,832790
2019-07-13,832790
2019-07-14,828346
2019-07-15,828346
2019-07-16,835186
2019-07-17,838474
2019-07-18,855790
2019-07-19,859271
2019-07-20,873674
2019-07-21,865762
2019-07-22,874844
2019-07-23,884836
2019-07-24,884836
2019-07-25,889602
2019-07-26,900463
2019-07-27,929872
2019-07-28,917855
2019-07-29,927327
2019-07-30,930856
2019-07-31,917988
2019-08-01,917988
2019-08-02,935889
2019-08-03,944763
2019-08-04,944763
2019-08-05,954770
2019-08-06,954770
2019-08-07,953411
2019-08-08,953411
2019-08-09,947081
2019-08-10,938786
2019-08-11,938786
2019-08-12,935432
2019-08-13,935432
2019-08-14,929223
2019-08-15,918760
2019-08-16,921225
2019-08-17,921225
2019-08-18,922905
2019-08-19,919331
2019-08-20,919331
2019-08-21,910852
2019-08-22,896599
2019-08-23,896599
2019-08-24,894591
2019-08-24,894591
2019-08-25,894591
2019-08-25,894591
2019-08-26,911561
2019-08-27,903203
2019-08-27,903203
2019-08-28,888812
2019-08-29,867925
2019-08-30,872678
2019-08-31,872678
2019-09-01,855626
2019-09-02,855626
2019-09-03,862686
2019-09-04,866405
2019-09-05,866405
2019-09-06,865837
2019-09-07,861618
2019-09-08,875349
2019-09-09,875349
2019-09-10,872148
2019-09-11,878476
2019-09-12,881594
2019-09-13,901279
2019-09-14,912061
2019-09-15,913260
2019-09-16,920300
2019-09-17,905190
2019-09-18,892434
2019-09-19,892434
2019-09-20,887622
2019-09-21,887618
2019-09-22,883713
2019-09-23,885492
2019-09-24,885492
2019-09-25,880764
2019-09-26,884582
2019-09-27,884582
2019-09-28,889062
2019-09-29,889062
2019-09-30,882198
2019-10-01,890924
2019-10-02,890924
2019-10-03,902156
2019-10-04,902156
2019-10-05,927190
2019-10-06,922101
2019-10-07,922101
2019-10-08,914650
2019-10-09,914650
2019-10-10,907515
2019-10-11,907515
2019-10-12,918700
2019-10-13,940487
2019-10-14,931633
2019-10-15,931633
2019-10-16,930357
2019-10-17,927796
2019-10-18,937046
2019-10-19,942912
2019-10-20,942109
2019-10-21,941608
2019-10-22,945988
2019-10-23,944045
2019-10-24,948395
2019-10-25,937376
2019-10-26,949129
2019-10-27,950905
2019-10-28,967030
2019-10-29,967030
2019-10-30,976877
2019-10-31,973367
2019-11-01,972054
2019-11-02,978596
2019-11-03,978343
2019-11-04,978832
2019-11-05,978832
2019-11-06,981964
2019-11-07,985197
2019-11-08,960118
2019-11-09,954898
2019-11-10,985470
2019-11-11,991971
2019-11-12,991971
2019-11-13,983328
2019-11-14,973662
2019-11-15,969961
2019-11-16,964725
2019-11-17,964725
2019-11-18,972384
2019-11-19,999177
2019-11-20,994464
2019-11-21,994464
2019-11-22,976358
2019-11-23,986045
2019-11-24,986101
2019-11-25,993008
2019-11-26,985047
2019-11-27,985047
2019-11-28,989535
2019-11-29,989535
2019-11-30,992293
2019-12-01,997916
2019-12-02,992135
2019-12-03,988600
2019-12-04,991794
2019-12-05,998675
2019-12-06,996370
2019-12-07,992769
2019-12-08,991942
2019-12-09,998070
2019-12-10,1017782
2019-12-11,1011508
2019-12-12,1008894
2019-12-13,1004471
2019-12-14,1004471
2019-12-15,1002047
2019-12-16,996655
2019-12-17,990248
2019-12-18,990248
2019-12-19,984391
2019-12-20,987885
2019-12-21,988335
2019-12-22,982273
2019-12-23,982273
2019-12-24,988184
2019-12-25,990950
2019-12-26,990950
2019-12-27,996820
2019-12-28,1016857
2019-12-29,1019559
2019-12-30,1013653
2019-12-31,989829
2020-01-01,989829
2020-01-02,990692
2020-01-03,990692
2020-01-04,1006824
2020-01-05,997833
2020-01-06,997421
2020-01-07,995339
2020-01-08,995339
2020-01-09,992307
2020-01-10,974535
2020-01-11,986187
2020-01-12,1012880
2020-01-13,1012880
2020-01-14,1006451
2020-01-15,1007394
2020-01-16,1009335
2020-01-17,1008977
2020-01-18,1008977
2020-01-19,999102
2020-01-20,987944
2020-01-21,987944
2020-01-22,990748
2020-01-23,1002328
2020-01-24,1005591
2020-01-25,1007800
2020-01-26,998669
2020-01-27,998669
2020-01-28,995682
2020-01-29,995682
2020-01-30,996288
2020-01-31,1002743
2020-02-01,1014032
2020-02-02,1002609
2020-02-03,998557
2020-02-04,998557
2020-02-05,999146
2020-02-06,999323
2020-02-07,999499
2020-02-08,977276
2020-02-09,977276
2020-02-10,979734
2020-02-11,979734
2020-02-12,992675
2020-02-13,992675
2020-02-14,994786
2020-02-15,994786
2020-02-16,989869
2020-02-17,976537
2020-02-18,967986
2020-02-19,967986
2020-02-20,976819
2020-02-21,976819
2020-02-22,960881
2020-02-23,955958
2020-02-24,951580
2020-02-25,951580
2020-02-26,946892
2020-02-27,925304
2020-02-28,908606
2020-02-29,908606
2020-03-01,907972
2020-03-02,910858
2020-03-03,919645
2020-03-04,919645
2020-03-05,897560
2020-03-06,885751
2020-03-07,885751
2020-03-08,866074
2020-03-09,839885
2020-03-10,827157
2020-03-11,799635
2020-03-12,776171
2020-03-13,778409
2020-03-14,762323
2020-03-15,767780
2020-03-16,796697
2020-03-17,803427
2020-03-18,796091
2020-03-19,788598
2020-03-20,791974
2020-03-21,801907
2020-03-22,821201
2020-03-23,838643
2020-03-24,853915
2020-03-25,861648
2020-03-26,855150
2020-03-27,847857
2020-03-28,832727
2020-03-29,820198
2020-03-30,817728
2020-03-31,836305
2020-04-01,838202
2020-04-02,837715
2020-04-03,837715
2020-04-04,840081
2020-04-05,849139
2020-04-06,840313
2020-04-07,831576
2020-04-08,824520
2020-04-09,818661
2020-04-10,818661
2020-04-11,817054
2020-04-12,813317
2020-04-13,814125
2020-04-14,793076
2020-04-15,775260
2020-04-16,761979
2020-04-17,750117
2020-04-18,744122
2020-04-19,722501
2020-04-20,717784
2020-04-21,706127
2020-04-22,692103
2020-04-23,688936
2020-04-24,666304
2020-04-25,650414
2020-04-26,634525
2020-04-27,623481
2020-04-28,621562
2020-04-29,618838
2020-04-30,616675
2020-05-01,628932
2020-05-02,648328
2020-05-03,673683
2020-05-04,687193
2020-05-05,683399
2020-05-06,683722
2020-05-07,679297
2020-05-08,671717
2020-05-09,672379
2020-05-10,687021
2020-05-11,687021
2020-05-12,708964
2020-05-13,707468
